author_id,alternative_name_seq,alternative_name
5090644098,1,Oaliur Rahman
5066376001,1,K. Kaski
5065178146,1,Zhonghai Li
5030395580,1,Ling‐lingCHEN
5058770326,1,Deon Van Heerden
5071217214,1,Zhang Xue Cheng
5083292025,1,오승곤
5052026619,1,Василь Желясков
5009584186,2,Charles Parrish
5029756786,2,Franz A. Drahowzal
5031642280,3,Rik Snoeckx
5050952989,2,J R Wilson
5010608481,1,O. Roth
5009039387,1,E. Fuchslocher
5053696973,1,J C Berkmann
5016035552,1,Dinta Sekar Oktaviani
5029738171,3,Su Heon Ju
5066865004,1,福山公美子
5062241075,1,Balázs Némethi
5054619888,1,聂茂
5083234382,1,知英 秋光
5085004547,1,Birgit Heller
5016360767,1,Tibor Thaythy
5038506354,2,A. Ohri
5044497525,1,R. Dutkiewicz
5019700215,1,Liao Chun‐hon
5014224747,3,Mark O’Beirn
5065283759,1,L. Monferrer‐Pons
5040733006,1,Naomi Querido
5083973145,5,R M Blair
5010587786,1,E. Ann Kaplan
5063377920,1,J Bohte
5050470721,1,洋一 葛西
5070882562,2,K. Tynan
5105137709,1,齊藤 和秀
5060763888,1,V E Frys
5019802306,1,Safwan Shaheen
5061111701,2,Nakul Talathi
5049109035,1,A. L. do Amaral
5040025270,1,Manish Kamdar
5017354114,1,A. WARD GARDNER
5069482898,3,B. Bętkowska‐Korpała
5105304537,1,U. Tamponi
5024278347,1,Marc I Jurblum
5051604687,3,Wendy R. Trickey
5051321472,1,吴慧锋
5027321037,3,Betsy C. Malkus
5079622706,1,Jeremy C. Ely
5031282913,1,Carlos de Lama
5046123343,1,Pedro Raul Perez Bianco
5003602310,1,S Cingi
5080626969,1,Noboru Hukuda
5067537034,1,S. R. Barnes
5056075413,1,C. Simonetti
5042266576,1,Mariel Romani de Camargo Ortiz
5003965412,1,严迪昌
5002894577,1,Zhou Xingquan
5064992372,1,Polly Pattullo
5028166662,1,Алексей Владимирович Цыбульский
5041598529,1,M.G.H. Sanders
5025346008,1,Ingrid Wagener de Gauto
5088411871,4,Carlos Geovanny Duarte Rangel
5074887850,1,Plazonnet Mj
5004953879,1,増永有輝
5038506711,1,William C. Milligan
5088161626,1,Márcia Bethania de Sousa Silva
5081145114,1,N.A. Antonov
5034368162,1,S. M. Mullin
5104548618,1,Marie‐Laure Biechlin‐Chassel
5054524433,2,C.D. Zhang
5013489197,1,Maira Oliveira Limaverde
5069400891,2,Erin E. Lavender‐Stott
5105164667,1,J. Idarraga
5056336293,1,F. P. Fischer
5008705409,1,G Koidzumi
5057554145,3,MICHAEL D. FEHER
5020010070,1,Gary J Price
5090472824,1,Shiyong Mu
5030035451,1,Ann‐Sofie Holmgren
5061322615,1,Bethany McClenathan
5064437527,3,Rina M. Hirsch
5074178221,1,Emanuela Fio
5049575441,6,Laura Knörr
5035776316,4,V. V. Lazarev
5070748767,1,Dai Qiu‐liang
5072823840,2,Evgeni Golovko
5010197450,6,Thomas J. Dougherty
5019784015,1,I. H. Rex
5045304124,1,Douglas P. Bradley
5042986641,1,김공록
5022864059,1,Julián Mateo Benítez M.
5017448799,1,Fredrick A. Wireko
5097334124,1,Larry May
5058803593,1,В В Польшин
5068536450,1,Diane H. Sharp
5015894130,1,Ajoy Alim
5049523247,1,Richard Munsen
5049886590,1,N. A. N. M. Nissanka
5014174797,1,Gailash Panray
5106637012,1,Peng Meng Cheong
5081053742,1,元孝 村上
5087753674,1,慶太 和田
5017710473,1,Gina Marcela Ordóñez Andrade
5069178716,1,Norman R. Gordon
5008643419,1,Lee Agudelo‐Goméz
5039119380,1,Arjun Mehta
5077733423,1,Diawinasis Mawi Sesanti
5081722693,1,S O Labjuhn
5079146934,3,Coralie Damon
5037659712,1,Lili Febriyani
5013749977,1,Katrina Simons
5076307465,1,Pei Yuling
5042405724,1,G. Salomi
5073756583,3,Ernest J. Ring
5095037247,1,John dfba ‐e ‐ c ‐a a‐c ff c
5024420071,1,Nei Ricardo de Souza
5067008008,1,A. Geither
5040278202,4,Aleksey A. Ivanov
5013828049,4,Marjorie Beate Kreis
5076831729,1,Silvia Mara Davies
5083278598,1,Albert Krieling
5101772835,2,Duc Phuc Nguyen
5102060366,1,Н.В. Борисова
5050649523,2,O. Ya. Kutsiy
5044286406,1,S Shitsama
5016515397,1,智治 横大路
5063413320,2,Soni Jatmiko
5065761057,1,A Wood‐Zika
5100853613,1,Zhengxin Dong
5006252967,1,I. O Igwenyi
5086818674,4,A. M. SAHA
5034991567,1,Erkan Gunasan
5039046556,2,Paul R. Dana
5081467630,1,Ya‐lu Huang
5046198631,3,M. A. El‐Sawy
5001650984,1,B.D. Sellers
5001500324,1,Samson Wakoli
5021990293,2,Md Azad
5062593358,2,Kim M. Lapere
5024883549,1,Andrew Putnam
5058937923,1,R. Förster
5012704910,1,Taras Horbatiuk
5056543755,1,T. Satyendra Kumar
5009608252,1,O. Briand
5051091519,1,Ailin Rouzbahani
5047901904,4,Michal Sorf
5083342236,5,IM Yang
5031209903,1,藤巻 裕二
5054698527,1,M.W. Vasey
5047543522,1,محمد محمدی غانم
5051262408,2,Ting Yang
5082662743,2,E. Kuenszberg
5040312693,3,Quan Liao
5072487663,1,Einbruch der Dorer
5075613039,1,Isabelle. Monod‐Fontaine
5052728015,1,Н Є Скоробогатова
5077054624,1,Effendy Setyo Hirnoto
5018630191,1,Yin Zheng‐nan
5024568585,4,Michael F. Quinn
5059976289,1,Oswaldo Fuentes‐Campuzano
5074999933,1,鲜世中
5025681616,1,О.В. Тихомирова
5067492908,1,A. Cisneros
5061436495,1,Elizabeth Y. Perlmutter
5031942470,1,曹薇
5012212388,22,Anthireddy Sandeep Kumar
5102596597,1,Ziran Yuan
5019907761,1,Edouard Mandomobo Mapio
5027348790,1,M.J. Martín Mateos
5034627702,1,Erdiansyah Taher Tuweno
5041107396,1,岡野理次
5028046752,1,C Baylis
5021127412,4,W.F Wolkers
5023913775,2,Joao Carmo
5099432226,1,Mohamed A. Hendy
5015553686,3,A. Ramos
5062714680,1,محمد زابلی
5100630039,5,Liu Yanbin
5055458893,20,N. Semprini Cesari
5048410907,3,José M. Morales Cerdán
5035873151,1,Cannas Carla
5091088104,1,丹羽展男
5094653164,1,E Iihl‐Ln uppsala
5095821647,1,Kavita Suthar
5099778741,1,Linda Ann Jenkins
5080229013,1,Deena Culp
5060062900,2,Mauro C. Pequeño
5034549669,1,Areej H. Hilal
5027113133,1,Richard Crofts
5019724540,2,Valerie Verdoodt
5036887329,1,Shubham Vasant Gaidhani
5040879271,1,P.Y. Bansode
5021648321,1,Daniel Dreyhaupt
5036314226,1,Mattias Brand
5020845922,1,Adelia Broering Koerich
5038819747,1,W. Stępień
5087548151,5,Regina M. Longo
5088140141,1,Erik de Wit
5010257317,1,Betin Oleg I.
5056507181,1,岡本吉弘
5058233303,1,Etik Setiyaningsih
5037973512,2,Qiang Zhang
5070067562,1,P.F.M.M. Roelofs
5043018113,2,Cantu Roberto
5081074575,3,B Kirik
5070271320,2,Ayca Aytac Gulten
5004355141,1,H. Hadwiger
5008622044,1,Barbara C. Greenfeld
5083234007,1,Mohammad Amin Mesforoush
5049759233,1,范明远
5080977023,2,W.N.J.H.W Yussof
5030220313,1,SS Korsavi
5057346337,1,Rahul Deepankar
5092858633,1,Jenifer D.R. Otadoy‐Agustin
5057828048,1,Astri Wulandari R
5053949432,1,A G Prichodjko
5046277358,2,M A Mondal M
5021990043,2,Генадій Анатолійович Крутіков
5097054841,1,Kai Hötzer
5054089934,1,Kumar K Prasanna
5004312251,2,Andreas Wolf
5103719102,1,Wlfgang Fichtner
5043463572,3,M. Tigishvili
5105490231,1,Lee
5104175542,2,Steve Nicholls
5102269196,1,А А Савин
5002966163,1,K. Tabaa
5075246382,1,OMAR MANEJWALA
5078274800,1,Erika Braas
5013961573,6,T Gross Lugo
5086804827,1,Hansjürgen Dersin
5009049518,1,Adolf Kliszewicz
5038418339,1,C.J. Schmitges
5005373330,1,C. Brüggemann
5011971230,2,S. A Ganiyu
5102983853,4,Jingao Li
5024029955,1,Steven Zhongwu Li
5030066197,1,W W Sherrill
5080555519,1,M. A. Brand
5038837407,1,罗华林
5003394327,1,Murali Shankar
5101313197,1,Gaoxiang Zhou
5071807765,2,Keqiu Sun
5013215180,1,Inaê Nogueira Level
5068866739,1,Juncheng Zhao
5069685587,1,C. A. Divya
5100061454,1,Rosa M. Calcaterra
5035367122,1,眞壁郁
5096092417,1,Yoko Ono
5078348102,2,E.G. HILL
5018449601,2,Carole Wong
5042360535,2,V. Ken
5013560859,1,Maggie Ruppel
5006930714,2,Wanyu Li
5032064306,1,Sidney Damasceno Nobre
5017327708,3,S. Franks
5040435027,1,D Dabelea
5015129377,1,R. Kolczarek
5084452928,5,Licínio Moreira
5025470051,2,Suania Maria do Nascimento Sousa
5070074602,1,P Spira
5032087849,1,Hrvoje Habus
5082264157,2,J. S. Jean
5074511855,1,C. Brecher
5036599278,1,Namrata Khadke
5084035533,1,Arash Mahboob
5055453182,1,M. L. Freeman
5022149044,1,Pimchanok Paireepinas
5019213473,1,L.F. Rua‐Mojica
5024937171,1,Yorinobu Iwasawa
5004559309,1,Jennifer Pitt
5098459387,1,Quentin L. Willard
5061974614,1,Kaisa Sivenius
5075660591,1,Асадов Джамиль Ариф Оглы
5019434114,1,A. P. Nasatir
5066863956,1,Cesar Augusto Melo Rivera
5017013669,1,Serena Sposato
5078291061,2,Naiara Romero‐Sánchez
5018006931,1,Jaqueline Dysse Da Silva
5001832065,1,Hee‐Won Lee
5073397969,2,Briony Jean Supple
5039209818,1,J.H. Alexander
5084796770,1,Hào Nguyễn Anh
5052397340,1,Han Yin Lei
5007179689,1,Fai Fai Ho
5005682362,1,Veronika Bodnár
5050748700,3,Joanna M. Rutkowska
5072263337,1,S. Fujieda
5068367498,4,Lawrence Lightner
5037584960,1,Ömer Ata
5085737265,1,Ni’meh Alshami
5039233631,1,E. Stange
5001302571,1,Karl Otto Schlau
5042162868,1,J. A. Jereb
5056221156,1,Э. Т. Эрдэнэев
5017103355,1,H Prado
5100601968,4,Junhyuk Kwon
5069546502,1,Christopher Policelli
5034865907,6,R. S Hogg
5075348200,1,A FOURES
5030771548,3,W.H Kool
5010836706,1,S. Sarkar
5080527195,1,Yuttana Chanayat
5080758830,1,C.T. de Wit
5055690269,1,Ray Yung‐Chiou Lin
5015433512,1,潤 倉田
5055565971,1,Mohammed A. Mahmoud et al.
5056873611,1,S. Ichinose
5023497188,1,Arshdeep Singh Chahal
5018696969,25,David Arsenio Landinez Tellez
5029348679,1,佐々木建彦
5091504647,1,Daniel Tisak
5070775832,1,C.G Mota
5028234706,1,Wasei Miyazaki
5070358927,3,Fabiana C Carlino
5069914453,1,三四二 上田
5069379179,1,Victoria Uka
5022329055,1,Johan Huet
5088907062,1,Sum‐Ping Leung
5019547100,2,R.D. Green
5046279118,6,M. C. Gregor
5068290808,1,Wafa Ziad Al Marridi
5001927806,1,Cherkasova Ka
5051904574,1,Edwige P. Fodja Saah
5015010053,1,Ментишинов Алексей Игоревич
5042151296,1,H. G. Blount
5036195566,1,Nurul Widowati
5097927917,1,Natalia Swiatek
5047041097,1,Loyola e Silva
5009593607,3,Emily Fisher
5004717180,3,Ruizan Gori
5085024757,1,P. C. Chen
5068546551,1,Michael Lovas
5093611973,1,Manadda Jaruschaimongkol
5030731607,3,U. Mau
5061961859,20,K.G. Moons
5076534883,1,Patricia M. Strickland
5037096117,1,李清渊
5079778370,1,Eran Gat
5075167750,4,"L Moreno; Moreno Ruíz, Lilia"
5023028987,1,LI Chuan‐bing
5059979204,1,Joseph W. Dombrowsky
5049605911,1,J de Groote
5026265953,1,千章 貝瀬
5000816433,3,P. Brunquell
5076924500,1,Xiao Bi‐la
5063234436,2,Zalina binti Libasin
5085440727,1,عباس عبود
5083533558,2,Evangeline Y. Wong
5071021849,1,Guillermo Esteban‐Oliver
5022829069,1,R. Olejniczak
5088003646,1,M. Talseth
5053934248,1,Carlos Hernando Pacheco
5026120628,1,王亿乐
5101967848,1,A. Kumar
5058477107,2,Jocelyn Sérot'
5024950850,2,R. Rathikha
5046238523,2,E P Gilbride
5070009838,1,B Abrahao Sandra
5029611981,5,R J E Stewart
5003107448,1,R. Pili
5034586962,5,Colin Landon
5001604730,1,Soetjipto Dirdjopranoto
5098365516,1,M. J. Rolfes
5054253816,1,E. L. G.
5096262894,1,由利子 永井
5020674263,1,Morton Yu
5090513515,1,Mahesh Balike
5043189341,1,Weijie Hu
5046867584,2,Alan Sikes
5019472412,1,Nakamitsu Yutaka
5092447803,1,شڤان عبدالرحمن
5033849349,2,Dilara KAZANCI
5100536257,1,KP Santhosh Kumar
5038434855,1,Jy‐Ping Tang
5069656961,1,Rob Bousquet
5063605062,1,Paysan
5091799685,1,Herfinggi Ayu Windi Saputri
5035908233,1,Inès Baude
5091546606,1,K. Yarushyavichyus
5043731194,2,Eloise Arruda Dos Santos
5022677196,1,Jason Mill
5077276729,1,K.M. Conklin
5001944636,1,Johan Morén
5004433964,1,T Ekeze
5069188073,1,Emily Huggins
5092520885,1,Anthony John Rudd
5071618928,9,Leôncio Estumano Borges
5069169003,1,Krasucka Maja
5097745256,1,Rolf Juerss
5098205410,1,Sils‐Maria
5078455137,1,Cao‐le Li
5091859946,1,順一 柳
5026359300,1,Р.С. Остяк
5072156404,1,Louise Czosnek
5033314526,1,H.S. Abed
5002287126,1,白仲才
5061211619,1,Л.А. Лесникович
5066032709,4,C. O. Chardonnet
5084909078,1,H.‐Y. Zhan
5041667481,4,A. V. Russakova
5077928491,1,P.. Wang
5047765811,1,谢海云
5003113672,1,Anne M Barenberg
5058382147,27,Maria Ã. de B.C. Menezes
5010170099,1,Fabiola Eloisa Setim
5064138005,1,J. Liberska‐Luczak
5098205149,1,Киселева
5063032440,1,淳志 船川
5002208695,1,Zhixing Tang
5000495417,1,张小艺
5015818773,2,Jun‐ichi Tsujimoto
5063239452,1,Н М Хурматуллина
5064588869,1,李廷谦
5019277752,1,蒋春茂
5005348783,3,Chenglung Chen
5075973369,1,建治 細井
5004419734,1,Marnix Krikke
5064527444,1,Ivan Golovko
5057292357,6,J. Diez
5088975978,1,Alaa El Din H. Moustapha
5036338463,1,Khalid Tnaji
5076654475,1,J Pagan
5056000732,1,محدثه مظفری
5005199702,1,克司 井上
5046809246,1,Terry Alli
5086343099,1,L. N. Nazarian
5015856840,4,Олександр Капранов
5076126563,1,T Roesler Bernard
5027461979,1,Xiaoran Liu
5030438558,1,Yiming Zhao
5064038189,1,مهسا شهپرنیا
5089146820,1,Ichda Chayati
5021748685,1,Dina Kusumawati
5089757204,2,Cory Dunn
5033433044,3,Raymond Yang Gao
5099930653,1,鷲津 卓爾
5017134485,1,紫轩 石
5026268743,1,Karimah Jamal
5021429339,1,R. Janin
5100649198,2,Eun Kim
5011810718,2,WILLIAM CLYDE DEVANE
5063157086,1,Кирилл А. Кириллов
5090040453,7,Inés Ma Santos‐Dueñas
5002790995,1,L. Chiozza
5082732756,3,Hans Huber
5026355596,1,LI Xian‐a
5021059652,2,Richard Gebo Morris
5021127537,1,Carlos Gato Soldevilla
5057072034,6,J. P. Quesada
5068490786,1,Rüdiger Hewer
5057850401,1,Gómez González R
5003331136,1,Ksenzenko Bl
5069340779,1,Kaan Turker Akbaba
5052146687,6,E. Craparo
5058243167,1,李宝凡
5068548066,1,Thurnher Harald
5080490365,1,Rushikesh K. Patil
5024109363,1,Belvis Mompel J
5061589174,1,L.B. Liu
5029710441,1,R. V. Juvekar
5093356845,1,Alotaibi HF
5058909659,1,CRS Lira
5045093951,1,Robert C. Pink
5007087764,1,H. Li
5069717771,1,Natasha Khushalani
5041912664,1,Mahrukh Iqbal
5069364165,1,A Garrigues
5042506528,1,Astuto Kawagoe
5101588537,3,DU Ke‐bing
5017283310,1,Tina Norton
5037736183,1,Sakamaki Michika
5090922956,1,Sandra von Doetinchem de Rande
5002189563,1,L. M. Pinotilli
5083663714,1,Martin Musyimi
5068407427,1,R Corea
5048950470,1,Margrethe Høstgaard Bang Henriksen
5027281571,1,Arda Kilicdagi
5075403121,1,Mayang Elin Devi
5042935742,1,Silvani da Silva
5096672376,1,Ifla Libraries for Children
5101633379,2,Y. Hu
5017897597,1,A V Savchenko
5036195642,2,S. Okoński
5022689766,2,Will Nevin
5027080747,1,Maria Angeles Polvorosa
5071058261,1,Vivi Nurul Afidah
5069351444,7,Manoj Gopal
5097908961,1,Evan Rusadi
5024491152,1,WR COTTON
5100461443,1,Na Wang
5032540532,2,Y. R. Miao
5026990636,1,V. M. Kostenko
5045485918,1,Sandra L. Stricklin
5016786997,3,Deodatus Vincent Maliti
5048495940,1,Hugo De Groot
5009392926,2,Heather Guy
5094369636,1,Cómo Citar
5039022288,1,The Royal Bank of Canada
5046580729,2,Alyona A Nastulyavichus
5006487713,1,Lizeth Silvia Ojeda Farías
5085942765,2,Juan José Hidalgo Arroquia
5061413986,1,Maccauley Fj
5010060753,1,Maria Grazia Vivarelli
5046509036,1,P. Juan Alcides Cárdenas‐Tapia
5029471466,1,J. R. Katz
5073669460,2,Nathalie Cardinael
5014258045,1,Olanike Ogundumila
5037397661,15,J BOOMSMA
5045529386,1,Burcu Sandikcioğlu
5090962132,1,Bertha J Mostert
5046339848,1,RidlonRobert
5018995969,1,Eric H Mezler
5034664295,1,Wlj Vanputten
5042080624,1,Carlos Rayón
5027012204,2,P Denimal
5056440619,1,M. V. Prosser
5047799452,1,Xing Chen
5053237031,2,Zhou Yang
5018822184,1,L. Hellyer
5037882450,4,Kezban Aslan
5038616992,1,Lance T. Wilhelm
5039279582,4,M. Kamaraju T. Subhashini
5019597487,1,Privalova Liudmila
5001493815,3,Jennifer L. Gansert
5071664927,1,F. Bellifemmine
5071634784,3,Aykut Büker
5011634210,1,Chao‐Nan Li
5064892939,1,Lili Nurlaili
5076922628,1,Chen Su‐rong
5031025216,1,Joana Meirelles Garcia
5010683288,1,安昭 遠藤
5068551531,9,J. Sancho
5014478391,2,R. B. Thapa
5003572107,1,Hai Zhi‐ji
5024318614,1,Jakob Hubauer
5064256723,1,Etienne Birmelé
5059493085,2,Thomas Hunter
5004179414,1,Kenesbay Musaev
5028660991,1,Han Yujuan
5034675325,3,M.E. Pérez‐Martín
5060237072,1,Jesús Bozzo Fernández de Tirso
5077236252,1,Maggie M. Cascadden
5079296605,1,Chen Geng
5008079005,2,K. Wolk
5067590605,1,Xing‐Sheng
5062790507,2,Sitwat Hashmi
5103053849,1,Henrique Luiz Granato de Quadros do Nascimento
5051023736,1,Zhanpeng Jiang
5102661132,2,Hanaa Mohamed Ismail
5048739352,1,Sonia Garino
5009048904,1,A. D. Khmelinskaya
5031043803,11,Xiaofeng Chang
5024435635,1,ヨシエ 小副川
5007485484,1,Lei Jing‐guo
5026180605,2,W. Y. Li
5087999408,4,Limei Shan
5010421883,1,Marcelo Catala
5077068168,1,I.S Ulianovskaya
5039522940,1,麗 福地
5005952062,1,Mohammada Aprilianto
5007929010,1,Pierre Maon
5041746742,1,Yupanan Wutti‐In
5037425755,2,Diana Valencia
5046522028,1,E. Nowakowska‐Duawa
5081033699,3,Haneol Lee
5093510985,1,Joëlle Proust
5029434982,2,E. Thomas
5051092065,1,昭子 西吉
5032650114,4,Bergthor Jonsson
5089275409,2,L Aravagli
5045944091,2,Sulaiman Bin Sarabani
5021300076,1,J. J. Fontaine
5026838359,1,S Reid
5085272741,1,Lex Allen
5053956624,1,C. H. A. Ribeiro
5101453203,1,Zi‐Hao Song
5002727186,1,Paul William. Langston
5035351278,1,I. A. Severina
5017953771,3,Mariana Pedernera
5097154306,1,JOSEPH H. DAVIS
5000553285,2,Jenna Cavallin
5104929193,2,P. Baudoz
5060031551,2,Lucas Citro
5080877746,1,J.L. Bron
5050572985,1,Jadwiga Dyakowska
5042447615,1,Isaura García de la Cruz
5078282484,1,栗脇 淳一
5038557562,1,Dedy Nursyamsi
5100520267,1,Zhu Hong‐Yan
5075124076,2,Bertolino Jg
5016467910,1,Shu‐hang Chen
5102988948,3,Jingkun Liu
5052955764,1,Elena Casuso‐Sáenz
5037159505,1,Stefan Slamnoiu
5074747060,1,Resi Kiswanto
5010713271,1,W. Andrews
5055534286,1,NWORAH DC
5089007450,3,Luis F. da S. Rodrigues Filho
5103751408,2,Yoshihisa Sakai
5004426027,1,坂田 君子
5037020552,2,Y. Verma.
5090369387,1,Xaytmatov Ulug'bek Turazoda
5012974564,1,Pushpanjali kumari
5020058341,1,Elena Pujalte Méndez‐Leite
5074106885,1,P Peeples
5059674459,1,P. Gurusamy
5010014895,1,太郎 清谷
5037527358,1,A Mukai
5041857989,2,Abdoulaye Alio
5066123329,1,Hanxuan Ji
5002153106,1,Vishwajith K. Anuradha
5059259801,1,Bhuyan M.S.A.
5057291896,1,A De Boer
5031417832,2,Diedrik Menzel
5052891479,1,S. Lai
5022644485,1,Hilary Heilbron
5051002754,1,Margarita Görrissen
5025829718,1,Myriam Soignet
5023629660,2,Virginia Arriaga‐Avila
5018280126,1,R.W. Holland
5066272055,1,Vazquez Martinez A
5024353487,1,Gudmundur G. Gunnarsson
5100971510,1,Zhu Zhenan
5067129639,2,R Behl
5085913265,1,Raúl E. Pozner
5010143784,1,Renan C. Arêas
5075181706,1,陈家晃
5070923260,1,Zhou Fang
5086382204,5,Kohji Ogawa
5088881167,1,Chika Onu
5090695948,1,R. R. Hammond
5051168007,1,Belen Alavez
5052957408,1,В. П. Лисин
5086765618,1,Kenneth Bautista‐Calderon
5058336498,1,pKimberley BuytaertHoefenp
5058051805,2,Naineni Rohini
5050253634,2,H. D'Amour
5064992733,1,柳智貴
5087688632,1,JI Gui‐fang
5024404915,1,Yu‐Ra Kang
5041095365,2,Nadejda Ivanova
5054274907,1,Rajendra Grithlahrev
5016038394,2,Natalia Ribeiro de Sousa
5017849936,1,E Winkelmann
5003527845,1,Randall J. Lee
5036630636,1,俊介 池田
5024380351,12,D. Lin
5056281508,3,Laura Weins
5049210589,1,Jong‐Do PARK
5089396731,1,A Gotleib
5008355697,2,M. E. Pesantubbee
5049074161,1,О А Савицкий
5020611550,1,McKenzie Klee
5049157023,1,保典 赤塚
5070435734,1,G. Brando
5053740983,3,Kimberly T. Mitchell
5047663994,1,鲁诗锋
5099562361,1,樋口 弘志
5056559751,1,A Boguta
5082896536,1,光紀 中田
5010723572,1,M. Georgaki
5032423615,3,S Klein
5056679514,2,C. Pressler
5036387709,1,مثال عبد الله العزاوي
5020513111,1,内間恭武
5101029801,1,LuZhe Sun
5015205792,1,J.E. Stallmeyer
5018360444,1,Z. W. Chen
5069406987,1,V. V. Dekhar
5026490525,1,Gaston Gosselin
5015282873,1,Uldis Mitenbergs
5082657783,4,J. P. Launay
5020051637,2,Hong‐Ming Shieh
5102479515,2,Jack Williams
5087963465,1,M. Spierenburg
5102136588,1,Sung‐chan Jun
5046442855,1,N. O. Buhaiets
5057955213,1,Tiago Miguel Monteiro de Oliveira
5057137210,1,رياض دنش
5036538685,1,S.G. GAONKAR
5013753170,4,Sani De Carvalho Rutz Da Silva
5048232137,8,J. Lam
5021374473,1,N. Popovici
5096583163,1,康之 秋葉
5019490960,3,H. Ahne
5065873111,1,Alexa C. Orand
5062952318,3,Catherine J. Weinberger
5001201399,2,S. Tainmont
5018519041,1,Guadalupe Raquel
5104091465,1,Benoît Nicolas
5032207339,2,Matatiahu Gehatia
5032350610,1,Colov Hc
5004728696,1,Hans Hermann Hücking
5062708347,1,C. B. Caples
5012583814,1,R. Bona
5038329637,1,Audrius Taraškevičius
5095880594,1,Nayef Rashid Al‐Rashidi
5058073114,1,W. F. Xie
5019082099,1,泉 川口
5031530644,1,Taku Kageyama
5081846454,1,Yu. I. Timofeev
5059273115,1,Elizabeth H. Simpson
5042573144,2,John L. Bulloch
5022465895,1,Svenja Urban
5017941825,1,Rashad Al‐Absi
5012003717,1,J. Ardagh
5086500869,1,R Felix
5076279096,1,Verônica Cristina Grana
5085296197,2,A. Cortese
5008370313,1,F. C. Hageman
5042131080,4,M. Musílek
5101484617,1,Sourav Das
5075841855,1,В В Булычёв
5052759480,1,Hema Shiral
5038535013,1,Bonnie Ghosh Dastidar
5043071972,1,Iris E. Martínez‐Juárez.
5063191565,1,M. Mariño
5048784694,1,M. Billaudelle
5030700413,1,Iqnaul Umam Ashidiqi
5051820640,1,Lee A. Danisch
5030140433,2,Brigitte L. Ramos
5062139484,1,황휘동
5065340535,8,Lluís Gallart Gallego
5054671282,1,Molica Bisci Giovanni
5006464634,2,Clifford Tafangenyasha
5070136231,1,Л. М. Безверха
5005765619,2,Zhanna V. Garakh
5063879067,1,Georgy Patrin
5049866819,1,Barcelona Mascaro
5060684083,1,Arnaud Rondelet
5082925012,1,Olli Tapaninen
5076531616,1,Deborah M. Sipe
5034755993,4,S. Kumar
5085137442,1,刘印生
5025558340,1,Ashlyn Mason
5005817421,1,Robert Badillo
5010163012,1,한동우
5029878818,1,E Lazarits
5023292142,1,Eka Dwi Indrayati
5060742838,3,Haifeng Tan
5090985494,1,Ayla Düzen
5078402777,1,Pramod Mulbagal Rajanna
5015832242,1,辽宁大连 大连理工大学控制科学与工程学院
5007032020,1,禹政權
5097424773,1,Heinrich Schaller
5011583582,1,E.M. Gorid
5040279254,1,Nora Cook
5022630565,3,R. Zinbarg
5070263071,1,Barton Roessler
5085751103,1,浦田 輝夫
5087764980,1,McKenzie R. Jones
5032190882,1,Grece Novarizki
5096365670,1,Norin Erissandy
5061516610,1,H Sveško‐Visentin
5005316099,1,好美 相原
5043476672,1,Albert Prawira
5054524113,1,Audrey Chatelain
5048909803,1,M Ayoun
5054452168,1,Dennis John Lewcock
5063341634,1,宰 楠田
5068376027,2,Jon Pickering
5028760182,1,吴同刚
5073497047,1,Maria Kneetman
5046425930,1,Veronique Gow
5105544822,1,S. Nakayama
5071153966,4,S. W. White
5043440310,1,W. C. B.
5077390901,1,侯钊泉
5087387943,1,Rohit Mohite
5049800013,1,Daniela Radu Tirnoveanu
5086277393,1,Cruz Vázquez J
5083820917,2,Toyonori Oka
5087986070,1,Atlan Py
5073415696,1,G. Mussche
5088599537,2,M. Dao
5018347943,1,S A Mizsak
5083931754,1,Văn Phát Lê
5088176087,1,Young Ko Ji
5004980433,76,S. Bologna
5063876451,1,U.K. Dubey
5060717182,1,Nicholas Victor Secunda
5078913775,3,Cemil Calişkan
5014187779,2,Tetyana Lunyova
5090667415,1,Eunice Aikins‐Afful
5040976089,2,Cz. Bańkowski
5070558036,2,Tim Hawkey
5074864373,4,I. Meneses‐Morales
5097639637,1,Fábio Barros de Carvalho
5042291601,1,Yoji Imanishi
5081664469,1,Richard Clyde McCrae
5072643556,1,N. A. Remneva
5089911572,1,悦雄 重富
5044772284,1,川口 周利
5079566053,2,MA Yingyi
5051154608,1,Seongkon Ryu
5075832082,1,Heidi H Y Chan
5075328152,1,Michael Messer
5079967648,2,P. K.
5031952297,1,Janice Bowdery
5011450682,1,Katsuyama Shota
5097379081,1,Marie Henriette Alimen
5055413432,1,Sierra Kindley
5010908865,1,Zhu Lian‐yong
5052535063,2,Zhou Shi‐d
5048452739,1,L. E. Kamyshova
5092781561,1,Abigail Olawale Oluwa
5001962781,1,Davy Andrés
5003873066,1,Norine D. Cashman
5094697569,1,David Vine
5063992223,1,昭雄 山下
5018251689,1,Vanessa Knobloch
5029792663,1,SU Yuzh
5039632218,1,Marian Kawulok
5104075854,1,Ignacio Jiménez Torres
5037020010,1,Akram Bigdeli
5052961621,2,Shiqing Guo
5003641269,2,Suddhasatta Biswas
5074764240,1,J Berkova
5000947957,1,J. Flagg Kris
5010826046,1,万里子 児玉
5065617597,1,S.E. Leeman
5038232431,1,洋 宮島
5075039206,1,A. Werkowski
5077879518,1,Jiahui Ho
5081279757,2,D. Golino
