work_id,author_seq,country_seq,country_iso_alpha2_code
1982725371,2,1,JP
2133912300,5,1,US
3044499401,8,1,CN
2977123586,2,1,US
2903675621,1,1,DE
4396733117,6,1,RU
2009840004,2,2,US
2280371869,2,1,MX
2058931092,1,1,DE
2169031620,6,1,BE
2092803403,5,1,CN
3129734609,9,1,JP
3149054714,2,1,BR
4313477189,1,1,IN
4323362237,1,1,AU
2517381625,11,1,CN
2514640043,4,1,CN
1993154139,2,1,US
2034113642,1,1,MX
4312421316,2,1,AZ
2039724634,4,1,US
4293767648,8,1,CN
1971517501,9,1,DE
2469518653,10,1,US
2120698350,1,1,US
2896381756,13,1,KR
3087223038,5,1,ZA
2155292652,1,1,IN
4307715301,4,1,CN
6658943,5,1,CA
4392766142,1,1,DE
4393164338,5,1,GB
2120352931,1,1,IR
2066854899,1,1,NL
2080130009,3,1,CA
4389836830,4,1,US
2195408206,12,1,JP
2898974206,3,1,CL
4240393371,3,1,GB
2368867198,2,1,TW
2257826851,16,1,IT
1523694834,1,1,AR
2042052603,4,1,US
1140838712,2,1,DE
2050339945,1,1,US
3000927853,1,1,CN
2208415143,1,1,FR
4245721394,1,1,FI
2810414621,1,1,US
4391362203,1,1,CN
4321377734,2,1,ID
2904606094,6,1,JP
2047202152,1,1,NL
4322488976,8,1,FR
2595159416,1,1,US
1969221957,3,1,GB
2162015717,6,1,CN
4401634259,4,1,GB
2902832852,5,1,KR
3171933575,1,1,ID
1984280893,7,1,TW
4384460033,6,1,KR
3046764433,11,1,NL
3086141024,3,1,US
3124847283,2,1,GB
2749157202,7,1,ES
4246386401,2,1,US
2342851745,4,1,US
2801597109,1,1,JP
4385683530,9,1,US
2807983464,5,1,GB
1970642695,9,1,ES
4399718312,33,1,GB
2756030767,4,1,JP
3213533740,1,1,IT
1990205159,2,1,US
4394694464,1,1,RS
2103431236,1,1,CN
2142076449,2,1,US
2927052670,3,1,ID
3121179527,3,1,CN
2051547571,1,1,JP
4212767022,4,1,SG
2546794764,2,1,NZ
4392847906,6,1,US
2065003940,1,1,US
3124754323,2,1,US
4396901112,1,1,IT
4253162146,1,1,DE
1964650904,3,1,US
4391839418,5,1,FR
2102989276,3,1,CN
2610704721,7,1,CN
2948803882,9,1,GA
2415026463,12,1,CN
2787392792,2,1,FR
2075685610,1,2,GH
2089229940,1,1,GB
1893851430,1,1,CO
2604001886,2,1,TR
2898304883,7,1,US
4362737392,2,1,MY
3176855405,6,1,JP
2902305063,1,1,IN
4311945275,1,1,GB
2137154998,1,1,GB
3109709795,4,1,NG
2131085489,3,1,CA
4235871101,5,1,AU
2082297814,2,1,IN
2668397,1,1,US
2305531560,3,1,US
2005173363,7,1,FR
4399400558,1,1,NG
2080075846,2,1,US
2073641209,4,1,DE
1759480558,2,1,US
1977305771,1,1,CN
3011214157,17,1,US
2961493032,3,1,DK
3213038283,3,1,RU
2039778175,3,1,FR
2082299909,18,1,NL
4313477800,8,1,RU
2052448876,2,1,US
2006915551,5,1,SE
4288090008,2,1,FR
2339584256,1,1,GB
2481316803,1,1,GB
2811407249,6,1,DE
4232904678,2,1,US
2889741665,6,1,US
2020984729,2,1,CN
2140645546,5,1,KR
1998946177,1,1,AT
2393538114,1,1,CN
3093440838,1,1,RU
2136765342,3,1,DE
2074403407,2,1,US
4309242548,12,1,CN
2072692361,5,2,HK
2037774673,3,1,US
2106078461,409,1,BR
1902569941,3,1,CO
3106264068,10,1,AU
2115843422,7,1,US
69700606,1,1,US
2069435157,76,2,KR
2117957871,1,1,MY
2025951180,8,1,BE
2386126816,1,1,CN
2063611643,11,1,PL
4292264469,1,1,CN
2314671010,2,1,CN
1971487065,1,1,FR
2944180588,5,1,US
2023324319,2,1,US
2464573406,1,1,NL
2919357248,1303,1,CH
2537695015,5,1,US
2109231407,57,1,PL
2091040138,3,1,SE
4205504481,19,2,SS
2938130030,2,1,US
4283522318,3,1,CN
2743641166,2,1,KR
2070904348,1,1,KR
4293560101,4,1,SA
3203290217,1,1,AT
2032139695,2,1,DE
2349624199,1,1,CN
4311024775,1,1,CN
2395908915,4,1,US
2104491666,3,1,US
3004878025,5,1,KR
2093158625,2,1,GB
4309488447,3,1,KR
2031959431,6,1,IT
2025195149,1,1,US
2108328927,1,1,CN
1998103832,2,1,PT
4392504844,2,1,IN
1533185060,2,1,IR
3012236526,1505,1,US
4386980517,1,1,SA
4392542220,20,1,IT
2808396712,2,1,SA
4393139486,1,1,GB
2169616476,1,1,KR
3057135417,6,1,JP
2359595643,1,1,CN
2901346107,3,1,JP
2177797890,5,1,GB
2114052031,5,1,BR
3085000808,3,1,US
3091986565,1,1,GR
1966664603,1,1,CN
2499209201,1,1,US
3046337056,11,1,BD
3005497919,6,1,JP
4393228011,2,1,US
1948865892,4,1,JP
2062715137,2,1,US
1980755441,3,1,TR
2170828158,7,1,CN
2079245308,1,1,US
2017251007,1,1,GB
2943619952,1,1,IN
2303888109,5,1,NL
4248772996,1,1,US
2165779220,2,3,FR
2005686580,4,1,NZ
4385669032,3,1,TN
1993136215,5,1,HK
1997298915,1,1,US
2809403838,7,1,BR
1632062070,3,1,US
2161051822,3,1,KR
1545521774,3,1,GB
2466431955,10,1,CZ
4320305465,4,1,BR
2163530231,2,1,IN
2086165098,4,1,CN
2558859404,4,1,BR
3082517010,1,1,JP
4214825491,2,2,IT
4243154999,2,1,GB
2902940753,4,1,RU
3131419466,1,1,US
2943420221,7,1,CN
2806779805,8,1,CN
2971197156,6,1,AU
2152296659,2,1,GB
2021549050,1,1,US
4205380533,1,1,BD
2310827058,3,1,GB
2277243773,4,1,IN
1968861394,7,1,JP
2314798984,5,1,JP
2902835744,1,1,JO
1981164881,2,1,US
2765802214,3,1,AU
1550166680,3,1,JP
1485367170,1,1,US
3133951695,3,1,US
2917668788,3,1,NL
4238990467,1,1,PL
2980673940,1,1,IN
2304369885,8,1,GB
3196077463,7,1,IN
3183933475,3,1,HN
3116749698,2,1,DZ
1969211432,5,1,TW
4388708422,4,1,CN
2154771054,3,1,US
2209577156,1,1,JO
2952505894,8,1,CN
4393996423,2,1,CN
4318259401,1,1,US
4281562966,2,1,US
2513454910,1,1,KR
4385738205,1,1,CZ
2143500555,3,1,JP
2753725036,2,1,IN
2023890626,4,1,CA
3024713324,1,1,RU
2346314409,3,1,FR
4360994433,2,1,IN
3167886769,3,1,IN
2128663765,179,1,DE
2313427010,3,1,DE
2076010926,1,1,CN
2333855252,1,1,CN
2203862394,1,2,IE
1999626414,2,1,KR
4362606840,8,1,CN
2775245530,5,1,GB
2801975226,1,1,CN
2168978477,5,1,CN
4318561932,3,1,CN
2388091690,1,1,CN
1589432159,4,1,US
4392506572,10,1,CN
4390224379,1,1,AR
4394167083,8,2,US
3002732071,1,1,RU
2029149256,5,1,US
2118473535,3,1,NL
2117053191,3,1,AU
1996707536,3,2,SE
338323206,5,1,AU
2032489627,6,1,US
3089631394,1,1,US
2789674112,6,2,GB
2072014529,11,1,BE
4379535350,3,1,US
2899161287,5,1,CN
103559352,5,1,ES
2119432772,4,1,CA
4225716255,2,1,PL
1998991979,2,1,JP
4387316451,2,1,ID
2000070667,2,1,BR
2009777067,5,1,US
1976787718,1,1,US
2142221735,274,1,GB
2003125853,3,1,RU
2294461484,1,1,US
1561176595,1,1,US
2982865947,3,1,GY
3214574610,5,1,US
2994946084,2,1,US
1249439018,13,1,US
2960751570,5,1,BR
4244192236,11,1,US
4293216413,8,1,DK
2785256765,7,1,CN
4323339303,1,1,CN
2347744861,1,1,CN
2802336297,2,1,AT
4391996318,1,1,KR
4389747464,3,1,CH
4391751622,5,1,KR
4296482882,2,1,CN
2150503107,4,1,US
3092155751,3,1,TR
1993594837,1,1,US
2565295740,3,1,US
4385621907,15,3,GB
2016843423,1,1,US
2991164996,2,1,BR
1983092831,2,1,KR
2166038008,4,1,DE
3146082675,4,1,DE
1534205871,3,1,CA
2513156005,295,1,AU
2147558162,4,1,NL
3031477473,2,1,CN
2101970201,2,1,CA
2087868129,1,1,DE
4389231469,17,1,DE
2056620002,3,1,GR
4280583527,9,1,NL
3107171798,1,1,PL
2098380739,1,1,GB
2021128972,1,1,GB
2430749185,2,1,GB
1991513709,1,1,KR
2794700376,15,1,CN
4306407235,5,1,US
3015842758,4,1,ID
1993669540,2,1,CN
3046000771,1,1,CN
2128794071,5,1,NL
4307454912,3,1,CN
2946046069,2,1,BR
2054397481,1,1,DE
2043349397,4,1,UA
3201097848,3,1,IT
3010683865,1,1,CN
1599968595,1,1,CA
3134134632,1,2,VN
4366336915,1,1,PT
4290976985,3,1,US
2091383142,6,1,IT
4213449076,3,1,JP
2980469315,2,1,AR
4391970053,1,1,US
2807273946,1,1,ES
2556994892,6,1,IE
2804258912,1,1,BR
2010718850,3,1,NZ
4398201923,2,1,CN
2056988734,2,1,AU
2073956818,2,1,NL
2910354204,13,1,GB
234036208,3,1,US
1890792383,3,1,JP
3104990782,2,1,BR
2053639536,1,1,RS
3130442072,9,1,TW
3108533935,1,1,BR
2084265795,3,1,US
204936340,1,1,US
1838098647,2,1,IT
1538511927,2,2,US
2061413260,4,1,JP
4254333748,1,1,US
2580779009,2,1,US
4385734516,2,1,TH
2744544483,2,1,DE
3205761503,4,1,IE
2144556276,2,1,MX
4234606427,1,1,CN
2033377655,1,1,US
2166549506,1,1,ES
4380049672,4,1,IN
2918455029,7,1,US
2894425627,3,1,IN
2059651070,2,1,CN
4318833977,6,1,IT
2553477849,3,1,GB
2113608302,2,1,SG
2954338208,3,1,NL
2097245058,9,1,AR
4294679193,2,1,CN
2118320292,3,1,NL
3029081924,2,1,CN
4319842017,3,1,IN
2796210941,2,1,US
2048114638,3,1,SK
3150489143,9,1,US
2144318246,1,1,US
4387398737,2,2,SI
4292560500,7,1,CN
1022516872,1,1,PL
4313477390,5,1,CN
4386973398,1,1,BR
4401426802,3,1,CN
3180711107,103,2,IT
2178697278,23,1,CA
1831021103,3,1,US
2041395788,3,1,JP
3134588901,3,1,CN
2969659959,7,1,CN
2199340307,1,1,US
1990207162,1,1,MY
4226398544,1,1,IN
4393980337,1,1,DE
4386584468,28,4,SE
4308419587,2,1,SA
4398934995,3,1,GB
2092486133,1,1,GB
2070046136,4,1,JP
3002184297,3,1,ZA
4399790181,1,1,IN
2800126708,5,1,PH
3087423158,2,1,CA
3008861312,1,1,CN
2072487076,8,1,SE
2131162670,2,1,FR
4288004501,8,1,BR
2019325256,3,1,CN
2976791731,8,1,GB
4248547585,2,1,CN
2324109465,6,1,FR
3000583943,6,1,NL
2168286119,1,1,US
4229371494,4,1,BR
4366162801,6,1,US
2793175692,3,1,CA
2116965860,5,1,US
4389711633,1,1,US
432784275,2,1,KR
2771594196,1,1,US
4368363053,2,1,SK
1514463684,2,1,JP
4399671832,7,1,CN
3023969296,1,1,BD
2783529364,2,1,JP
4394931995,4,1,CN
3165260316,12,1,BR
4311703335,7,1,DE
2064258212,2,1,AU
2578740500,2,1,BR
3016090240,13,1,IL
4200177770,2,1,CN
2538770465,1599,1,US
999812201,3,1,US
4393663400,2,1,AU
2946366146,2,1,TR
2133866209,1,2,DE
4231206756,23,2,FR
2998414670,2,1,KR
2940119666,5,1,CN
2079060231,1,1,US
2069382052,1,1,US
2410428507,2,1,CA
656547694,2,1,DE
2913683268,8,1,US
4237742156,2,2,KE
4302317469,1,1,US
2102259310,1,1,GB
3092376717,3,1,US
4252634367,4,1,US
2092161632,7,1,CN
2793690994,2,1,US
4399627884,592,1,IT
2002416686,2,1,TW
2105201391,3,1,SG
4220977077,6,1,CN
2910581332,1,1,MX
4226017600,7,1,KR
4383872837,2,1,CN
2766808899,10,2,NL
2912923933,10,1,UG
2102548823,1,1,RO
4285412947,3,1,AU
1997121039,5,1,FR
2163740121,1,1,LI
2940061687,3,1,TN
2744608496,6,1,BE
3033337200,31,1,US
2748391666,2,1,US
3014650213,7,1,CN
4388000125,5,1,US
2264707310,3,1,JP
2151267572,3,1,US
4393126937,3,1,IN
4396748954,5,1,CN
2404699460,1,1,US
2528388226,2,1,CN
1969762495,2,1,PT
2098052604,30,1,PL
3174635990,7,1,IR
4378377652,1,1,CN
2395088586,3,1,US
2340991227,2,1,RU
2319702896,1,1,US
2413781275,1,1,FR
2159070757,6,1,ES
3203518711,2,1,KR
2026114502,1,1,IL
2000406489,2,1,AU
1996127174,2,1,US
1964242754,1,1,US
2056804936,1,1,US
4221007991,1,1,CO
4220802336,7,1,CN
2392423551,1,1,CN
3031310204,5,1,DE
2490856365,3,1,US
1695230338,4,1,IT
4232859749,3,1,FR
2950838241,2,1,ES
90466444,1,1,US
1998210800,1,1,FR
4312982128,1,1,TG
2003199637,6,1,US
2087764110,1,1,UG
3133676062,5,1,IT
2166496184,6,1,CN
2022780283,2,1,US
1566859083,2,1,BE
2168005510,3,1,US
3173980424,1,1,IR
2548752561,8,1,JP
146171703,2,1,CZ
2030354333,1,1,CN
3200407430,9,1,CA
2099149002,8,1,CN
2538847074,2,1,CN
1967218720,2,1,CN
2153903806,1,1,DE
2022670467,2,2,US
4230309494,6,1,US
2963739438,4,2,CH
4247286944,3,1,GB
2091207285,1,1,IL
2627424230,1,1,JP
1995414682,1,1,KR
2321971601,1,1,US
2588278737,6,1,RO
2128586235,1,1,US
3164413242,14,1,AU
3170031118,1,1,IR
2158287412,1,1,US
2067865641,11,1,JP
2901444448,3,1,AT
2064262127,7,1,CN
2125693660,2,1,IT
2738081208,5,1,US
4294203389,4,1,GR
2164358599,8,1,DE
3092087605,14,1,US
2994682404,8,1,CN
2785433545,3,1,JP
4285155012,2,1,US
2506835292,1,1,US
2939351774,4,1,BR
4295812870,2,1,CN
1993110119,3,1,GB
3017490426,2,2,HK
4385812964,2000,1,IT
2049527244,4,1,MX
2400938089,2,1,IT
184918619,3,1,CA
4390651456,4,1,BR
2887576720,1,1,CA
4391610705,2,1,DE
4396577386,2,1,CN
3216742893,2,1,RU
1977311544,2,1,US
4385551082,2378,1,FR
3097462584,1,1,IT
2104174992,1,1,IT
1914365750,1,1,ZA
4294619565,4,1,TH
4300643071,1,1,TR
4399995488,9,1,CN
3024591463,1,1,US
2968117641,1,1,DE
2734605936,39,1,DE
3011272917,1,1,IN
2388179513,1,1,CN
2057976534,1,1,MX
2533363964,3,1,DE
2620381860,8,1,AU
2566310653,5,1,JP
1967887595,1,1,GB
2028318504,3,1,KR
2794029869,15,1,CH
294601224,1,1,US
2891542466,6,1,GB
2749983773,1,1,BR
4394044252,6,1,CH
2982382258,1,1,ID
2795884351,11,1,SG
3132992184,4,1,DE
272677642,3,1,US
4401315002,2,1,TR
2368321981,1,1,CN
2000401715,5,1,TW
1969006702,2,1,FR
4390248927,11,1,US
4312221944,4,1,CN
3124096981,4,1,US
2086679005,1,1,US
2040230901,2,1,GB
2115160964,3,1,JP
2990704829,3,1,JP
2140069069,2,1,CN
2162177650,4,1,US
4390057176,17,1,GB
2699332786,5,1,CN
4320855862,6,1,GB
2089609899,4,1,GB
4389646465,5,1,US
2410996292,2,1,US
2611658554,2,1,IR
2009148885,3,1,ES
2791424780,2,1,US
1897147442,4,1,HU
2138710544,1,1,ES
2508399283,2,1,TN
4229507453,1,1,US
4362723843,1,1,CN
2095003652,11,2,US
2054407064,1,1,SE
2111722498,2,1,CA
3016474457,1,1,TR
1992701661,1,1,CN
4390654232,1,1,JP
4224213234,2,1,CN
1855393183,8,1,ES
2080974565,2,1,DE
2042066316,1,1,IN
2519316327,12,1,US
125853180,2,1,IT
2321055856,2,1,AU
1969908173,3,1,US
4253558496,2,1,US
2137326949,5,1,KR
2800640121,1,1,US
2090286900,1,1,US
4321261057,6,1,CN
2265537663,2,1,MY
4297929128,1,1,FR
4400807212,3,1,CN
26540723,1,1,US
1995948480,2,1,DK
1601448573,3,1,JP
2991328729,2,1,PL
2130595561,46,1,BE
2080683580,1,1,US
2105738882,964,1,RU
2036537169,3,1,TW
2298582657,206,1,SE
2990771302,2,1,NL
2535125825,8,1,VG
1953632907,5,1,US
3101662349,4,1,US
3020955391,3,1,FR
2991571581,1,2,GB
2112758539,2,1,US
4394381521,15,1,FR
2949495058,5,1,JP
4286432783,4,1,CN
1963164641,4,1,CN
2955902355,2,1,CA
3100865378,1,1,FI
1979470830,1,1,US
2049932630,3,1,JP
2093287235,4,1,LT
2784642846,204,1,US
2996719447,4,1,GB
2338761810,1,1,CN
2187069076,13,1,JP
2064911130,11,1,CN
3204045383,1,1,ID
4396525381,2,1,TR
4246120146,2,1,FR
4387342988,1,1,CN
2074389043,4,1,CN
1517918609,2,1,UY
4393191538,4,1,US
2331706535,3,1,IT
1911062787,3,1,ES
2029625591,5,1,RU
2148348339,1,1,ES
2059136391,4,1,CZ
2057202146,4,1,HK
2105916123,7,1,GB
2773955515,3,1,UA
1530001504,2,1,FR
1992208566,2,1,CN
2031035139,5,1,GB
2072425901,1,1,SG
2063693317,2,2,US
2969533534,2,1,ID
1994863909,1,1,AU
4387625845,5,1,DK
3211986857,1,1,US
2911359702,2,1,CA
4401507854,2,1,US
2138964013,8,1,KR
4385751548,1,1,ID
2029110836,3,1,CN
2009569945,31,1,CN
4393308522,2,1,SG
4309631601,10,1,CN
2319856552,8,1,GB
4304196310,8,1,US
4237477171,1,1,GB
3127367232,1,1,US
2005176618,4,1,IT
4388566782,6,1,CZ
2906482741,1,1,ID
2029055413,1,1,IT
4384341623,2,1,EG
4366965033,2,1,EG
2315195058,3,1,MY
4394822262,9,1,CN
2327092820,1,1,JP
2027975949,1,1,GB
2140791297,505,1,DE
2520630630,4,1,IT
3138548108,8,1,US
2146463795,1,1,US
2891307472,7,1,CN
2097734273,3,1,NL
4386019281,1,1,PL
3181911977,4,1,FI
4283166024,1,1,CN
2145465454,5,1,NL
3162278864,1,1,DE
2754241233,2,1,CA
2919636248,8,1,US
4241949164,5,1,IT
1982603757,1,1,US
2999001516,18,1,FI
4361216159,6,1,CN
4310466269,7,1,IR
2254297765,1,1,CN
1974266360,5,1,DK
2890313430,7,1,JP
2016012285,2,1,RU
2411045780,6,1,BR
4238275443,1,1,US
4399446807,4,1,CN
2597912348,4,1,CN
2141635848,1,1,IL
2029429975,4,1,US
4398169136,7,1,DE
2794347361,3,1,IN
4387348962,2,1,GB
2074983973,2,1,US
4387430508,62,1,US
3124567417,1,1,ID
3119912984,15,1,US
2093064298,10,1,US
2896736726,6,1,US
4295279381,6,1,NL
4316041098,10,1,CN
2951137800,4,1,IR
4376618070,7,1,GB
2579043414,2,1,DE
2073333505,2,1,JP
2165794427,13,3,PL
1965058192,1,1,TW
1977698737,1,1,GB
3080708178,1,1,BE
2132535084,3,1,US
4391834483,17,1,US
4232073112,3,1,US
2193878519,1,1,VE
4398369794,1,1,GB
2965076795,3,1,GB
1976163140,2,1,US
3108062021,6,1,US
4293052828,3,1,CN
2030643188,2,1,BE
2142661533,1,1,US
3212167686,1,1,US
2029420016,3,1,DE
3108887628,1,1,GB
4292403492,1,1,GB
4386969563,187,1,CZ
2070588724,2,1,CA
2591043340,4,1,JP
4384134102,10,2,SE
2033463970,1,1,TW
1564022883,1,1,IN
2037420921,6,1,KR
2336184964,3,1,IL
2153707373,2,1,SA
2513450272,3,1,IR
2899904686,3,1,BE
2039999298,2,1,DE
2066765912,2,1,DE
2385878997,1,1,CN
1811992733,3,1,FI
2799496623,4,1,BR
2433872752,5,1,PK
2053043594,3,1,JP
3086045148,5,1,CA
2257744263,2,1,DE
1624182792,1,1,US
4283661355,1,1,CN
2910966788,2,1,CN
1992068465,1,1,US
4248643096,4,1,US
4393995423,10,2,US
2007909461,1,1,CA
2342680266,1489,1,PL
4283278475,1,1,CN
4238050883,3,1,US
2767976154,2,1,BR
2004133681,2,1,BD
2796284161,2,1,TR
2557635790,4,1,US
4206256935,1,1,GB
4390714712,2,1,PH
2946696485,1,1,BR
2918009264,1,1,IN
2149880031,1,1,CA
2042802109,1,1,IN
4390874950,3,1,BR
215466892,1,1,GB
4389850119,5,1,CN
2312971723,3,1,US
2035453403,3,1,IT
1974882218,1,1,NZ
2606260365,2,1,JP
2771212438,10,1,CN
2049794901,1,1,IN
2061968734,4,1,CH
4306652907,1,1,SE
3024273950,1,1,CN
1565890095,2,1,IT
2081950927,2,2,US
4390749519,1,1,CA
2037034388,1,1,GR
3167571351,15,1,FR
1987588395,1,1,IR
1966417204,2,1,GB
2108552407,4,1,JP
1986982237,2,1,ES
4247245690,4,1,JP
2002543578,6,1,AT
2324262270,2,1,US
2333394138,1,1,US
2134961374,1,1,DE
4388124483,2,1,DE
2044765291,2,1,US
1547952972,2,1,IT
1138425678,1,1,SI
3158494524,7,1,GQ
3090693822,3,1,CN
2273040621,6,1,KR
2982334005,1,1,DE
4386587328,1,1,GH
1850315018,1,1,GB
2057911468,6,1,US
2915797366,2,1,MX
2071864430,1,1,US
2470389229,1,1,US
4317951544,8,1,CN
1007282079,1,1,CN
3202884060,4,1,KR
2023517683,4,1,DE
2965246432,1,3,US
4240046238,1,1,TR
3133082878,3,1,TW
354893013,2,1,AU
2051172943,2,1,GB
2037435943,1,1,CN
1971892403,4,1,US
2570785609,5,1,IT
2697192016,2,1,DE
3116652335,1,1,PL
1989449105,8,1,DK
1979514504,3,1,IN
1968469815,4,1,CN
2056039699,3,1,IT
3204860096,8,1,FR
1965066138,3,1,FR
4393930426,5,1,AE
4220665573,2,1,FR
4306696543,8,1,CN
4399984672,4,1,US
4392149446,1,1,FR
2558877953,2,1,RS
4385973708,19,1,US
3042642801,2,1,CN
2022364462,6,1,TR
2330222600,4,1,NL
4235705968,9,1,US
3199413501,2,1,AT
3004392609,1,1,US
4309462554,1,1,ES
2529830450,2,1,FR
1993122371,1,1,SE
1997190969,2,1,US
2298853114,6,1,GB
2285105778,2,1,ES
4308080873,8,1,CN
2514058282,10,1,JP
2102248520,1,1,KR
4401769812,2,1,ID
3107604685,7,1,ES
1969752869,18,1,IT
3209220348,2,1,VN
3195861904,4,1,MY
2151085629,1,1,CN
2982175009,8,1,US
2605538216,1,1,US
2162386525,5,1,KR
2094354996,5,1,US
2799945819,1,1,NG
3102381167,3,1,GB
4389990731,5,1,CN
4392514524,6,1,ID
2051772297,3,1,IN
2240246513,3,1,JP
2111209787,7,1,AU
3196261094,5,1,CN
4385212911,18,1,KR
4388662678,3,1,CN
3184016580,2,1,RU
2904552158,1,1,US
2617049712,7,1,DE
2114431168,5,1,DK
2049446905,2,1,DE
2085245562,2,1,ES
2084660775,2,1,GB
2788527718,5,1,FR
2754780182,9,1,DE
2891980100,2,1,TH
2155747966,3,1,IR
2013781739,2,1,CN
2751502303,3,1,IT
109711853,2,1,DK
4241299577,28,2,IN
4251235959,2,1,JP
3158189091,4,1,GB
2103398441,3,1,CA
4239415321,3,1,DE
4396540013,4,1,BR
2964853533,1,1,JO
2005942762,7,1,US
4389743745,4,1,US
2899575034,5,1,NL
2548560162,2,1,DE
2899516255,4,1,CN
2770586211,8,1,DK
4392025723,2,1,PL
2065913540,7,1,US
1171239182,2,1,ZA
4255047959,3,1,BE
2155613555,1,1,TW
2418681254,4,1,DE
2758506516,16,1,JP
4313448657,5,1,IT
3193576832,2,1,IN
4401079440,1,1,US
1493602208,2,1,DE
2102251368,1,1,ES
2491824500,1,1,IT
4307727415,2,1,CH
1990542069,1,1,US
2334503344,2,1,JP
1949832274,2,1,HK
2053397417,4,1,GB
3039276674,4,1,DE
1513497564,2,1,IL
2789372449,6,1,PL
4320715003,7,1,IR
4220712510,6,1,CN
2085081883,3,1,US
3211159868,8,1,CN
2958778873,5,1,IR
2951798556,4,1,US
2886321082,1,1,CN
1979767568,2,1,IT
4244623256,4,1,JP
2166177003,3,1,JP
2124278371,8,1,US
4310924743,3,1,CN
1990887523,1,1,CN
2087641517,4,1,RU
2015900882,2,1,US
2911180346,3,1,RO
4254684057,3,1,DE
4221125559,5,1,US
1861305849,4,1,GB
2153845790,2,1,US
3205850069,2,1,IR
2005546008,5,1,CN
2100571387,1,1,SG
1996161791,1,1,US
2806038341,3,1,US
2796177058,6,1,CZ
4309025511,2,1,KZ
4206240266,3,6,NZ
3031017328,2,1,GB
3208061430,4,1,KR
4248508517,3,1,DE
2518089766,1,1,AR
1589898404,7,1,ES
1973612922,6,1,JP
3171968732,5,1,DE
4328020155,6,1,ID
2996741294,2,1,CN
2114692275,2,1,AU
2141142927,2,1,US
4399391851,4,1,CN
2081227300,2,1,IT
1997163095,1,1,DK
4366390306,13,1,CA
3005256121,2,1,CN
4393343185,1,1,ID
2139161332,1,1,US
125889388,4,1,GB
2121749187,2,1,CA
2983024856,2,1,VN
2244274740,14,1,BR
2901183439,6,1,US
4312156965,8,1,HK
3205661582,2,1,US
