institution_id,associated_institution_seq,associated_institution_id,institution_relationship_type_id
187986737,8,4210149539,1
102475099,1,4210148061,1
872248612,6,177881444,1
4210104857,1,4210158282,1
522815984,4,4210130440,4
4210137409,42,4210157408,1
88453119,1,4210125105,3
4210124208,1,1340206300,3
4210138160,3,4210098223,1
2799637951,1,1289702989,3
1319181961,3,2801704829,1
68947357,14,4210096046,1
4210097914,1,103187081,3
4210123665,1,1280568170,3
4210164115,1,4210136779,3
2800215515,1,1283990227,3
4210128271,1,8033065,4
1331384533,8,2802841168,4
4210102856,1,2948728702,3
4210091713,1,4210160489,3
177877127,5,2802220196,4
1315141215,1,4210163045,3
68260882,5,38055623,1
126824641,1,70928359,4
4210116418,4,4210117055,1
2252096349,4,4210094759,1
150729083,1,4210136843,4
36344538,2,4210128417,1
1307531058,1,2802266942,3
2802216821,1,4210140015,1
4210155807,1,4210139293,3
2800114425,1,180670191,4
4210133909,1,150468666,3
4210127346,1,4210099042,3
172982924,2,2802539864,4
4210113844,1,149851306,3
7618884,1,4210158910,1
4210149995,1,4210130709,1
4210137471,1,4210141574,1
4210141150,1,4210150881,3
4210088529,1,4210131573,4
2799356940,2,115194318,1
134560555,11,4210110935,1
15057530,32,4210149676,1
164928964,1,4210111620,1
4210145551,7,4210143108,1
37461747,1,4210159968,1
4210156361,2,106785703,3
4210137409,19,4210165499,1
4210098630,1,87445476,4
2800186071,1,4210155779,1
145872427,2,4210126394,4
4210091246,1,507952983,4
4210087962,1,1299303238,3
4210155236,79,4210091292,1
142762351,2,248769658,1
4210118234,3,198415970,3
32597200,3,4210139803,1
52099693,1,4210143641,1
4210093925,1,4210088668,3
4210093707,1,4210122704,3
4210153067,1,4210150872,3
4210148470,19,4210097417,4
179420787,79,17539415,1
21449664,1,1340206300,3
129302853,1,118019719,3
4210116497,2,39063666,3
4210128224,8,4210164708,1
2802646605,12,2802954227,1
4210122016,1,1299528221,3
4210094889,18,4210140558,1
1289024836,1,4210119304,1
2801022843,1,4210115301,3
99484792,11,4210159260,1
2799974947,2,55769427,4
1302444339,12,4210112933,1
2800570007,1,183067930,4
4210088192,1,4210114941,1
2802808109,2,126231945,4
4210101031,1,4210159722,1
4210089584,1,19820366,3
2802697821,1,2799853436,3
887064364,2,4210109446,1
2801702165,1,1327163397,3
92039331,1,4210094263,4
55302922,4,2802938629,4
4210089124,2,4210098836,3
4210116691,3,241749,3
17170469,4,4210130901,1
115592961,2,4210110396,4
4210125823,1,4210104297,1
201324441,2,4210105174,1
4210087910,1,207624831,3
4210109720,9,4210152465,1
188626449,18,4210156974,1
4210153173,2,100532134,3
1323485962,1,1312264882,3
1320320070,1,1318287680,1
4210128300,49,4210095810,1
4210088555,6,4210159216,1
165476936,1,4210135520,1
4210133341,9,4210124826,1
4210118390,1,3146092004,3
4210150176,4,4210093210,1
4210163714,5,4210100064,1
2802096936,1,4210142032,1
2801594968,1,171003132,4
1343871089,2,4210132808,1
4210141737,1,1327359573,3
4210150638,2,4210123595,3
4210096113,1,4210112537,1
4210091279,2,4210154255,1
134820265,72,4210104992,1
2802646605,13,2920084377,1
193427800,4,4210087370,1
3132562144,2,114203471,3
2990368646,1,2802232723,3
1308126019,32,4210098881,1
4210123774,4,121934306,4
3018134672,1,4210151965,1
86755215,2,2801039139,1
4210162073,1,95023434,4
4210160916,1,4210165301,1
4210133394,1,4210147340,3
4210142724,1,4210129108,1
4210160910,1,4210146121,1
150468666,6,4210146983,4
4210126224,1,876513972,3
149899117,17,4210112925,1
208446575,1,4210157149,1
2801859090,1,2800602287,3
4210108488,1,4210137396,1
4210124468,2,4210107824,1
4210097885,1,4210154888,3
4210134627,1,98677209,3
1283473643,2,4210145184,1
4210098748,4,4210148816,1
4210149313,1,4210091812,3
4210132540,5,4210159634,1
110525433,14,4210125694,1
2802283560,1,4210161186,3
37553959,2,4210104533,1
286135121,3,4210110617,1
4210147887,1,200296433,4
4210152391,1,2799572201,3
4210089302,1,4210145551,3
4210158999,1,91807558,4
1306287861,3,4210140025,1
4210107105,2,201324441,3
4210112995,1,4210114254,1
4210115317,1,4210092354,1
4210088668,79,4210143235,1
158447531,2,4210146414,1
4210165405,1,1343052199,3
4210145073,1,99064381,3
4210158519,1,4210154378,3
1304132090,1,4210143797,3
4210148749,1,51158804,3
4210159574,1,4210088454,1
4210102686,1,4210141950,3
7597260,8,4210117195,1
4210142642,1,4210124601,3
1283582996,19,4210118192,1
4210151419,9,1284465020,1
4210153126,18,4210126460,1
4210127493,1,33117478,1
195731000,5,4210129617,1
4210096333,13,4210143713,1
4210120810,13,3018098410,1
134820265,70,4210145912,1
4210113061,1,4210146098,3
4210094712,2,87048295,3
4210112164,2,4092182,4
4210104533,2,4210154111,3
4210146462,1,4210088668,3
2802246446,1,4210108070,3
200719446,3,901861585,4
4210124779,29,4210136747,1
916559398,2,4210114084,4
2738703131,3,4210097138,1
4210115888,1,887702905,3
52099693,4,1305919966,4
152304114,1,78577930,3
4210090532,1,4210095212,3
1327163397,4,1333636663,1
79576946,6,2800191209,4
193170854,3,4210107823,1
4210104963,2,88814501,3
4777552,4,208333798,1
4210090969,1,2801702922,3
2803075048,1,103187081,3
4210119772,2,45129253,4
4210115082,1,4210099160,1
4210152596,1,4210137409,3
2803006953,1,185020906,1
4210103430,2,4210167201,1
4210123452,5,4210086970,1
4210096308,1,4210155236,3
4210114435,3,874609350,3
4210088964,2,195731000,3
4210156174,1,4210111146,3
1316690553,1,1308126019,3
4210143126,1,4210097043,1
84884186,9,2800516725,4
1331384533,3,4210165886,1
4210159271,2,63966007,3
4210125392,2,88060688,3
4210112832,2,4210166444,3
90267481,2,4210120671,1
36169673,1,4210144788,1
4210148470,15,4210154033,1
50441567,2,4210116941,1
2802091096,2,36258959,4
4210097332,6,190861549,3
84653119,24,4210086453,1
4210089966,1,4210116687,1
4210096116,1,45292742,3
4210157042,1,4210095782,3
180670191,8,1295908608,4
2800903681,1,4210146983,3
4210100411,1,4210121323,3
2800258182,1,2802828768,3
51101395,16,4210155680,1
4210130184,1,2801333002,3
4210137013,1,154903789,3
2799809996,1,75421653,4
2803020140,1,4210151332,3
4210129780,1,179420787,3
100532134,27,4210150028,1
65806277,3,4210132523,1
4210088322,1,4210091621,3
20231570,5,2802957242,4
1291072267,1,99939339,1
4210100064,1,4210163714,3
4210151747,2,4210112379,1
4210107443,1,1317227900,3
4210086519,7,87816474,1
4210163208,1,4210146771,3
927355774,1,2802998804,3
4210118072,2,169108374,3
1282070171,1,1308126019,3
2802236040,2,888729015,1
4210117042,17,4210161263,1
4028839,1,20791572,4
61822063,1,4210164476,1
4210163254,1,4210124779,3
84653119,18,4210150104,1
4210166684,1,2799452589,3
4210129800,1,4210164537,3
91045830,7,4210116927,4
1325886976,11,105695857,1
4210101795,1,152238500,4
4210085925,1,2738703131,3
277688954,8,4210151175,1
188538660,12,1288162130,4
1301076528,1,4210110459,1
166337079,6,4210102809,4
4210112849,1,11947397,3
4210138501,29,4210104008,1
4210138076,1,55769427,4
4210119409,1,1340206300,3
2799886695,11,4210117703,1
60638368,4,4210166171,1
91656880,5,2800370534,4
2799945731,1,4210123252,1
4210100004,1,312843336,3
4210096782,1,4210143826,3
4210158181,1,4210108049,3
149899117,71,4210110240,1
4210107660,1,4210097085,3
2803026726,2,4210148268,4
4210103155,6,12449238,3
2802696403,1,4210151372,4
4210127795,1,40677808,4
4210113668,7,2738703131,3
4210101212,1,3018718406,3
127128434,1,4210117619,3
4210086115,2,1294671590,3
4210113282,1,1323638106,3
2800262456,1,4210116427,1
1327163397,23,4210151139,1
1294671590,30,4210164266,1
4210150854,125,4210117044,1
4210112946,2,4210130449,1
4210116194,1,2803048252,1
179420787,65,4210130815,1
4210166640,1,2802109268,3
4210161070,1,4210102018,3
4210098389,2,4210127390,3
4210162071,1,4210118434,3
4210112228,5,4210089372,1
4210095849,64,4210141222,1
83519826,9,4210119987,4
4210154167,1,4210104049,3
168635309,3,2802127220,4
2801367772,1,889458895,4
4210128300,43,4210092492,1
106785703,12,4210141222,1
1282883388,1,4210102018,1
4210164537,8,4210111923,1
4210106353,1,139290212,3
4210118893,1,2800212840,1
1313323035,43,4210089598,1
4210157512,1,4210100891,3
4210092443,1,2801047287,3
4210155686,1,4210122707,1
4210120813,4,194210350,3
205783295,14,4210132207,4
4210102460,1,4210144267,3
2802921333,1,1334287468,3
4210094820,1,154526488,3
885143765,11,4210161408,1
205092303,1,4210091150,1
185443292,8,4210135927,4
4210143641,1,63634437,3
4210132540,2,4210148146,1
4210130299,1,4210161623,3
4210092270,1,4210111818,4
4210131264,2,4210113730,3
2800387288,8,4210124484,1
4210166576,1,76130692,4
4210130807,1,4210156485,1
207624831,12,4210097108,1
66760702,14,128420443,1
4210137090,1,4210141466,3
82952536,1,4210138988,4
2801357902,19,4210150178,1
2802020988,1,4210096441,3
4210100354,1,4210125347,1
162346809,5,4210134770,1
19820366,47,4210134982,1
4210150315,9,4210144457,1
4210136613,1,4210142324,3
2802445252,3,4210127210,1
4210166444,33,4210087604,1
4210099987,1,4210155225,3
2800670452,1,1340685415,3
4210104453,1,4210120069,3
4210136766,3,2738703131,3
160013858,17,4210109533,1
4210113758,4,134560555,3
4210108700,1,1316902750,3
57201433,1,2614128279,1
4210128842,1,4210093245,1
2802519937,4,1326498283,3
127558574,3,4210111301,1
4210141750,1,1309104334,3
187986737,9,4210118127,1
4210094879,1,4210142748,3
4923324,32,4210090867,1
142476485,21,4210087526,1
4210114807,1,4210089553,1
4210128300,84,4210112634,1
4210156666,4,4210166649,4
141301092,5,4210147197,1
39804081,40,2801195679,1
183067930,15,4210094233,4
164915025,2,4210088617,1
890469752,2,4210130112,1
2801066305,1,240666556,4
181679074,1,4210117265,1
4210136315,1,4210143837,3
102197404,4,4210142686,1
4210138819,1,134820265,3
4210119873,2,181190671,4
2801227970,8,2800648950,1
149899117,46,4210091327,1
199157343,8,4210131108,1
149919469,1,127339247,3
2800600548,2,522815984,4
4210098850,1,4210087110,1
4210096333,7,4210153663,1
7923278,2,4210142912,1
11947397,5,94595606,1
2802464703,1,307255591,3
118019719,26,4210143567,1
15057530,16,4210110196,1
4210136331,1,149851306,3
4210091445,1,4210121101,3
4210111611,1,2801120809,3
4210099754,1,59475050,4
141461282,2,4210165991,1
183067930,12,4210097066,4
22248866,10,4210087727,1
4210133081,1,4210148025,3
4210117923,1,40347166,4
4210119815,1,2802466933,3
4210140876,1,1343858860,1
21491767,17,4210157800,1
105036370,9,4210128490,1
581031,1,179420787,3
4210159062,1,4210104184,3
4210118128,1,4210130470,3
2803020280,1,286135121,3
2801150652,1,124055696,4
4210086115,3,154526488,3
4210164921,1,109147379,3
4210119055,1,4210145551,3
4210128300,57,4210131283,1
99043593,3,4210118210,1
4210131552,1,4210125105,3
2802000777,1,1318325419,3
1304085615,1,4210127875,3
919803642,1,4210157589,1
4210151332,2,2802652698,1
137317281,1,72951846,3
4210129169,3,100532134,3
2801921532,3,889458895,4
1327163397,15,4210099476,1
4210145605,2,4210166444,3
4210100555,1,2801112325,3
16452829,3,90436673,1
1850255,1,860889466,4
15057530,11,4210099840,1
4210144044,1,2802429745,3
4210150713,1,4210150854,3
4210107804,2,4210127905,1
4210152502,1,2799343972,3
4210117264,1,150264550,3
4210128300,2,4210135817,1
2799899383,1,4210088636,4
902626582,1,4210149336,1
4210104782,4,4210104593,3
4210119050,1,4210153270,1
88060688,2,4210110975,1
4210129690,27,4210165865,1
4210118648,1,4210160791,3
4210150854,55,4210103386,1
84653119,17,4210098366,1
4210096218,1,114112103,3
24768866,37,4210112247,1
4210106018,1,2738502077,3
4210112383,13,4210127940,1
4210125374,3,2801202167,1
21491767,5,4210118234,1
4210155236,58,4210110528,1
37076085,8,2802249273,1
1287435762,2,2801408281,1
1302211766,1,2800926667,1
4210143811,1,4210124779,3
4210102709,1,4210163714,3
4210127845,1,4210134366,1
4210121067,4,4210135296,1
4210152939,1,887702905,3
4210110862,5,4210101537,1
94396219,11,4210161950,1
19144141,1,1340206300,3
4210166913,4,4210092217,1
4210097262,1,1290683524,3
4210152602,2,4210155808,1
4210125595,1,4210133362,3
4210153480,1,4210154149,3
4210126969,1,131077856,3
4210166294,1,26347476,4
4210150854,72,4210117977,1
1328723229,2,4210142447,1
24943067,6,4210099446,4
4210096333,33,2800895607,1
4210106451,1,154099455,4
4210099630,1,4210096940,3
4210096589,3,919953467,3
29606459,1,4210141039,3
29607241,19,4210134114,1
4210103779,1,4210160792,1
36258959,10,4210099595,4
4210092954,1,134841294,4
4210118249,1,4210091526,1
4210138501,10,4210149219,1
4210104782,2,4210098328,1
4210134005,1,903889665,3
143794436,1,24542750,3
166580119,1,106542073,3
1343180700,3,4210146682,1
4210115126,1,2802229882,3
98251732,4,2801456857,4
1341412227,8,4210095996,1
27577105,6,4210098941,4
4210159346,1,37076085,3
1324118502,1,1313334418,3
121934306,14,1334126862,4
108294501,1,2801047287,3
2800453128,1,4210163497,3
61970326,2,4210127480,1
4210141521,1,4210103807,1
4210097085,8,4210137651,1
98635879,1,4210164789,1
4210104895,1,4210138501,4
2801963157,1,2801133538,1
933276082,1,58956616,4
14316845,1,1332092204,3
4210112251,2,4210148756,1
4210112383,12,4210093777,1
2802902549,1,18014758,3
4210097828,1,43591049,3
2800657366,3,4210139233,1
4210109573,1,154526488,3
4210110375,1,4210146249,1
116431938,3,4210114021,1
4210094244,1,4210111649,3
160013858,29,4210093299,1
4210133775,1,4210151549,3
4210121051,1,43406934,4
4210101343,2,4210159501,1
4210123859,2,24354313,3
4210140523,1,4210129154,3
5459901,1,4210090200,1
4210150968,2,4210145077,1
150517883,2,2801780664,1
4210093397,3,32881790,3
3017411684,1,142762351,4
4210114506,3,4210152211,1
59422894,1,2801649442,3
4210120458,1,4210163806,3
4210122765,1,4210117134,3
197181853,2,50268529,4
4210113747,1,35552710,4
203951103,2,4210107168,4
4210125158,1,4210166913,3
4210139229,1,1330995197,3
2802557943,1,103320735,4
4210091745,1,1303077703,3
4210090155,1,4210138520,3
2800305746,1,4210136212,1
4210136791,5,4210114092,1
4210162812,1,1340206300,3
149899117,90,4210149754,1
4210125827,1,4210122704,3
1302275403,1,1299022934,3
50754188,6,4210131936,1
58716616,3,4210094302,1
4210141570,1,4210116750,1
19894307,7,4210126751,1
4210157154,1,126859394,3
175691731,2,4210089590,4
16452829,12,45438204,1
4210097513,1,4210114445,3
4210113715,1,4210118873,1
1302444339,9,2800560132,1
4210111876,3,4210130007,1
869375964,2,4210100001,1
4210145368,1,4210103107,3
15057530,12,4210112646,1
4210147754,1,1340206300,3
4210132748,3,4210138192,1
2802567020,13,124055696,4
4210102001,7,4210098662,1
4210150854,6,4210120589,1
92039509,1,4210116575,4
4210121506,1,2800136903,3
4210090731,1,181401687,3
171003132,3,2803096283,4
4210110401,1,1330995197,3
19894307,30,4210131186,1
4210150854,116,4210149101,1
180923762,5,4210153755,4
91221267,13,307360612,1
4210128119,1,4210111248,3
4210095849,26,4210100151,1
4210091713,3,68947357,3
1290206253,15,4210139986,1
4210129017,1,207624831,3
4210097159,10,2799502834,1
4210155236,98,4210115556,1
162608824,5,2800342113,4
4923324,49,4210100127,1
2799853436,3,2802697821,1
5388228,1,4210098367,4
110026055,1,4210133653,1
3003279638,1,2799601127,3
1328242539,1,4210139015,3
2799929701,1,4210153126,3
4210139293,11,4210165837,1
4210158875,1,1317239608,3
4210130816,3,96690311,1
4210153925,1,54713919,3
4210161656,3,197681013,3
98910050,3,4210091942,1
4210155116,7,4210102700,3
4210125833,2,98285908,3
3019548852,1,4210117134,3
2802397601,2,2799962816,1
1334069289,3,4210127752,1
4210146049,1,207624831,3
4210166914,4,4210100761,1
2859025540,1,126859394,3
4210145855,1,2800861319,3
2800871051,1,2800888199,3
4210142278,1,1296703163,3
1286959531,2,4210109489,1
4210142480,12,4210086148,1
2799351866,3,4210148677,1
4210098205,1,31595395,4
1325808316,2,4210150085,1
1316910977,11,4210151903,1
4210152524,1,4210089999,3
4210155509,9,4210140403,1
4210118996,1,44619346,3
1292974536,2,4210117707,1
4210107508,1,4210089394,3
1302611135,3,4210141888,1
1333370159,1,4210141720,1
4210153401,3,4210101020,3
4210089214,2,4210096427,3
4210092696,1,202391551,3
2801814493,1,165143802,4
37076085,9,2802546398,1
1321897675,1,67348948,3
134560555,21,4210087602,1
4210109996,1,49946491,3
151201029,16,4210150383,1
110537696,1,4210108136,3
4210127536,1,4210126864,3
170239107,2,4210154468,4
4210159847,1,4210161729,3
1320481043,9,84560040,1
48430043,2,4210104752,1
1662191,1,200399037,3
125749732,1,2800925808,4
4210139475,1,1701708,3
2802498997,1,12524447,4
75420490,1,2801463575,1
4210104670,1,4210134808,3
2802950774,1,2799691083,3
1299022934,6,50959184,1
4210120278,2,2800277939,3
90669466,24,4210149539,1
4210149848,1,126520041,3
54006703,4,2279609970,3
4210100069,3,215927,4
4210091592,3,29607241,3
91045830,1,125029298,1
4210111964,1,41047195,4
1308126019,16,4210157920,1
4210127325,4,4210125203,1
4210135132,1,241749,3
4210127388,1,4210120069,3
4210107924,1,111966504,4
4210160189,7,4210144122,1
4210128995,1,2801339556,3
36909309,1,4210152752,3
4210098866,1,163917720,4
123269071,1,4210124342,4
4210112800,1,46603895,3
36373038,1,1316902750,3
141301092,1,4210149059,1
1305996414,7,17937529,1
169541294,3,2802931750,4
4210098279,1,149899117,3
4210095385,1,134820265,3
153718931,3,4210098279,1
4210130493,1,4210107152,3
4210117211,1,1283621791,3
4210154492,1,4210133241,1
4210156299,1,122411786,3
4210141565,2,4210128300,3
3129459759,2,72700828,4
4210166781,4,153648349,3
3130945570,1,4210111796,1
315704651,49,4210117494,1
4210157154,2,154425047,4
4210120427,1,21491767,3
4210136238,1,315704651,3
139264467,2,2803058125,4
4210093068,1,63966007,3
2801379794,1,2800348288,3
14285509,5,1315496137,1
4210153434,4,24715933,3
4210127412,1,110525433,3
4210098587,1,4210107087,3
159885104,12,4210115900,1
4210151885,1,102134673,4
163879017,3,2802790207,1
129801699,1,4210118312,1
56067802,14,4210161663,1
4210125327,1,131077856,3
4210111540,2,4210165085,1
4210092141,2,198244214,3
4210149924,2,3121987637,3
4210132107,2,72139825,3
142631665,3,4210130371,1
17170469,6,4210110149,1
4210161991,1,1319473763,3
4210120228,9,4210122195,1
4210090009,1,1325808316,3
189196454,2,4210104138,4
2802841028,2,56085075,3
4210113730,2,4210088553,1
4210166444,10,4210159661,1
1289550199,4,4210162047,1
154093214,3,4210165944,4
177933477,1,4210115928,4
4210110641,2,4210127723,3
4210094574,2,106785703,3
1319490839,1,4210120702,1
39804081,9,4210096121,1
4210141780,2,175691731,4
4210124464,1,4210106537,1
61515104,2,4210150389,1
1293406163,1,4210091919,1
4210142009,1,1289490764,3
4210115139,1,1314466530,4
4210085873,1,199305430,4
898538061,1,1289702989,3
4210136447,1,40542001,4
1292875679,6,4210106161,1
4210103524,2,19820366,4
4210142418,2,4210154366,3
4210151406,1,4210095849,3
926567449,2,4210119719,1
34931013,29,4210141040,1
4210167168,6,4210097764,1
4210137409,48,4210090372,1
4210156758,2,154526488,3
4210125824,1,4210100956,3
33213144,4,2801649442,3
104778310,2,2800978909,1
4210125342,1,4210164325,1
4210093497,1,4210133249,1
1118541,2,2799489882,4
4210119735,1,4210112105,3
4210099088,1,169912796,3
4210158834,4,4210087604,1
149899117,61,4210121704,1
4210132118,4,4210127102,4
4210091837,1,4210150408,3
4210128300,13,4210115639,1
1309104334,3,4210124947,1
2801316944,2,4210089382,1
4210162663,1,4210105704,3
4210088929,1,104778310,3
2802153510,1,4210116418,3
4210086742,1,44892455,3
4210117194,3,2802783220,4
99542240,52,4210142198,1
154526488,92,4210154739,1
4210095703,1,865788938,3
4210164088,2,189268942,4
4210102695,1,4210095685,3
148366613,2,4210087697,4
4210145410,1,4210146438,3
4210142925,1,4210145551,3
4210089893,6,4210126762,1
47431100,1,4210162415,1
110525433,108,4210113955,1
4210114638,8,4210132759,1
4210087602,3,134560555,3
4210154093,1,4210128615,3
4210096333,21,4210117883,1
157913058,2,4210103389,1
4210160774,2,4210160743,1
4210086135,1,4210113573,3
1337719021,15,4210103108,1
4210120228,4,4210107616,1
165779595,22,77826658,4
155028946,2,2800143325,4
4210144267,15,4210102460,1
4210095849,53,4210115482,1
13511017,1,2801273398,3
4210099941,1,133868755,4
2800722420,1,4210165928,1
158283456,1,4210151531,1
4210138830,1,2802827176,3
1301041018,1,4210144225,1
4210104992,2,4210162122,3
4210125891,2,1308126019,3
4210159571,1,4210099001,1
4210166584,1,4210150854,3
4210087105,4,1299528221,1
127339247,12,59897056,1
95674353,1,4210093617,4
4210135071,1,4210089705,3
1284637955,1,98944809,1
78274823,1,4210141235,4
201448948,2,4210159135,4
1285764155,5,4210107341,1
1313323035,1,4210108590,1
32062511,1,4210130014,1
21409547,1,1292974536,3
3148377317,1,1289461252,1
2801620527,1,2802827176,3
177725633,1,4210116924,1
4210145624,1,4210099008,3
902626582,3,4210146657,1
3141573830,7,4210102197,4
4210163714,29,4210137553,1
4210164879,1,4210135854,3
4210099732,1,4210113729,4
4210130734,1,4210114475,3
4210138309,1,4210089489,3
4210109133,1,4210142249,3
1287548271,1,2799693246,3
1330347796,12,1306997873,1
2800789647,9,4210131164,1
4210112672,2,4210111273,1
59293822,2,184578258,4
4210112000,1,4210139108,1
4210158498,1,204710742,3
4210098460,4,4210133418,4
118347636,1,4210149973,1
103167339,1,4210121748,3
4210135929,1,4210137451,3
2802827176,5,2801620527,1
4210086565,7,4210151870,1
129708740,1,4210121761,4
4210154396,2,134820265,3
1340206300,16,4210119213,1
4210145656,1,4210131266,3
291386647,1,45462715,1
2802576581,2,45129253,4
39804081,79,4210139531,1
142762351,4,2799810466,4
4210117134,2,4210122765,1
107851509,3,4210098117,1
107656453,1,4210140852,1
4210113613,1,38877650,4
4210125590,4,4210103604,1
4210093545,1,4210117134,3
2802017950,1,4210142472,1
4210135952,1,4210101390,1
4210167290,1,220619192,3
143002897,2,4210155331,1
83048579,1,37076085,3
4210125426,1,4210094826,3
2802080466,13,4210090818,1
88814501,1,4210104963,1
2801038905,2,47508984,4
4210092665,1,4210141158,3
215927,4,4210100069,4
4210152187,1,4210096333,3
4210112752,1,1330995197,3
4210102767,1,315704651,3
4210102000,1,4210097724,3
4210117619,2,4210129287,1
4210125014,1,4210129690,3
15057530,5,4210153807,1
4210152766,1,4210150386,3
4210098996,1,51452335,4
4210117042,5,4210100648,1
4210092619,1,4210088209,3
173304897,4,4210095677,4
4210108499,1,4210163146,1
28221208,2,4210100151,1
4210154632,3,4210142913,1
2802641067,1,4210147853,1
4210135723,1,19820366,3
160013858,12,4210095193,1
4210122849,6,4210165709,1
868834043,2,4210109759,4
4210160356,1,4210121323,3
1313323035,31,4210140184,1
4210114047,1,2802934949,3
1299022934,7,23874457,1
4210117005,3,1326498283,3
63190737,3,2800107285,4
4210138985,1,1308126019,3
39804081,88,2801766991,4
4210099850,2,123338534,3
82514191,3,4210120083,1
4210139852,1,157773358,4
4210086606,1,114112103,3
4210154249,1,4210112323,3
4210097546,1,4210142324,3
337778094,1,4210117042,3
39343248,1,4210089692,1
2197358,1,4210165112,3
1323638106,8,4210124625,1
161374704,1,4210149308,4
4210162909,2,21491767,4
4210143414,1,4210126300,3
4210102902,5,2802720485,1
4210161351,1,1284510009,3
4210092021,2,75951250,4
175051016,1,4210097920,4
59475050,2,4210137951,4
7877124,3,4210089692,1
149851306,17,4210122792,1
2802828768,3,2800258182,1
99542240,18,4210104744,1
157614274,2,2802258008,4
4210142983,2,4210097957,1
4210107105,1,160013858,3
4210150854,102,4210087863,1
1320679480,1,1336096307,3
2279609970,18,4210107855,1
115020962,2,4210099302,1
4210131075,6,4210132004,1
1286751378,1,4210088613,1
179420787,63,4210129780,1
39565521,1,4210090500,1
4210128450,1,2799506148,3
4210135308,5,4210135153,1
39555362,3,2801874071,4
1294711689,5,2802334042,1
872248612,1,136722135,1
2801983979,1,921990950,4
122266389,7,4210094650,4
4210135153,1,4210135308,3
26080491,1,4210120169,4
4210094116,1,136698672,1
159337121,2,2801866919,4
2802307166,1,4210131158,1
4210154468,4,170239107,4
4210093484,1,12411659,4
4210125833,3,74801974,3
31746571,18,4210153760,4
41461413,1,2800797430,4
2799517759,9,4210153987,1
1327163397,13,79983796,1
91221267,28,4210159826,1
1334126862,1,121934306,4
180857899,1,4210139204,1
4210131281,1,4210109220,1
4210087147,1,4210120810,3
134276161,2,12469534,4
4210110524,1,4210104795,1
4210141577,1,4210140583,1
4210166458,1,4210159288,3
4210108410,1,2802567020,3
4210127468,3,142263535,4
146461966,4,4210141434,1
4210094881,5,889458895,3
33849332,1,1296788130,4
4210091446,1,2799640484,1
134820265,37,4210166526,1
4210132884,3,4210147769,1
188950975,8,4210148983,1
4210120493,1,21491767,3
2800952698,2,2799853436,3
4210126496,1,4210091794,3
4210089340,1,4210150854,3
4210098836,25,4210115652,1
2801056593,2,2802749333,1
4210147441,1,3094067312,3
4210136360,1,4210097072,3
173963315,1,91221267,3
202391551,46,4210131416,1
4210129950,1,4210163047,3
197251160,1,2802879425,4
4210103162,1,43980791,3
12356871,1,4210088322,1
4210160193,1,875825670,3
4210089705,1,4210150867,1
2800421839,33,4210155007,1
4210165660,1,4210114507,3
899635006,12,2800555055,4
30771326,2,4210143067,1
4210143641,8,10902133,3
2800016486,9,2802599650,1
2800342113,2,100063501,4
4210094794,1,4210121135,1
1313551878,1,1336096307,3
2800169628,1,121934306,4
4210109268,1,2799630439,3
2802772831,5,2802525668,4
106887733,2,4210092287,1
97018004,8,204866599,4
15057530,37,4210150655,1
4210094115,1,4210159245,3
4210155331,4,143002897,3
2801802255,2,1299022934,3
4210131972,1,4210154988,4
16391192,9,2799810450,4
4210106760,1,4210166818,3
2802348453,1,22265921,1
4210133858,1,225661044,3
112289208,1,4210106330,1
4210164580,4,2801168720,1
4210088555,5,4210122447,1
4210096427,80,4210099371,1
58200834,2,4210129799,4
4210139803,2,2802017950,3
4210128862,1,122266389,4
4210128537,1,4210125843,3
36685595,1,16778253,4
4210155551,1,1305996414,4
4210096427,52,4210152516,1
4210099926,1,179420787,3
4210115661,1,875825670,3
4210129523,1,4210115805,3
180857899,10,4210142120,1
4210103901,1,177844149,1
4210150854,28,4210125309,1
2800030765,1,84218800,4
87673952,1,4210108925,4
68368234,1,59361560,3
2799276396,1,138211613,3
2801730953,1,4210147348,3
134560555,33,3019448017,4
4210135948,2,4210088668,3
2802802402,1,4210090003,3
1320473756,1,4210105123,1
151201029,23,4210088229,1
2801357902,12,4210145420,1
315174041,1,4210155556,1
4210148112,1,165779595,4
4210146393,1,49324905,3
149766970,18,3132791605,4
2799748957,3,2801671727,4
4210162200,1,2802726858,3
1299022934,4,2801182042,1
5124864,5,4210132519,4
923382979,3,4210101890,1
1311060795,3,4210086828,1
15881080,2,4210147606,1
4210097882,1,4210122019,3
2802975775,1,1294586568,3
4210156113,1,196454796,3
4210158692,1,4210139293,3
148261361,1,4210148025,3
848706,2,2802194831,4
4210104323,1,2800701874,4
4210158667,1,4210144267,3
146416000,6,4210128618,4
4210151594,1,4210151177,3
4210093008,1,4210157668,3
197869895,5,4210149412,4
114102164,2,4210142638,3
2801962973,2,4210096427,3
87048295,7,4210126499,1
3130945570,2,4210159825,1
142762351,10,4210159346,4
169645620,1,4210095849,3
2801337628,1,121934306,4
4210087107,1,4210138501,4
162608824,2,4210148921,4
4210138501,74,4210104681,4
4210149471,1,4210110862,3
4210153176,2,4210098546,1
4210141950,17,4210158291,1
924388194,3,4210112549,1
2800958632,5,59692284,3
2801824472,1,5023651,4
4210138952,1,4210088488,3
4210117793,3,874609350,3
4210109159,1,117965899,4
195460627,8,2801584083,4
4210148025,33,4210155927,1
