institution_id,associated_institution_seq,associated_institution_id,institution_relationship_type_id
4210144771,1,4210128615,3
4210139898,1,3018075036,3
204730241,66,4210134697,1
241749,23,4210142213,4
4210111013,1,881766915,4
4210137408,1,110525433,3
4210115436,1,143685665,4
2800537319,2,195460627,4
3130493017,1,148357934,1
4210142366,1,151201029,3
95793202,2,4210148283,1
2801838318,1,132053463,4
2803034837,3,111236770,4
1310269161,1,4210149897,3
4923324,85,4210098302,1
4210101515,1,168537998,3
2799307983,1,91221267,3
4210098764,2,46247651,3
4210149244,3,114457229,3
49206369,1,2800991832,3
47807954,1,174216632,3
199305430,2,4210085873,4
121067369,1,2802581893,3
2799654569,1,79619799,4
156983542,2,4210105260,4
46603895,1,4210101730,1
4210148038,4,2801874071,1
4210139293,17,4210103870,1
4210143775,1,1303077703,3
4210115587,1,4210154888,3
2799336735,1,4210087413,3
4210127572,3,4210109007,1
19648265,2,4210120983,4
2802661869,7,4210097522,1
4210092509,5,4210096427,3
3019520666,1,4210121101,3
205783295,10,1281027232,4
2800811450,1,4210089612,3
4210105394,1,165028127,4
4210119294,1,1320697193,3
4210102203,1,1292875679,4
19820366,73,4210164580,1
4210123595,11,4210145653,1
4210121938,1,118019719,3
4210148018,1,1343953105,3
4210134439,1,1306559669,1
99064381,13,4210094371,1
124601658,1,4210135416,4
4577782,3,2800345347,4
134820265,29,4210092123,1
4210164678,1,7923278,3
70931966,18,2800290161,4
2801940349,1,47881588,4
2802832906,3,141945490,4
23625684,1,4210165910,1
1292875679,9,4210089744,1
24906876,6,4210091717,1
194028371,1,4210134649,4
4210158939,1,4210108025,3
22299242,1,4210150196,4
110525433,45,115420810,1
4210131382,1,2948394018,3
63966007,17,4210124934,4
4210127808,3,4210112159,1
1341020899,1,66760702,3
4210147322,2,19820366,3
39804081,87,4210102928,4
4210110594,3,40120149,3
4210139497,5,48825208,3
4210126579,1,4210120228,3
4210097066,1,183067930,4
2802802402,2,43439940,4
4210103659,1,4210095849,3
4210110396,1,115592961,4
4210114958,1,1294639003,3
4210109720,4,4210125937,1
194388944,1,127339247,3
70640408,2,4210112675,4
4210134770,5,188626449,3
4210122704,3,4210095422,1
4210095745,1,4210165303,3
4210117500,1,2948663404,3
180923762,1,2801596561,1
4210137495,3,4210087096,1
4210146122,1,2802661869,3
117397414,3,4210089764,1
4210090793,1,4210134769,3
4210087180,1,1310421338,3
165143802,9,2801814493,4
3018075036,7,4210136746,1
4210112634,1,4210128300,3
78577930,7,4210120848,4
4210132741,1,116953780,4
1174212,2,4210137391,1
4210157264,1,1299218025,3
105140100,2,4210143378,1
4210152408,2,874386039,3
4210157559,1,149851306,3
4210134411,1,4210093932,3
197869895,2,4210136596,4
4210097961,1,4210114712,1
4210096782,2,12449238,3
4210137409,43,4210167167,1
114073160,2,4210159135,1
121797337,2,2800006345,4
2802965805,7,2801680240,1
4210155258,7,4210132417,1
1289387233,1,1336096307,3
82495205,2,4210108285,1
79238269,5,4210104545,1
19820366,121,4210092095,4
1320553840,1,4210134256,1
162709352,1,2801273398,3
151934421,1,4210094865,1
4210097373,1,87531838,4
102149020,1,4210158053,3
2800590384,4,1297883686,1
67348948,7,4210166400,1
4210164403,1,1340685415,3
2800305746,2,88694374,4
4210111782,1,3018771216,3
30771326,11,4210124096,1
4210142480,4,4210110133,1
1287643137,1,1320796813,3
4210133140,1,4210098836,3
78757542,3,4210139443,4
4210144876,3,2801279066,1
1302211766,3,4210156234,1
4210126318,1,4210116547,1
4210091794,4,4210142998,1
4210139923,1,183367347,3
4210116222,1,2948394018,3
94328231,1,2802096936,3
4210113837,1,26359584,3
2799506148,2,4210088512,1
4210107171,1,4210127471,1
4210099374,1,149851306,3
4210163714,45,4210147092,1
4210096333,2,4843557,1
114218197,7,4210129658,1
156144747,4,4210132813,4
2801200668,12,2802647933,1
4210100761,3,154490720,3
3019244752,1,4210117989,3
207624831,48,4210150848,1
4210167168,27,4210092840,1
4210145668,1,140596196,4
4210103541,1,19820366,4
4210124274,2,4210095661,1
1327163397,48,59553526,1
4210136192,2,4210148470,3
4210117194,7,2802290199,4
4210119369,10,4210098934,1
4210157731,1,4210094656,3
4210130251,1,4210140216,1
4210147363,1,2799334681,3
4210097264,2,10052268,3
4210096056,1,4210106477,4
56067802,8,4210141755,1
2801564582,3,1320481043,3
137581351,1,2801395053,4
4210114465,1,4210148970,3
24768866,35,4210088296,1
4210127568,1,4210148283,1
4210131957,3,4210165303,3
1285739803,2,184565670,4
4210145551,30,4210089302,1
4210090411,1,4210128969,3
2799693246,4,100288624,1
4210107589,1,4210119088,3
4210106344,1,154526488,3
149851306,76,4210103494,1
4210158855,8,2801453606,3
9057330,1,135915864,3
4210155611,2,2799997741,1
4210148352,1,2802827176,3
4210123958,5,4210114686,1
1324252669,5,4210112303,1
170138621,4,4210145185,1
4210163709,2,4210131703,1
2948394018,2,4210138135,1
4210102159,1,4210127525,1
4210125929,1,4210108711,3
4210092467,1,4210128300,3
4210123931,1,138841263,3
2801440235,2,28407311,4
2801239119,2,56590836,3
1327163397,43,8030538,1
4210132422,2,4210150854,3
151823869,11,4210123622,1
4210123783,1,37076085,3
4210086124,1,4210094151,3
2801663869,6,2800516725,1
87531838,2,4210097373,4
4210155413,1,4210156573,1
2799980186,1,110535807,3
4210113016,2,19894307,3
1316902750,3,4210158374,4
4210142249,1,4210109133,1
4210135173,1,4210088488,3
4210165061,2,24906876,3
4210092806,1,4210087594,4
4210129130,1,184220567,1
149758196,2,4210119393,1
4210130048,1,1289110261,3
2800288755,2,4210093966,1
2802989829,1,4210164537,3
4210127494,2,99065089,3
4210138501,33,4210139005,1
1332353952,1,2801351115,3
4210117117,1,134353371,3
2802373619,4,4210124915,1
4210111259,3,4210166444,3
161318765,5,4210164417,4
1290095210,1,1312264882,3
4210150638,1,4210107625,3
4210159288,7,4210142437,1
4210114311,1,24906876,3
2279609970,29,4210154078,1
4210132331,1,2799419803,3
4210111523,1,4210122588,1
4210092150,1,111277659,4
4210105659,1,159650629,4
4210123022,1,4210111617,3
19620478,2,95457486,4
4210128167,1,4210166867,1
2800326226,3,4210087085,1
4210119869,1,4210098836,3
4210108180,1,4210095825,3
4210099454,4,59692284,3
4210093667,1,114218197,3
4210134430,4,59553526,3
4210122796,3,134560555,3
4210098524,1,4210160418,4
4210114506,4,2801339556,3
4210140088,1,31591830,3
4210159661,3,4210166444,3
4210159750,1,4210144414,1
19820366,131,4210095018,4
4210161484,8,4210143116,3
275542036,2,4210105291,1
4210138030,1,4210112577,3
2799691083,9,94525581,1
28407311,11,2800360054,4
2801626668,3,2802561039,1
2802884745,1,91221267,3
4210163047,1,4210129950,1
4210095812,1,1283582996,3
4210150389,1,2800717037,3
154526488,80,4210126950,1
149766970,21,3024917321,4
315704651,36,2800614204,1
4210128462,1,66760702,3
4210094819,1,4210148677,3
2802547023,1,921990950,4
24906876,2,4210165050,1
4210132852,2,203339264,3
4210125347,1,4210100354,3
90344618,15,4210158898,1
4210121323,3,4210140207,1
4210111434,1,4210132118,4
32625721,3,2801053234,4
4210161358,1,202391551,3
2800683076,6,4210131077,1
90344618,30,4210166564,1
4210157089,1,4210095849,3
1282884987,1,4210156572,3
23821868,1,4210100405,1
100532134,47,4210126479,1
4210086676,1,4210111540,3
4210121373,1,138211613,3
2799833854,1,4210163045,3
4210102999,1,145236414,3
4210114115,3,4210156936,1
4210111146,1,4210156174,1
4210138324,1,4210136395,3
2799431996,1,98704320,4
154526488,82,4210103770,1
4210097375,1,4210135308,3
4210090123,1,2251713219,3
4210151285,1,154093214,4
170201317,3,4210086901,1
4210124112,1,4923324,3
129923673,3,4210093450,1
1303691731,1,4210088901,4
4210113288,1,4210100596,3
2800791244,1,2800326109,3
2801508603,1,124574311,3
4210102487,1,1289490764,3
4210091812,10,4210151895,1
173093425,1,4210142841,4
4210122036,8,4210111434,1
129043915,1,4210126152,4
24354313,5,4210100747,1
4210125849,1,1343052199,3
126218986,1,204308271,4
110675161,1,4210128428,1
4210158756,1,4210147367,3
4210100385,1,4210143201,3
4210140640,1,4210137371,3
4210160752,1,46896759,4
2800006799,1,4210163045,3
4210167245,1,4210133341,3
4210102974,1,4210138703,3
4210136791,4,4210100688,1
4210110412,6,4210148061,1
878213199,1,183970581,4
4210158283,1,207624831,3
4210116427,3,63664421,3
9617848,1,4210093282,1
4210090003,2,2802802402,1
4210126512,1,4210135308,3
4210162320,2,4210166444,3
4210108183,1,4210155236,3
1295297804,2,4210142499,1
4210145551,14,4210104775,1
34931013,19,4210106622,1
34931013,9,4210120791,1
138211613,2,4210117992,1
4210092428,2,62318514,3
4210123770,1,2799853801,3
146183641,4,4210156468,1
4210125304,1,4210109806,1
2801596561,2,180923762,3
2800285241,3,4210132287,1
4210130831,2,83180283,1
4210124140,1,4210119653,3
200358475,1,9300472,3
4210120960,11,4210122877,1
4210150383,2,313030,4
315704651,84,1313606977,1
4210140692,1,2800466749,3
2799893378,1,13955877,4
4210128307,5,3133219032,4
2799342587,1,2802410291,1
2802466933,4,4210141315,1
126595936,10,4210100222,1
4210120791,2,34931013,3
4210150002,1,4210133143,3
154903789,2,4210107355,1
4210149897,1,1310269161,1
4210159826,1,91221267,3
141461282,3,4210136056,1
4210127090,2,24354313,3
4210110617,1,286135121,3
4210160133,2,4210096427,3
4210130210,1,1292875679,3
2800016486,5,2801344724,1
4210125781,1,4210118136,3
4210138055,1,1292875679,3
2799452589,2,4210131043,1
103187081,32,4210145121,4
4210091247,1,1286959531,3
4210117781,2,191420491,4
4210148698,1,254181534,3
4210098366,1,84653119,3
146655781,12,4210111181,4
4210126334,1,99542240,3
4210125924,1,4210108778,3
4210107934,1,4210087654,3
4210107666,1,4210154877,3
4210104454,1,4210159204,3
157536573,6,4210142478,4
4210137108,1,4210087338,3
4210166358,4,4210111661,1
4210148533,2,4210127387,3
1285764155,20,4210105323,1
4210098460,2,4210149132,4
2800501823,1,1325714086,1
4210119369,1,4210123605,1
4210100260,5,4210152866,1
4210143713,1,4210096333,3
126595936,6,4210092349,1
2802335433,2,2802157215,1
4210135308,4,4210161455,1
4210131176,1,4210113000,3
4210130740,3,4210153415,1
4210087540,1,4210163155,1
3019448017,3,4210138343,1
4210100892,4,4210165077,1
2800495676,2,130828816,4
4210112383,8,4210106945,1
4210099368,2,4210095088,1
4210088619,1,4210105379,3
2800916854,1,4210138312,4
4210114115,4,4210120068,1
120250893,1,57206974,3
4210147197,1,141301092,3
1325886976,14,4210115710,1
4210104814,1,2799412564,1
243989293,1,226431899,3
2802056588,1,24906876,1
45129253,18,2802751111,4
4210120300,1,4210110862,3
4210101228,4,130579109,1
4210161903,1,4210102267,1
4210146411,1,4210089793,1
42102869,2,57206974,4
4210110750,1,2799535048,3
4210130960,1,4210160466,3
4210136192,1,4210163714,3
4210143563,1,4210128300,3
154202486,2,4210162872,1
4210089362,1,12097938,3
39343248,3,4210117750,1
107606265,2,1288882113,4
4210100029,1,83519826,4
4210139293,26,4210148005,1
2800157170,4,4210133274,1
134820265,86,4210105802,1
39804081,6,4210159570,1
39565521,5,4210140633,1
3149292468,5,4210118770,1
340869894,2,4210088867,4
4210131922,1,4210101380,3
79576946,3,1335321130,4
62318804,1,4210087694,4
4210139293,2,4210163788,1
4210153474,1,184531372,3
4210118338,1,4210150854,3
4210093804,5,4210144599,1
4210124896,2,56590836,3
1343573832,1,4210135277,1
4210166444,42,4210149887,1
4210143641,7,200284239,3
4210139461,1,4210159245,3
4210105726,4,4210128207,1
2802752048,1,1320481043,3
3018988418,1,4210143244,1
188538660,1,4210104538,1
4210150875,2,4210166444,3
2801875454,1,4210102406,1
4210158140,1,4210096427,3
4210116536,2,4210100019,1
2801460292,2,185443292,4
1320473756,3,242743682,4
4210123385,1,2800695023,3
4210127756,12,98222981,1
4210153402,4,62612085,1
167593883,1,4210139090,3
4210098340,1,4210114608,3
4210093963,1,110525433,3
2800098698,1,4210157422,1
4210167254,2,172675005,4
77793887,1,1317239608,3
5791819,2,2802181614,4
4210096708,2,4210096427,3
1337852284,1,181547552,4
2802998804,6,927355774,1
4210104963,3,62396329,3
127251866,2,1305996414,3
4210154067,2,4210108712,1
4210157882,1,4210156876,3
4210163243,2,4210160366,3
4210103678,1,169248724,4
4210115279,7,4210162953,1
874386039,1,4210106698,1
4210131075,4,4210142735,1
4210157108,2,161929037,3
4210137409,54,4210141613,1
4210153897,1,4210142480,3
4210119581,1,4210124482,1
4210095849,11,4210104963,1
4210094263,1,4210136241,1
27577105,4,2802396013,4
1283582996,14,4210105804,1
1334126862,2,166722992,4
4210166078,1,4210098271,3
4210103046,2,131077856,3
185020906,1,2803006953,3
181235365,1,4210155998,3
263303288,3,4210092325,1
4210142412,1,4210163125,3
135915864,5,4210113701,1
4210145713,1,4210119109,4
4210103124,1,4210094118,3
4210095870,1,1297540436,3
4210100069,1,37048141,3
4210144239,1,4210120810,3
4210150049,1,4210117989,3
4210148993,2,4210153178,1
103017756,1,4210163387,1
34931013,17,4210166781,1
4210148676,1,4210094889,3
1294586568,23,2802302806,1
4210115551,1,66514158,4
4210096427,53,4210117840,1
2800789647,5,4210119147,1
105036370,3,4210149652,1
4210118192,1,1283582996,3
4210094650,1,4210155874,3
4210087026,1,4210165708,1
188385375,1,4210116051,4
4210143416,1,4210110334,3
4210124779,64,4210101779,1
4210159564,1,172993857,3
2801350665,1,4210121067,3
4210137787,1,154526488,3
4210125356,1,4210127675,3
4210085968,1,315704651,3
58956616,2,36373038,4
4210112253,1,1283473643,3
1317171322,1,4210141147,1
1287223417,3,136705414,1
4210089394,9,4210139971,3
208215962,4,4210117009,1
4210123494,1,4210104138,3
4210113430,1,4210129734,1
3132277748,1,190570697,4
137982388,1,1330063522,3
4210090995,2,95674353,3
4210155236,67,4210108183,1
4210107727,1,315704651,3
4210097159,2,4210100159,1
4210111284,1,1324840837,3
4210148706,1,1289550199,3
204824540,3,2801592211,4
37048141,25,4210093260,1
4210099657,1,4210138651,1
4210155236,38,4210109941,1
3020100970,2,141243467,4
86767153,19,4210152387,1
4210097357,1,4210167168,3
79060951,1,29957033,3
4210130789,2,96226040,3
204730241,48,4210134185,1
4210088555,1,4210106548,1
2269089,1,4210123979,3
4210162938,1,4210121491,3
4210120645,2,1334287468,3
134820265,116,4210116941,1
2800701874,7,4210154858,4
4210164600,1,1305840828,3
4210103255,2,142476485,3
2799370151,6,87216513,4
4210125197,1,1306287861,3
4210136880,2,4210152422,3
4210128284,1,19820366,3
126595327,1,2800683076,3
4210120522,2,32574673,4
2801138448,2,60488453,4
83860666,1,2801360556,1
4210116924,1,177725633,3
4923324,44,4210134580,1
1339947260,1,4210145385,3
2802056588,8,4210127738,4
4210117485,1,2799630439,3
4210120482,1,4210096333,3
1326498283,16,4210158291,1
4210163509,3,37400270,1
4210086863,1,1283155146,3
4210120911,2,166934088,4
4210114009,1,4210163178,3
78927796,1,1289702989,3
4210144005,2,154526488,3
4210106052,1,110525433,3
2799662587,1,4210103285,1
159885104,17,4210128217,1
4210089612,8,2801617088,1
4210140564,1,160013858,3
129975664,2,1289079397,4
1330347796,11,2800386880,1
4210125772,1,4210156865,3
4210140464,1,4210119369,3
4210114166,1,4210096427,3
4210125388,1,4655291,1
140470919,1,1286922834,3
2799506148,8,4210105921,1
48430043,6,4210165635,1
4210133362,2,4210093936,1
4210161906,3,154526488,3
2802096936,19,74859420,1
4210124779,65,4210112102,1
4210111575,1,4210157944,3
4210139826,2,1309532762,1
1289784979,1,2802401747,1
4210099460,5,4210086462,1
4210101025,1,4210154268,1
16097986,2,4210152685,1
4210154351,3,4210092679,3
4210115915,1,2801884048,3
315704651,95,2800024560,1
2801244131,10,1302211766,1
191114373,1,1304256225,3
4210101537,1,4210110862,3
149851306,60,4210167267,1
7597260,13,4210126225,1
4210162819,1,4210120960,3
4210100157,1,67348948,3
4210092861,1,4210145551,3
4210110097,1,4210156727,3
138690464,3,4210129397,4
4210114415,1,202391551,3
4210114674,1,24101674,3
183452621,1,4210115706,1
96369009,1,205746353,4
4210111653,4,1313323035,3
4210110506,1,123791789,3
2801579017,1,4210088488,3
4210152422,2,84500057,1
76442945,9,4210087559,4
4210130816,2,4210148098,1
2802574017,1,2802096936,3
1325886976,20,4210141965,1
4210144023,1,4210129962,1
2800365227,1,4210148266,1
4210117083,1,84392919,4
7495430,2,5124864,4
4210137977,1,1311921367,1
143302722,4,2801733747,4
7454413,1,4210102085,1
4210103389,1,157913058,3
68956291,1,4210088841,1
4210149116,1,4210129205,3
4210150854,115,4210155680,1
4210091794,2,4210153864,1
4210124779,42,4210086200,1
83558840,1,4210133653,1
4210152422,7,4210103302,1
4210092974,1,1290206253,3
4210100385,2,131077856,3
4210129668,1,138285227,3
55240360,1,4210149656,4
141576021,1,4210147293,1
4210140286,1,4210150086,3
45129253,19,4210118734,4
2799542006,1,4210094409,1
202391551,57,4210122936,1
4210140852,2,170239107,3
7935750,1,315704651,3
4210114539,1,221377653,1
4210120810,14,4210120786,1
127339247,3,98947143,1
4210101127,1,4210147493,3
1308683654,5,2800421839,3
148314036,7,4210141013,4
4210092456,1,4210146756,3
4210117793,2,86767153,3
4210107303,1,4210096333,3
100532134,2,4210143168,1
871049931,1,149251103,4
4210089827,1,4210113573,3
2799847335,1,2799969541,3
2800494708,1,2802539864,4
2801278523,1,4210095222,1
4210119507,1,1334415907,3
4210129872,1,4210152300,3
4210112672,4,4210127243,1
864088423,1,4210119743,1
142476485,5,4210111960,1
4210159204,2,4210104454,1
4210124601,9,86427540,1
2801588297,1,2800756461,3
4210138704,3,4210100596,3
4210122962,1,4210139293,3
2800985256,1,2800394112,3
131827901,10,4210090939,1
4210089966,3,124357947,3
90669466,19,4210090268,1
4210099804,1,4210104626,3
4210122656,1,111236770,4
2802448837,2,119942576,4
2802249273,1,37076085,3
4210112497,1,202391551,3
4210097159,4,4210105692,1
4210087520,1,98677209,3
48071105,1,4210133583,1
4210092777,1,4210113494,3
4210127390,10,1331374319,1
114203471,1,3132562144,1
4210155236,28,4210090806,1
4210128217,2,4210096427,3
4210167397,1,4210153402,3
27804330,5,2800776000,4
4210089364,1,4210127612,3
2799969541,2,4210111683,1
522815984,2,2800600548,4
4210164192,1,182386381,4
201448701,1,4210135243,1
177388780,1,4210106614,4
110525433,24,4210098966,1
83809506,1,4210157920,4
4210140176,1,44892455,3
2799601127,6,2800744299,1
4210132778,1,4210134345,3
4210095810,2,2738703131,3
4210098353,1,4923324,3
4210110066,1,2799334681,3
43695068,1,4210095715,1
124486421,2,193700539,4
4210094423,1,45029084,3
4210120393,1,4210101330,3
4210123252,1,2799945731,3
225661044,2,2802767308,1
4210161025,1,4210149196,3
4210138940,16,4210103130,1
4210124615,1,4210098836,3
86501945,3,1326254912,4
4210144418,1,1285764155,3
4210106592,1,315704651,3
114073160,4,4210136293,1
4210151833,2,911458345,1
70055295,3,4210162447,1
4210148430,1,110736937,3
4210134283,1,22138158,3
4210095576,2,2279609970,3
104338594,2,4210102912,4
81556334,1,1282879092,4
4210099549,1,315704651,3
4210165492,4,4210099348,1
4210152419,2,315704651,3
4210118662,1,4210152912,1
4210105726,1,4210136140,1
4210134883,1,4210117030,1
64767286,1,4210097642,1
10654025,1,134353371,3
4210139930,1,4210104184,3
158929114,2,4210135408,4
304662888,1,112700253,3
4210101086,1,4210135679,1
4210160641,4,4210158809,1
4210110037,3,4210142724,3
4210154396,3,79238269,3
154526488,35,4210126598,1
2799582683,3,4210126547,1
4210150854,85,4210115900,1
4210166444,30,3018756631,1
2799894082,3,4210114727,1
4210111135,1,1298207432,1
4210136303,1,1343052199,3
4210097386,1,82002896,4
19820366,29,4210155088,1
88467170,1,4210140785,1
4210115445,1,4210141950,3
110525433,5,41775361,1
203339264,7,4210132852,1
134820265,30,4210140177,1
4210106006,1,2801357902,3
101890099,1,4210163410,1
4210137409,29,4210152596,1
2801997990,1,4210142018,1
4210092961,1,1324840837,3
4210121761,1,129708740,4
4210115238,2,4210099379,1
4210117009,1,4210150854,3
4210105035,1,124158823,3
4210153407,1,4210114748,3
4210122704,11,4210148895,1
4210087915,8,48633490,3
2801453606,10,4210163987,1
2799747612,1,4210124381,1
4210136097,1,2802661869,3
4210111077,3,16097986,3
4210124601,8,4210086928,1
4210117333,1,2800933101,3
4210120960,2,3133232569,1
4210102996,1,4210131804,4
4210163017,2,2800861319,1
19620478,1,4210129700,4
4210096250,2,20231570,3
4210127612,4,4210143084,1
4210133463,1,4210118089,3
2800004676,6,4210105396,1
4210104430,2,1326498283,3
2800673973,1,104778310,3
136199984,17,2800492654,4
1307034911,3,2800201669,1
4210153564,2,4210108472,1
204730241,40,4210094297,1
4210162753,1,159948400,4
4210161229,1,4210096333,3
4210166835,1,24768866,3
4210155236,57,4210095629,1
185474147,1,4210130663,4
4210165805,2,4210094241,3
193775966,3,4210103122,4
4210105924,3,4210151428,1
4210089438,1,4210143247,3
114173286,1,64157871,4
4210163714,32,4210128313,1
4210115157,3,141596103,4
4210157617,1,47720641,4
2801649442,12,2613432,1
215927,2,159337121,4
4210127243,2,4210112672,3
4210121842,1,134820265,3
4210103178,1,1280207039,3
3108100993,1,1300891529,3
2801323708,2,153976015,4
4210094640,2,891764251,1
2800570549,2,195460627,4
4210165176,1,4210107876,1
4210130778,1,99542240,3
1305996414,5,34403800,1
4210135388,1,4210154319,1
4210154111,4,4210115903,1
154526488,59,4210156758,1
4210093021,1,99542240,3
4210112443,1,4210124779,3
4210100158,1,4210148385,4
4210132751,1,4210132838,3
126595936,9,4210096574,1
4210158413,1,4210165961,1
84606831,1,4210119124,3
4210155815,4,45084792,3
4210141654,3,204730241,3
50863359,2,4210095817,4
4210094324,1,1294586568,3
4210092208,1,4210110767,3
4210117042,2,4210145664,1
99542240,42,4210093021,1
4210096333,36,4210112382,1
4210091104,1,4210094152,1
39705031,1,4210091133,4
4210092036,1,223822909,4
4210097863,1,4210148025,3
1306339040,5,4210134493,1
26359584,2,2801261953,1
4210156974,3,188626449,3
889458895,1,4210094881,1
4210104572,1,87216513,3
4210104436,2,154526488,3
193223587,1,2802934434,1
100532134,44,4210143888,1
4210160875,1,2738502077,3
4210095849,73,4210100283,1
4210095419,1,196817621,3
165932596,4,4210146690,4
2802373619,14,294728872,1
4210087099,1,134820265,3
4210151990,1,118019719,3
4210097199,1,126595936,3
16452829,1,919571938,1
146461966,3,4210120860,1
4210125531,1,4210115825,3
4210146804,1,2799517759,3
4210166168,1,4210105738,3
4210162587,1,4210111658,1
2799435780,1,26080491,4
4210151461,1,46529539,3
2802646605,6,2800540659,1
94396219,2,2800427677,1
190752583,1,22248866,1
4210132425,1,36940870,3
4210100222,1,126595936,3
4210125492,1,4210107183,1
4210152181,1,4210136757,3
4210089330,1,4210157085,3
6980041,1,4210142480,3
121934306,25,4210143177,4
4210132761,4,4210109126,1
4210155607,3,100532134,3
4210147170,1,4210150086,3
4210132245,1,4210128615,3
4210156709,3,4210140859,1
4210095481,1,2802373619,3
188127544,1,4210124982,1
4210128615,6,4210139850,1
4210088209,5,4210133888,1
3194301210,1,4210161553,3
4210108720,1,4210099947,1
4210125472,1,4210165351,1
4210125633,2,31746571,4
4210127387,22,4210114952,1
126859394,3,2800445679,1
4210145781,1,44892455,3
1337719021,8,4210115521,1
4210143017,1,4210110693,1
4210104196,1,4210146412,1
2801839060,1,16391192,4
4210089895,1,65837984,4
4210087821,1,4210101938,1
4210132422,3,204730241,3
4210156325,1,1324840837,3
4210163017,1,2799520015,1
4210112690,1,4210115857,1
4210163537,2,4210154152,1
4210148896,1,24768866,3
4210145551,9,4210119055,1
4068193,5,4210101313,4
4210138940,2,4210154003,1
4210138501,80,4210126939,4
201181511,4,4210123702,1
4210150872,6,4210153067,1
2799886695,29,1322918889,3
2801754638,1,205092303,3
2799899409,1,197251160,4
4210104731,1,2802644128,4
4210101479,1,2802089280,3
17972996,1,105454292,4
37048141,11,4210108545,1
4210138501,62,4210119757,4
4210117194,6,61937129,4
37797678,1,4210133696,4
4210164537,20,4210114158,1
4210138177,1,2802146118,1
1293302089,1,4210161097,1
3121987637,4,4210102755,1
4210134648,2,195731000,4
4210166444,34,3019667749,1
25399158,5,1332387789,4
149851306,19,4210147706,1
4210120813,3,98702875,3
4210128615,20,4210161772,1
4210117977,2,51101395,3
97018004,5,4210143036,1
4210159346,3,100930933,4
4210145636,1,1341412227,3
4210092509,2,3019204325,3
1337852284,2,91045830,4
4210088987,1,4210148025,3
4210110115,1,207624831,3
16097986,3,4210101901,1
4210122036,1,4210139577,1
100288624,1,2799693246,3
4210092354,1,4210115317,3
4210101239,5,4210139368,1
4210111161,2,29607241,3
47881588,2,77377906,4
2802080466,1,105869082,1
4210113457,1,4210156018,3
2802096936,20,162403527,1
4210123750,2,4210141177,1
4210139628,4,39804081,3
1306956679,2,1340226911,1
4210145672,3,4210141961,1
131840922,1,2801037857,3
4210132582,2,4210125474,3
1299457549,1,4210127216,3
294728872,1,2802373619,3
143794436,4,2800200783,4
4210101661,1,136150977,3
2800360054,1,4210092852,3
4210149022,1,17647740,1
4923324,29,4210094097,1
4210128300,98,4210143235,1
4210160202,1,2802882542,4
4210142595,1,4210088041,3
4210112888,3,4210119878,1
2800534741,1,2800387288,3
2800387288,4,4210154474,1
136199984,19,107606265,4
2801037857,1,131840922,1
4210166323,1,4210101239,3
95056601,4,4210094322,1
4210149555,1,4210102243,1
4210165061,3,4210088668,3
4210166171,1,60638368,3
4840577,1,160992636,4
128956969,1,4210104138,4
4210160422,1,4210145274,3
4210115375,1,4210148549,3
8901234,10,4210110549,4
1312008915,2,149581226,4
4210150854,92,4210093283,1
4210112303,2,98677209,4
4210102983,1,288496929,3
4210155236,68,4210131270,1
4210154132,1,135428043,3
4210129336,5,3018987834,1
4843557,2,4210127387,3
14197495,1,4210103610,3
193670377,3,2799309473,4
197773855,3,4210136545,1
348718759,3,180771373,4
4210120310,1,2799299272,1
4210116418,2,2802675693,1
84884186,5,4210150491,4
4210134736,7,4210094984,1
2801674040,1,90735388,4
4210148470,13,4210160338,1
131077856,9,4210112109,1
2802902549,4,168635309,3
4210109720,3,4210162804,1
2802993344,1,2800387288,3
4210094122,2,4210131466,1
1292875679,17,1281210470,1
4210119038,3,47508984,4
4210117279,2,4210129022,1
70699430,1,4210141550,4
4210166865,1,4210155236,3
4210088668,58,4210097332,1
4210089561,1,1330063522,3
3019878935,1,4210154111,3
27746466,1,4210137815,3
2799419803,3,4210132331,1
4210141577,3,4210100831,1
4210086790,1,1283582996,3
4210137004,2,4210089187,3
4210137570,1,75092371,4
1286751378,2,110261225,1
4210154111,8,3019878935,1
4210091812,12,47396830,1
3133213366,1,70699430,4
99542240,23,4210135200,1
67348948,6,4210143288,1
2799702486,2,25041050,4
4210114638,7,4210102493,1
4210158905,1,4210133759,4
4210160688,1,4210095849,3
4210113483,1,4210120810,3
4210096427,90,4210128656,1
204553293,1,4210162190,4
142263535,4,13591777,1
1336096307,14,1289387233,1
4210139971,13,4210137101,1
2802109268,10,4210144625,3
4210128615,2,4210113111,1
15057530,30,4210157089,1
4210137409,60,4210156366,1
4210119147,2,36234482,3
315704651,56,4210139962,1
4210145315,2,4210125472,3
2802321740,2,1335289525,3
4210104775,1,4210145551,3
2803033815,1,2802772831,4
4210126422,2,135117807,4
141945490,1,2802902549,1
63966007,12,4210157710,1
2279609970,24,4210139807,1
4210092204,1,1313323035,3
4210104814,6,4210133335,1
4210161263,1,4210117042,3
4210107625,21,4210105943,1
2803034837,2,275799156,4
7449891,1,1289702989,3
99364266,1,160344538,4
161929037,6,4210119023,1
43980791,1,4210103162,1
4210091279,7,4210134185,1
4210151334,1,4210088668,3
15057530,40,4210111639,1
2801500532,1,2802080466,3
100532134,32,4210145913,1
4210134321,1,149899117,3
99542240,30,4210126458,1
