work_id,reference_seq,cited_work_id
3083505804,90,2130395424
1620417799,3,2073695761
2744636530,141,2253353872
2338554587,111,2032336910
2136296673,11,2003125878
2223859066,28,2005667454
3142519369,5,3101976787
2183307788,1,131211302
1999433061,9,2099101338
1590524838,50,2132177152
4393064519,395,4285285367
4396476269,28714,4395640094
1499911906,6,1505787149
2943533796,5,2554433381
2902012110,71,2131362628
4388069066,7,4220857417
2040848164,9,1973164496
4307680057,18,2582743722
1557499548,26,2024683261
2560487021,2,1988722541
2059649613,76,2169751289
2041575304,58,2166649563
4315784090,87,2397216211
153197166,3,2008239562
2732061114,19,2043323520
2253437004,63,4229750850
3214700293,48,2974331931
2101423534,7,2164802716
1976562531,2,2071116685
2124814193,35,2973177966
2022845707,55,2071388087
2047007099,5,1974400753
4285009073,9,2113666979
4225123090,106,3095915106
2288525366,46,2808168484
1976512845,7,2045690336
3102651354,8,2046412723
2971010104,25,4229909943
2060589124,11,1991313994
4395684607,3,1972726488
2588016346,14,2023987706
4401504393,94,2810097944
4312314430,14,2996834127
2107560105,53,2276707897
4388913040,89,2147784489
611450834,35,2114198575
2799115605,38,2121187587
4320724292,11,2020925091
347050699,3,1640694321
2329936184,24,2013351745
3008329436,15,2096968458
2120084680,4,656661255
2940597882,39,2335635526
2990642503,16,2085385902
2113477695,69,3122008562
2312054225,7,1980765088
4396761649,39,3128008720
2767217625,24,2615560448
4394597805,32,4310506254
2036682213,9,1998005312
2728955466,8,1580991758
3007760386,33,2560164242
2957331849,6,1999674243
3033528086,3,1606931280
2148368961,24,2119262951
2703020394,40,2113796336
2914080528,16,2061404712
1976581593,5,1967522514
2316081349,22,2338765002
2727310490,175,2112642174
3008430105,53,2946844993
4288445078,142,2753307237
2963855202,11,2033064188
2159827079,23,1985217190
4224935914,33,2467964007
1971941161,24,2109434325
2946578054,26,2472871404
4306650066,41,2902031025
4399419138,9,2018579015
2071039753,9,1997126459
1968763495,7,1981926923
2888619763,15,2064622864
4399572107,223,2166080990
2790799812,3,129290829
945252073,10,2056351390
4312511250,6,2115795793
4229653989,3,2321408885
1930640507,27,2090398333
4393179273,5,2334865393
2103335532,4,1989585093
2162946624,16,1971549481
3154395592,3,180266173
4220709355,176,2410631057
2949895405,58,2134362824
3163329314,36,4251655551
566112830,19,2039478088
2971488640,12,2042829386
2119122098,12,2017917512
3105915909,32,2058478698
2128036895,46,88905283
2126941768,2,1968156103
2152577697,55,2402371133
2898116084,19,2132454074
2896272660,37,2610917315
2169269326,8,2091227776
2597854106,37,2482810775
940608071,2,2888832019
3083734361,6,2418003259
582149253,53,2049538131
2167457799,11,2798333393
2312472492,12,2050926994
2108345780,17,2011093421
2970854877,51,2562803331
1993021848,7,1992335740
2061479020,2,1964296752
2290369596,3,2415709551
2607446879,46,2177743887
2036667918,31,2332603240
2779139350,6,2159418097
1978804951,6,1990100741
3213315824,68,2044585071
2238835662,107,2149636694
4367681375,38,3174534357
2064920668,6,1977309025
3119539575,35,2047365750
2055185288,34,2093902125
1967845746,25,2037630069
4367277042,35,2929383920
2613300456,24,2076548798
4396691140,45,3147512375
2517646904,56,2155950076
1994977370,53,2176421987
2004860896,4,1977014756
2007935828,4,1967344706
1602694783,5,1541091366
1990104421,5,1972168556
1501448446,1,129245079
4242827103,93,2066812341
2476137197,37,2183463966
4391487251,26,2101166532
3087443098,7,2616658146
1981255905,6,1997060370
4362697583,22,2011193216
3202701206,39,2890296934
2038894452,18,2061976407
4379519687,41,2941654593
2768369790,10,2038567436
3176359556,27,2068384190
3096467062,15,2137794412
2979986826,133,850942841
2339422836,7,1547253197
4200378374,83,2523098605
3091095565,27,3031209830
3163793717,76,2051447373
4223973770,49,2165188489
1518343529,241,2151268001
2926101273,20,2024336598
2013340586,67,4254338054
3197387768,49,3010131801
3025935377,108,2966838329
2038440089,22,2066651413
2982256929,16,2182175158
4361215574,36,3161194468
2024754079,7,1999099508
2049505623,1,1486394209
1665157914,2,120684045
4380290481,24,2152787798
2407617969,51,3124253918
2314558957,2,2078045658
3001016366,27,2086551610
2951406485,16,2592163020
2009123193,19,2016693962
4200199170,3,1977804070
4308632576,19,3008142037
2521529825,59,3124982262
2131504368,6,2061249540
2767889748,27,160485090
3112989015,12,1996601092
4385494773,45,4309187460
2885944088,8,2001415936
2485832273,1,1509779996
2048294166,33,3121420420
4220889895,118,603322726
3035171818,18,4285719527
2061654999,19,2045103809
2296931024,20,2497948891
4396498803,24,4294870714
1538103615,12,802422569
2500286945,14,2001335947
4396477651,9051,2963814825
3148764385,26,2044746711
1916962203,5,1829800625
2488038430,322,2106004510
563138873,7,2027679285
4247258490,9,4236114189
357849410,6,2033887763
2040677186,9,1971714657
2129489730,67,2273605253
164234929,38,2037849908
4384131009,52,2915143400
2655634269,107,2071346677
2102490102,1,1530922050
750512421,1,123140645
2322089785,1,1990653418
2316318857,91,2436418071
3216125528,38,3040730193
3183255552,33,4235548065
4211061881,26,1981019503
2540565574,6,2072842422
3207133569,33,2942127557
2980955914,22,2064148553
4311521302,16,2081081417
4230841441,630,2127986078
2118050170,13,2064173223
4380142796,2,1583718643
2071495667,34,2104225554
4220948580,30,2101369717
2291707424,46,3101340567
2480806702,44,2129623485
4245222859,3,2029009451
4308919251,11,2159357141
4388017776,4,1620676536
2466109530,8,1953206975
4399669301,1,1040971189
1723524309,14,2009791000
3089151899,3,2007000076
2291111420,16,2127656840
2037691267,5,2092675819
2097427582,14,2164307997
4401359860,4,2032045091
2054285044,8,2043443939
2909577648,21,1988863867
2037672487,14,1528198451
3135841857,60,1996573346
2472356820,11,2060101342
1995070284,5,1967682074
1964887266,65,2047783723
3163411367,19,2100470808
2144119283,34,1984239386
2288543822,24,2164741971
188967802,32,2022842289
3111796195,30,3038460702
3174953405,49,2366391576
2181602349,30,2744976601
2042254802,15,2119605074
2109153604,2,1984635551
2088619967,6,1500864630
2995211254,23,2138312278
2067841301,17,2033442525
2129149506,69,2444006053
2081695975,10,2057022440
3015748058,30,2777497967
2013973791,3,1486135597
2509456780,20,2598462538
2091829269,6,2028259636
4283717651,12,3040842087
3151477174,57,2147615532
4366543949,120,2061857936
1914770526,21,2164642047
3164404386,85,2998617760
2058214993,26,2063345917
1489812173,8,2074398984
2086254700,69,2087408157
3120806656,26,2084122112
4377966394,18,4296806572
3180635616,48,2951667582
2145114833,4,1704349510
3181382165,6,3013649357
2782232404,5,1995783445
1982850956,8,2095480321
324065504,9,2121795212
2797257533,10,2054091530
4399950345,64,2972055446
3009702064,1,1970450975
3131111159,38,2557981253
3000679478,42,2766183371
2079771075,11,1997056879
2949562486,30,2158270878
2064876540,25,2138298813
3134569799,12,2006716353
2043943965,29,2012062191
2340875742,1,2208919982
2953456227,3,1602744129
4378679236,494,2280525799
3013126018,3,1975816343
2808485586,34,2139137304
4388922153,57,2155802808
2119916473,10,1973588708
1569252042,21,2021910782
2898712312,4,1920022804
4391843711,10,2623960849
2144980938,17,2146542837
2337906510,36,2106405076
2072187300,10,2268566526
2765645363,25,2100130392
194032642,13,223983501
2128415331,8,1593821722
104074769,15,1985907182
1980358761,13,1964911695
2219622712,370,2072739626
2888343324,5,1751218274
2989838635,4,1968012242
4393374892,26,3042024604
2053710771,22,2130932802
2097478651,2,1968867067
2416175268,21,2158238104
2742737546,69,2165970680
4323040242,48,2911407401
3031062496,218,2949326460
2410146751,8,2050400392
2125183015,41,2030274767
2322773296,10,2023178196
1976551173,19,2048093472
1963790829,8,2005066788
2064820264,8,2013387731
2905907949,13,2213154252
4396982402,5,2097101695
3173151309,13,1998968098
2015118231,9,2021442034
4239259312,15,2019185643
4387387368,83,3048377205
2335872881,17,2079395652
2020398032,11,1667880824
3209655871,2,1802734970
2146934311,15,2033037893
2125295729,18,1988689678
3039811246,72,2951949293
4399456867,59,4393332667
1963845422,18,2066129377
2106483486,28,2066364365
3121881171,99,2037809736
2893479947,29,2944833780
2150594226,6,2008574884
1979452725,25,2113317644
4362513452,65,2033507784
4296501931,14,4230390362
4399954167,26,3047258984
1847289412,3,1974464237
2113166746,18,2106072959
2045419679,8,2102499079
207131151,8,2050074082
2286447330,19,2060015544
2966509872,34,2528385548
2892937152,13,2165472249
4399384919,22,2154067066
1993521837,5,2075879981
2113698216,1,124638451
1269094232,3,1981475068
2068686628,36,2108870738
3212919246,4,1968657803
2098383861,10,2100837269
2253709179,10,2024081693
2493644200,8,4321641776
2160781923,70,2158572100
3196006793,8,2766334849
4385899396,73,2988477182
2531785677,16,2146076199
2033843912,3,1997606084
2955386334,64,2016915378
4396473056,15058,3153004636
4239825027,33,2104164338
2054984266,7,2014389641
4289100745,3,1972901555
3176864477,7,2081663925
3135277296,71,3121177309
4388014208,3,1973113717
584661414,2,1956707416
2302490326,50,2073645134
4200144552,18,1998008667
4353114523,3,1968091508
2080862879,76,4241410522
2045121964,3,1596333373
2160320582,2,1482157299
4397001406,49,2145835877
2921418569,21,2535553811
3157259668,3,2766697518
2338659667,19,2156203513
2030151574,28,2087230226
2005216992,76,2135742242
4367309531,7,2580405577
2990824518,21,2765388137
1589534114,24,2132130844
2015678558,6,1983079238
2764756,9,1584416152
2509591320,15,2799244375
2591289205,24,2130610822
1546960731,206,2125747549
2012174221,23,2070468458
3159722941,250,4246310692
2071125987,13,2119271160
2932969462,44,2854246310
2025407295,18,2015965218
1964154806,17,2084182755
2141121523,20,2050601095
2965763358,5,1963700706
2168543710,1,1483247593
4391172705,102,2165757703
2570214724,17,2044736352
2145129242,4,2017685940
2111641725,10,2053920897
1503478587,82,2005304535
4390722027,27,4302764059
2951147552,26,1996845950
3004272175,4,1977465442
2961644025,1,1599994730
2994313537,16,2114783428
2101293665,7,2080742179
2941133789,10,1992673151
2886168604,21,2347006688
2977584249,6,2288007580
2309281425,20,2088798141
4323267640,18,2154173986
2907367562,2,2072406661
1490734889,73,2164043177
125427840,21,2152604313
2893279052,4,2158987912
2290844239,5,2017285226
2087556276,19,2183481990
2164522960,13,2061708573
2212504745,71,2152506548
3197807116,63,2793996318
3182891475,23,4245278288
4319318503,4,2072851637
1996480783,7,2076179657
2809823994,21,2794073143
3086997256,41,2054173856
3195666972,25,2973238279
2887657633,11,2004967626
3211479440,134,2917781087
1493490914,1,1493205734
1966776023,12,1998212846
2109248581,4,2054987727
4392113806,47,2292201701
4379185351,11,2007348179
4224079559,39,3009603545
2989384301,104,2745899485
2606781415,2,1991889221
1970400493,5,1871308790
2222007061,8,1998622107
2127505381,28,2068446333
3209798173,67,4388315058
2060072618,11,1984152382
3090756767,26,2121884932
2095243454,11,2131996381
3181786845,67,3151435855
2078919721,9,2404334565
2998179152,33,2036474910
4394928473,26,3097457142
4390006839,10,2786575786
2564271565,1,1766001296
3142925602,41,3005903325
2065980708,12,2126049819
2957680504,17,2017662278
2996587033,118,3098109221
2052744490,41,2080205914
4386132206,268,2079756936
2732138451,15,2102695269
2111884089,17,2145002971
2053755645,85,2060301610
2610519879,61,3189691491
2011162943,1,1973728196
4393292587,5,2463554087
2756123195,99,2502308520
4400651398,48,2072793236
2091510602,6,2037341321
2066304281,39,4285719527
4400418313,49,4297330755
2331193179,2,1983970332
4380876110,30,2889703047
2085414856,5,2064322591
4376126456,22,2970450032
2164159598,34,2148301646
2096918836,122,2069039784
2766438525,17,2075122068
2166254581,5,1525298512
4392855750,4,2011314725
2094941927,18,2059868712
4220708887,12,2045238580
2132125386,222,2804311916
4207072210,30,3005080846
4316495595,11,2321403015
4313488305,3,1485771497
2106430854,35,2161487271
4220876277,2,2068200353
4320518871,23,2489707792
2098471137,14,1982204033
4210524111,4,2413402613
1615285815,7,1982124000
2071164104,67,325292410
2004999339,13,2031462617
1528638364,20,2047389672
1779062176,19,2065405494
1973229609,11,1975317507
4211252551,47,2034939592
4393148774,21,2126165228
2199470777,27,2138304006
4211223039,12,2005933475
4226110110,107,2139648297
2070911975,3,1976505704
3129115300,7,1992678632
2058982328,34,2138676766
4206941335,54,4239180165
2921972943,2,1787645818
4240981671,2,2888547803
4388208422,57,2137228215
2170203827,12,2066671865
1679844312,12,2044743392
4401243308,38,4389144415
2889110921,17,2016341248
2070725556,8,2087581166
2093918884,14,2020094108
2054172381,174,578857098
2147839168,12,2066570234
4361275758,31,3023690151
2028550798,22,2320490494
3165045313,13,2089370451
2984470454,59,2854457084
2108051921,11,2124886112
4400217543,339,4221012939
4280567970,7,2196858829
2759860278,10,2559874490
1975375507,10,2113545934
4286508400,23,2901510026
2001742949,3,1558578705
1749523813,3,1980550756
2083878033,227,2319300365
5088033,9,1595254618
3194409436,7,2077459493
2047454888,28,4251015067
1975782369,29,2168255842
2626196906,6,1548131543
4224862673,8,2154179758
2106793122,24,2056461887
4239170634,24,2124624517
2092455096,112,4239022107
4293801746,30,3124809059
4387241346,18,2045842553
1974637702,31,2166776259
2169560853,24,2075622463
3163177409,22,2997574937
4313560666,13,2074682976
2057321840,8,1981273978
2014856743,12,2060821688
2183950926,21,2095735650
3137916468,3,1990171304
3105077165,5,1973886907
3139625148,1,1487659884
3016719408,1,1967800783
4220656328,71,2751554139
4223982652,2,1170557495
1992471472,11,2060678271
2080258065,45,55541205
400679845,17,2098015410
3183486641,10,1965853167
4389786279,10,2035917165
2886446819,12,1963639973
2339069803,18,2032764811
2728212824,1,239897311
2902234706,3,1536168843
4367318129,28,2043766645
4311765309,175,4220902478
4289996033,14,2703342537
4400145404,63,2386899142
2063987227,92,2978126214
2885810180,25,2059909808
1608014671,206,2099389333
3111548073,9,2131754429
2154670791,4,2137237955
2083402106,7,2061429475
2165289443,20,2117137267
2314202997,13,2332539351
2484454122,19,2092764139
3204132499,10,2569468743
2318729388,32,2087190521
4389435950,31,2117569373
2072723735,17,2033381507
2956955306,40,2706221681
4210964766,2,10755972
2890449239,123,2044276102
4211262684,39,2048092075
2141173072,42,2159987448
2008166670,12,2083380178
2015842151,31,2047322051
2619730559,28,2092817904
1796869337,9,1998907352
2017200644,22,342084416
4287016864,26,3011773733
2079388755,9,2038816853
2176561492,157,2285328448
4387859982,21,2330092414
3123864208,30,2152890826
2484401510,203,2285478951
4386934794,57,2036283295
2607027690,2,1952668055
2060222832,22,1999242870
2767328419,27,2049468624
2912841804,4,1626398438
3158763538,29,3111255098
2128158423,41,3162011774
3005139354,11,2023359839
2800362828,7,2579903534
597407506,22,2062969241
2056550857,3,1981965072
2072011201,37,2148861332
1595631711,29,2062714310
4290876610,231,2057721545
1989867310,2,1631404465
4210699261,92,4300457125
2320170093,5,1981113567
4396749255,58,4213108887
3197337447,68,2961094452
404372844,22,2143874312
1635602827,22,2108658789
1984759297,7,1977353102
2097032189,8,2008590973
2612850519,13,2067547116
2884118774,12,2000851328
3124900518,61,2144963045
2160207240,14,1964728232
2003822918,33,2053636413
4310262009,94,2105691517
2052509958,17,2026873986
2747085354,18,2282014765
4400575911,51,2944542908
2085752124,15,2799188503
2272495177,3,1971704891
2904788213,63,2766954211
4392408566,2,1969394194
3165828176,15,2225439238
4286615947,15,2163004454
1985341951,65,2138324650
3168883493,16,2147334256
4310969320,12,4213161689
2030439548,35,2153511320
4389510182,7,2030672557
4307198167,37,3177198120
2035674882,21,2084630952
3105304523,9,2162787010
1988151307,26,2134992046
2515064699,3,1972235863
2254525613,8,1975715410
2011113243,42,2088357803
26885045,75,2168347706
2133944201,25,2136242594
2806094366,52,2806496645
2000230114,17,2158492215
