work_id,reference_seq,cited_work_id
1978665839,32,564144892
2080870722,21,2335631045
4401699661,33,4389589462
1973759211,3,2019060784
3190296150,3,2076948725
3123742887,2,1565699018
2160121286,18,2131266318
2137452168,47,2095428663
4210509276,199,4243926376
2078729788,3,1968279217
3094000868,27,2963574614
4399279978,2,1770509296
3199811834,3,2886381549
2607353828,11,2248884053
2951720894,1,1497289281
2049752045,22,2088958446
4387965058,42,3045699378
2040378610,22,2054531722
155664083,21,2014056397
2290380755,5,4245738540
4210396503,19,3091834589
1496868281,32,2136254033
321141582,19,2402364752
4296430586,4,2010334716
4224034162,25,2131401975
1965621232,5,2006896236
1984015806,13,2031515733
4285090369,37,3083482543
2023472530,13,2395169451
1520769724,82,2120314861
2076850046,25,2152097958
2767900151,7,2009252564
4297364339,61,3125638394
2911550273,19,2035839217
897305,7,2059105183
4308484235,39,4210480645
2017977583,1,1272054352
2783628087,18,2250305120
2777308273,10,2014805759
2335442319,5,1997158078
2025812665,4,2073440460
3034453476,49,4256168680
2154039829,21,4285719527
4310242107,4,1997420192
3096403953,61,3108567500
4312200054,46,4214495295
2127726843,13,2266946488
2152174756,47,4255069387
2104993345,4,1514545105
2515250839,249,2156910794
2972879325,130,2539625657
4400074973,14,4285593742
309883808,16,2562197038
3139731047,9,2611605052
2972094735,20,1995163121
2045257177,18,1975450279
4387965463,10,3121975274
2247089523,69,2007142030
2744340332,9,2157415784
2079017113,13,2024390877
1781269729,181,2341680509
2082141076,15,2149990997
2890522510,34,4235345571
2197139568,4,1971729059
2475761080,19,2081310697
2399139263,1,1888839365
2110324109,67,4248230377
2773940133,7,2006514574
1904195535,20,2308071406
2927337270,76,2896055880
2088029770,77,4249810335
818049784,52,2133105878
3183651103,102,2578951881
2000882972,2,1880913381
3038817278,7,1982888518
4243331702,132,1987841672
173302013,9,2000327861
2785584187,7,2253665267
3040924554,63,3123622759
4391171483,58,2037719222
4292624159,23,2059988698
2521739467,4,1728792544
3178253938,158,2921791033
2789927231,17,2111068394
1982202108,6,1975515096
1741597568,224,2158222839
4386526367,204,1976927279
4387058562,12,3172153656
2997913723,8,182721069
2908217770,68,2042225246
4214921734,7,2016640113
2543661385,4,1559698480
2082343885,8,2014906282
4396229670,60,4226494502
4255056058,218,3188175981
2891070794,63,2762398283
2008017128,33,2046698661
2155765257,159,1978029885
2485480723,17,2401447842
1970256064,34,4230997289
2785911820,33,3105681075
2090942427,16,2073656841
3134875446,19,2331441780
2182576527,2,1559788804
1837964854,12,2086753092
2947737442,5,1978508289
2623781429,74,2026182757
1984242787,21,2061056006
4211115662,206,4469000
2954099799,64,2146896409
4396893597,45,3202205039
4211256722,52,3044248583
2081945177,33,2017074795
3183597902,20,2798645147
2102474919,36,2086549112
3080991769,27,2148081164
2801673749,11,2041665587
1997902903,22,2157079677
3002279589,25,2020361484
2009401666,7,2004418957
2860939014,31,2590623393
2919077671,13,2067506266
1977782487,1,1480245711
4224241058,56,2144333365
2990924295,35,2561276910
2605474554,23,2067638289
4388046737,4,2971760145
2074610552,121,2146325157
2164702298,4,1992109630
1585724491,1,1221572601
3042892707,29,2157504436
4392921273,45,4281765054
4313460463,11,2067781064
2890619177,1,171375216
3216322752,155,2300409726
2269678670,7,2011824431
4294704743,4,2032770989
3019536458,8,1995744610
2891168834,20,2160047662
2003029561,8,1990664743
3091210438,7,1998671658
3169326988,3,2084402364
99257850,26,2071675609
4396479214,1918,2275935573
2149692872,25,202517773
1985665205,118,617068837
3134061751,31,2108526246
2919169578,6,2117004792
4387541766,29,231975775
4399827041,330,2485934324
3000620527,8,1990425331
2014395572,26,3112549798
2049750486,16,2007628136
2093826056,1,1576940757
1990551657,62,2020700198
2078755118,14,2026907619
2899449596,44,2008613996
2488807131,20,2047462987
1836104590,53,4243565408
3159556851,31,2109867978
2907274225,24,621398512
2042753388,11,2052115275
2973810351,1,1492832882
1994838677,7,2141422361
4386757271,41,2791126981
2147853471,86,2002410981
2098968611,206,2159305586
3195217762,9,3096071775
4220726909,14,2018623014
2613913854,1,1546889387
2479005965,9,601414539
2898948971,26,2041008551
195739447,140,2099788768
2118146023,23,2032629631
2021183900,2,1510172107
2064023966,8,2040047144
4296109589,2,3018746868
1543109007,19,2314580375
2765388651,7,2963269351
3027863412,25,1995450187
4232989080,18,2122633359
2054254833,5,2086504673
3159198110,12,2523353368
2080547141,217,2243947104
2148445464,15,2010742503
1538496772,248,2080481837
4385460878,3,1997315949
4378838609,7,1985453423
2891304544,65,2531262395
2123941982,7,2097595736
2144743742,67,4256503849
2795912868,50,2198891478
3150587789,62,2094592414
1994717899,15,2009231273
2049789991,13,1593035204
2996887116,12,2014946273
4401590472,21,3115190352
3166214041,312,2157606216
4360977413,41,2035695332
1966072575,13,2412280425
2119601906,10,2148302210
4200438207,26,2550505199
2735063619,7,1997571766
2317114822,28,2063128235
4323767092,56,3130445046
2781694296,43,4294216483
2182812970,28,2139520931
1979605725,18,2138031924
1974183893,6,2333000623
95997309,25,2236219299
4390268623,29,2151817029
3046661650,56,4246301113
3083958826,31,2091486842
2997019218,14,2132784310
2015380892,50,2032702940
1971235693,3,1973305997
2551654500,24,3123544265
4200125075,55,2914231045
2341140025,13,2501485413
2060946283,31,291070652
3142534204,29,2794237574
2962822284,49,2312545875
4376128907,5,1987857738
630099228,28,2077311993
2073261977,58,2124319352
2023365160,47,2104599604
4200103629,12,2211225192
2478503813,11,2108033148
1985792473,174,2151838237
4390886627,8,2050014924
4211164468,2,1997391067
2173485132,32,2153923621
3081923299,210,4301759337
2970374624,1,2080009070
2788175285,11,1979162595
2511760661,30,1998249001
4283215451,21,3004284880
2033509297,32,2261954739
2003779690,43,2139897195
2079936089,6,1533179050
2098581475,13,2055916423
2068308533,3,1601251001
3084607269,24,3015671971
4205288684,13,3105039497
3036895530,19,2800898715
2014965149,9,2795588595
2291201810,13,2148129518
1969982614,4,1985272351
3009763285,10,2139109550
1918027543,37,2125916510
2609138615,14,2045287414
2009352686,5,2012209068
2125370834,34,2079625253
2509170972,22,2021064499
4211199344,4,1486961386
2157700413,17,2103651014
1239018456,17,2078222650
4387172158,24,2964739206
1966678557,219,2076513482
2612247019,42,2106111156
3039546911,10,1985474124
4400795696,177,2168671364
606126603,92,3125395982
3161670170,15,2049069390
2012951724,4,1583314545
3033346793,25,2336613926
2893794562,35,2077061040
2018303300,5,2001325398
2594459135,83,2468016588
2003510120,20,2056955066
2236363321,4,1965281658
4381135206,48,4225336112
2009165432,8,2012636255
2120876137,8,2021658870
3149252901,5,2416643190
2068718620,7,1992013240
2052345683,8,1988387549
4211099269,169,4393984873
3130725909,3,2003745268
2289405905,12,2104659224
3149988538,9,1998754678
4319344910,13,2887576264
2093499396,16,2163478321
4389728863,32,2017707648
2014090135,22,2109848442
2072718243,4,2033652519
4389081215,26,2154660940
2341230616,25,2141235713
2305385960,39,2105118677
1685106946,2,1562201333
1987905137,3,1634117050
2796523960,1,1390923
3082137071,3,2061569421
2069802481,2,1831050183
2912349112,140,2066233149
4303449333,31,3152466722
2142293107,29,4206399056
2402295432,1,1779915479
4399505112,37,2136164403
2085233494,45,2082156490
4317360428,60,3157372190
2768633927,61,4255740379
3010330442,6,1984812591
2804424626,26,2036246690
2063943988,11,1975693163
2799411755,1,2595466041
3105583408,18,2002928898
2008864708,34,2050460112
4283590210,12,1992921643
1979166071,18,67774090
2167254746,29,2025227689
4389546614,22,2104696204
4225996867,132,2022044552
4395008212,52,2885528478
2055676971,9,2102280506
3108244908,43,2055750908
2491740002,31,680769
2908799040,10,1984458237
2613084262,27,2171225164
3044276194,41,2907801327
1963666998,7,2005057986
2070324531,25,2062291757
3127084336,65,2113946341
1973516431,55,2129736369
1988112627,2,1986998271
2121102186,8,2118782734
4390118049,8,3154288086
3021403445,21,2129017590
2023100234,4,1981097699
2033896163,16,2163647011
2090983518,17,2125134816
2090980479,30,2096483002
1666383051,20,1996973063
4395112294,15,3138194549
2021858962,44,2114999674
2499569610,126,2334988231
2071147748,13,2094588995
4302071883,8,1979574168
4380990081,22,2774522113
3084010599,2,1949231392
1747888283,85,2098425678
2885617141,32,2078361694
3118215802,9,3105573943
4366682876,55,4282840844
2168762982,41,2137094219
1994279640,95,2167888974
2766451570,62,2582743722
3160146166,96,2106397177
1968146822,10,1988095950
1973618920,1,2330803099
2133451731,82,2028816390
3201707813,21,1656715363
2804468671,12,2006243112
2087482313,5,4252778039
2124559238,6,3100897334
2904008423,26,2768318610
210866906,4,1531443968
4386222654,1,1663623302
2921923108,64,2411091235
2127104749,19,2160270224
2068793819,16,2000848404
3127026278,7,2112732910
2116014377,54,2151175729
4379801599,66,2980490999
4388037627,15,1966895399
2922465845,49,2090115594
2098090824,34,1968162499
1973782754,1,1491275120
1991521802,18,2083309263
3158802931,27,1974142016
2560043946,30,2056357169
2341537869,36,2135592020
4392851581,34,4214592154
4400411412,34,3037275269
2089385019,13,2047836433
2105634273,8,2105074350
1594709771,4,2014912361
2085309500,16,2126859790
1989543620,19,2033463677
145855121,8,1559496265
1963604934,18,2030876024
279788167,11,1990259996
2027304802,7,1978707043
4393442891,29,2945903443
3158036182,3,1838236327
2284882282,3,1670343545
2083979121,10,1987571936
2012991711,23,2472465431
2161808137,5,1502304292
1991529578,8,2041723310
3003765033,21,2808711605
2074610199,21,2005946098
4200297755,26,2064539345
4380869590,3,2042803196
2806126291,71,2557506312
2745770552,53,2149699202
2040463273,15,2045394403
3040833451,39,3006030800
2806489314,117,2780093346
4391650187,10,2086146164
1520233528,14,2020947268
4385728617,22,2609747781
1525002961,10,2040209245
2030867345,23,2023953172
2048171963,43,2182838654
655862992,2,1965889646
4386879790,4,2954308787
3047469768,38,2593210183
1716584792,32,4234523985
4390055366,17,2783008516
4390228304,19,2024831841
2618956022,19,1971228802
4385282247,17,4247465692
2788931766,318,4214686098
4399253603,9,2067306792
1992455725,33,2026377042
1986984173,13,2491560469
1991445274,5,1993882471
3044078758,1,1768967549
2090432641,2,1985172277
4390969542,103,2941016646
4379285177,16,2127233876
2064844416,45,2012139740
3133929582,30,599935041
1579290917,15,2060326004
2029414390,32,3098985359
4254497260,73,2188425227
4222873,5,1976104630
2949214486,5,1979290264
4245712284,21,1536901694
2789751898,46,2010809763
2097004280,251,4235661393
4249670361,1,1501283731
2942639506,49,2951922635
4398232059,4,1994087039
4365515469,66,4285008813
2956080421,47,574700118
3083594565,6,1992895455
2147734470,66,2025921758
3048819946,29,2134670672
4389941622,8,2083355959
2191456686,10,2041622874
3123035312,77,3013279862
2768647800,48,2196576
3178949565,41,3011701533
2093026288,3,1569261011
2013675215,40,2130767924
2998457040,4,1972431664
4396890354,12,2177456299
4381051837,38,3158618246
4391310813,32,3017055969
2104536140,9,1987519599
1971841876,30,2002551040
4387341885,8,3094230861
2063140221,25,2790510768
1813139757,15,2161622703
2111533515,181,2488733928
4378473294,5,2580564179
3215719145,32,3100857721
2014299516,8,1985825519
4306711437,21,2293278519
2006668674,4,2048478324
4285105404,1,1110793934
4310886131,57,3047826264
2097989709,12,1995759672
2129272331,2248,2417554530
2028839603,96,2155894163
4385197415,9,1983235041
2168421830,49,2040890518
4254071838,46,2074250575
2091661410,17,2787959293
4248893215,5,1983364005
2752149815,26,2088241124
4294724695,47,2942359872
2781654316,51,2042295861
2582261200,24,655150850
4214577147,66,3025928378
2810154598,10,2137040237
2029838326,10,2947616043
4391307528,6,4312764433
2885248577,19,2022014262
3108520159,217,2582522217
1490067654,1,2097512226
2620740852,3,1707715928
2044740828,7,1983840007
3209547633,9,2124680157
1637475772,38,24171925
4247159600,18,2107045528
655578730,10,1981476968
2116993590,26,2046278818
1927277048,3,1850462059
3133504341,5,2467499324
1557788284,18,2143002484
2040803722,16,2019613319
4211113954,16,1982694455
2151990508,18,2058482321
2145834005,44,2523554452
4223550008,37,2135046866
2014127727,15,2015046129
2960566682,1501,2613420687
4295662477,19,2066529897
1998476297,27,291244264
4210496492,205,2971790873
2083123326,25,2070854896
2982347600,161,2801121811
29201331,28,2068229778
4205813338,13,2008929289
1975062714,11,2038611153
4318970932,2,2996495833
3113244930,40,2794698944
2530080165,20,2163990734
2081300882,19,2244429083
1275222645,6,1985432260
2893909244,27,2182903798
2181529443,9,2158130406
2024200805,48,2318602361
4206190329,362,2081176772
2036707502,9,2139030201
2998574317,82,2515300481
4379276865,32,2947503816
3162324574,3,1644055776
2141380268,10,2042561180
2965642462,263,2898415565
3021795413,3,2135874888
2095519024,12,2999019569
2961931821,48,2767680379
2902541865,39,2161636745
2041264855,23,2035695555
2015236575,75,2125393869
4292602245,23,2618085779
4388840763,41,2968528525
2280266723,16,2101700394
3154329515,46,2898925453
1493050395,10,1954990724
2897372172,22,2586712356
2051521982,10,2022520822
4401049674,103,2809048536
2916140543,93,2105845983
3036274462,26,1998184392
3203977042,2,1492488967
3080513864,10,1974122968
2071564840,1,2952113955
4309245623,30,2055426605
2042608243,7,2013603849
2241953982,58,2410577045
4311040192,168,4242081058
4283457592,18,2068152380
2516439706,91,2144923485
1558355590,4,1905205929
2059011668,21,2088425517
2127537879,37,2109928526
2788153101,13,2035367937
1784060363,8,2018881311
2765629096,23,2619249271
2066874569,40,4321509020
4396218504,10,2007106708
4398770397,4,1975281982
3080516826,35,2336261759
3040420042,29,2748077233
1981455852,11,2047336965
2167703538,59,2090628750
4307172670,9,2588836364
1595459390,2,2166304188
3208474322,5,1975229958
2415087840,7,1976391576
2062751657,5,2019618226
4394958817,25,2516073015
4232776514,20,2279594262
2089694654,63,2044355358
2789809278,48,2475502378
4392698086,86,4319158453
2095312552,36,2069957858
2800103621,46,3124973809
2514450126,1,1607205265
4243477103,42,4212908580
2057833137,2,1629777635
2982456934,21,2538522345
4285534653,17,2756097604
4391481200,56,3093900320
2948217667,23,2122560536
2153641913,90,2462503521
2943687320,45,2001633786
4392406171,24,2097565302
4211257052,54,1969434301
4323565517,8,4283392771
2801108267,34,2058261392
1972865109,31,2426246588
2107739056,42,2138107144
4239936312,7,2135201623
2041364897,8,2136504058
2083864565,19,2045513201
2275682379,198,2604570616
78198157,12,2075219797
3209041513,129,2728752284
4225528001,65,2080872932
4254074303,16,2050407789
2008764598,27,2015224336
4391386979,72,2120022216
2051970553,56,2140638448
2082754354,8,2028499054
3004391789,18,2092520663
1984200333,9,2004068440
3166880004,33,2113851421
2014945584,34,2910576495
2508224627,1,1984422377
3109079830,40,2895510643
1974285913,94,2104383601
2076394755,35,4254119882
3091680018,29,2064089371
2000724579,10,2007842317
2735492353,19,2019481672
2950749428,7,2018413467
2023627982,36,2135087799
4200432064,20,1529185139
2416916545,5,1979860359
4294316315,24,2891621744
2059268314,50,2072396366
2054124028,13,2330617346
2057439433,14,2019441865
2053356627,42,2070260053
3189885996,3,1490978409
2884288687,64,2102459914
4236350397,57,2105816290
4396902373,20,2485995124
4317486744,20,2068909611
1540717769,18,2122065626
3034559441,19,2030375823
2608435985,24,2121395439
3212065084,111,3104367134
3082166063,10,2067586777
2329874032,1,2013027509
1918935744,49,2122952306
4394952516,7,2028464070
1933510338,49,59557567
2275793968,15,2171165037
3099109113,9,2028015417
3189273479,19,2089355683
4378901712,23,3094365750
2760819202,25,2131736388
2052758697,3,1985827167
4221123415,6,2040393699
2966681781,42,2155009123
2047239555,14,2121109679
2327275055,9,1999954282
2024546487,8,1537305692
1597243708,10,2081265073
2411908383,27,2408350305
4377002658,104,3036818114
2791231834,7,2059893856
2165170741,7,2109949577
1996816826,1,1496654153
2218319473,12,2096627731
2505285195,1,1542860243
2335164505,40,2044205045
2062108175,3,1996565200
1977427642,46,4300658550
2081964285,14,2039549904
2388890886,25,28531999
2084588143,46,4243125926
2015295189,34,657579990
3111978536,5,2297951850
4280572229,1,1967703498
2009723748,13,2014127819
12335396,34,2045787527
2136612834,58,2740395069
3011316271,30,2790296787
4400944818,25,3135771031
2963305877,42,2801477892
2462159777,81,2053049526
3010974742,31,2883754977
4392166951,18,2064514539
2746088330,15,2100858855
34881895,16,1992868764
1988833587,1,1972219891
4387885908,66,3047763886
2093706538,4,1553717050
2067980882,1,141891726
3185719074,20,2600154937
2035008510,8,1979483185
2782135138,61,2125108055
146159425,27,1920279239
1983792479,131,264821831
2995921167,1,1632253085
4220934382,40,4256567232
4322617967,18,2071522059
1554548818,145,2111208283
2946394967,77,2239623475
4285731655,20,2135410392
1984445269,14,3125309408
3037254582,56,2206655171
4320039192,50,2899028867
2991366409,5,2015919856
2264772219,10,1827139804
3130899325,55,2980303138
3016686583,4,1876206052
3121900840,73,3122850139
2766762231,19,1978751571
4319264689,6,2901509907
4384625746,12,3034896171
3206230148,28,2160253520
2962784945,15,1999648609
2744876050,85,2576602251
2471630841,19,2085105325
2317859571,9,607616414
2903765500,10,2044465660
3119689430,5,2016850146
4389941296,6,1543116478
2216031912,5,1974637830
2976635498,10,997715172
1952707316,72,2116020992
3212600015,14,2104754394
2979236304,13,2051445959
2950054478,17,2986959318
2080458236,15,2032940634
55665007,523,4241771146
3199694839,4,1981724541
2089322487,15,2029867653
2086426706,22,2090801882
20805804,57,624605942
4394793774,45,4381379637
1968088797,28,2321356698
2085024069,17,2030770166
2019136073,12,2066685323
2324473022,86,2059663663
2945929793,47,2471786891
4396510920,347,2085554530
2085403236,13,2132262225
4381929582,42,4311667440
2525290465,2,1512589204
4398236560,16,2886365093
2057685701,4,1967213078
4401385535,12,2968248303
3200149334,62,3101518712
3047672315,40,2582743722
2804535689,5,2007618264
1628761038,9,2040882982
2130932076,18,2003903329
2000175103,25,2088049952
1996779941,15,2025638436
2387107251,6,2048248191
2094305107,31,2075302810
2077221533,13,2006294391
4391995395,8,2040975718
3005987686,200,2113373827
3108418206,18,3163791259
1971662225,7,1998889981
2164826417,3,1563620825
4296822496,15,2943293743
2053966354,11,2082796638
2168582823,16,2112060380
2071126170,16,2029752585
43079823,7,1982532031
4385740256,50,2513828441
2073071981,33,4239403618
2017184403,38,4300022452
3022290552,23,2091148833
2049183509,27,2025158009
3103259846,30,2154306139
2160385931,5,2010891591
2994211205,4,1971741083
2074817390,5,2063229971
4210979069,1,165799497
3211096923,26,1506165256
2796932479,7,2012570516
2122146564,1,1642211604
4300865100,2,1979196526
2156749692,14,1972265038
2923601983,9,1942214758
2006461057,8,1998215345
3005448666,15,1985281529
2168631973,21,2409836425
4206074072,93,657848321
2018728356,8,2154146728
2092648960,16,2066383340
2132630629,19,2164877691
4211252812,44,2118117112
2947554453,21,2003824216
1515166569,2,2041286598
3123897735,16,2014529019
2039198651,31,2104652067
2091903496,65,3150675941
4283580362,5,2011636111
2086963885,37,2006980554
2118940087,7,61089091
1994949427,19,2102572567
2100827928,26,2150318197
2152027172,9,1981657115
3157392625,12,1994950858
2336725705,4,1858800078
2505119715,23,2079744544
2315711726,22,2056277685
2151376213,2,1531494341
3099953203,51,2333311386
3152116256,23,2155298532
2135021869,25,2045640395
1987575348,221,4246499970
3214382489,62,3037605433
2884752241,20,2485355564
4293780046,45,3134433338
4388775933,15,2921222688
4292451913,2,1977429705
4311900378,4,2026632806
3186866786,29,2942601599
2096224729,11,2056775248
2186186779,2,2051724826
2107303449,33,2162817739
2761752711,5,1814500939
4236487957,17,2006479099
2033610207,35,2608407644
1850271021,4,237194509
3136351832,135,2246182597
4236410698,35,2121856624
2127171053,11,2005868950
2295067698,27,2164390077
2527355825,63,2097803027
4224082836,89,2068984482
2159299725,19,2011920568
2039449094,12,2033811202
4385356571,149,3017190488
2140527158,11,2031612700
1999099720,110,2171551966
4364380588,26,2107653808
2172471384,15,2022349820
3038979076,743,2093491439
2006609515,17,2130284218
3154746226,28,2773513315
2076876212,25,2156198285
2910318997,37,2774738748
2986054062,21,2039371539
2026261351,9,2056131322
2095175309,19,2009640317
2770378607,15,2026777252
3003290400,37,2119719542
4319456241,9,2033515476
1974525155,47,2012250010
2033443673,39,2128215212
2066671398,8,2086472157
2607106098,2986,2151644727
4241273014,14,1977428203
3025765269,22,3007518005
4206808817,12,2041364819
4360838280,11,2038399041
2056602378,6,1979448017
2003503056,5,1965200916
2920968967,32,2911514486
1964149603,58,2129282529
3191656552,77,2910756777
2291623948,30,2136407476
3064501971,93,2158902491
4382450454,13,4225158369
2046568427,17,4247556390
4380686153,23,4243845682
224069907,8,1979877257
4390134899,44,3125499593
4386411318,1,1714665356
2049174550,5,2165064975
4211210488,39,184156149
2003080773,43,4299560017
207099939,9,2083265608
2502161258,38,2941585572
114839291,69,2142928758
4399726183,3,2042237552
2930852784,3,2078110295
2140691215,10,1989954062
2949680617,6,1975139387
2155175104,6,1998186379
1966183048,2,1982398483
4394012160,16,1968871051
2609609120,35,2114250298
2060423025,33,2169534805
1970210961,23,2074577212
2112192823,36,2147320831
2026191585,2,2020310778
1952168368,70,656827624
2518816142,9,2044163839
4322503909,16,3099135014
2000590006,7,2074294538
4297813307,61,2979667276
1998677154,4,1580425878
4401642536,39,3188065745
4237436655,24,2002108217
1982976497,182,2080085826
2008901527,14,2096525658
310407059,39,2088949841
2544938126,10,2016071999
1677159791,39,2905110430
4400901694,19,4293219774
3033370734,25,2328999128
2328606394,4,1988560433
2904597605,18,2099065338
2024949075,6,1971589776
1597223422,5,1599958730
1999256998,8,2011216660
1966949523,112,2101657664
4280620581,19,2064776000
4220711033,37,2803336399
2093971709,6,1647725950
4312254228,1,1974978078
4230288569,1,1593951766
1991636516,18,2093972229
213543091,22,2320904547
4401823745,22,2572473687
2099389682,12,2135226297
4200580077,12,2408984322
4240759056,427,2587266555
3111920262,1,2032849462
2950390322,10,2125817642
3173618281,23,2483456704
39240669,112,2078014915
2022124968,3,1994521117
2994383333,4,1994622345
2009170565,36,2087091029
2136226368,16,1915384043
1549634917,7,2043739848
637807702,5,2005644246
2903505745,1,1604261197
4281687150,24,2791048657
2487426996,4,2013099045
2898217306,52,2807084660
2035721392,10,2039382400
4317606119,18,2899958553
2070821133,29,1912927042
4221157269,23,2156763065
2492948793,64,1977187141
2134778087,21,2157804855
2930303216,3,1978793506
1994389802,64,609172133
2807594136,11,2076383740
1959639783,7,2019146469
2530119714,1,1605971135
2075846863,15,2074166875
2016507929,240,587418765
2751434986,13,2118127175
205568175,9,2495746138
2150324964,174,2274083554
2926630231,69,2582743722
4313491817,10,2416613088
3157095520,219,2086041684
2330934102,8,2050977114
2163069664,17,2015936029
2152778316,65,2138270253
4367368435,7,2031703939
2027156179,40,2129779698
3205067015,43,3103737787
3135826071,15,2073305391
3034071112,2,1892070666
3023976082,105,4248808904
2427810106,11,2025788079
1989421486,5,1780041207
1980011470,12,2042664545
3159691988,33,2001599162
4220810007,28,3121036322
2920764637,1,1571552535
2560689950,12,88557352
2154152229,26,3011120880
2769897153,140,2072172632
2598552105,9,1998461278
2316797751,24,2034686056
2002463672,12,2097618194
2106585366,11,2010783299
3195003914,6,2093274439
2007362540,9,2020658786
3003198239,6,2783490417
4394000628,1,1981730679
4319265083,33,2516754520
1998594263,18,1989820252
192986564,17,2063952900
4232043209,1,1557043522
3211204072,15,2148985157
2980551435,9,2105871408
2028284594,19,602272446
4362576046,49,2036738243
2048780411,4,1624012152
19748391,23,1975232695
4365514501,13,2075074354
2949744852,15,596236798
2976686194,31,2510314797
4251827254,2,1842319953
2163240701,14,2074144682
1539540124,1,1496426756
2710427736,48,2058777775
297631560,66,4296926797
1974263324,8,1994252553
2088903836,36,2108425550
3176578592,2,1726343988
3004620412,196,2159879368
4391854473,7,2122449325
2008068147,3,1981671364
2029861145,47,2067710885
4306726563,1,102506877
2501360964,5,595032916
2524039527,51,2334620001
3042134445,37,2127666435
3128901650,115,2786103310
1572930125,11,1583475337
4206625569,23,2030363422
2031314531,28,1993943081
4310079284,22,2615708158
2092695761,39,2325120885
4387695763,37,2156985276
3216288511,5,2770799853
2027598856,44,2101827860
2098022773,20,2100520788
3126877062,39,2792564492
3081332727,30,2037670455
4205757997,168,2095774363
1595459794,1,1571438983
2991099504,16,2915732381
1507412315,113,2004374822
2062594629,5,1873848645
2784567871,69,2169545551
2067687225,5,2009886994
4303056214,1,1101498909
2127647605,17,2035766520
2888809773,56,2120649785
63237210,264,2163590752
4394851549,14,2156237359
2101861743,12,2088176414
2106722616,68,2113514589
2088782807,2,1617532721
2317008040,7,1973657892
1966667661,34,4237677270
2012319099,44,2014031706
2122270530,49,2158909452
2112613196,63,2069057670
4312556478,71,2533748727
2317372728,31,3036192984
2024535118,3,2045187551
2120614122,6,2025496270
2077208244,41,2159498003
364960419,1,180704484
4210796477,1,3029122621
1462722134,11,1988839782
2026956350,18,2765717892
2113961688,13,2002093925
3206265091,30,2066928131
2094007434,8,2026544735
2051920190,21,2046396317
2996449236,19,2182772994
2003874509,14,2045957010
2029222032,18,2064088557
2037910337,12,2046981726
2032334728,9,2327724311
2014857812,5,2004601388
2112908975,22,1715640107
3033424622,6,2015650632
4401826778,77,4390629349
4391116737,2,1974660821
2587362749,49,4250985299
2078178032,1,1515946003
2985334317,54,2043756807
4228997658,40,2146454754
4400866529,53,4294265923
3100713083,12,1981528027
4293330195,10,2113978145
3120763650,56,2769095299
2278499215,95,2158160861
3203618453,48,2084889028
2988948606,30,2785984485
2530228841,38,2105155111
4280608545,43,2793786759
2122806101,102,2120499969
2077529504,22,2286707908
4229452164,27,2140055826
2612700709,10,1976090885
391294672,94,2344794602
24432502,54,2160166241
1970427543,42,2065836561
4399245450,86,4385814415
4322753785,43,3104536065
2041836983,12,1979778096
2883042634,26,2101553974
1976857031,61,4249467711
2088475138,9,2129315523
2046404690,5,2014395806
2746594607,13,2120215354
1819982648,653,2111158823
2085286339,20,2087998545
2119037291,55,4252855288
4320725838,94,2904326656
4398164730,40,4296118741
2083733140,85,2169848110
2991062936,14,2120656858
2117539238,22,2004025478
2751447593,15,2074128438
2895287921,21,2104741586
4390106925,70,2041821743
4399355034,36,4386084373
2121611880,8,2103106436
3134205837,31,624729787
4389777849,31,3032384237
4214761125,3,1492765989
2011476381,22,2039122324
271123949,6,1970637699
2079506562,15,1985273715
3100070759,32,3099063977
4284714498,45,2803321265
2026737835,3,1617532721
2419460916,10,2142640189
2078651003,10,2411722935
573215083,2,1974078294
4388188283,14,3188683091
4388446425,21,3166448418
2313386120,17,2078482863
4298089063,9,2164553222
2187765174,2,111855949
4210914516,1,1668366526
1559839583,112,2149127345
157677151,159,2076865777
2109506976,4,1995945562
2305129567,6,1985029344
3202161999,38,2107472775
4251268665,21,628382156
2059586194,7,1984997732
2593045930,5,2025247208
2155544947,9,2035456548
4401333563,33,4310388803
4399383497,15,4296692877
2007263462,39,2105830875
2040689368,36,4251181991
2095626684,12,1774962145
3135313124,212,3011915012
4324061750,120,3007633456
1807365914,32,1986335224
2963429207,8,2061131717
2003872081,16,2032125517
2082709457,10,1970514298
3036440188,18,2528023778
3211172967,40,2149253405
2787295073,3,2044460461
2133161437,14,2085454376
1995599731,14,2063009044
2123783273,3,2088087008
4214636791,4,2008933880
2169674249,24,2132616394
4221081916,8,2002275294
4290988832,16,2127864971
2283976144,126,2124942748
2023730037,6,2038068294
2902763835,41,2339609954
4319263539,34,2148534563
3123154484,9,2280977705
2891453961,47,2575460294
2536871802,27,2037878224
4399881138,5,4231589684
3097906345,62,2900368016
1920644532,34,2029998417
2492186415,25,2263243283
2164923672,2,2110559152
2737725227,43,2573509740
2070553347,58,2169994668
2531071382,43,2150110701
4286321169,1,1542182585
2088047162,27,2093253158
3015754088,2,1984402711
4211175329,66,151105316
3038376697,27,2067942041
2796558181,15,2041847235
182922776,33,1488865052
2083801496,46,2352076997
1968684582,7,4256116019
3093994724,25,2893089239
4318426701,63,2096874784
2087533854,19,2076957365
2113459502,16,2161337732
1979635646,80,1985091316
4400649213,13,2019442644
2153827581,21,2063565086
4225304460,61,3017418449
2258428637,30,2061490709
4362513743,18,2065637240
2025709668,17,2289534699
