work_id,related_work_seq,related_work_id
4232685607,4,3150373829
2067369192,7,2144909424
4231168118,10,11020712
2010188225,7,2376202349
4380987510,6,2748952813
4397420791,10,1969215021
2997982482,10,2098776837
2963121161,3,2415025170
4401244684,5,2134894512
4233602887,4,2922049016
3120894747,7,2530957809
2120647718,10,1970587968
4396970019,2,4396696052
3014492728,10,146740988
4245396936,7,2618017038
4234996989,10,1507149923
4396428828,7,2485273903
2341890017,13,2369085866
2066061451,5,2060980616
2065288065,5,2042860136
4231364136,6,2124188057
2022272992,9,263325194
2980206842,9,1781894645
4293171320,1,2385108104
4291838965,9,2130043461
2189270601,4,3095362084
2809002197,12,2911667299
4298312208,7,2300833062
294300983,3,2522197375
2810456928,4,3029412603
2987944941,1,4390463473
4393479632,8,2344506138
2334686275,6,2158744920
2044541029,8,2357772409
4244027131,1,4387497383
4233923448,8,2748952813
4299806311,2,2912137438
2386479501,14,2165768595
1821352741,1,4285619988
2371606183,19,2357759851
3044516336,3,2955725829
2116973988,7,2051107804
2106945999,3,4232934124
2766594363,10,2070425889
2347726905,19,2180133974
2789523886,8,2131092630
3009772397,5,3092171494
3097226950,6,2117258802
2888160839,3,2996821302
2590586611,4,4252426880
2338999364,10,2328336684
2566889811,6,2422815049
2112937675,2,4319845184
4251733003,7,2373011076
3147482667,4,2748952813
790298449,7,2278927476
2465960728,17,2008940987
3133367634,11,2072399066
3045765822,6,2343091451
4390884401,6,2364438452
4384864832,6,2069964982
2168126840,7,240862969
4386639722,6,2137194570
4401581602,8,2337949518
3173304948,2,2902377196
4234149236,3,4251817561
4296604221,3,2969358681
4214823845,5,2380780319
4388908768,6,2736755255
2771871956,9,2044251933
2351128150,15,2358867883
2373944257,19,1732263973
3207016721,2,4283369692
2060675294,3,2964239299
191965317,8,157591366
2481605644,7,2146543028
2588643003,1,4387426029
2993343911,1,4290988590
4238421641,2,2381815228
129609129,1,958856500
1512325009,4,2389517370
2117955257,7,2051071399
2462960336,18,169475602
2182350970,9,2351017362
2473669937,15,1978272339
4295940853,2,4381517298
3118545048,18,2019655337
4389768632,5,2376932109
3029548180,16,2103204718
2734525581,2,2775347418
2077385796,1,4292470312
2769179093,4,3081511555
3145279165,20,1554216111
4238538654,7,2080531066
4225985447,5,2396775989
2212200926,18,1966337051
3187374598,6,2362476213
3008231971,6,2898620040
3202071537,1,4240483238
2901634951,14,2062118674
3123053399,20,1523164237
2038770600,6,2044100613
3151558273,16,2285784632
3123510413,3,3159686277
2269921077,7,3003216419
2090409527,9,1969507388
4229526572,10,1968108294
2411172937,10,1548394646
1952808242,13,2049693490
2517291726,9,2366328218
1525571735,5,2361863205
3214659251,7,2028761162
2279647960,6,2148612803
2120843753,8,2892497130
4393560206,9,2248357961
3174664043,15,2415624977
6561073,11,2245394292
2081368317,1,92013113
4393070570,10,2001405890
2444391456,3,3212287067
4361026337,8,2032628569
149251226,6,1980562210
793525281,13,1562401374
1997165375,7,2166817900
2771432311,1,4313890334
4312436333,4,2765597752
4302405825,2,2886264956
2318806726,5,2899084033
4378881835,1,4377833123
4398711798,2,4396696052
1668876692,6,2321344086
2390642051,9,2369711350
2792271755,6,2326572100
2102989029,6,2048213734
2283566407,3,2951741077
2370632587,7,2995787689
2580051167,10,1491839574
2568741350,17,2333408683
2057241880,5,2031889148
4301040121,8,1938807311
2001078731,3,3033490096
4284962192,5,2383955008
4234871761,3,3134617871
2010563192,1,2920988559
2143074888,4,3206052282
2112416817,5,2369265009
2021570487,5,2409692858
2472691541,3,2896609434
2020284414,1,4299522098
4312768625,7,2902782467
4205373303,8,3022812738
3027273563,1,3108674512
2411993117,9,2168939263
4386707369,1,4387497383
4238918917,4,2758862541
4205996464,4,2269268944
2753056913,3,2537489131
4390777951,2,3195275078
2049107679,7,2359175028
4237533662,5,2163312130
2754830920,1,3214635344
2271971933,20,1486657715
2415989858,2,2953927808
3184066634,2,2748952813
1915791784,1,2031148202
2402560910,10,1994711691
2593159153,3,3191134132
2070518575,8,2034767233
2082031832,4,2913415141
4254416856,9,1995515455
3047152718,8,2916082126
4397903447,2,4390401159
3024381878,7,2353119552
4232412498,10,1637794350
2995456046,4,3120107358
4241446370,6,2013243191
2086344380,6,2317793298
3029987004,5,3031574201
1996298798,9,2059569565
1580528733,12,2046631396
2108881469,15,2019123785
2157604007,3,3030303984
4391036677,10,1489986702
2034291654,3,2151498073
3164194060,7,2476169496
4246898985,3,3031052312
4244982959,5,3120165752
378125286,2,2931662336
2367510897,10,2381525862
2348220348,9,2077927110
3216745072,5,2416636017
93573507,4,2040978086
2081411656,5,2090832391
2167888223,9,2047427533
2580140032,6,2317510431
565738059,8,2624506150
2412283586,10,2053674028
4306858735,5,2792480264
3168135104,1,54078636
4234726048,5,2497950330
359831875,13,2579772802
2621944080,6,2148612803
568409867,15,2761234246
4241198633,7,220677501
2074542185,2,3149674127
4206643274,10,1596801655
1537634427,2,2617507009
2094111661,5,2378690745
3121624811,11,2267763850
1966053351,1,2791377131
2100628038,7,2394014176
4401079974,8,4237970082
1542495600,19,1979923878
2898396873,2,3168576274
2014347716,9,2748952813
3154173773,16,2417404755
2519113882,17,2246320628
4231375496,10,2062574124
2786191862,9,2901906577
2131795232,3,2997502689
2060028202,9,1967110516
2597875606,6,3012916414
4398729785,9,2076393078
2463833209,2,3166162583
3161934394,10,1506351282
2562906393,5,2804724768
2810446171,3,2506642602
2141459270,9,2078478259
1579479759,9,1992503747
3094035897,20,1779901075
2085938030,8,1994182179
2096837670,17,190920823
4251774714,5,2948807893
640621594,14,2389704025
2070428799,8,2016116099
4242625909,9,2724734218
4318701070,4,2913316073
4242281866,10,1531601525
2091665516,2,4386968441
2156630428,5,2368741339
2083562186,8,2127703805
2967053703,3,4381894133
2383798985,20,1483861076
4298346874,3,3140991623
2559760247,4,2363440148
4391514729,7,2382919129
2132609582,3,2150598796
2796336643,3,4229598134
2015597506,10,2041067810
4237559022,6,41999275
2251601445,17,2435537525
2590679084,9,2375134949
4294714222,8,1589203209
1846018612,4,3031052312
2349337230,4,2740633065
4251303029,9,2748952813
1592619659,7,2085570226
2612843696,8,2007980826
2069975437,4,2345874683
347313773,4,3205799211
2087847330,8,2055445056
2414668803,2,3210481258
4309976470,10,1531601525
4232555254,10,19881049
2369294314,20,2282761191
1519090610,12,2481349305
2058427387,7,2402962025
4395865493,6,2497349655
3009080244,16,2351451307
4243999785,4,2911598644
3184545159,18,1758075304
1991780081,1,3195263356
4250936534,3,3031052312
4293166229,5,2963667562
2409334295,5,2363400180
2930437636,3,3082744263
4233514440,5,2916402576
2090066318,1,2931662336
2243129179,2,2952809973
2889333928,7,2042127053
4379964671,9,2002261292
2022557741,8,2020985995
3190811419,8,2316342240
3187149441,4,2390279801
2283717733,14,241552486
317299202,15,2528489463
53131143,2,2917514722
2033858674,6,2948807893
2726466950,19,1559221907
1979423233,3,2803307177
87351038,8,2732154563
4225750974,3,2987111374
2163228870,12,2128867810
266898649,12,2020713057
2484465323,2,4231814374
1981606243,1,4389568370
2080451381,10,1570758767
2985297479,13,3004701658
4394283058,5,2606517225
2890688455,6,2051248649
4389790385,5,2379499042
287980722,15,2074920419
