work_id,related_work_seq,related_work_id
2090346538,3,2912252933
2483299925,4,2980300316
2121421021,2,4225303434
3003939541,5,2351859577
2031996742,9,1995533152
1969901919,9,2077868220
2034023107,9,2031123327
2997489206,7,2962502368
2797697171,10,2946824707
2410475684,9,1988251378
2042197530,7,2553721112
2069728928,9,2026885341
4245423540,8,2382762727
4250596884,10,2001405890
637138943,9,2352424314
2317814028,2,4255696650
4232204251,9,2004200960
2619008428,10,1508468526
4362487759,8,1986764834
215005365,14,1588442331
2077891683,2,4225152035
4281657393,1,3122195146
2589919800,3,3031602670
3111605406,10,1965791600
4212890629,10,11016543
4312592072,9,2182452420
1977491230,7,2058676402
4318609345,4,3181697089
2087700047,10,1983857981
4205259684,8,2348562996
2250007385,16,168763587
2610714985,13,2373028402
4399018747,7,2088620963
2985594696,6,2904944300
3031683022,13,2055033371
2761460736,10,1489783725
4251951066,2,2899084033
2484874314,10,1539266347
2888784380,16,199879559
2047011456,10,1532865199
4247371834,2,2948807893
2375059851,14,2347661164
2365440792,8,2627042317
1935895242,17,2030000797
2574803842,9,2366881418
1496222053,2,4296557105
4399346619,1,4285278660
3121141475,13,3005712053
2384222254,6,3014185264
3185264100,4,2748952813
2400295695,2,2139820111
2004243047,3,4250501900
348585037,9,2744391499
59024311,19,1596270753
2514031904,1,4389568370
1694644547,4,2233013480
3043644353,1,4293997836
1980490733,4,3084825885
2406105121,4,3161730336
2399919297,4,2052460212
4287995085,8,2061775488
2118819410,1,4376104768
2770533106,6,2791192607
3152288734,9,2586745731
2135185825,6,2604872355
4385641690,2,3131574667
2600413587,4,2922265197
4231600000,9,2082903285
2418359769,16,2336431351
2617229959,1,4389568370
2050206869,10,14507949
2551783616,2,3117248438
4237153870,1,3131580689
4253058215,8,22526633
4393094653,6,2382290278
3139129176,19,2189103790
2378334956,11,2363740927
1983650900,7,2376932109
2082276841,1,4323790628
3134030457,10,2064212480
4239806812,9,1997952221
3023527408,2,3136430098
4399761875,8,1986764834
2284056046,2,4313233093
4243275036,3,2748952813
2365521558,8,2380382278
2014210522,16,2114333454
2917166759,9,2056888015
2608202958,13,2751520457
2015908261,7,2738001763
4401016958,2,2379100641
2791699262,19,2031276398
4231693915,8,1589203209
2980935821,4,2021602078
2024846207,1,4376630782
2001384316,7,2078814861
2601296478,11,2053304399
2030352785,2,4318755212
3128084747,2,4234792663
2488173513,3,2748952813
228245586,15,211542231
4385021749,8,2325423348
1590332564,9,2148135840
3212454896,5,3082094341
2063351865,5,2051432563
2090621634,7,2131813051
2358817142,11,2360422292
2010152646,2,3146246479
2084421849,5,2134894512
1635397073,2,2385334273
2736830515,6,2748952813
2434433810,20,1991984146
952255877,11,1484496983
2350792957,7,2385438628
2885795003,14,2805001417
2380404847,17,2353262795
3083472780,6,2623617151
2060463026,10,1980435337
579445120,7,2891244803
3024272663,4,2784341257
2329988942,10,1899647510
2141877807,10,106050339
2038437367,9,1605280070
2732158547,1,98792691
4251193910,6,2313500850
2091002584,2,2588601426
1948175000,11,2280811386
4237456082,10,1596801655
4223487295,9,2782474361
2011832093,10,1671742159
4400194837,8,2758277628
2024149801,3,2392989627
2232711571,2,3010157188
2966879601,9,2005444120
2406754243,20,1486717377
1881531826,3,2363174912
15415049,6,2987189545
4389412224,1,3216373302
2490032830,2,3183948672
2316459659,2,2897080054
145191444,8,1930884650
2136569155,2,2392489182
4233953423,7,2245170124
4293070769,2,2899084033
4254011656,8,2024030923
2764318794,8,2758277628
2384095815,10,2368872566
2985751296,6,2085750760
3045677649,3,3193185318
2769166217,1,93312527
2937987934,9,2069387918
3011628143,7,3097780541
2161551266,1,4389568370
2118281028,7,2145011763
4231359875,9,1965880317
4250419972,1,3186982001
4256535244,9,2001405890
2998787612,10,2020884472
340981231,1,4384820447
4393056120,2,2955692714
2049205729,9,2033196912
1964568358,8,2026297603
322159287,18,1522227694
1688953445,1,4386352471
1977087055,1,4256226682
2580794130,18,1603263017
1820146357,6,2374086689
2288369985,3,2490659735
4247481383,10,11016543
3213809808,8,2347830809
2066509023,5,2349343455
2932596926,8,1966468884
4396058894,1,4391375266
4226250707,10,2031819886
4237717585,7,2075124432
112568847,6,2532256122
2411978476,10,2735668686
1505067247,11,2317981259
4388106175,6,2320586430
2992055611,9,2902299560
2312651446,7,2160030256
2364315166,17,2376469273
4285593663,4,2748952813
2004157988,5,2349952486
4231547609,1,562103797
4389079880,6,2530685530
2381023928,7,2773022405
4291002068,4,2494948642
187511394,3,2748952813
2887056772,5,2385749422
629911925,13,2580529428
2412571056,8,2057948995
2108979163,3,2790721342
2963855682,8,2139875628
1982285384,6,2042589265
4255104041,5,2392650176
4246068507,1,2899084033
2520124122,8,2622313386
2334686263,10,1103173082
988153432,15,1988931981
2375137055,7,2950028906
747375410,19,2081197248
4283527537,6,2072764730
4399053960,6,2018646822
1674878321,9,29542916
2406919645,10,1549642437
4243562511,10,2921334381
2224980651,4,2789488587
4297778165,8,2350741829
4239448575,1,2748952813
2990450341,5,3038588630
2913242839,9,1982154684
2373318600,14,1987239622
2621117898,1,4385309683
2282531491,3,3158306624
4210848658,8,2350741829
4248725550,6,2080531066
4312340979,4,2992141641
3113606546,8,2914267636
3117833886,1,4388998267
2395311307,2,3024933276
2678203507,11,2717065665
2324459206,5,578946226
4247031962,5,2935909890
631001288,9,251169206
4385003729,10,2130043461
4210591973,7,2143500446
2141507075,7,2473966706
4239528560,5,2066504725
2319921684,8,3012514985
2282373863,3,2501824999
4230280385,8,1802230
2921183574,8,1995515455
4388537016,2,4248391087
1995442570,3,2394422079
4252858967,5,2390279801
4249180275,3,5281039
4392258392,7,3049446289
2276787447,18,2030816052
4205112898,7,2899084033
2368778023,5,2392296937
202077864,10,1670329228
1860113521,15,2204818689
2802771592,7,2083536581
2460189981,7,2474911547
2094783514,1,4389568370
2415994712,9,1985786076
4239115558,1,4255529442
3174268747,8,2386120673
4291665462,7,2358668433
2100743362,3,2353697322
2972651417,1,57911776
2009037363,4,3108192843
3007827062,7,2082101023
3095385974,8,2758277628
3172245847,1,4301511651
2076620926,9,1989991843
2377774048,14,2482761868
2946780051,7,2551270911
4250611325,10,2353630560
2042603516,1,96720577
3015136433,13,2091551387
2149922439,3,2994568916
629467004,8,2580800201
2059766010,1,4235473920
344383634,18,183023636
3004477312,7,2133773997
2015780409,8,2353844020
2993154803,6,2353054454
3214335765,2,3012964845
2578186642,17,2248497235
3125740517,20,1541179229
2409727699,4,2409727699
2146119425,17,2001389287
2944901159,1,4390491011
2883153441,4,2419118008
2944572499,4,4239764751
4241570251,2,4225152035
2593369484,14,2163726336
4240794384,5,2808646405
3199820973,20,1169137445
2012472000,6,2935909890
2067734102,5,2093533550
4312588089,4,2992049753
2415209231,5,2422444750
4401552609,3,3117847625
4393419185,1,4389568370
2354059150,9,2763650265
3093750043,3,3142313280
4251072820,4,2808646405
2352984890,17,2357763382
2103893647,3,2087908066
4233629267,4,2390279801
2241015554,10,2802979788
2594211323,6,2356868884
1594286250,17,1985703203
3046861331,10,1532762289
4307941938,9,2018587054
2335601830,6,2503791906
2899052993,6,2358668433
3085387820,8,2289593370
2388822463,12,2381579656
2143342758,4,2129840061
2119608428,12,2113761760
834388082,7,2594641573
1970688057,9,1730620201
2503990853,9,2099974184
3041645474,3,2955725829
4398502682,5,2748952813
4245203814,2,4388258507
2095244170,4,3046968286
2896382629,7,2801893690
2552029130,5,2736726988
2892303173,10,130795130
2888871918,3,2393180661
2549694566,10,3143721160
2361982502,16,2368523882
2307439942,17,2294004616
3141297272,4,2899084033
4200281966,6,2376932109
2612174661,3,3084825885
1997543335,8,2059968477
2063235068,2,23766661
1999218953,2,2789135247
4231667522,8,2350741829
4249913400,6,2899084033
2334579057,1,3160097740
1991038478,10,1978572805
2516059637,5,3173606202
4362518393,10,1984514811
2972162604,11,2006692841
314082638,6,2045363828
4247001061,4,2748952813
2241595934,10,2084310015
2925372398,10,2322228710
2334070447,9,2005521952
2372569586,20,2053928576
4324126923,1,4387497383
2412579468,3,3109637204
1527658013,18,180240886
3047062355,3,2973610627
1751738126,12,2800877944
2597869852,4,2979387264
4312744021,10,2910816651
2544703253,2,3134560773
2885430543,8,1842428610
4248758921,5,2355863017
2039119018,9,2009546070
288665265,4,2794789911
4392636473,9,2080531066
4301018883,8,2758277628
823194241,9,2238597212
3005818653,4,2148370333
4387512847,6,2502773048
2413476915,5,2618113356
4300828542,10,1506200166
4249444411,2,2748952813
28413431,12,151024140
4213451237,2,4214484483
2565219197,2,3144504424
2950071751,8,2000142768
2281081724,4,2282580697
4382365571,5,2364686644
2047993345,7,2252873749
4302076629,4,3031052312
2071167280,9,2743539335
2790330483,2,4206218504
117920285,3,3996690
2053361971,2,3166162583
2984927287,9,2748952813
2802631784,5,2100956557
1479775084,2,3032375762
3141484204,9,2324699653
2980172994,5,3160364307
4254138167,5,2748952813
2230205607,3,2804951166
3110928622,20,1516485250
4282581016,8,1802230
4240136909,2,2748952813
3049591762,10,185322632
4386800016,4,2564874675
2289059230,11,2465785471
4243680867,9,1957377060
2091174598,4,3045815744
2492888201,4,2600246793
1992114505,5,2376331465
2381822203,15,2077163241
2072600331,1,4321137899
2951555050,12,2396851013
2795782513,8,2758277628
2020234099,10,1531601525
1576068625,16,2319417255
2973630560,15,2375149491
2796471193,1,4367480695
2383699783,8,2383012052
4318062349,3,3195275078
2247727898,9,28533243
4244621158,1,563843507
303850318,5,290168669
3149607018,20,1567765425
2051223339,2,2916111986
3021757442,1,63965692
4231691698,6,2376932109
2979704878,2,586755433
2808668227,14,1974354709
3134321054,7,2360685388
4252992249,1,71247835
2057604509,6,2351666715
560785562,7,2789789150
2990404653,17,1670034294
2765621808,2,4250833027
3175706992,7,2262385477
4401724073,1,4396520874
4400765049,1,4396701345
4240766025,2,2805167858
2604162140,1,3110893456
4387412694,7,2368453932
4206457263,9,1599523512
4316661575,7,2359552542
1963744207,4,3008690834
605572539,17,1974257016
3116327022,6,3016162626
2309847259,16,2114847465
4241247474,9,1506200166
2399481228,3,3031052312
2976753820,13,2975917813
2417482718,5,2486048464
2924325861,12,2341636127
1559302012,14,2058212831
4381415659,8,2134969820
2016812122,3,3032375762
4385568382,9,2093597205
1518500832,18,1973850623
4232560429,3,2611401220
2899385737,1,57173634
586953151,17,1557712235
1974841300,8,2350741829
4391432182,8,2018022661
3043754942,8,2250518232
2186609018,8,2185705425
4213222464,4,4699068
4256526262,1,2899084033
2137286633,2,2907973322
2025674530,10,103402580
2028134430,10,1596901342
276632969,4,2118311454
895023982,7,2281830963
2912252334,6,2366704377
2896114623,10,1804953925
2596994595,8,2885966079
2106743906,8,2000947829
2591198812,16,1996138799
2146546763,9,2026944310
2977851454,1,2748952813
2010804832,3,2983424768
4397350177,1,2950637894
3039883443,6,2355698004
4313356272,2,4231201045
4393437289,10,1965175117
2742783703,2,2604450078
2182520787,11,2618813298
1516551309,4,2367591813
2046739629,17,2004857796
2911032606,3,4236969087
2088545291,3,4319455836
4362590509,1,4389527281
2388593550,20,2007485798
4398607976,1,4396701345
4285774049,6,2077600819
2324971201,5,3082623308
2298600821,20,155803765
2512446843,6,2577111916
4241090789,8,2737498735
96514238,2,828925460
2184425428,8,2355589468
2790579042,13,2111694701
2053192124,8,2470299584
2944760435,9,2348562106
2759846937,10,2771416155
2039178403,3,3118815068
2590765006,18,2067242396
2553791889,2,621612095
2137134931,10,1531601525
3124171812,4,3121645853
213966132,7,2262355130
1863685384,9,2360987025
2430237914,4,2397580967
2249505608,4,3109252518
4317666209,9,1506200166
4233775897,9,1506200166
3169095255,15,2341279079
1580096631,9,2041004059
2811362315,1,99612073
2938503957,8,2965585041
2050324517,6,2317510431
2199800569,3,2151865869
4385013398,2,4225152035
2604293961,3,4220917802
2330403616,9,1561139284
2102676296,2,3006263856
4366305236,10,1502603788
3043346497,3,4285061751
4388978598,9,1991010290
4291280329,8,2142882181
2148507142,4,2774293966
4255544365,4,2375389133
212416616,9,2076882245
2401537248,8,2383339185
2146532701,4,3084386512
2782609275,15,2186312993
2090888873,9,1506200166
2019058693,7,2750280393
1850239333,4,2949018982
2330359979,6,2138863771
2698282187,2,4231203413
4237386573,7,1926269
1965750292,1,4295679993
2903796798,1,4391301621
2316757679,4,2381567992
3027893935,20,133990723
2150608805,6,2290439695
4253190279,7,2086120259
282896161,9,1506200166
2612899390,6,2478765238
2521649494,5,2412200582
4220840736,6,2375489112
4238888641,8,2058378142
2461293799,2,2963453488
2066849061,9,2022648072
4390460431,3,2612400065
2064444357,8,2118609694
2375256473,7,2369596251
2415797107,3,4233939244
2513488317,15,2299235119
4397401820,7,1984275137
3212411896,7,2898496138
2915154551,5,2382290278
4230435494,2,4225152035
2898338072,5,2738918067
2376149795,12,2160358298
3148560981,7,2595495659
2910310175,9,2013246180
4390415311,2,828925460
4234539950,9,1966958017
4399678797,4,4246450666
4245254924,9,1703942985
4252507052,10,1540109448
2354531439,1,2986371094
313568650,4,2082860237
3195132229,4,3206543886
3024813918,9,2914436382
2497906830,10,2009668175
2359033453,18,2014220957
4243546969,7,2084783894
610893512,8,575857311
2098871466,6,2080579929
3019501464,9,2084347771
2010363878,6,2148612803
4384967348,6,2069964982
2226366674,10,2035444423
2612327871,7,2381766885
3004366039,10,2001405890
2356073323,7,2385072108
3119830746,7,2013243191
1502557087,10,2037405057
2149292926,6,2382290278
4242239543,6,2948807893
2588187213,4,2467729570
2036469065,7,2534066439
2296728797,10,2714067773
3119516844,8,1624712588
566352987,10,3199457278
2051805998,17,2024557410
1513347377,6,2166680315
2805400251,17,1982257669
1501724039,5,303549493
188157278,6,2359990318
2358626306,18,2029142661
2121962856,15,2128991594
4379282744,6,2141898269
4401131758,1,4391375266
2378809586,6,2391081601
4239903373,10,2599168480
2388050912,7,2159189766
4256513080,1,480289384
4396941339,7,3082895349
2399769485,3,3169325348
2724448953,9,284782016
4231284790,7,2080531066
4386164306,6,2183626502
3021423452,5,2550761282
2093668052,7,2059651632
2380680712,13,2357807008
4382394656,8,2352188724
3200833960,1,634219337
2558704214,3,3048993537
4256350314,3,2104764082
3188432885,1,4388017739
2373887064,1,86410032
1992884643,6,2604872355
2110948377,5,2748952813
1982004008,3,2347144788
2914238075,5,2545292103
2354884683,4,2393582295
2138965194,2,2333669672
2408887066,4,2761758646
4385489297,7,1589203209
2361198775,14,2373910914
4200456936,5,2894813983
171109156,10,2236176571
2384555895,16,1971581789
4386064731,9,2001405890
3176637778,8,2055243143
1532806433,6,2970210762
2124477905,9,2053487507
324889544,5,3011384228
2263178500,17,2018624451
2358466810,12,2362692898
2753956523,13,2543945864
4293070975,2,595072900
4241746516,10,2724734218
3132026364,18,2383013588
2968221720,20,1504717806
4234526175,10,2093578348
2433791463,5,2288909711
4385694612,2,4292566482
4387047981,8,2089073576
2245295245,13,2312058655
4401224732,7,2382290278
2999680778,3,3080988804
3158346509,5,2748952813
2510683218,4,2914083595
3026997316,10,2992786536
2038695275,4,37587837
2363478739,15,2042741439
3185886317,10,2018879842
2148727879,5,2376014514
2898794811,2,587528349
4213333312,9,3022432941
4241951881,8,2358668433
4309825857,1,4280605009
2986560051,14,2096688947
2290949187,8,2081408875
4387419510,8,1979139803
1927148572,4,3037434281
3130899234,7,1984585790
4226460663,10,1491839574
2052148315,9,1966144381
1963983775,4,2042359192
2044856119,9,2067800680
4256230635,8,2080531066
2801363602,19,2787928747
3122696639,4,2893816048
3043820734,20,1640951605
2089657313,1,4312469487
2015663126,3,2971522796
1547893760,10,1986338457
184639661,20,115286417
2327578414,1,4254102816
2123630714,5,4233273178
2287537872,5,2970637575
2414654695,20,129567089
2083453584,3,2330932893
1968138474,2,2765647504
2539650267,6,2429057255
2032844280,10,2053487507
2317753902,1,4387497383
4379259524,7,2386257845
2546246480,5,2796033909
2127665921,9,2344375968
1494901106,8,262026192
4241071720,7,2884522787
4232749600,9,2103157466
2292293060,1,775724729
3147965858,20,1228650341
2786823572,13,2767996575
4252601628,6,2055151044
2981820555,14,2810368838
3138238689,3,2899084033
4313447701,7,1589203209
2293871106,18,2041462166
1515799273,11,2102698238
2365293231,14,2370014445
2937835666,4,3139950680
2922424317,6,2559405764
2769698472,1,3194696636
2609007509,6,2352174175
4301800496,8,1995515455
2429399964,4,2794786052
2411469946,2,2468679320
2789139011,5,3035191270
3178431663,9,19290910
4245496258,1,93312527
2089246339,6,2037586327
166734969,5,2082950940
4238200079,6,2382290278
4398812804,3,4395014643
826119665,1,658126238
2107401292,18,2061335288
3212805907,1,2788277189
3112216988,9,1991945559
4303683422,5,2748952813
229698480,7,1589203209
2568359342,18,2020368653
3214250652,5,3122950574
2182232555,4,314129384
2791010627,9,2748952813
204310959,1,4245490552
4252930750,7,2358668433
3207686577,18,2022888278
1631434124,6,2950214417
2497949243,10,1531601525
4287922152,10,2255786846
2906437490,3,2338028093
2953955055,13,2241686186
2950159585,7,2018499747
4212934029,1,279522356
282177384,13,2132214053
1988719917,2,2391054080
2002037063,7,1984788566
2076254861,10,1977262956
2141786991,9,2275178414
2020875705,4,2066224337
1500475593,10,1502349030
1517342078,15,1998000223
1585618332,8,2358892518
4291412791,3,2141795027
2500557725,8,1994846741
4230108040,6,2117258802
2909636474,13,2528349579
2772254319,9,2010924087
2934186337,4,2777881353
2106269665,20,2017104990
4380082762,3,266352868
4387164865,10,2011992630
2018636952,6,2037450428
3174252153,7,2363212107
2565133323,10,2295383855
1996609780,1,4389568370
2313334674,8,2048182022
4238496495,2,4232369027
4383806345,7,2748952813
2080531967,5,2088786644
2914143421,9,2982113889
2916156419,8,2758277628
1962201959,4,2104727813
3103319625,7,2080531066
4385865663,9,2318681549
2970112797,8,3011913009
2082794951,8,2085830368
282892792,17,2182856604
3157953412,9,3139064098
585288215,6,2748952813
4297797747,9,2088003801
2497012830,7,2064251339
2011033115,4,2431503062
2419276156,2,2976978414
2279475913,4,2132643334
4238938682,1,9686671
2005961784,10,1489783725
1587775866,6,2748952813
2017690324,3,2518548770
1964636298,9,1995089627
2933346035,9,2748952813
1974822060,10,1987357899
2771883119,10,2001405890
2944473157,1,3214380644
3154274447,6,3159733918
2009528074,3,2748952813
2773436699,3,2991641181
2091689823,8,185342975
2762004900,8,1991400054
2414866707,2,3206555169
4243498562,6,2376932109
2991305715,5,2942306944
2383802542,18,2054723491
3121039233,2,4248275646
4392344935,2,4294647356
1979637470,1,4311844929
853279179,1,4205746950
4387440376,3,4291567136
4251511401,9,1975958002
2379920853,7,2381818860
4241625104,1,2899084033
3112169737,6,2116043990
2474910691,7,2760869985
2303206784,4,2415344280
3206572520,10,2009705123
4245181742,6,2935909890
14293858,7,2071010358
377650087,18,2022460534
2974115102,2,600766352
2101642130,2,4233133547
71271462,18,1968019567
98412853,4,2902428518
2015498217,7,2130703493
2119191637,7,2890751624
2059725045,2,2995207262
4232266403,9,1972437902
2400992395,3,2777788975
4383534652,8,2363156686
4398734610,1,4391375266
2583959712,5,2046158694
4250294825,7,2358668433
4255976824,2,3032375762
2471361995,1,3145579145
110983845,4,3090327309
4377092866,5,2510987215
2358761549,20,2011339494
4384008071,5,3164824741
4248910154,6,2358668433
4298173087,10,1987392569
4244639968,5,2386493579
2605737024,15,2291354660
1977288221,7,2123494925
2122843039,1,564069220
1970227943,9,1973075013
2968094323,19,2294551853
2223940664,19,171648193
4236837592,2,2748952813
4386581505,3,3089315147
4250490337,9,2748952813
2929110020,4,2555803316
254558973,2,2171413956
2937499875,13,2141282251
2112640470,2,2922179607
2023867927,10,1978763170
3113377849,9,1651960940
2097392944,4,2382290278
1485021626,5,2557563526
2397734183,10,1489783725
2606228851,8,2262771439
2374495307,19,2025936053
2019230483,4,3031052312
2350797709,17,2026713502
332183688,17,1519613189
4392252399,7,2376932109
2076266043,1,4205579853
2412039420,2,606079414
2093362388,3,3000368792
4312198723,8,3091976719
2494827054,7,2272702383
1546258884,19,1932439597
2124136127,10,1871178219
3049384213,6,2129487207
2590339065,14,1987618777
3030134441,9,1968777092
2078988032,8,2328364605
2774263774,8,2913112226
2948635142,9,2036927633
3102499861,2,3015909379
2910554476,3,3122381046
4312304416,6,4213275538
2385309108,7,2380617954
4234968560,10,1586943830
2520662620,10,11365241
3001307416,2,789488127
2801470793,5,2131935101
35152228,2,3210555707
2166130617,3,2748952813
2159254723,3,3101281637
1653749025,4,2373865668
2915159281,14,2074637998
4251092803,2,2748952813
1995864966,10,1527671947
2626124155,9,2330693992
3208111141,8,2058489697
1522757577,2,3122032365
216515059,11,254675180
2014775813,1,4386771074
4392395760,5,2776312268
4253672815,1,4856296
4254256213,10,14677040
1533911904,3,2904347596
581934015,8,2390699429
4394047339,3,3195275078
3036668505,1,590186807
4250246791,10,1964191721
2496663046,2,2432027882
2094162148,4,2987499578
2766286769,1,4292435037
4238042799,7,2077865380
1965547560,3,2349095401
2942866123,2,3192220280
2349281414,8,2376467123
2048446747,2,2108111109
3003820196,18,2077694443
2275729071,5,3106951843
1505006926,4,2539341775
2389300787,6,2383112333
2088416798,8,1986764834
4395763725,5,2748952813
127332141,11,2524916465
4386754212,2,4292183221
2916141595,6,2028580402
4240073172,7,2748952813
3163927116,1,4387497383
2090284498,9,1506200166
2418545170,8,2021909817
1497937281,15,2131654512
4211152016,8,2080011456
2230708910,18,1902485470
2076487914,6,2586801360
4239843004,6,2376932109
2052625251,5,2748952813
4252680737,5,2922049016
3147004954,8,2048182022
4392285316,2,4320487970
4321505370,3,3105167352
3154646900,4,3139346362
3115324437,2,3183948672
3171870906,9,1997105855
2440533148,8,2130043461
4253175882,6,2086120259
3207060536,3,2748952813
99766028,8,2923527912
4312223310,4,3127798018
3047076855,1,4376458480
2513038087,9,1963937635
3124137059,13,2503771802
4401869593,2,4389568370
1585768835,6,2799350619
2400712269,5,2520947777
2342335701,10,2013913094
4398315256,2,4238204885
4387250583,4,2471060339
4247887222,3,2156261735
2085837745,8,2325454561
3087940316,9,2000718717
3205215306,5,2081457971
2969364812,6,2325885830
2187709341,18,1778923221
2133996129,8,192677586
4306711542,1,4313339423
4285371268,9,2018871932
4397424954,7,2898370298
4233672608,10,1013667899
2422710946,2,2138455673
2583922711,1,4300101996
2473750060,4,2952015528
2359833277,16,2360109039
1599711244,7,2158151570
4366779726,10,1971975847
4397572329,8,2744391499
4235028760,10,1489783725
2019741711,5,2748952813
2122155182,1,630244277
4321262050,9,1977514416
4393545289,1,3186982001
2036451247,1,4387497383
4214526411,10,1013667899
2071497277,3,2897941599
3124896195,1,3125935525
3177315117,15,2066199003
4399674015,3,4241346962
2416507844,6,2748952813
3026377578,7,2029338228
2394479694,10,2353839414
4380344874,6,2586801360
2619121803,10,2808479433
4210749056,8,2068083527
2407434367,7,2161939736
3017181540,15,3034898869
2080037099,9,1999891779
3103298170,14,2130509457
2588237258,9,1984096517
2904030712,10,1506200166
4251524801,10,1531601525
1987509532,8,2070277969
2293177865,6,3003182601
2778430290,3,2376631516
3204815074,9,2070124887
2006287843,5,2560706264
2026394583,7,2461580657
2285037897,14,2204824560
4210258356,10,2316709876
2498147030,3,3189241911
266296143,5,3206607798
2884701995,3,2391836570
4211008943,10,2325454561
2068037626,7,2003503212
4387655383,2,3183948672
2398655630,4,2899084033
2061544935,9,2031129159
2463243557,2,2977893618
2937760423,7,2594900261
52016988,6,3147747593
2040808754,6,2068449943
4225651273,3,6312106
4397363052,10,1969215021
2589470131,8,1995515455
4232882332,9,11365241
2596682879,5,2791002397
4245933795,9,2350741829
414525470,20,1789962460
2045219001,4,2439302502
1558200594,8,2073503281
2028579767,2,4246315097
4244713117,2,4242396160
4214725571,8,2004200960
2048180642,2,2748952813
2330397142,4,3213403823
2021501528,2,2414957343
630070003,6,2771050300
4388399067,6,2748952813
3012160716,3,2397207633
4234788080,3,3004471763
4241868517,9,2130043461
2807957270,10,2001060508
2052403758,2,3108674512
2289484828,6,2524154428
4255115795,8,1993764875
3022289773,13,2413178392
4236232088,5,2334628610
2672974115,5,2771216148
2335744758,2,3183948672
2052874007,4,2953293545
1968499740,5,2500075767
4390731702,7,2185661708
2471910890,3,3173606202
1524455315,14,2061656302
2091364205,6,2085228188
2336610948,1,2951305430
4256720162,2,563404
2342536157,16,2325923461
3193716887,8,2123842214
2313802252,8,2319480705
2569318528,3,3206466235
1974095997,2,4245200062
2908994222,5,2795565301
146495707,2,2762598835
624539354,7,2533678772
4313887010,4,2365337896
4396439882,7,2485273903
2415359169,4,2780146991
4302360807,10,2039318446
377367468,7,2009865597
2067482737,2,2931662336
3164297964,10,2132309402
2892653600,9,1924178503
2120960088,7,2767169294
4389158375,8,2069592018
4385076338,10,1531601525
128780747,4,2907116927
2788232434,12,2948222243
4206300208,5,2390481881
2321317866,2,2931662336
2596332976,1,9839718
3123092790,19,1891585555
1971231878,8,2083375246
1676540080,8,1973978937
2365073914,17,2083655055
2199270623,15,2168229531
2939502373,4,2806320543
2349772828,18,2086003190
2112350010,2,2957704286
4242286262,3,3105167352
2889345381,6,3088898967
3088269573,2,1524626348
2005309872,2,3129484821
3124770600,10,2158815252
2983722198,3,595914689
1885090615,5,2368857971
4254929532,4,5053386
4206831085,9,1985115047
2538703980,1,2392583168
4230467256,2,2324615561
2575494862,8,2371876579
1979479398,7,2085904325
2025817118,5,4232794227
2595447382,20,146510921
4366551361,6,2935080094
2795947563,8,2364749647
4395700809,6,2935909890
4281394543,8,1802230
560936501,12,2345180675
2018548691,8,2350741829
3124805898,6,2022362906
2202241191,5,2420071426
3021579001,3,3032375762
2749364234,10,1141749753
2250033169,20,1546692609
3026410894,4,4210592807
2026960844,4,2784864313
2912624945,7,2578322776
2476967013,4,3007404728
3200129606,12,2314941476
2284511917,20,1626647246
3026367588,7,1956289930
2089480126,5,2348278433
4200460682,1,4387497383
2368114236,16,2021596359
4241700526,10,2003742652
1599265873,10,2063133528
4239672681,10,11705736
4241155011,7,2012264894
2731002874,17,1984916989
4256462223,7,2888993202
4301208856,4,2899084033
3208747897,7,2087658768
2438968104,3,2157390106
1992225491,7,2089304493
2343077648,1,4388797809
2372854366,5,2736531328
4251477434,6,2586801360
3112838001,18,2163335483
2081564594,8,2087978684
3082541463,1,4285744479
2093136518,8,2010499420
2762955507,11,2727632295
3031911471,8,2071492323
3201647893,9,2066581032
2517885376,9,1968712166
1597392938,14,1985148436
3151864764,9,11365241
1979001599,2,2372611441
2802233786,5,2935909890
2351213070,12,2353886238
3201916063,3,2899084033
3126955689,7,2766384819
2883828665,12,2168916692
2995561931,2,3102449840
2917148290,5,2375295905
1980270919,2,3169395362
4250811541,3,3130187957
3175601527,10,1976290003
4244285067,9,1506200166
2219056794,9,2539195220
2045779007,7,2058222257
4298231688,9,2271181815
2989130384,10,1506200166
4395147144,5,2748952813
2284383873,6,158615250
4390219944,8,2350741829
3112767604,7,2464502
2364857043,1,66253097
2049317177,3,2398072304
2040855887,8,2023281912
2918146728,13,2915097903
2399949636,13,2417560249
2415384220,6,2378487458
4393262707,7,1996993289
3122743047,3,3009690796
4249893647,8,2354620178
2769054218,6,3095114358
2036977637,1,3108674512
4400296250,3,4285201304
2124336406,3,2945307361
2963810500,3,3002753104
4319156964,10,1972734085
2025046312,10,2009355283
4382896774,1,54078636
4237729936,1,2899084033
3035391023,2,3176185308
2356347091,20,112083242
2558816165,1,4321518183
4292120160,2,4388422664
2277936470,6,2082860237
1601187069,8,2394467054
3014703798,12,2792215612
2081815595,2,4390697879
2610300806,20,1551857419
2075285857,7,2298406330
2988908567,17,2528413735
2766531506,6,2387962428
4377692240,7,2358668433
4286914982,7,3163981
4210773604,10,1531601525
2411918605,6,2077972982
4391192916,6,24443521
3080955379,4,4387423358
2082277455,8,2000275304
2730072824,20,145188377
2362032784,2,3145304402
1993551282,4,3031052312
2593765604,10,1013667899
3135951678,6,256208259
2119689351,2,3028673576
4246433876,6,2376932109
