work_id,keyword_seq,keyword_id,score
589068042,1,16974,0.64947546
4396620131,1,5279,0.597133
4293404634,1,47954,0.660025
2725690131,1,24606,0.5842684
4280583008,2,32001,0.572358
2373703354,3,21440,0.51074195
2176744881,4,52057,0.526226
2173420178,2,26335,0.506377
1979637148,6,42915,0.510637
2339171272,4,9603,0.5764991
2967843826,2,12581,0.4776
2161075013,6,19401,0.518982
2266481520,6,11798,0.5490804
2915427057,1,71395,0.8892352
2789166032,1,64445,0.542357
2045437595,3,62566,0.520475
3207439085,2,28153,0.5124667
2958896402,3,34234,0.508991
1854369350,3,3118,0.518909
4252182466,3,9539,0.501969
3035063364,2,21296,0.556997
2312687424,1,45560,0.435173
3084688426,6,15082,0.41044724
2048412862,1,46761,0.7319612
4249164116,4,64509,0.515548
