work_id,author_seq,affiliation_seq
4224283769,1,1
4210620090,11,1
2057887447,1,1
2278618963,7,1
2045536942,1,1
56107513,9,2
2378374941,1,1
4293196572,1,1
2152088790,2,1
2509947368,5,4
4313349512,1,2
4361213938,3,2
1990194810,1,2
1974509358,3,2
4231816364,6,2
2558913376,2,1
2595902477,11,6
4205697923,1,1
4385741505,5,1
2328379009,2,1
2021943933,4,4
2172006002,4,2
4399555091,512,55
2797123622,4,1
2886453194,6,1
4206637954,14,2
2389775732,1,1
4243563008,1,1
4398296136,3,2
3207660977,5,3
1862288364,3,3
4321431974,4,1
4255320624,17,12
1976838418,1,1
4386956639,3,1
4390508221,11,2
2226311111,22,9
1982351024,2,2
4302313677,2,1
3004351896,26,2
1885356084,5,2
3168286431,3,1
4304099375,1,1
1488319909,4,1
2606246468,6,1
3162970839,1,2
2328121482,3,1
4242126975,2,1
1978406340,2,1
2905967910,4,2
3041575828,6,1
3134225726,15,4
2041692149,3,1
4280491701,15,8
2165777915,2,2
2505877747,2,2
1576541400,1,1
1866966972,3,3
4380787391,3,2
3106869716,3,2
3035794817,8,1
2129556577,15,2
3136861637,1,1
2163315259,2,1
620051221,5,2
2333557384,4,1
1975452494,1,4
4236765420,71,12
4381715727,1,1
4234868233,52,3
2082317148,3,3
2093725798,3,1
2748689738,3,2
2804522001,9,3
2800634024,2,2
4387487265,5,1
2060874542,1,1
2945457704,6,4
4386438439,12,4
2952084309,1,2
2884300528,2,2
4206586668,1,1
2994618054,4,1
2314323795,2,1
2161360065,5,2
3115147312,2,2
2789575745,22,5
2811143803,5,4
2163800281,1,1
1967915850,3,2
4292438446,2,2
4283831242,92,7
2460467855,4,3
3193598639,3,3
2105556650,4,2
4401756500,6,1
2414036436,2,1
4399432024,32,6
2913985135,8,1
2978865708,2,1
4386997378,1,1
2356584513,1,1
2041058402,4,1
2587755620,8,2
4393410028,2,2
2163821292,7,2
3022339857,4,1
2965243934,4,2
1998216842,3,2
2023063419,3,2
2045600889,3,1
1989463557,1,2
2568225149,2,1
4388423588,5,5
2999694598,14,1
4395038792,2,2
2915242265,2,1
4239518627,12,4
4387558207,3,2
2911890565,1,2
1540623620,1,1
1925933978,10,4
4394967971,4,3
4247791057,12,26
2081127605,3,1
4308507029,8,1
4317989635,2,2
4241023271,6,10
4296603601,1,1
2784587353,3,8
2169503669,23,16
1996550813,2,1
2543834468,1,1
2104758775,1,1
4312206775,2,2
1973201856,4,2
2159817497,2,2
3125876675,2,2
3131651767,1,2
4385753657,4,3
1623904656,4,2
2010861479,7,3
3006940214,1,1
3108644006,5,1
2592291592,2,2
4225987406,19,19
2047057506,4,1
2019985891,1,1
2884268859,1,1
2775729459,7,1
4286484352,3,3
2796792379,1,1
3169541756,5,1
2806027298,3,3
3131554716,1,1
76750750,1,1
2007258821,3,3
3122178630,4,1
2016480316,7,4
3032925355,7,9
3162888044,2,1
2130970826,1,2
4295713307,3,3
2316895393,5,2
4380029860,6,1
4234624038,46,2
2626975966,1,1
4383262501,1,1
2124305521,39,7
1504088344,3,2
3014927470,3,2
4399281788,1,4
4291622417,1,1
2280426981,8,1
2534005524,7,1
2724828162,2,1
3133514486,2,2
4385563069,11,1
1832298495,1,1
2171238308,8,7
342303685,2,1
2094941852,6,1
11992764,5,1
3216107231,6,1
4366089886,2,1
2071597707,1,2
2923521735,1,1
4288513886,46,3
1501840479,832,34
2137696433,282,45
2974951449,7,4
1980993778,1,1
3040352112,10,5
4246731218,35,10
4253024624,3,1
2768591404,8,3
1534036574,1,1
4400333104,6,1
2409145539,1,1
3016400661,2,3
2070844352,1,1
4213413387,3,1
2971153173,3,1
4205673561,1,5
2048691983,4,1
2154589518,6,1
2898760236,2,1
2023523710,2,1
3185103704,8,1
1613350179,4,1
1969909515,2,1
2021246226,4,1
2073118939,2,1
1979242591,1,1
4250477306,80,5
4392543467,790,99
2612166892,1,1
2124991369,6,1
4388448460,2,2
2003999892,5,1
1970055367,1,1
116190458,2,1
2092092097,3,3
2119182817,2354,23
2086947011,2,1
2734580548,4,4
2512485908,1,1
2313363400,1,1
2129318902,5,1
3194460911,3,2
3097379267,3,2
4386326626,2,1
4390943098,4,6
3205620434,1,1
113250301,2,1
1999382524,5,2
2915679690,2,1
2115933691,3,1
2037958945,1,1
1546948615,4,1
3138893453,2,2
2158560175,1,1
2761119947,11,8
2003147999,1,1
3025187659,4,2
2490718690,1,1
2331576295,2810,17
4224001307,6,2
4390683214,3,1
2027512469,3,7
4248261556,11,6
2969414169,1,1
2070594709,2,2
3012791708,1,1
2081796577,20,6
2924003125,3,1
343843269,4,6
2117051607,477,103
1982449266,4,4
4239599201,14,1
2214886130,2,2
2581639662,1,1
2994957176,6,2
3048856487,1265,87
3185123048,1,1
1968516581,3,1
2048173444,81,9
1992752398,3,2
1889630997,6,1
4253837779,3,4
2142132183,1,10
2914871552,1,1
4391324378,6,1
4238180395,3,1
2799343821,2,1
2888994614,6,2
2424923343,1,1
4200392124,6,1
4321491524,3,1
2143056146,7,1
2044142647,2,1
4206584231,90,48
3001690792,1,4
2137955597,1,1
1974135371,1,1
4221085834,7,1
2614725168,4,4
4399746819,2,2
2899570819,5,1
2039873048,6,3
2046299241,3,1
2074920875,1,1
174727112,4,2
2955917124,6,3
1911841224,3,3
1778229093,2,2
4393379365,4,5
3193501103,2,2
2546720886,5,1
1973675349,1,1
2468269419,1,1
4225591820,3,1
3162163051,3,1
2578749108,15,2
4281669460,7,7
2067011205,3,3
2169042847,1,1
4396609032,2,1
4384524511,1824,20
2753133513,3,1
4242673448,7,2
4327616893,4,2
4389493256,2,1
2001909768,4,1
4211002180,13,3
1987309104,2,2
1496195305,4,2
2066119804,2,1
2967548196,5,1
1849454341,8,3
1976298936,8,1
4401097075,6,1
1970021436,3,1
2394252546,1,1
2000714645,4,1
2976253266,2,2
2910003582,5,1
2413511056,1,1
4381989312,3,2
2419224141,1,1
4226367113,5,2
2953163722,5,1
3122874369,1,1
4254908085,16,6
2953296310,5,1
4200282594,2,1
4297672627,1,8
2071818997,3,2
2108559854,1,1
4384559250,17,6
996053812,3,2
3151026130,2,1
2954195205,3,1
2051871795,2,1
4220866535,7,7
2019842596,1,1
2898336939,1,8
2791794271,1,1
2583632346,2,1
1972703063,59,5
2022063191,1,1
2304528295,4,1
2057282168,1,1
1588735306,5,2
2313550910,1,1
2124156281,3,1
4386036425,6,1
4318754545,86,9
2995333281,2,2
2089196413,1,1
4389771220,1,1
1979877217,4,1
2345404562,3,3
3118288805,2,1
4366815824,119,6
2772565825,2,2
2002765434,9,1
3042657940,4,2
4237200955,1,1
3179479348,3,1
2020103166,4,2
3096773927,5,1
2057299695,1,1
4230208114,3,1
1978446678,2,1
1974386163,3,1
2000263324,1,1
4376103476,1,1
4226100174,10,1
2375155057,1,1
2808198575,1,1
2047144606,2,2
4401460232,1,1
2061589826,2,3
4288076680,1,1
4393400492,4,4
3043505424,5,5
2170864605,2059,151
2049993265,1,1
2901616882,2,1
4322757687,8,5
3147270972,4,2
2047023054,3,1
4386252871,2,1
2950386618,1,1
2991556156,6,4
2915828958,3,1
1970657102,4,1
1990451347,1,1
1505547039,2,1
2473349231,3,2
4389605603,5,1
2385501053,1,1
4312462160,3,1
2051320284,13,11
3186999115,1,1
1991411641,2,1
2734324615,4,1
2348694920,1,1
2010756096,8,2
3176990450,1,1
4386921104,4,1
2771787569,1,1
2397312756,1,1
4320459569,1421,137
2623349464,5,1
4220913086,3,1
2084014096,3,2
4320507040,1,1
2016240460,3,2
1976243909,1,1
4246681484,1,1
2044969989,1,1
3207728334,6,1
2342004933,2,1
2183292244,5,4
3039099012,3,1
2094088708,3,1
2760978951,4,2
1974477380,3,2
4400893587,1,1
2761289762,2,1
4313388835,1,1
2552209469,1,1
4391137834,1,1
143469185,1,1
3184888006,3,3
3188625712,3,1
2172236858,3,1
2942334451,2,2
3124384963,1,1
2799999032,5,1
1496201941,1,1
1992569131,1,1
1982900110,4,1
4285548940,1,1
2945528538,6,2
2012351667,5,1
2009535781,1,1
3031821708,3,2
2752490744,2,1
4239619280,2,2
3148722180,5,2
3207376285,2,3
363685844,3,3
3205069884,5,3
2491226819,5,4
3136830947,1,1
3200821180,2,1
3194434006,6,1
2122009641,5,2
2166344173,794,4
3022168713,1,1
2029662954,4,2
2952395975,4,1
4224219113,2,2
4400937533,3,4
3004748188,3,2
3191943936,3,2
4386595249,3,3
2032897036,5,5
2961502703,2,2
2890155286,6,2
4400601375,1639,181
2888470695,1,1
2358710309,1,1
2974385610,4,1
2141562732,2,2
1964174098,3,2
2104292590,8,2
4399803605,1,1
4390193497,21,20
4239990236,1,1
2970928906,1,1
571977740,1,1
4311815850,1,3
2894524099,1,1
2946545622,1,1
2915470359,5,1
2771411114,6,4
1971837916,1,2
2314356353,9,1
2757933317,5,3
2135012269,2,2
2112390338,26,18
2189918755,1,1
2153573575,1,1
2043037779,1,1
2990138977,5,4
2162389219,7,2
2691467194,2,1
2038969261,2,1
2258141474,1,1
4250466084,40,6
2418236183,4,1
3164880151,1,1
3045544950,1,1
4285185011,3,1
4308010448,3,3
4225729123,2,2
4313432116,2,1
1994713974,12,4
2782380244,5,2
4223593509,6,2
2969799473,7,5
4389391084,6,1
2896578731,4,2
2066943772,4,2
132225538,4,1
1976830231,2,1
2964659224,3,3
2976783935,1,1
1822673838,1,1
4391901512,2,1
2913000186,4,1
2946648444,1,1
2058250422,6,1
2091816864,1,1
2587602531,4,2
3105370657,6,5
2772594210,1,2
4315780355,1,1
2351000027,1,1
4214533666,1,2
2297761545,2,1
2016525673,6,2
2115862621,1,1
4322763877,12,2
4283265556,2,2
2074191212,5,1
2738953070,1319,126
2346793092,2,1
2766423330,294,2
2341433432,5,1
2003181887,2,1
4388591176,2,1
2951390457,14,1
2215851874,3,1
2706518861,2,2
2142205712,166,15
2986149690,1,1
1994382662,2,3
4317802079,4,1
1985195055,1,1
2958841749,1,1
2560884730,6,2
2039310245,69,37
2031037961,1,1
2161875843,7,2
78876728,1,1
4392467120,4,1
4379793789,4,3
2903872146,4,3
2947909392,11,9
2036039830,2,1
2006570817,1,1
4399483799,3,3
4360789353,2,1
2073664492,3,2
2004109591,1,1
2031844954,5,1
4211077923,1,1
1964277659,1,1
4240720903,1,1
2044909936,2,1
2109397202,4,1
1995469874,2,2
2362397718,1,1
4393796801,4,4
2066929179,1,1
4229700390,10,2
2769143563,2,3
4390604475,3,1
3080769051,2,3
3111959360,1,1
2557302254,4,1
4284974514,2,2
2028047893,5,1
2939060263,2,3
1998797284,2,1
4255114749,1,2
3048047674,4,7
3217675815,9,7
1970961598,3,3
4319059264,6,3
3216429626,1,1
4251928215,55,1
2735018033,1,1
4248069521,62,5
2106193687,11,4
4243567571,3,1
2971414129,9,8
4386889435,2,2
2295675199,12,5
2047178208,1,1
2345909088,4,1
3123337084,1,1
1597977305,4,1
4394693468,1,3
1969850848,1,1
4241034506,33,1
2946836227,4,2
4308096248,2,2
3166027467,2,1
4211003365,1,1
2210474197,2,1
2101336734,2,1
1497720820,2,2
4393282238,3,3
4386606313,6,1
2152263372,2,2
3164488031,2,1
2069471905,2,1
3157960213,1,3
1481711991,2,1
1990350535,1,1
2028362338,4,2
4387803127,2,1
2009976423,4,2
2009699903,2,1
4384025057,21,1
2175688146,1,1
2783472132,1,4
4323808215,2,2
2321127585,5,2
3033993187,1,1
2944708156,1,5
615921920,7,1
2922300094,3,1
1974179661,1,1
2091137827,3,2
2048849415,9,3
2325679191,2,1
4392196057,1,1
2914292818,2,1
382748444,3,1
2048190943,4,1
3177076447,2,1
2506995003,1,1
4295008261,1,1
4387671342,7,1
3111295039,3,1
2092891281,8,5
2076255497,2,1
2131605678,21,19
2052917801,1,1
4234077380,58,1
2287460409,2,3
2754858094,2,1
3005357594,4,5
1850939239,1,6
2102955220,5,5
2396667460,1,1
4243140451,30,1
4376868826,6,1
2091960464,2,1
4392477514,1,1
2147777044,1,1
2346559780,3,1
2340859274,1,1
4250150915,16,5
3136595936,86,24
2120923197,5,1
3186110867,5,2
2612690507,5,1
1987232145,2,1
2757417436,5,4
2902163976,5,3
2969323075,3,1
2490769114,3,2
4241525187,9,5
2901870829,2,1
3124146004,3,2
4283008994,4,5
4395014000,11,10
2525872923,4,3
4388041828,18,2
4206124693,6,1
2023028858,2,1
2588659834,2,2
2159702943,8,8
2084837649,2,1
2734730132,2,1
2796869514,38,6
3014357488,1,1
4388398207,4,3
1809925699,4,1
2887789710,12,1
4255546894,2,1
2599624962,5,4
4282925951,8,9
2083858723,4,2
808966386,1,1
3029174911,3,1
2891460084,11,4
4281689505,4,4
3045459016,1,1
2242974003,4,4
4372331716,4,1
2623640940,1,1
4317989902,1159,70
1979284269,3,3
4390423652,27,1
2058326937,3,1
2745445437,13,1
3174698459,6,3
2147384103,2,1
3092412842,12,3
4392059425,2,2
1991305511,20,6
1941611817,5,3
1543022200,123,14
4393898736,6,4
2962056007,4,2
4389678250,7,1
4392909534,1,3
3158953179,7,2
4243541151,1,3
4293170772,16,5
4302007879,1,2
4297834673,1,1
4401832441,3,1
2941043333,4,1
1986732612,1,1
2051479834,1,1
3198958407,1,1
2089347026,5,1
2044502458,5,1
4295556571,50,1
3187666203,3,1
2107087717,1,1
2106960688,1,1
2308588627,3,1
1506897506,4,1
3005977348,25,9
4251841923,1,1
2133683746,3,2
2790041687,4,3
2315878719,5,1
1499702846,2,1
3014916295,6,5
4396214151,4,3
3161688959,1,1
2356277572,1,1
2728187739,1,1
2197806082,2,2
4235082349,66,10
2087179555,1,1
3179133722,7,2
1981369669,4,1
4291178730,24,3
3028665450,16,1
3019227841,1419,123
2910988494,14,14
2530729222,2,1
4200558497,5,5
2014877696,1,1
2489377329,1,1
2085202939,3,1
2618835293,2,1
3120833249,4,2
3215492345,13,5
2702856857,2,1
2089663010,2,1
4399365202,218,9
4220924034,18,11
2929714354,5,1
2962928720,2,8
2771058682,7,6
3185768166,1,1
2888179338,15,12
2017861268,5,3
1527150655,2,2
2357979343,1,1
4385754986,1,1
168925832,2,2
2028955375,2,2
2081668889,2,1
1887298660,1,3
4400372735,8,3
2742012545,195,30
2070937033,1,1
2626619065,2,1
2774051531,25,10
4323925210,2,2
4230672068,3,2
2546126515,5,4
4241461838,1,1
2378718483,4,1
2093729791,5,3
2592917637,8,5
2792112639,1,1
28377484,5,1
2802637564,3,1
2200822535,1,1
2886117527,6,3
3144218868,10,1
4380764442,1,9
3085845390,3,1
3198061375,2,2
1967621763,2,1
2075404718,1,1
3048599302,2,2
4322505684,4,2
4389920092,2,2
1999525863,4,2
4293539399,25,6
4394595005,3,4
2780639750,2,1
2463006498,1,2
4399922079,6,1
2082563072,4,1
4284976430,3,2
3137096187,3,2
4393935056,7,6
2741497413,7,3
2372203775,1,1
4401368328,1,2
4235808001,3,1
2482009306,6,2
4385879993,3,3
3031378834,3,1
2072848644,3,3
2035095225,1,1
4312638749,1,1
2140572909,1,1
4318942358,3,1
2043913779,1,1
364861579,1,1
3093053028,1,1
2055459218,1,1
2972975186,1,2
4387730097,4,2
3133505083,2,7
4226181076,1,1
3166344832,3,1
1516612025,2,1
2242854808,2,1
3034267508,2,2
2065948897,5,1
2079401263,1,1
1996436708,3,2
4318477703,2,1
4321372285,2,1
1995733431,2,2
3102420419,1,1
2129626887,2,1
2330475095,1,1
2888539990,5,4
3006580995,6,4
2951733170,11,3
1976111030,6,1
2749835273,3,1
4398605223,2,2
4212868696,1,1
4236005437,69,5
4205814964,4,5
2165482419,5,9
4234318235,2,2
2147016885,9,2
4223569948,9,4
2147407640,3,1
2029613829,1,1
4206998488,2,1
2118618439,2,2
2074894036,3,1
4394449541,9,23
2788805235,3,2
3164092915,1,1
2068212056,9,3
2799668744,2,5
2431415403,12,1
4393403636,2,2
2810091086,2,2
2922875980,1,1
3200252070,2,1
2370119601,1,1
4296769717,7,6
3209138793,3,1
2068231727,4,1
4389640104,4,2
4308409811,2,2
4376621026,1,1
2369889793,1,1
2115395636,3,1
4310340217,3,2
2314275658,3,2
3215588456,14,5
1979479097,4,1
405095426,2,2
2027103450,1,1
3005882214,4,4
2735049561,7,2
4289782282,4,2
1965745761,3,2
4293207237,5,3
4378977995,9,1
3170588532,2,1
2903841870,5,3
2062176888,1,1
1975277327,1,3
2945887704,4,4
2334179096,3,2
4238822069,1,3
2892320476,4,2
1179246749,1,1
4385411924,1,1
2109167136,4,2
4385353148,2,1
2574631616,1,1
2322165144,2,1
3159595975,7,1
1985610027,1,6
2139652458,12,5
2333032393,3,2
2075051394,2,2
2399922506,1,1
2038837540,5,1
4393033595,7,2
2020105563,2,2
3013219510,3,2
4200206206,5,1
4384026397,5,1
2158523474,4,1
4238766654,3,1
4392015192,1,1
3016132393,2,2
2180214071,2,2
2964751288,5,1
4365140012,10,3
3170034640,7,2
189092722,1,1
3081006176,2,2
2110476474,10,7
4401344794,2,2
2130362816,4,4
1499614114,3,3
2332979512,1,1
2159584897,5,1
2074627829,2,2
4239061658,4,2
2047747278,1,1
3031531885,5,1
2012109540,1,1
2563766023,2,1
1993405278,5,1
2911000668,3,2
2754007726,4,1
2060053122,2,2
3107977263,6,3
2133255289,3,1
2986575350,2,1
4385730484,2,1
2021023000,1,1
4285025642,1,1
2392152841,1,1
2520242050,2,2
2112414994,6,2
2083551442,1,1
2176469182,1,1
1983004971,6,6
2888526306,1,1
2083426949,5,4
2398626940,4,3
3004581987,5,2
2152197810,3,1
3120317229,1,1
3024434505,5,1
2953856599,1,2
2985826792,6,2
2988898301,4,4
4386815409,1,2
3106102245,10,4
2800837253,2,5
4386112245,7,1
2588949994,1,1
3032053877,1,1
874945398,1,1
2322512161,10,2
2098565450,2,1
2120321921,254,43
2098070625,1301,92
2093064242,1,1
2889251195,5,1
4200593212,6,4
4300779966,7,7
2127320601,3,1
2802755486,5,4
2327703649,2,3
2125601821,2,1
2892344859,2,3
2724542515,7,1
2748627085,6,2
2275960028,4,1
2965772960,1,2
3161640169,1,1
2220572966,4,6
4294339039,4,3
103670103,1,6
1578950123,2,1
1995964955,4,1
2217804780,3,1
2140883203,1,1
4291414198,1,1
1961795031,5,7
2177478490,1,3
2326297405,1,1
4243699893,7,4
2254723114,5,3
2190624748,1,1
4236840518,11,2
2372603044,1,1
2996706053,9,3
4289518421,1,1
2067228346,4,1
2538822604,5,2
1999439490,1,1
3035949892,1,1
2063011502,3,3
4289275459,11,2
2613178869,3,1
3121971624,2,2
3097320606,2,2
4394921440,3,3
4393821156,1,1
1670306967,2,2
4246088909,1,1
2048856739,1,1
4200174785,5,1
3179640725,1,1
2016788117,1,1
4224087923,1,1
2169753550,9,4
3206983999,4,1
2095128707,1,1
4232223669,2,1
4294975206,5,1
4366268644,1,1
2011354435,1,1
2975817384,1,1
2996587201,4,4
4396877555,4,1
4398676817,1,1
2075143680,7,2
2136150297,5,2
2913698327,7,6
2083839196,9,5
2067325948,3,1
2969526202,2,2
3205339805,3,1
2058836766,1,1
4252157054,1,1
2935176248,18,3
2885167577,1,1
4389686914,6,1
3016693832,1,1
2028608835,2,1
2147143873,1,1
2033058731,2,1
2313819867,7,1
3047452737,3,3
2096716940,166,16
2094509288,4,2
2786036227,5,1
2362674417,2,2
3011579130,4,3
3167928942,1,1
2013165897,3,1
2075445866,4,1
2147372717,1,1
4394580416,1,2
2805442852,2,3
2087115906,5,2
2000167450,2,2
2790570789,1,1
2044677625,10,7
1908833859,3,1
2611235627,1,1
2262783070,3,3
570890853,4,3
2078261916,3,1
4312974062,1,1
2268179299,2,1
1990271819,2,1
3198125366,14,13
1996823503,2,1
4250150915,84,1
2046844246,3,1
3120767514,2,2
4211251252,3,3
2988717671,8,1
4312793782,2,1
315871396,1,1
2033232181,3,4
2412533598,1,1
4212847276,2,1
2345593735,3,1
4396967947,2,1
3084767830,6,2
3120096696,5,1
4298146803,3,1
2046864787,1,1
4292543165,7,2
2901370759,8,9
3001591502,1,1
4310117704,5,3
4210827693,1,2
642591062,7,1
2109642048,8,4
1629450420,3,1
1989975321,2,2
187013985,2,1
3210143984,4,2
2139130844,2,1
1842885968,6,1
4308368206,7,4
3024919374,3,2
2601693756,4,1
4398221673,1,1
2038496378,2,2
2259136345,5,3
1969460008,1,1
2892162897,3,3
2325939255,4,1
1984179269,2,1
4252619256,2,1
2950627313,1,1
2431648225,2,2
4206602217,1,1
4389536367,8,1
4206772272,1,1
2418895770,7,13
4283711294,3,2
3212105632,2,4
1966221061,1,1
4225015668,8,3
4205856993,3,3
1975330913,4,1
2996084365,12,1
3119270564,4,2
4385467289,2,2
4392969603,1,1
2077806885,1,1
2003752590,4,1
2624641003,1,1
3207626946,5,1
2979085381,2,3
1963847893,3,1
2965262455,6,3
2006395855,3,3
4387128942,1,1
4366548893,4,3
2167535018,1,1
2962383915,7,1
2811046954,5,4
2175655270,1,1
2055831126,1,1
4293258108,4,1
4321846030,2,1
1030881541,1,1
2560438436,1,1
2273954851,2,1
66419377,2,2
2401449338,1,1
4401036981,4,3
4296692167,1,1
2158584525,1,1
2054289355,2,2
2061438854,4,1
1968584946,1,3
4391644332,20,7
2505627614,2,1
3013752652,2,1
4229028880,6,1
2312409531,1,1
2310922304,3,2
2464175821,1,1
2782810291,4,1
4390350088,197,3
4384068370,3,1
2625869026,2,1
4391043510,6,2
4399424391,2,2
4207035967,107,30
1480065136,184,39
2067951518,2,2
4206706255,1,4
4393709037,1,1
4309554402,1,1
4395100202,3,1
2068929927,2,2
2023536113,4,2
4317437782,2,2
2016868467,2,2
1997935250,1,1
4389160652,4,1
2501530108,2,2
4234431821,107,4
2334941102,1,1
332769405,1,1
2023440123,2,1
2021403697,2,1
3021949886,2,2
2073705791,1,1
3026624657,1,1
2920053651,1,1
4388646808,2,1
4392134142,4,5
192212884,2,2
4220873173,1,1
2983389198,2,2
2324697883,4,3
2560564247,6,6
4398323921,4,1
2051363753,2,1
4229971990,10,4
2970247557,3,2
1496524386,1,10
2766921479,4,1
2145235040,3,2
2109158936,3,2
4396891502,2,3
4307420509,1,1
2031171978,2,2
4313359002,3,1
3099889076,1,1
4391004602,6,4
4311156296,1,1
4387394111,4,1
2380243957,3,1
4212786393,3,2
2042482175,2,1
4238804482,42,3
2896789315,1,1
2780053060,3,1
2132938036,9,4
2794782758,8,2
4226100471,2,2
4366572371,1,1
2907701792,1,4
4308977008,4,1
2784795157,2,1
2555296711,3,1
2597775464,7,5
2887559016,9,1
3122014116,1,1
2544872142,2,1
2129722443,2,2
2986845914,5,2
4231182630,7,5
4394710256,8,2
3208082614,6,1
4388076622,4,1
2382003266,1,1
2420784608,2,1
4390685377,3,1
4205392966,5,6
4392921122,4,3
3103932296,2,1
2925127617,2,2
1692766380,1,1
67957508,2,2
3050122506,3,1
2767826696,2,3
4375859330,5,3
2047394964,5,3
4206260710,1,1
1490689161,1,13
3123606573,3,3
3118168187,2,2
2089556276,1,1
2572123723,1,1
2110278539,1,1
2110408023,4,1
2032539577,3,3
1991509313,4,4
4296099146,1,1
2172157282,3,2
2354625695,1,1
1979725941,4,1
2600759784,1,1
4393147230,6,4
4396917092,4,1
2774054186,4,1
2825826491,5,3
2972109754,1,1
2145109772,1,1
2007673201,1,1
2031259557,5,1
3175714870,4,3
2399168384,7,2
2340556629,3,2
1505104035,1,1
2411388977,5,1
2522859589,1,1
2017568048,1,1
2081520219,2,1
1936172793,4,5
2350653017,1,1
1981390956,3,3
2944825626,4,4
4394994404,8,6
2607595092,7,3
3094549964,2,2
4200260904,10,2
3201562791,2,1
2191972090,1,1
1963977167,6,1
2073449590,1,1
3038557589,6,1
4225142634,4,1
2884889180,3,5
3197383102,2,2
4283271244,58,1
3116405709,1,1
1532619123,2,2
3007495014,15,6
1989146472,2,1
2917713612,1,1
2134265216,4,3
3129556586,1,2
1986759865,2,1
1990532932,2,2
66628842,1,1
2971273612,1,1
2343399683,7,3
1973940200,4,2
1943858919,1,1
4247874246,3,7
4386012881,5,4
2117689507,2,1
2735834229,3,4
2167258478,4,1
4323240235,3,1
4285124753,8,1
4256455773,1,1
2006465863,1,1
2334652120,5,4
4389976130,1,5
4308603606,5,2
4387633761,1,1
4385304968,73,2
3129758345,1,1
4281796245,2,3
2105034005,4,1
4250453028,1176,2
1540100790,1,4
3001785154,1,1
4282838296,14,2
2771221324,1,1
2233622698,3,2
4313399878,4,1
3015490645,1,1
1975723642,2,1
205599801,1,1
4392521360,2,1
2130395169,10,2
3115697351,4,1
2977630681,1,1
2565629934,2,6
4382137818,2,1
4386457051,2,1
4387974158,7,2
1487218082,2,2
4211239152,1,1
4392553177,38,40
2495873699,6,7
3086609291,1,1
2051534176,2,1
2051596663,1,1
2118654805,7,1
3080523169,1,1
3162372103,1,1
3151052098,7,3
2023230285,3,3
2771890492,1,1
4233161347,4,2
2921074038,4,1
2470666951,6,2
3179873600,8,1
4400930440,5,1
4383218104,1,2
2128047485,2,1
2059578745,3,1
2023265162,2,1
2751472956,3,1
2888521798,1816,168
2131933599,1,1
4390143718,3,1
4210479442,5,4
4391758722,1,1
2166653277,15,1
2288702013,2,1
2082033841,4,1
2334727491,1,1
2886234981,2,1
1990797826,7,1
1963922400,4,2
3127518280,3,2
3213687087,1,1
3213665733,6,4
2293465214,1,1
4321166785,9,3
3154336926,8,7
4311523704,5,2
4297225031,1,1
2947160760,2,3
4376132588,2,2
2042515665,2,1
2311801213,8,1
2766343574,15,14
4255406465,149,3
1530800747,1,1
2159974451,6,1
2083125682,2,1
161038039,1,1
4390410841,2,2
1992861278,3,1
4379743876,4,2
4391172633,3,1
2792305546,1,1
2967322531,2,2
2584460384,4,3
2972436122,4,1
4321373985,2,2
2348921150,1,1
2883413804,3,2
2117896311,4,3
2441713061,3,1
2108727996,1,1
3099693577,4,1
1824353680,9,3
2135976021,3,1
4399437350,2,2
2160407365,2,1
4212949060,5,4
4285349613,2,4
2077496758,6,3
1985869709,3,1
2035656619,5,2
1604539336,4,1
4220985184,7,1
2010277802,2,1
2737023264,4,1
2205870734,5,2
4313559838,1,1
1708669023,37,5
4253414106,1,1
2883295575,1,2
2220762819,1,1
2904028935,2,1
2010595736,1,1
2255015856,1,1
4254831089,109,1
2978154090,5,1
4255893618,17,8
4393673499,20,6
2089813770,3,1
2034069001,3,2
2909790719,1,1
2177485004,1915,157
4302764002,2,1
4308896441,3,1
1818661530,1,1
4388662461,9,1
3117136578,34,11
4399071343,9,4
2075315205,3,1
2760691777,1,1
1982829597,5,3
2898153838,3,3
2021748360,1,1
2766792595,1,1
3184010367,3,3
2038498388,2,1
4398554673,2,2
2174165169,17,2
1989367799,3,3
3173873785,3,1
2995853072,4,2
2401676029,14,1
2949814253,2,3
3159741078,1,1
2071363301,1,1
2948297468,13,2
4289926186,26,11
2219998773,1,1
2152065581,2,1
3015470285,1,1
2032147567,3,3
4389213539,9,1
2528972795,1,1
4389601038,8,1
3211134030,3,4
2142513653,493,46
3127189701,2,5
2090105957,5,1
3093246865,27,6
2978531222,2,1
3210657561,7,1
4365133668,22,14
4388051327,2,1
2513536360,1,1
2786184505,447,41
1891861785,559,65
63331736,2,1
2951853160,10,1
3103326987,3,6
2053598967,3,1
3080854107,3,1
4392117840,9,1
2010077484,3,1
2609071749,3,1
4394995347,136,1
2076549951,4,1
4312939165,3,3
2353718266,1,1
2979164000,1,1
4360813177,4,3
2762831249,4,2
2299611245,2,2
2743658653,287,22
3009182170,8,4
2125751161,1,1
2321968949,4,6
2037521684,2,1
4312056409,1,1
2606385200,6,1
2006834502,32,1
2897447287,4,2
2972425800,11,3
2109772539,1,1
2081779755,1,1
2955786865,2,1
4249887091,15,1
2799390104,1,1
4392834004,6,2
4318591822,1,3
3004215626,6,2
2352622751,1,1
2783396065,3,1
2945500520,1,1
2488173845,1,1
1880899420,5,3
2840970541,8,1
2010857958,3,1
