concept_id,ancestor_concept_seq,ancestor_concept_id
2777155141,1,2778257484
106527866,2,154945302
57482977,2,162565982
149187182,5,2756471
2779541081,1,2984145337
2781060939,4,54355233
87606752,6,134146338
2777812459,3,169760540
2778474254,3,2777003273
2777803738,3,171250308
203254541,9,67996461
2778115633,3,121608353
2777221213,7,55493867
2778674009,9,147789679
166832727,10,71924100
2775983998,1,142724271
180754005,5,185592680
189695362,2,119374780
90582226,3,8891405
2777395736,9,178790620
2778079182,2,2986817661
43587935,11,71924100
73219336,8,2777904410
106624574,4,138885662
2778529930,7,121332964
111442797,4,105795698
2777952318,2,2779134260
2776181196,7,10138342
127240579,2,20518276
23431618,11,109214941
2777568163,9,121332964
35552991,4,55493867
2781204770,3,55493867
41376638,5,127413603
2778455770,4,71924100
2781153586,7,121332964
2778062597,2,66938386
2780724529,7,59822182
2993056621,2,166957645
17435882,1,2524010
2781363737,5,41008148
2780562284,3,42219234
167984511,1,33704608
2779918413,1,2780138299
2778713851,2,166957645
120791594,10,95444343
2910202170,6,71924100
2776687834,1,48103436
202577360,2,1276947
2778493900,4,62520636
2776712624,1,2776015282
24717449,3,86803240
3018028102,1,55587333
2778615406,3,71924100
198451711,2,118552586
96087396,3,171250308
2778567606,3,104317684
2777997956,4,15744967
2780522230,1,41895202
76843793,5,41008148
521977710,5,192562407
2780874531,4,86803240
193383173,2,87976508
2993130379,4,199539241
145197507,3,138885662
46834768,2,24345647
47191418,9,41008148
2777637523,5,142724271
50213807,3,121332964
37505551,8,205649164
116206932,11,121332964
2777627335,1,2775914520
2776825438,1,24998067
2779033008,2,126838900
2775935240,3,151730666
38786816,6,127413603
20220851,3,151800584
112481924,4,121955636
2778587875,6,24326235
389152,1,178666793
12411756,1,54779947
192424360,1,119857082
105320234,3,31258907
2909870366,3,203014093
85240754,8,185592680
32715997,10,121332964
2781026528,5,15744967
144559511,3,41008148
2778506040,11,127313418
36759035,1,42360764
136356330,6,162324750
84289048,6,185592680
2778763806,3,62520636
159784718,6,41008148
2910151965,2,71924100
2984333267,3,162324750
758759,9,55493867
2993404629,5,155202549
2779391668,11,185592680
2777722557,4,54355233
116539479,1,132651083
26582661,1,184779094
35096461,4,127413603
93078006,2,555008776
2781244667,3,144027150
129824826,6,33923547
140530291,3,71924100
2991969000,11,17744445
2776172590,15,106159729
20950039,2,143065580
119560385,5,127413603
25274449,6,185592680
2779071816,3,55493867
2780040266,8,54355233
84687054,10,192562407
96313414,3,59822182
2779753035,7,111919701
2780610775,4,54355233
2781363766,10,153911025
162362422,10,33923547
2909782663,9,126322002
2780212800,10,86803240
2781350029,3,55493867
2780973484,7,178790620
2777489351,4,142362112
2777704310,1,2780801004
2781060517,11,192562407
118403218,5,15744967
2780152017,3,170493617
122629976,5,505870484
132736078,1,46286280
188414643,1,165801399
131356121,9,33923547
180675623,8,126322002
112088984,7,36289849
178144697,1,4916135
55596503,1,148840519
2910502555,3,151730666
2776650774,3,22744801
2778907243,3,127413603
181149355,2,148730421
2778775115,4,178790620
84838300,6,185592680
104267543,7,76155785
181582579,4,62520636
71477052,7,62520636
2776115805,1,78854221
105076106,7,185592680
71515424,7,178790620
140927136,7,127313418
2777778793,1,54355233
170528557,2,2987658370
195973872,4,127313418
2776330499,4,505870484
158619295,4,190283241
56952292,7,105795698
2780013240,3,126322002
2780081452,7,178790620
2778360019,5,95457728
2776754145,3,2779134260
2776517821,3,55493867
2777520566,4,86803240
199176802,3,138885662
2780608335,1,177713679
2777312559,5,134018914
49511088,17,33923547
108608090,9,144024400
202542152,7,127413603
1668388,1,124101348
2781001896,2,121608353
180706569,2,136764020
2984737752,6,17744445
143510601,13,205649164
21305988,4,41008148
2778975655,3,2779134260
2777338127,2,2776709828
2911209605,3,141071460
2780959517,8,126838900
166014724,2,54355233
44540991,12,136764020
2776418696,3,181199279
14999030,1,154945302
3019193636,5,71924100
61032513,2,108037233
105702510,1,86803240
2780041860,3,138885662
2911165735,1,2780035454
2781440901,4,71924100
2780997500,2,2775864247
2776628955,8,86803240
2778086801,2,120665830
131275738,7,38652104
132916221,10,114793014
6881719,11,71924100
67337642,2,17525397
2778674702,3,2779134260
2909590148,8,126322002
2778597717,12,71924100
2779384463,1,2780723820
2994273942,11,15744967
2780133158,4,185592680
2780242733,8,86803240
3019347889,1,105702510
152067771,4,86803240
158045935,6,74510933
205871297,8,162324750
555175668,4,71924100
2909403385,9,11171543
118368358,9,41008148
38671928,3,199539241
2777435962,3,134018914
184896649,6,24326235
2780045450,2,142724271
61912525,4,77088390
2777200579,4,71924100
90201813,2,119599485
2993195213,3,62520636
129792486,3,41895202
14728290,7,185592680
100142294,2,169900460
2778445657,4,159985019
2777596722,4,18903297
2780779033,2,2780216858
3017648133,4,86803240
