concept_id,ancestor_concept_seq,ancestor_concept_id
124194741,4,95457728
182692853,7,62520636
11312509,5,205649164
186855751,7,15744967
2779889926,8,71924100
98559332,3,71924100
3018200157,1,159110408
2780299701,7,205649164
530198007,4,41008148
2777496521,2,178790620
115867849,7,86803240
200965112,2,58640448
56940625,2,49051014
113707754,3,35341882
2778618036,1,2777427919
2909325608,8,126322002
545943180,1,185544564
58790150,1,87717796
2776235491,3,126322002
2780548744,11,71924100
2776307328,6,151730666
2778914588,2,178790620
2779215961,3,126322002
2780815748,4,86803240
2911221801,3,203014093
26664279,9,178790620
2908587580,4,151730666
2992640183,5,118615104
2776275976,5,86803240
168090291,2,139356082
2775982679,3,71240020
2779889181,13,159047783
111097370,6,119599485
2776606993,10,62520636
34778210,7,175444787
146667757,5,127413603
29859451,5,187736073
2909521502,15,71924100
65610166,9,111919701
142708767,6,192562407
2781144099,3,54355233
2779629037,5,127413603
2909315519,5,71924100
2778823110,4,138885662
24574437,3,33923547
2778032857,3,119599485
2778309149,5,121332964
97985569,2,62520636
132812236,1,189234753
2991992180,3,33070731
2778432500,8,71924100
2780277889,1,41895202
164928082,3,104317684
32552466,3,17409809
2993248064,5,199539241
2776058518,2,41625074
33057221,6,185592680
2781142857,1,2780769369
120089663,7,54355233
2780329694,1,2781000418
2780874159,3,178790620
2775877586,4,71924100
2781238700,3,169760540
26207810,6,185592680
145600735,6,185592680
151998951,4,509550671
161394538,2,123657996
61505648,7,149635348
99954952,1,2777394604
13962471,1,164731562
94523830,2,134306372
2994485952,4,185592680
150217764,6,41008148
2779917698,3,17744445
2781372229,2,2775933838
2780638000,1,521977710
10277891,2,18903297
149717495,1,105795698
2780626132,10,185592680
185618831,2,138816342
2991671097,3,2781236483
3018949938,1,108827166
2776624327,1,55493867
2983672931,1,21822782
128134353,10,33923547
20254490,3,62520636
2993259228,3,105795698
114908165,3,207200792
2779214877,4,171250308
2992232542,6,86803240
2781206490,2,199539241
2910900425,6,71924100
2777615873,3,118552586
2778895813,3,178790620
111612153,5,99454951
2781460079,2,521977710
41794268,6,171250308
119851462,5,46141821
2775982641,2,50522688
2993055932,3,144024400
2776335241,6,523546767
205300905,8,86803240
2778351468,3,84114770
2777433574,2,2908647359
2776408758,3,54355233
2909292399,11,86803240
2779624279,1,34400551
2777904703,6,185544564
3017734706,6,86803240
185705657,1,111472728
192979234,4,41008148
202655504,3,126285488
34349673,4,8010536
128074901,5,77928131
2779918153,11,153349607
2777773879,2,185544564
58141971,4,184235292
2779450786,1,2776409557
33134510,13,127413603
3018442814,10,71924100
133944241,19,15744967
137365298,5,83640560
2776116246,7,185592680
2781068226,3,151730666
2779943694,9,121332964
2777555262,2,198521697
137610916,1,147581598
34320192,3,121332964
2781280921,4,71924100
2778054375,5,33923547
2775978253,1,85476182
56623246,7,86803240
30838235,13,127413603
2777297030,7,17744445
33857546,3,41008148
60325843,6,203014093
94862452,2,133425853
193212914,6,120665830
2779679107,7,185592680
16926220,5,62520636
2778050619,4,54355233
2778616913,4,17744445
191186522,3,111919701
2992052996,6,33923547
201154478,11,127413603
157157409,1,2524010
2777700496,5,54355233
2777990283,2,17863212
2781187514,10,185592680
2781359195,5,59822182
175188612,8,8010536
63854197,2,181683161
2779784324,6,188027245
47663296,4,76155785
2778333127,5,178790620
2778353597,3,104317684
2776292634,6,71924100
2993420144,1,2780263894
157954998,4,17409809
153491289,1,186921422
2779934757,4,71924100
2909878918,11,126838900
2983335612,3,28490314
2780331727,11,144133560
3019493264,9,71924100
110361221,1,199539241
174839445,5,205649164
77828434,6,62520636
46743427,3,4554734
2777472119,3,169900460
2780953410,9,86803240
2778139282,13,121332964
2776514898,6,41008148
182862853,1,554190296
134872888,7,127313418
122465829,9,41625074
88160501,13,121332964
2777113924,3,166957645
12481700,1,123750103
2984969020,1,161191863
2992556255,4,185592680
2776049293,1,111919701
191399111,1,114614502
78457404,3,151799858
23327873,5,159985019
173974348,1,154945302
2778445469,2,42219234
2777116130,6,54355233
196449825,5,27251351
60172848,21,205649164
2777330374,1,152290109
2780639532,2,178790620
3018457394,5,512399662
2781170992,5,126838900
70983919,6,71924100
19527686,1,77088390
64900583,4,205649164
2778941446,3,2776412080
128081465,1,2776397901
91417817,1,153911025
2778727045,3,2776257435
2779029879,4,86803240
2986957394,7,49040817
163716315,4,121332964
2777171753,6,185592680
2779993469,7,86803240
2778418478,7,86803240
2910376424,1,2778298627
2910602540,2,54355233
168820927,18,41008148
2780199933,3,54355233
18788176,1,39920418
2992644767,1,91586092
36857842,5,151730666
3020761558,2,28859421
192118531,7,95444343
40507961,8,121332964
40312155,1,21799368
122308676,3,42360764
2778151854,3,126322002
2909230263,1,3019004856
2781310810,9,97355855
2776939681,4,126322002
2910116615,2,86803240
2777031145,4,144024400
2778882627,2,526584372
2776447739,5,15744967
129916263,7,136764020
190463131,9,121332964
2778160538,4,126322002
34528125,1,48387981
153588837,5,120806208
2910776193,5,86803240
91734924,12,1491633281
2780462192,11,86803240
16741180,5,3017944768
114990195,6,127313418
2779321679,4,86803240
2778287611,3,17744445
3020724952,5,86803240
165419338,4,44886760
7910260,2,185544564
91999924,3,105702510
171401667,6,76155785
2780328682,3,544956773
2984282874,2,13736549
122907437,10,33923547
2779769909,5,185592680
2781441102,6,178790620
2991988698,3,162324750
175106660,7,185592680
2777932810,3,126838900
2778558971,7,95457728
159973064,5,126322002
3017514745,4,55493867
2776920260,4,111368507
2780652622,3,166957645
111118313,1,156785651
16895185,10,33923547
3019007097,5,17744445
184978287,14,121332964
2778527826,10,71924100
2994072054,2,107826830
97395012,1,101044782
136511781,17,71924100
54534927,6,2777904410
2776429199,2,19417346
2910186798,4,134018914
2776937821,7,86803240
2776497919,9,15744967
2911096038,3,185592680
2780819948,7,120665830
2777155639,4,86803240
2778505985,8,18903297
2779167006,5,86803240
2778854520,1,555293320
60400383,7,33923547
6448772,6,159985019
34556337,4,119599485
2781044889,4,523546767
118062091,9,97355855
2781254305,2,16685009
183315844,14,203014093
2910595225,8,15744967
149737253,6,86803240
2776190172,15,121332964
66509814,4,15744967
2778846783,2,54355233
2778824277,6,178790620
132180345,11,105795698
104317675,2,115961682
2780680839,2,199343813
157532075,9,127413603
2779956072,3,159985019
68782407,7,31258907
2781143375,4,126322002
2776236459,1,118552586
133576831,2,115260700
121684219,6,127413603
110411163,15,121332964
65630602,3,199360897
195711298,5,138885662
2780631447,7,86803240
2779305214,7,86803240
93501484,6,55493867
2777732084,4,142724271
2779744138,1,159641895
66332616,6,15744967
85884896,11,33923547
186429297,1,201362023
110010208,5,178790620
2777362633,2,54355233
2780929884,1,119767625
3017727758,2,159985019
2778014663,5,126322002
128624480,4,62520636
2777546891,1,166957645
2779932572,9,126322002
39739852,2,134306372
2777746085,6,71924100
2780037293,1,59822182
162380856,9,97355855
2780603171,1,143020374
75625381,5,111919701
206705377,4,33923547
2992726227,2,144027150
2781058234,9,15744967
53145804,8,151730666
2777234146,11,127313418
2777820223,4,140530291
195289821,4,144133560
90992651,4,178350159
138873322,1,189446657
161921814,4,33923547
3019635159,4,71924100
22648726,11,41008148
2993178667,7,203014093
65382992,1,104717770
2776077705,9,41008148
2779211555,2,521398313
207740291,1,166124518
2910757671,2,29694066
17991360,5,71924100
154200439,4,165205528
205523678,6,31258907
61665672,6,41008148
3020416370,5,118552586
2910016293,5,2780192828
2780839233,14,33923547
193262319,3,99454951
2778629082,4,86803240
197129107,2,173608175
2779637800,3,178790620
3020144179,1,160735492
2989485891,3,62520636
2779403975,2,1491633281
2992028219,2,197386563
2779029100,8,147597530
2908815282,2,2778996910
2780608754,6,141071460
2780799628,1,12927208
199733737,3,104317684
2994011114,1,201289731
181575753,3,50522688
2776176469,3,55493867
90988201,2,145420912
39528615,5,98986596
74746147,2,98045186
62625199,3,144133560
2780152017,6,134018914
2779549840,5,41008148
2779916996,7,164705383
2778259572,10,185592680
2776538122,2,110875604
43091099,5,86803240
90583042,1,49105822
131722892,10,33923547
2777344897,6,55493867
100185428,3,60229501
129716092,1,1276947
2778896982,2,2779134260
25311885,5,1491633281
2778649198,2,165337572
2777510241,5,191897082
2985594950,3,127413603
2781375616,5,59822182
2778502085,5,55493867
2781160516,6,54355233
2781211901,3,1491633281
2776653109,5,144024400
119247159,4,77088390
2778731716,4,71924100
2776709541,5,86803240
2777969473,8,71924100
36605576,1,114614502
23281594,1,62196294
2778667336,3,164705383
2778644878,1,118518473
2779199891,8,120665830
2779326848,5,164705383
2779771029,4,86803240
2779227213,7,149923435
61189158,4,2986817661
2778516841,4,74902906
174306757,6,127313418
89397928,8,119599485
37923429,3,18903297
2984391234,3,105795698
2777614013,4,199539241
2775839086,4,59822182
133165541,5,71924100
195889767,4,142362112
2779099003,4,18903297
145197507,4,17744445
126955663,7,106131492
201024713,5,175444787
2778583388,4,121608353
2776214593,1,105702510
2992713448,8,71924100
113670536,11,86803240
60581705,1,82706917
51151373,10,205649164
2777241137,8,126322002
2780848588,5,97355855
207609745,2,10138342
122295659,5,41008148
59616599,1,95312477
142616399,3,154945302
2777712501,7,126322002
172108966,5,26873012
115842085,4,5655090
2779505177,5,105702510
18991353,4,166957645
33569630,1,44877443
2776869918,1,199539241
15927051,1,33884865
13575015,1,3017666073
43971567,4,41008148
2994111384,1,31173074
2992362411,3,199539241
2780206646,6,178790620
128263622,3,95457728
2776734949,4,59822182
101053622,2,107195408
2781240919,1,506058694
2778279030,2,54355233
171958077,1,2778923194
70095417,3,117763746
2910418148,7,185592680
165753454,3,167822520
2780743169,4,205649164
2779957034,6,205649164
147963592,3,133386390
72475854,5,24326235
129696212,5,191897082
2780748493,4,11960822
105427703,9,121332964
3018469783,2,145420912
31858485,6,205649164
105153381,8,95457728
4666530,3,185592680
2779989315,8,138885662
2777780933,8,95457728
2779245659,3,55493867
2991666437,3,144027150
22144681,6,185592680
2993590546,6,191897082
3020380090,7,203014093
2778053468,3,83042747
2777352226,2,2780829032
65557974,1,158984102
112291201,3,33923547
2777176278,1,146978453
137878579,5,15744967
3019504823,4,86803240
2777346176,1,55493867
109767898,9,31972630
2778725519,2,120757647
2777476560,2,178790620
179044611,5,32546565
518008717,2,111368507
2909252273,4,55493867
2776511800,4,86803240
68269808,9,41008148
2781451037,3,120665830
2781001097,4,162324750
8515805,5,41008148
2781241780,6,54355233
129848803,2,33923547
116390426,2,555944384
2780600973,4,71924100
130227246,6,95457728
2776354409,3,134018914
42276685,6,41008148
110615152,1,154945302
116038741,2,59822182
2776885095,3,8891405
73081478,8,171146098
2779020398,5,16005928
547724660,2,124952713
2992441837,2,121332964
8764922,1,132525143
159737794,4,33923547
528184715,6,86803240
136708423,7,162324750
2992355350,1,4249254
47750902,6,41008148
171912257,2,78519656
26445502,10,205649164
2911117829,1,2778205648
2778135664,4,556758197
2776385078,4,2777312293
2780747020,4,136764020
2776882568,1,3019858935
2776787253,2,134018914
2780434155,8,121332964
181844469,1,154945302
2776781318,3,89423630
4894155,16,203014093
30542707,13,136764020
119489563,10,178790620
2910762390,2,71924100
2778310160,6,15744967
2779516018,2,188382862
91442348,4,127313418
164830781,5,127413603
2776127325,2,27206212
2779810430,2,161191863
2781202762,3,185544564
162168397,5,2779343474
121198538,5,2524010
2994323341,2,148383697
2780790598,3,144027150
2777637287,1,25253098
2781217973,6,185592680
2777344214,2,2777229588
3019450489,6,54355233
53432115,2,48431260
2779966244,4,181199279
3020175042,8,199343813
2776269092,3,162324750
2778786415,1,2777857640
147816474,4,178790620
192191005,4,127313418
2779061837,3,126322002
28631016,2,18903297
2779228913,2,29122968
97182474,3,86339819
2777422625,3,147789679
93246554,8,144133560
94947713,7,158693339
127957640,16,62520636
1305866,6,15744967
2778277410,9,86803240
21582691,2,2985276288
60778519,2,62520636
115672447,8,162324750
2780301668,3,58207958
2779515454,5,54355233
7378261,5,178790620
3018686881,6,126322002
3845977,1,203659156
2778476455,2,122527463
90277851,11,185592680
119584498,7,55493867
102315432,1,41895202
2776585123,3,126838900
2780773033,3,126322002
2777622974,6,86803240
83730648,3,32909587
88190091,4,41008148
115680565,3,41008148
2777733708,7,126838900
115171141,6,202444582
2779546955,12,178790620
2779279991,2,54355233
87590526,12,41008148
2780033181,1,204787440
2777218474,7,191897082
2780997500,3,170493617
2778994441,4,126322002
113162765,2,524204448
197162436,5,127413603
15046436,3,79420006
522805319,5,15744967
2781185341,7,95444343
199979278,2,201148951
2781152736,7,15744967
2779963572,2,2781121885
79186407,2,97355855
9358284,4,121332964
72946062,2,105923489
2777996610,6,17744445
196095461,6,199360897
55020928,1,115961682
200119971,2,115624301
44383333,5,44870925
2880193,1,20154449
31033888,1,502942594
2780431358,2,111919701
2777204961,3,151730666
168053482,7,70410870
16896131,4,59822182
101583263,4,109214941
2781214261,4,71924100
183237670,7,185592680
177917778,14,86803240
53728453,13,185592680
157014961,12,86803240
2778053677,4,86803240
10079403,2,547475151
2778492020,5,6557445
2780757758,11,185592680
2777472119,9,71924100
2777163752,1,2776988154
193669473,10,17409809
3019096185,4,141071460
82789193,1,44249647
2778293109,6,2777472916
3020601295,3,159390177
2778476033,10,142724271
20501136,3,62520636
47096860,1,128044525
2780857596,2,199539241
102650682,8,181830111
2780246058,2,1491633281
129013479,10,86803240
31858485,2,187320778
33220542,2,2779227376
137472016,4,127413603
2776708503,7,2776914184
18109118,2,202444582
202789569,5,17744445
195512701,1,83974742
111299427,5,204827203
160671074,2,171250308
2994092119,1,142724271
103631654,3,84114770
2776904799,7,142724271
149347711,2,151730666
2778206844,2,58123911
190538518,11,121332964
36394416,2,54355233
2908747478,9,185592680
39358052,7,38652104
47698986,4,104317684
2777714001,3,90856448
2779737534,4,55493867
40462162,4,187736073
2781399841,6,104317684
43060935,9,86803240
141516989,3,2779226451
2994002724,2,126322002
2778970169,2,165901193
106186310,1,60644358
107674354,3,129513315
56952853,19,54355233
2776185021,6,15744967
121198538,3,11413529
2776196969,3,11413529
100834320,2,151730666
92316933,5,54355233
13760523,7,192562407
2908885563,3,2776090121
2776760134,2,147789679
2776266332,1,54355233
2777142071,1,199539241
2776469317,1,16005928
2993315049,2,155202549
2778396943,1,111472728
30947920,4,127313418
2780929884,2,71924100
2778110834,4,86803240
13568960,5,120665830
2777768864,2,2908628106
2778987889,5,71924100
69941290,4,2777904410
154275363,2,172385210
2778495469,5,150846664
166116840,2,169900460
2778406628,1,2776755682
2779342366,4,138885662
123915805,8,126322002
2778858093,4,182215343
2992342997,3,11413529
2776465824,2,3017944768
198004926,2,199539241
148230440,3,80444323
8243546,3,55493867
63477270,2,175444787
2781264644,1,2781135284
2777731756,9,86803240
2779357193,4,71924100
63645285,7,33923547
2994520453,4,127313418
2777056410,1,2776533618
9271920,9,185592680
105908466,5,136764020
2777589142,2,86803240
2992128022,3,166957645
2781069445,7,170493617
142579037,6,185592680
2779486281,2,79879829
55450435,5,86803240
2779652045,4,71924100
130782833,3,22508944
43514536,6,185429906
45354692,2,2524010
201770970,6,15744967
2780661791,1,2779134260
63338738,6,86803240
65412894,4,147597530
2776885448,8,86803240
2777297230,2,141071460
2780684714,4,154945302
2778657544,13,121332964
2777991116,1,133437341
127205250,5,8010536
2777129736,1,203014093
2780727368,2,2522874641
92324200,3,59822182
26693338,1,47696715
2776993194,3,18903297
150420422,6,201995342
2777166331,13,86803240
151799858,1,163258240
153574943,2,104317684
2909326721,3,203014093
2992321014,3,205649164
17722475,1,94569963
100673868,2,154945302
3017461755,3,126322002
2776477544,2,159985019
205066982,2,55493867
2776376844,4,86803240
2779960034,4,41008148
188528350,4,67705224
192420165,3,41895202
112597514,7,90856448
2777689261,6,126322002
77319485,4,56173144
2777775986,2,166957645
2986659545,17,162324750
2775844698,4,126322002
74883015,2,149782125
2908963076,8,126322002
2780045663,1,2780862961
2780541402,10,144027150
2777834885,3,57879066
54745167,7,95457728
120001659,3,46141821
2993591445,1,94625758
10515644,4,33923547
2779151272,6,18903297
2778339303,2,30481170
78524284,7,199539241
2778293455,9,127313418
93880895,7,54355233
30038468,2,41895202
2908752955,4,59822182
2777549804,2,126343540
2779432606,2,10138342
46617944,6,158617107
149364088,6,185592680
175065742,11,11171543
186382791,4,2776914184
2984033497,2,41008148
2781273459,13,86803240
2778494344,6,144024400
2779502970,1,2778422915
36006759,7,62520636
2779511695,5,126322002
70784835,11,162324750
2777278457,6,86803240
2781200603,5,185592680
13347133,6,194886279
2775954498,4,55493867
2910891963,2,191935318
86190813,3,154945302
197843891,4,178790620
2776148510,15,71924100
21435255,4,121332964
2776578615,3,185544564
2778258694,8,71924100
27511587,4,41008148
4894155,9,553184892
2776745794,5,64927066
5426402,3,55493867
20719415,10,192562407
2780878386,4,138885662
2909916031,6,71924100
2986726991,10,159985019
57669260,8,148730421
2777482401,2,97355855
2780801066,3,119599485
45635710,11,185592680
26336911,8,529173508
119889771,5,185592680
123575903,3,86803240
2777965673,4,71928629
133724132,3,147176958
57476982,2,148898269
2777948982,3,151730666
2910668435,6,178790620
2777037019,1,2778609137
35359288,1,17500928
207807769,4,62520636
2777069839,7,109007969
2780244198,2,54355233
2779549974,1,54355233
18949120,9,127313418
109110057,4,159047783
2779555806,6,86803240
136534824,2,40636538
64745115,4,55493867
15165950,3,117671659
541743481,3,86803240
14631669,5,127413603
2776983043,2,10138342
121469830,4,187320778
2779992327,8,86803240
103659442,1,139938925
2779946292,3,86803240
2778989716,3,104317684
75786153,5,71924100
2780871995,2,178790620
2780980013,9,86803240
2777232031,3,187212893
134202134,7,111919701
2777674797,1,59822182
12125453,4,104317684
94863793,1,136119220
156080657,22,192562407
88675164,3,203014093
148226144,5,126285488
2992107181,2,18547055
2993114420,4,121332964
103197507,3,127413603
2984249346,12,41008148
2777718309,4,127413603
2909649922,9,71924100
2777808739,1,2779477915
3017542463,6,71924100
21025794,4,154945302
2994216210,3,22212356
199568422,2,34447519
2779304562,6,186453547
2910179961,9,17744445
202216756,4,556039675
3017594758,8,71924100
93880895,1,190283241
113089479,4,121332964
72615636,6,124101348
2777976496,4,17744445
2776852286,7,86803240
2778808936,6,71924100
2781340500,4,86803240
2779580426,7,86803240
158436829,6,199360897
9695528,1,1276947
2994005214,7,126838900
2779169563,2,2987047532
2777310793,5,71924100
2776137161,4,86803240
84629840,6,33923547
59032088,1,57879066
15998118,5,162324750
3019819676,6,86803240
186219872,4,62520636
134209975,1,21547014
2776998849,2,104317684
20574239,5,17744445
99705001,3,144027150
2776509742,1,2778113554
2779547634,4,126322002
2910186565,2,71924100
143211211,2,150194340
2778940478,3,521977710
2776132596,10,118552586
45291354,9,192562407
2778591401,3,86803240
2909403598,3,2778691916
135405054,5,159985019
2780147050,1,165801399
2780483998,7,86803240
21688789,3,118615104
2909484270,2,142724271
106476913,5,185618831
2780399684,5,15744967
2778071519,6,49040817
152948882,7,33923547
2781348000,6,71924100
56181019,5,505870484
56324269,4,142362112
14414571,1,31258907
2778412681,3,2779149496
141440757,10,202751555
2983805867,1,544956773
12989436,11,33923547
3019440749,4,118552586
2781044885,5,70410870
99611785,5,185592680
28493345,1,191486275
180223184,3,55493867
2908590181,9,185592680
2994444459,4,86803240
2778667255,3,55493867
151431374,2,172385210
534091647,1,3017612487
2776306026,10,127413603
2778086583,5,98444146
189429903,6,187736073
512140200,2,198140048
40087271,13,192562407
2982926626,4,86803240
7402137,8,182310444
2777294900,1,519063684
7573103,4,8891405
171636128,15,185592680
10159599,2,111368507
2780899237,3,144133560
2982944804,2,548081761
2779994606,5,71924100
2779723990,1,126322002
109359841,10,15744967
125800877,14,71924100
2908861002,6,71924100
115483411,7,157972887
39376844,5,205649164
2777525119,9,169760540
160331763,1,89395315
40677261,1,109316439
2771230,6,126322002
2777592495,3,27206212
2778034309,12,118552586
2776705890,3,86803240
176947019,3,523546767
2778222446,4,199539241
60321788,6,169171071
2777495988,1,2777953023
91682701,3,16224149
198231283,12,17744445
99140742,9,33923547
103838597,2,146978453
156465305,2,165801399
80875076,3,98045186
2776954664,7,171250308
2781404941,6,2778653478
142998047,2,199360897
96333769,4,114614502
170290021,4,120665830
2775893369,10,169760540
2776423418,3,166957645
86469151,3,149091818
2779272887,6,192562407
206146517,6,199305712
2778260020,5,185592680
107848011,4,41008148
115490710,4,86803240
2781378782,1,2775883766
2994053276,3,53553401
163531172,1,51244244
144386022,3,26405456
3019038264,8,185592680
2781209748,2,54355233
2780201653,4,151730666
2780724357,1,59822182
151043444,3,22212356
207717533,28,127413603
197957613,7,121332964
2781203944,7,71924100
123584848,3,55493867
2780111930,5,199539241
76118137,4,111919701
2777569064,6,18903297
2776256949,5,178790620
2777138346,2,199360897
2777332695,1,2778186239
2778710640,7,15744967
79484868,4,202751555
103423394,6,41008148
2779251847,1,139043278
2779926675,1,143065580
55468747,17,104317684
2777538425,1,40700
76089478,3,147176958
116631538,12,15744967
2779185739,10,121332964
184026988,8,127413603
183641309,6,523546767
206355099,2,200601418
2781050149,6,21547014
2780387816,2,178790620
76752636,8,127413603
2781442060,7,203014093
47371412,8,121332964
72343979,10,178790620
79516248,7,15744967
2776154250,3,191897082
204017024,3,77805123
2779423816,2,163258240
35195891,11,203014093
2776451378,6,185544564
2777369949,1,147583825
78635371,5,520301825
2775837333,5,127313418
86135176,10,121332964
63405582,2,134018914
165641701,5,871022
146138569,7,121332964
72134830,2,106159729
2992769111,6,71924100
2776428065,4,505870484
3020166492,10,15744967
2781295145,4,62520636
2993788527,2,126838900
2781348165,3,126322002
2779400597,2,126838900
2993520016,2,168741863
188374626,1,202444582
128481406,7,142362112
2778203577,3,28490314
2778042268,7,44870925
100873260,4,33163149
2909552056,1,179104552
2777345323,1,199539241
23690007,3,62649853
2779837674,3,178790620
169241690,11,33923547
2993355853,4,205649164
2781188991,5,95457728
2987381348,3,41008148
2779093440,10,126322002
176688298,2,33923547
2780657110,7,185592680
3018997237,1,2777843972
2778734968,1,126322002
2776855506,10,54355233
2780402116,5,71924100
2776672420,14,71924100
2777056713,3,2778233873
139653429,2,115260700
2779483780,1,166957645
182336301,1,31258907
2776754050,13,126838900
101571972,5,178790620
168862018,1,138496976
159194896,1,54458228
2909208188,3,126838900
135798126,2,115903868
124339740,4,162324750
2780158794,4,185592680
2994200661,1,49039625
2780638554,7,185592680
130500901,9,97854310
2777413986,5,62478195
2779411790,11,134018914
2909639871,11,71924100
72868586,4,149782125
2776224884,6,192562407
2777308519,1,2780827966
127947577,8,86803240
109693293,4,41008148
135576274,4,8891405
2992676626,6,134018914
178667848,1,162222271
3018226390,12,127313418
2910659018,1,31903555
148116889,2,15744967
42112101,2,120314980
2778750047,9,50522688
137703981,1,123657996
2778842783,1,159654299
2777175894,2,2780868729
2781123077,1,2778063415
40117563,5,185592680
2909312076,6,185592680
142399903,3,118615104
116643974,6,197055811
68101726,4,62520636
2910654035,3,79879829
2781298581,9,126322002
140840227,4,104317684
117447612,3,111919701
61997241,6,36289849
177499756,8,54355233
2778982882,4,18903297
2780193287,5,71924100
77360908,9,86803240
149277555,1,1276947
2779752676,2,6557445
133667856,10,33923547
32990609,4,33923547
59342456,17,86803240
2779804929,3,2777695942
2994019854,7,86803240
97375835,3,63632240
133392424,2,159985019
194232998,5,185592680
2778736759,2,59822182
2780320433,4,86803240
102999125,1,185544564
175742284,9,41008148
2780778672,7,86803240
20446124,6,95444343
2992613538,2,126322002
95318506,11,138885662
124886560,6,99454951
2778883040,4,86803240
4175445,7,159985019
51426754,16,41008148
200657195,2,204530211
88706889,2,199539241
2781011581,1,2775858608
2779491571,3,178790620
20326153,5,41008148
502989409,4,142362112
192065140,1,149782125
84888623,4,10138342
2781070647,3,190283241
77390884,3,149635348
2779343108,5,127413603
2780238508,1,30481170
2780860654,4,50522688
193279874,9,205649164
170349913,3,76155785
2780179036,3,170493617
25915931,2,33923547
157384629,7,121332964
109798219,1,121770821
153074725,3,86803240
200287777,5,33923547
2780519961,5,128758860
2780146601,4,185592680
127592171,4,121332964
55787069,9,127413603
2779963164,3,50522688
14028793,2,62520636
121587040,6,86803240
91999924,8,142724271
2780228694,1,158157758
2776088486,10,151730666
2777601104,3,2779234561
37701844,3,2908647359
2780634440,4,41008148
80990810,11,71924100
70555351,3,554144382
181168301,4,181622380
2781041963,16,17744445
99611785,1,552990157
2777055973,3,99454951
2781365860,6,86803240
44259058,4,127413603
158444337,5,121332964
2776012956,5,54355233
2779370918,3,178790620
2779510697,2,54101563
91965660,7,185592680
49545453,4,127413603
2779418775,9,71924100
2778036376,3,17744445
2778459265,3,199539241
2780733254,2,199835354
2777624702,6,127313418
2986750623,8,127413603
166651950,5,53893814
158592959,4,19417346
78254988,10,62478195
85736874,1,2775924081
2779647303,4,151730666
2778652916,3,19499675
2777969384,7,185592680
62869609,4,127413603
2780656570,7,170493617
136064195,4,2781087480
94164615,7,95457728
191172861,4,127413603
12880351,6,41008148
132378524,4,121332964
177871831,1,118873486
187831198,5,8891405
2776846509,5,90856448
2779765954,2,169760540
2779778235,3,3013748606
133717845,10,46141821
192800701,6,54355233
54187759,5,121332964
2778519950,4,54355233
2993336609,1,132651083
138916503,9,41008148
2911076395,1,2777035434
15852256,4,62520636
2778039732,3,67018056
172002799,5,205649164
108010975,1,6557445
168896768,8,185592680
85145957,1,76564549
12125453,6,54355233
2779278377,7,118552586
64370902,5,2524010
2776302332,7,86803240
2777364249,3,141071460
191106390,5,127313418
12015391,6,159985019
2992380183,6,17744445
2778784093,5,86803240
43239065,8,151730666
6391034,9,104317684
2780873074,6,111919701
126530901,2,62520636
3866505,12,520434653
2779508350,2,36289849
2777558362,4,86803240
17626397,3,62520636
2777870638,3,54355233
121152627,8,127413603
2777969384,1,160160445
2779049991,1,3019992690
2777909021,1,2777846895
34436041,4,185592680
758759,4,150194340
2779809887,8,121332964
2778656347,2,544153396
2776725428,2,2779448229
2780728571,3,185592680
58849907,4,203087015
2984089914,1,49204034
146651103,9,121332964
2780393528,7,185592680
2910137292,7,127313418
34827325,11,71924100
87525152,6,62520636
193812863,3,126838900
162754035,5,42360764
69284658,1,102192266
165886283,4,147789679
86473631,2,130316041
2776838488,16,71924100
2910903248,8,144027150
154261466,1,123157820
49119912,3,166957645
2775890610,9,203014093
63160601,4,5119721
156860981,2,86339819
154210476,2,98893333
2779650833,7,192562407
19220575,2,118615104
164565468,7,97355855
2781375616,7,151730666
60891933,4,126255220
2780654058,8,46141821
2780344312,4,2991655182
527108885,4,71924100
956191,5,86803240
60515610,2,55493867
87568996,10,153294291
2777033495,3,501593827
42283938,6,78519656
2777265003,6,2776409635
2779888176,5,86803240
115545448,6,178790620
9984622,8,121332964
2776624666,12,192562407
2777554338,3,162324750
51292594,3,14394260
97568371,7,41008148
2776246392,1,55493867
2910425318,3,59822182
141159389,15,127413603
2776310101,4,199539241
90375314,7,203014093
13347133,3,40429337
2778456530,3,203014093
22427896,8,86803240
175570560,4,86803240
2992824209,1,2781182431
540940223,4,165801399
93042943,3,87073359
79072407,6,185592680
2776336884,4,54355233
23400741,6,121332964
6878162,7,144133560
2780035454,5,15744967
2992452445,2,126322002
2777688943,2,199539241
2778080812,4,126322002
62793504,2,119599485
2779578577,6,86803240
2910720111,5,126322002
2781140337,6,18903297
2777590139,3,505870484
2985347565,3,175605778
2780592183,1,16108499
2777488897,7,17744445
2776309230,5,71924100
2778724510,4,41008148
182355939,2,85659524
92855701,6,127413603
2778835598,1,111919701
2777735026,7,126322002
2778667255,2,55637122
2909345572,6,31903555
2780144342,2,162853370
2777091866,3,126322002
2778340795,8,151730666
183553116,1,46312422
2778226065,3,178790620
2779093440,7,55493867
2277912,6,86803240
2779157282,1,105702510
143267671,2,115903868
186835682,2,153349607
139458680,4,41008148
2776152631,6,89423630
29689760,10,127413603
34827325,9,86803240
204304583,3,119599485
200148052,7,86803240
148556722,3,178790620
22144681,3,159985019
2780921233,10,126838900
