raw_author_name_id,raw_author_name
78212587,Vildan Özdemir
62162103,Pruna Liviu
39748697,Kang-Chih Fan
49747770,Maria Sax
59535597,P. Jirapong
67779960,S. Vasheghani Farahani
56624508,Nikodem Frodyma
63713726,Rafael Joaquín
30363177,Hozumi Kikuchi
29851885,Hidalgo S
72932888,Sunil Bylappa Kumar
60423154,Patricia Oertel
7066740,Arlina Karolin Sihombing
102570254,Shigetoshi Ohshima Shigetoshi Ohshima
77784788,Veli Tom
102074052,Rosine Désirée N’KUITCHOU-CHOUGUO
97502162,J.A. Osorio Vélez
72103043,Stan Mader
26223997,Gerard J.J. van Doornum
98020858,K R Dabire
59647868,P. Pitrez
15978466,D.J. Noh
34944273,Jaroslaw Lotarski
72105792,Stańczyk Z
51635009,Md. Nahidul Islam Sajol
2458582,Ade Sumantri
59021350,Otmane El Mouaatamid
82555627,Zachary J. Callihan
93592870,", Eveline Zijlstra"
88217311,净书凤
36213739,Jin Kee Ha
73867832,T. S. Kendall
52542829,Michele Giuseppe Iovino
90333036,智群 陳
10405906,Bret Willmott
89309511,宮本 賢一
16707216,Daria S Motorina
26703520,Gkiconti I
44543187,Linda C. Fairbanks
91148648,浜松市企画部ユニバーサルデザイン課
37521775,José Guillo Sánchez-Galiano
21705979,Erin M. Meikle
33192878,J. Fontanelle
56688089,Nília Maria de Brito Lima Prado
12862134,César García Rey
96358966,Feryandy Murdono
78723970,W Neira Bronttis
95108153,Celimar Rodriguez‐Valle
21362128,Enas Ayman mohamed
40223842,Katherine Hamley
54241634,Muhammad H. Tahir
83312069,Zoltán Hella
21583568,Eric T. Smialek
79994005,Winda Wulandari
75436371,Tianm ing Zhang
33935818,J.L. Rodríguez Martínez
49645096,Maria Lourdes Drachler
55262226,Nabeel H. Arastu
68688414,Sanaa Abdalla Masoud
63701225,Rafael del Barco Carreras
1701420,A.I. Kamolov
10468020,Brian Ralston
59748331,P. W. Burch
96662423,Gina Glover
5188315,Ananta R Adhikari
47333174,M. S. Bottrell
102344568,Samia  M. EL-Dieb
91702242,石祥礼
16657985,Dante Francisco Negrete Giribaldi
57298307,None Michael Burch
36377631,Jl. Sukamulya No.. Kabupaten Kuningan
52479301,Michal Kadeřábek
42468440,L. A. Turlock
36421890,Joan “Jody Ramer-Chrastek
24271558,Frank Asi Talatini
76805831,V L Diekmann
72959714,Sup> 彭强
57885051,"Nuri Andarwulan 2,3)"
52470763,Michail Rozhkov
69460813,Scott D. Webster
15204013,Cynthia Vasconcelos
87304505,여채영
6975965,Ariani Perangin Angin
79876752,William Lacey
49156134,Marek Nejedlý
55257550,Naaao Heki
68610042,SamrahTahir Khan
59349405,P Zemenides
4894688,Amy J Nelson
80079934,Wokes F
31010664,I. Dikici
101966580,Ridho Anwar Richo
90280288,昴 坂元
18198929,Dipabali Roy Chowdhury
53923958,Mora Ortiz
31188151,I. Tadonio
85590843,С.С. Власов
31024490,I. F. Velascocornejo
36099207,Jiashuai Xiong
94099606,Alexander Hilaris
70484970,Shengnan Bian
79712413,Wiesner Dc
48107106,Madalyne Epperson
43993637,Leonie Nzefa Dapi
35539793,Jennifer Gibbs Renee E.Page
37791030,Joseph F Dumas
33432634,J. Marvin Baldwin
14703931,"Combe, Marine"
1935318,A.Y. Morkina
12218974,Carlos Massaiti Okubo Júnior
97540244,Jacob Bower‐Bir
85072958,Михайлова Алла Васильевна
98279576,Klaus Fietzek
74376473,Tamura Yoshirö
53788495,Monica de Abreu Pessoa Rodrigues
43308835,Lasry Jl
20372002,EH Postel
24636483,Furuyashiki Tomomi
57849205,Nur Khadijah Mazlan
103458194,W Schi Rmer
50975463,Masami Nakatsu
98950153,M. Mohsin Jalil
6361443,Anne Pero
14525188,Claus Braxmaier
18520732,Dong I Jung
42095025,Kurt Braafhart
24865026,G. . Claireaux
35539404,Jennifer Garver
74172249,Tainara Vieira
88095660,允昭 大橋
72253628,Stelios Fotiou
12047332,Carl Hinton
9275169,Ben Abdallah O
46919213,M. Halali H. Noorden
47086173,M. Leleti
87216263,서대철(Dae Chul Suh)
80337717,XiangFu Ma
104174163,ميشال بالار
51818516,Meikle W
45372004,Lucas Reis Alves Mota
37362633,Jorge Sánchez Compte
668670,A. Benmohamed
102783551,"Stuckless, Teri Lynn"
100723282,None Ramon Bargallo Perpina
93805455,A. Pavón Heredia
5029327,Ana L. Castro
98986906,M.A. Bravo & R.A. Herrera
88973325,大志 熊野
92415498,袁宗平
1495544,A. Velazquez Martha a. Velazquez
80871479,Y.K. Wong Jerry
88427810,北条信
99900664,Nataly M. Velasco-Duran
43297380,Lars-Gōran Mattsson
89481591,山田 尚子
91219675,清美 鳥居
20618068,Elena Stankovskaya
6269320,Anna Vasil'yevna Zaharchenko
13103498,Chareerat Phonjun
12282002,Carmen C. M. Cho
69789002,Seraj Al Dini Mohammad Farid
18184952,Diogo Jos Louro Loureno
4357034,Allan Whitmore
30797097,I A Eliachevitch
90778470,桜井浩稔
76826523,V N Umetskaia
100921931,None Weixun Yan
33090367,J. Chareton
93026772,閏間仁子
30908972,I Putu Pasek Bagiartha W
1485253,A. V. Wangenheim
44289109,Lian-Qiang Sun
47119057,M. M. Mandelbaum (М. М. Мандельбаум)
593440,A. A. Zhernosenko
91625723,真二 荒居
84434119,Е. С. Зубань
83718693,А. Смирнова А.
62353928,Qin Huifang
45447979,Luciano Henrique de Jesus
73194234,Suzanne Chan Ho
96248925,F. K. Dzinjalamala
4368118,Allen Kerkeslager
33549967,J. R. Tseng
15309364,D Hager Gregory
97883546,Joseph C. OʼLaughlin
24116473,Francisca Hauriane da Guia Soares
31556745,Ihas Gg
46176879,M György Csákány
42685924,L. M. Oram
97678385,Jeong-Mu Eun
36310839,Jinyue Ding
18973129,Du-Lin Ling
68526138,Samantha Kane Salvador
29513584,Hella Parker
95630173,Devaraj S.
20988460,Ellna Lailina Hidayah
62549216,R CASTILLOCOFINO
61013273,Peñaherrera Pereira
47977172,Mª Carmen Rodrigo Mateos
8382352,B. Pshona
51265487,Matthew N. Barrios
65091387,Richard M. Bilof
66479517,Rubina M
18448006,Don M. Yost
92253713,范晓雷
51908745,Melissa A Cyders
95549621,David Huw
53593750,Mohammed Hosny Mohammed Fouda
47254502,M. Pek
27362377,Guido H. E. Gendolla
52248224,Michael Bernsen
97034781,HIDEFUMI TAKADA
60731800,Paulina Grygielewicz
26117482,George Theofilidis
94677868,"Barza, Olga"
10392447,Breno Hessel Cortez
14487122,Cláudia Tacques
47443375,M. Thoonen
90918367,正毅 三木
76783726,V Grigutsch
89226957,安泰煥
34792770,Janet Elliott
17440135,Della Santa D
24425908,Frédéric Vergnet
77804298,Venkat A. Kolla
34154730,JACK HIRST
53919281,"Moore, Tadhg M."
71699460,Somchai Wen
31311151,I.V. Gordin
67212927,S. Aubanel
93928027,A-C Masquelet
37644841,José Mora Mora
102152402,S H Saar
53353170,Mogens Greve
2990248,Ahmed S. H. Dhair
10079007,Bojan J Zoric
76253555,Tuan-Thanh Lam
61771573,Plocek J
74573349,Taspia Jahan
54561503,Mylan T. Nguyen
101426733,Pasquale F Perrone Filardi
61620443,Pierrre Mugnier
44246212,Lian Meng Zhuo
102616907,SIe Mostovyĭ
38164695,Juan Manuel Dochao Salas
52502302,Michel A. Roques
46972652,M. J. Engelstad
38364982,Julia Marina Palacios Zevallos
99042268,Madelyn Ward
11661858,C.M. deJong
32130311,Irwanto Sucipto
76794454,V J Haan
75244151,Thomas E. Shenk
47344129,M. S. Mattevi
76718164,Utsunomiya Kazunori
94463772,Artur De Kruijff
46066254,M C Harris
39858857,Karen Kogel
19636324,E. Ndefo
52396694,Michael R. Blaha
51823081,Meilyn Tatiana Ramírez Menjívar
64089486,Ramy R Elbeialy
88455399,千鶴 林
34744806,Jandré Correa Batista
91129815,津田 孝子
35562336,Jennifer Lormans
95250292,Chun‐Gang Yang
78883710,W. M. T. Madhujith
69043427,Sara Simeunovic
7347857,Aseem Majumdar
36936979,John McCasland
50914527,Maryann Muffoletto
3014200,Ahmet YÄ±ldÄ±z
15430093,D Tseronis
34448320,James A. Kralick
67134964,S Van Den Berghe
65155987,Rick Nash
5540243,AndreasSchuster
51827801,Meir Yeskendirov
79830394,William F. Manley Leanne R. Lestak Eric G. Parrish
64575234,Regis Amblard
53712724,Mokhtar H.
74842811,Teresa Loh
40123358,Katarina Kresal
101164263,O P Christ
46231112,M Jungmichel
22754004,F.A. Effendi
64376597,Raymond E Ortlieb
92185402,芳江 田中
66288408,Rosemary Sian Evans
11013697,C M Rojas
27248372,Grupo d e Investigación «Estudios Geográficos Andaluces
49008228,Marcia Regina Guimaraes Alfan
83035599,Zhen-Ru Liu
73968976,T.D. Burt
39838195,Karen Clippinger-Robertson
60361572,Patricia Ann Garrison
78914209,W. R. Ruston
72331909,Stéphanie L.C. Maurissen
98965677,M. Sánchez‐Muela
4828743,Aml M. El-sharkawy
16404864,Daniel González Pozo
81273220,Yateen R. Pargaonkar
54215332,Muhammad Amer Sohail
80145622,WooNyonKim
74629800,Tatjana Supanc Missoni
95477317,Daisuke UZUKI
100106166,None BACHCHU SHEIKH
9772895,Bidyapati Padhan
96313845,Fatima N. Sombra De Medeiros
40205521,Katherine A Fantauzzo
96840745,H. M. Abandowttz
67570857,S. N. Dement'ev
40317650,"Kathryn Vowden MSc, BSc(Hons), Rn"
33422332,J. Madrian
68784505,Sandra Milena Muñoz Ardila
59921333,PA Ker Rault
781359,A. Dobrinina
38852381,K el Mazouari
81360498,Yendri Wirda
24636460,Furuyama Taniyuki
68277141,Şahin Yaşar
75196939,Thiruthara Pappu Baburaj
94362674,Anna Yu. Mokhorova
83675194,А. Г. Соломаха
85406231,Панюжева Марина Михайловна
41790612,Krishna Gopal Birmiwal
6714326,Antonio Poddighe
36189561,Jimenez Espinosa L
65660090,Roberto Adolfo Ubidia-Incio
37935953,Josip Durdov
94090519,Alessandro Giustina
51662896,Meckinley Scott
5301570,Anders Elmo
58328506,Obed Christian Wibowo
78589943,Volksgezondheid en Cultuur Netherlands. Ministerie van Welzijn
37881467,Josh Forde
26656763,Giulia Cristina Chiozzini
49733038,Maria Rodriguez-de-la-Borbolla-Artacho
38715962,Juri Alistair Gauthier
2003077,AB Abdul Kadir
56424730,Nicola Maria Camerlengo
40496231,Kazimerz Kruczalak
79071835,Wafa Hazaymeh
73816667,T. N. Pakhomova
94299161,"Andrés, M.R. de"
72002272,Sreejata De Sarkar
94353317,Anna Clara Simon Landim Silveira
16378072,Daniel David Tolosa Ines
29676027,Henry S. Mancuso
27583418,Gurol Baloglu
10518448,Brigitte Stolz-Willig
16145648,Dai Yin-feng
15228730,D A Ignat'ev
3988584,Alexis M Elward
17365333,Deepali Bhagat
32670171,J Ervasti
24438018,Frederick J. Nevmeyer
40456790,Kawel Kader
43460287,Laura Yu Chen
93381320,高千穂慧
15082447,"Crow, Lisa"
59146024,P B Das
55523408,Nancy Blanc
103085836,Tiago Santos Milani
82200843,Yun Jung Jee
42374469,L Montaguti
77504890,Valérie Remy
52161880,Meymand
73683716,T. E. Mellor
46999344,M. Jesús Arias-Gómez
102495790,"Servat, Farokhlegha"
99801516,N. Bizri
86572434,محمـد علـي أبو العــلا
13449910,Cheol-Jin Choi
58800644,Ondřej Zelinka
81047824,Yang He-tong
27430598,Guimarães Mf
66004682,Roman Bruno
22319650,F Boschelli
78507696,Vladimir Babkin
65076646,Richard K Orr
75137773,Theunissen P
73014045,Surya Bhan Singh Thaneshwar
33849392,J.G Richards
29431619,HELEN G. KANE
16784712,Dasari Shree Pranav
53449583,Mohamed S. Abdelrahman Hantera
93426287,高野健一
46168457,M Gobets
47545300,M.-. Mereke
89778301,张帷
81349047,Yelena Yur’yevna Mamonova
104005104,Григорьев В.Н.
42743707,L. Persoz
48019450,MA Wen-shu
28455662,Hai K. Tan
29781502,"Hérouard, Nicolas"
52990002,Ming-Ju E
44018477,Leroy R. Weekes
10600971,Bruce J. Sargent
56903379,Nobutaka Hiromatsu
27280570,Guadalupe Olivier Téllez
54428245,Murial Kgomotso Gill
18746171,Do-Yeoul Mun
64894939,Rhaimá Aparecida Mendonça da Costa Birchal
91778324,秀崇 小島
88979392,大槻喜則
34453651,James Alexander Mackenzie
42073592,Kuo-Yi Hung
31494517,Igata Toshiya
76815451,V M Shurshul'tts
14951385,Craig Mayberry
43597711,"Laxman, Kumarapu"
45896107,Ly Nguyen Thi Hoa Ly
28331930,H.P. dos. Santos
10407749,Brett Alan. Miller
10307473,Brandi Danielle Williams
98834655,M K Watson
22649812,F. Mugabe
24359892,Franz Neumann
81174306,Yaqiong Cu
67484103,S. L. Gilman
5583846,Andres C. Kotze
9106625,Beata Chatkevic
68612508,Samsel-Czekala Malgorzata
65303755,Rita de Cássia dos Santos Navarro Silva
33054152,J. C L Wu
692470,A. Buianova
15954090,D.G. Christoloukas
98157864,Katherine M Rose
44222525,Li Zonglin
77953230,VG Artukhova
50157592,Marinette Volpilière
40429688,"Kaul, Ann M"
68619055,Samuel A Mesele
32274405,Isicio Ortega Medina
84724323,Калинина М М
57110134,None Elsadda
97327153,IVAN W. KAZAN
86679656,نجاة عمران بندق
59226657,P J. Zekan
70572101,Shian Ching Jason Jang
80271525,Xabier Alberdi-Larizgoitia
8217900,B. De La Rosa Navarro
53322451,MoawadSaadAbdel Hafiz
15910218,D.A. Pearlman
58051440,O Vuolteenah
73824721,T. Nuser
14347943,Claire Polizu
5938625,Angelita R. Mendoza
98731206,Luís Caixeta
100827128,None Sri Agustina Sibuea
77232563,V.A. Borovnikov
3073033,Aili Hasyet
88892104,均 鹿沼
29340450,Heena Anuff
9352534,Benjamin C. Nance
99124308,MAR??LIA CERQUEIRA LEITE SEELAENDER
92693595,赵霜
72243282,Stefmia Maltoni
51430968,Max Holst
42845150,L. Yagati
16052723,D.St.J. Fox
70342784,Shashikant Jadhav
30199502,HongboChen
11824817,Callens R
37976842,Joy Oram
73577681,T Słomińska-Petelenz
72508654,Steven Leaullen
5973071,Angiee Natalia
33505959,J. P. Werquin
22961605,Fadil Hicham
84623770,Иванов Николай Григорьевич
65723749,Robin Margaretha Gose
100959461,"None Yan, Bingbing"
18831415,Dr.G.P. RAJA
38198261,Juan Salvador Ramos López
10765048,Bultynck G
10656336,Bruno F. O. Nascimento
101812582,Raghad Darkal
84630175,Игорь Монахов
84494884,Ермилов Дмитрий Владимирович
58496172,Olajide N. Bamishigbin
103359511,Vic Sage
93685132,A J Cappione
101159630,O J Hodgson
68615563,Samson Wurgessa
43444569,Laura Santos-Sánchez
36024800,Jianfei Cui
20503187,Elahe Vahid Dastjerdi
47984662,Mª Dolores Olvera-Lobo
4363992,Allen D Hunter
47227571,M. Ottogali
3023963,Ahua René Koffi
1358560,A. S. Sindeev
50211071,Mario Vicente Campos Guimarães
55348462,Nadine Reynolds
69014739,Sara Khabazbashi
71625426,Sogawa Chiharu
84686745,К В Чусова
38354023,Julia K. Craig
32360672,Ita Hanika
95963498,Earle Gartner
56747113,Nina Rita Coelho Do Amaral Sodagar
75456502,Ticiana Schossler
25308028,G.D Raithby
44942737,Llc Consulting Plus
25281135,G.A. Andreyev
2215137,Abduxalilov Xojiakbar
20231743,Edward A. Graviss
22828856,F.S Aghili
23725043,Filipe A.F. Martins
50514842,"Marshall, Emily N."
66803223,Ryzhova Olga
17603086,Deny Pramono
86593389,محمدمهدی دارینی
39924215,Karin Kolding
79295169,Wang Xue-Wen <
58029674,O P Pankratova
99482184,Michael V. DiNapoli
62222710,Purushothama Rao N
13798278,Christensen Beth
83096476,Zhong Li-jin
73496201,T Hayton
71208140,Simionescu-Crăciun O
77703144,Vasif Hasanov
68337018,Sajeev Kumar P.B
15068640,Cristóbal Berlanga
76816270,V M Zakurenov
31612768,Ilan Bubil
29422664,Helen B. Tripi
51109312,Matheus dos Santos Bastos
47479541,M. Valdez Lancinha Pereira
103230202,V Abramets
26966472,Gorka Villelabeitia
13486137,Cherylyn Beckey
21812829,Erwin Willigk
28581038,"Hamana, Yuji"
67154083,S Zaza
63135001,R. Munassypov
25931448,"Gelin, Maxim F."
55529651,Nancy E. Hunter
101366721,P. V. Golovanov
88253449,刘崇梅
88665294,吴昊军
1006107,A. K. Moldabekov
48264297,"Maha Sroor , Nicky Hickman , Taija Kolehmainen , Gabriella Laatikainen , Pekka  Abrahamsson"
27666175,Guy-Gaëtan Bambi
81872723,Yozo
36513972,João Antônio Mendonça
21168019,Emil Kaludiev
74788930,"Tenenhaus, Arthur"
62116935,Priyanka Bhart
75163115,Thiago Reginaldo Corrêa
89572056,川畑真理
75209965,Thomas A. Kanneman
37903577,Joshua I.S. Bleier
35076485,Javier Pereda Rodriguez
65871796,"Roesli, S.Sn., Christianto"
26649285,Gitanjali Hajra
277533,A Kemppi
37664189,José R. Morones
17144296,Dayanand R. Kamble
78739091,W Schielke
42785136,L. Schjoedt
81666469,Yong-Hyun Chai
36382912,JM Heil
13970000,Christine Susara du Plooy
38671741,Junna Oba
93257981,靖夫 小泉
33150174,J. E. Hinostroza
92328602,蒋建芬
92884798,郭湉
55758210,Natalia Primashvili
21373925,"Endang Setyaningsih, S. Si., M. Si."
45148966,Lotem Azoulay
61730385,Pismarkina S.Ya.
102090995,Ruben R.
20600943,Elena Mezquita González
3008956,Ahmet Kirnap
85155226,Н. Ф. Столбова
64744,A Aigouy
100036987,None Abdelnoor
61059300,Penulis Aspiani
80362835,Xianzhe Qiao
61219464,Peter Josse Roetman
93310520,顾佳杰
88536021,友子 中橋
43211542,Lara de Sá Leal
30238986,"Hoofnagle, Jay"
38250907,Judith D. Springer
21134546,Emanuele Pinzani
25992194,Gennaro Pannone
48936881,Marcelina Picela
72016557,sri maitri
74200279,Takahashi Kiyotaka
42859672,L.A. Farias
77200683,V. V. Sobolnikov
103254685,V Sotero
25721518,"Gao, Minghe"
74594550,Tatiana Dobreva
61448500,Philip S. Rawson
76544686,Ulil Ni’mah
24850851,G Van Groenendael
77745765,Vaya Tanamai
34707265,Jan Wąsicki
61655638,Pilar Punzano
7952031,Azizxon Marupov
95288688,Clenice Stefanello Stefanello
84915186,М А Погосов
74061458,T.W. Appelquist
6693458,Antonio Lisboa de Souza
23586485,"Fernandez, Juliette"
19080828,"Dyke, John M."
103320306,Vanessa Cholez
25908316,Geer Janssen
78859473,W. K. L. Pugh
61638684,Piezoelectric Body
18539082,Dong-Cai Guo
31389476,ibn Minlā Bašir
59270454,P N Baryshnikov
95855654,Džaja Barbara
65840661,Rodrigo Paixão Pacheco
28726233,Hanisah Mohamad Zainuddin
42870077,L.A. Yobs
62029185,Predominantly Male
8855840,Barbara Francois
5134779,Ana Vakiloroayaei
102810518,Su‐Ming Hua
63597603,Rachel Hodkinson
15584824,D. Florin Chiper
82905525,Zhange Weiguo
62199812,Puletti E
78168427,Vijendra Shah
70565642,Shi Yabin
30123709,Hohlfeld Aa
74267037,Takeuchi Somi
63730157,Rafael Rodrigues Cunha
24353365,Franz A. Nowotny
18197369,Diosdado De La Pena Jose Angel
61270183,Peter Söderholm
43126255,Lalla Mariem Hamza
85435470,Посохова Татьяна
92294023,萌子 伊東
67845657,S.A.G. Lakmali
7873887,Ayşe Betül Kölemen
94045303,Akt.-Ges Für Zink- Industrie
2447058,Adarve Bermudez
59707115,P. Ssse
53760843,MonaK Eldeeb
12278611,Carmen Andrés Mateo
34992745,Jason Ippolito
75527819,Tim-André Orth
35507046,Jennie B Gamlin
29773408,"Hernández, Carla"
68430618,Sally Hicks
37317939,Jorge Edwin Gutiérrez Bedoya
14520031,Claudio Sperduto
43810317,Leila Damiana Almeida dos Santos Souza
7864435,Ayodeji A Adedoyin
40610367,Keith A. Nevison
83204455,Zhuo Xia Jia
25636829,Galina Sukhodolskaya
91959470,繁子 馬場
65625498,Robert W. Faulkender
67514147,S. M. Dudarenok
9996617,Blum (Marcel)
57230332,None Kelly R Thorp
97276104,Ipon Susanti
70448007,"Shemesh, Tom"
11781035,Caio Cunha
67166222,S. A. El Hamzaoui
1613505,A.‐C. Auge
39327095,K. Usta
48672570,Manish Shrestha
45866235,Luz Anzola Fuentes
63741905,Rafaela da Silva Bezerra Penha
104029696,І.С. МАЗОХА
50230976,Mariona Moncunill-Piñas
14732121,Cong Xizhou
59858024,P.L.S. Uson Junior
54285101,Muhammad saleh A
47708462,M.G. Testi
56936733,Noemí Rojas Llanos
30648389,Hung-Kuk Oh
82813793,Zh. Nussipova
75777705,Toma Dumitrița
39102108,K. Gawdziñska
21097150,Elzer J
8851801,Barbara E. Krause
71773040,Sònia Garrido Ballart
100389233,None J H Harberger
98686944,Lori Rokicki
87735171,于承娥
39892954,Karentzou O
98912874,M. Chetaou
51900055,Melinda M Franettovich Smith
29057684,Haruka Kawachi
62214197,Purbayu Budi Santosa
70634283,Shima Ghafouri
9095033,B‐B Jensen
40787103,Kenneth Hellsten
39763154,Kanmogne Wabo L
12716551,Cecil C. Tyrrell
49160659,Marek Zylewski
12774360,Celeste Correia Torres
90335850,暁 松原
76991670,V. Guillén-Camargo
74283577,Takuya Inagaki
85745986,Таспаев Самат Серикпаевич
2352218,Achik. Dorchin
57017915,None Ashfaq Ahmed
37617364,Jose Marcus Rotta
101489910,Pekka H€ Amm€ Ainen
30641004,Hun-Chang Chuang
53484078,Mohammad Beigi Abolfazl
49483619,Maria Elena Villamizar Vera
82303178,Yury Yu. Kolotaev
90252660,易守菊
46248655,M Kloetzer
68056234,S.W. Nho
40367949,Katja Koivuniemi
13533446,Chiara Colosimo
10691638,Bryan Herlihy
29735946,Herman E Stark
40002098,Karla López‐Vázquez
15630579,D. I. PLOTNIKOV
71494158,Slavica Medić
18234915,Diteboho Xaba
72376567,Stephen Dolph
75001076,Thais Maria Ottoni
88137508,克知 間中
10145759,Bo-quan Shou
44982776,"Loew, Timothy J"
83476068,Γιώργος Πατούλης
83634557,А. B. Nadtochiy
26074241,George H. Grinestaff
27520443,Guo Ai-me
40630969,Keith Witwer
84654571,І Kovtun
1840388,A.P. Ray
18523912,Dong Liangb
99242162,Marielle Dias De Vasconcellos
22036882,Eui Guem Oh
98719492,Luciano Soldevilla G.
39070693,K. Dierling
27391162,Guilherme Torres Castro
35908429,Jesús T. OLIVERO V.
86321559,سميحة القليوبي
68459849,Salsano Vincenzo
66579803,Rumeng Zhao
103522891,Wassan F. Abdul Hussain
13738248,Chr Sibelius
86306228,سعاد عمروش طيبي
15937840,D.D. Webb
8606597,Bach Ab
12104676,Carlimar Ocasio
75292663,Thomas Lathouwers
81894796,YU Guang-yu
31467941,Idoko Fredrick
29483977,Hélène Garrigue
40538477,Kazuyoshi Kuroda
55928731,Natura Medicatrix
54911410,N. I. Timchenko
7429485,Ashvin L. Pimpalnerkar
98454034,L. Q. Li
35442867,Jeffrey Wallace
31448472,Ida Holth Mathisen
73062371,Susan Lynn Forshey
100931368,None Witman Ofor
14106454,Christos Rossolymos
3313464,Alagu Karthikeyan
14867126,Corporate Iso-Iec Jtc Sc Wg (Ada) Numeric
10463266,Brian P. Curran
95662440,Diego De‐Dios‐de‐Santiago
36597121,Jocelyn Bessette Gorlin
75933234,Torbjørn L. Leirmo
33388018,J. M. Casanova Seuma
97157001,I Moldakhan
74465061,"Tankova, Alexandra"
20480742,Ekta Acharya
27127229,Greg P. Sullivan
58946168,Oscar L. Duenas Rugnon
23206706,Fateme Shahsanaie
61461679,Philipp Jud
43680749,Leandro Quadros Amorim
3497215,Albin Svedlund
73526296,T Löbl
90958809,歳洋 橋本
35753468,Jerzy Polubinski
56189986,Nester Kavita
5009397,Ana Gorroñogoitia Iturbe
73588940,T Tsuhciya
52234053,Michael A. Woolum
71367811,Sirineni Yamuna
55279957,Nach Atomforum
23952142,Fondo de Cultura Económica de Argentina
73920582,T. Vályi-Nagy
19368441,E. Arranz-Martínez
14143645,Chuaqui B
29649938,Henry Chai
1969261,Aaron Addison Best
71882412,Sorcha A Collins
21891441,"Esteban P. Busso, Yuri Tkache, Rowland P. T"
73913277,T. V. Fitileva
55052121,N. S. Vasir
71249819,Simon Tschachtli
88326774,최용 ( Yong Cui )
71551853,Snehanjana Bakardjieva
78076961,Victor Weinstein
75976991,Toshikatsu Kotsubo
7461646,Aslı ÜLKE KESKİN>
91096304,泰久 金澤
58121963,O. Havrylenko
8553790,B.R. Friess
31058762,I. I. Sadova
63666879,Radosław P Łysek
67881079,S.E. McLellan
6100396,Ankita Kore
70260756,Shao-Chuan Zhao
26694940,Gizele Lima Dos Santos
64488584,Rebecca Stanford
22164440,Evelien J.M. Kuip
84330393,Данияр Замирович Муратаев
62347426,Qi-Jie Guo
49825330,María-Judith Percino
61223388,Peter Keukens
49543596,Maria Grazia Rodomonte
86142407,پدرام فدوی
7342292,Ascar G
8214440,B. D. Strayer
88012473,信人 松日楽
9913762,biun li
99335778,Mathematician Since
55450818,Najeeb Kassim
46925992,M. Hazreen
79643076,Wesckley Faria Gomes
75044972,Thapa Ab
101626797,Programmable Stimulator
16596987,Danielle Howarth
56010098,nbspTushar Rupapara
93206676,雄毅 八木
49950404,Marie Chevrant‐Breton
35286996,Jean-Luc Sallé
41509798,Kodak Rohan Rajendra
31285721,I.M.B. de Souza
54636894,N D Powers
26802413,go Marco Antonio Santana-Borrego
35302771,Jeanne Cuisinier
80493895,Xing Zhi-hon
40188516,Katharina J. Wenger
55894594,Nathan M Hicks
24272788,Frank Bärmann
53124956,Mirian C. Revers
61495845,Phillip Bressman
95354117,C‐X. WANG
63274893,R. Toullec
81509303,Ying’an Zhu
11725261,CA Cadwell
46492102,M Wallis-Crespo
21284374,Emma G Choplin
3307343,Alaʾa Shehabi
78588294,Volkhart E
96120365,Eonald G. Elmslie
6054252,Anita Nor Diana
40213476,Katherine Calle
99953077,Ngọc Sơn Trần
83716465,А. С. Сараев
67028655,S N Koyl
103699862,Yamashita Narahashi
34030039,J.-P. Tachon
7400487,Ashley Nicole Guillory
52960611,Mindy Perkins
24720050,G G Deierlein
2789024,AgnÃ¨s Smagala
84563108,И Клеандров Михаил
76672812,Ursula Dold
36608697,Jochen Wollschlaeger
49449680,Maria Delia Crosby
26543331,Ginabila Ginabila
66916469,S Gierschner
54917620,N. J. Grinter
16686757,Daqiang Cang
36040876,Jiang Si-Ping
68073600,Sa’adatu Abdulkadir
23239027,Fatima Alian
87485474,정인균 ( Jung In Kyun )
71561093,S-O
36288493,Jin-Li Ji
38070096,Juan Antonio Martínez-Real Ros
77900039,Veronica Michel
51595123,Mcguire Oe
87583301,三〓 高橋
45528399,Ludovica Saccomani
23374782,Fei Liangjun
54597197,Myung-Ji Cho
37576416,José Luis Otero González
17629608,Derek M. Eidum
30129163,Hojjat Safari Kamal Abadi
64300566,Raúl L. Zerbino
60971932,Pei Jun-Yan
3029801,AI Mansour
58317660,OA Oguntayo
70770993,Shlomi Hefetz
103331127,Vasiliy Zadorozhniy
3184067,Akazawa-OgawaYoko
34613610,JamesC. Wohlleb
54548959,Myeong Kon Kim
93311354,顾叶云
53307525,MN Wente
81556009,Yiwe Zhang
31613901,Ilana B Solomon
93730784,A Seertzov
85155570,Н. Хорсева
92332035,蒋海鹏
19620861,E. Moen
67682243,S. S. Sloan
12141093,Carlos Andrés Artunduaga
97488982,J. Tarrance
50834994,Mary Frese
100264060,"None Faccini, Francesco"
60346561,Patric Morrow
50516995,Marston de la Paz Garsia
38473225,Julie Beaulac
13030597,"Chang, Heng-Jui"
46935767,M. Hoof
51727214,Megha Ganesh
71200992,Simenew Amare
18905265,DU Fangqua
7066203,Arlie Graham Sterling
63688971,Rafael Angel Urrutia
825195,A. F. Castellanos-Ruelas
54883349,N. Gabroshvili
60811127,Pavel M. Kashkin
46773972,M. Dolovich
14051575,Christopher J. Ramnanan
64812831,Resillot
62759291,R Tomingas
82003917,Yuan Li-gan
12416598,Carolina-Guadalupe Alemán-Aguilar
48432208,Maja M
