source_id,issn_seq,issn
64556797,1,0173-2803
4210169369,2,2709-6149
4210185412,1,1431-0880
198257377,1,0096-6347
123732490,1,1471-2393
2764565310,1,2253-797X
4210195114,2,1810-8350
4210180682,2,1609-042X
4306530911,2,2168-880X
4210227569,1,1878-0482
4210206386,1,2578-4803
2764408005,2,1540-4110
4393915996,1,0870-4287
4210205394,1,2473-974X
4387997475,1,2988-5647
32570389,1,1679-9291
4393913141,1,0096-364X
4210223626,2,2327-5995
4210188513,1,1809-5348
4210196144,2,2162-2582
4210238977,2,2594-4002
4210182207,1,1738-7221
4210205970,1,0436-0265
25250876,1,0308-5147
4390296674,1,2988-7135
4387286961,1,2774-7255
4210184714,2,2247-0441
4210179826,1,2041-2487
4210174979,1,2284-3361
4210175087,1,2621-6051
113184965,1,0163-9625
2764381476,2,2434-7027
2765068723,1,0582-9399
4210198899,1,2587-2532
4393913196,1,0097-6989
139725287,1,1369-0191
4393913985,1,0252-192X
4210221300,1,1020-2269
4210172582,1,1110-5097
4393918230,1,2160-4169
104337109,2,1471-6852
4210238325,1,2624-3733
4387292617,1,2721-3226
4210179566,1,2625-932X
4210188887,1,2525-4251
4210202770,1,0213-201X
4387290998,1,2617-4294
4210171296,1,0111-5499
24280756,1,1874-9496
4306505016,1,1410-2935
2736813490,1,2373-275X
4210212549,1,0572-2691
4210201767,2,2719-3020
190552063,2,1936-4784
50352613,2,1545-7222
2737503713,1,1510-7450
4210216655,2,2575-1948
25405442,1,1053-2528
4210218585,2,2776-4362
4387287370,1,2535-0587
4387284650,1,2807-307X
201762130,1,1949-3029
4210178830,2,2366-8695
4210170811,2,1538-4098
4210212694,2,2565-9251
2738795853,1,2467-8406
4210179172,1,2538-4635
4393914859,1,0367-2425
4210179711,1,0791-7945
94610253,1,1471-244X
4210215854,2,2611-8033
4210179352,1,2054-0930
4210195560,1,0913-4034
4393919100,1,2692-9368
64800834,2,1555-2039
5986019,1,0162-4105
4393917594,1,1559-5609
4393917068,2,2732-6527
4393912731,1,0066-6475
170733628,1,0192-9763
80146597,1,0003-066X
31257671,1,0742-2091
4210174384,2,1872-0234
4210183045,1,2589-2347
116826557,2,2042-8669
4210213265,2,2621-6256
4210177189,2,2175-0432
4210208192,2,2631-1399
4387292831,1,2987-0534
2765025763,1,1525-4488
4210213552,1,2411-3778
85993209,1,0217-7811
126715266,1,1063-6145
4210168571,2,2734-0155
4210173725,1,2155-5222
4210167702,2,2516-6301
2764427694,1,1001-5442
40661788,2,2163-2529
4387292557,1,2990-7764
4210219912,1,1990-0600
4210182444,1,2723-7079
4387280975,1,1738-1207
4210176284,2,2281-2954
146764194,1,1536-1284
4210181678,2,2473-1870
2764794781,1,2161-718X
4210239818,2,2411-1414
4210188446,1,1973-3739
2754098185,1,0003-3871
149602687,2,2329-8626
4387280572,2,2809-8374
156716048,1,1435-6104
4210218014,1,2454-8634
4386621772,1,2804-7370
76440981,1,0008-4085
4306525367,2,2612-1433
4210181321,1,2474-0500
7359802,2,1572-879X
4210201754,1,1651-6206
2736351628,1,1823-4208
4387281682,1,2828-8181
4210206693,2,2524-3810
4210221653,1,2744-1687
4210230548,2,2798-9534
2764455509,1,1000-9841
4387291712,1,2325-9981
4387283384,2,2962-0279
4210195236,2,2072-5329
4210187205,1,2443-180X
85312528,1,1389-5729
4210233246,1,1615-4584
4210223519,1,2772-3909
4210228134,2,2797-7439
2764578440,2,2162-1985
4393916633,1,1036-6482
4393914118,1,0269-3518
4210175967,1,2296-9365
4210200010,2,2175-7860
4210208521,2,2663-1040
4210202106,1,2578-8329
167838200,2,1553-5630
4210207150,2,2328-3815
2764611837,1,2155-9899
4210169724,2,1983-9774
2764366940,2,1314-0817
4210215729,1,0210-9506
4210224110,1,2530-1330
4210174094,2,2359-5388
4387285028,1,2807-6346
2764704463,1,0126-7353
4210196208,2,2304-7224
4210196964,2,2545-8566
95344940,2,2192-1482
55835182,2,1874-8988
4210231810,1,2581-8015
4210239297,1,0178-1383
4210173510,1,1983-2451
4306514046,1,2455-698X
4393919205,2,2730-5880
2764409869,2,2161-1505
4210191080,1,1885-8619
58136343,2,2058-5888
4393917646,1,1650-3414
4210202738,1,2774-8022
193547520,1,1525-8165
4210202257,2,2521-8182
4210192985,1,2580-2100
4210186394,2,2213-3364
4393919256,1,2731-3336
4220651904,1,2722-6697
4210227345,2,2774-3187
4210212042,1,2709-2135
4210217951,1,1911-8066
993598129,2,2632-3494
4210193920,2,1541-4108
4210200816,2,1688-2881
4210195570,2,2643-6922
128122872,1,1631-073X
4387278555,1,2737-7172
4210214331,1,0304-0720
4210223983,1,2376-4678
168680287,2,1941-0476
2765050255,1,0142-3304
4210179648,2,2602-3482
2764581868,1,2321-2748
4210240325,2,2614-3313
4210170882,2,2391-1018
4210206828,1,1994-1420
4210233356,2,1943-2968
4386872560,1,2672-815X
4210191732,1,2339-3122
4210208699,1,0038-7169
2898417141,1,2530-0164
4210238109,1,1995-4751
4393913445,1,0147-6742
4210229275,1,2087-7897
4210189175,1,2277-6192
2764914681,1,2051-1914
4210195500,2,2667-680X
4210176383,2,1884-569X
135287143,2,1882-4307
4210211441,1,1820-1768
182105036,1,1741-1912
4210199239,1,2670-3815
66320806,1,0958-7578
4210170122,1,0172-7788
4210171583,1,2774-9711
97269274,1,1225-8563
4210199153,2,2550-1232
4210174416,1,1816-0387
4393916481,1,1000-8020
4387997643,2,3025-2822
174148793,2,1434-6079
4387283053,1,1851-1996
4393917610,1,1577-3388
4210237164,1,2717-7238
2764849064,1,1324-1125
4387286568,1,2945-0306
4210213080,2,2578-5753
90123000,1,0036-9276
4210179338,2,2465-8278
142541038,2,1746-045X
4210223258,1,2644-1373
4387292718,1,2658-9869
4210213987,1,2640-2645
4210169780,2,2756-4657
4210189372,1,2310-9289
4210168532,1,2328-496X
4210225627,1,1995-3259
4210168331,2,1616-9549
2754942465,2,2749-1587
4210214648,2,2287-4623
4210200847,1,2456-3307
2739182701,2,2174-0682
4210177751,1,0918-7960
78118978,2,1777-5310
4210219716,1,2656-3649
4210168249,1,2052-5192
2737488681,2,2299-8179
125242520,2,1098-2795
4210194686,2,2589-8949
4210204333,1,1738-6144
4210202652,1,2196-9787
4393914863,1,0367-3715
4393913106,1,0095-4519
4210172118,1,2249-7633
171720814,1,0267-5730
4210185329,2,2176-462X
4210196576,1,2374-3603
4393917078,1,1110-1792
4210232042,1,2448-5721
2765041255,1,0913-6150
4390297102,2,2960-2254
4210220251,1,2580-7927
4210198735,1,2514-4162
183317260,2,2212-0599
116399958,2,1878-3775
4387292775,2,2598-313X
180557125,1,0326-2383
4210211072,1,2771-0408
4210184215,1,1610-0719
4393919354,1,2731-7382
4210180196,1,2519-2701
4210187275,1,1867-5131
2764825926,1,1341-8521
1374498,2,1556-6676
4210215137,2,2397-5326
4210187257,2,2080-9433
4387281532,2,2695-2181
35150940,2,1588-2608
4210234784,1,2253-6302
4210209973,1,1229-3059
4393920100,1,2960-0979
4210189990,1,2651-2653
4394736071,1,2828-4585
146099957,1,1076-9307
4393915983,1,0860-7397
70058116,1,1943-3875
4210195553,1,2313-125X
76600781,1,0925-1030
2764742896,1,1226-4261
75286078,2,2163-9337
4210230791,2,1471-6399
4210198540,1,1884-426X
4210196965,2,2588-6290
4210218864,1,2782-3075
4210204914,2,2776-7027
4210169838,1,0215-9066
4210228579,1,2473-6260
158913490,1,0739-7917
4210188880,1,0100-8501
4210188090,2,2183-1939
2764598041,1,1507-0360
4210196089,1,2447-0120
2764659322,1,2196-6923
4306500253,1,1005-9628
4210170305,1,2158-656X
4210168372,2,2177-0484
2764827307,1,2332-2608
4210187828,1,2231-5969
4387289639,1,2949-7507
2765043386,1,1260-4984
161018996,2,1750-6239
4210190120,2,2183-9980
49362916,2,1214-0287
4210207652,1,2634-243X
4393919536,1,2770-2596
4210207675,1,0177-5146
206105762,2,1758-583X
4387279175,1,2790-9581
4387289620,2,2963-9018
4393912694,1,0065-2636
4210211009,2,2413-5437
2911379390,1,1225-9330
4210167537,2,2215-163X
4210213843,1,1807-7307
4210179102,1,2062-6711
2737969411,1,2077-0383
2764359737,2,2068-1151
2764994702,1,1891-473X
87202933,1,1037-969X
2754581513,1,0025-8474
4387280124,1,2949-3536
4393911987,1,0026-3583
4387284659,1,2718-8388
97779488,1,1547-4771
4394708490,1,1984-0071
2738755217,1,1607-2197
4306527618,2,2174-0844
4210172050,2,2249-5525
4387285682,1,2087-5630
31120751,2,1467-9515
4210181900,2,2053-597X
4387287575,1,2829-3851
4210170023,2,2207-5321
4210216109,1,2613-5965
4210200373,1,1998-6785
2764890198,1,2224-476X
4210169125,1,0203-9494
49998023,2,1471-2857
4210201356,2,2637-594X
4387277924,1,2010-0299
46238352,2,1573-3297
4394735683,1,2581-5210
2764603129,1,2278-8921
4210173455,2,1944-0308
4210208423,2,2473-1935
147373419,1,1387-6996
4393919136,1,2702-8917
4210197492,1,2675-7222
2764387897,2,2054-0604
4210222551,1,2231-4482
4210170242,2,2775-0736
6410836,2,1944-9194
4210179104,1,2083-1986
4306526797,2,1853-1784
4210173452,2,2579-8936
4393919655,2,2812-5037
2765049699,1,0919-2751
4210177130,1,0021-3454
4386622010,1,2735-2331
4210167605,1,2397-5210
4210218391,1,2320-7310
4210181437,1,2523-3947
4210209569,1,2587-862X
4306534151,1,1000-3118
2764462783,2,1540-4064
4387280910,1,2830-0025
4210171723,1,1946-3995
4210199799,2,2508-7150
2738351272,2,2414-9985
4210201787,1,2621-3427
4210197619,2,2456-6756
4210214642,1,2442-3351
27605946,2,1608-3288
37169408,2,1521-7035
4210182135,1,1978-8126
4394735571,1,2954-436X
194005134,2,1862-2593
4210172017,1,2320-5520
4210215696,1,1677-1605
57552105,1,0737-4038
2764469953,1,0265-5802
2754060852,1,0044-6025
78333916,1,1352-3279
2765073901,1,2409-322X
4210236915,2,2735-5640
4210220378,1,1080-3645
4210196846,1,0039-3363
196408730,2,1091-2851
4393918250,2,2164-2885
4394906822,1,0428-7355
4210240242,2,2798-7183
4306534419,2,2177-7853
4210182960,1,2219-5203
2737147965,1,1841-8678
4210173925,1,1598-771X
4387289131,1,2597-9892
4387287315,1,2813-513X
4210220874,1,2313-0776
2928154529,1,2624-876X
4387284807,1,2834-4227
45653059,2,1569-9986
4210210141,1,0914-7497
4210194835,2,2167-6631
2764699106,2,2212-277X
4393917720,1,1753-0482
4210238594,1,2752-5481
172084117,2,1573-286X
4210168387,2,2196-4467
4210207792,1,2085-6601
4210205102,1,1929-6010
4210196257,1,2775-717X
58319264,2,1573-0867
4210200016,2,2671-5295
4210223867,1,2183-6426
4210181389,1,2674-9297
154337186,1,0922-1565
72042703,1,1569-9048
2764640993,3,2671-5759
4210237373,2,2549-9823
4210239611,2,2798-0502
4210174409,1,2367-1149
4210236496,1,2519-8254
95023766,1,1544-2721
4387291273,1,2211-7148
4210204455,1,1226-525X
4210240412,1,2507-1912
4210213667,1,0044-3794
4210229152,1,2195-3546
151491554,1,1018-5895
4210184502,1,2287-9641
4210201901,1,2622-7843
4387289049,2,2611-318X
2764787077,2,2571-6492
90526950,2,1530-2415
4210217133,2,1950-6821
4210174434,1,0391-8769
4210215279,1,2685-3337
4387279885,2,2829-1085
4210188208,2,2352-2860
4210180959,1,2564-7024
2737214194,1,2281-8960
4210192328,2,2657-7291
4387279957,1,2791-0903
4210207842,1,2654-5284
4210179075,2,2210-4380
4393914960,1,0373-515X
4210196376,1,2323-0576
4210231287,1,1598-8503
13068289,2,1939-0106
4210214660,1,1699-2105
2764491778,1,2192-9114
4387291094,1,2830-375X
4387285720,1,2473-0629
105963835,2,1208-6010
4220651255,1,2786-4731
4394708478,1,2965-7911
2764681102,2,1949-9167
12992298,1,0905-6947
4306500635,1,1692-7427
149421303,1,0084-8328
4210226444,1,1278-334X
4210204632,2,2414-9926
2756383772,1,0039-4025
40675668,1,1745-6436
4210189976,2,2636-2686
4210197589,2,1619-4292
4393919074,1,2683-6416
4210233708,1,1021-3651
4387281975,1,2830-7852
2764559384,1,1108-7366
82754758,3,1662-9515
4210172346,2,2313-0687
4210190548,1,2502-146X
4210209480,1,2229-3019
4179095,1,0003-1305
88738190,1,0928-6586
2764746297,1,1672-9838
4210238539,1,1093-7358
4210238316,1,2524-2636
57049600,2,1571-9979
59300351,1,0094-4548
4393914958,1,0373-3297
2764859172,1,0366-8819
4393918049,1,2008-6008
4210222545,2,2325-7210
4210170067,1,2411-5975
4210204800,2,2789-0147
4386622028,1,1956-922X
2765035528,1,0030-1787
106663814,1,0971-3336
2764780932,1,0891-7086
145509444,2,2342-7256
4387290699,2,2961-2543
4210177391,2,2331-2629
4210222364,1,2564-6400
2764884493,2,1939-4691
2764577499,1,1998-801X
4210236287,1,2159-1326
4210219946,1,1226-0215
4210230043,1,0003-9659
4210186192,1,1019-5394
4210180283,1,1414-4077
4210237266,1,2580-5029
2764345216,1,0973-8363
2755213894,1,0022-4677
15864328,1,1069-3629
4387283827,2,2723-7478
4210219198,2,2615-2282
4210211198,1,0066-4251
4210169977,1,2054-2666
4387290924,2,2709-2542
4387280357,1,2688-8645
4210176102,1,2087-393X
4210229092,2,2960-1665
2765035057,1,2374-7943
4210173142,1,1942-4949
4387285118,1,1214-7249
946611601,1,1024-2422
14695856,2,2352-3050
4210216866,1,2660-4426
4387277945,1,2010-0183
4210207260,1,1643-1243
4393918829,1,2573-1548
4393915557,1,0574-7791
4210235091,1,2508-5573
4210223143,1,0724-7567
2739294006,2,2179-7137
4210174360,1,1401-6788
4210169963,1,1807-1821
4210201002,1,2473-5132
4210178145,1,2686-4444
4210232228,1,1835-0151
4210173112,1,0884-0040
4210185563,2,2412-1169
4210209393,1,2085-6709
4389158171,2,3026-5673
4210205468,2,2715-1158
145330833,1,0040-165X
4387280570,1,2181-2926
4210185498,1,2394-0824
4210205069,1,2277-9760
79587146,1,0007-1161
4210221375,1,0188-6657
4210236836,2,2540-9824
4210219319,2,2214-7934
4210225271,1,2686-7249
4390573752,1,2522-6967
4210174739,2,2341-1163
4210224381,1,2582-3892
4210215287,1,2414-3103
4210169418,1,0265-8135
4210189717,2,2774-2881
4220650883,2,2686-018X
4210199919,1,0014-4193
4210168479,1,1517-2473
88457980,2,1756-0616
4210233184,1,2579-1990
4210196574,2,2528-6579
2739104632,2,2527-6034
4210218451,1,0007-8549
2765028974,1,1091-5397
4210236978,2,2373-8898
93117276,1,0144-5340
4210190388,1,2302-3686
4210218358,1,2454-0641
4210171975,1,2667-243X
4210204905,2,2717-5766
184312719,1,1071-0922
45168752,2,1678-4618
4387292658,1,2699-9382
4210237368,1,2809-347X
146534985,2,1860-7128
4393919716,1,2826-097X
4210220501,1,2775-4596
172026999,1,0972-4036
4210194707,1,1807-0221
4210182794,1,2663-7553
4210230711,1,2338-5413
4210192017,1,1874-4788
4210194868,1,0769-0479
8388595,2,1573-4927
4387284990,1,2713-1912
2764784858,1,1572-5995
4210204285,1,1229-4837
172728280,2,2161-4342
4210211067,1,2699-1284
985138145,1,1809-9009
4210182392,1,2014-6760
4210190116,2,2625-2155
4210194273,2,2191-0332
2764864867,1,1979-5920
4210189771,1,1471-5767
160938131,1,0882-7958
2764764061,1,1531-0167
4210220497,1,2745-0031
194794787,2,1611-650X
2764403712,1,1555-1296
4210182299,1,2011-639X
4210224858,2,2597-436X
4210179823,1,1907-0659
4210189566,1,2090-9195
99587025,2,2051-2147
2756273761,1,1195-2695
4210174522,2,2377-7664
4210215695,1,2348-0580
4306510087,2,2717-0535
4210192310,2,2528-2654
64545302,1,1386-4416
4390297147,1,3026-5509
4210169975,2,2044-1258
4393911375,1,0006-7679
4210216567,2,2386-5415
4210227014,1,2349-2856
4210210687,3,2533-2309
4210211806,1,2621-9468
4210237409,1,1607-8667
4210212463,2,2587-8174
4210221518,1,2586-2685
4393918233,1,2160-7508
4210192442,1,2163-002X
4210229723,1,0803-2491
4210172966,1,1410-0088
4210220655,1,2338-5537
4210232958,2,2297-2633
2764830693,2,1998-605X
4210237651,1,2692-885X
4210201229,1,1816-5230
4210200219,2,2706-8900
4210224988,2,2723-4185
4210206997,1,1996-1642
62639821,1,1529-3041
4210217240,1,2808-179X
4210226911,1,1729-6501
2765077457,2,2202-4883
4387289631,1,2706-7726
4220651767,2,2730-9010
4210174302,2,2310-0125
2898574612,1,0313-5926
2738014718,2,2664-3790
4210231301,2,2228-7191
4210183124,1,1384-5829
4387281580,1,2808-7607
161601701,1,1746-8779
4210188003,1,0378-6420
4210187612,1,2087-8346
4210223204,2,2012-855X
168740313,1,1367-6539
4210213753,1,2673-7426
157833918,2,1873-5487
4210206739,1,2655-562X
4210227493,1,1822-7767
4390297241,1,2791-6979
4393916828,1,1059-8324
4394736184,1,2964-2221
4210197933,2,2226-5805
4210228497,1,2775-5703
162826810,1,8755-7223
4210178124,2,2658-2783
4210214855,1,1110-1873
2736485139,2,1999-7671
2764620840,1,2327-2724
4210239981,1,2644-2809
4210230102,2,2599-218X
89066413,2,2151-7525
4210190684,1,2475-0905
31493525,1,0254-6299
940616071,2,2378-4776
4210210601,1,2686-1607
80269314,1,1085-0295
4210172281,2,2534-4358
4210219066,1,2574-7614
48599244,2,2153-3385
4210201087,1,2464-479X
4306504471,1,0406-3597
26402878,1,1733-1331
4210229475,2,1864-4538
4210234684,1,2581-2793
4393915972,3,3024-8671
4210203447,2,1813-0941
2764764071,1,2277-4939
4210205226,2,1965-0582
4210226002,1,2162-7258
2736475751,1,2256-5000
4210202613,1,2522-5421
3311537,2,1933-3641
4387280428,1,2809-5367
4210234902,1,2380-2529
2764614163,1,2408-2112
70695507,2,1873-5215
52606632,2,1661-6758
4210219805,1,0236-3941
2738494360,1,2317-0735
60441335,2,1898-0198
4210216206,1,2754-4516
4210214136,1,2573-6191
4393917652,1,1654-9406
4210203398,2,2728-7068
2754680136,1,0084-2230
4387289350,1,2986-3279
4210178323,2,2502-3462
4387290927,2,2816-9514
98781016,2,1742-4224
4210235885,1,2471-2132
4387286201,1,2764-6254
4210180479,2,2571-7146
4306514056,1,2456-8457
4306504891,1,0214-4565
4210203208,1,0941-9772
86605427,2,1866-9859
4210215973,2,2226-1761
4393914334,1,0301-2409
109998069,2,1879-0046
4210172124,2,2310-9912
42973710,2,1873-5614
4210198592,2,2642-7214
4210234613,2,2685-466X
4210201240,1,2717-2325
170889201,1,0937-941X
4210167452,1,1422-9196
4210225982,1,0939-9062
4210209424,1,2710-2599
197820984,1,1746-6148
196593774,1,1477-7282
4387279979,1,2731-4529
4210235670,2,2664-0155
4210170412,2,2462-3172
4210172639,2,1571-8131
4210167788,2,2683-3689
4210231626,2,2574-8270
154770346,2,1834-6707
4210214127,1,2666-0873
4210219354,2,1550-7130
2764830488,1,1300-0322
4210175331,1,0302-072X
4210171662,1,2345-7643
4210206545,1,2676-4725
130127385,1,0934-9723
4210240754,1,2686-519X
4210207130,1,2549-1172
4210220658,1,2640-9836
4210234858,1,2475-5737
4210217335,1,2078-9823
130557755,2,1752-0371
63494468,1,0002-9726
4210172908,1,0360-2540
160391435,1,0031-4587
4210214990,1,0034-737X
2764695885,1,1994-6937
4210202136,2,2654-7023
2738393559,2,2525-510X
4210175471,2,2775-2186
2764961298,2,2057-1518
4210183477,1,2087-8362
4210230044,1,0037-704X
4210174042,1,2383-8787
4210219714,2,2729-0441
4210230892,2,2207-600X
117031645,1,0279-6015
4210172255,1,2072-8670
146248155,2,1479-2753
4210218563,1,2710-2408
9318516,2,1524-4423
4210220778,1,0942-1750
4393916767,1,1052-2115
2765003705,2,2087-8575
2755892984,1,1537-0240
4210203641,1,2252-8024
4387277879,1,0031-1758
2764485383,1,2008-7993
4210224450,2,2544-9427
4210171636,2,2312-637X
4393916570,1,1016-5142
2765067366,1,0036-908X
35453104,1,0954-8890
4210174366,2,2527-3892
121725775,1,1873-2763
4306528129,2,2566-1906
4210182506,1,2622-4275
4389157928,1,2407-6074
2765040861,1,2196-8837
4210173019,1,2715-7202
4387291404,1,0155-4131
120392215,1,1749-4885
4387281001,2,2731-7706
4306501951,2,2695-8171
4387280201,1,2303-0755
199106067,1,0258-0136
2765079177,1,0747-6108
4306514079,1,2454-4248
2756093218,1,0006-9248
4210184585,1,1745-7866
4210196923,1,1020-4989
4210211498,1,2084-137X
4210209748,2,2504-3811
4210202610,2,2452-0527
25422132,1,1432-8488
2739471494,1,2407-7119
154977142,2,1988-4265
4210209831,1,2449-9595
2739134625,1,0032-3780
4210186641,1,2687-279X
4210191299,1,1795-3790
4210194216,1,0021-9800
2764381525,1,0968-0098
4210196858,1,1578-8423
4393919164,2,0116-0710
4210197328,1,1605-7317
4210240794,2,2664-620X
2764359860,2,2156-8235
152198285,1,0360-5949
145550701,1,0021-4434
986251842,2,1741-3028
75366624,2,2042-8359
4210217121,1,2664-777X
999813893,1,0972-060X
4210178238,1,2520-680X
4210208142,2,1891-1773
4387283920,1,2527-3930
4210169793,2,2107-0733
4210176575,1,2448-4954
4210239230,1,2392-3113
4387292025,1,2985-3214
81089728,2,2001-7340
2898501196,2,2214-9937
4210239464,1,2072-8840
4387997553,1,2972-4880
4210229551,1,2524-7123
4393917438,2,1522-9580
4210174713,1,2312-3206
22421200,2,2204-0293
4210215682,1,2523-8604
4210177592,1,0137-1150
2504672647,2,1803-1048
4210199543,2,2240-4538
4210194793,1,0104-6578
98918254,2,1479-0696
2764844216,2,2376-6727
4210215031,1,0121-2117
4210197786,1,0213-4691
4393919635,1,2805-2366
2764926615,1,2254-0911
2738964976,2,2215-3470
4210176642,1,2087-4855
4210188820,2,2289-0750
4210231313,1,2383-4390
4387283238,1,2580-9709
4210212765,1,2094-9243
4210178922,1,2704-8284
4210208756,1,0523-6525
4210230502,2,2620-3340
4210171098,2,1743-0666
4306507241,2,2386-3773
4210186527,1,2667-2952
6785741,2,1873-3999
4306506404,2,2233-4580
2764859133,2,2280-188X
2739290193,2,2027-1182
4210220039,1,2509-6133
4210190838,1,0042-7543
4387279281,1,2810-9619
4210209273,2,2685-4791
4387282664,1,2753-6939
134228058,2,1673-7466
50327422,2,2214-8086
4210174459,1,2708-0005
44177516,1,2090-2824
4210195145,1,2414-3782
207850067,2,1920-1222
22829174,2,2162-660X
4210191224,2,2625-8560
4210167964,2,1610-6970
201890602,1,0894-3370
4393918250,1,2164-2877
4210239034,1,2460-9056
2764543060,1,1948-2825
4210200514,2,2721-429X
4210222507,2,2076-5827
2755315194,1,0024-7782
4210233123,2,2597-8861
4210233221,2,2789-3286
2737006105,1,2008-5486
4210195638,2,2473-8476
4210214998,1,2297-623X
4210228599,1,1687-2517
5193946,1,0101-5907
180980333,2,1881-2090
4387282177,1,2788-7049
4210175685,1,2324-755X
4387290828,1,2353-8392
4387281038,1,2814-3965
4393915836,1,0746-0554
4210193289,2,2109-9405
4393918095,2,2054-3131
4393913518,1,0161-0708
4210219905,2,1869-649X
2764394099,1,2349-2880
52737386,1,0360-9049
2754100672,1,0031-3890
4210221544,1,2588-087X
4387281910,1,2830-5469
4210171581,2,2770-0070
4210176513,1,2595-7775
4210169179,1,2582-8460
4387287239,1,2945-0489
4210222810,2,2044-4958
4394735818,1,0167-4838
4212762980,1,1119-9210
4210183991,1,2521-9596
4393916334,1,0939-8945
175759345,2,1552-3543
4210168784,2,2271-7811
4387286489,1,2963-1947
4393911278,1,0003-9624
4210218353,2,2372-3513
4210236825,1,2434-0324
81453128,2,1898-2263
4210211926,2,2617-5193
4394735717,1,2406-8837
4210214775,2,2949-2866
4210207557,1,2685-7723
4210217920,1,2278-8557
4210189258,1,2502-3276
184222500,1,1023-9332
4210192644,1,2708-793X
4210181848,2,2092-1365
4210179973,1,2197-2680
4210180279,1,1177-2727
4210231429,2,2723-6897
4210234174,1,2075-4574
4210220918,1,2786-2550
176685597,2,2393-5979
4210214824,2,1876-5793
4210193700,1,1519-7727
4210180939,1,2578-4625
4210229390,2,1365-2176
4210191628,1,1767-7114
73047979,1,1749-7701
4387292839,1,2774-7425
4210216683,1,0524-644X
4210228418,2,2148-6700
4210170649,2,2042-3470
2898222027,1,1876-2204
4210236617,1,2386-7779
4210202269,1,2603-588X
4387280104,2,2731-7056
4394906819,1,3031-7827
4210229540,2,2319-9830
4210225540,2,2665-9050
68503223,1,1073-5615
181352208,1,2321-0893
4210209343,2,2444-0272
4210207345,2,1611-6119
4210235841,1,2252-7311
2764482251,1,1006-8740
4082524,2,1541-034X
4387287459,2,2196-9035
2765040591,1,0268-7615
80542075,2,1744-4128
4210202342,1,2147-8082
4210210378,1,2516-7138
4210215202,1,1412-8098
4210171312,1,1858-4667
4306510816,1,1899-4113
4210204831,2,2509-9787
20354521,1,1876-5262
4210202024,1,2476-2377
4210219810,1,0096-252X
4210186202,1,2392-277X
4210237091,1,2667-8586
4387286576,1,1471-115X
4210176484,2,2214-9457
2739270446,1,2014-3567
4387281850,1,2085-8523
4210172942,2,2356-7058
4210214623,1,2002-7788
4210192144,2,2166-2649
4306516462,2,2550-0899
2764937349,2,2408-0101
4210202587,2,2175-0165
75532096,2,1607-8462
4210182594,1,2655-1551
4210215882,1,2581-1207
4210217351,1,0340-2266
4210231550,2,2413-7340
4210184318,1,2089-9076
4210233763,1,2337-537X
4210203670,2,2236-6059
4387292679,1,2721-1193
2764964828,2,2326-3709
1035754523,2,2254-9307
2764433766,1,1543-0855
203075635,1,0196-8599
4306502921,1,0004-0568
4210232994,2,0901-0289
4210177507,1,2090-956X
2755024531,1,1006-7248
4387289843,1,2757-6760
4210215479,1,1819-1576
4210179206,2,2797-2879
4210194820,1,1989-4155
4210172642,2,2340-7042
4210185530,2,1504-2928
68802660,2,1959-0318
4393917962,1,1941-7748
4210167698,1,1631-3860
4210197865,2,2330-9164
64079723,2,1478-9957
4210231784,1,2587-1277
4210170394,1,0362-1529
4210199221,2,2311-8385
4306519920,1,1432-6000
4210196119,2,0718-2449
4210180550,1,1807-4960
404567,2,1469-9028
153451912,2,1573-0514
4210239773,1,2615-1219
4210227791,1,2414-4592
4387289134,1,2540-9549
4210216757,1,1735-9406
4210192491,1,2720-9903
118212324,1,0012-8708
118949341,1,0082-5433
4387281463,1,2708-6860
68037046,1,0004-9522
4210185392,1,2684-9348
4393916826,1,1059-2725
4387281736,1,2772-7955
28463524,2,1550-2414
4210223790,2,2746-1033
4210198519,1,2397-1851
4210186453,2,2527-3620
4210198762,1,0350-2430
4306517842,1,0023-4893
4210231131,2,2510-4233
4210220706,2,2325-7199
2764866165,1,2168-023X
4210220680,1,2318-0811
4387280089,1,0778-2837
118794974,1,0016-7932
4393912173,1,0032-8065
4393918111,1,2063-837X
4210189493,1,2249-1260
4210209973,2,2287-2302
4210170046,2,2374-8761
4210204032,1,1305-9092
4210168493,1,1102-7355
4210170039,2,2330-1775
4210186800,2,2578-8310
4210211638,2,2262-483X
4210235166,2,2695-0766
4387288865,1,2956-6029
200893805,1,1744-4292
2764920665,1,2309-8678
2735509128,1,2058-5543
98647789,2,1440-6047
2765052565,2,2469-7656
4210196589,1,2373-518X
4210169981,1,0046-9459
4387281588,1,2571-7936
4387280413,1,2808-2494
4210187909,1,2355-4215
4210223308,1,1946-651X
2764680059,2,1875-9254
2764932407,1,2186-3008
4210195227,2,2730-566X
4387292933,2,3025-8464
75408032,1,0032-8979
27332288,3,1793-7191
4210177008,2,2316-381X
4210217302,2,2316-9060
4210193779,1,2303-3304
4210231919,1,2638-9940
4210232494,1,2577-7890
4210179768,1,1059-7522
4210197078,1,1610-8957
81753306,2,1745-5197
173627905,1,1542-0485
4210222303,2,2074-5974
4210187571,1,0003-276X
4210231393,2,2657-8808
4210218019,1,2582-7235
2738445373,1,2193-6358
4210176626,2,2735-3400
4387286908,1,2963-1971
23873141,2,1572-9230
4210179005,1,2717-5944
81152389,1,0835-1813
51834865,1,1433-2671
4210182518,2,2708-6410
