source_id,issn_seq,issn
2737348819,1,2450-1654
4210200439,1,1748-6831
4210214283,2,2712-2638
2764492260,1,0253-2778
4387291645,1,2338-3011
4387278265,1,1996-3440
124984400,1,0887-5367
4210167961,1,1543-1002
4210181820,1,2087-8508
4393916782,1,1053-9816
4210240997,1,2564-615X
4387282750,1,2225-8787
4210192512,2,2249-7048
4387279243,2,2776-2165
4387282092,1,2737-6389
4210172795,2,1808-5245
4210217788,1,2723-3235
4210199316,3,2378-363X
4210200268,1,2586-1158
4210184670,1,2012-6859
2764344500,1,1175-2882
4210173932,2,1929-6657
4210216268,1,2157-0159
4393912131,1,0031-4498
4210177795,1,0732-8311
2764685780,1,0193-497X
4210190745,1,2041-6156
4210220509,2,2374-6823
4210237197,1,2011-4680
185479466,1,0392-0461
4210239000,2,2377-6560
4210172408,2,2707-0646
61474858,1,1533-2969
2737871641,1,1696-1137
4210177196,2,2502-4795
4210214462,1,1978-385X
4210233556,1,1693-7309
129906632,1,0362-3319
2764879465,1,1088-3118
151491554,2,1468-0440
4210196783,1,2528-5505
2765002354,2,2588-9222
2482508668,1,1304-2947
4387278022,1,2030-0514
4210207927,2,2041-9430
1015175630,1,0027-4771
4210225929,1,2735-0215
4387283759,1,0188-2635
4210205524,2,0719-5990
4210217559,1,1692-8563
4210175091,1,2232-867X
100414002,2,1651-1913
4210206096,2,2325-2189
4210222548,1,2221-2264
4210189698,1,2634-5897
2764454457,2,1536-2930
2755386604,1,1934-3647
4210205215,1,1683-7584
4210195898,1,2149-0236
2764408233,1,1300-0306
187023669,1,0026-6493
45123234,2,1536-4844
4387277911,1,1534-0295
4387289000,2,1852-4648
97124218,1,2078-6336
4210180295,2,2662-2777
1728756,1,1933-0057
103032488,2,2777-3566
4210206247,1,2632-0452
4210168880,2,2615-4544
4210177478,2,1439-0302
135965793,2,2509-9337
2737821790,1,2255-8551
134177497,1,1063-6706
4394736935,1,1050-6896
59069355,2,1550-3631
4393915384,1,0513-3696
2764519907,2,2008-2010
4210218844,2,2331-3218
4210196573,1,0072-5013
4210192007,3,1728-2969
158597668,1,0955-2340
4210194970,1,1786-1594
4210219226,1,1050-0960
4390296624,1,3026-5886
4210197476,1,2519-7916
2764754582,1,2198-641X
4210228997,2,2391-9353
4210197639,1,2654-5616
4210234200,2,2537-0847
146875840,2,1805-4927
4387290048,2,2807-9205
2754095473,2,1439-9229
2764606108,2,2251-8819
4210180257,1,2633-8947
164593530,1,1063-2921
4210224505,2,2412-3056
4210177256,2,1968-3855
4393918779,2,2524-6208
2739231897,1,2079-3715
71429176,2,1469-493X
198770857,1,0001-5458
4210191313,2,2524-7379
4210205828,2,2700-2810
2764788217,1,2395-7492
4210174663,1,2710-4397
4210232321,1,0371-0076
4210176090,2,1981-0490
4210208508,1,2056-6522
4210218570,1,2721-3307
4210201866,1,2085-4293
4306536290,1,0044-5371
2738909148,2,2503-0558
4393917020,1,1091-5982
43321352,2,1420-9063
10422625,1,0912-0009
53865935,2,1532-4125
4210216953,1,1881-4387
4387287611,1,2964-0792
4210206264,1,2228-7035
4392228740,2,2731-6688
4210233797,1,2667-8640
4210169695,1,2073-641X
4210211751,1,2375-3382
4210194408,1,0104-7183
4210199499,2,2598-0033
4306510829,1,0160-7154
4210212532,1,2165-7971
2898582769,1,2306-7748
4210182406,2,2283-4044
4387292368,1,2089-6115
186481189,2,1715-8125
4210237517,1,2688-1985
4210168027,2,2571-6662
2764355022,1,0915-4558
4210191377,2,2324-7800
4387281629,1,1206-6516
4387286834,1,2949-7116
101458791,1,0028-4289
2764378916,1,0934-1749
2764525551,2,2305-2147
2739115448,1,2312-7481
4393918421,1,2320-6810
4210197777,1,2353-4893
4210172211,1,2519-318X
4306526129,1,0048-7627
4393919925,2,2946-5206
2764632189,1,0033-2771
4210214791,2,2721-4117
3034301478,1,2366-0074
4387280521,2,1982-5560
4210219016,1,2731-3085
4210175919,2,2621-640X
4210182992,1,1754-8500
4210188254,1,0077-5711
4210172488,2,1876-5122
4210190244,2,2518-802X
116626079,2,1548-3665
4210192804,1,2184-7509
4394735746,1,2537-0383
4210177179,2,2074-7179
4387281379,1,0214-2708
4306535565,1,0342-4316
2754235422,2,0717-7526
2764883280,1,2225-0891
4390648524,2,2958-0870
4210235319,2,2657-1587
4306517756,2,2734-0414
4210186040,1,0898-3283
4210204412,1,0095-4403
4210209196,1,0041-8935
4210184238,1,2308-6203
4387288569,2,2953-6677
2737781898,1,0210-4210
4210197983,2,2685-6921
4390297034,1,2993-3935
4210205519,2,2395-4124
4210207763,1,1551-9627
4210175027,1,0165-4608
4210171996,1,2078-0877
2738578083,2,1984-0438
4210235328,1,2786-4952
4210193388,1,0300-287X
4210209698,1,2378-4245
4210207183,2,2626-6423
4393911644,1,0014-9306
4210191952,2,2182-2409
4210170066,1,2305-9001
2755907167,2,1846-0410
31769938,2,1469-7637
4210171457,1,0104-6829
2737646374,2,2238-8885
4210196617,1,2085-5893
2754078582,1,0393-9340
2764702542,1,1095-1598
2764740935,1,0067-2238
4210194469,2,1877-8577
4210169233,1,1614-032X
4210192003,2,2720-0345
4393919469,2,2751-9821
4390297091,1,2252-4444
4387282551,1,2961-7022
4210226840,2,2451-151X
204895638,2,2767-7095
4210200340,1,2526-8384
57372075,3,1531-7080
2764568614,1,2049-6699
184467676,1,1759-5134
168221024,2,1600-0617
113543207,1,2090-1747
17866092,2,2196-713X
2898418539,1,2096-2487
4210190221,1,2391-5544
4210212661,1,1210-3349
4210175411,1,2662-4389
29606632,1,0860-7052
4393919285,2,2731-488X
4393911812,1,0020-756X
4210176186,2,2379-8548
4393913151,1,0096-560X
4210224886,1,0254-7597
4210195128,1,1995-3348
4387279923,1,2594-3065
4210170154,1,2218-0567
4210227830,1,1976-0590
4210210483,2,2580-0477
4210226899,1,0718-3992
4210233630,1,1909-2520
4210176283,1,2250-1045
4393919992,2,2948-1244
4387290275,1,2667-324X
86125002,2,1573-1502
123777873,1,2070-0733
4210179463,1,2716-2346
4210220973,1,2577-6193
4387283619,1,2788-6344
4210191276,1,1536-4569
4393918772,2,2524-3071
4387280836,2,2949-1908
4210187520,1,1226-2005
4387290133,1,2600-8726
4387281829,2,2809-7122
99498898,1,1567-5394
4210200331,1,2354-9580
4210229301,1,1063-3626
2764745268,2,2504-2106
4210222856,2,2541-3228
2764762859,2,2309-4990
4210229295,2,2412-1371
4210211045,1,2424-9939
4210218027,1,2666-9374
4210230855,1,1377-1256
4387288975,1,2753-3212
4210221504,2,2588-2457
23405496,2,1878-6073
4210216132,1,2673-6411
4210222081,2,2750-8536
4210214316,1,1998-4510
37151855,1,0148-5598
4210221980,1,0972-4761
4210189032,2,2466-5452
4210213226,1,2376-9254
2764961159,1,0973-2217
4210210036,2,1948-7088
4393911458,1,0009-3882
4387283578,1,2208-2697
2764736583,1,0278-4521
2737445744,1,1677-9509
4210178339,2,2314-419X
4210168011,1,0021-7697
2738577714,1,0951-9750
953895714,3,2509-839X
100217082,1,0333-256X
30970080,2,1464-3405
4394735904,1,2599-0128
4210201812,1,1330-061X
4210222289,1,2747-2973
2764599469,1,1934-2497
4210201993,1,2636-8129
2765034841,2,1875-9238
149627586,1,1547-9846
4210220748,2,2362-0323
4210174575,2,2685-0206
4210226796,1,2414-4959
4387280326,1,2764-6238
4210218163,2,2524-3179
4387282978,1,2962-3839
4210214750,1,2270-0765
2764823924,1,1077-842X
4210203329,1,2343-0591
34816297,1,0036-5564
12104227,2,2029-6991
4210192846,1,2476-2334
4387282428,1,2951-1259
4210186882,1,2359-2737
4387291438,1,2663-4368
4210226437,2,1982-3908
4210203735,1,2091-2110
4210211963,1,2407-7488
4210195114,1,1019-4347
4393915282,1,0441-4209
4210190657,1,1675-8161
4210205694,1,1065-7339
4386622173,2,2810-0786
4210177305,2,2580-6823
4387288917,1,1581-8225
4210237072,2,2662-2459
4394736470,1,3021-7423
4210202058,1,1693-2862
4210199421,2,2226-4639
4393918476,1,2333-6684
4210228980,2,2090-567X
75054922,2,2042-3195
4210208166,2,2539-2018
4210237312,1,2731-3980
4210198682,1,0097-2460
144804090,1,1092-6194
98930721,1,0096-3518
4210196041,2,2713-9026
4210223467,2,0975-914X
4212762995,1,2227-2178
203463750,1,0105-0397
2764940497,1,2187-1094
2764404820,1,1598-7108
4210224395,2,2597-7288
4210214913,1,2378-2951
4390648478,1,3026-3395
4210202305,1,2072-1633
4210181811,2,2452-3194
4389158171,1,3026-6815
2764925112,2,2374-5355
4210184506,1,2503-0833
4210197379,1,2807-6435
4387283143,1,2722-7138
4210216208,1,2775-9253
4210239093,2,2455-8249
4210167807,2,2805-2455
4210195815,2,1981-1330
4210228414,2,2550-0724
33985172,1,1740-7516
4210184856,2,2773-8167
24610085,1,0074-6142
4387282252,2,2313-7738
4210200249,2,2365-3051
11465348,2,2210-6847
4210195510,2,2080-4091
4387291441,1,2987-9108
4387289079,1,2433-5401
4210204567,1,2355-5181
4210219661,1,2007-087X
4210208604,2,2374-8214
4393913667,1,0179-4639
162583106,1,0735-9683
120286421,2,0974-5181
46506030,2,2586-3053
4387277843,1,0211-3449
4210236484,2,2278-9405
77852275,1,1065-2469
2764571529,1,1226-8933
156566788,1,1754-1611
4387283169,1,2788-9971
2738410266,2,1308-5255
4210221057,1,0044-748X
4210171982,2,2721-0871
183489489,2,1741-3184
165886213,1,1530-261X
129854537,2,1938-2944
4390296667,1,2964-7533
4210182366,1,2456-8651
4210197086,1,1907-9176
4394735767,1,0965-8424
202685627,1,0031-0808
4387280571,1,2809-817X
4393915280,1,0440-9043
4210174940,3,1068-6924
4306503127,2,0719-2568
4306511940,1,1061-6578
4306521020,2,1590-0932
4210236750,1,2522-8900
4210188267,1,1883-9274
4210217192,1,2165-8420
4210181269,1,2730-7301
4210192727,2,2302-3708
4210212420,1,2380-0658
4210234067,1,2615-3718
4210214512,1,2499-3638
151550017,1,0885-7474
4210189844,1,0740-7467
4210230727,2,1848-4662
4390296942,1,2987-4823
4387279647,1,2301-6035
4210171741,1,2278-1307
156506154,1,1414-8145
4210193526,1,1848-3488
86016426,1,0049-1748
4387288923,1,2225-0816
2765058493,1,0803-8740
4210227119,2,2809-9710
4387289820,1,2987-0801
2739242376,1,1885-2211
4210221529,2,2682-2970
4210230433,2,1558-545X
56802129,2,1740-1534
4210217318,1,2651-3544
4210225816,1,2198-9265
4210176642,2,2614-2872
4210203409,1,2442-9961
2764444863,1,0303-2671
4210199663,2,2549-1156
4387278424,1,2724-5020
4210200359,2,2233-0895
4210236489,1,1310-4926
4387291748,1,2354-6328
4393911219,1,0002-0907
4387289159,1,2073-6584
4210171100,1,1821-3448
4210170589,2,2721-3013
4387281334,1,2583-455X
27817066,1,1089-7011
4210179762,2,1502-685X
205066066,1,1598-9623
4210225785,1,0344-6719
4387286230,1,2798-1460
4210214321,1,2230-7141
4210207004,1,2155-6504
4210225796,1,2307-1842
2765020786,1,0361-6223
4387284788,1,2790-7074
2737575585,2,2320-4753
2764975523,1,0021-9460
2737717374,2,1848-963X
4387287746,2,2664-8644
4210207206,1,2532-9006
4210213794,1,1029-8940
95601074,1,1743-6753
4210175920,2,2622-9668
4393913847,1,0207-0383
4210198003,1,0145-9082
4220651828,1,2790-296X
4210187911,1,2378-5047
4210220937,2,2698-8828
4393917263,1,1339-522X
4387282830,2,2545-0891
4210212343,1,0372-1248
4210194132,2,2218-340X
4210184340,1,2523-3920
4210183453,1,2452-4476
57354637,2,1569-9781
4210179974,1,1871-5303
4210217805,1,0340-8728
2764475504,1,0025-4355
4210220105,1,2459-590X
4210170332,1,2460-0385
4210201698,1,1979-1488
4387278772,1,1687-1340
4210173053,1,1864-3825
4306506589,1,0010-1826
90573847,2,1096-0856
55074384,2,2194-6108
4387279453,1,1060-6041
4210191986,1,2656-8063
4306514839,2,1884-5886
2764480744,1,2214-2894
199798058,1,0973-8622
4210198757,1,2337-4993
4210167829,1,2549-0435
4306528654,1,0392-291X
4210204471,1,2054-1112
4387281975,2,2962-7486
2764635368,1,1940-5847
4393918249,1,2164-2516
4387292974,1,1866-8550
4210187167,2,2321-0311
185523233,2,1875-0494
4210177794,2,2327-5685
4210239320,2,2213-2031
4210229214,1,1861-664X
138028328,1,0014-2115
4210209421,1,2685-8843
2764359438,2,1884-5576
4387281394,1,2085-7993
4210198683,2,2412-0839
122471516,1,0002-9602
4210186583,1,2528-9691
4210171839,1,1869-6864
4210175282,1,2704-4890
4210204363,2,2355-8776
4210177262,1,1349-581X
2738279521,1,1308-4038
4210196397,1,2644-495X
4210210700,1,0721-3417
4210215011,1,2435-7375
4210175795,1,0082-0784
101403447,3,2234-7550
75504937,1,0019-6479
4210185431,2,2949-0987
2764399430,2,2329-9460
4210170723,1,0021-9444
4210201910,1,2355-2409
4210235796,1,2079-8199
4210233402,2,2386-8732
68792902,2,1938-4351
2764362204,2,2502-6844
4306501955,2,2530-6421
73400788,1,1069-4730
4387290364,1,2070-1640
4210189417,1,1738-7671
4393919984,1,2947-924X
4210193463,1,0375-7765
20008548,2,1522-8002
4210240348,1,1229-1099
4210188532,1,2460-6324
4210207450,2,2635-6015
2764616258,1,2159-9807
4210239688,1,1529-3181
4210178892,2,2663-2586
4210191673,2,1996-725X
4210181799,2,2723-7451
175070121,1,0008-4360
936547178,1,0887-6681
4210188009,1,2332-1490
4210215073,2,2326-263X
4210174929,3,1988-8295
4210230734,2,1874-6543
4210221156,1,2582-2659
23257913,1,1056-8727
2764569030,1,1087-1667
4387290087,1,0718-9788
2755586320,2,2197-6767
4210212714,2,2777-3442
2764642421,1,2352-3042
4210219429,2,2412-351X
166814157,1,2366-9373
2764891440,1,2066-0855
4210190396,2,2423-1398
34740387,2,1090-2686
4210199474,1,0340-4838
4210171155,2,2288-5498
108294569,2,2444-054X
53361855,1,1342-1751
4386621862,1,2757-7317
4210179620,2,2161-1823
4210193807,1,2622-4828
4387289926,1,2829-2871
191329154,2,1872-7387
83451902,1,1123-6337
4393916798,1,1055-3134
4306511647,1,1048-5104
4210213610,1,1569-9463
119228529,1,1932-0256
2764898556,1,0387-2882
4210169746,2,2227-8907
4210184564,1,0004-3125
88041965,2,1527-2966
4393917469,1,1530-5961
2764448091,1,1352-0520
121640476,1,0737-769X
4387277949,1,2010-0191
4210187535,1,1876-5378
2738772511,1,1896-3307
4210168343,1,1935-2093
4386621802,2,2808-3075
4210189057,1,2730-5635
4210224895,1,1857-9809
37617766,1,1875-855X
4210182907,2,2663-4015
72842422,2,1744-3806
2898420889,2,2214-9082
192894947,2,1572-8153
4306511450,1,0016-9714
4210240303,2,2358-1212
4393918116,1,2064-4728
2736772244,1,0019-557X
177137575,1,0369-4232
2764846840,1,2317-3963
4210230022,1,1935-3731
8500805,2,1613-9658
2765043741,2,2451-0602
4390296739,1,3026-4782
2764420756,1,2168-6408
4210176996,1,2713-2129
148591575,2,1303-6173
165401249,2,1793-6888
4387997860,2,3026-0183
4210227202,2,2685-2330
4210176988,1,2635-8778
120468088,2,1934-9440
4210192510,1,2207-855X
81938092,2,1934-791X
136057031,1,0025-9284
4390573794,1,1410-7481
2764979187,1,1009-9727
2737650051,2,1851-1740
2764836427,2,2330-5231
2764388627,1,0041-3186
4210212426,2,2477-5800
4210171971,2,2656-6168
2764593292,2,2233-7830
4387280913,1,2830-005X
120551135,2,1896-1851
4393915958,1,0831-4462
4210202191,1,2707-4978
4210196261,1,0140-5284
2764345705,1,1488-3473
4210201859,1,1999-5911
4210210713,2,2519-3279
4387287661,1,2985-5209
2764788476,2,1941-6741
4210207366,1,0370-0461
2764864348,1,0971-4324
4210203377,2,1688-1249
56047584,2,1871-9805
9267417,1,0568-000X
4210226979,1,2283-5628
4393919520,1,2766-8401
4393917381,1,1465-6663
4210186411,1,1028-9984
4210202531,1,2089-3906
4387290703,1,2993-2564
2764647440,1,1800-5845
4393912623,1,0047-648X
193932567,1,0003-4509
3034796422,2,2090-2441
4387291262,1,0851-2914
188055258,1,1880-988X
4393911428,1,0008-5448
4387290909,1,2987-9205
24679186,1,1125-0003
4210197305,1,1415-2061
84709062,2,1542-7862
4210237354,1,2614-5960
4210235240,1,2177-3300
20008548,1,1476-5586
4210200228,2,2576-196X
4393917673,1,1680-8029
4393920134,1,2974-346X
2737069120,2,2256-3202
4393918139,1,2086-8243
160333218,2,1741-9883
4210218172,1,2595-7716
4210236862,1,2688-2663
4389157664,2,2958-5686
38681688,1,0025-2603
4210215221,2,2621-2676
2734630008,1,2044-9887
4210219398,1,1517-1302
4210174887,1,2070-4992
2764632552,2,2167-6275
2764372394,1,1046-3348
4210200619,1,2666-1454
4210179508,1,2355-343X
4393920227,1,8750-2836
4393918525,1,2365-0257
10063912,1,1469-5405
4210174031,1,0973-0966
4387292539,1,2715-4874
4210232199,1,2658-705X
4210198847,2,2542-4939
4210189026,1,2059-4291
21371779,2,1742-6731
10955710,2,1297-9643
4210224765,2,2410-1893
4210221027,1,1813-3584
4210206049,1,0303-7908
4210178259,2,2072-5094
159672176,2,1558-0504
4210170169,1,2359-4829
4210222853,1,2522-1736
2764454180,1,2146-1511
4210183320,2,1989-7332
2736896752,2,2251-7308
4210168828,1,2308-152X
4387288514,1,2986-2760
4210240017,1,1992-3252
4210206840,1,2405-5522
4210186378,2,2041-3068
4210204073,1,2673-4583
2738100425,1,2013-2247
4210215582,1,2666-9706
2764819699,1,1394-3065
4389157633,1,2599-3097
44595396,2,2293-7374
4393914376,1,0302-0924
4210168607,2,2320-1991
4210201931,2,1309-9833
4210173316,1,0037-1033
2764642065,1,0163-3392
4210204416,1,0800-0816
4387291616,1,2986-3759
2738506776,1,2000-2955
4210205359,1,2090-8679
4210207714,3,2625-4212
4210198249,1,2086-5368
4387290293,2,2941-0355
4306525115,1,0033-4928
4394735865,1,1647-3183
4210198623,2,2519-1063
4210171499,1,2163-2138
2755838706,1,0741-6253
107187345,2,0376-0227
4210201174,1,2329-8170
176794141,1,0894-9867
4306509743,2,1886-7634
4210178557,1,2590-2385
4210191005,2,2104-3779
4210222279,1,2617-1155
4210206780,2,2365-6352
4210233185,1,2636-8552
184238924,1,0081-0606
4387280919,2,2722-208X
4393919363,1,2731-7986
2764369201,1,2466-2402
4210213602,1,2624-7003
194154261,1,1470-160X
4387285870,1,2776-4044
194872021,2,1474-0591
4210238711,2,2542-7083
4306518749,1,0208-4228
4210185771,1,0162-1416
4387288912,2,2958-2695
4210226355,2,0082-6340
4210235971,1,2721-1495
4210225845,1,2655-6847
2737653690,1,1678-5622
147606451,1,0037-1017
4210203407,2,2500-1035
4210178264,2,2163-9361
4210196754,2,1438-9460
