institution_id,lineage_institution_seq,lineage_institution_id
4210149417,1,4210149417
4210086435,1,4210086435
4390039258,5,4390039258
4210148134,1,4210148134
2800986571,1,1304082316
4210116483,1,4210116483
4210114404,4,4210131494
4210099528,1,4210099528
4210111473,1,4210111473
4210156973,1,4210156973
4210156027,1,4210156027
4210133720,1,4210133720
4210107912,1,141301092
4387930239,4,4210127886
4210133336,2,2799886695
4210138909,1,4210138909
4210136349,1,4210136349
3024826927,1,3024826927
4387153042,2,1294671590
4400573210,1,22299242
4210122006,1,4210122006
4210097189,1,4210097189
2802779501,1,2802779501
2801005922,1,2801005922
4210094942,1,4210094942
4210096730,1,4210096730
4210108786,1,4210108786
254693768,1,254693768
4210109172,1,4210109172
173713965,2,4387153040
4210151944,1,4210151944
4210148018,1,1343953105
4210115020,1,4210115020
3019878935,1,197681013
4210153365,4,97188460
4210152930,1,4210152930
4210149128,1,4210149128
4210158501,1,4210158501
4210155385,1,4210155385
4391767834,2,92403157
4210146688,1,4210146688
4210112176,3,4210112176
4210157596,1,4210157596
4210135165,1,2801902503
4210158974,1,4210149821
2801784893,1,2801784893
4210152909,2,4210152909
4210112753,2,4210153402
4210115043,1,4210115043
4210136171,1,4210136171
4387156395,1,1294671590
4210162920,1,2800555055
4210117963,2,4210117963
10193689,1,10193689
4210089722,1,4210089722
4210110371,1,4210110371
4210161250,2,1336096307
4210093628,1,4210093628
4210156833,1,4210156833
4210125738,4,4210135948
4210165521,1,4210165521
4210154520,1,4210154520
4210128377,1,4210128377
4210149194,1,4210149194
4210161363,1,4210161363
4210140848,1,4210140848
4387153672,1,100532134
4210126372,1,4210126372
4210157054,1,4210157054
4210144844,5,4210154111
4210132052,1,4210132052
4210121692,1,4210121692
4210096040,1,4210096040
4210152105,1,4210152105
4210129117,3,4210129117
16944753,1,16944753
4210117105,1,4210111566
4210158578,1,4210158578
4210091572,1,4210091572
4210137510,1,4210088668
4210143345,1,2801636071
4389425483,2,4389425483
4210123948,1,4210123948
4210159097,1,4210159097
4210142461,1,4210142461
4210120330,1,4210120330
4210152617,1,4210152617
4210157772,2,4210141980
4210106770,1,4210106770
4390039307,2,4390039307
4210134832,2,204730241
4210097444,1,12449238
4210126632,2,2801453606
4210138539,1,4210138539
4210148350,1,4210148350
4210124440,1,4210124440
4210148406,1,4210148406
4210160046,1,4210160046
4210093652,1,1313323035
4210141769,1,4210141769
4210108243,1,4210108243
4210151101,2,3130687028
4210160637,1,4210160637
4210153295,1,4210153295
111950717,2,4391767947
4210102040,1,4210102040
1312106833,1,1312106833
4210097862,1,4210097862
4210086099,1,1290206253
3131184031,1,3131184031
4210122635,1,4210122635
4396570637,1,4210086486
4210109037,1,4210109037
1315672318,1,1315672318
4210163254,1,27837315
4210133749,1,4210133749
4210096574,1,126595936
4210117924,2,2799886695
4210115129,1,4210115129
4210091663,1,4210091663
87216513,1,87216513
4210119079,1,4210119079
4387154644,1,2800888199
4210121510,1,4210121510
1297460800,2,1336338359
4210123743,1,4210123743
4210116488,1,4210116488
4210159906,1,4210159906
4210143982,2,4210127387
4210113516,1,1341412227
4210161577,1,4210161577
4210148555,1,4210148555
4387930206,1,106745318
4210104997,1,4210104997
4210111557,1,4210111557
4210100385,2,24906876
2799641166,1,2799641166
4210166835,1,24768866
4210088166,1,4210088166
4210147236,2,4210123736
4210126198,3,4210126198
4210097260,1,4210097260
225921006,1,225921006
4210162067,1,4210162067
4210134949,1,4210134949
117222138,1,117222138
4210162867,1,4210162867
4210097327,3,4210150591
4210140381,1,1322918889
4210104567,1,4210104567
4210160572,1,4210160572
4210144173,1,4210144173
4210149754,3,4210149754
4210122704,1,1312222531
97699614,1,97699614
200284239,1,200284239
4210099241,1,4210099241
4391767656,2,4391767656
4210146511,1,4210146511
4210098314,4,4210129253
4210130330,1,4210130330
4210091478,1,4210091478
4210139120,1,4210139120
1310133437,1,1310133437
4210145933,1,4210145933
4210094445,1,4210088980
38260057,1,38260057
4210152341,1,4210152341
4210118518,1,4210118518
4210098004,1,4210098004
4210154889,1,1305840828
154100212,2,4210092184
24156275,1,24156275
185808892,1,185808892
4210131270,1,4210131270
4210147834,1,4210147834
4389425488,6,4210107682
4210156882,1,4210156882
4210131682,1,4210131682
4210124300,1,4210124300
4210132230,1,4210132230
4210150736,1,4210150736
4210123038,1,4210123038
2799443121,1,2799443121
230495080,1,230495080
4210107492,1,4210107492
4210166797,1,4210166797
4210137230,1,4210137230
4210150125,1,4210150125
4210126195,1,4210126195
4210108861,1,4210108861
177400693,1,177400693
4210134689,1,4210134689
4210093279,1,4210093279
4210140554,1,4210140554
17747738,1,17747738
4210155284,4,4210155284
4210138914,2,4210138914
4210140452,4,4210140452
2800858616,3,99043593
107853901,1,107853901
157264004,1,157264004
4210113307,1,4210113307
4210128207,2,4210105726
4390039381,2,2802286613
3132702812,1,3132702812
4210161970,1,4210161970
4210102246,1,4210102246
4210147017,5,146655781
2799803557,2,9617848
4210131164,1,4210131164
4210133566,1,4210133566
4389425457,1,39804081
4210093803,1,4210093803
4210114105,3,99065089
1339633317,1,1339633317
4210137794,1,4210137794
4389425376,4,39804081
43275575,1,43275575
4210149771,1,4210149771
4210115900,6,4210152422
189504160,1,189504160
3130730875,1,3130730875
4399598482,2,4399598490
4210161789,1,4210161789
4387153369,1,40434647
4210094311,1,4210094311
4387152637,1,32971472
4210091404,1,4210091404
4210127702,2,880619579
4210160595,1,4210160595
4210137891,2,4210089893
4210090215,1,4210090215
2800214375,1,2800214375
4210121110,1,4210121110
4210090112,1,4210090112
4210131359,1,4210131359
4210149841,1,4210149841
4210112284,1,4210112284
4210103408,1,4210103408
1303474014,3,3139952251
4210131104,1,4210131104
4210158110,1,4210158110
4210126683,1,4210126683
2801996072,1,108785884
4210104689,1,4210104689
4210090286,1,4210090286
4387156196,1,2898336195
43695068,1,43695068
4210137117,4,4210151987
4210108876,1,4210108876
4401041595,1,4401041595
4210093968,1,4210093968
4210142400,1,4210142400
4210152089,1,4210152089
4210153846,1,4210153846
4210119082,1,4210119082
4210131306,1,4210131306
4210144175,1,4210144175
4210112637,1,202391551
2799451626,1,2799451626
27462735,1,27462735
2800813048,1,2800813048
4210156242,1,4210156242
162185876,1,162185876
4210116750,1,1322918889
2800719175,1,2800719175
4210155288,1,4210155288
4210109911,1,150468666
4210104378,1,4210104378
4210092869,1,4210092869
4210134204,1,4210134204
4210161000,1,4210161000
873043661,1,4210132346
4210126368,7,4210126368
4210128449,1,4210128449
4210131451,3,4210139971
4210167398,1,4210167398
4210156741,2,85722119
4210122222,1,197773855
4210101861,1,4210101861
4210095766,1,4210095766
4210125518,1,4210125518
4210129309,1,4210129309
4210158125,2,4210158125
4210102766,1,4210102766
2800332440,1,2800332440
4210143343,1,4210143343
4210097753,1,4210097753
4210103751,1,4210103751
4210153583,1,4210153583
4210115174,3,4210139047
1330204332,1,1330204332
4210103515,1,4210103515
4210118848,1,4210118848
4210123768,5,4210123768
4210087577,1,4210087577
4210115858,1,4210115858
4210094700,1,1294671590
4210124181,1,4210124181
4210123823,1,4210123823
4210161954,5,4210161954
2800988382,2,2800988382
4210089539,1,4210089539
4210087081,1,4210087081
4210117246,2,2799886695
4392021150,1,4210152474
4210142420,1,4210142420
4210124956,1,106785703
4210153109,1,4210153109
4210144520,1,4210144520
4210090850,1,4210090850
4210109048,1,131827901
2972131335,1,2972131335
4394709160,1,4394709160
4210120127,1,4210120127
4387154214,1,4387154214
4210132015,2,885143765
4210152289,1,4210152289
4210119322,1,4210119322
4210101550,1,4210101550
4210113862,1,4210113862
4210088546,1,4210088546
4210120777,2,4387154574
4210112823,1,4210112823
4210130153,1,4210130153
4210118516,1,4210118516
4210131786,1,4210131786
4210151456,1,4210151456
4210165474,1,4210165474
2800470951,1,2800470951
108109523,1,108109523
4210164672,5,4210164672
4210112125,1,4210112125
4210157856,1,4210157856
4210145210,1,4210145210
4210160376,1,177877127
4210167104,2,99064381
4210086061,1,4210086061
4210166584,2,4210150854
4210161748,1,4210161748
4210128524,1,4210128524
145311948,1,145311948
4210143177,1,4210143177
4210161102,1,4210161102
4210122808,1,4210122808
2802083337,1,2802083337
4210088087,1,1294671590
2800620092,1,2800620092
4210092440,1,4210092440
4210133812,1,4210133812
4210166539,1,4210166539
4210111881,1,4210111881
4210120676,1,207624831
4210108611,1,4210108611
2802832906,2,2799475292
4391768079,3,4391768079
4391767904,3,4391767904
4210106578,1,4210106578
4210118092,1,4210118092
4210124717,1,4210124717
4210149092,2,1294671590
4210144856,2,912315918
4210146276,1,4210146276
2799367345,1,2799367345
2799939529,1,2799939529
4210126078,2,4210128615
4210092184,1,4210092184
4210110128,1,4210110128
4210087039,3,4210087039
262037059,1,262037059
4210140104,1,4210140104
4387930245,2,4387930245
4210116249,1,4210116249
51588809,2,51588809
4210156327,1,4210156327
4210135282,1,4210135282
4210163372,1,4210163372
4210134517,1,4210134517
4210156492,1,2800277939
4210090701,1,4210090701
4210126530,3,4210156404
4210139107,1,4210139107
195729267,1,182377803
4210122181,1,4210122181
4391768261,3,4391768261
4210152351,1,149899117
4210155009,1,4210155009
4210129384,1,4210129384
4210144960,2,4210144960
4210147961,1,4210147961
200296433,1,200296433
4210094438,2,4210127390
4210118238,1,4210118238
4210129304,1,4210129304
4210134479,1,4210134479
4210099534,1,4210099534
4210108326,1,4210108326
4210105659,1,4210105659
2799926125,3,4210155663
4210128042,1,4210128042
4210151078,1,4210151078
2799566174,2,4210104814
4387156100,2,197681013
4210162543,1,4210162543
4210152099,1,4210152099
4210162695,1,4210162695
4210158443,1,4210158443
4210091098,1,4210091098
4210105429,1,4210105429
4210120462,1,4210120462
4210132285,1,4210132285
79778647,1,79778647
4210154510,1,4210154510
4210115626,1,1311060795
4210106176,1,4210106176
4210123903,1,4210123903
4210102299,1,4210102299
4210116041,5,4210139971
4210097974,1,4210097974
4210133121,3,4210133121
4210114908,1,165932596
2802767308,1,225661044
2802259365,1,2802259365
4210112109,6,4210088668
4210115555,1,4210115555
4210163265,1,4210163265
4210123110,2,4210123110
4210128160,3,4210128160
2800274787,2,4923324
4210114290,2,4210114290
4210096038,1,4210096038
4210158655,1,1313323035
4210116187,1,4210116187
4210087969,1,4210087969
84929415,1,84929415
4210158448,1,4210158448
3132519419,1,3132519419
4391768281,3,4391768281
4210134081,1,4210134081
4210148679,1,4210148679
4210153058,1,4210153058
4210107815,1,111950717
4210160606,1,2802073232
4210156022,1,4210156022
4210116535,4,4210116535
4401041605,2,4401041605
4210095352,1,4210095352
207169309,1,207169309
4210090806,1,4210090806
2802738924,1,2802738924
4210125846,1,4210125846
4210095602,1,4210095602
4210151915,1,4210151915
130081021,1,130081021
4210114721,1,4210114721
4210111793,1,4210111793
2800706213,1,2800706213
175682507,2,4210124779
4210092679,1,4210092679
123200800,1,123200800
1325611130,1,1325611130
2890826285,1,2890826285
4210148153,1,4210148153
4387155226,1,4387155226
4210151004,1,4210151004
4210111201,2,4210111201
4210125176,1,4210110394
4210091504,1,4210088061
4210111262,1,4210111262
4210147025,1,4210147025
4210140450,2,4210140450
4210158389,1,4210158389
4210134696,1,4210134696
2802445252,1,2802445252
2801592539,1,2801592539
4210139176,2,13469542
4210139792,1,4210139792
