institution_id,lineage_institution_seq,lineage_institution_id
4210087077,2,15057530
4210093064,3,4210090127
4392021141,3,97188460
4210103562,1,4210103562
4210101753,1,154526488
4210161805,1,1313323035
4210087502,1,4210087502
4210096961,1,4210096961
4210107089,1,4210107089
4210115797,1,4210115797
4210136137,1,4210136137
4210108707,1,4210108707
4210142906,1,4210134736
4210117968,2,4210144559
4391767804,1,20231570
4210120813,7,98702875
4210152979,1,4210152979
4210125013,1,4210125013
4210115089,3,4210115089
4210100195,1,4210100195
4210102573,2,4210102573
4210152997,1,4210152997
4210107198,1,19820366
4387152412,1,4387152412
4210115799,1,19820366
4210093133,1,4210093133
4210115475,1,4210115475
4210104781,1,4210104781
4210123911,1,4210123911
4210152316,4,4210166450
4210149698,1,4210149698
4210151891,1,4210151891
4210123839,1,4210123839
4210149069,1,4210149069
4210133944,1,4210133944
164141967,1,164141967
4387156265,2,2800387288
4210110013,1,184490438
4210143127,1,4210143127
4210166352,2,4210166352
4210148927,1,4210148927
4210164177,1,4210164177
4210123498,1,4210123498
4210138208,1,4210138208
4210117485,2,4210117485
4210136336,1,4210136336
4210114402,1,4210114402
4210148971,1,4210148971
4210146325,1,4210146325
4387153462,8,49451733
4210128075,1,4210128075
2802124684,3,4210091014
4210129263,1,4210129263
4210094423,2,4210094423
4387153615,4,4387156119
223781097,1,223781097
3131411328,1,3131411328
4210136772,1,4210136772
4210090119,2,4210154623
4210160741,1,4210160741
4210095636,1,4210095636
4391012588,1,4391012588
4399657978,1,4399657978
4210141653,2,4210141653
4210129425,1,4210129425
2800368429,1,2800368429
2799892749,1,2799892749
4387152851,1,4387152851
4210116819,1,4210116819
2802733791,1,2802733791
4392021094,1,4392021094
1327768469,1,1327768469
4210127068,1,4210127068
4210154593,1,4210154593
4210113454,2,4210113454
196679689,1,1330989302
4210094522,1,4210094522
4210095374,2,4210137409
4210163988,1,4210163988
4210092569,1,4210092569
4387156033,1,4387156033
4210152270,2,4210152270
4210145395,1,4210145395
2801370866,1,2801370866
4210139041,1,1337719021
92507152,1,92507152
4210106012,2,4210149801
4210123920,1,4210123920
4210147867,1,19894307
4210122262,3,203339264
4210119229,1,4210119229
2800308357,1,2800308357
4387152652,2,4210120727
4210116611,1,4210116611
2801055904,2,2801055904
4210108981,2,4210108981
4210089894,1,4210089894
1324925910,3,4210111135
2899451211,2,2899451211
4210143252,1,4210143252
4210090829,1,4210090829
4210132118,1,2801339556
4210145840,1,4210145840
78748561,1,78748561
4210101049,1,4210101049
4210137353,2,4210137353
4210134997,1,4210134997
4210106828,1,4210106828
139216783,1,139216783
4210088537,1,4210088537
4210125448,1,4210125448
4210153835,1,4210153835
4210094720,2,4210094720
66005833,1,66005833
4210132758,1,4210132758
4210136467,1,4210136467
4210110648,1,4210110648
4210106470,1,4210106470
4210140241,1,4210140241
4210137887,1,4210137887
4401726922,1,4401726922
4210149640,1,4210149640
2800897744,1,2800897744
4210124563,1,4210124563
4210129905,1,4210129905
4210100316,1,4210100316
4210130050,1,4210130050
4391768094,1,19820366
4210152839,1,4210152839
2799877368,1,2799877368
4210143867,1,4210143867
4210158215,1,4210158215
4210131345,1,4210131345
4210115319,1,4210115319
4210104490,1,4210104490
4210086316,1,4210086316
4210147017,6,190082696
4210094656,1,4210094656
4387154927,3,4387156201
4387154781,1,4387154781
4210125085,1,4210125085
4210156819,3,3149292468
4210088157,1,4210088157
4210127515,1,4210127515
4210154287,1,4210154287
4210163784,1,4210163784
4210124930,2,4210124930
4210097790,2,55741626
1287402277,1,1287402277
4210143899,2,136199984
4392021236,3,4392021236
4210098930,1,4210098930
276949458,1,276949458
4210103525,1,4210103525
4389425285,2,4389425285
3207173192,1,3207173192
4210117430,1,1319490839
4401041604,1,4401041604
4210161822,1,4210161822
4210127730,2,4210127390
4210130897,1,4210130897
4210155801,1,1313323035
223893228,1,223893228
4210091047,1,4210091047
4210140529,1,4210140529
4210091942,3,190752583
4210165076,1,4210165076
151939572,1,151939572
4210108345,1,4210108345
4210092979,1,4210092979
4210113224,1,1316910977
16778253,2,99542240
4210088289,1,4210088289
4210133323,1,4210133323
4210106954,1,241749
4387152436,1,1294671590
4391767995,1,4391767995
4210138893,2,154526488
4210105882,1,4210105882
4210118046,1,4210118046
4210161407,4,4210161407
4210125710,1,4210125710
100286613,1,100286613
4210138542,1,4210138542
4210109863,1,4210109863
4210127549,1,4210127549
4210134785,1,4210134785
34562002,1,34562002
4210129773,2,4210129773
4210162473,2,3130687028
4210111606,1,4210111606
2801387305,1,2801387305
4210125561,1,1322918889
8031829,1,8031829
4210101021,1,4210101021
4210108400,1,4210108400
4210150794,1,4210150794
4210088551,1,4210088551
4210093337,1,4210093337
4210087281,3,4210129690
4210119105,1,4210119105
4210111426,1,1294671590
4391012564,1,4391012564
4210140534,2,4210165730
4210153183,2,914576007
4210144971,1,4210144971
4210147622,4,188626449
4210089093,1,2799334681
4210151175,5,4210151175
4210123288,1,4210123288
4210143635,2,890469752
4210117735,1,4210117735
4210102530,1,4210102530
4210161399,1,4210161399
4210094265,1,4210094265
4210126541,1,188950975
4210133123,2,4210133123
4210093105,1,4210093105
4210108310,1,4210108310
4390039321,1,195731000
4210156968,1,4210156968
4210151591,1,4210151591
4210155340,1,4210155340
2890193189,1,2890193189
4210139460,1,4210139460
4210097007,1,4210097007
3132931743,1,3132931743
4210153746,1,4210153746
4210097533,1,4210097533
4210092485,1,4210092485
4210148027,1,4210148027
4210133138,1,4210133138
4210109159,2,4387154109
4210148176,1,4210148176
4210111625,1,149851306
1316248717,1,1316248717
4210132061,1,4210132061
4210090014,1,4210090014
29300151,1,29300151
4387154045,1,1294671590
4210123298,1,4210123298
4210114009,2,4210163178
4210093709,2,4210137409
4210117939,2,4210161012
4210103559,1,4210103559
4210130495,1,4210130495
4210141922,1,4210141922
4210106647,1,4210106647
4391768077,1,4210115680
183935753,1,124357947
4210087592,1,4210087592
4210147677,1,4210147677
4210101471,1,4210101471
4210091722,1,4210091722
4210086804,1,4210086804
4210134865,1,4210134865
4210147789,1,4210147789
4210134147,1,4210134147
4210159515,1,4210159515
4210096864,1,4210096864
4210105949,1,4210105949
4387930243,2,1343035065
4210141239,1,4210141239
4210090201,3,4210090201
4210165830,1,4210165830
3129211915,1,3129211915
4400008965,1,106965489
152158401,2,2799628689
21196054,4,87048295
4210153594,1,4210153594
207547235,1,207547235
4210097452,1,4210097452
2801970007,2,4210127022
4210157904,2,4210151987
4210147481,1,4210147481
4210094577,1,4210094577
4210111849,1,4210111849
185638415,1,185638415
4210106553,1,4210106553
4210092692,1,4210092692
46543356,1,46543356
4391768134,2,4391768134
4387154651,1,4387154651
4387152243,1,103084370
4210100747,4,4210123736
2802052008,1,2802052008
4210125487,1,4210125487
4210138823,1,4210138823
4210145896,1,4210140876
4210097472,1,4210097472
2800910329,1,2800910329
2799371350,1,2799371350
123942654,1,123942654
2802564018,1,2802564018
4210133716,4,4210133716
2801396971,1,2801339556
4210088093,1,4210088093
4387152789,1,177064439
4210123094,1,4210123094
125932930,1,125932930
4210114644,1,4210099692
4387156042,4,4387156042
4387152829,2,2800387288
4210114104,1,4210114104
4210086153,1,4210086153
4210091871,1,4210091871
4210162503,1,4210162503
4210142196,1,4210142196
4210087221,2,903889665
4210152258,1,4210152258
4210164949,1,1313323035
4210162113,2,4210162113
4210149289,3,4210131075
4400573304,1,4400573304
4210108936,1,4210108936
4387155736,1,4387155736
4387154898,1,1294671590
4387154617,4,68947357
4210147657,1,4210142983
4387153846,2,4387153846
4210129446,1,4210129446
4210105415,2,4210105415
4210152401,1,4210152401
4210124645,1,4210124645
2800608841,1,2800608841
4210131210,1,4210131210
2799698466,2,76442945
1296725772,1,1296725772
4210131405,1,4210131405
4388891839,1,103187081
1335487337,1,1335487337
4210126568,1,4210126568
137265801,1,137265801
918919364,1,918919364
4394709122,1,197681013
4210125850,1,4210125850
4210096253,1,4210096253
250383648,1,250383648
4210136613,2,124158823
4210091978,1,4210091978
4210107001,1,1313323035
4210091388,2,4210091388
4210116867,1,1294671590
4210128446,1,4210128446
4210149539,1,1294671590
1291344717,1,1291344717
4210153179,1,4210153179
4210119033,2,2801351115
4210120752,2,4210120752
4210148662,1,4210148662
152532586,1,152532586
4210098471,1,4210098471
4210092893,1,4210092893
4210125511,1,4210125511
2898391981,2,2898391981
4210106054,1,4210106054
4391767685,2,4391767685
4210154254,1,4210154254
4210116613,1,4210116613
4210106171,1,4210106171
4210152622,1,4210152622
4210111065,1,4210111065
4210086514,3,4210088668
3132358528,1,3132358528
176790666,1,176790666
4210126596,2,885143765
4210103093,1,4210103093
4388891789,1,134820265
4210105407,1,4210105407
4387153983,3,90669466
4210156660,1,4210156660
4210152625,1,4210152625
189158971,4,4399598358
4210151710,1,4210151710
2799275616,1,2799275616
4210086398,1,4210086398
4210155815,6,4210155815
4210094946,1,4210094946
2801305472,1,2801305472
141649380,1,141649380
4210144272,2,1336096307
4210113668,1,2738703131
4210117193,1,4210117193
4387154113,3,4387154113
1333017430,1,1333017430
4210127984,2,4210127984
4210110813,1,4210110813
4210102054,1,4210102054
4387153632,2,4387153632
4210153144,1,4210153144
4399598405,1,4399598405
4210107588,3,21491767
4210167379,1,4210167379
4210133477,1,114176345
4387152863,1,4387152863
4210156562,1,4210156562
4210167025,7,4210121748
4210152516,3,4210091409
2803079559,1,2803079559
4387155422,1,1306266525
4210120993,2,4210135627
4210118122,1,4210118122
4210100265,1,4210100265
4210113295,1,4210113295
4210101815,1,4210101815
4210163724,1,122411786
97455420,1,97455420
4210145362,3,4210150591
4210092079,1,4210092079
3087508612,1,3087508612
317772143,1,317772143
4210164013,6,874386039
4392021161,3,98702875
4210112222,1,4210112222
4210119377,2,4210151045
4210146082,1,4210146082
4210096012,2,4210096012
4210126948,1,4210126948
3109867330,1,3109867330
4210166712,1,4210166712
4210110168,1,4210110168
4210127325,1,4210127325
3148078479,1,3148078479
4210093746,1,4210093746
1298207432,2,200166805
4210150709,1,4210096876
4210110949,1,4210110949
4210124651,1,4210124651
4210151377,1,4210151377
4210142155,1,4210142155
4210096616,1,4210096616
4210093358,1,4210093358
4210122271,3,7597260
4210101533,1,1313323035
4210121235,1,4210121235
4210105961,1,4210105961
4391768251,1,4391768251
182247830,1,182247830
4210157997,1,4210157997
4210149813,1,4210149813
4210133465,2,4210133465
4391767698,1,37802460
4210101005,1,4210101005
4210127226,2,889804353
4210159583,1,4210159583
4401726845,1,4401726845
4210162099,1,4210162099
1329267311,2,4210154943
4210117545,1,4210117545
4210088715,1,4210088715
4210144584,1,4210144584
2802918090,1,2802918090
4210109398,1,4210109398
4210145368,2,4210145368
4210109086,1,4210109086
4387156100,1,17606148
49313256,1,49313256
4210134964,1,4210134964
4210162652,1,4210162652
4210164698,1,4210164698
4210094936,1,4210094936
4210141169,1,4210141169
4210098719,1,4210098719
4210157672,3,4210157672
4210117676,1,4210117676
4210139188,1,4210139188
4210127532,1,4210127532
4210116919,1,4210116919
4210159825,4,4210159825
4210121141,1,4210121141
4210135417,1,4210135417
4210164281,1,4210164281
4389425225,2,4389425225
4210114011,1,4210114011
2898336195,1,2898336195
910829146,8,4210087105
247776828,1,247776828
4210151947,1,4210151947
103855431,1,103855431
4210165287,1,4210165287
4210118078,1,4210118078
3132069261,1,3132069261
4210125350,2,4210111617
3130590570,1,3130590570
59386820,1,59386820
4210146864,1,4210146864
4210122842,1,1313323035
4210101233,5,4210150854
4396570646,2,2800882159
266595603,2,4210163256
2800130930,1,1343052199
72852730,1,72852730
4210134126,1,4210134126
4391767957,1,19820366
4210096135,1,4210096135
4387154779,2,4387154779
4210152934,1,4210152934
138164181,1,138164181
4391768041,2,76130692
45836617,1,45836617
4210149848,3,4210149848
4210165370,1,4210165370
4210137010,1,4210137010
4210159904,1,4210159904
4210124555,1,4210124555
4210100911,1,4210100911
4210096251,1,4210096251
4210095458,1,4210095458
4210098770,4,4210138663
4210122981,1,4210122981
4210110079,1,4210110079
2800681009,1,1311436738
4210164448,1,4210164448
4210145905,1,4210145905
205274468,1,205274468
2799737134,2,2799737134
4210144594,1,4210144594
4210159376,1,4210159376
4210097212,2,2801453606
4210118924,2,4210118924
4210104924,1,4210104924
4210144484,1,4210144484
4210102885,1,4210102885
4387155939,1,4387155939
4210109137,1,4210109137
4392021202,1,4392021202
4210133814,1,4210133814
4210090699,1,4210090699
4210133476,1,4210133476
4210161097,3,4210161097
4210101113,1,4210101113
4210151646,2,4210158066
4210120177,2,2799886695
4210101930,1,4210101930
4210094269,3,76414455
4210091845,1,200323923
4210146459,1,4210146459
4210125827,4,4210125827
4210161005,2,4392738273
4210123571,2,4210123571
2801752549,1,115228651
4210167333,1,4210167333
4210106440,1,4210106440
4210165701,1,4210165701
4210160766,1,4210160766
4210094121,1,4210094121
4210123886,2,190752583
4210091465,1,4210091465
4210139596,3,1294671590
188017875,1,188017875
4210115769,1,4210115769
4210106568,1,4210106568
1296788130,1,1296788130
4210133187,1,4210133187
4210141786,1,4210141786
4210150164,1,4210150164
1309171123,1,1309171123
4210165260,1,4210165260
4210159325,1,4210159325
4210137801,1,4210137801
4210141625,1,4210141625
4400008891,2,4400008891
4210156578,1,4210156578
4210125916,1,4210125916
4210107474,1,4210107474
2799950915,2,2799950915
4210120405,1,145311948
4210138094,2,1336096307
4210144665,1,4210144665
4210151540,1,4210151540
4392738168,2,58077936
4210102568,1,4210102568
4210099847,1,4210099847
4210156463,1,4210156463
4210150970,1,4210150970
4210104733,1,4210104733
4210146691,1,1306287861
4210151519,1,4210151519
4210135966,1,4210135966
4210152876,1,4210152876
4210091292,2,4210155236
4210112336,1,4210112336
4210161389,1,4210161389
4210150159,2,4210150159
4210101880,1,107851509
4210110512,2,4210110512
3131463087,1,3131463087
4210096205,2,4210144267
4210087883,1,4210087883
4210159663,1,4210159663
37802460,1,37802460
4210159296,1,4210159296
4401726944,1,4401726944
4210090111,1,4210090111
4210108212,1,4210108212
16904388,1,16904388
1305430682,1,1305430682
2800005603,1,2800005603
2799732068,1,2799732068
4210106607,1,1285764155
4210147985,1,4210147985
4210121220,3,2802818602
4210135071,2,4210135071
4210132549,1,4210132549
145741977,1,145741977
167234411,1,167234411
2799857465,2,2799857465
4210105147,4,4210105147
4210091242,1,4210091242
4210120710,2,4210120710
4401200383,1,1319689352
67081027,1,67081027
4210091284,1,4210091284
4210160486,1,4210160486
4387152196,1,154526488
4401041588,1,153718931
4210143374,1,4210143374
4210088352,1,4210088352
4210164507,1,4210164507
4391012583,1,4391012583
4210159886,1,4210159886
4391767926,2,35440088
4210125069,1,4210125069
4210104397,1,4210104397
4210121983,1,4210121983
4210108510,1,4210108510
4210146645,1,4210146645
147765412,1,147765412
4210146183,1,4210146183
4210116395,1,1340755506
4210136388,1,4210088668
4210154294,1,4210154294
4210158025,1,4210158025
4210121393,3,4210127675
4210090366,1,4210090366
4210132476,1,4210132476
4210098049,3,7597260
4210100797,1,4210100797
4210122762,1,4210122762
4210138745,4,4210138745
4210155626,1,4210155626
4210108651,1,1330995197
1332258667,1,1332258667
4210090846,1,4210090846
4388482732,2,4388482732
4210135103,4,4210106617
4210156286,1,4210156286
4210107935,1,1294671590
4391768048,1,2800374234
4210142686,5,4210089394
4210121581,1,4210121581
4210156457,1,4210156457
4210090039,1,4210090039
4210108068,1,4210108068
2961216182,1,2961216182
4210160274,1,4210160274
4400009010,1,1304082316
4210091726,1,4210091726
2800791244,2,2800791244
4210123242,1,4210123242
4210122951,1,4210122951
4210103731,1,4210103731
4210138030,3,4210138030
4210110201,2,4210087105
4210086338,3,4210128300
4210109636,2,4210109636
251854046,1,251854046
4210153674,4,4210086780
4210090250,6,97188460
4210140904,1,4210140904
4210156268,1,4210129336
4391768180,3,4391768180
2799873577,1,2799873577
17606148,1,17606148
4210124575,1,4210124575
4210126373,1,4210126373
4387153012,17,97188460
4210094220,1,4210094220
4210139124,5,4210150854
4210147100,1,4210147100
4210163887,1,4210163887
4400008999,1,4400008999
4210105137,1,4210105137
4210091371,1,4210091371
4210165291,1,4210165291
2800778610,1,2800778610
4210122889,1,4210122889
4210159225,1,4210159225
4210161974,1,4210161974
4210115348,1,4210115348
4210132016,1,4210132016
4387155515,1,4387155515
4401727014,1,4401727014
4210109450,1,3020162681
4210123798,1,4210123798
4387154299,1,4387154299
4210122776,1,4210122776
4210153032,1,4210153032
4210136222,1,4210136222
132610948,2,4387152882
4210153272,1,4210153272
4210140986,4,4210151987
4210159993,1,4210159993
4210107114,1,4210107114
4387154773,3,4387154773
4210110574,1,4210110574
4210160287,2,4210139971
4387156288,2,4387156288
4210111504,1,4210111504
4210113614,1,4210113614
50904370,1,50904370
4210158122,1,4210158122
4210088087,7,4210096427
4210099814,1,4210099814
4210155820,1,4210155820
4210149436,1,4210149436
4210126465,1,4210126465
4210150202,1,4210150202
124326101,1,124326101
4210143409,1,4210143409
91125648,1,91125648
2799382803,1,2799382803
4210109263,1,4210109263
4210089019,1,149899117
4210130443,1,4210130443
4210157273,1,4210157273
4210158519,1,4210154378
4210128219,1,4210128219
4210155662,4,4210155662
4396570566,1,228664971
4210149092,1,106785703
4210167294,1,4210097355
4387152483,2,4210087105
3129810703,1,3129810703
4388482694,1,1304082316
2800540624,2,4210151332
298027637,1,298027637
4210149522,1,4210149522
4210126508,2,4210154827
2800948379,1,2800948379
4387152531,1,177064439
4210108817,1,4210108817
4210150102,1,4210150102
4210111984,1,4210111984
4210154965,1,4210154965
4210103200,1,4210103200
4210104667,1,4210104667
2799354074,1,2799354074
4210095617,1,4210095617
4210138336,1,4210138336
4210143656,1,4210143656
4210157122,1,4210157122
4210089781,1,4210089781
4210105681,1,4210105681
4210166586,4,4210166586
4210093026,2,4210093026
4210155352,1,4210155352
4210105308,1,4210105308
2808332139,3,4210136121
4210099355,1,4210099355
4387154085,1,1314251682
4210141761,1,4210141761
4210155677,1,4210155677
4210099568,1,4210099568
254361107,2,4210117042
4210166012,1,4210166012
4210125449,1,176337269
4387152319,3,4387152319
2801838579,1,2801838579
4210150846,2,73305655
4210144221,4,4210144221
4210122255,1,4210122255
4210139024,1,4210139024
4210132228,1,4210132228
4210167042,1,4210167042
4210150881,1,1322918889
4210088870,1,4210088870
4210120950,1,4210120950
4210157751,1,4210157751
269199756,1,269199756
4210152186,1,202391551
4210150380,1,4210150380
4210134425,2,4923324
4387152962,1,4387152962
4210153323,1,4210153323
2799516425,1,1294671590
4210099855,1,4210099855
4210100412,1,4210100412
4400573275,2,201841394
2800509506,2,2800665060
4210135108,1,4210135108
4210112736,1,4210112736
2800564548,2,4210095346
4210136243,1,4210136243
4210151192,1,4210151192
2800262456,2,2800262456
4210115773,1,4210115773
4210137520,3,4210095849
4210166557,1,1311060795
4210086108,1,4210086108
4210113558,1,4210113558
4210113976,1,4210113976
4210136095,1,4210136095
4210098252,1,4210098252
4210127368,1,4210127368
4210118625,1,4210118625
4210136725,1,4210136725
4387152735,3,4387152735
4210144965,1,4210144965
2801225050,2,4210100445
4210088519,1,4210088519
4400573192,1,4400573192
4210153284,1,4210153284
4210088992,1,4210088992
4210163264,1,4210163264
4389425489,2,198811213
4210116366,1,4210116366
4210115557,1,4210115557
4210091340,1,4210091340
4210108680,1,4210108680
4210150971,3,4210150971
4210139180,1,4210139180
4210140368,1,4210139068
4210112177,1,4210112177
2801297833,1,2801297833
4210098511,1,4210098511
4210145969,1,149899117
2802931824,5,4210095849
4210151976,1,4210151976
4210094659,1,4210094659
4210103283,1,4210103283
4210166709,1,204710742
4210142165,1,4210142165
4210139427,1,4210139427
4210134098,1,4210134098
4210089394,3,4210139971
4387152401,3,4210088668
4210137264,1,4210137264
4210150412,1,4210150412
4387155152,1,203339264
4210164075,1,4210164075
4210141606,1,4210141606
4210087359,1,4210087359
4210122739,1,4210122739
4210094129,1,4210094129
4387156129,2,12449238
19002584,1,19002584
4210104411,2,4210117458
4387152139,1,123900574
4210106781,1,4210106781
4387154681,1,4387154681
1325947110,1,1325947110
4210131975,2,4210131975
2802833803,1,2802833803
4210109178,1,4210109178
4210135977,1,4210135977
4210117793,1,100532134
4210149658,1,4210149658
4210136900,1,4210136900
87377408,1,87377408
4210095187,1,4210095187
52353378,1,52353378
4210111057,1,4210111057
4210161702,3,4210161702
4210123211,3,4210153126
4210095294,1,4210095294
4387155893,1,4387155893
4210097163,1,4210097163
4391012628,1,4391012628
4210131047,2,4210131047
4210106712,1,4210106712
2800882518,1,2800882518
4210104630,9,4210139971
3130019198,1,3130019198
4210087879,2,4210087879
4210091737,2,4210140124
4210116059,1,4210116059
4388482740,2,4388482740
4210112685,1,4210112685
4210144539,1,4210144539
4210130257,1,4210130257
50632499,1,50632499
4210154387,1,4210154387
4210156181,1,4210156181
2801198184,2,4923324
4210090755,1,4210090755
4210143712,1,4210143712
4210106208,1,4210106208
4210154883,1,4210154883
1339963072,1,1339963072
4210109153,1,4210109153
4210145890,1,151201029
4210135134,1,4210135134
4210112633,1,4210112633
4210129746,1,4210129746
4210141150,2,2799886695
4210091885,1,4210091885
4210102173,1,4210102173
4210122239,1,2905213637
4210161444,1,4210161444
4387153199,2,4210156388
4210132825,1,4210132825
4210126737,2,4210132373
4210158570,1,4210158570
4210150949,1,4210150949
4210108588,1,4210108588
4210164658,1,4210164658
4210113924,1,4210113924
4210135046,1,4210135046
4210102899,1,4210102899
4210166208,4,4387156119
4210122730,1,4210122730
4210162850,2,4210162850
4210138305,1,4210138305
4210143793,1,4210143793
4210128598,2,4210128598
4210135175,1,4210135175
4210136401,1,4210136401
4210104804,1,4210104804
4210138360,1,4210138360
4210142563,1,4210142563
1336277565,1,1336277565
4210101380,2,4210101380
4210158729,1,4210158729
4210119193,1,4210119193
2803091234,1,2803091234
4210158269,1,4210158269
4210103406,1,4210103406
1290999821,1,1290999821
4210094313,1,4210094313
4387152511,2,4387152511
4210102018,2,4210102018
4387153107,1,4387153107
131221577,1,131221577
4210095811,1,4210095811
4387156060,2,2802818602
4210098588,1,4210098588
4210132203,1,4210132203
4210156854,1,4210156854
151500661,1,151500661
4210124422,1,4210124422
4210147720,1,4210147720
4210147488,1,4210147488
4210091947,6,4210091947
4210117977,2,29607241
147481903,1,147481903
4210132463,1,4210132463
4210127886,4,4210127886
4210147092,3,4210148470
4210113132,2,4210113132
142787676,1,142787676
137317281,2,72951846
2800620090,1,2800620090
4210158401,1,2802152183
4210087253,1,4210087253
4210128297,1,4210128297
2801347850,2,2801347850
4389425271,6,39804081
4210137658,1,4210137658
4210126678,4,4210126678
4210126800,1,4210126800
4210137729,1,11385950
4210156091,1,4210156091
221899656,1,221899656
4210090254,1,41154525
4210160739,1,165476936
4210115101,1,4210115101
95864411,2,95864411
4210100083,1,1294671590
4210119491,1,4210119491
126795241,1,126795241
161321875,1,161321875
4210136414,1,4210136414
4387155375,2,4387155375
4210108508,1,4210108508
4210098443,1,4210098443
4210138520,2,4210138520
83257022,1,83257022
4210147161,1,4210147161
4210164000,1,4210164000
4210117165,1,4210117165
4210123613,1,4210123613
4210087794,1,4210087794
4210166975,1,1316184350
4210102655,2,4210137409
4210092105,1,4210092105
4210148452,1,4210148452
1322486353,1,1322486353
4210104304,2,4210104304
292311743,1,292311743
4387155654,1,154526488
4210139299,2,4210149166
4210162079,1,4210162079
4210160566,1,4210160566
4210138128,1,4210138128
4210094894,1,4210094894
4210114042,1,4210114042
4210127063,1,4210127063
4210156674,1,4210156674
4210155710,3,4210153126
4210105033,1,4210105033
4210132164,1,4210132164
4390039379,1,4390039379
63181348,1,63181348
3212161732,1,3212161732
4210156758,1,1294671590
4210148775,1,4210148775
4210131473,1,4210131473
4210101896,2,4210101896
2800880919,1,2800880919
4210138068,1,4210138068
4210164207,1,4210164207
4210136131,1,4210136131
4210152459,1,4210152459
4387152165,1,4387152165
4210162456,1,4210162456
4210127007,1,4210127007
4400009002,2,4400009002
145423581,1,145423581
864816262,1,864816262
65773148,1,65773148
4210113130,1,4210113130
4210151416,2,4210151416
4210134943,2,4210134943
4210151440,1,4210151440
4210117575,2,4210123979
4210102796,1,4210102796
4210093027,1,4210093027
4210115104,1,4210115104
4210157940,1,1299951241
4210137073,1,4210137073
4210112035,1,4210112035
1330254920,1,1330254920
4210113696,2,4210113696
4210137362,1,4210137362
4210088016,1,4210088016
51587986,2,51587986
185940356,1,185940356
4210147822,1,4210147822
4210143960,1,4210143960
4210148877,2,4210148877
2801390034,1,2801390034
4210148552,5,86175216
4210090106,1,4210090106
196038209,1,196038209
4210098178,2,32597200
4210096145,1,4210096145
4210163916,1,4210156450
80293557,1,80293557
4210165444,1,4210165444
4210107072,1,4210107072
2799626985,1,2799626985
4210095992,2,78037679
2799357090,1,2799357090
2971213225,1,126859394
4210087845,1,4210087845
4210125572,1,4210125572
4210150623,1,4210150623
4210122839,1,149899117
4210120354,1,4210120354
4210134471,1,4210134471
4210101865,2,4210101865
2830045,1,2830045
4210125703,1,4210125703
4210097197,1,4210097197
4210130007,2,4210130007
4391768285,1,4391768285
4387153968,1,4387153968
4394709112,1,4394709112
4387155995,1,4387155995
1302113299,2,2799693246
4210149497,2,4210149497
4210165061,4,2802818602
108433525,1,108433525
4390039331,1,2800717037
4210150658,2,5593406
4210158636,1,2801351115
4210121611,4,2802818602
4210122426,1,2801249761
4210161570,1,4210161570
4210164115,2,4210136779
4210144478,1,4210144478
4394709243,1,4394709243
1337944649,1,1337944649
4210118186,1,4210118186
4210116535,1,2801313885
4210136440,1,4210136440
4210145610,1,4210145610
3132429795,1,3132429795
4210143174,1,4210143174
4210132205,4,4210128300
4210086506,1,4210086506
4388482752,1,1328969757
4210144599,2,4210144599
4210122827,2,4387152969
4388891896,3,180910786
4210103181,1,4210103181
301615471,1,301615471
4210088240,1,4210088240
4210128967,1,4210128967
4210110110,1,4210110110
145019703,1,145019703
4210110507,1,4210110507
4210099442,1,4210099442
4210146378,1,4210146378
70876197,1,70876197
4210128838,1,4210128838
4210116650,4,4210123736
4210100498,2,4210137298
4210154629,1,4210154629
4210113356,1,4210113356
4210106649,1,2802286613
94234084,1,94234084
4210160355,1,4210160355
4210160377,1,4210160377
4400573178,1,4400573178
4210141020,1,4210141020
4210152722,1,4210152722
1288880153,1,1288880153
4210143416,1,4210110334
4210129877,1,4210129877
4210086652,2,4210122143
162210093,1,1286583668
4210123122,1,4210123122
4210151350,1,4210151350
227486990,1,227486990
4792177,1,4792177
118574687,1,118574687
4210105292,1,4210105292
4210135868,3,4210135868
4210146893,1,1286583668
2801305841,1,2801305841
4210093833,2,4210093996
4210113034,1,4210113034
4387152360,2,2802204017
4210152977,1,4210152977
4210098684,4,4210098684
2802283560,2,4210161186
4387153145,2,21491767
4210141097,1,4210141097
4210099274,1,4210099274
4210159233,1,4210159233
4210132850,1,4210132850
4210123494,5,4210144023
2800975541,1,2800975541
4210125227,1,4210125227
4210139140,1,4210139140
4210161497,1,4210107087
4210112283,1,160013858
4387154388,2,4387154388
4210106705,1,4210106705
4210110882,1,4210110882
2800646544,1,2800646544
116528569,1,116528569
4210112531,1,4210112531
4210158272,1,4210158272
4210098187,1,4210098187
4210156670,1,4210156670
4210104806,1,4210104806
4210162047,2,4210162047
4210133265,1,4210133265
4210136705,1,4210136705
4210086597,1,4210086597
2801357902,1,2801357902
4388482681,5,4388482699
4210154022,1,4210154022
2799834026,1,2799834026
4210161777,1,4210161777
4210139529,1,4210139529
878213199,1,878213199
4210122566,2,4210122566
4210095710,5,4210119004
4210106403,1,4210106403
149910238,1,149910238
4210117318,1,4210117318
4210110764,1,4210110764
4210136012,1,4210136012
4210164511,1,4210164511
4210100344,1,4210100344
4210160789,1,4210160789
4210127194,2,4210127194
4210100987,1,4210100987
4210151724,1,4210151724
4210102712,2,866009140
1296244642,1,1296244642
4210122770,1,4210122770
4210101945,1,4210101945
