source_id,apc_price_seq,apc_price,currency
4210176820,1,2290,EUR
188493390,1,3450,USD
4210171695,3,2190,GBP
4210191106,1,400000,IDR
4210232512,2,2600,GBP
2765068989,1,0,USD
4393918941,1,0,USD
86468533,1,3350,USD
4210232860,3,2600,GBP
2898336971,1,0,USD
172494440,1,2790,EUR
4387289103,1,0,USD
65486112,1,3290,EUR
4210172189,1,0,USD
14028164,1,2290,EUR
4210179656,1,900,USD
4210205517,1,2500,USD
4210211695,1,2000,USD
172934240,3,2630,GBP
2737386180,1,0,USD
10169007,2,2850,EUR
45652593,3,2090,GBP
4306526601,1,0,USD
4210189082,1,0,USD
4210220235,1,1000000,IDR
94618750,3,2130,GBP
2764417561,1,0,USD
4210187426,2,3390,USD
4210212840,1,0,USD
164906323,1,2670,USD
205194082,1,4530,USD
204374153,2,1750,GBP
102849038,1,0,USD
2737419716,1,100,USD
14109371,1,3410,USD
4210195793,1,0,USD
4210187686,1,0,USD
20022381,3,1890,GBP
4210177504,1,0,USD
46348895,1,1000,CHF
49206733,1,1690,GBP
154273993,1,1570,GBP
28603624,1,3290,EUR
4210181391,1,0,USD
6814119,3,3600,GBP
4210230017,1,0,USD
69331574,1,0,USD
179906512,1,3620,USD
140231191,1,4740,USD
44202665,1,1500,USD
4387278920,1,0,USD
4210186554,1,0,USD
4210229923,1,975,GBP
200764475,2,2940,GBP
130661733,1,3620,USD
4387280060,1,0,USD
98437390,1,3190,EUR
2736547671,1,0,USD
53787413,3,3140,GBP
98208149,1,3255,USD
2765049725,1,0,USD
3023041727,1,0,USD
4210181310,1,0,USD
4220651355,1,2000,USD
81079604,1,2320,USD
2737062525,2,75,USD
116969037,1,0,USD
187318745,1,3390,EUR
4210180340,1,1500,USD
4210221327,1,840,USD
4210207801,1,1000,CHF
4210197551,1,0,USD
4210203460,1,2290,EUR
169735585,1,2000,USD
4210229850,1,0,USD
2737580510,1,0,USD
163378907,3,2290,GBP
97205441,1,3300,USD
2764595184,1,2000,USD
26760650,1,2250,USD
88457980,4,335960,JPY
4210222560,1,400000,IDR
30638350,3,2520,EUR
5226199,2,3250,EUR
83752769,1,1460,GBP
2764921156,3,2380,GBP
4210215341,1,0,USD
2898436872,3,2390,GBP
56561474,1,3450,USD
121703463,2,3690,USD
73458468,3,2630,EUR
4210176023,1,0,USD
147849156,1,6830,USD
4306507253,1,0,USD
4210168239,2,3090,USD
4210189390,1,350,BRL
37853641,4,251690,JPY
4210197179,1,0,USD
2739086824,1,0,USD
193300644,3,2630,EUR
77085303,3,4070,EUR
548917,3,3050,GBP
4210189351,1,0,USD
2764866340,2,11690,USD
145894672,1,2190,EUR
4210199784,1,0,USD
4210170103,2,500000,IDR
4210191110,1,1000,CHF
133768115,1,3020,USD
4210219230,1,0,USD
43764696,4,457310,JPY
4210231431,1,0,USD
6089302,3,2630,EUR
128425624,2,6110,EUR
67613863,3,2830,EUR
2738131728,1,0,USD
103398315,3,2550,GBP
4210228380,1,0,USD
66816338,2,3190,USD
125111321,2,3090,USD
4210208181,1,0,USD
12747430,1,500,EUR
4210223620,1,400,EUR
1037458212,3,2390,GBP
114429563,2,500,USD
4210218457,1,0,USD
44585919,1,2780,USD
4306522116,1,0,USD
190064913,2,2630,EUR
4394735810,1,0,USD
52783196,3,2090,GBP
90051289,1,780,EUR
4210229753,1,1200,EUR
1879512,4,393260,JPY
109852484,1,2290,EUR
4210223479,1,0,USD
16435181,1,3860,USD
168738021,3,2490,GBP
4210207419,1,2190,EUR
101328740,2,2990,USD
4210239441,1,0,USD
132626406,3,3350,GBP
185046733,3,3140,EUR
4210211026,1,0,USD
2765054683,2,3590,USD
4393917777,1,0,USD
161692689,3,2220,EUR
46883044,1,3090,USD
205768342,3,2830,EUR
16731738,3,3040,GBP
88404446,4,651690,JPY
6966117,1,2190,EUR
4210201347,1,0,USD
2738683535,1,0,USD
4220651627,1,0,USD
152303250,3,2790,GBP
2764382054,3,3300,USD
186148613,1,2290,EUR
86484535,3,2400,EUR
146522396,3,1990,GBP
75371934,1,2970,USD
78180602,2,3390,USD
184565882,4,269660,JPY
4210177946,1,0,USD
99242495,3,2190,GBP
4210225509,1,0,USD
4210220500,1,1500,USD
19778766,1,2950,USD
4387280312,1,0,USD
162583102,3,1990,GBP
2738006179,1,0,USD
4210188081,1,0,USD
76739556,1,2890,EUR
4306507288,1,0,USD
86762183,2,2890,EUR
4210230275,1,0,USD
4210214628,1,0,USD
4210183705,1,0,USD
2505486193,2,3860,USD
78878675,1,2550,USD
2898539291,3,2510,GBP
42286584,1,2200,USD
4210209709,2,3390,EUR
4393917672,1,0,USD
2764863641,1,3450,USD
2737090608,1,1600,CHF
26007923,1,1025,USD
96975567,1,2950,USD
4210183594,1,0,USD
201780205,4,767420,JPY
4210219027,1,0,USD
4210204143,1,0,USD
4210235764,1,0,USD
4210239487,2,2890,USD
108427512,3,2500,EUR
116571295,3,3180,GBP
4210210176,1,700,USD
2475403985,1,0,USD
159232998,3,1760,GBP
4210190365,1,0,USD
2736596934,1,350,CHF
120037611,3,2640,GBP
4210188030,1,0,USD
16530434,2,4390,USD
2898507364,1,2210,USD
4210213092,1,2000,USD
45992627,1,3099,GBP
188931513,1,3727,USD
2764877394,3,1530,CHF
198798526,2,2790,USD
101229256,3,2910,GBP
9351502,3,3400,EUR
4387292586,1,0,USD
2764726840,2,2930,EUR
4210239724,2,11690,USD
2764671021,1,3000,USD
4210171646,1,0,USD
4210228299,1,0,USD
4387289950,1,0,USD
4210173186,2,3590,USD
2765046404,1,0,USD
176710131,2,3000,EUR
2739459758,1,0,USD
4210173186,3,2390,GBP
90573847,3,2840,GBP
2738981779,1,0,USD
205788060,4,364050,JPY
166203837,1,8000,PLN
40710572,1,2390,EUR
49302835,3,2780,GBP
4210220075,1,0,USD
136009100,1,3190,USD
55777448,1,1030,USD
35825460,2,2740,EUR
165058066,1,2850,USD
152372256,2,1750,GBP
4210202104,1,0,USD
4210241080,1,1400,CHF
181847678,1,3660,USD
30890154,1,1000,EUR
196384270,1,3050,USD
9070569,1,3860,USD
4805881,3,2560,GBP
4210168340,3,2260,GBP
4210238885,1,350000,IDR
21279965,1,2090,EUR
40391745,1,3800,USD
2764409503,2,1960,GBP
4210198947,1,0,USD
170915847,2,4390,USD
2764785799,1,0,USD
35103199,2,2060,GBP
4210179643,1,1000000,IDR
80660208,3,2860,GBP
28603624,3,2690,GBP
45104802,2,4490,USD
66322501,2,2470,GBP
28964699,2,2890,USD
85427048,2,1700,GBP
4210194613,3,2560,GBP
4306526468,1,0,USD
4210226456,1,0,USD
84680275,3,4080,EUR
2738955967,1,0,USD
4210195688,1,0,USD
4210233578,1,0,USD
4210234211,1,0,USD
4210236087,1,0,USD
4210219878,1,0,USD
985209115,3,2850,GBP
8734658,1,2990,USD
2736869732,1,0,USD
4210217098,1,0,USD
124985173,3,3090,EUR
4210178033,1,0,USD
4210200437,1,0,USD
4210179852,1,0,USD
19633754,3,2830,EUR
4210223020,1,0,USD
151299380,1,4430,USD
4210184815,2,2890,USD
133078663,3,1890,GBP
76633192,1,2690,EUR
2764561087,2,3430,EUR
4210167664,1,0,USD
4210217442,1,500000,IDR
163327032,4,315730,JPY
4210169930,2,1940,EUR
4387283458,1,0,USD
4210205041,1,0,USD
4210219634,1,0,USD
142720724,1,0,USD
4210222177,1,0,USD
89947762,1,3140,USD
53450646,1,0,USD
66095140,1,1500,USD
4210188497,1,0,USD
189776597,1,2630,USD
4210188664,1,395,GBP
4210221779,1,0,USD
4210173016,3,4280,EUR
939652526,2,3280,USD
2764480744,2,3930,EUR
4306532858,1,0,USD
47506589,4,421350,JPY
90519018,2,1900,GBP
84493273,2,4390,USD
107133554,2,2560,EUR
4210187122,1,0,USD
91661715,1,3450,USD
4210224604,1,0,USD
4210233746,1,4000000,IRR
90392387,2,1700,GBP
2765049135,1,250,USD
4387279680,1,0,USD
4210173717,1,0,USD
4210209639,3,2390,GBP
2764639155,3,1120,GBP
4210183232,1,2290,EUR
4210193997,1,200,EUR
2739283994,1,0,USD
176710131,3,2630,GBP
4210174248,1,0,USD
2764782550,1,0,USD
81373472,2,3590,USD
4210237736,1,0,USD
158010168,1,4740,USD
82857703,1,0,USD
4210179461,1,40000,NGN
4210184956,1,0,USD
4210168098,1,0,USD
2738317035,1,0,USD
4210228808,1,2290,EUR
185004651,1,2820,USD
2764645128,1,0,USD
181611401,4,294380,JPY
2764548376,2,3150,EUR
4210185576,1,0,USD
2764895922,1,0,USD
4387286452,1,0,USD
144611220,3,2220,EUR
4210200997,1,300,EUR
18204665,4,413480,JPY
118785805,3,2690,GBP
4210222919,1,0,USD
4210237468,1,3332,USD
4210174704,1,1800,USD
4220651774,1,0,USD
19370311,1,2620,USD
107905979,2,2740,EUR
60711021,2,2740,EUR
4210193400,2,2990,USD
4210224927,1,1650,USD
4210189332,2,2890,USD
2764583368,2,2790,EUR
130619902,1,2090,EUR
2738339997,1,0,USD
86512602,3,3670,GBP
145090216,1,0,USD
71015530,1,1990,GBP
