concept_id,umls_cui_seq,umls_cui
2780368197,1,C1299420
2780561598,1,C0024796
50442881,1,C0079784
2777107010,1,C3714625
2780898957,1,C0033822
2992787096,1,C1710276
33515925,1,C0226738
125471540,1,C2371692
2777697326,1,C0392707
2781402107,1,C0020701
2909380268,1,C0001752
21780288,1,C1135796
2781201647,1,C1037472
94921385,1,C1156021
19679083,1,C1253945
45051096,1,C0600216
7927669,1,C0600313
2780336059,1,C0042930
2781161309,1,C0069795
519517224,1,C0027143
2910000593,1,C0180453
195545963,1,C1709905
2777113906,1,C4554709
150710994,1,C1706294
2909590148,1,C0856666
2777547786,1,C1083109
44579195,1,C3881605
2777841055,1,C0663446
2781438226,1,C0037933
2910530332,1,C0007871
93880895,1,C0077503
37846818,1,C1704462
159744936,1,C0242929
2776351355,1,C0152373
71813955,1,C0085498
2909415995,1,C0043053
3018046586,1,C0242813
2777704314,1,C0006625
2780868838,1,C1578615
2776345702,1,C1134681
2780761129,1,C1000515
61391473,1,C4053456
2780687700,1,C3843422
2776659728,1,C3273178
12426560,1,C1874451
2777364826,1,C0275551
2993005525,1,C0678395
2779703513,1,C1148523
2776265017,1,C0034065
2779993316,1,C1720997
2778650401,1,C0002884
34400551,1,C0034815
2780657402,1,C0055114
2779420931,1,C0596110
2780213950,1,C1453952
2780401118,1,C0263505
2776409635,1,C0079488
2778855626,1,C1054560
2779000830,1,C0450247
2778942008,1,C0142812
47506897,1,C0546746
2910510515,1,C2939175
98265973,1,C1277691
2778583388,1,C1705121
2909818935,1,C1621425
2908980008,1,C0033922
2778720886,1,C0394374
2778160393,1,C2347074
2779700632,1,C0065353
2778106830,1,C0007603
2777035104,1,C0034283
2775983634,1,C0041351
523026621,1,C0009369
201236551,1,C0205345
2777011882,1,C0010451
2778188105,1,C0030554
2780004078,1,C4707944
2776202631,1,C0002575
2780283210,1,C1415725
2778814971,1,C0982306
2778248654,1,C0030518
2778967481,1,C3244086
2779891985,1,C0162648
2780677400,1,C0680517
2779357193,1,C0025568
2779736970,1,C0016622
197640229,1,C2371925
2779912925,1,C0441031
2779866092,1,C0205685
115346097,1,C0178621
2776687000,1,C0303836
2779482390,1,C0003847
2778642235,1,C0030163
2983635469,1,C0871974
2781038578,1,C0017439
2777876916,1,C0394697
46610780,1,C0019550
2983583741,1,C1698594
2779929572,1,C0056608
207892153,1,C0439209
3018530447,1,C0007121
34436041,1,C0301018
2776077705,1,C1213671
2778916964,1,C0053574
64554109,1,C0599904
12722491,1,C0025962
2779159077,1,C0331458
167678106,1,C0008810
194857396,1,C1514433
129446986,1,C3825598
200113983,1,C0026531
34920940,1,C1621910
2778991078,1,C0016109
2780189214,1,C0008626
2779377512,1,C0999735
2779250420,1,C0269608
109661024,1,C0458348
96035792,1,C0175735
110615152,1,C0282503
2780612607,1,C1516735
2776304672,1,C0013328
163515075,1,C0204452
5616717,1,C0079890
2781304537,1,C0228448
139932579,1,C0678548
93830501,1,C3494325
40507961,1,C0001414
2777053506,1,C1569608
2994130171,1,C1335962
196310339,1,C0429693
2909351178,1,C0019590
2909974199,1,C0034001
2780577055,1,C1823520
2777962934,1,C0057919
2910587160,1,C0730169
3019756785,1,C0450254
2776259030,1,C0019080
2779546828,1,C0065051
2780636983,1,C0225998
33602714,1,C2717801
2781039668,1,C0058268
2780375929,1,C0377337
2779881321,1,C0008114
2776502428,1,C3264621
179958297,1,C0679186
91602232,1,C1959569
2909241879,1,C0376356
2910855112,1,C1039866
2780892066,1,C0557163
2776009029,1,C0239981
2778286254,1,C0224319
2779494480,1,C0021417
81444415,1,C0871133
2776986050,1,C0410342
79959777,1,C0024129
2777014715,1,C0066837
2778329345,1,C0071952
102587632,1,C0086072
3019102680,1,C0400997
2777735359,1,C0223656
2777504301,1,C0076442
147597530,1,C0872134
2777407796,1,C0948106
2776216936,1,C0040162
2779734345,1,C0877149
2911144722,1,C0018833
2781393221,1,C1084567
2780307688,1,C0038018
2909837681,1,C0040517
2779081735,1,C0225213
2780698062,1,C0315168
39579648,1,C2753779
2909644182,1,C0162645
119054055,1,C1956002
2780897414,1,C2678045
160623529,1,C0085837
2779404806,1,C3812213
196795494,1,C0600528
76458491,1,C0597480
54355233,1,C0017399
104745856,1,C0027827
2994106188,1,C0013650
2779422266,1,C2974289
2778815482,1,C0318186
2909474611,1,C0006357
2909744358,1,C0152013
162215914,1,C0376428
2780400988,1,C0025748
2910381875,1,C0750197
2908603061,1,C0151313
2778464347,1,C0039859
115505304,1,C0687682
162184086,1,C0035493
2908916285,1,C3494430
2778806077,1,C0029899
3017462232,1,C0027708
72453395,1,C0559307
3019188007,1,C2348813
2777016617,1,C0683474
2779638389,1,C1720871
43601244,1,C3499253
111060362,1,C0012090
2777735026,1,C0142957
2780386689,1,C0052416
178592051,1,C4049874
28800991,1,C5222001
2911029295,1,C1066112
2777197210,1,C0017735
2778842764,1,C0242773
164749973,1,C4304298
2781317629,1,C0263970
47289529,1,C0079941
2994076244,1,C1708063
2780950554,1,C1962918
2910136099,1,C1171335
2987370644,1,C1518681
2910238305,1,C0036186
170573351,1,C0303762
2781424683,1,C0003729
2780004758,1,C1156970
2983502797,1,C3840479
2776174307,1,C0025729
32264632,1,C0034845
31532488,1,C0022631
3020653616,1,C0020966
3019630126,1,C0013444
2779797417,1,C0020388
2780200951,1,C0017644
16224149,1,C0007578
205066982,1,C2244328
2781359195,1,C0600518
2775898472,1,C0317625
2777190341,1,C0019233
2779065481,1,C2585422
111226992,1,C0935577
75934600,1,C0035544
2780220085,1,C0224453
2778703144,1,C0037907
2780742992,1,C0772062
2778326572,1,C0079722
2779058012,1,C0025329
140173407,1,C0282523
96469262,1,C0439711
2776704448,1,C1709924
186172952,1,C0870514
2776859179,1,C0197981
2778345807,1,C0004754
3018637965,1,C0011344
2779382261,1,C0076430
2780304057,1,C0700153
61174792,1,C0061465
165998758,1,C1704382
41625074,1,C0596901
2775845787,1,C0007763
2777807008,1,C2717971
16320812,1,C1550006
4727928,1,C0150775
2779022956,1,C0015420
69080955,1,C1621911
2778182931,1,C1556089
2776964914,1,C0995321
2909302877,1,C0039316
2780669261,1,C2744463
2780568294,1,C0068484
2779731873,1,C0006382
2779778235,1,C1619738
2781087020,1,C0520464
182819311,1,C0757661
2776332788,1,C0086194
88575799,1,C1708760
62064638,1,C0011148
2780567839,1,C2242708
2780649865,1,C0391483
2776154434,1,C1046154
34905852,1,C5202706
59469219,1,C0443326
2992208098,1,C0232741
2778934793,1,C0237681
120694314,1,C4759832
3018571302,1,C0029458
2910256814,1,C1855119
2777532741,1,C0996620
2776834966,1,C0060095
2776982924,1,C5202989
2909579832,1,C0027932
2910857115,1,C0025037
2779669290,1,C0319494
2910423619,1,C0024419
197636746,1,C4684736
2778564845,1,C2699160
3018456013,1,C0011135
173586616,1,C5392082
2910348082,1,C1707349
2778005785,1,C1170000
2777773546,1,C1709225
55428944,1,C0872384
3018958071,1,C0319232
2780249625,1,C0214721
124315065,1,C0018533
34069715,1,C1136227
2776163829,1,C0060825
85755625,1,C0109273
2776462190,1,C0011351
2777365542,1,C5236080
2779247111,1,C0007804
2780408053,1,C0008362
153812606,1,C0680959
2991693576,1,C1879848
201571599,1,C0600431
2777434363,1,C0025584
2776956441,1,C1291077
2781471917,1,C0018067
2778375690,1,C3274448
2778243283,1,C0060400
160160445,1,C0002059
182215343,1,C0035203
2776540798,1,C0071524
2908727407,1,C0011432
533584247,1,C0034028
2911146268,1,C3653443
2778068864,1,C0323987
2780848204,1,C0016184
2780129523,1,C0162641
120504264,1,C0080054
2777862431,1,C1456501
2780817676,1,C0998445
163007329,1,C0582589
2908690268,1,C1450344
202235601,1,C0683115
2780469804,1,C0871282
74401373,1,C1511331
2777095047,1,C0218501
2992982683,1,C4699297
2780884612,1,C0010606
2780340842,1,C0055615
2908874942,1,C0086819
75608658,1,C0026933
2779670145,1,C0053799
10447061,1,C0242608
2911213092,1,C2239180
71760877,1,C0814544
2780343435,1,C0230953
2780374147,1,C0278314
2780346059,1,C0293613
2776316542,1,C0024100
138777275,1,C4553942
109929346,1,C0233926
2775984283,1,C0949871
2778727513,1,C0024905
2777560895,1,C0010482
2777168633,1,C0039654
2910424181,1,C0559523
2778867932,1,C3864824
2779851234,1,C0030015
2776756211,1,C0043207
2781281211,1,C0246689
2778072173,1,C1231897
2778483809,1,C0996614
2777423100,1,C0080264
2779457992,1,C0126273
2776638159,1,C0312737
116186050,1,C1414995
193867417,1,C1031041
994546,1,C0870436
207701140,1,C1427164
2780387813,1,C2810048
185761835,1,C0234628
2780009322,1,C0032175
3019901188,1,C0281548
138716334,1,C0699343
2777343345,1,C0037170
2909485332,1,C0039867
147021018,1,C0013890
2779091618,1,C0080274
2781018748,1,C0006280
2992241549,1,C0026607
204779464,1,C0917785
2776497702,1,C0334037
2776153860,1,C3887612
2992232542,1,C0033052
2778740727,1,C0023509
195475562,1,C0577749
2910127915,1,C3897151
2780748539,1,C0085684
8521452,1,C0870338
63378162,1,C3853746
2778753352,1,C0810635
175106660,1,C0443469
2777913619,1,C0036437
2777473070,1,C0023211
2777572318,1,C0053170
2777425892,1,C1960108
2781245598,1,C0596392
25188466,1,C0332172
2778778573,1,C3178944
9395851,1,C3272897
2992261824,1,C2931822
2777323849,1,C0003486
62438384,1,C0228492
2779060813,1,C1274119
94105702,1,C1832069
2909091063,1,C0489574
2776551000,1,C0006132
2777105759,1,C1081016
2910595225,1,C0392907
528167355,1,C0282352
2776338311,1,C0012524
2776510725,1,C0545405
2781203944,1,C0228686
2778592230,1,C0042237
3020583074,1,C0028756
3017594256,1,C0920563
2910097346,1,C0683004
2777274743,1,C0235109
2781204770,1,C0004042
2779645884,1,C1136129
151620405,1,C1552643
2778036240,1,C4475455
173408217,1,C0262244
2776206344,1,C0205699
2910309781,1,C2963529
50952357,1,C0037492
2777066114,1,C0330913
2909361669,1,C0000781
33276779,1,C1707691
2779985140,1,C0013220
161936438,1,C1883562
2778701351,1,C0582612
2775960256,1,C0028207
2992330530,1,C1207898
158058364,1,C1166718
2780120053,1,C0238462
4868915,1,C0684283
154482161,1,C0024500
2779878498,1,C0453050
2908728163,1,C3496586
2777229633,1,C0336865
2780745866,1,C0871841
2777415128,1,C4553797
2987538921,1,C0814584
2781168148,1,C0054538
3020368824,1,C0596836
37701844,1,C0683920
2781108600,1,C0451339
2781415988,1,C0001954
77562769,1,C0231825
2780062341,1,C0006444
2778054371,1,C0036630
2991803831,1,C0429524
2776667971,1,C0206693
2779320081,1,C0043012
159091166,1,C3699938
44465351,1,C3242624
49511088,1,C0600561
550623735,1,C0017479
2778655861,1,C4551691
2779039209,1,C0063075
2777420699,1,C0004509
2778982777,1,C0010036
2776954459,1,C0001483
2909999665,1,C0224521
2779210884,1,C0232208
53247381,1,C3823112
2909484069,1,C0238093
196347352,1,C0282535
172773627,1,C0753726
2778843546,1,C2362527
56302369,1,C0007658
75145180,1,C3494299
2781079508,1,C0001126
2777992791,1,C0038246
2779539245,1,C0220983
56052488,1,C0596083
193557335,1,C0001383
15095095,1,C0242672
114834414,1,C1662975
2780170424,1,C3525387
2994593790,1,C0037733
2780204788,1,C0295352
2779625114,1,C0071753
2910234648,1,C3829109
507571656,1,C5197906
1491633281,1,C0007634
1122143,1,C0019588
2991667299,1,C0018019
2776142151,1,C2729544
2779244956,1,C0024432
61135363,1,C0043161
2994539378,1,C0021344
2780072125,1,C0023820
2781151156,1,C0317807
151337348,1,C0556643
2780299902,1,C0226401
2780102689,1,C0037332
2777506830,1,C1512784
46061668,1,C1956122
2778537129,1,C0051156
2776422910,1,C0003460
2780352964,1,C0051228
2778889925,1,C0073374
2780496003,1,C0010725
2910258233,1,C0150401
111335779,1,C0301630
2777729502,1,C1030694
2910013192,1,C3853217
2781249023,1,C0003827
2777297899,1,C0085198
3019324617,1,C0230148
19159745,1,C0037429
2776492347,1,C0151714
2779511695,1,C1112682
2780886908,1,C0524479
2776967294,1,C0020274
2908979026,1,C4083212
2777664302,1,C0040017
2776873056,1,C0022181
2781305811,1,C1065843
189206191,1,C0887950
2781322055,1,C0044602
2781066564,1,C0002523
2779189646,1,C0031243
87519884,1,C0079942
2909633786,1,C0200932
2780209191,1,C0384768
2781443695,1,C0027961
2780447015,1,C0000959
2910749824,1,C0032134
117011727,1,C1705300
139997677,1,C0871335
159674089,1,C1512677
2908728990,1,C0325042
2780224187,1,C4087124
2778728632,1,C0949118
2780944724,1,C0008812
2780496678,1,C0127456
89311334,1,C0683140
2780063514,1,C1112570
2779741777,1,C0005689
2779096019,1,C0042438
2992581537,1,C4264510
2777325788,1,C0037004
194409129,1,C0018943
191935318,1,C0008115
3017588741,1,C1512044
2993393817,1,C0562722
96716892,1,C1963765
2779824757,1,C0082550
2778096610,1,C0242339
2780244788,1,C2350019
82387480,1,C0009152
2775845381,1,C0999244
2781418897,1,C0057916
144938864,1,C4687722
2778123414,1,C1513276
161733203,1,C0206414
171937826,1,C1709769
2778868352,1,C0233894
2777981454,1,C1258024
2910124714,1,C2754080
2777336512,1,C0950000
2781072394,1,C0015846
2779506122,1,C0152226
2985829316,1,C0949571
70468152,1,C0009661
2775941781,1,C0256441
2781087876,1,C0330692
2777863537,1,C1522673
2780790598,1,C0543468
2780380082,1,C0061878
2780244198,1,C0025914
2986160967,1,C0868926
2992356464,1,C2363719
2910377794,1,C0919727
2778478650,1,C0080178
2779605129,1,C1721274
2908744134,1,C0034069
2910486316,1,C4264454
2780635549,1,C0220756
2777604212,1,C0020926
2778560121,1,C3806280
2779149875,1,C0059668
2780826214,1,C2748260
2781007269,1,C0028864
1668388,1,C0596404
2776134090,1,C0036579
50254741,1,C0022009
145855481,1,C0037470
2781151469,1,C0024586
2909866369,1,C1334811
2779625713,1,C2739866
2778012502,1,C0034196
2908967332,1,C0087163
2777267445,1,C0012804
547475151,1,C0014834
2777837123,1,C0740005
2781273459,1,C3686620
2781465898,1,C0002668
2777813197,1,C0056728
2778198919,1,C0028888
2780689484,1,C0770694
2779015954,1,C0383429
188899842,1,C4046037
181844944,1,C0029450
3020079912,1,C0683150
25249476,1,C2936312
2779889926,1,C0244404
3020214508,1,C1527311
153460475,1,C0037128
2777339954,1,C0996331
2778323603,1,C0145157
2780070792,1,C0005694
2780408329,1,C0229477
2779676560,1,C1032848
2778958987,1,C0443213
3017713076,1,C1536078
143481972,1,C0260247
3781247,1,C0010329
2781028839,1,C0006308
19071747,1,C0234686
2779961764,1,C0667618
2778755073,1,C1947916
2778658803,1,C1136535
163763905,1,C2718059
2908540146,1,C0677875
105923489,1,C4763477
2993226389,1,C2718027
2780805685,1,C0871930
2777104659,1,C0600260
3018686881,1,C0225828
2909607560,1,C0002726
87190427,1,C3538704
174093841,1,C0005654
2781393798,1,C0085077
2779920640,1,C0078638
2778264360,1,C0085078
2779200411,1,C0010587
2992670425,1,C0796617
2776452521,1,C0064032
2780811821,1,C4913175
2910795874,1,C0085624
3020199964,1,C0334885
2779513729,1,C1136214
2780770488,1,C1421525
556910895,1,C0024489
2909568388,1,C0236078
2778452354,1,C0004519
190694206,1,C2347622
9603476,1,C0029393
2777818092,1,C1519248
2778086318,1,C0032579
199873434,1,C0599130
2777411683,1,C0206739
2778781522,1,C0076823
97785308,1,C0005935
2778265757,1,C0068935
2992805683,1,C0597489
2781423102,1,C0995591
197370839,1,C0376616
2776855358,1,C0919289
2780524819,1,C0002371
2776949755,1,C0446282
2780235499,1,C0162697
2781185574,1,C4505136
104892082,1,C5238582
2781276381,1,C0013537
2778865844,1,C0266270
2775924586,1,C0333873
185154212,1,C0023828
2777148230,1,C4742253
40692019,1,C0026559
2777308519,1,C0085349
2994495694,1,C0220908
2780362710,1,C0219474
2779018052,1,C0004726
2777903533,1,C0111605
154775046,1,C0017477
2779673426,1,C0278074
2994463257,1,C0006118
2780673119,1,C0230040
111684460,1,C1305430
2779078112,1,C0077024
2776066709,1,C0010578
103185065,1,C3877260
2780282618,1,C0870131
2776889875,1,C0006655
514101110,1,C2322580
2779920096,1,C0014868
118524514,1,C0009596
197404232,1,C0007974
2780688371,1,C0039943
2779286123,1,C0013592
45371612,1,C0017319
2779011268,1,C0396949
22427896,1,C0282579
2778527123,1,C0182555
4554734,1,C0022752
2778474501,1,C0398395
2781148582,1,C1256766
2909910413,1,C4321305
2778565505,1,C2347029
2778649499,1,C0002272
2776006263,1,C0520679
2776073808,1,C0062221
2777343196,1,C0206708
120642132,1,C1705831
206412730,1,C1704269
14216870,1,C0027903
2781105637,1,C0001775
2778825498,1,C0870674
2778113609,1,C3539736
2776700875,1,C0330707
2910954120,1,C0334431
2777962398,1,C0022860
2779362224,1,C0655769
2778099472,1,C0017178
165287380,1,C2752984
19549132,1,C0599864
2909145159,1,C0005699
2777298023,1,C0009213
2776003135,1,C0683753
2909497052,1,C0995195
2779990627,1,C0935554
2776633867,1,C0183941
2992250361,1,C0037296
2779406593,1,C0331144
2780472235,1,C0024671
3018913694,1,C0085971
2779563543,1,C0006701
2780884295,1,C0003297
2781031661,1,C0034834
28490314,1,C0597498
2992839490,1,C0518017
74672266,1,C0023013
47116090,1,C0242172
2779178360,1,C0242842
2778078955,1,C0003695
2779879930,1,C0056764
107814960,1,C0597486
2780237676,1,C1435756
2780980858,1,C1554184
2908780116,1,C0349419
123605464,1,C0063390
69075417,1,C4505300
2780450079,1,C0024728
196156954,1,C1421172
2780256110,1,C0056796
2781417161,1,C0068006
68801617,1,C0013832
163638829,1,C0682915
2909870366,1,C0206413
2778339097,1,C0330774
2784996,1,C0233499
147944092,1,C0242625
2776142715,1,C0007332
172707124,1,C1706706
129692064,1,C4255068
32277403,1,C0332243
2780772204,1,C0323406
5465852,1,C0599962
67407626,1,C0002671
106302636,1,C0016799
137627325,1,C1314792
2781417787,1,C0074721
77390884,1,C3503750
2779487301,1,C0320937
2910641391,1,C3810840
2909026353,1,C0430838
2776548049,1,C0020967
2778523567,1,C0001138
2777577635,1,C0063740
2776725920,1,C0007275
2910198813,1,C0244713
138921699,1,C0680952
3018845634,1,C0588200
2778818709,1,C2744715
3018127138,1,C0741923
133479454,1,C0949695
138999460,1,C0599440
2775918612,1,C0028271
102690226,1,C0003185
163002167,1,C3548681
136119220,1,C0870123
2988810909,1,C0920443
2778204628,1,C0937846
2908742984,1,C0039338
2776892627,1,C0021634
162244969,1,C4279906
2775850501,1,C0022237
3018876857,1,C0683144
2909601518,1,C3842407
2779456903,1,C1721027
2776568683,1,C3641152
2779161974,1,C0004238
2909575627,1,C0007798
2776285023,1,C0074007
2910842333,1,C0029132
2779137516,1,C0680540
73000952,1,C1880356
2779171977,1,C0210630
82321936,1,C1522507
3408121,1,C3890162
2780749602,1,C0011479
2779999352,1,C0041260
2984333267,1,C0681986
199491958,1,C1512196
80990810,1,C0917892
2777919317,1,C0687150
2776030137,1,C1006098
2910666622,1,C0600402
2779018100,1,C0790024
2779496979,1,C0009002
109185818,1,C0230628
2777806494,1,C1000326
2987496018,1,C0376245
2778746504,1,C0028365
2909477551,1,C0223711
177384507,1,C1709097
2781330172,1,C0038615
2778365270,1,C0178579
2778674190,1,C0037672
55637122,1,C1563732
2780199933,1,C0001930
2781199814,1,C0206681
2780082397,1,C0681653
2909418356,1,C0226515
514803892,1,C3888013
2778395844,1,C0184907
2909476417,1,C0021860
2780288358,1,C0126174
3018445945,1,C0401892
2780603019,1,C1010720
2776631194,1,C0700086
2780400767,1,C0795671
2781424646,1,C0522656
75141282,1,C0242739
2910802169,1,C0003154
151166631,1,C0887870
45011657,1,C1708706
2779288629,1,C0038170
2778674009,1,C0137904
2780355799,1,C3825959
17235551,1,C0036588
2780051777,1,C0030528
2777085867,1,C0418391
145804949,1,C0004448
2994044699,1,C0444693
2908767363,1,C0206155
2778761762,1,C0171998
2909466502,1,C0034068
2780604538,1,C0380706
2775864176,1,C0108404
2778522978,1,C0070970
127882523,1,C0015276
2776869563,1,C1033480
2780616540,1,C0458434
45235069,1,C0039224
2776048318,1,C3161512
2776752563,1,C0680303
2777687718,1,C0061338
77400797,1,C4553537
2779049480,1,C0250438
2779413310,1,C0684063
109931610,1,C0600572
57089818,1,C0003595
113842279,1,C0229613
2993477687,1,C0007133
2779695342,1,C1512034
35599011,1,C0061605
36503486,1,C1880389
2781243718,1,C0059945
134040284,1,C1881203
2776100946,1,C0085441
2779016684,1,C0314884
36454342,1,C0444708
2776193999,1,C2051831
2777055973,1,C0018021
2779972900,1,C1914264
112243037,1,C0132555
2780143047,1,C0025209
2781429666,1,C0330954
2776664067,1,C0233778
2779329299,1,C0013574
2777416354,1,C0010961
2777790793,1,C0003708
2777513400,1,C0005437
2776234857,1,C0066918
2776534028,1,C0025071
4375535,1,C0303611
168056786,1,C0052558
2780810681,1,C0031693
3019456619,1,C0242364
182408735,1,C0035164
2776809520,1,C0330519
2993436365,1,C0023946
2992779976,1,C0024115
30145163,1,C1564904
2780414542,1,C0035583
2778080818,1,C2363980
2778230777,1,C0036435
33057221,1,C0012550
162407555,1,C1517749
181709278,1,C0219557
2778265030,1,C0005926
117277713,1,C0020677
2777955127,1,C0016860
2780131953,1,C0034379
2776639527,1,C0022738
2780028911,1,C0009816
2775858120,1,C0025260
117794106,1,C1412225
2776760841,1,C0451184
82553315,1,C1417036
2779272188,1,C0206661
2780585763,1,C0085494
52417709,1,C0680848
137314826,1,C3858752
141896089,1,C4279960
3020533434,1,C0458452
146759223,1,C0391318
137800194,1,C2825517
38480485,1,C2371717
13591479,1,C0908146
101014631,1,C3825968
178059049,1,C0388151
43554185,1,C0034821
2908949392,1,C1283250
160110348,1,C0054846
57381214,1,C0034980
137132547,1,C3540472
2778974821,1,C0948187
137130169,1,C0164209
2776423169,1,C0007262
2778997081,1,C1260899
2778003345,1,C0003834
2776505691,1,C0027320
2909441243,1,C0559499
2778020340,1,C0030793
3020710733,1,C1290807
2778555097,1,C0277919
2776142628,1,C0068882
99649442,1,C0028162
2909681344,1,C0018793
2780477327,1,C0871175
3019815172,1,C2585455
2777472216,1,C0950068
2781117068,1,C0206099
2780546549,1,C2936608
2781102422,1,C0224394
2778178838,1,C1159269
11882975,1,C0388730
2780723820,1,C0007610
2911002212,1,C0325084
2908800543,1,C0007806
106191032,1,C1440666
2779535198,1,C0376417
2909292722,1,C0151857
2777831296,1,C1710443
96765332,1,C1425281
125403950,1,C2584332
2984915365,1,C0338656
171897839,1,C1335532
2776286101,1,C1690432
35158069,1,C0043292
79974875,1,C4042841
2780482068,1,C0935916
523889960,1,C0460005
3017871827,1,C0086511
2780523958,1,C0018613
201305675,1,C4288315
206967267,1,C0008564
201374245,1,C3896581
52121051,1,C0557776
2776140113,1,C0997913
2778914577,1,C0040961
2779560860,1,C0935572
2777052087,1,C0032587
2776525132,1,C0459631
2908631226,1,C0404541
2909011058,1,C0002390
2777210460,1,C0376637
2780473352,1,C3464497
2779624231,1,C0012817
38062823,1,C0035552
2779735895,1,C0029127
2778771215,1,C0073590
2909774370,1,C0021972
100784341,1,C0439740
106515295,1,C0597171
2779304445,1,C0259975
2778868616,1,C0008489
169715780,1,C0205132
2776585938,1,C0871452
2777214192,1,C1079379
2781038967,1,C0007859
2909692557,1,C2363240
2778582501,1,C1563093
3020366425,1,C0002922
2781371907,1,C0339789
2778386660,1,C0152303
2777728882,1,C0031428
2777013287,1,C1058957
2778416860,1,C0997210
2778660952,1,C0524822
2779033854,1,C0028684
2781187916,1,C0011017
2779252662,1,C0050848
181575753,1,C0578818
125593758,1,C0087071
24040308,1,C0103647
2777889317,1,C1289945
2776725844,1,C0392464
2910979460,1,C0524852
2779031853,1,C0859897
2776802502,1,C0282564
2780275434,1,C0002334
2777307732,1,C3697075
107477482,1,C0162328
2778400979,1,C3853546
145600735,1,C0040533
2778067558,1,C0001396
2992464422,1,C0687568
2777955769,1,C0206308
2781021840,1,C0011015
2780303139,1,C0949899
2983241795,1,C4042877
2780472037,1,C0041190
2779526237,1,C0242647
2779477915,1,C0009244
106131492,1,C1875155
2779766741,1,C2349722
2777474118,1,C1336827
150706916,1,C0681119
2779938979,1,C0036884
2909217002,1,C0549397
2777274338,1,C0003835
2780208886,1,C0159020
2780890490,1,C0042253
2780790343,1,C2986423
2776511800,1,C0085515
2775936931,1,C4722439
2910737674,1,C1517745
2910722887,1,C0001296
151238385,1,C1450029
2781028384,1,C1043073
2908744105,1,C4296616
2780637204,1,C1955856
2776738588,1,C0206335
2778001298,1,C0062773
2985578863,1,C0037812
2781312896,1,C0074730
2777739081,1,C1001708
2910712290,1,C0040443
2777811704,1,C0314911
2779797108,1,C0019112
113241181,1,C0162527
2776689207,1,C1845055
2911089638,1,C0334736
2777949474,1,C0083072
2778197599,1,C0024658
2776621616,1,C0681112
2780042274,1,C0030071
2776464000,1,C0152314
2777221637,1,C0022939
3020713888,1,C0015690
2777250718,1,C0038033
2779093498,1,C1457876
2777995143,1,C0032453
182365436,1,C0439828
2777393815,1,C1000522
187819001,1,C1710386
2911193946,1,C1721076
2777265216,1,C0085826
88016717,1,C0205753
2986817661,1,C0086912
2780972559,1,C0856169
2909464295,1,C4554531
3019615273,1,C1136362
2780918018,1,C1510633
2909374376,1,C1881957
2780252228,1,C1018893
2778474638,1,C0003313
3018207238,1,C0175751
132050396,1,C0562694
2778770856,1,C0969708
2776622691,1,C0079103
2777546739,1,C0007097
2776538686,1,C0027066
3017727659,1,C0032556
2780340563,1,C0439609
2781446133,1,C1154971
2780932374,1,C0934420
3020328616,1,C0200955
2780040984,1,C1623258
2781356689,1,C0042214
2781044885,1,C0025193
2777787761,1,C0300269
2781302033,1,C0027802
2781064419,1,C3181682
36201501,1,C0525410
166704113,1,C2697663
92494378,1,C3852961
2778528833,1,C0319132
2779390272,1,C0085133
168197293,1,C1522786
2994067411,1,C2825550
164105321,1,C0007366
92835128,1,C1881045
2779998641,1,C0037036
2777966818,1,C0002627
29141058,1,C2350590
2779657035,1,C0013722
186268636,1,C3494191
2780204347,1,C0085086
2776295790,1,C0030348
2910769707,1,C0290741
26260077,1,C0598467
2780674532,1,C0036524
2776626428,1,C1456798
2780820400,1,C0318116
2775892965,1,C0152025
2909509916,1,C0700271
57481673,1,C0751096
2909658352,1,C0042596
2910058513,1,C0596742
2777218350,1,C0032914
2778129702,1,C0042842
2780739214,1,C0008226
59659247,1,C0035150
90375314,1,C0079613
50244902,1,C0037799
2781060987,1,C0055332
5337888,1,C0005758
2781149351,1,C0003803
2776892249,1,C0016575
2909762588,1,C0028752
541523362,1,C0028591
2776953658,1,C0069389
2777572184,1,C0021390
2777005246,1,C0021586
2778675482,1,C0051226
100368936,1,C1635178
17923572,1,C2718044
2992566924,1,C1510523
2778421351,1,C0012466
2778523797,1,C1501208
2776848632,1,C1283066
2780808987,1,C0680801
2777534271,1,C0004755
2778122182,1,C0700200
121246419,1,C1519808
107585567,1,C0041113
2909303214,1,C0237453
2910003292,1,C0034074
2910568114,1,C1319883
2780559512,1,C0016059
187714386,1,C0599682
2908682898,1,C0001002
2779530201,1,C0935727
2993070364,1,C3516295
63000827,1,C0872386
2776020765,1,C0034651
2779868719,1,C3655221
2777952693,1,C0323998
2781290227,1,C0450030
113584667,1,C1425414
3017570876,1,C3536919
2778449503,1,C0680651
2778996325,1,C1171301
125705527,1,C0025979
2908964346,1,C0200152
2776610510,1,C0224706
2779129087,1,C0008864
2911183331,1,C0681101
180296930,1,C3713826
2779078216,1,C0041305
126037660,1,C1705346
83640560,1,C0008546
2778848681,1,C2609253
2909011841,1,C0011528
143191323,1,C0018590
185263204,1,C0013865
171508891,1,C0332304
11012388,1,C0010297
2778990612,1,C0070620
183512234,1,C3539533
2908830777,1,C0935440
2776500793,1,C0936038
92706935,1,C1160714
2776927270,1,C4289767
2777976947,1,C0013739
37329643,1,C0311405
2776914023,1,C0237860
2910500303,1,C1621832
2777613533,1,C0056619
