concept_id,umls_cui_seq,umls_cui
2780733764,1,C0554819
2776593056,1,C0031860
2779279117,1,C0430615
37129596,1,C0037426
2779683630,1,C0398625
2779543999,1,C0050450
779372,1,C0259985
2780164438,1,C0041271
2778164427,1,C2983812
2777219426,1,C0995533
2779925993,1,C0015333
196013638,1,C1706116
22508944,1,C0032064
2994455448,1,C0681005
542138692,1,C3489474
2908776448,1,C0000473
2778305430,1,C0022663
190789776,1,C0017393
2781223905,1,C4277547
163864487,1,C0746619
2776506782,1,C3826127
2776053758,1,C0347988
2992699957,1,C5197733
196368558,1,C0332598
2910617996,1,C0175882
2910167010,1,C0039496
2777498775,1,C0184486
2776126113,1,C0336538
69766542,1,C0085431
2778421134,1,C0028802
2778303738,1,C0037304
2781312948,1,C0012624
2909387136,1,C0341539
2778415344,1,C0003911
164139821,1,C0442530
2908780919,1,C0007581
15755913,1,C0292777
2992114214,1,C0870564
21613296,1,C1522058
3018197256,1,C1610733
2780231548,1,C0053139
2908570505,1,C0006929
2992103866,1,C0009244
2779816988,1,C0870084
189327125,1,C0428937
91779695,1,C0015295
2993512173,1,C0280274
175605896,1,C0445623
2777022698,1,C0042523
3018153991,1,C0028863
147253931,1,C0458979
138211643,1,C0205133
6182249,1,C0031670
1167327,1,C0079471
3017392945,1,C2239176
2908732032,1,C0035327
2780256294,1,C0234847
2778998384,1,C2723350
2781042210,1,C0071780
2778649528,1,C0101389
2908590181,1,C0085162
2984743219,1,C1547201
125041420,1,C0079149
2777332535,1,C0445232
2994289025,1,C2825960
9664280,1,C0003185
2778856562,1,C0000727
559099789,1,C0039738
2777548101,1,C1657106
2778977658,1,C1155692
2778119558,1,C0003515
198082294,1,C0733755
2776292323,1,C0020757
2780054484,1,C0010582
2777226368,1,C0041006
2908670167,1,C0751837
2781354396,1,C0424090
2777406300,1,C3489748
2991911265,1,C0033870
101780184,1,C0021417
2778660310,1,C0001771
2779335628,1,C0600031
2781123555,1,C0008405
2992844032,1,C0013168
99535661,1,C0872184
2777438239,1,C3536958
2776601116,1,C0050633
2910723988,1,C3715099
2779732806,1,C0224464
2908805171,1,C0085077
2779627344,1,C1300954
2911055534,1,C0043145
153240184,1,C0683951
2776294945,1,C0268680
2777382900,1,C0037018
2776509667,1,C0163401
2779171591,1,C0011595
177707886,1,C0005861
2911125582,1,C0013415
111771559,1,C1527240
2779738154,1,C0040879
2781127519,1,C0680581
88478588,1,C0035553
2992160955,1,C4286019
2777713963,1,C0001977
2776108767,1,C2718457
2776088058,1,C1579194
2778084189,1,C0600235
2781286702,1,C3463808
2778357063,1,C0030797
2993873987,1,C1112446
3020762335,1,C3160856
2910375186,1,C4086555
2780508388,1,C0142710
201663137,1,C0525009
2777700362,1,C0031307
194110935,1,C0336727
2780740041,1,C0009438
2780908675,1,C0034642
2778620141,1,C4551490
161362739,1,C0559530
2778079943,1,C0042158
2910181907,1,C0113286
2781258526,1,C3494314
47177190,1,C0010478
13355873,1,C0449379
2779800615,1,C0053523
2778426668,1,C0004690
2911010140,1,C0226086
2776412080,1,C0036341
2779477247,1,C4308013
104647666,1,C0599130
560191,1,C1167320
4937899,1,C0003232
2776603837,1,C0024709
2780199535,1,C0031154
101544691,1,C0206364
2777063198,1,C0142877
2778831176,1,C0055753
2989086416,1,C0525051
3017746186,1,C0277548
139964883,1,C0534519
21959979,1,C4684811
2777996642,1,C3489576
14705128,1,C0439186
45326173,1,C0598107
2776958096,1,C0073561
2776224158,1,C0600665
51286037,1,C0260254
2780613852,1,C0998510
2776071262,1,C0242620
2780441211,1,C0011503
97600891,1,C1708614
2779631380,1,C0451022
188082640,1,C0178654
2776636696,1,C0338591
2775995038,1,C0013015
200789330,1,C0525005
3020088433,1,C0030054
141710004,1,C0008904
2992021640,1,C1288291
2780962900,1,C0052565
2778974539,1,C0331493
44403416,1,C1450459
2778095248,1,C0064651
7888106,1,C1510636
2779422653,1,C0003537
2993202890,1,C0037408
2780926556,1,C0073336
175079658,1,C0030695
2779237934,1,C0576734
2780558695,1,C0330787
2780269026,1,C0146337
2778943923,1,C0013264
2779884234,1,C0062666
2909276006,1,C0194084
75949130,1,C2706619
114529599,1,C0303580
46909000,1,C1749800
24763909,1,C0302583
2776954444,1,C0457903
46934059,1,C0600604
2777686832,1,C0051405
3018271632,1,C2938970
2909420118,1,C0225694
2779455797,1,C0036037
16654397,1,C1321878
2775872319,1,C0007805
2779873666,1,C0998573
2778314733,1,C1321595
3018448503,1,C0009467
3018636675,1,C0282679
2778220771,1,C0599155
16525657,1,C0010641
2781082844,1,C0009574
122060243,1,C3897601
3017612487,1,C0042120
2778233292,1,C0876994
2776423180,1,C0870380
2778808936,1,C0012586
2779761105,1,C0033482
114883478,1,C1167352
2779224077,1,C0270611
2994364436,1,C0206061
2777402617,1,C0034413
2780883830,1,C0085475
2780230665,1,C0074771
2776878370,1,C0085526
104788683,1,C0049866
2779931124,1,C0034805
2993790521,1,C0023776
2778597531,1,C1258147
2780813057,1,C0006312
2780975723,1,C1000491
2780156021,1,C0586806
2779682765,1,C0175907
2992592004,1,C0005600
140096630,1,C1707629
2781413191,1,C1522549
452148,1,C0042606
2991966547,1,C0302512
2780484033,1,C0027941
2778246756,1,C0982266
202751555,1,C3850137
2993008967,1,C0330189
14631669,1,C1882368
170774537,1,C1521980
2991655182,1,C0025125
2777601683,1,C0042926
2776685179,1,C0023546
2910173204,1,C3536914
2777590204,1,C0238327
175804951,1,C1875022
88380143,1,C3830465
94435474,1,C0025213
3449773,1,C0670514
2776455164,1,C0319679
2778358966,1,C0997420
2780148621,1,C0533153
2780289900,1,C3669679
2909484270,1,C0447541
98638677,1,C3178846
65973085,1,C0259913
2779433908,1,C0149793
136496925,1,C0011321
2780224610,1,C0870373
162521499,1,C0002811
2779709291,1,C5392065
73583747,1,C0016743
2909084118,1,C0630906
3020114046,1,C0016517
2909946105,1,C0493527
10710636,1,C0678590
2777034527,1,C0914069
2776109941,1,C0034898
2780702433,1,C0371351
182901222,1,C0887889
2779371878,1,C1872203
93226319,1,C1705242
2909722689,1,C0037594
2779263901,1,C0059985
177291462,1,C0004339
2779055493,1,C0030067
2777509900,1,C0036989
19942306,1,C0543467
55958113,1,C1512704
28718268,1,C0558005
2776952691,1,C0034734
2777965283,1,C0814254
2776156579,1,C0078939
203918408,1,C0260161
2778611284,1,C0524521
47143284,1,C0303755
2778560200,1,C4086945
2780445216,1,C0022253
2776455988,1,C0033740
169900460,1,C0009240
105697748,1,C0935559
47318914,1,C0162358
2778223634,1,C0750491
2776166849,1,C0069014
83854009,1,C0870502
2781445185,1,C0071364
2777534959,1,C0007361
2992789181,1,C0581391
3019871778,1,C4540992
2777871726,1,C0023916
2776391266,1,C0740422
2777538795,1,C1188030
2992204568,1,C0026827
2780101333,1,C0039487
2780197806,1,C0011106
2777841672,1,C0079337
2780945536,1,C0392352
2779484182,1,C0056763
2780415970,1,C0085125
3019096185,1,C5203024
2776913467,1,C0023492
2778607769,1,C0224526
108305453,1,C0394648
183680338,1,C0182590
2780769854,1,C0233651
120678306,1,C0225333
158689903,1,C1518604
158494493,1,C1704297
2779751288,1,C0014448
145640855,1,C0282188
2778881546,1,C0227616
2777047311,1,C0002374
2778938429,1,C0665917
2777366695,1,C0003090
143840085,1,C1511359
2777630245,1,C0016667
2775934546,1,C0005558
2780106024,1,C0015081
50345908,1,C0961814
2776878037,1,C0043457
2992965680,1,C1319405
2777489254,1,C0055252
2777435628,1,C0055754
2776104385,1,C0242694
141315368,1,C1510699
2779279991,1,C0039601
2779387492,1,C0008391
2777373274,1,C3665629
2780955279,1,C0057090
2781031783,1,C0040461
2777972566,1,C0206736
2778790584,1,C0107103
2781014771,1,C0041175
2778850193,1,C0746883
97628146,1,C0814801
2779940712,1,C0224698
2777000465,1,C0264550
2778913397,1,C0229985
2781186446,1,C0996746
2779942910,1,C0005937
61952481,1,C0311432
2780113039,1,C0052762
2778664715,1,C3541276
2779487569,1,C0321943
2779761351,1,C1535578
2778063713,1,C0344440
12558332,1,C0678952
2910723750,1,C0085253
2779430528,1,C1415935
2777260480,1,C4722227
3020169349,1,C0041755
2780493024,1,C0441669
2910477827,1,C0042398
6391034,1,C2265592
2775933685,1,C3854058
65414064,1,C0085862
2779029589,1,C0032016
2776230335,1,C0050846
146278227,1,C0442598
89992363,1,C0040594
2779518551,1,C0544755
57879066,1,C0376706
2779433084,1,C1536078
2781419009,1,C0237518
2992981700,1,C0242354
2776185021,1,C0870807
88160329,1,C3494468
140086010,1,C0083743
3018459608,1,C2937365
2778560903,1,C0236720
130197536,1,C0012893
2780722889,1,C0008354
2779917531,1,C0080138
2780275930,1,C0279025
8051207,1,C0026452
197534660,1,C0081487
2775969662,1,C1549054
91523082,1,C0020960
134925867,1,C0596142
99888217,1,C1522314
159403789,1,C3538243
2781046926,1,C0085217
2777150147,1,C0022157
2780916184,1,C0031760
2992929900,1,C3894683
2779867487,1,C0032202
2778556233,1,C0950069
35306142,1,C1720992
97355855,1,C0039808
54039966,1,C0150788
2777522676,1,C2584307
2780429522,1,C1956000
2779423947,1,C0072596
2780038259,1,C0014370
2781197716,1,C0005516
2778248515,1,C0013982
2778195096,1,C1136207
163031210,1,C1318478
168820333,1,C1964257
81439078,1,C0162788
2779660836,1,C0002615
2909622525,1,C0033920
188816634,1,C0033522
206554765,1,C0450043
2781298622,1,C0259793
2780992000,1,C1704445
2776883243,1,C0946566
2993373945,1,C0026266
2778177256,1,C0032082
2910190658,1,C0727492
56428682,1,C0019646
158471640,1,C0069375
154238967,1,C1721090
2777790778,1,C0061418
89684784,1,C0178630
2780074967,1,C1184544
106125477,1,C5200847
2992872382,1,C0201836
2780789209,1,C0444826
41858301,1,C1881982
2780898057,1,C0020852
113404009,1,C3687066
8854915,1,C0681300
2910616045,1,C0001622
127705205,1,C0597916
2776685566,1,C3488089
2779236070,1,C0036220
2778465605,1,C0032241
12516257,1,C0599433
166504685,1,C0332520
2777922716,1,C0038274
174847166,1,C1706856
2776578667,1,C0041963
2775900134,1,C1883555
2778796168,1,C0051839
168170006,1,C0376432
2777478456,1,C0006055
2778540947,1,C0066286
2779698884,1,C0017725
48243021,1,C1514981
2777796830,1,C0701887
78150878,1,C0526685
2778212516,1,C0009906
2780907711,1,C0024031
111001777,1,C0040690
2780553513,1,C0228394
2993051997,1,C1881747
2775882903,1,C0407941
2780648677,1,C0032912
553756173,1,C0036581
2778166374,1,C0998367
2776173921,1,C0451112
2778733479,1,C0330579
2776908936,1,C0600049
2778444020,1,C0014761
2776377007,1,C0038676
2911018730,1,C3540843
2780664722,1,C1314734
2776402054,1,C0230160
2780542059,1,C0289463
125473707,1,C0018964
2909397035,1,C0007093
191511416,1,C0030702
2779632648,1,C0052660
116834253,1,C0020792
46371251,1,C0598099
2778708630,1,C3642515
135402231,1,C1749901
2779005923,1,C0019841
500499127,1,C0001811
65112344,1,C0204524
2777675962,1,C0315096
117797892,1,C0332554
2776950135,1,C0057239
2776433176,1,C1456556
3020433029,1,C0204713
2779880248,1,C0007572
2780073355,1,C0224620
3017807917,1,C1740836
2776007122,1,C0060320
2777660648,1,C5241299
121912465,1,C2936263
80191262,1,C0302113
2776308622,1,C0242666
2778328710,1,C5235478
2779858377,1,C1002788
74884574,1,C0007448
2908653458,1,C1449668
2781027925,1,C0030788
2776230739,1,C0672472
2776246183,1,C0034417
2780841807,1,C0026814
2993934573,1,C0751992
163985040,1,C4684616
2778080508,1,C4559773
182979987,1,C0032405
2778822930,1,C0065688
2910624522,1,C0018155
204241405,1,C4724208
2778139618,1,C2700616
2779649380,1,C0041260
2779563347,1,C0152013
2778858636,1,C0304227
129573333,1,C0037020
2908724844,1,C0080174
2910848501,1,C0998921
2776595911,1,C0021988
2776886281,1,C0028938
2777377203,1,C0850292
26022165,1,C0870615
2908786790,1,C0683322
2779458469,1,C0231426
2780218171,1,C2979982
2779735320,1,C0012322
2987006973,1,C4684556
2778369456,1,C0018472
2778753661,1,C0227498
2777855856,1,C0039962
2780400710,1,C0058820
108649604,1,C2986756
2776553819,1,C0003741
2780566999,1,C4707572
2778415529,1,C0017668
64127065,1,C0032367
2777153553,1,C0010672
2775984644,1,C0266470
3018190196,1,C0947567
2776818218,1,C0018790
158711907,1,C0016352
2776297399,1,C0018839
59485491,1,C0871053
2781195155,1,C0162783
2780206043,1,C0521172
2910302809,1,C0025951
2781350904,1,C0036363
95811502,1,C0282572
66008609,1,C0253023
2776333303,1,C0078788
11824378,1,C0059563
2909637497,1,C0002986
68592252,1,C0084378
99138194,1,C2348938
2781148755,1,C0538727
194529094,1,C0232510
2781170992,1,C1456574
2775955145,1,C0086524
2780340347,1,C0995322
14331377,1,C2108034
2778217265,1,C0040250
2778866207,1,C0034407
2779105634,1,C0341318
176685330,1,C0034580
3018167695,1,C0085660
122229402,1,C0006732
144464004,1,C0023767
2778661064,1,C0194907
2778993397,1,C1512944
14911803,1,C5141493
2908857224,1,C0023914
2777926168,1,C1704263
2775983792,1,C0221936
3019180345,1,C0032981
2775941666,1,C0410000
2910637783,1,C2712423
2780538058,1,C1705691
203151758,1,C0237892
2776035091,1,C0282411
2910007386,1,C0017772
2777908615,1,C0012746
3020081911,1,C0683149
2776591724,1,C3272498
17938293,1,C1622923
2909829705,1,C0546861
2779987185,1,C0998599
2778088044,1,C0006266
2779909341,1,C0041955
2909068217,1,C0032589
134424308,1,C0971025
2780158907,1,C1081357
2910744550,1,C0007020
2776115401,1,C0917787
2781059250,1,C0998452
107824862,1,C0005456
36462376,1,C0679952
2780630137,1,C0926784
2778882282,1,C0042006
2777550702,1,C0023531
193469717,1,C2936482
116642361,1,C1563266
513193947,1,C4046030
2779454807,1,C0376620
142259097,1,C1881065
2779431889,1,C0007404
156004811,1,C0449822
139522298,1,C0140281
114611597,1,C0681260
8213797,1,C0231832
2780231208,1,C0019077
2909457774,1,C0870961
2781061982,1,C0936070
2778670039,1,C0025033
2777373371,1,C0043349
2778202721,1,C0596170
502989409,1,C0376650
2775929177,1,C1527709
2777612826,1,C0021585
2908542902,1,C0282592
75385678,1,C0230840
2778074268,1,C0036631
2775913212,1,C0016204
3018727167,1,C0150632
2992339995,1,C0079381
2779245040,1,C0001825
126855140,1,C0289174
2778104916,1,C0086511
2779495234,1,C0074719
2781131524,1,C0971876
92652530,1,C0679220
2777223244,1,C1455736
162847780,1,C2350825
170595211,1,C0237731
125245961,1,C0678578
78085059,1,C0428772
2909528719,1,C0024853
38349280,1,C0806140
3019879682,1,C0595940
3020775670,1,C0018735
2776931103,1,C0029903
2776444349,1,C3914442
2777307526,1,C0078228
2777578687,1,C0043354
2779431974,1,C0014008
2777646958,1,C0074493
2778902744,1,C0162769
2780285475,1,C2985547
2993084020,1,C0020275
105458232,1,C0872304
125009961,1,C2732543
152213855,1,C1455741
2778553741,1,C0006006
2781142105,1,C0446846
2776548475,1,C0026654
2987080232,1,C2936633
2776541429,1,C0029456
2779463773,1,C0055147
2778486617,1,C1569839
2777706064,1,C1527336
141814087,1,C0041241
2909706936,1,C4277548
2777747321,1,C0013085
2776735402,1,C0040083
2779492255,1,C0206366
2911118192,1,C0162557
2779385247,1,C0020608
79225920,1,C0597776
97350851,1,C3813166
2909593344,1,C0278024
3020507314,1,C1262869
2781223772,1,C0015641
2778529550,1,C0029423
148102462,1,C1512243
2911039197,1,C0022089
