citing_work_id,reference_seq,cited_work_id,pub_year,cit_window,is_self_cit
2069206060,49,4237171445,1961,43,0
2973023249,11,2117013291,2015,4,0
2746085153,8,2002122732,1986,31,0
2031660264,15,2040343112,1978,23,0
2558687414,110,2149619603,2005,12,0
4385684799,37,2890371891,2018,5,0
2131321534,33,2173300492,2003,8,0
2569384442,11,1998287125,2006,11,0
4377293140,47,4225412170,2022,1,0
2177551444,28,2066618067,2008,7,0
4321607197,13,2031842395,2003,20,0
2022388341,6,2155144396,1988,7,0
3208829640,10,1981646498,1979,43,0
1994467967,37,2076940349,1967,9,1
2121449191,7,2065514693,1984,1,1
4229505479,20,2413640223,2015,4,0
3210278008,2,1533439727,2010,11,0
2113262487,48,2142117803,2003,5,0
3121897449,13,2153511086,2001,8,0
2036788528,40,2145805004,2001,3,1
4388006646,162,4372403833,2023,1,0
2996384962,39,2313950432,2012,7,0
1990600809,6,2008185383,2000,0,0
2083535002,4,2081964514,2010,3,0
4390049559,37,2606807868,2017,6,0
4319066919,2,1519310627,2006,17,0
2113078275,7,1986288253,1967,2,0
4391876447,23,4385455965,2023,1,1
162959144,3,1933294208,1980,27,0
2062928655,26,2009940422,1981,21,0
2033891460,5,1544268886,1922,92,0
2624645844,11,2005667325,2011,6,0
2096823647,17,616959217,2018,-17,0
4200045188,69,2052109061,2012,9,0
4391572990,64,4319159575,2023,1,0
2168326511,20,2122665129,2011,3,1
4389069933,3,1994468589,2010,13,0
2091251669,8,1969027046,2008,5,0
2367992792,21,2145265567,2005,4,0
3100689665,29,3098310210,2016,4,0
4382631830,16,2526987295,2016,7,0
2962726112,7,2154972590,2012,1,0
2161803131,4,2026917510,2009,6,0
4220927606,9,2092582128,2011,11,0
4385483268,17,3127116215,2021,2,0
2039947319,22,4295021009,1976,15,0
2041977286,2,1986560382,1991,6,0
4377003418,5,1643509245,1985,38,0
2782358968,6,2116448366,1986,23,0
1771622725,31,2130692592,1992,8,1
4399732381,29,4308649810,2022,2,0
4380716531,8,1997838711,2013,10,0
4283756536,21,2940604743,2017,5,1
2067547692,27,2116574361,1991,5,0
2808921508,12,2076575295,2011,8,0
3183349962,21,2524515597,2016,5,0
2007810522,22,2073046913,1986,8,0
59185995,139,2042439280,1997,14,0
4315629381,145,2324019211,2017,6,0
4210785013,5,1979722307,1995,27,0
2072556130,8,2133190748,2009,0,0
1994562034,32,2284540455,2001,10,1
2112225874,4,2158902874,1979,23,0
2885135019,3,1512857546,2000,18,0
2035151108,36,2038124483,1961,46,0
2340958899,53,1982667269,2013,4,0
3027171401,47,2158755269,2006,14,0
2897437775,5,1943359722,2014,5,0
883176666,186,2164800766,2000,14,0
2492000444,87,2110321066,2004,6,0
4386410083,102,4289288058,2018,5,0
2062109909,9,2091668802,2009,4,1
1483439753,8,2023413070,1999,12,0
2060095471,35,2138752916,1954,28,0
1775011080,4,1480096267,2007,3,0
2120064035,11,2028222753,2000,1,0
1991173543,23,2111607155,1991,21,0
1975257196,24,2112999822,2006,9,0
2919286595,36,1989260164,1973,45,0
4387996302,16,2045186747,1968,55,0
2965429552,22,2177319553,2002,17,0
4309370719,45,2518762646,2009,14,0
2915228189,25,2794919087,2002,17,0
3025218369,2,1872118948,2001,19,0
3015551811,124,2376573086,2016,4,0
2149465071,13,2056158695,1993,21,0
3153088059,9,2093375256,2012,9,1
4391508347,11,1992286240,2000,24,0
1997528927,5,1996343959,1966,4,0
4318269841,18,2554684437,2016,7,0
2770827820,21,2117876140,2008,10,0
2080543048,23,1831598597,2001,3,0
1974643424,2,1975412441,2008,2,0
4285809232,43,3157390639,2021,1,0
4313042540,54,2897866431,2019,3,0
2006317200,47,2066732012,2009,4,0
1999520031,3,1703559064,1995,20,0
3187636820,33,3113378943,2020,1,0
2565657309,55,2144306548,2011,5,0
2942318130,49,2913743044,2019,0,1
2955236317,18,2346146157,2017,1,0
2077762262,1,1975981094,2001,11,0
3212215844,35,2320843548,2014,7,0
4295268327,120,2763801888,2021,1,0
2499005257,94,82724739,1978,10,0
4211037353,36,1975963693,1993,6,0
4395704752,48,2062676916,1996,28,0
1988935035,42,2157961752,2009,4,1
1991819179,7,2004004385,1997,4,0
3138002334,10,2007354244,1995,26,0
4221018714,56,2332293366,2016,6,1
348837767,49,2044213430,1996,16,0
1487570891,15,2042309714,2005,4,0
4399199354,102,3194830858,2021,3,0
2991058226,40,2887705226,2018,2,0
2168081842,72,2162837978,2009,1,0
1997934771,27,2090548298,1995,8,0
1969041611,40,236545901,1990,6,0
3001551758,18,2014577502,2013,7,0
3004996131,71,2892138956,2018,2,1
2104287065,272,567957110,2009,1,0
2228518708,114,2123243207,2008,8,0
1977081494,5,1547269625,1976,3,0
2131221453,38,4302870386,1996,15,0
3016997721,8,2004407575,2005,15,0
2273974721,156,2051026238,2004,9,0
2038396450,28,2118508906,2003,2,0
2054640411,7,1994065366,2006,1,1
2007340575,2,2044402758,2002,9,0
1977910588,22,2802739963,1999,-11,0
3025998263,15,2152246064,2012,8,0
2115605493,9,2429714825,1965,38,0
2594184034,13,1986609823,2012,4,0
2065531992,1,105839754,1997,18,0
2007706223,8,2009349975,1973,25,1
2982905117,972,2325461462,2003,16,0
4399998549,25,3097270632,2020,4,0
3130504779,6,1964495448,2012,9,0
3216168377,8,2084573167,2012,9,0
2902188061,375,2151328940,2006,12,1
4245178550,4,1989805347,2012,4,0
3026544498,19,3016230293,2020,0,0
2011942688,44,2073581957,2005,7,0
2056865770,3,1978975755,2007,2,1
2002848484,9,2112858622,2006,3,0
4322009554,1,1482466176,2000,23,0
2110364440,50,2319331572,2011,1,0
2320201632,32,2028864114,2013,3,1
3152440745,6,2134578909,1992,15,0
1997444958,27,2091866882,2007,8,0
2783264868,5,2019426948,2012,6,0
2758899635,10,2013607204,1995,22,1
3199173348,19,2088522133,2012,9,0
1979629928,2,1970697174,1998,3,1
2949333191,2,1871852719,2006,12,0
2155633603,40,2093947703,2003,11,0
4297441307,32,2091160252,1934,88,0
2146451994,66,2011154488,2000,12,0
2951228314,17,2067322275,2000,5,0
4400781719,18,2209477146,2016,8,0
1495708361,120,2418279957,1997,17,0
4220953238,29,2002083418,2010,12,0
1529754381,56,2029164849,2005,2,0
4322123839,29,2947780823,2019,4,1
3161371895,30,2102575567,2012,9,0
2339718181,1,1486687115,1988,29,0
2165586906,2,1991088783,2003,9,1
2985315344,30,2566685601,2016,3,0
2102275044,53,4250025056,1991,2,1
3047512053,14,2019224842,2011,9,0
280420503,6,280098528,1994,7,0
2045457878,1,1566585014,1968,4,0
2797963859,39,2540024008,2013,3,0
2939498803,19,2155551092,2008,11,0
3216587026,145,2114826363,2004,18,0
2180139331,98,2112388240,2002,13,0
4210994653,21,2899356345,2019,3,0
2807416961,5,2001746028,2014,4,1
1986597257,34,2162905199,1991,4,0
2895820020,67,2067826589,2015,3,0
2417180538,5,2279734336,1956,6,0
911755930,8,2065213831,2003,6,0
3038241282,44,2102175027,2013,7,0
4386716115,3,2141729501,1999,24,0
2001219936,87,2331368237,2010,2,0
2006352936,12,2054994497,2005,1,0
3046477344,67,903555059,2015,5,0
1015866610,79,2018646351,1992,20,0
3038981710,8,2341139844,2016,4,0
2567650737,57,3104001197,1998,18,0
2025605406,8,2049243667,1983,10,0
4235993008,98,2169030660,2009,13,0
340334757,5,2034808681,2009,6,0
2015712887,13,1971188324,1994,8,0
2144104246,41,2137323524,2013,1,0
4245367146,198,1690113279,2008,3,0
2082679328,26,4238041301,1981,21,0
4396951035,25,2985830274,2020,4,0
2246428958,54,2143189598,2003,2,0
2158670094,17,2164369251,2006,7,1
4315631634,57,2031822029,2010,13,0
2465399695,105,2176033783,2015,1,1
2156131156,15,2158860758,1997,3,0
4205742210,9,2128507180,2012,9,0
3105156583,8,2065460947,2003,17,0
4401049041,19,2040603906,1974,50,0
1724044724,22,2022658382,1994,17,0
3209223131,35,2152458080,2000,21,0
2061114600,41,2171422241,2007,4,0
3032995756,18,2799177124,1967,53,0
2040678660,36,2322725868,1963,26,0
2113770183,1,1148911699,1994,17,0
2265386742,52,2400853250,1983,2,0
3120522581,15,2176993623,2003,18,0
4390662429,102,4210606735,2022,2,0
1996250720,2,1486047133,2010,-7,0
4386006127,164,1993939221,2005,11,0
1974567364,6,1986187534,2003,2,0
2110501696,83,941717779,2012,3,0
1964944097,21,2006877529,2000,1,0
2772934192,32,7350219,2014,3,0
2316036519,3,2075100344,2001,12,0
1969300838,2,1978161921,1989,17,0
4383499753,20,2557272210,2016,7,0
2260729506,23,2024602151,2002,13,0
2130278230,12,2096213592,2001,5,0
2252439193,56,2066315559,2012,4,0
2928493557,25,2124936170,2012,7,0
2606582234,22,2610931724,2017,-1,0
2018118584,19,2396882108,1979,13,1
2014385228,44,2047849079,2008,6,0
2883919796,36,2020769256,1991,15,1
4292178271,57,3100125480,2018,4,0
3048695032,40,2765998438,2017,3,1
4379193832,177,3084028851,2020,3,0
4389233904,40,2988464219,2019,4,0
2914721828,21,2058620367,2008,11,0
2931694573,23,2051723070,2004,15,0
2121243734,7,1854040290,1998,1,0
2097576102,18,2051198889,1972,21,0
2038257719,16,2067459609,1995,0,0
2944246038,6,1995972389,2009,10,0
2316578832,8,2017109219,2003,9,0
3146650102,67,413504254,1994,25,0
2125273418,4,1977886986,2011,2,0
2950493489,13,2090135401,1985,11,0
2040544606,123,2165156794,2004,11,1
2003009166,34,2324249066,2001,11,0
2046797787,39,2796752327,1977,14,0
4392453555,12,3022176107,2020,4,0
2085715723,8,1971926721,2004,2,1
1953596654,13,2063412391,2007,4,0
3206916854,9,2301690867,2016,5,1
2332755220,13,2037328774,1984,28,0
1963667248,16,2026597526,2001,2,0
2335262825,6,1980472411,2008,6,0
2922992329,13,2044562830,2015,4,1
2097985242,17,2485174060,1970,30,0
2949416048,50,2075331865,1998,21,0
2037396225,10,2468253180,1983,3,0
4220782618,22,2020112620,1999,23,1
4387865753,4,1774644700,2012,12,0
4399586394,4,3082445838,2020,4,0
4391536358,8,2126619093,2012,12,0
1966046504,14,2105217315,2011,4,0
2313101547,4,1964373691,2014,2,1
2921531627,27,4234756224,2004,14,0
4309029977,31,2078553828,2012,10,0
2014345826,28,2320147764,1999,8,0
4391112238,34,2074223244,2014,10,0
3080848343,43,2975928965,2019,1,0
2016040861,1,129171719,1980,30,0
2043382077,1,1595123259,1928,8,0
3119389919,34,2808229454,2018,3,0
4389940325,12,2483501522,2014,9,0
4388551803,432,4251992738,2002,21,0
2110408250,18,2016593506,2003,10,0
2883855554,5,2008665873,2000,18,0
2793737976,28,2163108910,2006,12,0
2205598340,10,2077203731,2005,10,0
2503511058,46,2111293222,2006,10,0
1650448788,24,2116887614,2011,3,0
3172138461,122,3013433240,2020,1,0
2326006502,17,2523184918,1999,6,1
2998121352,24,2553714114,2016,4,1
2947382436,20,2157300266,1954,51,0
2971649187,12,2004576468,2007,12,0
1979287898,1,1560706084,2011,4,0
2169231734,30,2133493855,1992,15,0
2738254681,8,1984792953,2010,7,0
3034240408,1,1413404036,2015,5,0
2013885943,7,1966941215,1962,42,0
2775592169,4,1963721320,2015,2,0
2134657474,73,2315178495,1983,31,0
3099290263,14,1728884381,2014,7,0
3197840494,48,3039422455,2020,1,0
2183667812,19,375732654,1988,12,0
3159633785,35,3012935997,2020,1,0
2118160663,4,2042815690,1998,7,0
2033480709,22,2415087595,1983,14,0
2417808907,14,2004072663,1997,2,0
2021141826,37,2058698452,2007,3,0
1972555565,12,2102260998,2005,4,1
4289261727,4,2311394195,2015,7,0
4211135055,545,4243568255,1982,30,0
3023506275,16,2783735100,2017,4,0
3099298787,110,2950115001,2011,5,0
2027314730,35,2093817059,1993,14,1
1657720621,24,2067299834,1979,10,0
4381486347,60,2960197652,2019,4,0
2791621692,27,2340980353,2016,2,1
1990017689,13,2020663344,2002,3,0
2101549926,108,2275418216,2000,9,0
2050440970,5,2054016504,2006,8,1
2163645937,6,1779075490,2005,8,0
2289338532,35,2116332204,2012,2,0
2477680317,49,4249235436,1976,26,0
2226992326,70,2091211419,1994,21,0
4391221016,20,2151996023,2012,12,0
2106222893,11,2025313964,2007,3,0
2291335974,7,1986619928,2007,6,0
1997520118,13,2017323540,1996,2,0
2992542388,195,2551273870,2016,3,0
2917436046,36,2048246874,2004,15,0
1497643657,153,2079273153,1992,3,0
1796325952,36,2114648976,2002,1,0
2185456241,2,1679685803,1986,13,0
133030056,59,2028611774,2000,5,0
2143669931,3,1589947808,2003,10,0
2086356463,34,2117260412,1994,3,0
1960783300,11,1983423658,2000,3,0
2939623881,11,2036682949,2002,17,0
2917372515,32,2149851815,1963,56,0
3111779062,21,2150334056,2014,7,0
3212197445,136,2041624270,1991,28,0
1909900286,7,2086285508,1999,2,0
2613574932,76,2132609575,2011,6,0
4210848674,40,2740950086,2017,5,1
3182497841,24,2143246079,2015,6,0
2003280679,59,2412473917,1998,3,0
3093369734,13,2344934103,2016,4,0
4210969457,294,2172371977,2000,20,0
3101067440,4,2011983286,1980,23,0
3211250919,171,2766962312,2017,4,0
4378695373,52,2969032326,2019,4,0
4323244612,71,4306403191,2022,1,0
4224933773,16,2725685891,2017,5,1
4391177044,13,2626282436,2017,7,0
4385459874,292,2776282735,2017,6,0
177704084,78,2073138786,2000,13,0
2332254799,2,2067292610,1990,5,0
2100206266,42,2413318085,1959,18,0
4312559818,17,2011201897,2011,11,0
2042602698,72,2597616474,1998,8,0
3016239596,58,3087911555,2020,2,0
1561177093,8,2050839679,2004,6,0
2626505675,78,2120267228,2012,5,0
2475266539,20,2159674660,2010,7,0
4394740267,184,2895275456,2018,6,0
3114888739,11,639447722,2007,13,1
3102178762,59,3105508249,1999,21,0
2088097044,8,2106782906,2012,2,0
2009149997,17,2062248435,1989,2,0
3163844988,9,1839574725,2000,19,0
3127772673,50,3098114531,2007,14,0
3174660635,12,3004709581,2020,1,0
2006739916,3,2047368923,1966,6,0
2121494157,205,2142706873,2002,3,0
2967449973,39,2054810346,2008,11,0
1971663697,6,2065221932,1988,10,0
2291542455,3,1525271152,2002,12,0
1974417968,3,1964087663,1998,16,0
4243409564,7,2010696575,2000,16,0
2115527718,20,2023175613,1980,28,0
4387328477,2,1972618425,2012,11,0
2110758244,7,2013357679,2003,4,0
4396898209,8,2886924336,2018,6,0
2041447329,43,4302338619,2006,3,0
2218581725,1,1527038293,2011,3,0
94720155,3,1507519327,2000,4,0
2776453554,91,2507576254,2016,1,0
2802356194,80,2771773345,2017,1,0
1979332052,30,2593116088,2008,4,0
2932896553,157,4213283813,1913,106,0
3208481772,22,3044660350,2020,2,0
2169672217,38,2106701689,2012,3,0
2809528703,24,615245385,2012,7,0
2889479245,48,2306826501,2001,17,0
4372782052,7,1985484311,2014,9,1
2995452338,3,1493889568,2011,8,0
3172874024,1,1748899687,2017,4,0
4226057117,64,2622567515,2018,4,0
2067340349,5,2033319026,1990,3,0
2125516843,17,2065135792,1996,14,0
4386752757,17,2977647007,2019,4,1
2467736242,16,2007549712,2013,3,1
2104135003,2,1491311182,1997,8,0
2076995647,18,2415507371,1992,6,0
1998937223,85,2133439000,1997,12,0
3168618985,39,2090392691,2002,19,0
2113502353,11,2023826098,1992,12,0
2517783009,98,4213266866,2011,5,0
2133351172,73,2097629537,1993,17,0
4297215878,3,2091474443,2015,7,0
2544761694,4,2075011505,2002,4,0
2529210047,45,2151702576,2010,6,0
2339020512,1,1964961721,1994,3,0
1981154563,3,1990416764,1974,21,0
2571133872,3,2014264654,2008,4,0
4401486645,44,4388011643,2024,0,0
4388857447,7,155313056,2002,21,0
3128369543,39,4298235499,2012,8,0
3034077950,5,2008620264,1999,21,0
2136611414,35,2170190655,1998,5,1
1982949981,84,85091029,1980,31,0
2024107239,1,1844743435,1997,10,0
4288855013,12,3002561293,2020,2,0
4386736838,23,4285190763,2022,1,1
2017208446,20,2143396359,1987,27,0
2465016970,10,1983015196,1996,15,0
2319101493,23,3160139121,1970,26,0
4226480013,8,1839108339,2015,7,1
2980567662,3,1861204304,2011,11,0
2032135681,3,1753299421,2002,9,0
4293569053,21,3106249981,2020,2,0
2119794908,30,88438685,1991,9,0
4211141078,169,2053411637,1963,10,0
2529834300,14,1983947892,1986,31,0
2020859588,2,1985940938,1952,14,0
2061257990,27,2104500862,2005,8,0
2577641288,4,1972246624,1984,33,0
2060462469,7,1994844782,2000,2,0
3135139938,73,3150219083,2001,20,0
2144088019,17,2129312417,2008,6,0
4255637895,27,4243798266,1937,2,0
2015514113,27,2080148105,1965,27,0
2086433943,26,2123912984,2005,7,0
3091970352,19,2167332888,2014,6,0
2004633001,2,2019183121,1965,13,0
1939427312,5,2153114701,1991,12,0
2162158352,11,4285719527,1955,36,0
2609196261,26,2125863383,2009,8,0
2251110720,5,1566182035,1979,35,0
3176543406,190,2910150672,2019,2,0
3117961939,2,1585450711,2010,10,0
2397543860,29,2120026899,2006,3,0
4221039860,7,2011469214,2014,8,1
1801259242,73,565404331,2009,5,0
3096925649,87,2996861330,2020,1,0
4397290339,36,4319068318,2023,1,0
2074666364,3,1644793048,2011,-1,0
4391936116,47,4221033657,2022,2,0
3036825926,56,2000915565,2002,18,0
4303858892,56,3088403242,2020,2,0
160127297,22,2165526117,1995,9,0
4288464506,3,2084556987,2000,22,0
4388420369,53,2618001251,2017,6,0
4282842090,2,1191527691,2015,7,0
1978569792,7,1996307960,2014,1,0
3123291369,5,2015002144,2014,7,0
2613098567,31,2057354255,2014,3,0
3128243139,1,1597324468,2014,7,0
4385705799,21,4384817334,2022,1,0
4400722682,57,3164531078,2021,3,0
4200441286,56,2950860405,2019,2,0
2549238451,10,2098822498,2003,14,1
2079376121,21,1990101162,1993,3,0
1993115593,25,4234821777,1987,10,0
2887948608,18,3164231143,2008,10,0
1966553179,45,81416335,2012,3,0
2048443154,8,2003647075,2003,10,0
1965330098,1,1968359863,1971,9,0
4295279110,54,4230537873,2019,3,0
4401560418,20,2786671949,2018,6,0
3103580909,10,1988107237,1997,20,0
4400134556,1,1977725966,2008,16,0
2252686979,4,1968320447,2002,14,0
3193827216,1,1489921684,2014,7,0
2946568214,50,2625978131,2017,2,0
1974944486,2,1515020238,1994,12,0
4206325286,36,2302134090,2016,5,0
2113722698,29,2069652349,2005,7,0
2102202304,10,2145115256,2004,7,0
3156284402,261,2338213036,2015,6,0
3011952785,39,2070157171,2008,12,0
1968970869,38,4254040329,2001,7,0
2289530227,102,2158566320,2005,6,0
3018898917,6,1996145004,2014,6,0
2800693983,52,2172025889,2002,16,0
3090769019,39,2945715595,2019,1,0
2052493891,21,633907241,1995,4,0
2756094866,28,2129057559,2005,4,0
4318259974,1,14104846,1997,26,1
2804691304,33,2076450238,2003,15,0
2627177949,42,2313220696,2011,6,0
2063798454,34,4240845625,1987,10,0
2523254032,54,66392269,1994,21,0
2903052830,5,2001773208,2007,11,0
4367060025,39,4206905487,2022,1,1
1484036350,6,2028525827,2010,5,0
2986205304,30,2912174957,2018,1,1
2103432726,1,1561801847,1994,17,0
2907785748,53,2779881102,2018,1,0
2300153726,21,2057515257,2010,6,0
2054008117,13,2033545482,1974,7,0
2606553314,34,2042090589,2006,11,0
2214313309,4,1483958299,2008,4,0
2157171051,72,21211165,2008,5,0
2075004701,14,2046011888,1983,6,0
2808135056,17,2024810474,2002,16,0
2023339037,8,2015115158,1996,9,0
2908557072,5,2016302403,1976,45,0
2087033999,17,2087745454,2000,6,0
4320922959,10,2981641397,2019,4,0
2517363113,11,1982479612,2015,1,0
2489409532,53,3174832955,2016,0,0
3045937091,17,2419196347,1991,29,0
3037606313,6,2008710965,2015,5,0
1514959762,8,4285719527,1955,51,0
4391407082,1,1544770838,2009,15,0
2944313104,85,38851541,2014,5,0
1997006075,19,2112287406,1981,8,0
2035711242,90,2067022644,1999,13,0
2565937333,15,2177326849,2015,2,1
3081432099,12,2552444171,2016,4,0
2057623606,22,2163316510,2005,6,0
2134461294,7,2049295628,1992,1,0
2147241606,38,2071156285,2007,5,0
3137713364,39,2975446510,2019,2,0
1994518169,10,2019663610,2009,1,0
4295165961,40,3113196149,2021,1,0
2109415222,10,2162458714,1983,14,0
2105237348,5,2003280266,2007,7,0
2947801077,15,2767484307,2017,2,0
1826909858,6,2077119584,1996,19,0
2521260625,15,2072230421,1997,19,0
4211235103,57,2342394313,2016,6,0
2274599265,206,2789011358,1993,15,0
1988784988,112,2153129612,2001,12,0
2089208152,37,2000021424,1999,15,0
2146225507,16,2011518432,1973,29,0
2324679374,8,2014344832,2005,9,1
2928398243,6,177052853,2004,15,0
2994648147,26,2107689499,2013,7,0
4309720488,13,2165397005,2007,15,0
2989655711,8,2201929795,2010,9,0
2592339691,42,2010033677,2009,8,0
1987956824,4,1969350063,1974,11,0
4316082704,5,1480037891,1987,18,0
3139322149,31,2107872165,2011,10,0
4205530080,144,2341916721,2016,6,0
2031457512,2,1968827430,1990,3,0
4387673669,67,4363674467,2023,0,1
1999766969,45,2160969889,1998,11,0
2510589712,7,2066748351,2010,4,0
2331129960,2,2045551957,1998,18,0
2203159488,20,2060468591,2009,6,0
2493401407,221,2081197394,2008,4,0
2329350169,29,2405109712,1988,1,0
2004635577,24,2011700728,1994,10,0
1620845678,107,2046684566,1971,1,0
3081417556,26,2943063718,2019,1,0
2077924453,1,1975784981,1988,0,1
4225473684,10,2065973977,1975,47,0
2979530677,11,2062720097,1980,40,0
2768985918,32,2238822866,2016,2,0
4394726580,32,2259948660,2015,9,0
2011648779,31,2169090745,1973,40,0
2021136272,39,2085081711,1986,2,0
2588210629,8,1493517929,2004,13,0
2011292911,17,2056511881,2012,0,0
2844449067,19,2581683766,2017,1,0
4391275341,27,2047137109,1992,32,0
1191960083,78,2131289565,2011,4,0
2209401586,1188,2887868855,2018,4,0
1964879099,7,1994179265,1966,43,0
3188712324,42,2887282163,2018,3,0
4200017417,4,2096922130,2011,10,0
3036332813,8,2088912282,2014,6,0
2039177150,3,2013210669,1987,8,0
2892018359,190,2031143666,2011,8,0
4401552490,30,2330748614,2016,8,0
2150041995,7,1822366055,1997,1,0
2790205431,3,3096069040,2002,15,0
1966795818,4,1984983938,1979,4,1
4385370959,24,2999058740,2020,3,0
2170091200,8,1998062602,2000,12,0
207573812,231,3125104611,1988,20,0
3153143700,7,1877403214,2001,20,0
2908703657,14,2617967190,2017,2,0
4396974248,12,3007597824,2020,4,0
3146269950,23,68324521,1994,27,0
3017272748,18,2157303160,2002,18,0
3136153980,15,2041140920,2010,11,0
2154603970,4,1999240162,2010,4,0
2065107648,4,1987446061,1999,6,0
2025833270,32,2068112221,1990,16,0
2895524180,56,4239659828,2011,7,0
2349410698,8,1976331725,2002,9,0
2921554392,2,2076452041,1978,41,0
2888933816,40,2105807803,2008,10,0
2069035500,27,2083524467,2012,2,0
2948506329,1,2004856619,1977,42,0
2891433771,4,1580294754,2003,6,0
2906599570,2,2020064457,2010,8,0
176936747,9,2067347484,2005,9,0
2515286644,58,2163521196,2004,5,0
2767138682,65,4211067740,2006,12,0
2529125690,4,2410179856,1986,7,0
2954179187,19,2001671234,2013,6,0
2466854943,53,2331452414,2011,5,0
2089220568,40,2228727557,1971,43,1
3004402077,4,1920198420,1980,39,0
101860003,28,2037504499,1970,5,0
2127425892,13,1991104950,1992,8,1
2030172488,21,2034724569,2010,3,0
2344295314,21,33472307,1990,26,0
2065793647,1,1510086989,1992,11,0
1979275996,107,2114569219,1987,11,0
2173485437,27,2072091833,2003,12,0
3104229995,36,2092797622,2010,9,0
2944558837,2,1486329624,2003,16,0
4360856438,28,2167379869,2013,10,0
3131658494,73,2107750829,2002,20,0
2785122803,14,2001768718,2010,7,0
4296821609,24,2897672743,2019,4,1
2801693445,21,2794638914,2018,0,1
2052479072,12,2023208343,1987,9,0
4317358900,45,2942771970,2019,4,0
1550105278,21,2010630183,1974,0,0
2543646927,310,2423627152,2016,0,0
4396750566,4,2139196777,1981,43,0
2137095904,10,2010084749,2000,15,0
2062043277,95,2003329456,1997,8,1
4380519991,273,3084305427,2020,3,0
4245236489,547,2161617464,1995,18,0
286786561,31,2116779449,1982,9,0
4297984112,37,2128063994,2015,7,0
1984527503,19,192694488,2006,4,0
1968545213,12,2013789523,1995,1,1
4396492298,2628,4395371307,2018,4,0
131234203,11,2064374220,1995,14,0
2184808114,20,2084953177,1998,14,0
3199494690,8,2066931959,2005,16,0
3212593421,13,1981500982,2012,9,0
2938376689,16,2048182928,2009,10,0
2890415599,43,2105707021,2003,15,1
2099328859,3,2086881574,2011,1,1
3169198106,20,2295604546,2015,6,0
2760250057,20,1991191399,2006,11,0
2883704301,16,2035111871,2015,3,0
3101730886,52,2035541286,2013,3,0
2004787476,10,2049593972,1994,18,0
3174397809,31,2074013483,2002,19,0
2897977040,24,3124269743,2009,9,0
2040270081,15,2009514561,2007,7,0
2024416261,17,153607609,1998,2,0
2078466994,2,1977948680,1990,4,0
2187736463,6,2024096406,1974,10,0
2947673454,21,2265749859,2010,9,0
2110660289,29,2067175697,1999,-1,0
2083516144,11,2047139357,1976,25,0
2005285331,18,2138542362,1982,5,0
2082666596,13,1593960337,1971,35,0
2754982590,17,2006619554,2015,2,0
2609304925,41,2012173496,2013,4,1
2059248226,3,1571835867,1994,9,0
2175553316,29,2040614331,1993,10,1
2095914137,11,2132935967,1929,27,0
3217429391,25,4292779060,2020,2,0
4395017370,40,3026768994,2020,4,0
2904933426,9,2002642127,2011,7,0
2033955091,14,2035737002,1995,5,1
4281643031,15,2610332124,2017,5,0
2019753069,151,4236870920,1996,16,0
2782599016,15,2434014514,2016,2,1
3036207412,11,2398989884,1982,38,0
4392448927,1,1594294799,2002,16,0
2033261070,17,318760350,1984,3,1
3126595356,94,2897981765,2018,3,0
2982437943,31,2575597094,2017,2,0
220141926,7,1975362317,1990,5,1
3200798099,29,2775615548,2018,4,0
2112855717,23,1989603463,1987,6,0
2027686456,44,2105829167,1980,1,0
1971241349,6,1978391518,1992,17,0
2138452398,49,2049529051,1976,30,0
77685194,5,1979866237,1994,4,0
1964161807,13,1986097454,2001,13,0
2131074211,155,2022110250,1996,8,0
2504182825,8,2024299236,1996,20,0
2955490104,39,2097788276,1999,20,0
1993411574,34,2033876728,1986,23,0
3027454050,13,2083063557,2015,5,0
2346752197,12,2082209128,2003,13,0
2973083912,26,2016292706,2013,6,0
4378229288,25,3022799436,2020,3,0
2038678408,28,2384178955,1987,1,0
4323666325,28,2057050412,2002,21,0
2119359735,4,1508173163,1992,4,0
3128308565,4,1588931168,2001,20,0
3114531213,26,2886191429,2018,3,0
3203594660,13,2508666590,2017,4,0
2057673366,16,2322266081,1959,11,1
2136684461,6,2138431786,2003,3,0
4244522206,149,1985303830,1963,9,0
2076776717,18,2796443302,1998,1,0
3199409992,18,2118002357,2013,8,0
4286543216,19,2102360650,1994,28,0
2601471451,2,1550078033,2010,7,0
3110270410,3,1975160707,2013,7,0
2181532582,10,1967951903,2012,4,0
4393856175,35,4223593253,2022,2,1
4376891959,69,2954996726,2019,4,0
1589680485,2,1764912929,1977,29,0
2012185866,51,2063024721,2011,1,0
3011124571,19,2025059510,2010,10,0
2808940281,36,566860208,2016,2,0
2744967972,20,2131042564,2012,5,0
4394608641,71,2590450103,2017,7,0
1999758156,21,2038638713,1999,8,0
2021944758,9,2046033161,1964,42,0
4254235740,33,1677800833,1931,3,0
3002091492,43,2142736125,2005,15,0
4231146812,63,2775538622,2017,2,0
4255332269,43,2055093309,1996,4,0
2981285097,8,1984564341,2010,9,0
2224913549,118,2102453194,2010,3,1
2951508767,61,2123564569,2009,10,0
3162608978,30,2083416749,2014,7,0
4389482566,32,3133536094,2021,2,0
2157756800,8,1964064352,2001,3,0
2040116680,9,1996853356,1991,2,0
2008057284,41,2067378535,2013,1,0
2605191936,3,1979879760,2008,9,0
4311450905,5,1983694849,2002,20,0
1968615933,33,2144634347,2001,3,0
