citing_work_id,reference_seq,cited_work_id,pub_year,cit_window,is_self_cit
2617607450,22,2041591669,2014,3,0
2529169580,5,1546143272,2001,15,0
2151887552,15,3096977820,2010,2,0
4206106649,1,143952810,1991,30,0
2007425716,24,2083820333,1998,5,0
2054508521,29,2124659021,2012,3,0
4242548956,3,1991169492,1992,15,0
1974405050,10,4292101282,2002,5,0
4224124937,44,3032937134,2020,2,0
3111712739,97,2797802114,2018,3,0
2903314922,66,2287026463,2015,3,0
2061984257,16,2003306731,1989,19,0
3112107364,21,2532801510,2016,4,0
2888069589,12,2136398072,2005,13,0
2077226168,80,3125367095,2009,0,0
4389352441,21,4308085963,2022,2,0
2770150241,7,2011705277,2013,3,0
4378211254,2,1501948496,2007,16,0
2068131131,20,2068495041,2004,4,0
4392776154,94,2020319003,1984,40,0
2259227109,130,2152386842,1996,23,0
3131333031,182,3126145052,2004,17,0
3130577282,26,2076756751,1997,24,0
2344720934,6,2028590839,2014,1,1
1581648025,364,2127701513,2008,0,1
2757927109,37,2086287827,1998,16,1
2324736404,10,1984832699,2009,5,0
4391154451,14,2006589233,1997,27,0
2029937149,31,2023609273,1983,9,0
95095930,31,2012252610,1999,8,0
647600840,8,2033423258,1942,2,0
199135678,4,1539928938,1950,1,0
2799406432,51,2724462335,2001,14,0
2761200943,98,2056330418,1996,26,0
4400786281,116,3159696906,2021,3,0
2089315388,1,1487923163,1998,11,0
1954923978,48,2132409299,2012,3,0
4396686566,17,2954453981,2019,5,0
3154551792,12,2151383246,2015,2,0
2129487554,139,3135757302,1987,12,0
3002882739,15,1973764317,2014,6,0
655345711,18,2050529323,1984,2,0
4250409442,30,2114629982,1996,4,1
1512364887,13,2015779517,1990,12,1
4210307288,7,2077947904,2002,20,0
2931687150,17,2137310032,2013,6,0
2791271639,7,2021270288,2012,6,0
2093439379,42,2170900142,2002,3,0
3005038671,42,2928446526,2019,1,0
2119828410,14,2066447564,1996,14,0
3174095671,26,2538465384,2017,4,1
4293175961,65,3021485611,2020,2,0
2046599839,29,2034446170,2008,2,0
110668702,21,2058374049,1996,2,0
4386526216,9,2036773337,2008,15,0
4290995911,11,2569607568,2017,5,0
1965121539,18,2009018938,2004,1,1
2292223788,4,2016750201,1982,29,0
4381573562,6,4225726266,2021,2,1
4239829682,11,3120854545,2020,0,0
3034633526,67,2563823796,2017,3,1
4220685047,68,2562812629,2016,6,0
4386176626,103,3008466052,2020,3,0
2511974391,48,2095079348,2006,10,0
2808356836,2,2138694689,2008,1,1
2965145194,69,2117842413,2004,15,0
2036859531,13,2007069792,2007,7,0
4392282774,49,2129972564,2001,23,0
2595925100,144,2075157454,2003,6,0
2061376475,3,1538934614,1998,16,0
1983110705,14,2051273961,1975,2,0
2141532260,26,2411663345,1993,2,0
1989889086,102,2122035381,1993,14,0
2079358601,41,2345903479,2002,6,0
4376129047,48,2062874772,2011,12,0
2162135846,19,2156633443,2020,-6,0
2007901468,31,3122419252,1992,17,0
1976799636,20,2080792039,1969,37,0
4396474815,9711,4395181170,2017,6,0
1985342161,35,2047059560,1953,59,0
4388109047,10,3001118548,2020,3,0
4388020757,19,2169588654,2001,22,0
1942322787,8,2065758985,2006,9,0
3049605978,46,2925972919,2019,1,0
277734628,3,1609319758,2006,1,0
2060482577,28,2087714620,1991,22,0
3145770291,47,2775104061,2019,1,0
2958772852,21,2314299722,2015,4,0
4391797271,28,4210818228,2022,2,0
4311158609,48,3122472102,2021,1,0
2056928600,3,2082283663,1970,17,0
2904138759,3,1932359992,2015,3,0
1973085419,72,2093898996,2003,11,0
2755762558,79,2154684458,2013,5,0
1989978255,1,2090250845,1965,16,0
2158632110,5,2028456990,1969,2,0
4384338727,41,3003542030,2020,3,0
2292645918,1,1595052838,2006,8,0
4392024819,11,2095330309,2009,15,0
1965789860,77,2317789093,1976,1,0
1994232027,5,1965440751,1998,16,0
4386798724,6,1965788651,2011,13,0
4211255187,535,2803575871,2001,19,0
2811243905,18,2809729918,2004,2,0
2032298909,3,2103587865,1950,12,0
3169337416,15,2043209709,2008,13,0
2127197437,13,3160954918,2012,-10,0
4303832884,37,3200985928,2021,1,0
2988805635,64,2602851126,1996,24,0
2904048005,83,2913376288,2004,15,0
3086170906,24,2166342986,2010,10,1
4400596628,32,2159990597,2014,10,0
2155375991,23,2025592993,1997,3,0
4385808478,44,2891113010,2018,5,0
2086026241,2,1539896512,1986,22,0
2056698160,41,2045974698,1960,10,0
4391155248,18,2808527288,2018,6,0
4368248445,5,2037921944,1982,41,0
2898334369,13,2802748225,2018,0,1
2032431344,21,2128158732,1974,15,0
2022922445,4,1913675936,1989,20,1
2071749236,56,4230280576,2004,5,0
4390576530,10,2101667962,2010,14,0
2076795982,17,2076262418,1982,19,0
2971755357,92,2582140652,2017,3,0
2330621262,64,2159954466,2006,9,0
4225709657,8,3114917315,2020,2,0
1922804742,31,2487728131,2010,3,0
4380997022,99,3110995485,2020,3,0
4213123409,18,2143612262,2013,9,0
2939538346,75,2748281696,2017,2,0
4285410858,10,2078374173,2012,10,0
4250974667,11,631387530,2006,7,0
4313166610,11,2112980403,2013,9,0
4395000585,1,1981996912,2007,17,0
2755180840,112,2335698939,1890,111,0
121657988,16,4213439731,1971,38,0
2522587317,6,2917733958,1982,34,0
4306249929,24,2067126321,2011,11,0
2045667803,13,2030106749,1999,8,0
4386393032,20,2891885128,2018,6,0
2084368515,2,1570762886,1993,9,0
2068842630,13,2092227202,1975,38,0
2885077534,40,2322557944,2013,5,0
4385459102,4,2012028997,1948,75,0
2039582394,18,2127616942,1962,25,0
4243085918,7,1506947145,2005,15,0
4243869448,33,1967937661,2010,6,0
1553683302,64,2035514317,2002,3,0
3114059121,22,2031003223,2012,9,0
2974446277,35,1945894299,2015,4,0
3118292854,74,2802152962,2006,15,0
2046686529,9,1994469944,1980,5,0
1973678913,22,2078951211,2012,3,1
2738031643,59,2196119475,2015,2,0
2084544049,44,2125144909,2003,6,0
2123195733,69,2072022402,2000,1,0
2751004740,31,2491697681,2016,1,0
3117433073,3,2058207471,2006,14,0
4237891834,11,1983961305,1998,20,0
3022580073,26,2049127971,1998,15,1
4220719978,43,3012914953,2020,2,0
2807571715,45,2103286082,2012,6,0
2129976884,61,2416841121,2003,8,0
3121112472,52,2511022073,2017,4,0
4286512477,89,2991505511,2020,2,0
193866305,180,601707756,2020,-23,0
2164990169,27,285471286,1992,19,0
1559221929,26,1977091402,2001,9,0
2302293510,259,2161051751,2005,4,0
2623690419,41,2314802188,2006,13,0
2160075053,6,2135157209,1979,15,0
2625332865,15,1997339601,2013,1,0
4244446792,2,1991795104,1976,28,0
1990154935,17,1997282250,2002,9,0
2543302538,36,2165167308,2012,5,1
4389511874,27,2909447632,2018,5,0
2994915391,125,2901369696,2019,3,0
3029338692,1,1317824,1973,6,0
2113690494,67,2010976270,1997,15,0
1492161308,58,2403406777,1996,8,1
1968085221,17,2046420543,1996,10,0
4385429271,49,4252942522,2015,8,0
4382677511,41,3015676991,2020,3,1
3041051721,53,2525514466,2016,4,1
4210500099,27,2521488069,2016,6,0
3213303002,29,2145013849,2009,12,0
2522686050,45,2068313794,1973,44,0
3211443554,26,2114424269,2006,16,0
2045810716,26,2063385760,2007,4,0
1006095037,3,1739321102,2004,9,0
3205866998,3,1999236759,2013,8,0
2220045568,109,3034504627,1869,100,0
2738872836,15,1971045205,2006,11,0
2973214339,3,1989904876,2013,6,0
4390605872,38,3015023401,2020,4,1
4213429554,32,3111205224,2021,1,0
2104731251,45,2167232152,1997,10,0
4290849676,186,3048358229,1993,8,0
1560427600,2,1524332357,1969,14,0
2123580394,22,2124601931,2001,12,0
4292454885,3,1979676744,1948,74,0
3125018868,19,2065286233,2015,6,0
2134744641,20,3005100802,1981,33,0
2977942580,38,2806134655,2018,1,1
2052647442,15,2026418864,2006,3,1
2013234607,17,2054573382,1992,12,0
2069867420,14,2001410153,1968,21,0
2304633287,64,1999959880,2011,5,0
3211384260,42,2121197326,2008,14,0
2312535874,8,4251850991,2009,4,0
2088955888,7,2150825860,2005,5,0
3177306739,32,2888509256,2018,3,0
2133154888,24,2118156651,2003,0,0
2109966109,30,2479188116,1995,12,0
3094135251,20,2080874312,2010,10,1
3013223546,29,2027559934,2014,6,0
2346884392,10,1978744386,1998,18,0
3041702590,4,1967756972,2014,6,0
2026131470,4,2137221171,2007,5,0
1819512283,7,243270425,1994,8,0
2144445658,28,2118723920,2014,1,0
2586466360,70,2216476090,2016,1,0
2788868526,15,2553141064,2017,1,0
1998279163,53,2150218224,2006,4,0
1978688255,16,1994332465,1993,9,0
4317214909,76,3125218820,2021,2,0
2405199870,4,1989224311,1989,14,0
2001790529,19,1964378193,1999,14,0
2022072826,16,2069885328,1999,1,0
2184142373,4,1977983964,1986,21,0
4389766609,38,857016637,2014,9,1
2274084819,45,2043440896,2001,8,0
782020642,38,2141915436,2002,13,0
193726964,84,639264898,1986,10,0
2307228699,4,2082978260,2001,4,0
2529146392,60,2767443199,1922,95,0
3180271406,3,1961941711,2012,9,0
4388957747,81,2043881376,1983,40,0
4253412728,2,2154762721,2001,4,0
4293431430,1,2067829898,2003,19,0
2135301926,12,2002827932,1980,22,0
4392648865,9,1998616945,2010,14,0
4387582363,28,3032670268,2020,3,0
3010056780,25,2069518949,1997,23,0
2299368909,25,2034689115,2004,12,0
4307475965,33,2463607009,2000,22,0
2750218732,22,2113190809,2009,8,0
4288843668,22,2767736150,2018,4,0
1900703787,22,2082101511,1997,15,1
2073873364,4,2057450938,1949,21,0
4327944330,10,2061762320,1997,26,0
2104672150,4,1554334841,1956,53,0
4308736428,19,2169456326,2012,10,0
1602631969,33,2036877938,1982,8,0
2762166246,2,1497368056,2012,5,0
2885847384,21,2565141285,2017,1,0
4379389378,33,2126208974,1975,48,0
1989180360,21,2131350133,2007,5,0
2012294310,10,1971920791,1967,14,0
2239443241,20,2020039621,2004,12,0
1498298412,1,1189739874,1929,39,0
4400954712,77,4200545792,2021,3,0
4399807149,21,4320490818,2023,1,0
2044910452,17,2022218363,1996,16,0
1973366584,6,1974183957,1980,1,0
4383961552,18,2109289008,2014,9,0
2187027875,42,2155324869,2004,7,0
2753585146,374,2143343444,2000,12,0
1711797882,55,2164817601,2010,5,0
2462469111,40,2198868487,2015,2,0
73461443,20,1982798992,1996,14,0
2173283996,18,2028712957,2015,0,0
2325272538,126,2274564491,2006,7,0
4393858382,38,3172182719,2021,3,0
2169056164,20,2171944112,1983,32,0
4312817319,1,2791242702,2018,4,0
4309577335,45,4220828922,2022,1,0
1994018291,36,4244833013,1969,9,0
1541281401,3,2069725254,2007,0,0
4237362583,6,1967256581,2003,3,0
2539193968,9,2055471201,2012,4,1
2061931914,16,2090883678,2002,12,0
2020711800,30,2315897527,1963,24,0
2950878196,127,2119583593,2002,4,0
4206409182,30,3092802840,2021,1,0
1969125246,24,2107177130,2007,3,0
4321105139,28,2765868282,2017,6,0
4212804165,36,6472261,1994,28,0
2769199451,1,1972782531,2011,6,0
2486680411,185,2075331908,2002,-1,0
2732283944,8,2332498135,1964,28,1
2979367627,17,2093366123,2013,6,0
2607503197,20,2028896216,2000,17,0
2066833152,7,1998018903,1994,13,0
2287589907,91,2123063982,1978,38,0
1981042177,21,2174915567,1982,5,0
4285602399,32,2792948943,2018,4,0
2908201907,3,1521477280,2013,6,0
2160142329,5,185409582,2000,9,0
4393163177,10,3035115782,2020,4,0
4211178290,100,2083514652,1965,49,0
4313367690,5,1584995788,2015,8,0
3155498428,13,2095728346,2012,9,0
2130747190,37,2418362627,1983,16,0
2794895878,24,2209431236,2016,2,0
2036146549,3,1995316758,1944,25,0
4233742108,33,2949310492,2010,6,0
1972672228,40,4251823193,1985,18,0
4211240660,797,230105516,1987,24,0
1524926235,164,2118364230,2012,3,0
3016201277,10,2017991901,2012,8,0
3141059641,92,2937351579,2019,2,0
2106728995,31,2077882875,2006,7,0
3012885056,45,2997716483,2019,1,1
2046163611,9,2080080183,2001,5,0
1976723797,22,2023301242,2005,6,0
1987072935,31,2600333403,1999,14,0
4386505039,16,4376272955,2013,10,0
4220794812,83,2895904418,2018,4,0
4361003460,77,4232382856,2003,20,0
1989202475,30,2144114922,2007,7,0
2489607336,56,1930047767,2011,5,1
3011873890,74,3098428596,2012,8,0
4250125750,114,2917286209,2019,2,0
3160647181,5,2057515749,2013,8,0
2045172203,15,2015795623,1986,27,0
4388413280,15,2769978823,2017,6,0
4211217122,107,2027081375,1985,26,0
2012859949,2,142734855,1998,13,0
3004852355,27,2360395777,2011,9,0
2263803764,2,1551721144,2001,15,0
2262987464,9,2103357445,1995,15,0
4323527489,5,2964550530,2019,4,0
1821549476,26,4285719527,1955,43,0
4387234763,15,3141816233,2021,2,0
2976254703,25,2751379301,1890,129,0
2769043190,35,2023288808,2008,10,0
4211123749,286,2159686118,2004,1,0
4297464288,49,3181117723,2021,1,0
2035473958,29,2120811819,2008,2,0
4282821637,13,2144284915,1991,31,0
1970492397,53,2334721944,2008,0,0
4286610767,31,2792088506,2018,4,1
1988919462,12,2249282913,1993,8,0
4360618903,24,2751201563,2017,6,0
1965926466,99,2136445954,2000,2,0
2160710558,61,2142884277,2008,3,0
2072838663,35,2372562222,2012,1,0
3175473669,1,1831632098,2003,18,0
4400189072,102,3107544793,2021,3,0
2608114743,59,2047203686,2011,6,0
2333277326,40,2076422580,1976,36,0
2046653955,19,2603452255,1971,2,0
2022551264,7,2031436996,1989,18,0
2315763342,21,560329334,1926,67,0
2899602172,17,1978724459,2014,4,0
4312924520,31,3183626520,2021,2,1
117147008,99,2029026250,1999,7,0
2490570619,198,2479785862,2004,3,0
4220853883,1,2022394079,2014,8,0
2126248375,3,1981215138,1991,7,0
4210471065,30,1987894689,2011,11,0
2182111619,28,2020053294,2003,3,0
2792456762,107,2588629476,2017,1,0
2546479461,36,2089356020,2008,8,0
1994246882,22,2045990371,2010,5,0
1858855953,7,1544601511,2006,5,0
2972089267,21,2150104072,2006,13,0
2990923938,48,2782226504,2018,2,0
4211077603,158,2068014054,2002,16,0
2161272173,54,2990108307,1977,29,0
2903013626,13,2023542644,1949,69,0
2086175302,44,2312577509,1988,11,0
4229025076,10,2031522329,2004,18,0
2017023943,17,2034488629,1972,3,0
2183740035,18,2410326006,1974,38,0
4393214843,24,2066484723,2002,22,0
2295725688,3,2066901048,1998,7,0
2107416100,21,2103245321,2000,10,0
2119774797,6,1564740758,2003,7,0
1531553653,3,1509466986,2001,15,0
3034466627,12,2159445854,1994,26,0
2314035630,30,2052411445,2010,4,1
2395450790,3,1654577366,2015,1,0
2037935274,5,2035461903,2001,9,0
4386739335,43,2791094573,2018,5,1
2786202881,14,2025898599,2011,7,1
4396806755,263,2406512752,2014,6,0
2155738878,1,131747578,2004,4,0
4211151087,2489,2165348349,2006,14,0
1524047056,249,4240888215,1967,16,0
2558680118,35,2054802006,2000,16,0
2946161022,1,1966427386,2011,8,0
4398204790,24,3040055296,2020,4,0
2163181456,60,2157403182,2014,1,1
2212657732,30,2055681266,2015,1,0
4281713121,17,3175116955,2021,1,0
1525614673,772,2313888338,1977,31,1
2895875086,16,95274411,2013,5,0
2217101114,19,606782638,1985,16,0
2346917703,30,2097706568,1987,29,0
3164467463,7,2079549578,1989,31,0
4233788184,6,1973747154,1995,24,0
3194338446,118,2804491658,2018,3,0
174994151,105,2070299436,2007,5,1
2006810033,2,1963787561,2006,7,0
4392920050,68,4315434533,2023,1,0
2010192765,13,2051759045,1964,17,0
1926052355,44,4237825106,2008,4,0
2981955098,4,1966189937,2013,5,0
3199553988,64,3015179476,2020,1,0
2994615016,200,2154172527,2006,13,0
3215132369,25,3125184834,2021,0,1
2103721538,40,2169286798,2006,5,0
2336062883,14,2153557264,1996,8,0
4384565562,4,2507126430,2016,7,0
1556920079,6,2170113998,1979,16,0
2612486260,8,1987647107,2005,12,0
2499438691,60,2166078169,2013,3,0
2405558886,2,1761828760,1999,10,0
3171833698,12,2885552723,2018,3,0
4382762589,14,2007835879,1997,26,0
3196199320,59,2913119674,2018,3,0
2026372343,33,2015305729,1999,14,0
1505664888,4,1663973292,2007,2,0
1775984519,11,2049160805,2001,1,0
4210843519,4,2040362256,2005,17,0
4400713869,46,2162423669,2010,12,0
2897409799,14,2127862779,2014,4,0
2496023004,19,1499452305,1969,15,0
3196570254,1,1517400758,2015,6,0
2015152437,11,2017361050,1969,12,1
2021939881,71,2158721036,2007,2,0
2961506846,22,2275125291,2016,3,0
2079776736,133,33733012,2000,12,0
2963780969,10,1989736966,2011,5,1
2552939856,6,1983810407,1994,22,0
3203691517,132,2971871935,2019,2,0
2079516133,134,4236047751,1990,2,0
2183273840,18,2015984221,1993,17,0
4401033862,45,2983873775,2019,5,0
2028775627,158,2163629400,2006,6,0
2803298108,1,1488128045,2015,3,0
4401852986,14,2004469093,2012,12,0
3109887341,23,2157649276,2007,14,0
68070227,8,2008116984,1968,9,0
2092519832,19,4238243017,1878,91,0
2320126921,29,2090714673,2010,4,0
2068272757,17,41972865,1992,3,0
2059832613,17,1997987765,1990,15,0
4386784677,89,3198675921,2021,2,0
4225082389,2,1976241435,2005,17,1
2080161576,10,2025893788,2007,1,1
2158587692,25,2038680295,2010,2,0
2957350051,9,2724222219,2017,2,0
1988903031,24,2061326133,2008,1,0
2115780912,38,2112288430,2001,4,1
4225920778,7,2896457183,2018,3,0
4310521020,6,2528056110,2016,6,0
2904555149,36,2338077860,2015,4,0
2763714041,24,3122133182,2002,15,0
2488535333,29,2051687467,1959,13,0
3041908919,94,2312306369,2013,7,0
4385525623,452,3212926298,2015,8,0
4319038396,45,2338699881,2016,7,0
2919490888,25,2147099205,2014,5,0
2974657086,167,2191717160,2015,4,1
2085747157,7,2049833261,2003,8,0
4283823516,41,3170866962,2022,0,1
2028559028,87,2324625211,1945,70,0
1527726281,11,1595782547,1991,4,0
2165313941,16,3126737724,2015,-19,0
4321844199,10,3041300869,2020,2,0
1972290939,1,1523506289,1992,8,0
1966631807,29,2769264260,1993,16,0
2995712974,14,2471716657,2005,15,0
2621175478,12,2038041633,2010,7,1
2189119684,39,2952789225,2015,0,0
2009233384,22,2117686225,1978,7,0
4392094138,20,2144470337,2014,10,0
2891487738,19,2041808159,2013,5,0
1546119015,20,2494919981,1993,2,0
2027244784,3,1970045321,2007,1,1
2778714233,59,2282520581,2016,1,0
4211230202,182,2144460033,1980,31,0
3131717618,32,2964156586,2018,3,0
268348755,116,2171337748,1998,8,0
111105800,48,4249381231,2013,0,0
2042683914,27,2042759095,1982,6,0
2530385878,10,2352557913,2004,8,0
2098571979,3,151868298,1989,17,0
4394753925,47,2229830115,2015,9,0
1504360191,89,2133764756,1976,23,0
3045428763,1,1553436066,2008,12,0
2981318041,44,2808083244,2018,2,0
4400337552,32,2166212599,2006,18,0
4399270923,4,1990416860,2010,14,0
4384207770,9,2056384034,2000,23,0
2108906644,53,2008739010,2011,2,0
3127188425,8,3012654932,2020,1,0
3167499571,110,2147896673,2012,9,0
862343047,26,2107328434,1986,29,0
2936582736,94,2316031239,2013,6,0
4383874079,8,2121403515,2014,9,0
2111368562,19,586002374,1972,21,0
2062017598,20,2099291093,2011,1,0
2946204647,2,2967224951,2018,1,0
2550341859,1,1538735032,2004,12,0
4399765770,18,2962225720,2019,5,1
2011234695,17,2044399139,2003,7,0
1993553242,12,1973743045,1996,-1,0
44498847,4,2010958193,1998,0,1
2069010952,3,1977466655,1971,3,0
2079326850,18,2081506775,1992,6,0
1979434142,8,2020813950,2007,4,0
2547239814,33,2183607324,2011,4,0
2134885609,26,2013513031,1991,9,0
1497628023,7,2025304834,1998,12,0
4391894678,42,303691883,2011,12,0
98662211,1,1971620661,1978,3,0
2078415054,15,1997146132,1994,19,0
3119572792,39,2535958499,2017,4,0
2963770451,28,4210731678,1995,19,0
2616999961,2,1994357473,2010,7,0
2299605416,10,1968909696,2013,3,0
3046236084,66,2176937312,2016,4,0
2965192790,3,1603895345,2015,3,0
2802542633,20,2024648769,2007,11,0
2025532251,57,2049446153,1988,10,0
4241149363,91,2069960890,2007,13,0
2339782187,19,2126791223,1984,13,0
2784004386,36,2165824322,2010,8,0
37500651,19,2145401666,2011,3,0
4225608370,57,4243443132,1971,51,0
2810426831,2,1991413952,1997,21,0
2914384580,26,2044198753,1976,43,0
3013806117,8,2085175529,2014,6,0
2745091418,67,2067579570,1991,26,0
3049558044,22,2774509027,2018,2,0
4379380250,19,2082027566,2014,9,0
2333201530,21,2045767768,1996,18,0
3043139130,66,4235813114,1991,29,0
2006145762,131,2576964104,1980,25,0
3202263717,43,2105793503,2011,10,0
2299496084,40,1978370289,1988,19,0
2046335795,5,1977892449,2006,7,0
2921063545,290,2126048922,2008,11,0
2084084878,49,621035457,1978,21,0
2040899036,44,2331321448,2006,4,0
2078311509,25,2080558665,1992,21,0
1841646615,26,2130528578,1987,4,1
3156659644,38,2507734941,2016,5,0
2952599505,6,1976961199,2014,5,0
1963561850,12,1985317385,1996,13,1
2075223294,20,2103468786,1986,24,0
1524616741,35,2051079365,1997,11,0
4296827908,21,3039582598,2020,2,0
3160018520,38,2016897901,1984,37,0
2179237675,75,2099348990,2001,14,0
4293859076,25,2157196119,2006,17,0
1988875132,44,2109790461,1995,6,0
4210296976,265,2098341261,2003,13,0
4401362267,23,2706071273,2017,7,0
2501965458,19,1970583040,1988,5,0
2615273341,37,2149997009,2012,4,0
2132573038,31,2049167261,1996,8,0
3130674401,187,3083527819,2020,1,0
2136767371,11,2134956624,2002,-7,0
2320721259,1,1821956677,1925,1,0
2006539548,3,2019940781,1965,8,0
4304689721,23,2105442888,2005,17,0
4200033886,28,3041806650,2020,1,0
2792215969,44,2109499938,2014,4,1
2033849388,10,1853005552,1986,10,0
1964578510,12,2018891092,1991,11,0
2039209249,6,2061444540,2010,4,0
4310289072,26,2981998556,2021,1,0
2512058667,18,2103576455,2014,2,0
2008183593,17,4234495717,2004,10,0
1538797450,3,1481920415,1991,9,0
4296271453,41,2896357606,2018,4,0
354755232,579,2130195204,2006,7,0
