author_id,last_known_institution_seq,last_known_institution_id
5060552954,4,92528248
5102788863,3,38706770
5060113266,1,133903919
5077949227,2,98285908
5028905284,2,97750245
5012746637,5,158012942
5059767769,6,123534392
5101066622,5,4210107680
5054771892,3,4210126712
5102755024,5,202391551
5036389823,2,210824098
5059829993,1,4210115097
5105643149,1,192619145
5009782024,1,876193797
5045295880,1,4210121112
5024819885,2,4210099383
5083352739,2,4210107997
5085822064,4,4210097602
5017524374,3,4210099176
5045081528,1,2801941904
5067364241,1,4210113730
5103506134,1,31591830
5049201511,1,175594653
5056640020,5,2802934949
5083078332,6,2802726858
5037908332,1,133270356
5004547673,1,4210129007
5000089881,2,4210091773
5040999480,1,170935008
5052878614,1,4210136140
5038156882,9,47508984
5024867752,1,2801013885
5007795159,2,4210120052
5051694335,2,4210090679
5012002834,10,115228651
5013163640,2,2800899879
5089708070,3,2800075897
5085595416,1,4210164629
5100932345,4,145897649
5010934396,10,4210155236
5072952131,5,1308343090
5065274419,1,70640408
5029618418,1,66514158
5050864892,3,2799905417
5026653269,6,4210139944
5046569766,1,197274945
5005045397,7,135598925
5106508505,3,4210167300
5033019466,1,4210104297
5030024158,7,4210118401
5063185922,2,1333109800
5005076079,2,134560555
5102352273,2,4210127213
5032803185,1,4210094779
5074645267,1,27837315
5008228696,2,219193219
5054343777,1,62916508
5072983598,2,1320675724
5091291886,7,165139151
5013684069,2,183562009
5002170262,1,82917088
5038378082,1,170201317
5074578670,1,25251306
5094192042,1,161010349
5004265359,1,190085865
5082439270,2,91819753
5067357612,1,29770179
5051941895,10,108103353
5045888183,6,4210115513
5078200152,5,2802697821
5018272594,1,28792581
5078317074,2,90344618
5058296151,3,4210148311
5050933564,6,4210130215
5086898899,5,189158943
5009518153,1,4210154592
5034430161,2,155781252
5011117480,5,4210165038
5023512946,8,4210128123
5088371160,1,57156483
5080827073,3,126193024
5082526730,1,161460629
5086815399,1,182534213
5088380856,1,118574674
5058424360,10,185849064
5056107246,1,63341726
5042095319,1,199693650
5075043557,7,4210154468
5101562510,3,82880672
5075618003,2,4210133696
5097508230,1,79619799
5028565031,1,4210115139
5081086978,2,4210095245
5041399862,8,33849332
5038744305,3,1338449461
5024644575,2,59499333
5019190259,3,223822909
5104323904,1,192928004
5066252350,1,59361560
5055043729,2,142393192
5101511278,6,37461747
5023646403,2,1285204247
5021151726,4,2800150677
5000745945,7,72872986
5075865104,1,78577930
5017715659,8,4210098711
5090639940,2,108103353
5041226166,5,1316902750
5073923401,1,4210093420
5022707847,1,4210108684
5071198204,5,4210160792
5070482924,3,1308923049
5041107882,1,4210163075
5020815074,1,4210109561
5051092244,1,1300548115
5068472073,4,10660446
5059884068,4,2801613365
5018497709,1,142617266
5048803758,1,2426469
5100865245,3,148751991
5046404553,8,4210091371
5066747544,3,4210163136
5062887554,2,4210137803
5026768643,2,40434647
5075243268,4,4210141494
5044247119,1,184834183
5041985939,3,13529149
5061713354,1,201448701
5029072853,1,70931966
5000497763,5,121820613
5060337005,8,4210133602
5066855937,4,4210134014
5090807392,6,155781252
5022261366,2,4210139084
5093918113,1,3040621137
5040670439,5,27837315
5018899943,5,74801974
5071006006,2,201799495
5089197614,1,4210137131
5063416996,3,53964585
5061297570,1,112312016
5082192665,1,4210150505
5048339856,1,4210129664
5085457832,8,17974374
5005838634,2,71437568
5028538821,1,4210120678
5100100052,2,200183955
5067365485,2,4210109412
5038352244,2,4210124538
5081209056,6,4210094836
5033228362,2,4164984
5012719459,9,4210152006
5069815943,9,4210138378
5009209287,3,141882310
5082843752,5,205783295
5001098530,1,38706770
5044913842,2,2802541053
5011599139,5,44461941
5010945132,5,188760350
5102140026,4,4210160189
5071923530,8,141371507
5037105691,2,150744194
5032530579,6,172675005
5003987926,4,96733725
5103900248,6,47720641
5098645912,1,4210125137
5016199144,4,75390827
5093484664,1,96009557
5022425111,2,4210121968
5103191579,1,183519381
5042859559,3,4210159428
5070788675,6,2801259263
5058504654,10,4210088309
5031511769,1,87445476
5077708314,3,4210108634
5065695264,1,4210157366
5101728372,5,37574244
5060925457,10,1312636312
5055014437,1,129604602
5008930656,3,1296604144
5050920876,2,4210120508
5035778358,1,2801954088
5028483077,3,4210119369
5031425531,1,233745408
5077553816,4,4210105746
5039569540,1,32574673
5015452298,3,168974072
5073970397,8,6289922
5035023310,3,129627893
5005282112,2,4210158717
5004053119,3,1299303238
5029481544,1,159176309
5013461256,5,1294671590
5032698831,2,112197944
5056161829,3,25974101
5094784192,1,4210087594
5060370397,1,4210139445
5052238860,3,6312358
5042055130,3,4210098355
5040441864,1,96673099
5010752437,10,22299242
5074129378,1,4210131919
5042749626,2,2801440235
5065561348,4,4210163238
5038667078,1,4210119500
5013635795,3,4210106546
5015701325,1,4210089966
5008871834,8,4210163492
5045981719,7,158842170
5103510208,9,2799746221
5102828685,7,235686326
5033320819,1,2801498763
5010622930,1,79940851
5015250076,1,121934306
5023908684,10,4210128257
5029938782,6,36258959
5077892853,1,4210135003
5085199174,3,2799480063
5038613328,2,2799630756
5003188408,1,27837315
5056378208,1,4210158342
5017539942,1,530967
5039861479,10,4210091526
5077468145,3,25822123
5055309841,1,4210141254
5030421286,1,3020668385
5060311745,2,1298590031
5051526638,2,1307117695
5089086121,3,40434647
5049878408,10,4210120128
5069524341,2,33096239
5070356015,5,4210086161
5072604537,1,4210116517
5088864915,4,18774595
5067327515,1,4853710
5025642304,1,4210147972
5066247433,1,63190737
5081646034,2,129302853
5087719369,6,4210098357
5060726786,7,4210086780
5061169825,3,4210153126
5073093823,1,111428342
5048517506,4,3131024195
5053899294,2,196486018
5040415779,1,91807558
5103668881,2,4210099069
5065414610,3,36258959
5028828233,3,2800240072
5032823944,2,197907453
5084791620,2,140062455
5004528871,1,183067930
5041271679,8,43579087
5049210179,4,4210152762
5050418541,7,100445878
5078113050,1,200769079
5024944958,1,44260953
5086322029,2,2800389475
5014271271,1,4210129097
5041103697,4,207624831
5003883402,1,201536842
5100162557,1,2802461616
5040101688,1,121980950
5082087932,2,1325899441
5094045688,1,35440088
5103100736,4,4210120668
5000286196,5,4210121626
5054765778,3,4210098966
5087722620,8,179225836
5102730706,6,123387679
5069085940,4,170239107
5032930124,1,4210141538
5002341504,1,16285277
5033606086,4,25846049
5032241235,8,86467917
5070589231,5,76214153
5012881266,6,4210103531
5039811815,1,177055848
5071596336,1,114027177
5032180971,1,170486558
5015766138,1,88060688
5014426427,1,120691247
5010992387,3,4339842
5098949756,3,70931966
5059258293,4,4210099932
5019066018,6,90669466
5041225224,1,47500176
5071991795,3,185261750
5056114036,5,11983389
5015607258,3,225661044
5011992331,1,163205636
5073229501,1,19820366
5103922033,1,4210156753
5080210230,1,4210165038
5051807495,1,161460629
5005967226,1,184840846
5038600382,3,4210144025
5023773984,3,4210145268
5094501129,2,202697423
5067087216,1,6615443
5085963094,1,130480701
5057702490,1,4210097320
5088365682,2,70931966
5091902397,3,79576946
5070859003,2,100887729
5054578226,3,139787848
5019254527,3,79238269
5075399663,7,1334819555
5069161618,1,116067653
5029585713,5,4210157719
5079882459,5,4210124532
5065090211,2,4210162962
5019718355,2,200763008
5004169719,1,4210114347
5029923867,1,158708052
5025584200,3,4210097159
5077648246,2,17877952
5086415420,9,4210102371
5012068153,1,1174212
5072100817,1,5023651
5022043593,4,4210115218
5102063326,1,162096671
5067154701,3,39422238
5031676811,1,47720641
5066531606,3,887064364
5063333068,3,2802127220
5081848615,8,124055696
5058432304,2,2802780565
5093953332,1,70546738
5067659661,4,4210137189
5019373141,4,2799810466
5057446186,1,51556381
5051792975,5,4210089016
5100732682,7,176834541
5025215814,1,1336742384
5103995371,2,45643870
5056818576,1,4210126590
5018319300,3,4210151484
5103662774,7,4210147183
5025986759,3,52066220
5004716759,1,4210137514
5101423946,2,176834541
5040036848,3,78166310
5000779664,10,97565354
5051203135,5,4210134544
5083405512,1,23906160
5058487395,3,72212903
5089869684,1,165817395
5101541925,9,1285031044
5099750138,1,59196294
5102880007,2,88761825
5102188998,2,149910238
5001652092,4,4210165038
5097126484,1,4210108506
5065260008,2,114131015
5101773525,10,72951846
5068242468,6,4210097691
5042682660,3,45129253
5047440902,2,102197404
5061608987,8,182386381
5101678684,1,1289243028
5048034850,1,43406934
5005958437,1,197097402
5000700756,2,1302991022
5089253782,1,4210153181
5098545820,1,4210126604
5063135343,3,8204097
5012144941,5,16568816
5001349160,7,4210088164
5086931419,4,907135538
5066785145,1,1343180700
5046801985,1,4210123023
5032543215,4,4210089214
5093997668,1,4210094654
5100714053,9,16609230
5088660530,2,47720641
5050517630,1,174306211
5013745523,4,144852770
5035893782,1,4210145099
5028351831,1,4210139689
5015570934,3,4210137315
5013925015,8,1308570094
5015243202,4,153297377
5031261056,6,4210124033
5064783451,5,4210091310
5074789725,1,8379220
5100757579,6,76569877
5043683935,2,12834331
5004684865,1,25998863
5079818296,1,23946033
5085343243,2,55143463
5006041405,3,162290304
5004217671,1,4210146756
5067487521,1,2802709434
5102778325,4,4210155039
5083180154,1,72253084
5100771397,3,89015989
5084127375,1,4210143636
5034774190,6,2801851002
5095708342,3,87182695
5094772999,2,8087733
5064362582,4,76130692
5033136606,9,2800655636
5080361158,2,204730241
5091779422,2,4210114896
5041626110,10,3130687028
5070301452,10,28407311
5075071401,3,90183372
5072004322,3,4210157422
5016240600,3,45683168
5033684931,2,4210099820
5083035659,1,107720978
5091179147,8,204954614
5010340430,2,146399215
5061130056,1,2802222712
5042053197,9,15070125
5063810063,1,4210166811
5096813643,1,151281966
5037725508,1,91136226
5037567165,2,143868143
5053246745,7,2802509250
5039385537,4,118118575
5067330322,2,64189623
5043589313,6,2800722420
5056397650,2,4210152059
5061295554,9,168635309
5034320372,3,1313323035
5055461599,2,2799945731
5075499904,2,2799600557
5070768235,1,27577105
5060563131,1,129858807
5092661455,3,2801138448
5091783474,2,7877124
5044848516,10,4210094962
5088495480,2,4210098049
5072769950,5,78577930
5053559572,1,4210160553
5049061275,1,885383172
5032782660,5,2802928900
5035728456,4,4210164563
5006659577,2,177969490
5010392246,4,41198531
5038200702,1,118517470
5094439270,2,204250578
5100633412,8,4210093194
5076235640,1,4210150146
5058517041,4,95674353
5023040923,6,2800167559
5012777989,7,889458895
5102109095,5,173899330
5086860541,4,94234084
5085105362,1,94062374
5095999669,1,1340685415
5050369905,1,219193219
5087780223,1,4210144395
5016286287,9,1321572752
5003971615,1,98358874
5081854504,7,51622183
5086167465,3,200769079
5067672602,1,90871651
5079065168,1,114457229
5030751929,1,204730241
5049482031,1,4210133019
5072403148,1,1336229394
5103906635,3,95674353
5029507895,1,4210141626
5104530245,2,1285204247
5103054077,3,2802309049
5056590634,1,153718931
5093355044,1,172039944
5065824506,6,4210132454
5012389565,5,32062511
5089560032,2,143936627
5090352922,2,207227095
5038933671,1,4210139030
5101635207,5,124841900
5051340655,7,2800570007
5031296647,2,197347611
5106373514,1,3125347698
5072905273,1,4210129119
5083703968,10,59028903
5067679959,2,4210112095
5051643239,5,4210114597
5063779274,1,177477856
5101429384,2,60053951
5078301215,1,2801669685
5055807650,2,859038795
5059372877,1,157773358
5015459106,10,4210131199
5101993814,3,136199984
5025519297,1,129604602
5055394218,1,104854061
5052682009,9,2800099964
5027643651,3,4210153141
5097941557,1,2801301638
5100646630,4,203303854
5074074571,4,4210106700
5036611305,1,699696
5057439154,1,2801952686
5013744857,1,4210150878
5028094699,8,2750212522
5028332800,3,1314466530
5046682261,6,928334797
5082641165,1,134635517
5032032743,1,4210130461
5096779295,1,91712215
5064862515,1,4210090956
5020212737,4,927504317
5077551119,3,23946033
5100982203,3,1327237609
5068305590,3,2802164966
5058133266,1,174216632
5088495588,2,4210117728
5034409357,8,76130692
5003554364,1,4210103870
5066819841,1,4210123023
5066852049,2,124227911
5072525110,1,193649603
5100734554,7,99043593
5084942476,1,193662353
5052146341,3,4210111971
5043782591,3,79817857
5013249579,5,2799831209
5029502133,5,35928602
5005868397,1,4528857
5067256668,1,2800201399
5041383884,1,154130895
5004491112,6,68812265
5082007763,2,4210100047
5085024217,1,4210123392
5016086594,3,4210158764
5007592764,5,2802271162
5100942600,2,4210125143
5003011909,5,4210155236
5013212398,1,52158045
5038946469,2,1309140791
5090980325,2,60053951
5045887929,7,60158472
5031421229,2,4210154901
5008214996,8,119273862
5027936402,1,200777214
5105214099,1,22265921
5022105720,4,2801941904
5067712509,1,145872427
5073269261,1,4210126298
5064321792,1,4210101327
5040700100,1,4210128881
5046263130,3,4210150679
5001953480,2,6332465
5082933201,1,926574661
5062460000,3,4210140143
5009685611,1,184565670
5101535382,4,4210144746
5036563091,1,56934997
5011724599,2,149919469
5002007649,1,114972647
5070315127,1,12419238
5004220214,6,86519309
5010054239,1,2800865141
5045647885,3,4210163952
5100599894,10,2801228662
5103632315,6,52357470
5089532514,2,1294671590
5008510541,1,15517640
5094567804,8,205783295
5087167517,1,177055848
5076547959,1,1341412227
5094408703,1,4210097213
5025661160,4,100532134
5078165505,6,4210086011
5033916644,3,45129253
5102256003,3,904495901
5095391161,1,2802539864
5012514857,5,43337087
5059929190,1,173093425
5006310593,8,137975476
5091600440,9,71395657
5100325610,1,59553526
5094538829,1,29236304
5087264443,3,2802423016
5052121692,3,4210129961
5103031198,1,45438204
5074849799,5,27837315
5099407478,2,4210157890
5019739661,1,90267481
5057215711,3,124841900
5014163188,3,68891433
5021900606,3,1315885867
5039071992,8,4210112927
5021015564,2,111455621
5009003467,3,140172145
5085556967,5,181547552
5045368684,1,102607778
5038942306,2,4210165136
5023906690,1,145487455
5041850680,3,4210107724
5057322448,1,160993911
5024504475,2,4210138650
5103553714,3,2800330116
5093325959,1,118590987
5025461142,2,111979921
5022468516,1,31151848
5082069634,1,2800330116
5053633981,1,2802668928
5034104261,1,875944469
5000933327,1,5467274
5021514720,1,3131883934
5090448161,1,4210133575
5088702785,1,4210144065
5060767170,10,101527212
5015670326,4,2252096349
5015534162,1,2803056085
5001030496,1,4210129459
5055162958,2,4210144482
5026215456,10,4210088912
5011788662,1,4210101306
5025644364,2,4210100864
5002436196,5,115475287
5015083966,2,142823887
5054069860,5,4210165038
5013774312,5,3019441195
5100918476,4,4210153678
5080481842,6,4210142853
5101895369,1,4210110383
5021681760,2,76198965
5103637993,6,4210105847
5058113346,7,184565670
5102023243,4,4210088165
5075925551,1,4210097614
5029298097,3,118692353
5009006004,1,17974374
5065310064,3,2800446032
5091466832,2,1283103587
5015374311,4,97018004
5040182840,5,4210100798
5010695220,2,31888360
5060417427,9,162281398
5010768101,9,78577930
5102201933,3,115592961
5018271500,5,1330063522
5008798116,10,1282105669
5051023492,2,63190737
5065498868,3,4210165010
5013896759,2,136199984
5037581759,4,4210146193
5022285956,1,1335321130
5104215120,1,4210147594
5046505742,5,2802446264
5009565241,6,78577930
5033738075,2,4210131007
5082030549,1,143804889
5099020882,2,4210162705
5037610369,1,4210136099
5019524121,1,55547365
5075928250,1,24057909
5015811767,5,4210140730
5093527289,1,184779318
5057060843,2,2802478169
5073833082,2,75027704
5089862953,5,136446963
5065825399,6,4210102261
5090491446,1,4210156194
5090364596,1,135310074
5012944836,1,43406934
5009091581,6,2801076587
5092008471,3,157725225
5100913140,3,126520041
5025158510,1,880619579
5100448001,6,165143802
5055193051,3,59499333
5055958571,1,131249849
5088266701,1,171210897
5001790656,1,4104125
5067518061,1,2801825082
5016238498,4,4210110201
5017695327,1,4210131919
5061568878,2,192365124
5100933942,5,189210763
5020522151,5,151328261
5090976373,9,2800567957
5037382667,2,130823665
5038091996,9,4210144181
5036963427,2,111979921
5014861450,4,103084370
5086965804,6,130474213
5044503683,5,909854389
5010138522,1,4210163729
5054337797,10,2802390878
5076668254,1,78323350
5069393574,6,4210100400
5056197788,1,4210094885
5081263313,1,1286704778
5068382417,3,4210150421
5069515602,1,4210161889
5052965781,1,4210151202
5031800036,1,4210099679
5089407371,5,4210119869
5054950720,4,285663978
5047020657,1,192455969
5102051029,2,9323808
5032901627,1,4210098925
5002179132,1,1298060332
5013319553,1,136199984
5001766028,4,4210088792
5037205794,3,4210151202
5066458820,1,205133468
5033367351,3,167360494
5082774926,1,43406934
5077299601,2,138925566
5043177038,1,173439891
5049192620,1,40347166
5026944843,5,104026149
5073291366,5,86987016
5080531287,1,75900474
5012260590,3,111381250
5051238220,4,196829312
5043511720,1,4210121717
5102286001,1,102913810
5071996910,4,4210118508
5067262878,1,1286490081
5086977879,1,4210146472
5025142988,9,80947539
5006671471,1,127110123
5067520385,1,157394403
5078262925,3,58956616
5002792507,7,4210110550
5106747939,1,98677209
5056471636,2,861853513
5079334967,6,24201400
5041190314,3,33552525
5073273688,1,32394136
5065063333,2,4210122913
5045235152,2,52418104
5014909143,1,4210136757
5066470175,4,4210097159
5012887186,8,4210130708
5061508542,6,63354593
5093637197,1,4210102338
5003757126,1,55547365
5102112983,2,197347611
5054400717,3,8087733
5011497329,1,103703290
5012222691,1,39343248
5042400058,8,66514158
5102007353,6,4210102999
5070811607,4,156406944
5095563913,1,4210109586
5050365568,3,52158045
5101566405,8,4210163363
5070166057,4,177725633
5082489726,2,139660479
5054859305,10,4210092035
5081535627,1,4210104876
5049705995,1,170201317
5100355987,1,32971472
5101206957,2,4210165448
5103984644,3,151201029
5020875678,1,63664421
5003051454,2,45029084
5023394745,2,4210142314
5031382255,1,4210157385
5073533070,1,4210134959
5040388113,3,90183372
5088088372,1,4210115395
5103482722,3,3018718406
5038649932,6,4210140884
5008951239,1,165779595
5060021624,2,65220239
5045651083,1,78577930
5020591027,1,1282105669
5087347588,1,107639228
5071586923,3,4210150047
5039314935,1,344333522
5090497827,7,4432739
5007701402,1,1313323035
5055269026,2,130929987
5087382013,1,75256744
5059248311,2,4210120493
5083145705,1,2800565416
5093550122,1,4210136859
5102093423,1,4210162473
5020755388,3,1298207432
5073599324,1,121934306
5031783717,1,181369854
5070528023,3,4210114102
5055490435,1,4210094393
5084222163,5,1289784979
5065585539,2,19820366
5068143366,1,31419693
5091082057,1,1283055418
5021204755,5,141103825
5051816201,1,74648663
5051455262,2,4210101274
5101425360,8,4210165330
5101864306,8,4210116728
5004040267,2,183067930
5006267612,2,132135644
5104384431,7,44265643
5024124701,2,87424562
5103010414,2,27781120
5065985032,7,138689650
5036939998,1,151746483
5062947379,1,2799853345
5004250543,2,102335020
5068918777,1,139216783
5019352702,1,169572211
5080444039,1,32971472
5100302735,2,4210138501
5025200252,1,4210151868
5055278990,9,201448701
5040710079,1,111950717
5101935595,4,76569877
5102882655,3,4210103957
5102475101,1,7882870
5028091760,2,4210101901
5060093199,1,130438778
5044192118,2,4210162833
5059293723,5,177855293
5100349131,3,19820366
5016547009,3,389346
5103524081,1,2801941904
5096285240,1,161371597
5102136257,3,1293631320
5059499512,1,67900169
5101319378,1,60060512
5005246574,3,153648349
5047579147,1,4210090016
5102199580,8,59483232
5007910365,10,4210110458
5001118002,3,170429926
5024984689,3,4210133971
5094412818,1,124357947
5071133041,1,117532281
5001512512,1,158842170
5074422026,1,17974374
5101708423,9,59028903
5070683336,1,1317897188
5054411616,5,35046152
5040184018,4,4210109567
5048929324,1,123387679
5039635998,8,4210087694
5069728304,4,4210152826
5038402817,4,115752224
5105776088,1,102197404
5093339136,1,142934699
5014923808,2,19986915
5080465451,1,99464096
5034788931,1,4210130352
5088241976,1,377099284
5012445142,4,4210112882
5065884707,2,257903683
5014921092,1,4210135675
5101261885,1,4210126226
5042297354,5,75027704
5055305340,4,859038795
5038094186,1,2800007259
5039397335,1,55952717
5041100909,2,686019
5102170170,1,12832649
5065161550,1,36515993
5001168809,1,1331070479
5030439248,10,4210115181
5069574359,1,63634437
5050661659,3,2801518632
5038940968,2,2801556517
5027406363,9,37802460
5057238452,1,4210133992
5095512832,1,4537092
5027019959,1,2801936213
5060493723,1,174878644
5070251819,3,88126159
5022801799,1,1174212
5062416743,2,2799434747
5046478029,1,269199756
5062895206,1,74837319
5067466798,2,39012071
5061299691,1,4210145361
5015192102,1,188973947
5100772619,1,4210153274
5066289061,1,114027177
5032534781,1,156144747
5104002052,1,166595947
5042095498,1,4210117986
5019422893,1,4210110354
5046752322,1,97553796
5044386764,2,12003341
5009302713,1,4210098533
5074189813,6,56505888
5072051912,3,4210142286
5056821315,3,4210086649
5061216848,1,139264467
5061522253,1,56085075
5085077185,3,4210100596
5079114023,6,4210108440
5053901545,4,12315562
5088662735,3,119806805
5100859041,3,116953780
5017487964,2,95457486
5015241098,1,126520041
5000268016,9,111088046
5077305351,5,130769515
5021744790,1,201448701
5051232362,1,203238179
5067370901,2,4210102124
5000891664,2,4210155576
5042486184,5,4210103115
5100393185,2,4210149552
5064128240,7,4210163077
5005264466,2,1316535847
5073544229,1,114073160
5045371833,1,12176630
5018350467,6,124357947
5064461925,2,114090438
5033651727,5,139660479
5063422672,1,1648549
5063824268,9,191208505
5013780413,1,223532165
5042820918,1,2801859090
5100455555,1,4800084
5062996985,1,25041050
5063495126,4,31746571
5049347485,1,26538001
5077666360,3,63739035
5083707986,4,63772739
5101067657,1,81020251
5076650922,6,135598925
5002363983,7,8204097
5102296684,1,29457043
5062117067,9,182286215
5023629035,3,4210122293
5097256941,1,169108374
5014293313,8,2799765794
5032128216,1,78577930
5037404159,6,1285399213
5001428193,2,24861097
5054206783,1,7877124
5084258843,1,931681460
5017152445,7,4210142152
5079282660,1,1332470094
5100996959,3,183519381
5085322025,1,193775966
5089155121,7,4210150196
5047171741,4,3132238960
5102429558,1,59270414
5034544164,2,4210166050
5068926301,2,27837315
5050463294,1,145286018
5005277830,1,2799392579
5081661260,2,177909021
5076807955,4,2801097182
5031533474,1,4210143818
5062625740,10,4210161853
5075093674,4,28022161
5063069926,6,36128562
5014397348,5,4210122293
5101188468,2,130769515
5100436576,10,4210128819
5003641822,6,83328450
5058892325,3,921716337
5003547576,1,161318765
5090925863,2,185249246
5103625336,3,135310074
5046316721,7,97018004
5062990935,1,4210091008
5067991130,4,138006243
5017194840,1,150229711
5039594193,2,1343871089
5065188960,2,107077323
5027911156,6,4210158359
5047093184,1,174574984
5076294555,1,4210159771
5084603190,2,4210087915
5053818309,6,4210161409
5086044548,1,161593684
5101400111,7,4385474403
5032593064,2,17974374
5044890780,1,122558511
5059933782,3,204722609
5070919972,1,14748160
5000205243,1,3018176973
5046044352,7,4210136334
5100444932,1,5740404
5071206677,1,2801012209
5054912324,3,223822909
5062971875,1,2801887358
5088802645,3,82002896
5045420563,2,4210139732
5084272594,5,174306211
5009036731,2,4210154117
5090293678,1,4210101155
5016799735,2,150037166
5047376199,1,219388962
5021405969,1,46247651
5076678745,1,2802931493
5099235801,3,1303526167
5067438274,1,1315836254
5050208522,6,1285013897
5022471429,7,66752286
5052128849,3,4210120900
5033576676,1,130823665
5016786853,1,47141704
5076900700,3,1337250831
5060203177,1,154019184
5051421609,1,181565077
5002941128,3,859038795
5094520424,3,2801556392
5001530000,5,2800073537
5085613028,1,65143321
5089870533,7,4210087915
5042689553,1,4210128534
5011231655,3,4210151975
5035344745,5,4210137648
5082474506,3,145608581
5019773876,1,4210088668
5094112860,3,23758234
5080014959,5,4210121976
5062903560,3,100532134
5101715056,1,4210099135
5095394081,2,3020210244
5098603611,1,60837268
5026530294,7,219193219
5030420076,1,1332301781
5011944267,1,4210093057
5031663450,6,200166805
5074867067,2,4210135273
5029766115,1,114395901
5043066089,8,1325784139
5010589172,1,1329727292
5105370870,1,204136569
5057998338,1,4210112828
5088689080,2,4210129425
5000601777,7,2801228662
5089523255,4,2801184099
5012448015,3,4210095266
5087925126,1,176834541
5007654006,6,4210127240
5065114852,1,64134780
5071739100,1,27837315
5063533830,3,87216513
5088387060,1,17974374
5101862675,6,4210160531
5007009032,1,1299951241
5103426489,3,95457486
5003583150,1,4210098184
5078048240,1,94658018
5012470319,1,165028127
5036822718,2,91045830
5022733650,8,200399037
5035503117,1,4210112296
5080184865,1,173899330
5064001197,4,4210100082
5076898812,2,74801974
5085623735,1,4210135126
5101702682,3,166533956
5022600325,1,204730241
5102441594,2,4210150261
5013625442,1,136199984
5033616404,1,4210105355
5019284651,3,4210116676
5047009709,1,177001074
5101153267,5,39555362
5048310734,10,4210149702
5101835929,6,2802497816
5064488029,1,165932596
5052491970,1,223959643
5080682022,4,1329528197
5083143165,1,4210163522
5051510800,1,133529467
5062018875,7,206105734
5103055868,7,95850191
5102161635,2,4210145268
5004134973,1,118501908
5060054369,2,4210097159
5081343214,9,4210157890
5065110032,2,149899117
5012713593,2,4210114186
5046934741,1,4210146236
5035636734,1,177969490
5012137980,4,66946132
5075596395,2,98301867
5065798652,3,2801463575
5053952300,1,166843116
5058099725,1,135117807
5079581781,1,245308123
5078456250,5,4210136793
5085664934,2,32597200
5105186019,2,922845939
5101798595,10,4210124541
5103181453,2,4210157909
5019339593,9,1294671590
5034189604,2,98704320
5050185180,2,4210113792
5070603848,1,169877490
5085192776,1,4210114347
5074488860,1,4210124507
5002224033,3,193662353
5101458106,8,135310074
5084557052,3,4210166221
5101969078,5,4210156985
5073008807,7,4210095710
5030295568,1,200296433
5087792820,1,12176630
5100961114,3,183519381
5027627766,2,154526488
5036488943,1,2802663916
5085712243,1,180726961
5068458307,2,159548981
5033811995,5,4389425478
5100583238,10,1311643757
5014823104,5,1299303238
5089733422,1,55769427
5105554363,1,12912129
5102367179,8,285663978
5024031898,1,241749
5087057803,2,4210155549
5055305975,1,176453806
5016978999,3,147853995
5078439689,1,1283613182
5031902475,5,240202130
5006523485,3,4210153355
5095514839,1,211891151
5090530664,1,2801246084
5086047196,2,103893186
5041686639,2,4210123600
5029369778,6,4210134195
5041888423,6,4210094346
5044830295,8,920381996
5075877257,5,12315562
5057798821,1,2802913842
5103760465,3,4210159399
5091298335,4,67311998
5031809042,1,12150220
5106697329,10,4210116810
5015482822,7,153648349
5039600026,2,4210153519
5074013995,6,4210156231
5101953189,2,2800500745
5000523845,1,99065089
5050938905,9,4210112450
5037945129,1,70640408
5104278415,1,4210102701
5038829272,7,47720641
5060976313,8,62916508
5011524223,1,167153416
5104276674,4,107428990
5052712535,5,2802849423
5053833491,6,1298154867
5100659571,3,197347611
5103895035,1,4210097692
5072539049,1,114457229
5027125570,3,9623796
5013786623,2,1174212
5100331996,10,4210121771
5089053375,5,16835326
5051951930,4,4210162928
5001329839,1,1305919966
5054512406,1,7885462
5079829155,2,4210111777
5011484527,1,92156820
5104928459,8,4210138422
5065957906,3,52357470
5059773969,2,54696188
5027715313,5,4210103676
5080453394,3,157725225
5051340886,1,130238516
5034618922,1,290859477
5039462884,2,4210157042
5003298477,1,4210088341
5026169107,1,137902535
5086087863,1,149218525
5022581150,1,38877650
5002450293,6,4210157894
5101948748,2,178613991
5041441156,10,904495901
5045729265,1,4210152201
5023729170,6,201448701
5006718358,2,3133021252
5087594677,4,28324025
5083861573,1,111979921
5000448285,1,4068193
5089012297,5,169045520
5009156668,1,10457146
5071347721,6,4210144746
5047492805,1,2800882159
5027351227,4,78744979
5057888897,10,78577930
5074123201,2,10052268
5056159862,2,233745408
5034451000,1,4210138861
5070770320,1,4210144613
5085267859,3,904495901
5100111458,2,11892038
5100785196,9,4210142271
5105835988,2,193662353
5069905506,1,4210158086
5050747478,1,4210105687
5100349480,4,51556381
5086207260,2,28407311
5021473052,3,4210149717
5002395470,2,4210147799
5022909058,1,4210134211
5056528463,2,122411786
5092057852,1,4210148237
5044542782,8,4210164854
5088089333,1,196677622
5024830399,3,2750212522
5067785748,1,116067653
5076379148,2,2800115762
5097877727,2,4210134612
5039807679,8,4210117450
5001384000,8,58200834
5004493644,1,1516879
5104650314,1,79080234
5003778307,5,173759888
5019667416,3,204722609
5058229864,2,4210088018
5047618415,2,161046081
5101865345,2,137867983
5049610915,2,135120706
5005621504,5,4210094012
5103233428,6,98461037
5033667157,1,24676775
