author_id,last_known_institution_seq,last_known_institution_id
5028332194,2,91357014
5000547756,2,4210147389
5066869742,8,2803043754
5069240856,1,4210145786
5099882642,1,4210120897
5042662110,6,47508984
5046462544,3,85384741
5019029292,3,4210149746
5022618049,2,4575257
5069844259,3,192455969
5028920254,3,4210089482
5040065675,7,131729948
5025954705,7,1297363086
5037406176,1,4210123774
5022248151,5,4210151031
5052137306,2,879563668
5068847478,7,4210167311
5022940065,8,4210158522
5101902899,2,179026463
5015240887,2,27837315
5031092600,1,4210098460
5101532155,8,134820265
5034518879,1,145722265
5090107767,2,46080048
5029999856,2,4210163633
5098246716,1,4210142376
5079874674,10,187494767
5054055563,2,130828816
5024406340,1,4210086089
5059178392,6,4210133306
5055529561,2,16365422
5028356114,7,63966007
5069221977,1,271457894
5059178328,5,155173764
5028256550,1,73305655
5077711254,1,6820528
5024768931,6,90097577
5001579081,1,5847235
5039741227,2,1331384533
5098695282,7,32389192
5034078015,2,96048030
5033752282,5,154864474
5008788593,3,36258959
5017378705,2,149910238
5029905231,1,4210091249
5098735439,1,168180000
5064377646,1,4210122122
5008330211,1,40034438
5010234357,5,4210118587
5073970970,1,200763008
5014847022,1,52207611
5103259274,6,4210099236
5101789870,3,107539069
5088744667,8,85430964
5008283031,1,4210089926
5061252247,2,97750245
5061555805,1,2799903593
5058888647,1,87445476
5051282267,2,4210096636
5054656043,1,4210108999
5097893218,1,4210162569
5028746917,1,82767444
5027346145,1,20231570
5066113256,1,165390105
5029675568,1,226123470
5035886163,4,4210119540
5070491108,2,55143463
5006106527,1,3019930557
5084971087,1,1295768896
5043148227,1,191972202
5060720688,2,2801923680
5050373625,1,4210087936
5084967796,9,27837315
5102905631,5,4210112595
5025814852,2,103531236
5057444756,3,2799853436
5062386556,2,913958620
5031262004,3,2802835388
5093363782,1,5124864
5063612225,3,172901346
5077482992,1,4210165633
5083628018,4,55952717
5071829592,3,4210152687
5078174247,4,4210117966
5100359370,6,71920554
5084657762,1,1288675226
5102906034,2,129858807
5036722771,1,131249849
5054065847,4,1330342723
5007411665,4,20231570
5101919174,1,4210133832
5000491635,1,53620714
5101396944,3,2802541053
5059140302,2,4210156904
5048341098,1,11855966
5020984311,1,146500386
5022475947,7,2799803081
5047882495,2,36234482
5077732291,1,166825849
5087012731,2,4210111179
5106555267,1,106645853
5058174668,2,4210117802
5100739313,4,4210115239
5075948750,4,151295451
5014817935,2,4210096893
5012692200,1,89506807
5017232583,1,4210154072
5104729484,1,171892758
5078796114,7,4339842
5011697601,3,87780372
5058442366,7,122140584
5035509789,9,205783295
5002382047,1,45294948
5035877127,1,3131578490
5103209039,1,4210158152
5076451309,2,63562232
5030185650,1,1320745970
5103162708,6,8488066
5067141695,5,1293502524
5033758323,8,129858807
5073490436,4,32915989
5072915444,3,1339176976
5099045004,1,1330347796
5029981951,1,168635309
5032348810,10,130701444
5102459476,1,124055696
5039981361,1,1285739803
5090711200,4,199305430
5016945104,3,83916355
5079136708,1,91935597
5048428572,1,114794399
5094398274,6,4210120349
5012178629,1,4210162154
5100436373,6,62916508
5066512581,5,87048295
5070696294,7,59606676
5044145135,1,862893732
5066757322,1,2608206482
5024624204,3,130442723
5094780617,1,4210161740
5022612511,1,4210117042
5060687211,2,4210086901
5080684289,7,4210141669
5101576574,8,139858224
5101029021,1,119045251
5065853304,1,92156820
5001219816,1,63601056
5018966033,7,4210101555
5024716493,1,904372625
5057529202,1,2801036794
5042883319,2,75900474
5001630695,1,1324434092
5079817612,1,4210148309
5074505389,1,67009956
5061079851,10,1330342723
5075762081,1,107851509
5068890018,1,8961855
5071497980,1,102064193
5019730446,3,4210096833
5012952224,9,4210097774
5015667958,1,66946132
5046101955,1,137902535
5018991049,1,2898155008
5008729358,1,95793202
5100714678,8,4210166688
5010537136,1,2803004286
5071492503,1,65490261
5072422735,4,4210163563
5038555903,1,106165777
5102649072,1,876193797
5035566770,1,200314755
5050940473,10,1324840837
5042784711,1,4210165210
5058315689,1,197347611
5082909457,1,201969901
5030279436,8,4210162190
5064227855,6,4210153526
5040757515,9,154099455
5059275130,1,25112270
5010061410,5,4210147382
5007758802,1,99296679
5066513406,1,4210146579
5005253523,5,52325
5065100614,7,223822909
5095422831,4,107672454
5029005188,1,4210105683
5060117362,1,23946033
5007193508,2,1629065
5095382444,1,75951250
5089897805,10,102197404
5028353356,3,4210101743
5002731443,5,137853757
5100392769,6,100188998
5076334586,2,24156275
5008368864,4,162868743
5103578110,7,4210134482
5070529473,1,114972647
5100375350,6,4210155322
5045456176,1,4210151139
5065525215,3,177483745
5029653086,8,4210148116
5026525981,4,4210159323
5011368272,1,39422238
5071447906,1,4210161402
5082514194,8,921990950
5060587098,1,4210123211
5025840452,1,4210150148
5074826197,2,91071751
5049468138,4,111236770
5087718038,7,4210158237
5068624901,5,3020210244
5011939544,1,10052268
5049263324,1,4210091564
5050104093,1,17145004
5063855836,1,4210136519
5032137601,4,131155284
5031029617,1,132735039
5053196117,6,1335321130
5028536956,4,21881038
5064274991,1,4210091958
5095485594,1,139894009
5078906721,6,1331384533
5073311989,3,4210143795
5097919644,1,304664074
5044748952,7,8204097
5080115296,2,4210117042
5084116203,1,49451733
5099114119,1,91357014
5078571782,1,78715868
5056117969,1,114090438
5046636423,1,105419764
5105470731,1,4210121705
5051299777,1,12176630
5034843856,1,27837315
5015945494,8,180910786
5077674653,4,84218800
5074612649,1,2802782613
5094849491,6,2799442855
5065502702,2,4210099336
5022580478,3,2799535320
5062134008,6,4210110110
5083802694,3,1282869487
5086691533,2,4210132968
5062878019,3,150729083
5053565678,1,4210091090
5070984370,4,17937529
5071224256,8,1327163397
5028868600,3,4210087129
5009525751,2,4210142152
5060433003,1,36234482
5025563932,1,4210125339
5082984672,9,4210156200
5081267639,3,4210094115
5076383555,1,4210161504
5096975794,1,109954829
5010578671,2,4210152906
5101152190,3,4210158926
5007594458,1,4210157284
5010597655,8,2802709434
5040593302,8,69737025
5100878833,2,24768866
5087052607,2,96636082
5101828049,8,51622183
5053777088,1,4210133319
5084571994,5,52585520
5094023899,1,149218525
5061277537,1,177463362
5067415077,1,124841900
5100663455,5,106079672
5028694625,1,102134673
5025678861,3,205783295
5015086647,2,111702420
5021155806,1,869318450
5003812107,1,201537933
5009225783,7,190752583
5069993318,4,4210090868
5029342707,5,4210150202
5005197558,3,4210144746
5101366098,2,107139065
5073163038,4,4210128300
5060819143,1,188760350
5006768382,1,4210152545
5013302651,1,4210140459
5003153077,4,4210109045
5058591666,1,26347476
5016481362,6,32971472
5040921487,1,162868743
5089310274,2,4210105504
5075215963,3,111979921
5037146912,1,9508535
5060371489,2,120379545
5028503624,1,5124864
5049420555,7,5023651
5061942056,2,4210133587
5054463156,7,165735259
5101040273,1,82724352
5098030866,2,64180646
5008578692,1,71999127
5071055119,2,143545923
5074100407,6,149530613
5037337971,1,157392197
5017067090,1,181679659
5055816885,4,1288882113
5101013512,8,183067930
5065248212,1,4210158385
5068672853,1,2426469
5021524943,1,4210127411
5093245063,1,147337026
5028257093,1,876193797
5082704771,1,169045520
5104223940,6,4210117403
5053760669,5,204778367
5081384697,3,4210116691
5101915988,6,4210142484
5103674842,3,4210159876
5101813684,10,241749
5091383792,1,4210091114
5101811768,2,4210165038
5083530015,3,4210136969
5026720715,5,4210122749
5001258048,2,135310074
5036337187,7,4210125028
5046900300,6,280994
5103036110,1,52158045
5031991879,1,65490261
5091218108,7,4210118409
5002814573,2,4210165973
5046033714,2,761543
5090545625,2,4210140120
5084841341,1,195377678
5010941937,7,1324682000
5073260117,1,1335289525
5072772151,1,150209017
5049453069,5,4210129342
5079489020,3,102064193
5018339333,1,3123346794
5012630234,3,157338126
5055162275,2,193876067
5078590284,1,4210128870
5067117425,2,114796046
5044626391,4,183111857
5089708450,1,131434179
5036383452,1,179647637
5001611493,1,86501945
5047152382,2,4210097115
5102597241,2,4210092099
5101928637,6,138006243
5104070206,5,47251452
5100521091,9,29739308
5007085398,1,73417466
5003848634,2,98677209
5035368742,1,119004910
5044525497,6,2801663869
5103727431,6,19820366
5030236261,1,629287
5050087919,3,4210150834
5055768448,2,7923278
5053787825,1,4210087293
5077604850,2,134161618
5014087063,1,4210087365
5037103381,2,2800443534
5025893401,9,111455621
5021039310,2,4210151964
5074688746,1,130442723
5056040430,7,4210112969
5059870722,3,4210099449
5078081996,3,123044942
5039350334,6,91136226
5036068571,2,118347220
5001687487,1,2800182745
5040915253,1,145872427
5083195661,2,1342904200
5072760577,1,189158971
5035892180,5,58610484
5031512382,10,43439940
5102361377,3,180726961
5020456430,7,138006243
5058217214,7,4210135273
5076517234,1,177477856
5091617435,1,3133174604
5025160005,2,260719752
5038937094,1,170201317
5035543305,3,4210160114
5010493531,1,2802639098
5102305265,1,110002522
5064281062,5,4210139319
5101962621,10,4210111938
5041527439,2,4210117763
5021459303,3,189643551
5082559302,3,74973139
5061885708,6,1294671590
5042143689,2,1282516798
5062453889,3,4210138519
5100777737,10,1287643137
5000862296,1,111575329
5029429594,1,43526919
5014991156,1,72090969
5001194674,1,79516672
5029854101,1,4210158597
5009262707,1,4210099209
5005838169,1,4210105356
5043603329,1,198587356
5031550826,1,4210096380
5080589638,4,188538660
5014711172,2,4210151966
5071533742,1,4210151658
5044021085,8,4210140405
5014347477,2,4210096498
5002902563,1,2802590820
5022177359,1,4210114632
5103732869,1,4210137449
5101301132,2,102401767
5059730038,2,3131412887
5104026306,4,19820366
5067465064,4,4210135132
5043896326,1,1311688040
5071264390,4,4210088910
5080803068,1,135836153
5048891628,1,126884977
5029771715,5,66804793
5103658468,5,154099455
5069916385,2,6059380
5008697815,2,106165777
5019269689,2,158438070
5034055640,6,2738703131
5013004521,1,47410878
5100301881,2,99065089
5010848591,1,12213908
5032025634,1,51556381
5042312556,1,4210088535
5087723928,5,4210141964
5009211996,3,28792581
5041729696,1,3131873961
5036335137,1,2801141804
5070233912,1,4210125303
5098280218,1,260446899
5006555875,2,150229711
5022186122,3,4210152154
5015011304,2,4210139411
5066551406,1,123387679
5048110184,1,16609230
5102731621,6,4210144384
5101490520,2,4210136953
5072067570,2,3132158071
5087253910,2,202391551
5030397493,1,2970213756
5086532789,1,193700539
5003799448,1,96369009
5033986870,4,169381384
5018001789,1,103250015
5087259850,5,2801281326
5003379704,1,4210123681
5060437906,5,4210144354
5045498282,1,2802576217
5025290651,1,1284598098
5006013138,9,4210151552
5054656801,1,47844
5042969019,1,52418104
5028195075,5,184565670
5046259427,5,4210144376
5010216395,2,17974374
5027539249,1,76130692
5086938887,1,166722992
5024475044,1,1341049462
5025910111,7,4210106998
5043232205,2,122411786
5073419032,1,4210119015
5037771860,1,4210114866
5063387185,1,200362191
5046403627,1,121748325
5056723063,1,4210113281
5016496948,7,19820366
5066951119,7,4210161462
5044121453,2,204465549
5054319465,1,62916508
5072314049,2,4210108684
5011640050,9,2800548410
5053129320,6,157338126
5061398654,1,180203408
5032197387,1,864088423
5016235667,1,79889768
5015150090,10,4210127848
5006981942,7,8204097
5019685296,3,4210118295
5081732215,2,182386381
5087153088,2,4210115624
5092888529,1,4210114545
5103847047,1,24185976
5103031048,5,4210103346
5083154783,4,4210128160
5102771757,5,2802929321
5007426676,3,4210146512
5100655463,3,47720641
5006729781,2,118373667
5047144360,1,4210138718
5081608075,3,4210128565
5100776262,1,1286936699
5067092766,2,153718931
5049636067,2,4210109259
5059347155,1,1302163369
5035447823,1,148128674
5002459541,7,1331897569
5094516739,3,181369854
5045031358,3,185261750
5008021686,1,43439940
5024174276,4,165733156
5018521386,2,81365321
5038024869,3,94690351
5062420863,1,4210165823
5063308177,1,4210144242
5000138313,1,430641
5032761956,4,137459256
5077501022,5,4210106139
5053744776,1,53411278
5016447612,3,63190737
5076743359,10,1286805341
5088950278,2,1351752
5020098572,2,27837315
5056719802,1,4210105083
5062061231,3,4210165441
5020796119,1,12315562
5005792009,1,2799802789
5088443754,3,118692353
5067261899,1,4210106879
5000742746,1,4210165799
5093749639,2,4210105197
5072150574,1,2802927161
5017387149,1,99065089
5067716021,1,226567900
5045108587,7,1344073410
5032976889,1,4210100468
5059704887,1,4210115333
5053325965,2,60054993
5059187252,1,121797337
5003278364,1,967637
5035131302,3,108652713
5104594189,5,4210107658
5071564381,2,4210111210
5104342997,1,47403697
5041933837,1,4210112925
5072983516,9,4210148966
5021574490,1,103703290
5082837561,1,4210158764
5075446125,2,1316902750
5006860915,1,4210101155
5073065982,1,4210115355
5101918028,3,121748325
5015523665,1,4210116940
5003746923,1,187531555
5083448421,1,130701444
5011411864,1,2802890147
5066191272,3,200296433
5047449356,6,2800710378
5058900656,1,144889574
5008525775,4,4210136300
5071067345,2,4210090003
5002217384,6,2801429410
5024508436,2,20231570
5057284486,5,2799307867
5045287397,2,4210141030
5067973962,1,64449678
5089692220,1,193662353
5103108278,1,905734797
5007916164,5,154526488
5103246038,2,4210098931
5060254173,1,161296585
5040708596,3,126863827
5037931009,2,874792244
5087844904,2,4210161954
5091904124,3,92039331
5015780929,3,4210153126
5021920694,1,189843002
5018302098,1,4210131209
5068475970,1,2613432
5073209132,2,4210115239
5038970313,1,4210099638
5071067883,8,2800556163
5049906848,2,26437253
5031057769,1,169045520
5103413117,1,43439940
5081691567,1,1327163397
5101831408,5,4210161255
5004608630,1,161318765
5101516783,8,163340411
5017733334,5,14245010
5088444638,1,4210142574
5076624983,1,97018004
5084335389,8,389346
5043262077,1,3132561136
5086927816,3,78650965
5023611454,2,162868743
5075331544,1,4210086972
5019134197,3,36788626
5091978279,1,166073570
5074052791,1,27837315
5008793153,2,151201029
5029231395,1,4210121700
5025019152,5,4210158216
5031904940,1,145286018
5025197257,1,48912391
5074931269,1,117023288
5033229467,1,12097938
5091479703,7,30809798
5024923151,1,4210131964
5006098178,5,3122011922
5027949660,1,2802517405
5041626879,2,4210124971
5037685491,4,4210147616
5062532243,1,34250744
5019591486,1,145872427
5065016496,5,206945453
5049245368,6,155707491
5073863716,3,4210153126
5101190905,1,43922553
5040485979,1,4210140423
5035994205,1,4210103438
5026796739,1,3132067926
5010112142,5,20497027
5106429629,5,67311998
5100716404,3,191972202
5044137113,3,4210122310
5077027083,1,112862951
5028615416,1,177477856
5101434040,4,4210112960
5040089178,2,170726198
5059021822,1,189442560
5024922917,1,1321296531
5082118374,7,4210101412
5041722464,9,140172145
5085148280,2,40527276
5088183684,4,151201029
5060468759,2,101527212
5093735025,1,133731052
5090538712,1,55214057
5041354128,9,2799515873
5055305750,1,55302922
5090857300,1,227486990
5003265517,1,117222138
5062901750,7,4210129794
5081638724,1,241749
5056035743,5,4210122799
5061169253,4,1281029379
5006319076,3,24062138
5095489662,6,129634264
5094964180,1,4210088236
5085034201,1,149292303
5072409546,4,132950312
5021994330,3,4210153126
5089097892,2,4210101034
5034824763,3,4210153181
5078536939,6,154526488
5037043712,3,114150738
5017684709,6,47720641
5047960728,1,67868205
5057043129,1,55202024
5086951140,3,2802539864
5030131906,3,136199984
5100275476,6,108468826
5021523318,3,24768866
5079099104,4,4210114798
5017467630,6,134820265
5048624731,1,172901346
5058305395,1,78577930
5065020365,9,190087913
5008486797,2,4210120717
5008169973,1,111979921
5103362284,2,105991555
5088958767,4,97750245
5081045318,4,881427289
5096659593,1,107740395
5082279624,3,165690674
5027464103,2,79576946
5033318058,1,200777214
5085742346,1,4210166344
5043792225,1,34352273
5037776986,5,134446601
5102816128,4,4210124809
5081788004,5,1335690138
5022527848,1,1316675753
5083108596,1,4210120855
5074711715,1,108103353
5013196565,6,4210089612
5021444987,2,530967
5080767086,2,4210109338
5044523450,1,196829312
5094390012,2,255234318
5000950632,1,150468666
5034856910,7,4210152119
5079310351,1,2801998001
5032329682,5,2800004676
5073039050,1,82724352
5030222771,2,4210141265
5054012086,4,4210124971
5081850201,1,2801876189
5085021074,1,26347476
5101750558,3,197081775
5047487649,1,74801974
5005115321,8,4210095227
5092987763,1,4210127378
5105413902,1,86519309
5018391049,2,2800138454
5081111653,3,4210106256
5041325402,4,62885914
5051501578,2,181391015
5076743111,1,159176309
5020004813,2,111088046
5054417669,1,32725510
5031615598,8,2802032709
5068522277,2,61641377
5068356282,1,1343028186
5071528560,1,1281539108
5047916429,1,36448004
5075336759,1,170658231
5103078092,5,4210131712
5101445554,1,157773358
5017701593,2,52357470
5039611131,1,83019370
5061490062,1,4210134891
5076726931,1,65143321
5037985691,8,4210160192
5101232098,4,99065089
5066071017,4,113940042
5047872386,1,31746571
5105836460,1,60134161
5041379517,4,16391192
5042475023,1,17974374
5057536026,1,4210096108
5025627338,3,4210121626
5021397284,6,111088046
5039249179,1,1289079397
5044677745,2,65837984
5074569063,7,55769427
5022435018,1,165390105
5050495173,1,28290843
5051392218,2,134560555
5060935494,1,68763199
5090945539,1,80849659
5044795334,1,4210122374
5101849286,1,4210148861
5030043620,1,147791725
5076614555,1,4210113546
5006703966,1,4210137750
5001474020,1,42934936
5062961810,3,119939603
5057626582,1,103163165
5060606696,7,16733864
5101291014,2,37461747
5059034004,2,4210148300
5086545566,8,4210134617
5102221146,2,98227222
5060298453,1,139264467
5065723490,1,142770252
5005785343,1,4210094603
5021645985,2,4210145115
5070683811,1,74897591
5053345229,4,2802600546
5024502268,1,1330342723
5007272827,5,2613432
5067048759,2,165225704
5010366260,8,2801120601
5020891607,1,132153292
5051008403,9,116465919
5062575590,6,86519309
5017880907,4,1662191
5084652367,8,161318765
5095317563,4,4210154129
5087673029,2,4210105972
5034787311,1,180726961
5062405003,9,4210154421
5092627558,1,115684694
5103507410,1,59196294
5026007410,1,184679254
5063149406,3,1325846038
5100317778,1,4210140936
5043799368,1,40597779
5053035600,1,1280536761
5008958716,3,17301866
5042833190,1,151746483
5060198194,1,119025939
5019331744,1,4104125
5074828007,5,185261750
5047192395,1,1288214837
5101019653,3,4210103685
5013648513,4,4210088053
5045614648,3,2800421839
5000679685,1,1307195382
