concept_id,related_concept_seq,related_concept_id,score
2779915011,17,161153951,2.240175
2778563155,12,46721173,7.2711196
2779806340,9,2780277586,2.6167126
117884012,16,108583219,2.1776836
2777495988,18,2778557577,5.090651
2777509023,15,110830959,1.3064573
2780606744,21,2781184604,2.657602
2779110517,18,3116431,0.9487932
196735533,18,144993055,0.891462
2780106024,22,2776666804,1.1786861
1370556,3,26022165,19.848331
74600772,54,2776899357,0.7954031
119889771,7,2780887139,4.173709
29146819,3,135576274,4.068637
177418412,2,125501631,3.7401757
140505726,40,2780591428,1.2582067
178218473,34,536005652,1.7631965
10144844,46,2776255816,1.150975
36629368,9,196187386,4.5496
2777620828,1,90626534,4.282514
2778355293,4,162967406,1.4693264
172367668,15,79158427,2.8169951
2778330430,21,2781059491,6.397306
2777438225,12,2780918051,5.4132357
2777850117,1,2776681478,2.8580813
2781149210,13,2780775167,3.5050516
187288502,16,2779209633,1.4789686
195687474,81,125555471,1.4840462
22480482,2,115827552,1.6252699
141937037,17,115821613,3.5175009
40904291,10,54101563,1.8644478
23295444,19,167919410,2.1981075
2777768476,25,2778117937,2.6334097
3062749,5,132312353,1.608246
2780074459,99,2778654844,1.6612167
10854531,14,2780381497,3.543189
173018170,56,188434589,2.1819208
133969743,4,99936299,9.394238
2781406297,7,52853521,3.431864
135285700,69,88498014,4.2152443
77390884,7,173018170,9.025583
161221295,11,2779678110,5.1594424
168651791,58,45290791,1.8548694
64922751,22,2780657452,1.4363105
100082104,63,58772458,0.8165881
114375839,8,103753734,11.192668
2780951926,6,15046436,2.4067237
2778328744,15,2775898421,1.3533957
2776748653,3,2780564577,1.6418066
2781471045,1,38316802,2.4358454
126057942,22,3004257,2.7562108
157777378,25,90291539,1.0722287
73834784,15,172105316,1.1786754
8673219,15,94656876,1.4544091
2776914184,88,195687474,11.046771
2775908076,8,545314008,7.2506003
53537400,11,15744967,1.5017496
2780350996,3,2781190966,3.7083478
2777992645,25,44140439,2.80541
5274546,3,12108790,3.8465247
2780202544,1,32252159,10.445873
67018056,10,2778938600,12.206435
2778835443,13,518008717,11.661114
78594624,8,58053490,0.91743636
17734536,20,17623918,1.2066927
2781449511,10,2781105203,1.276694
126863065,1,36951298,1.0981472
41325743,15,17534553,1.3784604
2779372575,1,2780109367,1.9767393
110893760,6,103692084,1.5566444
163877629,33,13200473,1.6576169
165700671,50,203269682,2.0078533
2776925932,6,2780596555,17.411404
89464430,8,164304813,5.4625273
2777802486,12,2776376844,1.5342454
20056189,6,107165499,3.5683842
111309251,71,169192303,1.91143
14042566,30,2776218876,3.5047734
2779580905,70,2777720266,9.622693
2776644168,1,2781028384,9.806109
2779020855,58,2776295783,1.8022448
2780864610,17,2777964233,6.844699
35799125,3,112955886,1.717987
43658493,24,114708693,5.0128407
21955772,9,165263651,2.229444
550829397,9,2780127596,22.039795
2779328170,96,2778339168,5.4022803
81182388,2,47028484,1.1906047
542804219,28,2776726509,1.3717003
173921975,3,2776607717,9.558946
11934016,17,34432948,0.77842414
27156116,7,14158598,4.4024243
102592046,11,48921125,1.8626051
2780105360,16,2776254738,1.5385327
75280812,7,27420735,5.59661
2777820669,1,159654299,7.941098
2776386368,3,2779402677,2.4453428
70834904,4,37608338,1.2945615
2778050735,10,2780796207,0.9106846
2776948989,8,550479007,2.364465
64649846,14,88862950,2.5631707
193208539,5,186603090,1.3801017
77986797,4,145899342,3.185029
80487327,9,23061349,1.2111508
25551252,9,29993825,2.7986686
2779129087,12,2780469793,2.5719292
119795817,34,2779256933,3.9328172
120546263,14,94506165,1.8456246
2779307921,4,22124211,19.772552
13476937,16,140190676,2.8837314
109839438,13,52486349,2.759058
178270690,5,7055690,2.0878055
139962677,6,5961521,9.445974
2780026712,75,46275449,4.736827
2776943033,5,102483320,0.8652934
2777433750,26,2781449511,1.7829987
124453015,2,105515060,12.073453
126589126,4,2777610965,2.4120953
82916341,9,158693339,3.2640076
60454596,14,102483414,4.947689
12108790,23,136719777,1.1877942
36091686,25,527038400,28.424736
7910260,90,2780387249,5.7404265
2778514916,80,128188215,5.0383325
158968445,8,115527620,2.623563
2776451378,6,93877712,0.9835837
195518309,9,26336911,0.8914993
202787564,58,152822103,0.9303457
2779658751,5,2777976675,0.7791937
68583231,51,2776559970,1.179835
57115121,13,186921422,4.371588
2777022838,10,184357244,1.9941481
2778190193,3,2776740260,2.3738096
68389820,13,519580073,8.540215
2776903810,1,2781408846,0.85624105
173413354,5,10349863,0.8661743
514705636,14,17966761,14.425741
145424490,22,171675602,0.82887477
125069764,16,185933670,9.95516
57159822,8,106321089,1.7578827
86803240,27,2524010,35.86919
201437064,15,552990157,2.4594543
65589250,33,134654583,1.4927318
26170363,19,12722491,2.4333293
2781156865,28,2779904257,1.1567804
2776001192,27,2778374289,12.94709
120524526,7,183469790,2.5207903
150935588,16,136324791,5.1196003
512654426,58,19724227,20.361395
2776315533,37,2776607032,1.1228818
105076106,20,3641667,3.3726127
8112001,19,2780569737,7.1174455
2777916119,20,2776832872,1.0217079
74524168,22,190560348,2.3447323
2779422653,15,2781371259,3.5736775
2776409557,49,2778528833,1.1316764
114246631,36,2777278644,3.1092694
204389451,28,111921641,1.8836778
535960306,20,2776822510,0.7745925
2776309775,2,2779177272,10.71035
2779090125,3,104727253,3.5507655
2778137277,2,2777691041,4.915846
2777011798,1,2781453256,2.268756
102999125,51,84114770,4.7445383
2779259085,7,2778980435,2.3682125
111154242,28,2778179073,1.4444004
2779999465,17,501734568,0.95030797
59766168,9,132817261,4.384727
2779517838,7,2781144229,1.6015879
2780263841,33,194056267,3.128853
2777111502,15,67705224,1.1552682
32236832,12,2780129190,0.7695926
60015446,7,198394728,1.2715511
159447121,13,54998920,1.2454783
109643173,10,37789001,3.1439447
2780541478,3,2778913445,20.728674
165969730,15,84999194,1.3356725
192562407,5,127413603,29.98812
105546189,2,123958593,9.478697
2779288016,9,555826173,8.700813
2778145024,2,2777581918,1.5225098
2778039104,2,2776870249,1.4722768
125198404,15,138817895,3.8195267
2776601000,2,2776960273,4.003418
517481932,48,65567647,26.399725
2778176622,1,514695523,7.080905
2779566948,8,504270822,1.0911416
109568592,33,34259666,5.588855
2776688068,1,137355542,1.4233544
121770821,8,3379466,2.791931
88199923,9,139145706,4.9314137
79381400,3,184760221,3.4661028
2781172350,8,2776752467,4.8148293
2779782549,8,2776066709,0.79332584
559553711,16,62230096,3.136201
539455810,8,143121216,9.894925
192797867,21,2777461261,0.7662417
33222762,7,128107574,7.30757
2775988433,6,44154836,1.3374598
107023163,22,26772143,4.374775
144655898,6,165801399,5.823171
130523297,17,2776178377,1.8170542
93678976,3,2775988993,4.397672
504270822,83,2778870524,3.4433644
2776924770,8,79959777,1.3051349
203897987,4,521977710,10.552654
106365562,6,508800617,1.8836417
172108966,2,87668248,8.899345
20803032,5,152365726,1.6659199
194072897,20,108619276,0.76528734
2779159148,3,2777264056,3.1457589
2777343469,1,2779762690,6.7737236
92433991,16,2780089039,1.0833223
194273485,1,202311505,6.408848
182155053,3,66974803,2.131375
2779190738,7,136264566,0.8526217
47158899,1,169843257,5.311702
2779486818,5,2777670902,10.097795
166940927,7,552990157,16.21266
2780423959,17,199593288,2.2249966
148176105,56,108827166,2.7494743
149774684,23,177598507,2.1167116
2778993000,2,2781157581,0.9604319
2776820801,1,515602321,1.6303754
2776147494,10,155785087,2.860264
59269787,11,2780447027,1.5427616
134484671,23,169403781,2.7267807
194777113,1,161638520,4.745602
129513315,19,523546767,9.188091
108320909,19,2778807032,3.2603505
2780216858,10,2779253243,7.2238345
143563809,18,16328936,0.94053996
2779161069,1,63932345,4.853016
61904560,15,2779017129,1.0006284
62191587,12,47798520,1.1851685
166504685,4,98503990,4.7843895
134895398,42,133753094,2.914655
112446052,42,89200155,0.8848617
91581856,47,25854792,1.1771002
59753492,17,199724614,7.411435
149830592,9,2780831121,1.361598
197162081,63,176900771,0.86726683
115974795,20,157808515,3.004951
1223959,15,7079719,1.4809935
138916503,13,557945733,2.6214051
2778674190,14,2779177272,2.7015834
90132467,7,193121310,39.97937
69218264,12,2779413310,2.7943318
168781493,1,67388219,18.483746
99138194,28,123436394,1.1903948
2779521917,29,2780417740,0.86052483
59087194,8,188655511,4.754139
2780689630,1,41376638,1.7796792
541565711,31,2779813763,2.0327122
163018871,8,110405555,4.721598
2778402822,4,93275456,1.3999475
131521367,7,193319292,3.4546952
104779481,13,7720571,6.2922926
14121696,47,32802771,2.9140308
117455697,15,179458375,3.3561459
2776988154,20,52092804,6.639508
68387754,2,58565012,1.7167189
152763109,7,203062551,3.426585
35729967,30,157480366,6.2737055
6405472,16,124219066,7.1701093
2781379571,13,2779244968,1.1432728
2778034610,16,137355542,2.4428384
161798024,8,16335420,2.6736786
2780185194,9,2778921608,5.4342213
2779871769,17,2778889179,4.925253
204561356,1,180925781,7.020922
114611597,3,32270936,49.89453
2777974117,5,2779825165,1.0127885
2780026712,57,104806805,6.185352
2777922577,26,188027245,4.407965
2777648638,22,57066541,2.7619548
8112001,69,84888623,1.300329
43411465,2,2777155165,3.6539853
22512106,11,79650220,1.7400725
2776474195,6,2779735895,3.0729237
137343772,12,1115519,1.2435536
171001562,8,169274487,2.1455278
2779891887,10,2780236118,0.9840155
6977687,24,2776088486,0.8175958
11693617,66,93258239,0.817081
197046077,4,119857082,1.3981407
2778125326,22,2775909754,0.8079807
156164531,2,64424096,1.2305734
112633086,25,104419016,4.272799
957247,5,39890363,1.8928429
2777861070,5,2778231731,1.5992815
168053482,18,49467328,0.90432686
156804271,7,95457728,2.786976
2776180460,6,2778690821,1.6793796
123657996,80,2781469121,4.118221
2779140988,11,2779290800,2.0785534
106436119,29,514067365,1.5726881
2779770362,13,2776115401,4.5878315
2780187144,14,2777308609,4.358497
24717449,36,898592,2.4523745
2775940340,2,552990157,4.2444224
168703024,3,2776165558,1.141862
203005215,28,129792486,2.4681945
2778456004,11,49110097,2.5685015
2778151854,20,2778399450,4.6583242
2777451387,15,60391097,1.0828418
191222856,1,69562738,17.555412
2776723954,4,33789571,5.0721345
2776317777,7,2779756493,1.7484627
196939603,30,172809573,4.110517
2778608814,11,2780243435,1.9770945
2777655228,19,2777687345,1.1853534
92856932,4,2780269488,2.254561
165720898,3,28369735,3.6344655
2779843388,10,11796040,3.7295225
34736171,15,2777362769,3.4894683
38838508,23,2776561335,0.93697494
53570757,41,114793014,9.996527
2776445023,7,2776643329,3.5892644
83864248,66,2779783285,3.552972
67674302,9,2781037410,3.6867714
19682561,17,15706264,5.637957
142757262,40,52526452,0.80844355
120405084,20,62465871,1.7165501
56701166,20,2781318281,1.4497083
130981225,27,16525636,3.514838
2777716191,29,2776416708,2.5031052
2775910092,37,2776588719,6.0582995
129554576,45,164218810,6.156741
80981068,7,100134115,1.4066492
138331895,31,19610462,12.862445
2776677957,34,2778555391,2.0815847
2780263841,21,119155504,6.888828
103189561,56,2777188771,2.641462
207858131,4,31198834,1.70113
2780196728,9,128422554,2.5262537
2779663748,3,2780886150,1.7835124
2780862241,5,2779303437,1.768337
195889767,8,75947009,9.659548
64915919,10,166342909,4.8126054
2779153319,21,2777056318,3.7357547
161879069,26,2776746469,2.5206819
2777938653,43,2779916150,1.4720958
93779851,23,37914503,12.091319
126725582,3,190062978,7.1316037
2781460259,4,20309002,1.2221619
15151743,28,2775941552,1.974821
2777821550,11,2776540679,1.631458
205711294,9,36816356,3.163516
2777675195,2,2776953305,3.5208025
25366896,63,2781057625,0.9012835
2776953683,2,2776664737,1.097712
2781440318,10,2780487640,1.7301272
29688787,41,2781404787,2.2122262
175365462,13,138171918,2.5788574
117845153,5,12426560,1.534819
4175445,9,2776992346,1.9249787
111458787,6,52765159,6.363559
2778357586,12,2777392542,3.88898
13681960,16,42952880,2.0138838
144237770,1,162324750,20.657326
2778506911,17,2776820941,1.2415603
137471899,66,174440990,1.6944572
83877588,4,2816523,9.625236
2781414143,18,2776021129,5.412025
104949639,14,160191386,1.7695651
137059387,40,2779971761,1.3192288
68513836,2,138021795,2.7105043
2776181972,14,2777077232,2.2837942
158786674,1,191935318,6.4620547
502032728,73,2780325297,7.215472
2775832370,9,61367390,4.9943995
2778338918,18,19876734,1.1067271
107637996,12,60799052,2.0787063
171558263,3,120174047,1.4086496
144174609,12,201624660,1.894622
201373426,29,2777919559,3.9369943
196901423,18,21792228,1.0766217
164062900,9,8685307,1.2528813
67908869,30,2781292049,2.7436519
56122325,48,2778837981,0.9811162
57830525,24,2780981397,2.5111327
2779771394,29,120095434,0.80954
2780329694,4,203522944,2.379162
37754001,5,32552466,1.6918503
64396926,18,2776544661,0.8194855
2776788033,1,148730421,4.5858893
2777589833,5,2776694085,5.1023397
114825156,8,39890363,1.5807625
205458427,22,2777895711,3.949004
78396525,11,75812238,12.208176
172428447,13,102177615,1.0035224
79386861,24,552425265,1.6040689
129782007,23,83677898,5.583516
2778355491,9,2776392049,1.9070307
108710744,1,98084364,1.8143734
2777924906,13,52130261,3.1292834
2776230035,13,109110057,1.2078338
2777552389,8,106165642,1.5205681
73798356,16,68274095,1.0536829
2781403372,32,2778153387,1.4703571
168112101,8,204241405,4.555586
2779535233,52,75480439,6.4817753
178253425,35,150627866,4.9036613
141705503,5,173014286,2.3465354
1232282,12,43364308,1.7427683
2776877392,14,2780820201,2.6173816
2780233690,10,39549134,0.8359546
11960822,47,101544691,9.622387
2777394807,27,2781456544,4.6068115
2777939402,7,2778534666,1.8950354
161624437,29,25824698,0.88599813
2777276890,10,77044568,2.5798526
91831460,3,129802253,4.2982855
2779456496,4,140610115,2.639612
64646020,4,2777975993,3.2607858
2780554381,13,201995342,1.0145243
112939947,22,68701300,2.1150484
96654402,28,168292644,1.0015055
62535639,12,57477423,1.8590747
126445297,13,81843906,4.1259837
199622910,17,182620335,1.6408952
2778861254,2,163479331,5.637506
149340888,33,2779918970,5.1395435
2776736423,60,2780193402,1.322616
2776980637,48,119795356,4.1147695
534859617,48,170828538,2.6460092
101692577,4,2779669040,10.931264
104615370,10,99405784,1.1856148
23296010,6,161790260,1.305078
108625454,9,189165786,14.183018
21442874,26,2776229289,1.3278605
200711233,32,2776212561,2.633391
2779947509,5,2777335606,3.234749
2775994493,1,2777811718,3.3929036
136095499,8,542929976,24.542587
2780120127,18,160022790,0.805158
16670881,7,21089234,0.8174187
