concept_id,related_concept_seq,related_concept_id,score
68513836,12,177002080,1.5135579
101225446,11,74774103,1.6983695
2780881558,33,2779697368,4.2275434
150547873,3,78201319,0.82840544
157157409,1,192939610,19.075403
60777511,1,89198739,2.6202044
2780402444,15,2776923806,1.5304532
2776820930,47,2775901492,5.0800676
81299745,52,186487364,1.7228715
2779142801,6,78396525,1.5151575
137584468,12,154775046,8.546887
2781003497,1,520434653,2.451196
555826173,60,2781212760,10.324459
110530677,2,2777973245,3.8117507
21963081,28,125411270,6.5324416
192209626,7,202572682,1.9148179
141121606,45,196757783,4.710076
14858245,12,37307934,1.0329626
2778039505,8,2781065037,1.6317811
202021718,4,132878287,2.4301608
65154329,12,31100168,0.83784354
53848692,11,27799899,4.2893705
2780062018,48,64123433,1.0797477
35859425,23,160845552,1.1248448
2780841215,56,2776160005,1.0938655
181830111,7,147452769,23.795559
63240072,11,536366893,0.7527218
2776012956,10,41091548,1.2501302
169961344,36,2778646709,2.6271563
158847443,6,110121322,1.3308499
116631538,5,535889608,0.8139794
15952604,93,2779542144,1.3751552
2777739990,2,2779866092,5.2354846
134729014,15,2777568134,1.8637033
204217086,29,193705005,2.2022436
155635571,7,203989658,0.9721834
163686574,11,42796848,1.3854967
2777618391,61,66187686,3.0444586
64147673,26,175188612,1.7886732
21689155,25,168702700,1.2654444
79053195,28,41690226,4.071339
104419016,12,52660251,4.0291457
159923984,11,186923303,4.821657
2777544482,28,2780519940,1.1112616
2777995074,5,2777560053,1.2815126
2777757722,5,141071460,7.754366
167573328,9,113494165,0.8226899
33819350,4,77835500,2.933534
36662352,35,70834904,1.1663793
2778470496,27,96942376,6.955585
2777867650,4,186897216,5.671334
2776381363,16,2779782174,2.8535156
514928085,41,15997828,22.308367
2778659115,6,2779400197,7.8492846
2778607024,14,2778993397,2.6845064
122302079,12,558475949,11.857217
2776211905,5,526584372,1.8318014
2780910289,26,10090317,1.1404167
200806820,15,2778664912,0.9589211
16671776,27,106337198,1.492527
130430149,9,161491579,6.039887
13474642,55,67206012,9.276112
16160715,4,2777819797,1.4907362
47949032,8,2778156585,2.1665566
78562435,11,186746360,2.5532997
124650155,6,105702510,0.8081938
2775983024,1,2779469565,1.6862345
105815890,17,31971599,3.601509
2778459216,2,59843425,4.348721
63491729,23,138626823,6.373002
195244886,12,166957645,16.468689
2780576639,4,153294291,1.8088847
107674354,19,70816948,0.7859887
27713364,7,517481932,3.8147128
197631562,2,166390339,7.163411
2779054382,1,2778004101,11.969498
172428447,2,200870193,2.9654334
78491826,23,142164852,0.8536659
2775973543,7,137355542,0.82841665
122874069,16,25818197,0.89337087
104966671,3,2775910092,3.1311505
2780238495,2,526805850,3.0329926
27286358,10,2777019708,0.9211108
173443657,8,102893441,1.8721917
2777138686,3,2777764128,6.0409107
14348934,15,143191323,3.677607
2781005915,18,537208039,1.1276971
94879076,21,2780716463,0.7888945
140096630,5,51176869,2.157626
35026560,17,181177684,11.697625
2781271322,1,2778823896,5.6726017
10936531,4,2777628635,1.613505
2780375929,10,2776432453,7.7390513
2781463711,1,523546767,8.216983
9299288,14,35219183,4.715853
510346563,27,2775834888,0.8443006
195708903,6,70757512,6.9602685
2780728851,13,123657996,5.035448
2776258540,7,159551322,1.9306582
2779061078,32,2781039511,1.5944282
179428456,1,139997677,8.805875
2776176826,3,2780573756,1.0444517
2779730802,5,2778504605,2.1972141
25274449,31,159919123,3.1702495
122792734,18,62074269,4.548771
167683757,12,2781271316,2.426121
23103841,10,2780186347,1.3626945
2779876028,82,102998134,7.130824
136199206,1,2776441376,16.165998
2778260489,14,2778923344,9.148473
2778394091,13,2776820930,2.3699853
84597430,1,104317684,7.2261176
197370839,17,32161561,3.6664193
542774811,13,133378560,1.3762876
69125201,4,135903288,5.559029
2781163877,34,111963331,1.5811658
1276947,93,144475974,3.5313034
17923525,5,2779422922,1.4307922
2776285698,4,124952713,0.80463547
29447677,3,51816534,1.8282906
166047926,64,166007726,1.0544784
64452783,1,185529760,3.8423908
144521790,14,11413529,3.5233932
88182573,6,140311924,10.447485
98735484,5,152754458,2.0238473
92856932,1,109560049,5.3821774
2776847301,13,83009810,11.837748
2777687625,9,2779476700,3.11943
187486625,26,4119822,1.9805849
173608175,57,38677869,2.3409576
98306058,7,2776946319,2.1737928
188434589,1,184026988,4.297124
500558357,28,2776780178,16.052673
121013533,13,73431340,1.3263646
76374431,16,48406656,1.4843576
94862452,23,2776743220,1.2155244
108797546,23,2780691517,2.377322
144218379,18,173366509,11.255652
104232198,20,131751877,3.3793304
2779813244,10,2778219007,1.5518184
125873045,1,127592171,15.791704
2776687534,6,2780551157,1.6795169
47867601,7,2776697845,3.0281563
120001659,36,192552737,3.5211065
119599485,31,21442874,14.8165045
2776445377,3,26873012,3.6268988
146477669,34,184501600,4.2130394
2777956591,3,2780186607,6.445676
125510439,5,33441834,2.0699763
45091340,1,86339819,2.9464803
12713177,5,2524010,4.5221486
546592022,3,185765463,2.9034522
95373548,6,113461152,19.602325
35398282,13,184773241,1.3853352
2777764431,6,2777541875,1.4319179
192209626,3,82552819,2.1171925
2777058707,35,2778911148,1.328288
72852651,19,2781293274,1.8382219
607359,8,94490329,1.3738596
160159729,37,2776128617,1.6220373
2776112769,18,32891209,1.0947982
2780944729,10,189166818,2.7129679
2777242750,4,2776665811,1.0796143
141331961,15,110305270,2.4009895
2780851360,4,2781053074,4.6197615
76709773,3,171338203,4.208764
87717796,12,185592680,7.458735
73916439,34,2776453213,1.0563949
84372278,7,2778998827,11.658271
2778150588,9,2776254738,2.0674336
100722585,10,80316258,1.5359304
528890316,75,2780302967,2.063298
95373548,28,168589115,3.766717
134122466,12,113461152,4.165554
203473731,10,179369057,2.7052436
85411794,4,2778236110,1.3108425
81885089,11,2776460866,6.9165344
91158637,8,2779688405,44.157322
51650839,12,113840448,1.4236525
2781273526,14,29447677,1.1647853
115955781,3,2779892169,0.768238
2779321154,10,2776139471,2.5113811
2776651062,2,513090587,3.927363
53846429,9,90119067,9.467913
2778564397,3,139838865,2.0071805
3742959,8,70160891,1.6495445
2778676360,13,155058155,2.5243628
81793267,2,102519508,1.2049624
2780608335,6,2776694085,15.943765
2778393491,16,2778860571,0.8212324
145314362,2,54407271,5.9406695
2780680839,6,2777165788,1.4860152
2779338263,67,2776135003,2.3280113
2780761588,2,2775868463,252.73865
115094139,6,23684344,5.4649997
197934379,45,4892016,1.1502434
2777478136,6,2779335624,1.7521522
2778333438,2,2776650655,1.1198286
52560446,11,206611041,2.3565767
2780306303,1,181199279,0.9203589
2776731418,7,2780686511,2.3376844
2780076729,3,2781057849,10.4957
2777154038,2,2779013556,0.7943424
80368990,10,49999975,2.272288
63585750,43,132645408,1.1204004
2777735026,21,935647,2.1445935
108710211,14,183140480,9.826485
60933471,5,122818955,3.3131514
112098571,10,194232370,1.9990355
207200792,61,39133596,1.633552
2779770362,14,2778913507,4.5236907
205649164,8,144024400,44.258564
143128703,91,2778478046,19.295704
2776962512,31,2779172262,0.9676177
189807693,18,118947353,1.8817062
189935429,6,36786875,1.32993
59824394,11,150997102,5.7158065
35785888,17,194172872,0.88679653
2780799893,1,2779637338,3.4930718
93248783,7,2778563155,7.4304504
2776128831,11,2780112459,1.1433783
156382255,15,179061269,2.8631313
2776949292,100,2778416019,1.5524085
127820260,1,2780204790,3.4144268
32234688,11,24452717,2.538306
37454539,14,2780008327,2.0570693
132480984,16,128990827,3.5931482
91770344,26,2779179000,1.2211418
2776021129,59,2776171842,0.90041566
18364862,52,170315498,1.3703245
2778329176,10,2778198053,9.457355
1135709,16,128717455,2.3110917
176445938,25,20533482,3.3868906
55974624,20,199335787,7.226208
110875604,72,193596192,17.440205
157866214,10,73000952,1.159226
552990157,2,104317684,239.35463
2779748257,1,541104983,14.097341
2780094635,10,2780677649,2.6880646
2781247691,59,2779498867,2.054217
2780504191,2,48023723,3.419501
2776407710,14,2780892088,1.1190455
11988809,34,101666144,3.4163237
2779929513,7,2777529992,3.6873026
2780658912,2,199360897,2.027737
2778254764,7,17618745,1.7007653
2780377690,15,2779556047,1.6983697
4464978,10,2778413303,4.331226
2777361974,4,2778500429,2.530451
2777130413,6,2780778100,1.0864812
2778180168,26,2778373776,6.2962317
40940223,31,124551494,3.639104
2780790598,3,148176105,2.707772
2780887139,40,2776077997,1.6655371
2779600325,12,2778689640,0.90775394
153339134,24,110157686,1.6970679
515153823,34,66629338,15.178652
2780658535,16,20580545,1.8566971
198664488,9,147120987,6.7117977
2777419590,58,2777526313,1.8586
2779130545,19,2781026528,10.543902
2777374081,10,2777905771,0.98451686
2780042925,14,2777773042,1.4951199
109428209,19,65293783,1.745272
200130814,4,2777362769,0.9998636
42698342,61,2776196969,1.0524654
30397308,4,149685015,1.9769254
38111792,27,47701112,20.655022
78310665,12,27251351,22.249243
2781406287,7,2777709985,1.3175511
151552171,4,61460702,1.3178359
2780484033,16,78795084,1.2291261
178963451,13,190930322,14.282276
89002693,10,67236022,1.0954113
8480308,3,15982861,9.599281
117568660,9,41587187,5.83641
2777802852,6,2776762034,6.3464394
2779778163,2,77805123,3.6601067
200651375,4,175893541,2.5741918
27931671,7,177384507,1.582806
2776914184,24,2780635560,25.4436
2777604421,13,2777663397,0.9482643
72273685,10,188660851,1.1238902
2776378722,10,97489613,1.6354504
2779755945,19,2781352674,2.2714822
48044578,18,65399332,3.2364275
2780461338,1,2780564577,3.0592468
54942250,1,2777914111,1.0199333
34630208,5,21279758,0.79234874
138999460,18,544778455,5.3651175
192241223,26,122792734,4.4003544
120588126,8,64364511,1.8886898
52192207,3,66322947,44.749325
2778560529,4,127774322,2.3167925
152455256,6,205971072,2.2398307
2778004101,77,2777438722,2.2855997
2777994876,23,128074901,1.295258
2780934780,7,8007445,0.9992986
134867827,17,30481170,3.1243658
2781212518,94,2779542283,1.0427374
188321436,5,203233044,2.9187741
181543814,29,106978608,6.970087
41467125,8,2780364934,1.7405992
2779546488,17,2778173252,3.8432238
93992136,25,56324269,3.9899793
106889044,15,516717267,1.4960542
153083717,10,79337645,2.438516
196939603,20,2778042268,9.950149
2776990775,12,2780959689,3.0533268
2777265216,15,2780326628,3.0320265
207892153,42,67462049,0.76279175
19038510,13,68381374,2.628166
151211776,5,138551351,2.154174
2777761098,7,545706735,0.99351597
183741602,81,118519418,0.9105211
2778514916,15,2780051608,19.320042
2779778239,9,2780404665,3.9636245
178802073,3,60808876,14.392775
135186712,17,118978325,0.8802231
202311505,25,139358767,4.0677614
105902424,35,194387892,1.9502237
147316620,10,56449476,4.4184213
136498428,18,89298926,5.191331
57172181,10,101649071,2.1071491
53661774,3,68775195,1.5022357
2775981520,12,12554922,1.91644
14539891,9,100906024,1.9288929
157135747,3,151527765,8.466042
2781426373,7,2777100407,1.2798784
2776812455,7,149912024,1.270624
2780151969,32,2776610293,3.9340189
2780536333,6,2780467534,3.5287232
143191323,35,201604863,6.9817486
162798781,27,150256626,2.3220677
2778598218,6,2777744392,4.757095
153667321,8,202615002,2.0417616
138296749,20,2778749631,0.7800189
2781093762,10,2780999109,1.6034799
8244237,12,68656383,2.2952404
39549134,41,147598955,1.8177644
2780943371,9,2778597717,1.0773174
2780144342,12,71508700,0.8714302
2779218887,15,2777207434,1.4890727
119857082,71,107321475,4.078523
2776258690,12,2778296365,1.3327792
15952604,9,121017731,10.017389
198496030,2,122123141,4.429695
200601418,7,160713754,5.310298
126530901,26,2781441869,1.1487603
98937189,11,100082104,1.6682622
2777693866,4,2779142347,1.4858952
2776345496,54,946207,0.876573
30066665,5,94857076,21.055752
2779859823,3,54040653,0.8292863
132480984,11,48921125,4.2152796
22257346,11,92866567,0.9373377
535046627,29,57658597,8.152701
2777005476,5,2778087770,1.5850095
2777343278,14,91066513,11.76302
39078644,4,2776229121,2.9187639
146188434,19,156602925,1.5876212
143098186,29,22614528,2.9290686
138227536,3,99405784,1.7137877
1491633281,20,78885561,2.6743472
2778301229,48,95911042,1.5065149
2776723954,6,2780796293,3.5733414
56777670,14,84666643,3.0785813
2778279090,14,2779825165,1.6468056
2776879804,9,515207424,4.564541
161218011,14,2776847985,3.52409
39292890,1,197320386,5.3358445
155515750,25,180461467,1.8638877
2780196416,17,2780877353,1.6640465
107300179,8,11960822,2.7206295
59149807,14,112910692,3.9457784
188067584,11,517481932,1.5552036
2779924751,10,139066938,0.99847597
2779170986,8,104317684,3.7310338
162127614,16,2779940807,1.3451746
72859922,54,2780283014,9.053065
2776390149,4,2780844648,7.836927
40621787,2,52703633,3.9835105
2780298129,6,62425271,1.7128396
2778324911,46,2780302416,4.2081504
82326809,2,551499885,1.0059465
77255779,15,190330329,1.3753949
2775890271,14,177801218,2.1984246
151666851,1,2778248108,2.4561195
143148639,8,205318122,1.2564036
20774148,35,2777380813,2.601476
2777090975,6,523993062,1.5151113
111153917,1,527648132,8.221563
2778703144,8,2778106830,2.8736317
87668248,13,102999125,13.567475
55508974,9,24424167,2.0957987
14331664,15,90069079,0.8337534
510052550,7,2779769603,12.36485
2777214192,2,2778609550,0.9215704
2780358027,45,2781334404,2.1094058
198091228,63,138775182,3.1624184
18399536,12,23134205,7.140612
2779820397,12,161790260,2.3371165
81121459,13,2776934660,1.5858974
2775887612,3,2779698884,18.010092
200980170,8,206658404,3.7369597
2778891929,5,2777163820,3.0759609
2777829344,17,2778130428,1.1113008
149614440,3,50254741,3.3910577
2778329856,11,2780765408,3.848452
62130838,7,185581394,2.3057702
2778108642,2,2776701986,3.977062
2777892068,3,2781031783,6.3070107
88536862,7,2780367215,0.9623692
119824511,27,155552310,3.2780914
124932887,9,121282732,4.5745792
136560751,1,105815890,4.9112277
49708893,20,85304923,13.420894
2777658100,11,190283241,16.067516
3716999,4,140642157,1.3734075
2778880076,14,138954614,6.2382736
53630964,30,173636693,1.5002257
54531595,20,75699723,8.238762
99398487,38,16541007,0.99449295
149441793,65,94465730,9.117531
2776752453,47,2779995113,1.961675
207043602,10,75280867,10.583562
2776140321,1,2779280984,3.523058
102519508,90,174576160,5.3274546
136272165,7,102519508,2.4006286
2777107655,6,2778106697,0.893839
70477161,38,25924097,1.7832419
109613756,27,136766821,2.2458944
2777031059,8,2780472540,1.218068
64839514,14,513153333,4.534178
181748761,20,65381582,1.5521506
135824740,2,14794904,6.2803483
204241405,8,54355233,5.1772223
2776671347,9,2778489760,3.6507611
76073288,2,178350159,5.1463633
21916231,14,122962297,2.5301943
2780737243,4,108882727,0.9580538
122308676,80,191147762,1.0896204
2777762789,20,2779841869,1.86568
152900378,13,132312353,0.8701109
2776018949,57,191616025,0.8594299
181709278,12,156585808,1.1552918
2778350275,24,2777126123,0.93931055
2777419590,48,196647687,2.2478843
175259745,21,2778821024,2.5067327
30421969,29,77016745,5.2814093
2777954637,58,2776162329,0.986532
158619295,7,181199279,1.7302109
162802515,3,2781278361,2.1925046
2777293999,24,2781393001,0.825124
20309002,8,138171918,17.091494
151640129,4,12657307,3.4206672
5098756,1,158617107,2.9254885
203513110,8,198944804,1.330119
181588539,58,169710862,1.3371392
186339688,3,28285623,2.2558343
4641261,9,53605480,1.208742
171013185,5,508800617,1.016347
171196145,9,195616568,1.2547404
142616399,15,2779407163,1.0957552
144174609,4,21936154,4.9857907
2780611847,5,2776760755,2.5695
42608841,2,110099512,1.3430828
65024703,20,192386470,6.021827
2776194465,13,116190364,2.4365633
2779421835,5,2779964429,1.3759093
2777458374,14,2779485729,1.9532037
2776657025,1,64413873,2.284899
11693617,3,148934300,12.569482
30555475,5,59659247,0.8052874
49848784,11,103631927,3.385724
2779080361,15,2780015891,0.8188219
95802253,23,169852918,2.2148778
2781267450,6,2779782174,1.1319877
175783326,37,68838962,1.9923623
180671464,21,64835786,6.3252196
2780214302,7,2779756257,0.89796126
2776552008,8,2776110085,2.0376606
2780860830,5,2777117924,0.9468243
60643870,1,194110935,16.106897
83873828,2,2779678110,3.9667802
180222743,29,171528893,2.9487062
175983524,30,188466206,1.0912813
1898230,9,139680978,10.411501
2779946292,15,2780074459,3.4543653
2775961149,5,24169881,2.6006968
165129702,30,158531540,6.4857264
6648577,25,87976508,2.667818
2778864100,2,2778769901,4.413775
123439655,11,197273675,1.4901973
8892853,39,30094659,1.9521952
2780847677,6,2777865847,0.9986849
2780092750,5,2780022331,11.207072
116225407,26,2778981401,0.95756143
174937957,1,173633252,1.2963123
56084127,7,191935318,1.369686
2776020440,6,523546767,3.3813558
60048249,89,114825156,2.5125854
2780187144,19,43791586,2.5049644
2780652538,30,2778913798,1.1732851
42403620,12,101476363,1.730841
2778674399,7,2780103800,1.3434103
2776715869,4,2780653484,2.3978868
13495919,8,147894010,6.444061
156137748,15,86294171,2.3554044
191413810,8,26004113,2.9807274
60365752,15,105580179,1.2276025
164742699,8,15744967,0.8398666
70985411,12,4530962,1.4823622
2780406361,19,179498184,7.187344
41065761,13,57041688,1.166103
2781369853,20,2779369985,1.810406
2776536157,8,2776301351,1.7967572
30487094,3,69907114,8.480157
2778449503,33,2778770431,3.9094398
2779913634,14,2777894859,1.756023
115672447,12,2779785115,1.810895
2778484494,17,103753734,3.8435123
28322926,19,185592680,4.4930167
2776814716,1,2780820201,21.822971
2776395126,16,2778944715,2.4538748
89623803,36,447327,1.5928196
170760736,11,115816405,5.720841
2778323603,3,2777498215,2.0423107
22219631,7,132312353,1.8967676
113840448,14,124668440,1.9289612
2778288042,8,2778357586,0.78231496
2778141155,33,2780359839,1.9001482
191832335,11,64092710,1.048446
195239911,27,78363866,8.496449
105176652,3,60644358,8.646523
78761867,13,198302294,0.80043674
2781195723,19,206705377,1.0571805
2119116,36,513891491,10.733228
206182792,3,103711010,1.2752749
112705442,30,185867374,3.7629492
2780329694,11,2777949483,0.9004555
2776759294,12,2779486281,1.5009263
79536532,11,129621563,2.738432
2777026668,11,2779885280,2.6279986
2777229883,15,2776785578,1.428033
2780550940,23,2777652487,5.6346097
113194728,5,135343436,0.76951957
17618745,2,140205497,13.288999
2775934546,33,2780801072,6.376975
2780723490,23,2777337673,1.2776027
47768531,2,83864248,8.093229
2781087243,5,2777164284,0.91128534
2778875212,1,2781232474,4.9561133
69357855,41,178201587,2.6206696
113241181,13,515207424,2.2273567
81657359,4,548217281,2.895794
2777239683,48,2780211513,1.0033941
2780875844,3,2781001862,7.8871794
183708386,7,52672216,1.0623232
148730421,44,33762810,3.5384645
159242009,8,94587425,1.0662258
38786816,18,2778370645,1.2944013
2776184083,1,133485526,4.8622785
2780639530,15,58962609,5.020512
2779784338,10,102451475,1.8548973
171322552,7,96386209,5.2362437
110541219,12,44365914,1.1452204
84894716,11,185429906,1.8647853
28651165,9,2779244956,1.6949534
130217890,68,103781064,8.274616
76450673,2,32946077,4.832134
2779923321,17,170194690,2.035156
2778099472,87,2780639617,1.4397335
129554576,29,177002383,14.826455
2778918659,13,158617107,11.115931
147717901,13,173776410,10.447595
2776300020,15,55904794,3.3889964
2779363104,22,2778533338,0.918419
103781064,2,18903297,10.120917
2778673556,1,2778413303,4.223255
9767117,31,203311528,3.5006864
95857938,2,33923547,31.595469
183816354,15,96380407,3.548066
2779256446,6,2779598827,1.4883476
84269361,18,25764329,2.251536
98735484,18,16757284,1.2416604
169791425,11,196939603,1.1467067
193386753,8,11577676,2.6527278
2780930544,6,2775858608,25.844803
4263655,18,101044782,1.2393063
540442320,17,136020623,2.5267298
2776580754,8,78548338,1.3039154
1363856,1,126753812,3.9570093
2776164576,76,2776751720,2.1948736
2776886281,25,2778340768,1.4486713
2779145032,3,150670947,6.4923773
2781341471,6,2778134817,1.0213293
32653426,8,21729346,1.0157655
188015885,17,113731916,1.5661634
37500760,5,106402246,3.6482062
2776482837,13,169258074,1.2656574
29730261,37,2778302132,2.4966595
189490182,9,13575015,1.2582405
2779019844,14,20774148,1.6314261
97278139,49,111776688,1.9884224
71915725,7,132651083,4.515113
533869091,40,2778596996,2.724434
2778542649,2,40046163,0.89270025
2779362956,12,2777134139,3.635065
2780971903,1,128669082,0.9703392
11252640,4,9485509,5.240385
2781386248,16,151406439,0.9970064
2776688490,10,2776237595,0.94180363
2777551583,10,202271784,1.7639788
2776381716,5,2776292868,1.1154752
2781009524,4,168258287,0.7650974
41443022,6,2778163477,1.6550069
2777996791,6,2778426673,2.1037793
81587897,12,508378895,2.022441
2780049914,16,2775904426,1.3837061
10879293,29,105776082,2.5241904
2777858937,15,2781414143,1.9907795
64280408,85,2781063802,0.95864207
2776381887,2,52192207,1.0182133
2780029475,5,160921499,1.0786604
2779231234,2,2778640784,1.4407996
186240526,25,39820584,1.3456515
2780643987,57,2780768684,1.9279255
167300717,8,95136341,2.4839287
2777698277,14,2779295919,3.7147653
2778382314,11,2780261296,0.9720278
2777702733,42,45121317,1.0039167
2779589313,5,2777367657,0.93310046
2777483770,12,2777601104,0.7643221
2775968953,73,2778251646,1.198668
2776694085,82,2779756493,7.3441005
2779300417,6,2776345496,4.3520474
35235930,21,195597517,7.0914464
2778413303,25,134146338,7.6759696
188095982,15,2781203471,0.7944473
191661376,3,75974155,4.295784
123299182,22,149597833,2.4994593
2780873218,3,40212044,3.3837066
26578527,75,199510392,1.4550625
2777119127,12,2781302852,2.3690877
205334942,20,201941533,7.163832
152306953,11,178099376,2.0589778
151994961,6,104317684,4.0686936
2781078550,11,109214941,2.9624739
89372155,29,194108754,2.6144197
2779696498,13,2776832059,1.3609163
2780145431,18,2781230498,1.4068165
48023723,37,2776657240,1.4837885
559553711,29,2777216475,0.98244476
67499762,3,31243852,1.6459115
61968832,37,2779451145,0.9141862
2776732256,15,121099081,1.124748
2779421809,8,24389824,2.0981321
2780443679,14,71760877,0.85731405
16519606,16,166541682,0.9785682
192118531,2,204779464,7.9651957
197781089,5,116188536,5.8711805
2778927371,1,2779704304,2.8845315
2775932916,9,2776256026,2.3759286
24911498,1,168566512,3.583855
85955891,7,52703633,2.059905
16291436,20,121073033,2.305909
2781460075,10,19891933,1.1429212
78457404,22,81370116,2.772209
24639789,12,2778234367,3.5979383
25227350,3,115260700,7.4372134
2775923588,1,2778125326,0.9
102634674,36,47890412,4.397878
204434749,93,2779312582,2.1629336
2781009160,11,88482812,1.1057963
2776214540,10,2776241388,1.450128
2777708103,5,502989409,3.7379818
2776108993,31,2776802767,1.5862061
2780728571,12,145148216,2.6074474
45211672,6,188027245,2.6078413
2776799497,2,192349906,9.742694
29172406,39,2777742739,11.337102
25810664,24,123556308,9.413128
2780837026,24,2780927187,1.5168722
169081408,13,63696750,1.5535299
2780282147,15,2780958456,0.8854471
2776539107,19,79018884,6.6997185
2778265030,14,199106506,0.9186325
186116695,2,28901747,4.234396
2777014526,54,2780323790,1.7812611
558299567,37,536601067,2.953791
43024197,14,67268981,1.6371794
33600429,14,2777640900,1.0142716
105842133,7,49774154,2.2361176
147120987,40,32891209,31.900663
131584629,4,19474535,1.1322653
22744801,93,130403756,2.4908605
22372946,5,544153396,1.0849634
37482258,3,133978748,2.9997742
2777922577,44,2776299469,2.3481197
54175244,7,89031862,1.1509926
64424096,27,7904685,3.5672204
137922610,6,189139006,15.027921
2776604462,7,110875604,1.6543065
2776281502,25,104211972,0.7599401
116709606,2,139571649,7.1596794
2776804113,12,173959671,3.495545
2778048536,28,148762608,2.3792615
2781356325,3,524878704,8.377201
2780959689,14,2778004101,3.2089245
2781399445,4,198751489,5.9840527
11916219,4,189394030,14.709037
89560881,58,1621761,4.9022903
2778920187,53,2776410375,1.7772806
2779685201,7,2776376580,6.3693705
2778313021,38,2778559712,1.4262466
2780020885,8,44154836,1.0758411
42310280,7,136766821,1.227572
2778691916,8,2779618896,6.5436444
139912040,10,77170095,1.9532572
125705527,81,2777189754,2.9042606
39944091,42,37088560,5.627131
2776432923,8,501593827,2.1884012
80828422,4,2781273526,1.8516371
2777236700,86,2780204347,1.5562667
78597825,29,41525213,3.820336
2780822507,2,2776876785,2.2742436
22820288,2,2777515626,2.7054815
113707754,7,33588617,4.4121394
2780304102,13,79689650,0.7672765
2775854416,14,2781335502,14.847502
612898,11,103257674,1.8989428
90199342,11,140463767,1.5115947
111097370,15,183331307,0.8031218
105083479,76,141882274,3.5888472
2776652619,36,2777316304,1.5929248
12559387,24,38815200,7.013115
177591768,9,54178654,7.35878
2781320657,2,2776431978,2.3227656
108583219,85,157170001,1.5093607
90408235,12,16016025,1.163598
115901376,2,119599485,12.722287
2777088508,30,2780302416,3.5900881
113789861,15,88148261,1.7068868
509974204,27,2780325254,9.677148
81332173,26,156103551,18.236732
198134878,14,97355855,1.0043751
125349252,12,148738053,1.888685
2779961880,27,2777952589,4.742752
30048959,16,2778449503,7.6312237
2776246508,9,2781362458,1.259056
153574943,1,512185932,1.9146091
2777417762,9,2781298600,2.3179228
2776306059,6,2775961462,2.2879913
92509807,7,2779672484,4.40037
159149176,31,154982244,1.6764358
18767781,3,31903555,0.8086733
2779322244,55,2780099242,1.081547
125390029,8,185933670,13.05222
140764562,9,50478463,0.87364525
2781292093,8,143128703,2.5983112
187612029,12,112806910,1.4025444
12770488,46,103203806,3.1455858
2779878133,17,2775854416,2.1064208
164508769,7,20702342,1.1032677
202988678,2,33441834,5.7782598
2778646069,12,2776944266,1.6990929
121608353,38,2779454504,35.482178
129880937,39,114563136,1.0027895
2781442855,9,2777196872,10.165214
2776397901,47,160697094,7.5557804
25227671,3,28843909,6.7356043
24939127,8,76177295,2.7528245
10138342,100,2778320157,2.5154948
2775879734,6,107956385,5.4760103
8892853,14,540031477,5.7708645
78991832,5,63644423,3.950013
202224193,17,2777702071,4.8588905
35304755,2,192328126,1.3888594
42174275,17,38111792,1.1839634
2777653605,9,2778836808,1.6924853
84201533,3,2776174506,2.6960347
2780062341,7,2780984734,2.4401388
108921912,7,113508815,1.2310914
166393388,40,7386963,1.2946726
115901376,20,90509273,6.242619
129880937,21,184896649,4.329929
39920170,2,180937797,7.1312056
181199279,59,2775970874,39.800137
2777853934,8,52130261,2.690407
558004440,15,2779572371,1.1183189
2776920199,20,2778544067,5.8094883
103888896,54,2777878659,1.2923759
9679016,2,171752962,6.752958
197754878,51,157410074,1.2930925
125574357,1,59789625,9.636696
2779968505,4,2780611847,1.3201518
14740148,10,180152950,2.7399468
160363772,12,89690796,5.122234
2777092462,10,2776925932,1.1210214
65180967,33,150591576,2.6876678
2780091945,14,2780907711,1.8036568
169312260,8,114375839,1.0516464
69907114,51,2780047125,1.4294715
2777372486,15,29985473,0.8670479
2779791860,9,33923547,3.23178
26141928,12,33024259,1.7089715
2781285907,32,2781288737,1.3391284
99942733,25,83778538,2.315625
149095469,11,50660011,9.087153
55787069,9,186378180,3.6721458
2779820108,7,2778260677,2.3215556
42383842,63,2778707667,3.7776947
116558999,19,2777645973,1.620446
72047438,1,61352017,1.1857078
73313986,17,2776502983,2.8809857
29074008,3,530198007,11.472361
2780787725,1,525849907,1.4257058
69141292,12,2777517140,1.2690184
124086623,87,2777769502,1.7642969
79990160,1,147446459,13.14643
2777222091,2,137355542,2.2915065
2777389121,35,529928208,6.824289
75699723,31,2780363377,29.598934
150880908,18,2777731942,2.1724067
77462122,22,2779638872,2.1882057
2780252084,10,59822182,1.3558027
2779294571,11,504945742,0.77972394
2779514573,23,114825156,2.2351472
557433098,33,81163149,1.0027676
2777165788,59,2780965210,0.959129
2778362873,1,512115632,1.6010114
198751489,62,2776190703,1.3519784
29694410,6,152478114,0.9952555
2778496132,6,545288138,4.512267
148318117,6,24717449,2.0385056
69125201,12,92020748,3.1344934
41141232,6,175248279,5.882014
37789001,82,2780154230,3.6891642
68160299,2,45393284,12.047239
11308688,9,39820584,2.06497
50415386,10,147457402,4.920461
85582077,4,2778543611,6.924699
2776040547,8,2781026528,0.9850952
153778094,5,137212723,13.448991
2780708879,5,188147891,0.7637748
153613900,8,550995028,0.9214005
109574028,89,62657170,0.89155465
2777011798,7,2777573673,1.7799942
