institution_id,repository_seq,repository_source_id
4383465926,1,4306402641
241749,1,4306401776
251738,1,4306400544
592451,1,4306402593
592451,5,4306402437
592451,9,4306400641
686019,1,4306402366
746986,2,4306400094
899802,1,4306402395
951315,1,4306402451
992397,1,4306401430
1351752,2,4306401341
1925986,1,4306402030
2135383,1,4306401060
2303707,1,4377196716
2610724,1,4377196645
2613432,2,4377196396
3289505,1,4306402655
4068193,2,4306402104
4068193,6,4377196579
4092182,1,4306400660
4101805,1,4377196734
4141589,2,4306401888
4141589,6,4306402463
4429535,1,4306400247
4498119,2,4377196637
4654613,1,4306400965
4665924,1,4306400038
4780363,1,4377196570
4853710,1,4306400727
5023651,2,4306400150
5518804,1,4306402122
5681781,1,4306401835
6750721,1,4377196398
7597260,4,4306402387
7876267,1,4306401002
7882870,2,4306401287
7947594,1,4377196405
8204097,2,4306401196
8264552,1,4306400364
8692664,3,4306401290
8692664,7,4377196510
8765205,1,4306401352
8961855,1,4306402489
8961855,5,4306400772
9300472,1,4306400187
9360294,1,4306401718
9360294,5,4306400198
9360294,9,4377196854
9617848,1,4377196262
9927081,2,4306401663
10091056,1,4306400882
11701301,2,4377196263
11855966,2,4306400703
11874761,2,4377196634
11923345,1,4377196276
12003341,2,4306401241
12093191,2,4306400268
12833781,2,4306400601
13134134,1,4306400398
13779751,1,4377196607
15766117,1,4306400359
15766328,2,4377196341
15807432,1,4306401449
16285277,3,4377196732
17626003,1,4306402191
19128659,1,4306402360
19231517,1,4306401601
19820366,1,4306401488
19820366,5,4306400543
19880235,3,4306400090
20121455,1,4306401670
20272500,1,4377196360
21104390,1,4306402533
21361538,1,4306400721
21370196,1,4306401692
21803372,1,4306401462
21881038,2,4377196518
21978226,1,4377196904
24354313,2,4377196588
24354313,6,4306400305
24603500,1,4306402240
26347476,1,4377196700
26437253,2,4306400154
27837315,1,4306400708
28290843,1,4306402651
29617571,1,4306401262
31512782,1,4306401590
31575130,1,4306402168
31703152,1,4306400366
31746571,1,4377196481
32021983,2,4377196482
32597200,2,4306400477
32699454,1,4377196604
32971472,2,4306400605
33213144,2,4377196657
34352273,1,4306402616
34403800,1,4306400264
34771391,1,4306400618
35568498,2,4306401182
35961687,3,4377196983
35961687,7,4306402236
35961687,11,4306400750
36893310,1,4306401183
37415318,1,4306402546
39147953,2,4306400505
39586589,2,4306401612
39854758,2,4306401809
39965400,1,4377196609
40120149,1,4306402636
40347166,1,4306402460
41156924,1,4306400325
41156924,5,4377196853
43439940,2,4306401562
43439940,6,4306401879
43439940,10,4306401020
43439940,14,4306401072
44666525,1,4306402186
45129253,1,4306401937
45683168,1,4306401013
45812101,1,4306402542
45812101,5,4306402378
46305939,2,4306400642
46464968,1,4377196479
47251452,2,4306401686
47508984,1,4306401396
47689905,1,4306402091
48057805,2,4306401754
48205209,1,4377196639
48566637,1,4306401118
48843708,1,4377196582
49332381,1,4306401817
49663120,1,4306400533
50357001,1,4306400817
51209816,1,4377196906
51216347,1,4306402145
51314090,1,4306402341
51504820,1,4306401059
51601045,3,4377196294
52135307,1,4306400367
52179390,1,4306400944
52418104,2,4377196673
52590639,1,4306400559
52669646,1,4377196384
53210213,1,4306402412
54515432,1,4377196799
55133342,1,4377196455
55143463,1,4306400637
55521800,3,4377196420
55892964,1,4306401204
55892964,5,4377196922
56125125,2,4306400868
57206974,1,4306401257
59270414,1,4377196309
59411706,3,4377196970
59411706,7,4377196972
59411706,11,4306402081
59411706,15,4377196832
59411706,18,4306401116
59411706,22,4306400593
59411706,26,4306400799
59411706,30,4306401114
59411706,33,4306401933
59493104,1,4306402040
60053951,4,4306401500
60060512,1,4306401911
60342839,1,4306400014
60559429,1,4377196417
60668342,2,4306401229
62916508,3,4306402443
63135867,1,4306401545
63664421,1,4306400127
64532579,1,4306401224
65181880,1,4306400292
65285256,3,4306400984
65806277,1,4306402171
66514158,2,4306401496
66752286,1,4306400804
66862912,4,4306402034
67311998,2,4377196256
67311998,6,4306402194
67789559,2,4306400581
68763199,1,4306401349
70900168,1,4306402264
70931966,2,4306402422
70983195,3,4377196280
71267560,1,4306401228
71503853,2,4306401952
71999127,1,4306401653
71999127,5,4306400861
72951846,1,4377196954
73417466,2,4306402153
74054363,2,4306401697
74413500,2,4306400430
75027704,1,4306402419
75951250,2,4306401213
76407603,2,4377196826
76766440,1,4377196440
76835614,1,4306400929
76842071,1,4377196485
76842071,5,4306401582
76903346,1,4306402070
76920116,1,4306401225
78037679,1,4306400067
79189158,2,4377196358
79238269,1,4306400333
79576946,3,4306402364
79817857,1,4306401043
79839527,3,4306402044
79891267,2,4377196871
80281795,2,4306402094
81365321,1,4377196314
81461992,1,4377196910
82509713,1,4306400057
83328450,1,4377196638
83558840,2,4377196375
83925599,1,4377196402
84027002,1,4306400805
84392919,1,4306402624
85686399,1,4306402309
86467917,4,4377196350
86897205,3,4306400558
87213936,1,4306400646
87216513,1,4377196966
87547150,1,4377196622
88060688,1,4306402421
88060688,5,4306400462
89864525,1,4306400874
90257968,1,4377196874
91045830,3,4306400259
91123046,1,4377196444
91712215,3,4377196499
94616838,2,4377196548
94876832,1,4377196592
94951947,1,4306400277
96673099,1,4306400705
96698942,2,4306400287
98259816,1,4306400466
98358874,1,4306400906
98381234,1,4306400284
98461037,1,4306401729
98677209,2,4306400321
98947143,1,4377196328
99464096,1,4306401954
99542240,1,4306401573
100191712,1,4377196557
100538780,1,4306402088
100930933,1,4306400918
102298084,1,4377196503
102322142,1,4306401388
102461120,3,4377196812
102607778,2,4377196594
102808428,1,4377196899
102893293,1,4306402382
103187081,2,4306402600
103531236,4,4377196803
103531236,8,4306401336
104658917,1,4306401698
104914703,1,4306401338
105056648,1,4306402399
105296287,1,4306400049
107158390,2,4306401991
107363760,1,4377196751
107640659,1,4306400771
108103353,1,4306401553
108290504,1,4377196265
110120368,1,4306400365
110678235,2,4377196458
111329961,1,4306400683
114017466,4,4306401357
114027177,2,4306401075
114112103,2,4306401575
114202661,2,4306402184
114202661,6,4377196887
114202661,10,4377196737
114395901,3,4306400577
114457229,2,4306401775
116067653,1,4306400993
117979880,1,4306400956
118185606,1,4377196301
118373667,1,4306400656
118564535,1,4306401086
119003972,1,4377196120
119004910,2,4377196731
119635470,1,4377196943
119664326,2,4306401000
119896790,2,4306400940
119942576,1,4306400314
120125038,1,4306402608
121748325,2,4377196321
121797337,1,4306400850
122328836,1,4377196660
122346577,3,4377196326
122411786,3,4306401211
122411786,7,4306401442
122492136,1,4306400065
123387679,2,4306402043
123534392,2,4306401050
123900574,1,4306401965
124261462,1,4306400541
124326101,1,4306401171
126193024,2,4306400140
126596746,2,4306401248
126744593,2,4306401762
126863827,2,4377196652
129043915,1,4306401163
129774422,1,4306401993
129801699,2,4306400075
129994210,2,4306401051
130194489,3,4306401577
130769515,1,4306400349
130785548,1,4377196688
130823665,3,4306402424
130823665,7,4306401643
130915974,1,4377196940
131221577,1,4306401459
131868736,1,4306400149
132735039,2,4377196451
133731052,1,4306401476
133837150,1,4306401852
133937715,1,4377196740
134820265,1,4306401639
135117807,1,4306401321
135140700,2,4306402493
135310074,1,4306401622
136199984,2,4306401277
137265193,1,4306402224
137902535,1,4306402468
137975476,1,4306402150
137996928,1,4306400776
138689650,4,4306401820
138801177,1,4306402454
139264467,1,4306401345
139559945,1,4377196696
140025399,2,4377196615
140744787,1,4306400508
141596103,1,4377196395
141945490,1,4377196297
142263535,4,4306402014
142263535,8,4377196364
142444530,3,4377196544
142606810,1,4306401265
142740786,1,4306402244
142974352,2,4306400153
143396566,1,4377196733
145402516,1,4306402446
145608581,1,4377196784
145722265,1,4306400243
145847075,2,4306400494
145872427,1,4306401068
146416000,2,4306400421
146552867,1,4377196840
147017597,2,4306401534
149213910,2,4377196495
149218525,1,4306401151
149704539,3,4306401851
149899117,3,4306400654
150589677,1,4306401860
150729083,2,4306400555
150824429,1,4306401091
150870154,1,4306401578
151823869,1,4306402019
153204768,1,4377196606
153267046,1,4306402046
153562115,3,4306400527
153562115,7,4306400181
153718931,1,4306400658
153871386,2,4306402217
153976015,2,4306400775
154300980,1,4306400238
154757721,2,4377196558
155765044,1,4377196770
155781252,1,4306401386
157071867,1,4306401901
157227730,1,4306401301
157614274,3,4377196918
157638225,1,4306402638
157725225,1,4308707206
157725225,5,4377196349
158123994,1,4306401272
159360068,2,4377196863
160993911,1,4306402607
161321875,1,4306400911
161372803,1,4377196623
161593684,2,4306400561
161746293,1,4306401572
162817326,1,4306400213
163137577,1,4306401093
163245316,1,4306401216
163245316,5,4306402066
163770644,1,4306400209
164389053,1,4306401387
164936912,2,4377196403
165230279,3,4306400707
165230279,7,4377196953
165230279,11,4306400072
165390105,1,4306400472
165488957,1,4377196536
165525304,1,4306402462
165526535,1,4306402545
165733156,1,4377196811
165737746,1,4306400350
166073570,3,4306401899
166337079,3,4306400496
166401450,1,4306400373
166722992,1,4306402099
166843116,4,4306402429
167138147,1,4377196723
167234411,1,4306401174
168036236,1,4306401599
168635309,3,4306402262
168864056,1,4306400079
169138485,2,4377196552
169333911,2,4306401688
169556180,1,4306400339
170201317,3,4306400537
170201317,7,4306401436
170201317,11,4377196973
170201317,15,4306401548
170201317,18,4306401251
170201317,22,4306400221
170201317,26,4306400620
170201317,30,4306400998
170201317,33,4306400681
170201317,37,4306402403
170239107,1,4306402528
170897317,3,4377196600
172446870,1,4377196293
173304897,3,4306400260
173654999,1,4306400883
173911158,1,4306402005
173915773,1,4306400160
174183983,2,4377196335
175051016,4,4306402560
176113532,1,4306401609
176453806,2,4377196346
176790772,1,4306400274
177156846,1,4377196457
177181097,1,4377196730
177233841,4,4306400920
177463362,1,4306402477
177537411,1,4306402050
177802217,1,4306401433
177877127,2,4306402492
177969490,2,4306400423
179093154,1,4377196362
179647637,1,4306402163
180519160,1,4306400946
180923762,1,4306400368
181085462,3,4306400596
181343428,4,4306401735
181343428,8,4306401848
181565077,2,4306401532
182534213,1,4306401935
183716014,1,4377196564
184531372,2,4306402480
184654094,1,4306400276
185443292,2,4377196394
185523456,1,4306400692
185852735,2,4306401973
186335123,1,4306402312
186803428,1,4306401333
186903577,1,4306401815
187494767,4,4306401199
187531555,1,4306400536
188104300,1,4306400645
188538660,1,4306401957
188884621,1,4306402344
189075073,1,4306401354
189158943,2,4306402628
189486483,1,4306400834
189590672,1,4306402339
190082696,2,4306400188
190085865,1,4377196720
190752583,1,4306400009
191240316,2,4306400841
191420491,1,4306402241
192455969,1,4306401227
192455969,5,4306401968
192513696,2,4306401070
192619145,1,4306400603
193054373,2,4306400199
193223587,4,4306400409
193621155,1,4306400502
193662353,1,4306401649
193700539,1,4306401490
194163208,2,4306402202
196272386,2,4306400826
196664497,1,4306402053
196829312,1,4306400572
197854408,1,4306400782
198243066,1,4306400069
198371094,1,4306400822
199417121,1,4306400143
200183955,2,4306401714
200719446,2,4306401418
200763008,1,4306401438
201025148,1,4306402256
201448701,1,4306401128
201787326,1,4306400627
201841394,1,4306400468
202483615,3,4306400535
203951103,1,4377196406
205158640,2,4306401029
205274468,2,4306401134
205349734,1,4306400549
205783295,4,4377196534
205783295,8,4377196772
206945453,1,4306402316
206961696,3,4306402233
208470662,1,4306400793
208875869,1,4377196937
216071944,1,4377196542
217085601,1,4377196611
219193219,1,4306401098
221716585,2,4306402592
221899656,2,4306402586
223822909,3,4306402333
224954996,2,4377196704
227486990,2,4306400436
230495080,1,4306401530
254887060,1,4377196831
264262938,1,4306402331
271457894,1,4306400597
275799156,1,4377196610
291386647,1,4306402584
298625061,1,4306402317
317356780,1,4306402077
337778094,1,4306402187
859038795,2,4306400253
864159182,2,4377196742
864159182,6,4306401004
864159182,10,4306402096
864159182,14,4306400798
864159182,19,4377196741
865915315,2,4306400546
870124129,1,4306401356
874386039,1,4377196550
874386039,5,4377196549
