work_id,concept_seq,concept_id,score
2883372773,8,111472728,0.34540755
3123320915,4,175444787,0.4665617
2005566744,5,202444582,0.5961882
3217445780,2,139945424,0.5827749
2358622370,6,2779480328,0.73690677
2895771625,16,2776023875,0.17988849
4360593299,6,2776943663,0.46142653
2366009570,8,124712363,0.4425485
2055981090,25,111368507,0.0
645604559,1,41008148,0.3240685
2529691546,1,2780365114,0.65856546
3202496944,7,2778260677,0.4921848
3112456135,5,139210041,0.52360183
208296107,1,97355855,0.61212945
1513413142,2,17744445,0.42032608
2213295259,2,71924100,0.6924491
2077592768,10,53226629,0.2516544
2331586351,4,18762648,0.48266843
3047843874,12,159985019,0.2322996
3001476428,12,127413603,0.22768259
4249232955,2,138885662,0.32721803
2002645524,5,15744967,0.32547218
1977773095,6,9390403,0.4464181
2963572730,9,153349607,0.36277452
1973467673,8,34827325,0.4360542
3152060230,1,2777796192,0.9486425
4305016508,3,105923489,0.58795696
3023370462,2,138660444,0.7595737
4379336737,13,159110408,0.31704122
2551821145,2,121864883,0.6995187
2794498173,10,66322754,0.43806225
2017049376,8,95457728,0.3907251
2233386979,2,127313418,0.3789128
2599801507,13,2779227376,0.0
2059814447,12,76155785,0.0
2093252935,6,2775934546,0.57549274
2154462988,18,86803240,0.0
2041822581,6,153701036,0.57298994
1904392094,17,71924100,0.16253754
1760789332,1,82517063,0.7441241
4225350177,11,24284526,0.41031343
2048321398,20,154881586,0.0
4238054219,14,2780813298,0.09257993
2545659482,13,2780076729,0.09291366
4396122942,3,136764020,0.19303417
2552417239,7,201903717,0.5647374
4254768982,20,121332964,0.0
2285872678,6,99454951,0.39086315
3127450581,6,95457728,0.2434968
4391891502,12,164705383,0.423056
4255844130,2,138885662,0.4318446
2054007132,3,202988678,0.7951371
2949813535,2,191511416,0.68463844
4304789626,1,41008148,0.34906256
1580186724,12,109007969,0.0
2061100441,1,119232533,0.80354923
2410097209,6,185592680,0.35665432
2625686300,15,150194340,0.3352652
2020154034,2,2776829320,0.68728286
2024386592,4,187320778,0.52787864
3118672312,8,162324750,0.37733474
78464478,3,523546767,0.5975916
2908395840,14,126322002,0.15043545
2059833395,4,33923547,0.34098005
1517036148,3,133936738,0.7628686
4256433654,1,33923547,0.8853352
2574711754,5,556039675,0.40084237
2169490894,6,158471640,0.4634158
1973286984,5,86803240,0.48944512
2979491467,2,21547014,0.33920574
2097160860,13,199539241,0.0
1990327768,21,62520636,0.0
4234734342,1,41008148,0.46859303
2114005480,18,118552586,0.090630144
3149297230,8,2780048723,0.4444482
2035413395,20,111919701,0.0
3016110779,18,121608353,0.24861613
3124179636,1,162324750,0.7929217
874801330,7,154945302,0.12521249
1459148574,4,138885662,0.13035458
4393013045,2,555293320,0.7022707
4242744487,5,192562407,0.33716047
2009405397,4,2777212497,0.4507409
435916328,14,159985019,0.31042466
3100187951,3,2776174256,0.6062437
2036492223,2,2779438500,0.7327764
2791530477,3,26760741,0.4913551
2532390470,20,90856448,0.07488856
4396196809,1,2780154274,0.47995523
2336676370,2,18762648,0.583919
1642340781,4,85906118,0.70360196
2133842241,6,548081761,0.52573717
2272183520,2,43214815,0.53270125
2416256553,9,2778329239,0.0
2415397875,2,71924100,0.50896144
2987783336,4,4249254,0.449698
2411000614,5,71924100,0.23931149
1797211710,11,143998085,0.36284685
2361616772,13,138885662,0.0
2886715759,1,173145845,0.6876986
4220960298,20,178790620,0.0
2923805779,21,138885662,0.0
3130568916,11,119599485,0.0
3096651357,4,3017587775,0.5685651
2076032503,21,31972630,0.0
2158079492,2,2781140086,0.6203512
4281732580,5,48023723,0.6130556
2123505945,10,82432429,0.42574605
1988017487,13,142362112,0.21019042
2051620812,10,31903555,0.43117434
4397219109,6,207114421,0.47856668
3096707341,1,76177295,0.5800738
4220721601,16,17744445,0.0834561
2763056617,1,534932454,0.67034173
4285230033,3,124681953,0.6102253
2543147708,8,2779473830,0.30667385
2809431199,14,199539241,0.298068
2371175088,8,104317684,0.0
2345663914,19,162324750,0.0
2913431578,1,98380375,0.9920752
3017707851,4,2777453003,0.70016277
2387575852,4,16674752,0.51062685
1751845220,8,178489894,0.47090983
4386425355,4,155202549,0.5311825
2109110950,1,185592680,0.805902
4250250807,8,33923547,0.15088052
4378907598,5,156957248,0.5927773
2581230596,4,120843803,0.5637216
2578014838,5,181199279,0.4494363
4254281519,2,144024400,0.32343856
2954561093,9,94625758,0.18581602
1990241577,7,2778348673,0.534925
1791560875,19,78519656,0.0
2971690865,1,2776154427,0.88001263
2509447854,2,42058472,0.42295542
2479723004,18,138885662,0.0
1667430134,8,136479403,0.42932445
2139338559,10,201995342,0.18715009
3197624081,13,17744445,0.18118256
2769926998,34,1276947,0.0
2793068291,12,2779234561,0.22785637
1562254770,18,78519656,0.0
4236946092,8,145097563,0.0
2416700805,7,2776977481,0.44908023
1975478673,9,185592680,0.05572787
4206674596,9,159654299,0.0
2258267523,5,2777338322,0.5585631
15333220,9,111472728,0.36200017
4240497709,3,2778593092,0.7070348
4362582170,12,121332964,0.0
4224924222,8,126322002,0.3312391
2078418135,6,56052488,0.5403763
1989792632,4,42360764,0.5695723
4391439163,4,127413603,0.15206778
2104344370,18,134306372,0.10165769
2021649802,12,2777522975,0.42661363
4384499894,1,33347731,0.86216366
3040670662,1,2780154274,0.6569607
3194791866,7,18762648,0.4262647
2117677434,2,2778137410,0.5853539
2114642290,13,2989005,0.09447467
2072290624,9,206008964,0.499444
2045077018,13,178405089,0.43136826
1967548500,8,147583825,0.5453273
2055139448,9,141071460,0.35547227
1492643013,16,10138342,0.17198575
4240939996,8,41008148,0.43525067
3164197748,2,121332964,0.34151733
2564691830,13,41008148,0.0
2035914063,10,127413603,0.18099672
3185522626,7,132835097,0.52387494
2904162798,2,71924100,0.50806594
3110422272,2,2778444009,0.8334359
2971548234,1,39432304,0.33022818
4235279758,7,177264268,0.42013183
2522142175,1,41008148,0.33079433
3156486011,10,71924100,0.0
427718855,1,2910153446,0.7355331
3082783436,2,142362112,0.18358701
2244560663,2,17744445,0.37337032
2335205177,2,26271046,0.32707483
2180115033,11,142724271,0.0
2083426212,4,126838900,0.51212573
2595709915,1,2779793952,0.9327627
2315660943,15,13393347,0.16836938
3080498240,1,2781121862,0.7198524
2334717375,4,43214815,0.50557566
2375733233,2,43617362,0.5199174
3212687320,18,162324750,0.0
263784405,10,127413603,0.13853279
3102700769,13,505870484,0.2839739
2203215941,4,2781354955,0.5006635
2034797744,14,24326235,0.34509602
399037347,4,124952713,0.18181184
4282929566,16,178790620,0.26160255
3015903204,4,154945302,0.59218
1650969784,12,41008148,0.41850847
4285590911,10,25344961,0.41094765
2184975655,1,71924100,0.73607945
2053436276,1,71924100,0.7973293
4207077243,2,2779134260,0.6936126
4238092077,11,124101348,0.36145875
2075921563,18,54355233,0.0
2520281304,13,199539241,0.16694233
3096949179,1,98045186,0.54128784
2307933003,10,203014093,0.33620465
2039375237,1,52826635,0.8423146
2391843522,1,126322002,0.7879272
2057949146,1,2781054738,0.90628284
2735533598,4,165005293,0.45513618
2010182192,6,121332964,0.11612621
2029485600,4,66938386,0.5947772
2077660821,8,203946495,0.30740166
627160495,2,32802771,0.7748394
2112688370,7,55851704,0.50035024
2077652373,4,165220095,0.62615454
1525008816,12,555451288,0.08778489
88790481,13,16005928,0.14642566
2159638371,3,185592680,0.6829325
2793422627,14,13965031,0.40531403
4390675286,2,2780885103,0.8424642
2061784167,2,2779279991,0.64619625
2059839198,14,71924100,0.0
2963428387,6,207609745,0.44420874
2990676795,10,544821477,0.1793024
2711473270,2,36759035,0.7611481
2376393947,2,179998833,0.8090541
2216856900,1,153606108,0.87111354
2278336199,13,33923547,0.0
3031657831,3,2778616394,0.7370698
1546366938,10,90673727,0.48892108
2150694521,3,15744967,0.62335134
2904000134,1,142362112,0.52404976
594859602,5,2778431023,0.6893567
2409050797,20,17744445,0.2272268
2603960273,5,122246415,0.6317281
2991101339,6,192562407,0.6079519
2911392916,10,541997718,0.2817052
2520607124,6,178423520,0.41689426
2414020932,14,55493867,0.0
2093561902,10,2777824588,0.4223464
1967185483,2,153911025,0.61609596
2080477415,6,140793950,0.34795654
2094907928,14,18903297,0.18993583
2336545379,14,2524010,0.112466365
2386880565,15,111472728,0.0
3042220379,16,86803240,0.0
118788951,11,206191943,0.23532835
4318658201,7,154945302,0.20591304
2002395427,17,111368507,0.0
1975103770,1,2781464203,0.8782998
349570819,9,54355233,0.068433344
4321373418,15,118552586,0.21394229
2168393808,23,41895202,0.0
2035252902,16,24890656,0.0
1943315548,27,86803240,0.0
4392017024,5,24890656,0.37044668
2181807556,3,2777817576,0.41059956
650277750,1,41008148,0.29307145
2257310508,6,2778000800,0.47007638
3111833144,6,41008148,0.38773993
606802213,5,11665553,0.58269143
3138287460,3,2779186261,0.56565046
2781493054,13,144133560,0.35939997
2898983152,20,542102704,0.0
2025974935,11,105795698,0.22387859
775251964,1,205649164,0.23788098
592104589,3,41008148,0.32763007
1986055648,12,15744967,0.30745572
1721382986,7,121332964,0.5660012
1996388736,8,159110408,0.337682
3172246634,2,2982944804,0.5481647
2572295579,12,138885662,0.06571531
2162836587,7,84875433,0.46550423
4385059915,5,124101348,0.35982603
2393763670,7,1862650,0.5164914
2000096985,15,32909587,0.14188948
4234848831,19,86803240,0.0
2322427271,13,1276947,0.0
2016064159,3,192562407,0.33707225
1605586689,15,127413603,0.07227957
2906735259,3,33923547,0.49395257
2587511837,3,2778625465,0.71321553
4401576673,9,33923547,0.076589435
4241265871,6,2780091579,0.5137785
1806911825,6,18762648,0.5178395
1490953800,3,19768560,0.6343918
3209765550,9,2776505523,0.48452348
162246473,12,2779154452,0.29660076
3197093726,1,133925201,0.85411286
121921538,3,2777714996,0.44398484
1030352990,1,124614425,0.8322718
2091026026,15,24890656,0.18561772
2981318857,10,111472728,0.43389642
4242032386,2,2777855551,0.70241266
2287569416,10,17744445,0.2971197
2378765086,1,2781356689,0.81672823
4319312667,19,19165224,0.0
1979335761,8,86132830,0.48908
2021863237,3,154945302,0.6194166
2371790526,9,2994067411,0.4746771
2370885925,14,121332964,0.0
2809096874,7,105702510,0.15827534
4252909011,5,200601418,0.3517574
4287180136,1,2776748549,0.77211106
579972974,13,158336966,0.09125808
2094391172,8,2911091166,0.45821825
2001709761,1,56739046,0.66427916
2276884172,14,2524010,0.0
965376180,3,86803240,0.16383585
2071223342,18,50522688,0.0
1859037130,1,2778616617,0.9235057
2895546817,12,169760540,0.19147703
2383683899,7,2780105995,0.46039835
2075578773,2,159047783,0.5017712
2014454076,9,171250308,0.20315707
2952315868,2,535169671,0.7934208
2056442222,10,28826006,0.34719443
115985574,3,17744445,0.44554013
2966819561,1,127313418,0.9466015
2075494606,20,199360897,0.0
2034697524,7,184779094,0.47556514
2899149423,11,205649164,0.20575964
1580133486,1,162118431,0.8391161
1556112757,2,2779762263,0.8613763
3018632399,6,554190296,0.47673833
4250798325,1,71924100,0.9117129
2952213470,14,78458016,0.0
3030391507,13,60292330,0.45265833
4238789013,4,17744445,0.19429839
584275714,2,54286561,0.46033674
3032901629,15,129848803,0.41781628
4251080248,3,138885662,0.3410988
2169280641,11,8010536,0.20279554
2397113772,12,165801399,0.49071062
4240898836,1,41008148,0.29616302
317134901,1,41008148,0.26902997
2063154971,17,121608353,0.36711007
2388723068,1,2778304055,0.65667546
4393910588,6,204787440,0.0
2014797240,11,113196181,0.34101778
3006065187,3,41008148,0.38656193
2606170562,10,111472728,0.0
2922908607,2,111472728,0.5243552
2997753064,10,3020574416,0.12282547
2321088225,3,163235415,0.6850131
867802414,1,41008148,0.30946845
2315827557,11,105795698,0.1077545
2009140396,10,151730666,0.26396757
2122742252,12,77805123,0.4048158
1978922347,9,28859421,0.09089464
3126408737,11,41008148,0.21199328
2071988060,4,2778260489,0.56594944
2092245535,2,90924648,0.7196573
1551289521,5,17744445,0.18750593
1967236417,11,113196181,0.41847783
4389056255,3,53893814,0.5334606
2055940107,12,76155785,0.18387938
3099744533,6,164866538,0.51081705
2906737791,22,120665830,0.0
2996563906,20,55493867,0.0
2965475026,6,3020038283,0.41069397
2198559525,5,2780665704,0.46545723
2501112685,2,542102704,0.6507792
2143497835,3,207673951,0.7374624
2142004724,4,134215751,0.517623
4248116810,1,17744445,0.38363883
2057164200,9,41895202,0.348284
2554111233,12,50522688,0.3175236
4306752657,6,121684516,0.4038722
3212473483,3,41008148,0.34819937
4400942721,2,17744445,0.4138463
2011832530,15,75473681,0.06443855
2952128863,6,108827166,0.39606565
4240003419,1,15744967,0.6726669
2137267567,14,33923547,0.23824629
4245616582,4,2911144722,0.47829038
2367947889,7,171146098,0.47546858
2369127190,9,2779162601,0.56163585
1838895685,14,2524010,0.06770599
3134485832,5,161067210,0.64536506
3124544038,9,15744967,0.41654354
2071629642,3,518881349,0.6821063
2125144908,9,159467904,0.50897145
1563002001,8,2779530757,0.42481694
2363077056,3,86803240,0.6149268
1991845762,13,17744445,0.2619288
2609481047,8,44280652,0.450965
1498688930,4,8010536,0.4548992
3215720038,1,2989277270,0.65692806
2044602438,14,166957645,0.08586714
2166317468,12,33923547,0.15577564
2887578417,10,2779226451,0.21540296
2336304722,10,31258907,0.0
1433275099,3,70721500,0.39160225
2500828190,13,41008148,0.0
2104783983,9,205649164,0.16442788
2391295777,7,147176958,0.37017113
2181985518,4,130946814,0.624737
4238599756,9,39432304,0.42158625
3143646810,3,58941895,0.6497475
2753566247,2,192562407,0.34252942
3085619145,1,138885662,0.39622945
4301187704,14,118552586,0.10354599
2063927864,8,36394416,0.5518829
3033928430,16,111919701,0.0
4391384566,8,15744967,0.29628628
2365620719,3,557009689,0.64534867
2584676765,3,2775832776,0.66701186
4246288076,3,138885662,0.07373151
2371332296,16,13280743,0.0
165923203,7,111472728,0.4195741
3017967363,9,97029542,0.35236305
3026178148,15,120665830,0.22291514
2080022317,11,127413603,0.18984681
2149300704,10,163258240,0.41318858
2020363263,7,184604658,0.61428803
2796399846,2,500558357,0.63620543
4243316403,8,2780072125,0.4418214
2363839816,6,2779642851,0.6492933
2977469324,2,203014093,0.5968685
4387590306,13,86803240,0.15116099
4306653509,8,2779631663,0.45229495
2993217145,1,206658404,0.6653231
1518073237,12,41008148,0.13920107
4220852464,1,122523270,0.64067405
2338091118,5,14168384,0.6044735
2791745050,11,70721500,0.407972
2135469281,1,71924100,0.89917314
4399567218,2,101468663,0.7149234
2970212816,3,2778902744,0.6440052
2613691571,3,109523444,0.6659759
1529687391,11,178790620,0.0
2477186973,3,71924100,0.14799231
2009088217,8,147120987,0.4264079
2187036512,13,144024400,0.0
2333814151,1,41008148,0.26834333
2118375391,3,2776379505,0.8219805
2612616100,1,2549261,0.4080724
2559297741,4,154945302,0.50075173
2393027018,2,2781390199,0.8220335
2097985864,14,104317684,0.45598653
2093518924,13,190463098,0.29880238
1898423038,11,1276947,0.0
2971469705,2,2522767166,0.35482815
2145335946,11,78336795,0.4448554
4200494806,5,42219234,0.6556491
3029470546,11,2778382381,0.4319885
2941847507,4,103203806,0.4507258
2110651606,10,193252679,0.43328232
2424234644,5,2776955114,0.44780764
564603980,1,138885662,0.40838736
3021976051,14,77411442,0.09117767
2912018355,1,2776195157,0.737942
131572206,11,43617362,0.26429105
2106530803,8,86803240,0.28671154
2915612176,1,198082294,0.53561246
2180284949,4,185592680,0.628404
4239749025,5,107993555,0.34797645
3121716921,1,185885794,0.77551115
3196991736,13,45555294,0.29457176
2571262353,14,18903297,0.0
3040715297,5,186370098,0.49705246
4310273080,4,2910500402,0.67925745
2056674504,2,121332964,0.33472282
2325893507,10,66938386,0.16274759
2196744988,13,38652104,0.07467115
2466471987,12,105702510,0.27824304
2382686211,9,150668497,0.41490534
1870863931,3,2780214079,0.7398437
4391838260,6,144027150,0.6032991
1970296237,10,61445026,0.45647722
4220891668,8,2776954882,0.34352773
3136335619,21,62520636,0.0
2301550082,9,17744445,0.26713306
2139826255,18,134306372,0.15372601
1995322248,4,188518856,0.62341714
2787661803,5,202708506,0.4232273
2047321660,2,154945302,0.39792565
113176927,7,42219234,0.5424638
4385544524,1,3018667095,0.85291064
2000706940,9,121332964,0.066821456
3033235248,19,159985019,0.0
1889657713,8,86803240,0.3276853
1974503493,2,43617362,0.89694566
4361245870,12,54355233,0.112353146
2997677909,2,135763542,0.7997619
4386089676,13,127413603,0.0
3107408973,10,33923547,0.30042642
2394091993,7,121332964,0.4499128
3142883988,1,114614502,0.6087333
4287594639,5,81363708,0.5563002
2607386475,1,201280247,0.89521533
377706552,5,41008148,0.29968533
1685421864,2,161584116,0.63958395
2384233511,8,2778117296,0.56667554
3123467043,4,2780677400,0.5412343
2902047689,5,152568617,0.59234536
4387004085,13,178790620,0.20082814
1542004281,3,2777299769,0.43737522
259455338,7,21880701,0.39968213
2069346739,8,2993868924,0.45417994
2964134464,20,86803240,0.0
3094695027,6,91586092,0.49684766
4242695478,2,71924100,0.37042332
4281917587,6,187288502,0.5948287
98823320,1,185592680,0.9582879
2538551324,18,174998907,0.09990451
4253802416,13,120665830,0.3370552
4392631146,8,141071460,0.2998615
3189621609,9,126838900,0.20000899
1522671009,7,2776765754,0.42674404
2047143940,1,121332964,0.8086394
3003933819,15,127413603,0.070175976
2901230366,15,31903555,0.23846638
4223476705,1,121332964,0.7750195
2787866502,15,119599485,0.1305109
1539424106,4,2780757906,0.49575028
2519272524,11,2777323849,0.39248464
4248986981,1,127313418,0.88011444
2009378218,14,142362112,0.0
1525758497,1,15708023,0.44246948
2051412069,5,144024400,0.22468564
3026898148,10,2776960227,0.43555287
2913548861,2,168258287,0.7555369
4385520895,17,154945302,0.09965283
623497441,3,18903297,0.55324084
4388336307,15,29456083,0.28883588
4387712808,10,78766204,0.4135183
2375198610,16,41895202,0.0
1545773624,5,162324750,0.13149974
2380667503,3,159985019,0.40250245
4205691102,8,2780598303,0.523673
2337134427,1,41008148,0.33896148
2029124998,11,85725439,0.44116557
2010881661,10,59822182,0.0
4255179131,1,75291252,0.66554874
2322775294,9,136764020,0.35120827
1885217390,7,126255220,0.3511129
2553834480,10,203479927,0.4824253
1998117069,12,181199279,0.0
4310127220,8,153180895,0.40530735
4297613487,6,135343436,0.0
4360987461,11,2780992000,0.42554533
3623124,8,144133560,0.48626888
130203583,2,2779159148,0.7708838
2107030474,6,2780072125,0.5009918
234381141,3,7991579,0.6480516
572388564,2,17744445,0.4280485
2073251857,18,41895202,0.0
2109319605,10,185592680,0.48791334
4246859150,6,23123220,0.40463865
2081985720,2,2780474809,0.8085098
2521732162,16,62520636,0.0
2393062427,17,2781161787,0.0
330015709,11,59822182,0.29459494
1556882791,8,153991713,0.42670858
3023054196,11,159467904,0.45403737
747770940,13,513476851,0.082749456
2317213752,20,41008148,0.0
2092401437,2,2779279991,0.78896165
4285506496,6,81288441,0.50079536
2906498826,5,11171543,0.46085447
2468510758,14,127313418,0.25336003
3014843334,18,138885662,0.0
2356932136,7,31903555,0.66675025
2540103606,10,41008148,0.25680304
2131343108,6,49040817,0.49217954
2027941845,3,71924100,0.8604159
619510863,1,142362112,0.4106432
4375851360,5,126780896,0.5989829
2766176203,14,185592680,0.0
436830031,1,127313418,0.2960062
1982666285,4,2777391703,0.725092
2182011148,4,175454919,0.6426796
4234216222,1,127313418,0.79978716
2064448578,12,165205528,0.19366127
4247340579,2,2780129039,0.46809533
3123578195,18,111919701,0.0
4386221305,1,183696295,0.57631725
129693476,9,74916050,0.4271197
3195142559,2,2779915747,0.7727597
2883704581,1,71924100,0.90108037
4210652158,18,199539241,0.0
417927225,4,151730666,0.45593753
2070395589,10,152798702,0.418307
33467932,10,29456083,0.32905453
1981704434,2,138716334,0.8991713
2744667522,11,134146338,0.49013194
2176080902,4,6303427,0.32537758
2748016726,2,71924100,0.37766597
4246583182,4,199539241,0.34379512
4253304846,4,523214423,0.565657
2411767154,1,2780578515,0.8306891
2352509893,10,99498987,0.46522734
2351469186,1,2777421447,0.7686845
2944767781,20,111919701,0.0
3080927718,16,2524010,0.0
1857035554,12,31258907,0.32684106
1988747436,2,86803240,0.8095449
2057870817,14,55493867,0.0
2940569800,11,2779428903,0.35115528
4396547912,5,86803240,0.5326625
1484691148,15,138885662,0.2820131
2038509660,10,121332964,0.051602125
2569779981,8,62520636,0.0
2987963654,7,2776608160,0.47599065
3032549624,14,84606932,0.13626423
4232022120,9,44154836,0.34128612
4400281379,13,91375879,0.3151431
2018344329,14,41008148,0.3153008
4256399184,1,2993473104,0.8797711
2175295502,2,123010829,0.66848385
1489489084,5,15744967,0.36426726
3141426014,13,121332964,0.0
4283362039,2,144024400,0.46672738
2062271524,1,6802819,0.61444366
2993868064,5,2778156585,0.55044806
3125545408,14,3017944768,0.18060812
2959303671,13,15744967,0.28453273
4388728770,5,2780598303,0.4535176
1947333353,12,204530211,0.4527559
2048287470,20,555293320,0.0
4254769104,6,191897082,0.13978502
2091502592,16,17744445,0.0
4321117927,7,94375191,0.3580025
2064881418,7,2522767166,0.34731767
1731705881,11,41008148,0.11811522
1996349642,16,206139338,0.0
4246467242,9,94625758,0.092684925
2560299499,7,137631369,0.4394701
2428156627,8,126322002,0.36951303
3005947850,15,523546767,0.27360624
2495875179,6,127313418,0.39601868
4210283055,6,44228677,0.6651481
1991979830,1,2776412080,0.74639827
2343907004,11,2779591172,0.46454003
2115032507,12,77088390,0.0
3016234090,10,174998907,0.42572623
2053030616,2,2779771029,0.6701938
4238859816,14,33923547,0.0
2002456383,10,147789679,0.28057173
2626992309,9,2776291640,0.42535323
2976908624,12,55493867,0.44684333
3101870930,8,45594756,0.52863514
609152325,6,127413603,0.2904582
2805925545,5,105236789,0.48859483
2352364282,16,18903297,0.08850983
1929656475,18,138885662,0.0
1990957819,11,127413603,0.3324027
2438679302,1,556039675,0.36511332
4230659320,5,161191863,0.35550958
2034856000,11,2776640645,0.4205443
2980005003,1,86803240,0.92281353
2092748468,3,185933670,0.7673216
4320079785,9,195244886,0.42684716
2331579741,22,121332964,0.0
3127573278,10,2779227376,0.15247488
4383373424,17,162324750,0.31638432
4389788051,12,526805850,0.0
4255696741,2,201729545,0.41652313
2908009056,9,121608353,0.45455232
4299510872,4,126322002,0.46006858
1497502699,3,2522767166,0.34211892
3141516425,9,71924100,0.0
2404899867,1,2780955175,0.77907294
632206125,4,205649164,0.38624382
2321725367,15,77805123,0.06879145
2113039211,11,71924100,0.16372022
366041108,1,41008148,0.24697047
2335864321,11,2777286243,0.4351133
2005236866,13,199539241,0.24933907
2089725567,9,56052488,0.5248216
2917979088,3,70410870,0.32948166
2593288521,4,29595303,0.32395902
2914081125,2,134121241,0.6710785
3039363616,15,33923547,0.07607889
3153811724,17,86803240,0.0
1978072300,13,142362112,0.09047577
2736818052,1,547475151,0.57167995
4302326501,24,111919701,0.0
2008472570,14,41008148,0.0
2015949819,14,136764020,0.1741513
2001622373,5,63662833,0.75824654
3206669396,12,2524010,0.0
1970440170,5,121955636,0.53444284
2809705673,18,94625758,0.0
146220497,1,2781198186,0.8381291
2004047760,4,2777553296,0.52058226
3102040824,6,109214941,0.3251262
2027044642,16,78519656,0.0
3021573744,7,205649164,0.21410498
2789949235,5,2779372316,0.46881676
224607958,6,138211643,0.4942987
2472667802,20,178790620,0.0
190105262,1,2781015247,0.8259577
3044847281,6,2779343474,0.566779
2085849250,6,2778665636,0.46461168
2363296897,12,121332964,0.0
4301889063,6,127413603,0.2682196
1966585584,7,159390177,0.35947877
278822350,5,138885662,0.32823583
2075989187,13,15744967,0.0
2596207666,1,134448949,0.71406054
3015971451,2,207114421,0.5730768
2152951429,14,185592680,0.31783202
2996030121,11,153911025,0.35179436
4226430690,1,15744967,0.5659089
2595090930,4,41895202,0.44445693
4387160374,5,2779276850,0.46708608
2033734241,5,2778755073,0.4356286
1488049709,8,76177295,0.43917602
2187091113,8,21200559,0.48932403
2039289093,11,155647269,0.37465218
2117609310,18,127313418,0.0
2129898383,5,168007829,0.5469189
4252754436,1,205649164,0.19133863
2766425490,4,2777432071,0.5604913
4361927855,5,143998085,0.55636144
3174000342,7,2781080636,0.53443575
1971118578,8,107130276,0.5441495
4235960530,2,2776362945,0.4561864
4231500470,8,150903083,0.34983444
429082558,4,17744445,0.38920122
3134265490,8,185933670,0.26014197
1736988575,2,2781433595,0.64586145
3123843641,11,171250308,0.2542485
2903497212,10,41895202,0.0
3010179838,4,39432304,0.41906556
3212837936,4,2776460866,0.13166538
2993659684,8,52119013,0.2877565
3083005329,2,167672396,0.70530754
2888534998,10,55493867,0.0
2611341686,11,166957645,0.1258651
1966729581,9,2777559004,0.17033327
4286278814,3,190248442,0.5574322
2343006478,13,144027150,0.3587935
3097649130,5,110131835,0.60426074
2770759020,2,2780378061,0.67894465
2064574331,13,120665830,0.20333436
3130305523,8,121332964,0.0
2600705164,4,68649174,0.44628167
2953092536,2,205649164,0.45601657
4239778528,2,41008148,0.5846969
3205634702,14,99454951,0.0
4396732951,4,40700,0.3765085
2380009649,6,2994203641,0.5572212
2172342636,5,119599485,0.48417503
4390200018,4,2781192897,0.5352035
2011172845,1,87892846,0.8784627
4303981256,13,11413529,0.3831086
2049568730,11,154945302,0.12035629
1975114584,17,37914503,0.37229457
2084612561,3,50515024,0.49383718
4367189892,9,41008148,0.37833393
2264626911,2,2778163477,0.47855526
2116004247,13,126838900,0.09109241
2775059027,5,199289684,0.3220061
4289718837,5,41008148,0.25124526
2277959246,4,144024400,0.43485734
1554532637,18,86803240,0.0
2760173987,8,156957248,0.48879406
655904990,9,144133560,0.27516133
1502524478,10,166957645,0.0
2997882565,2,86803240,0.42457414
4398864567,3,2776359362,0.6751709
3162111259,3,2780876879,0.5188866
4240954682,2,2778447006,0.630349
4384997425,3,49110097,0.7850251
4388771746,20,97355855,0.0
4214662755,1,71924100,0.9486699
4394077121,12,62520636,0.12428337
2185805361,5,2777128398,0.4933602
2150775732,3,3020741442,0.49275973
3090094305,3,15744967,0.58780146
4240220998,1,41008148,0.2924686
204597678,10,76155785,0.19731951
1988789473,20,154945302,0.0
3207234248,10,144024400,0.19106558
2417954091,10,2778690821,0.41467756
2162874413,6,86803240,0.3577119
415759917,2,110158866,0.4653042
4389500787,3,3309286,0.70751697
1967549529,7,163985040,0.42658332
2018959600,9,2775891814,0.0
3000021443,21,33923547,0.0
3001361751,8,177713679,0.4038481
2956035580,19,77805123,0.17394084
2473671361,9,54355233,0.21392724
2527514700,11,105702510,0.20012987
2598323979,2,121332964,0.37180263
4293225627,3,2777533384,0.56981385
4298083913,2,70721500,0.35660487
4253015733,1,2780755047,0.7387173
3015672528,8,509550671,0.3208928
2203113063,23,105795698,0.0
2951531570,17,111919701,0.0
4237080062,17,33923547,0.0
4287690816,17,121684516,0.0
2074102033,8,147120987,0.42663395
2021304368,1,2779280984,0.7526599
1998504619,3,29456083,0.36587542
2306940248,23,121332964,0.0
1922494640,13,126322002,0.39507493
2111665630,14,153294291,0.0913772
3088598319,6,95444343,0.37640217
2367706425,7,2992277244,0.5118477
2400897948,1,71924100,0.96088266
2999314586,8,2780104969,0.5622274
3109660770,2,87355193,0.6500313
2049453585,8,15744967,0.3407054
1515440611,8,135763542,0.1406542
2048084506,14,158453852,0.28777486
1986903186,12,95802253,0.4294572
2571794582,4,203311528,0.6253277
3160641234,4,84393581,0.50001144
2605488857,3,132651083,0.65023154
4390517067,14,138885662,0.18667352
2112003048,7,126322002,0.4511952
2947531359,12,542102704,0.0
2018614473,4,169760540,0.2682969
3144721698,11,199343813,0.0
2102843312,6,137403100,0.18721437
2431334191,19,41008148,0.16617835
4296962119,12,55493867,0.13261843
2187904674,3,41008148,0.7545854
2324300339,8,2775841333,0.42290887
1993706927,12,62520636,0.0
2072764236,5,143425029,0.58041894
394903644,7,33923547,0.11362913
2016976703,15,62520636,0.082933724
2935708796,9,154945302,0.34079492
