work_id,concept_seq,concept_id,score
2746317890,15,24890656,0.0
2789425280,7,86803240,0.11673656
3007895861,4,31052017,0.60147583
1976534633,1,15708023,0.34231752
2999685004,6,2778583881,0.50792605
2124427566,6,59822182,0.42528167
26919075,10,38652104,0.093192965
2961073596,14,142724271,0.0
2089274785,18,170493617,0.15342972
2954374638,10,144024400,0.4143762
2123819546,9,81885089,0.5295276
1541965657,11,11413529,0.32737762
2625784659,17,147789679,0.0
2061969450,3,512170562,0.6593454
3094851200,1,45262634,0.7142912
2963260578,6,154945302,0.40759152
3087792567,3,151730666,0.031407088
3195942854,5,2780378061,0.040203333
2356351567,5,2986750623,0.5172654
4389467076,14,126322002,0.0851596
2042939638,1,67567795,0.96322703
3139700333,8,120665830,0.47227275
2584287973,1,2781311116,0.51087135
2326663894,19,87359718,0.0
2324402057,1,205649164,0.28987145
4364351856,1,2776395126,0.9393087
2011923979,12,71924100,0.24408224
4205467653,6,138885662,0.2936145
2196496705,4,17744445,0.57353306
124541882,6,48349386,0.44435638
2334456073,1,2779598827,0.9780125
4398770360,1,2780523633,0.85530156
2348701837,7,41008148,0.3965916
1967150682,15,142362112,0.0
4294724965,2,83009810,0.7584821
2907526377,2,2779591172,0.8786359
2021755944,11,121332964,0.22385094
2997707086,6,37621935,0.47931305
2339344994,14,141603559,0.0
793848972,1,41008148,0.35460833
2016528456,11,86803240,0.41555905
582418915,26,199360897,0.0
2259028468,7,2777027219,0.42513204
4213041787,2,100521375,0.63241625
2116319596,7,2779161974,0.4788794
2061438675,4,95124753,0.34003434
4390838402,7,66938386,0.58039874
2950919502,3,117437137,0.6960057
1976998073,2,18762648,0.57031286
3103503124,1,2779110517,0.8598575
4294795666,2,2778640784,0.7775614
2056996124,14,2779473830,0.18316889
4285303694,7,2777551473,0.5187916
2952913912,19,127413603,0.0
3124978125,11,126255220,0.42131278
3198473306,13,205649164,0.17601019
3181414571,1,41008148,0.3138363
4387903480,4,188914724,0.5166524
3171573042,17,71924100,0.0
4400666411,10,141071460,0.30830577
2067562333,10,159985019,0.37993115
394864305,1,41008148,0.25822097
1984610069,3,2986740045,0.42597646
2004358232,19,111919701,0.0
2320484151,6,68717125,0.4806196
4362577479,6,136525101,0.5153715
2802511001,3,66938386,0.5821965
2054331139,18,147120987,0.055012226
148893271,7,132651083,0.5692686
3098825690,3,138885662,0.3276431
3005098948,3,32866971,0.6013652
2008265954,4,126838900,0.41606268
936104651,7,77805123,0.43616584
2948278103,2,15046100,0.629602
2318383895,4,2776401274,0.62753445
4382563512,6,98045186,0.5757525
2065256162,2,2909208804,0.7283351
4289305437,4,42812,0.53349024
2902632794,19,165205528,0.0
2248928027,3,126314574,0.6032569
2622050114,3,144133560,0.3932296
2587673716,14,121332964,0.069961965
4395984185,3,136764020,0.22315514
2965934262,6,121955636,0.41309467
1964501673,7,511355011,0.4687899
2979217252,10,142724271,0.38636678
2345726287,16,191486275,0.0
1548557189,24,71924100,0.0
4224256577,15,62520636,0.0
4388952708,17,62520636,0.0
3093870543,6,171250308,0.3114007
2341705721,17,149923435,0.13699275
4243222685,3,104863432,0.63858855
2059838290,2,71924100,0.7085118
4295014663,5,2780722889,0.5419105
4376542736,10,55493867,0.0
2021106957,14,86803240,0.2617997
3196003367,2,2780799671,0.563076
3111844548,4,2777042776,0.66496766
2187835258,12,159110408,0.0
2159204785,6,2779227376,0.5677585
2410546034,15,2777546739,0.35331774
4300672315,3,100970517,0.39011592
4206095400,2,552990157,0.58365697
4322210092,8,2780416260,0.4424951
2609700290,7,55493867,0.48181668
2777283949,1,2779356329,0.77816737
2148112337,18,1276947,0.0
2788241565,14,127413603,0.20287469
3135442510,5,63645605,0.5015259
1481947886,21,121608353,0.0
412518390,3,39432304,0.32095617
615168912,6,2777566558,0.39271137
2333279796,2,2779328170,0.6014594
2366985117,6,41895202,0.43019855
2059262181,7,121332964,0.0
49434196,7,112698675,0.32801273
2434920245,11,138885662,0.20951581
4292427092,17,10138342,0.0
2762312553,9,86803240,0.058750123
4252227650,23,97355855,0.0
4379117117,24,86803240,0.0
2898652569,5,173396325,0.5587418
2055489340,10,107038049,0.28703833
3150041572,2,33923547,0.5276788
3006510661,2,17744445,0.3334127
2585956531,6,126042441,0.08380276
2035879223,15,185592680,0.0
2566532106,3,103474955,0.5505243
320635668,12,44249647,0.21896279
2123808691,4,143684077,0.62482285
2170308634,28,52119013,0.0
3207753089,13,126322002,0.10463107
2266683125,1,39432304,0.34323296
2156103310,5,520752033,0.51486385
2146397390,1,118147538,0.8350457
4236997636,22,119857082,0.0
4244511330,4,2777786686,0.17349967
4309198257,3,2777132085,0.55710423
2374945950,4,2776348710,0.6731056
2347957155,4,2776608160,0.6473294
4220691989,4,149550507,0.6454491
1527161665,1,2780993040,0.8453318
178573547,3,71924100,0.57220715
4210310675,2,144024400,0.39510638
4200007443,1,185592680,0.71854424
2353353383,24,542102704,0.0
3141836704,4,36503486,0.61291754
4396748429,19,199539241,0.0
2323062703,14,2522874641,0.4425511
1159920860,10,166957645,0.10622582
2499910089,9,39549134,0.3713145
2412641869,2,526584372,0.7095748
2770630548,1,11413529,0.55377066
4397015702,2,162324750,0.26886624
3021937697,1,41008148,0.41432017
4376504942,1,15708023,0.6317789
2122469563,1,131721965,0.818987
2944891608,14,194198291,0.16853997
2339476961,8,104317684,0.05327344
2149873225,9,76155785,0.14835984
4236629300,13,126838900,0.0
4247614066,1,205649164,0.28553247
4393394857,6,8891405,0.59304804
2768164899,10,2776888751,0.4251593
2340392525,11,7083945,0.44867632
564582712,1,29456083,0.594491
2528938424,5,120912362,0.4850187
4383555689,8,41008148,0.28805327
2580144775,4,144133560,0.53311265
2129022533,18,120665830,0.19236049
2911679362,9,73484699,0.22567752
2506513346,5,54286561,0.37183693
2361721529,4,95124753,0.54807734
4247955514,1,2776161997,0.85927224
1976501806,13,24326235,0.0
2980274289,1,161542896,0.57019484
1958758705,11,39549134,0.34788322
2949500935,13,41895202,0.0
2364815179,8,205649164,0.44743907
2071942998,8,86803240,0.28097403
2104414287,7,555293320,0.09977499
2951565351,7,89423630,0.5101333
4392644794,3,190248442,0.42579317
1519356033,2,130979935,0.66336507
2373929962,5,2778548054,0.5290778
1993937153,1,2777056448,0.64675003
2026469668,5,141071460,0.47647095
1668458380,2,17744445,0.6391182
2019351216,4,152568617,0.68145895
4251437162,4,17744445,0.32347155
4377090546,12,2776053758,0.33910358
873558,2,185592680,0.63875514
2019495979,14,111919701,0.0
2790456551,10,54355233,0.2322022
2071616178,8,107826830,0.32120088
2272886168,5,2778979269,0.57292485
2354823933,6,86803240,0.359877
2141751566,6,141071460,0.575622
4238106213,20,111368507,0.13075423
2005563662,22,157369684,0.0
2591646652,7,52119013,0.27594852
2056119207,7,156778621,0.43230212
2248444999,2,187961010,0.83607376
2162283826,5,2777289219,0.60885644
2137449054,3,168651791,0.64692676
2909738447,6,187320778,0.08946848
2034491159,2,185592680,0.3637491
3110186675,1,2777009965,0.9989149
1506428013,5,85725439,0.57404244
2096999509,6,2778865887,0.5377152
2543662864,4,192562407,0.52791125
4254015885,2,205649164,0.35715753
2598634605,5,185592680,0.59286714
634471373,11,121332964,0.1318917
3007932485,21,11171543,0.0
3035435780,12,186370098,0.4154935
1997023310,2,190799397,0.79906166
2119881848,1,86803240,0.6484174
2000519657,2,105306849,0.67348135
2053688091,9,54355233,0.30535275
4230657217,7,2549261,0.38584846
4323304553,14,126322002,0.0
3007818900,4,22212356,0.24794102
2080874782,6,33923547,0.5161301
177092597,14,170493617,0.0
2605626728,5,149364088,0.5200902
1566622751,3,43617652,0.49255592
2004678081,4,21880701,0.5637427
2040600115,2,44441586,0.6829604
2024792815,2,2779161974,0.8258065
2769785000,19,121332964,0.0
2091946214,8,136229726,0.32740617
2886541408,2,205649164,0.3324105
4253110347,8,55493867,0.0
2071114826,15,80631254,0.3684765
2153373129,16,181199279,0.103268445
1600369982,6,2908647359,0.52061605
2615984051,6,18903297,0.51216197
3172354882,13,55493867,0.0
2188876402,9,99454951,0.32275754
25197007,14,192562407,0.23725754
2963071598,3,186769553,0.7961718
1984473164,9,15744967,0.4222771
2061876406,17,146978453,0.25109297
3007811421,6,153083717,0.5164838
2343990245,5,86803240,0.37704417
1971386078,11,86803240,0.06297976
2063575834,7,39617858,0.42996153
31110226,3,60718061,0.6695507
4210360502,17,180754005,0.174543
3049355509,14,178790620,0.0838905
3142043454,23,166957645,0.0
4395937778,2,41008148,0.35714352
1989233574,12,175444787,0.178505
2008010126,14,181199279,0.10709301
3035286743,2,531593650,0.7729871
3116524294,13,41008148,0.15665972
2000097595,17,185592680,0.093387455
4387643158,8,117943116,0.46950957
2266707833,8,146978453,0.0
2078231056,11,2778512257,0.12607315
2946554360,9,166957645,0.049127996
3000614853,2,2780586474,0.7448554
2096547212,10,21547014,0.12569338
2034007604,3,121332964,0.7872809
2619918853,5,2777855551,0.61995447
2769366277,1,534859617,0.86730504
3017315065,10,159110408,0.3697499
4400053626,1,39432304,0.4561138
1965419349,2,2776441662,0.5745309
50845913,8,153294291,0.08131692
4250119709,9,199360897,0.0
598763615,11,74916050,0.35018742
4303645980,5,89423630,0.42821357
2122098134,4,86803240,0.62512904
2347542936,4,141071460,0.45188674
2097525831,12,178790620,0.1721482
2377102310,1,199343813,0.5558409
596886779,3,71939608,0.5690207
2055682928,6,33790079,0.4903064
3009931532,11,55493867,0.0
4241057263,1,41008148,0.29838234
2992477902,3,95457728,0.3871512
2014978996,5,57016615,0.5001788
4250148391,2,144133560,0.34328818
3126022463,7,154945302,0.33652416
2079522764,4,71376005,0.60295665
2009844417,2,137637335,0.6249024
3048439257,3,107872376,0.7771987
3156435045,15,548081761,0.28375095
2483715524,6,118524514,0.3745847
2748316034,2,192562407,0.3567742
2533195500,2,62354387,0.4369639
3211768089,8,120665830,0.29903942
2738482986,9,141071460,0.3635968
4386128611,1,142362112,0.560929
3200247122,1,170493617,0.5259509
2312448231,4,141071460,0.21129474
2034618212,9,41895202,0.0
3030649557,13,2991655182,0.06632337
2240949151,1,2776640315,0.8464972
4251179651,1,61797465,0.82664716
1525543560,2,43617362,0.7994325
2948965653,11,49097943,0.0
2126429928,12,2780035454,0.18849051
2078724633,6,199104240,0.2905907
4289927967,9,79974875,0.48591343
4376623765,24,104317684,0.0
3127062353,10,107872376,0.34089905
1979783502,15,2986274086,0.41417304
2466334652,1,86803240,0.35186133
4206453160,1,71924100,0.9817064
2073714902,1,2776445388,0.9504106
2041480590,19,141071460,0.0
3008129280,12,78519656,0.26590765
1982275232,7,59822182,0.33273542
2116256451,11,66938386,0.3361529
2894988913,13,185592680,0.04232213
2081201662,5,70721500,0.3928542
2399191739,23,62520636,0.0
2008125726,13,169760540,0.20990667
3121135868,12,162324750,0.22175792
2129251404,2,24890656,0.5545442
4393392506,3,109214941,0.2939633
2210156596,6,134306372,0.33717245
4237637791,9,512968161,0.5265101
2794237154,6,205545832,0.4988575
1585245018,8,112964050,0.54862034
3048962915,6,19244329,0.5271846
2287110308,10,139719470,0.0
1990167827,13,39432304,0.32853198
3197604975,11,41008148,0.14982957
4248219825,1,144133560,0.2968312
2769922509,4,107038049,0.35553822
3014983018,13,1633027,0.29702175
1984090768,16,17744445,0.14703351
2499569749,9,127413603,0.40761364
603416618,6,17744445,0.40754363
2953071509,5,18547055,0.39810568
2041767170,2,75079739,0.854087
2324825411,4,127413603,0.08259457
4211193050,3,2775957009,0.48040274
2742732767,16,203014093,0.30222374
2073679895,11,29172406,0.41534066
2045311605,9,199289684,0.36777374
3211537317,8,127413603,0.15168607
2745703447,10,100701293,0.116825044
2149505492,16,178790620,0.18403774
2611967471,1,41008148,0.312113
4307738623,1,70836080,0.72765374
4214568304,2,16345878,0.46734172
4238279198,1,33923547,0.87771785
2126941266,7,62648534,0.42417717
2001813606,4,123079801,0.6920515
2051351448,8,143409427,0.51240784
2801009956,4,8010536,0.70559704
4400800068,3,112964050,0.54498446
4399311139,5,145420912,0.36011517
3043344965,8,17744445,0.0
2062241014,5,103278499,0.56169033
2613805546,1,41008148,0.38328147
2047402766,12,2780007028,0.0
2523594280,6,202751555,0.43915394
2619931972,1,41008148,0.32451504
2121005212,17,105795698,0.0
1491073439,14,529278444,0.32006165
2769329121,5,157369684,0.532909
1566943846,19,118518473,0.40687603
4251960268,16,62520636,0.0
2533474018,16,86803240,0.0
2793208384,9,109703566,0.0
2042741943,8,6260449,0.5225474
4281634711,15,121332964,0.0
2405889804,6,33923547,0.092029184
2347916240,10,136764020,0.44893795
2625306225,15,159110408,0.09863007
4230229070,1,41008148,0.4096255
2312283320,3,2775922563,0.79139
562696705,3,138885662,0.35193402
2032236518,13,118615104,0.3378038
3124762260,10,155202549,0.21272627
2071066188,6,2778576838,0.5711993
2118225996,13,153405242,0.37971753
2067535945,5,2776888751,0.56982714
4303982101,6,94061648,0.502814
2253895627,3,97137747,0.32934833
2390193509,19,144133560,0.0
2108494818,11,126322002,0.38323277
2115712208,4,2780400711,0.65029705
4379116896,7,124101348,0.13469982
4244084484,1,33923547,0.28930837
2415601155,8,3018685816,0.41013736
1991974504,13,162356407,0.3722741
2042571082,7,2778029271,0.48610973
2381150740,4,144133560,0.52666825
2372681794,7,202444582,0.41887543
2119234945,13,142724271,0.050248474
2077225380,10,192191005,0.29292783
2331864860,10,185592680,0.12270221
2055563266,12,519885992,0.3819967
2069615588,8,46699223,0.47101888
2731714849,2,2781140086,0.63974595
2466660366,11,143401881,0.4394039
1455523862,10,153180895,0.35641342
4395091244,1,145420912,0.5418225
184451661,7,42972112,0.368419
4225131886,12,143409427,0.34967327
2277847204,2,71924100,0.5390335
26323459,1,2781179785,0.86632097
4231719069,3,136764020,0.33528876
2520507359,5,79879829,0.47066462
2268784144,11,10138342,0.44239512
2412230798,1,71924100,0.3962582
2411040701,5,126322002,0.18484929
2413261133,1,9652623,0.5313295
2276666510,2,2776190866,0.4279747
2375562300,7,94641424,0.62113947
2072048902,4,192562407,0.5666392
2792979079,3,185592680,0.59122294
2031372175,13,179104552,0.11679223
2392224755,13,118487528,0.23475155
4399769102,11,41895202,0.0
4400329377,1,154775046,0.8082876
3003737746,6,166957645,0.08092153
2046863891,6,95444343,0.4249882
4387941065,4,127313418,0.78474915
2500732586,3,58166,0.5123364
2027986929,4,121332964,0.5067211
4242809167,5,17744445,0.33408642
2087301245,5,197404232,0.4972017
3009817199,3,132677234,0.46184653
4382626477,14,121332964,0.24944887
3000201536,12,55493867,0.2329939
2617968311,1,41008148,0.3318258
4253733469,4,121770821,0.41661444
2013634485,4,83893533,0.62337035
2112741315,4,108037233,0.59749895
1989392498,7,198352243,0.45950553
3029189687,14,146978453,0.16615665
2149852414,8,154945302,0.3415529
2354491453,5,98045186,0.5373601
4390790741,1,134121241,0.8255701
3023101501,9,137355542,0.36960524
2915601865,13,150194340,0.15352142
2791297223,1,2776397665,0.587709
4200605841,17,31258907,0.0
2738450049,2,203014093,0.48274678
4387099267,12,78519656,0.45359772
3179383435,13,27081682,0.23294464
4387649868,19,162324750,0.13361678
2320407020,1,142796444,0.74062073
4385475108,6,2776291640,0.44232714
1941175516,18,31258907,0.0
2950306992,6,178790620,0.22411019
23259838,16,62520636,0.0
3108887592,1,37413474,0.76800877
4401660805,2,41008148,0.392627
1981181503,10,32909587,0.44569564
2833255511,2,41008148,0.34866875
2270988321,3,2777855551,0.60166216
2742402610,5,39432304,0.40831363
4232539024,7,23123220,0.32142717
2018087998,4,137627325,0.6981231
2133338861,2,162324750,0.69325113
1965227166,3,161191863,0.3585068
4210884218,2,761482,0.5434729
2963655543,13,147176958,0.104287475
3184270655,5,41008148,0.49841213
4231358433,3,28245876,0.4937087
4377082288,12,44154836,0.3308524
2060067372,6,205649164,0.36639336
2216631690,4,2776927270,0.1478666
2107527971,25,144024400,0.0
1570098709,15,54355233,0.083429664
2319720569,1,125046197,0.8092854
4389361961,9,18903297,0.09223515
4392524526,5,138885662,0.259426
2039470898,9,118615104,0.38653505
2834766065,13,2816523,0.0
3172751445,7,198531522,0.41036302
2085756479,13,192562407,0.0
2050888311,14,33923547,0.1922485
3033582773,19,2776151105,0.0979214
2818289407,1,15708023,0.6389182
2064311045,12,162853370,0.37015536
4387779378,1,71924100,0.7005326
1979528832,7,135628077,0.43132287
3163992139,13,200806820,0.42211097
2174859179,7,37789001,0.44632503
1998805592,6,2910068830,0.45626712
2897955737,15,94915269,0.0
1979802595,11,192209626,0.4289065
1983029140,3,184652730,0.7328442
3027017617,2,69976271,0.77130616
2434583390,1,71924100,0.9412624
4248237405,2,2780822299,0.93092287
2342531183,7,512399662,0.23871464
2240985604,15,127413603,0.16868344
2994122071,9,2779777834,0.41985887
2167441405,6,2780550940,0.6008475
2921624968,3,91881484,0.44815716
4236284868,6,18903297,0.28873593
2137754523,1,72859922,0.5964919
1839841829,4,88099638,0.5380357
4250991241,6,41008148,0.23325968
2276257516,4,127162648,0.0
3184949633,2,2778903686,0.845137
2129374531,7,2780775167,0.4831933
3198768595,4,144024400,0.374542
2360587466,15,205649164,0.14814866
4207018237,7,142724271,0.06555599
1989098436,15,120665830,0.102223516
4385332942,24,542102704,0.0
2132545688,9,185592680,0.28142935
2950454478,1,129621563,0.9455536
2137576521,1,2776283161,0.92344475
2069511508,12,2524010,0.11069676
1528128888,7,523546767,0.55136967
3200130578,4,171606756,0.41371655
109578207,2,554936623,0.55077255
2595802646,7,162853370,0.5845505
3110200819,8,33923547,0.37412053
2913519065,17,159654299,0.0
2010781089,7,2779234561,0.051087677
4206930662,10,2778024590,0.4005089
4236976100,10,41008148,0.0
2421642947,3,46762472,0.4323501
27759010,2,15708023,0.47622234
4387077253,11,50644808,0.28843442
4297474575,14,185592680,0.06469485
4294406020,20,54355233,0.0
4366774755,10,2780972559,0.44069257
3090332456,6,50477045,0.15347892
4389477657,5,168167062,0.515285
199333423,10,2776960273,0.4496848
3194427787,5,142362112,0.08251357
2791888419,1,111106434,0.73541826
