work_id,affiliation_seq,institution_seq,institution_id
2125739732,1,1,4210149471
2788216476,4,1,130769515
4311845738,1,1,21945476
1986735380,3,1,158708052
2077987523,1,1,91538806
2014032224,1,1,1299303238
1521506923,1,1,205023500
3214817697,3,1,4210090340
3034236864,5,1,169046204
2761656240,2,1,163917720
2903463832,3,1,125839683
4234105784,1,1,909854389
4236064309,1,1,63739035
612597535,1,1,1294504835
2884505718,2,1,149672521
2096476698,3,1,2801795740
2086965272,2,1,46305995
2323671629,2,1,4210119578
2526186827,1,1,24541011
2121550115,1,1,33434090
2312127014,3,1,200763008
2012591542,1,1,1516879
2082026708,1,1,74775410
2952586916,1,1,9617848
4225346239,9,1,27837315
2169356293,1,1,138006243
4200583593,2,1,55302922
4322775526,1,1,2800722420
2096204462,1,1,111262870
95663969,1,1,2801498763
2544751020,2,1,4210090068
4283732343,1,1,4576418
2315313404,2,1,165932596
4294935247,5,2,4210158804
4292653209,1,1,3129973386
2145606905,1,1,887064364
2302249402,1,1,1288051870
3089864302,21,2,4210101901
1819055675,8,1,102064193
4400138092,11,1,1307323311
2337969079,1,1,4210159428
3188897165,1,1,68106152
2128491526,4,1,1283280774
4307381234,1,1,154526488
2372259671,1,1,24185976
2794436356,1,1,2800965796
4382141379,1,2,3019322962
1996400238,2,1,159176309
4283585711,2,1,133743585
2501412878,2,1,28290843
4396643642,1,1,142606810
2017400517,2,1,4210136868
2344423207,2,1,169521973
2007120680,1,1,4210133125
1979717402,1,1,4210125249
4318225130,1,1,183519381
2187258582,3,1,84218800
2921279634,1,1,177725633
3158362040,2,1,4210123021
2055268244,1,1,27804330
2598983649,1,1,180634299
1500563303,1,1,82002896
4224435243,3,1,17747738
4400586038,2,1,181369854
1964853037,1,1,33849332
3011296856,5,1,2800201399
1964765214,2,1,115752224
2980462527,1,1,185163786
2903105253,4,2,2799853436
4398765285,1,2,889458895
3091813091,4,1,2799503643
3110791680,3,1,4210097193
1820121089,2,1,82002896
3161627499,2,2,169173203
4395050986,3,1,74813324
3004345828,5,1,4210128408
2220766319,1,1,4210129385
2336768016,25,1,1288882113
2166800890,1,1,141882310
2069187528,3,1,116970179
1974113272,2,1,88273585
3165701398,4,2,2800394112
2032061217,1,1,124227911
3216787010,1,1,3132008252
2337656440,1,1,19820366
4214623720,3,1,1289243028
1988665064,1,1,192619145
2288920352,3,2,4210127465
2566047469,1,1,9927081
3040319310,3,1,4210165038
2146515084,3,1,124227911
4367325914,2,1,53618229
4391772808,5,1,176601375
2119236718,1,1,21370196
1983538739,2,1,114312114
2791018263,4,1,4210119109
2057285417,2,1,40347166
1934105878,4,1,16733864
4307846641,1,1,154130895
4210263278,3,2,4210151209
2359695036,1,1,4210110558
3124261381,2,1,193876067
2029006444,3,1,114457229
2086572380,2,1,76214153
4312710435,1,2,4210153755
2008279599,2,2,91045830
2595033612,1,1,17974374
3216711490,5,1,901861585
2792615361,3,1,63871047
3038414379,3,1,111979921
4233742292,1,1,142617266
2889411934,78,1,2800191616
2734889109,2,1,155028946
3011127528,2,1,4210138501
3120709764,3,2,4210134534
3021283047,4,1,177969490
2606401061,1,1,4210152923
3159934941,1,1,4210131481
2513170490,2,1,1283582996
3047065451,1,2,881766915
1979810069,2,1,195460627
2408626612,1,1,79272384
2602469162,4,1,82284825
2792873358,5,2,4210087423
2014436615,2,2,24906876
2001205165,1,1,149899117
1988905102,1,1,143302722
1494688488,1,1,95793202
1993507943,2,1,103990859
4396509111,4,1,114493937
2025419815,3,1,205783295
2008273794,2,1,94616015
2411767714,1,1,2802541053
2375761979,1,1,4210124531
4221009466,4,1,4210125310
3167062385,3,1,115953327
4392425230,1,1,4210105062
2044340585,1,1,39268498
4312668001,2,1,189238007
3123606687,1,1,141945490
2734377907,1,1,4210160447
4289443195,1,1,12379730
2359812883,1,1,17721919
2384323359,1,1,154338468
3090183443,1,1,1294671590
4387958888,1,1,162254961
3011968272,1,1,1334819555
841427584,1,2,4210120221
2728510813,2,1,204465549
2102158556,2,1,8078737
2441469151,5,1,8204097
2907246363,2,1,19820366
4388676137,2,1,4210120668
1525789769,3,1,8961855
2064838494,2,2,4210142913
3103002232,1,2,37802460
4361304860,1,1,115592961
4399771006,3,1,24185976
2945419935,3,1,143413998
2150416512,10,1,159176309
3131413764,3,1,91819753
2059478560,3,1,2800394112
4401673161,13,1,134560555
2151563669,4,1,157536573
3216821790,2,1,4210153426
4240153141,1,1,2802050225
2466381983,7,1,4210110459
113315310,1,1,192389796
4390432669,1,1,142606810
4238017939,1,1,185492890
4391513649,1,1,140172145
4307407404,2,1,134635517
4398501570,1,1,95457486
2559704001,1,1,135310074
2786067061,1,1,4210131177
2071982496,2,1,74973139
1562556827,2,1,39586589
2004517750,1,2,4210088259
4401511403,4,2,4210154894
1497262258,1,1,4210114115
2416145645,3,1,4210153843
4317790430,1,1,1321305853
2464063480,4,1,2800389475
2592822294,4,1,145402516
2769568417,2,1,93860229
2031507121,2,1,145311948
2801238271,2,1,197869895
2653573160,1,1,4210093872
1972691599,4,1,114017466
4394582275,2,1,80850581
4211154630,2,1,150729083
2043634453,2,1,68956291
2318885676,1,1,184558857
2049089203,1,1,200719446
1834649028,1,1,4210124990
2556132953,1,1,11701301
2762483558,1,2,4210135619
2132388337,6,2,2801838318
2370972229,1,1,177933477
2125305495,1,1,2802148964
2023402651,3,1,84392919
2794465828,6,1,1344073410
2019488316,2,1,201537933
2048666252,1,1,4210091207
2380013132,1,1,144581915
2792674012,2,1,181343428
4254837886,2,1,92008406
2965223370,2,1,4210139539
3135985494,1,1,4210143363
2262559555,1,1,59433898
2071923518,2,1,145808223
3199649613,2,1,158438070
2960755521,2,1,165143802
1842765029,1,1,142471025
2043177729,1,1,4210109968
2338755188,3,1,1330342723
2275813803,1,1,121934306
2035900149,1,1,157674565
3081711891,2,1,4210087915
2973150009,1,1,184597095
2038411921,1,1,160606119
2802546768,4,1,166427055
2128908630,1,1,887064364
2049886243,3,1,166722992
2049185437,1,1,184220567
4387470779,4,1,111381250
2596256649,2,1,70640408
2555821896,2,1,22465464
4308213173,2,2,141596103
2907164357,3,1,4210106256
2915355204,4,1,4210156804
4225404388,10,1,2251586001
2114983625,1,1,154099455
2117008129,1,1,98677209
1978352871,1,1,136199984
4254392256,1,1,4210139825
156083441,1,1,887968799
4310601251,1,1,184942183
4392407345,2,1,135120706
2970782296,1,1,864159182
2296247843,1,1,55732556
2128705608,1,1,2800740805
2803504897,3,1,63098007
4307548382,4,1,4210155992
2413954810,2,1,98677209
2168718726,1,1,192455969
2032101386,1,1,98496276
2082695929,3,1,4210159278
2114661679,3,1,114027177
4387640914,1,1,188674872
1851785776,7,1,39387349
4378087029,1,1,4210124606
2036022116,2,1,1322918889
2138227555,1,1,24185976
2133216771,2,1,157725225
4242702718,1,1,145608581
4366991134,1,1,90871651
2101770459,1,1,126158947
2325379829,2,1,162051807
2038383121,1,2,80043
2488099513,1,1,1343871089
2168599280,1,1,161318765
2091896977,2,1,1319063186
4400163027,1,1,204585392
1998508071,2,1,163340411
3023668241,2,1,161370692
2485052342,2,1,157458207
2027223326,2,1,1335321130
4400945670,1,1,921716337
2766648450,1,1,39705031
4211135283,1,2,4210140007
2265537453,1,1,1283582996
3037604298,1,2,4210086769
2388253734,1,1,4210143016
1981548236,1,1,21250087
2474770581,1,1,2800389475
2892166115,2,1,76903346
2024331890,2,1,55547365
2956993301,5,1,4210100308
1952112092,1,1,38877650
4362657384,4,1,83328450
2794443976,5,1,4210096615
3146987914,1,1,86987016
2982487299,3,1,189158943
4296849772,5,1,4210153230
3011596941,6,1,199691007
2114200373,3,1,154425047
929431154,2,1,4210132936
2606813727,2,1,163770644
3025120494,1,1,4210121181
3132863908,1,1,53276908
4324045774,1,1,52357470
2530445094,1,1,157725225
2898555203,4,1,2250650973
1749159101,4,1,4210124665
2043873058,1,1,2802369498
2066718141,1,2,4210126061
2334312481,1,1,889458895
3204169058,9,1,1283280774
4234079245,1,2,4210093667
2361717047,1,1,4210165736
2185049986,2,1,166843116
2062454696,1,1,4210151664
1980428694,3,1,129902397
4391214381,3,1,2801112325
2441231020,1,1,24676775
2514150398,2,1,143413998
2075712927,1,2,4210114914
2531761279,1,1,40347166
2122756576,2,1,60668342
1978354958,1,3,142476485
2312444603,1,1,4210112050
2331318339,1,1,27837315
4284963381,1,1,2803058125
2161324644,3,1,141945490
1978112828,1,1,20231570
4207027829,2,1,145311948
2800841774,2,1,124055696
3199234104,1,1,4210127900
2580625491,1,1,71999127
2158668592,1,1,4210108706
2059263989,1,1,190082696
4237843024,2,1,3018559930
2444386045,1,1,4210158926
2169569309,1,2,4210096018
2066986762,4,2,4210097668
4237621129,2,1,84218800
4386660043,3,1,2809107791
2041910304,1,1,78577930
4206096133,14,1,4210124354
2909731870,2,1,2898391981
3117520989,1,1,39804081
2134690112,1,1,121797337
2892947435,2,1,4210103987
1985998039,1,1,15057530
3188562148,2,1,33213144
2548868254,2,1,170897317
4223994365,1,2,4210112832
2087535159,1,1,4210135111
4399488743,3,1,138689650
2953142712,1,1,163770644
2626123501,10,1,123387679
4318263882,4,1,170201317
2032952789,1,1,4210123123
4287173168,3,1,1286329397
2735847872,2,1,131729948
