work_id,affiliation_seq,institution_seq,institution_id
1989946903,1,1,2802220196
2752160322,12,1,2800006345
3200268383,2,1,48018076
2030938047,1,1,167694869
2391661832,1,1,183519381
2320352181,1,1,4210118921
2392849661,1,1,132210918
1999805228,1,1,4210155236
2126699771,1,1,39481719
4398515758,1,1,16285277
2805634677,1,1,3131897482
2899940344,3,1,2802835388
1537251972,1,1,71730758
3172233192,3,2,65143321
2146583979,1,1,1343052199
4311724586,1,1,92446798
2024752367,1,1,182386381
2022167592,4,1,241749
2169025282,1,1,135310074
4401577313,2,1,121748325
3118709752,2,3,99613584
2095576720,1,1,4210140557
2277479713,2,1,3129956861
2113308227,2,1,51556381
3040601467,1,1,4210091008
1972163819,1,1,165799507
3093096725,1,1,197882922
2790486454,1,1,76130692
2106896715,3,1,79833322
3119660851,7,1,3020210244
3194968771,1,1,143593769
3167860443,1,1,119439378
2056583187,4,1,145311948
3087083781,1,1,27781120
3035667534,3,1,32625721
3007314542,3,1,205133468
2120201847,1,1,202524275
4220677772,4,1,4210149225
3002405128,5,1,4210119586
4244082916,1,1,2801333002
1576682598,1,1,126345244
3012142972,4,1,68348662
4382776805,1,1,193223587
2368659895,1,1,140221134
4399591662,1,1,114017466
1969213123,1,1,146824383
2267412644,4,1,173423358
2380670542,1,1,4210095683
2054211300,1,1,102335020
4291500990,1,1,27837315
2800186365,1,1,4210167254
4392935391,1,2,4210140680
2554931624,4,1,149218525
2113011504,1,2,76442945
2014409377,1,1,126520041
1975884697,1,2,4210097159
2611404242,1,1,4210102912
2266791436,6,2,4210163596
2049169471,3,1,136199984
1884895787,1,1,165779595
4394676677,6,1,848706
2005956080,1,1,44563897
2887074674,1,1,174306211
1996728843,3,1,3018288129
1994359792,3,1,1286329397
2103988643,1,1,861853513
3009380144,29,1,141596103
4389463460,2,1,196345858
3044993593,7,1,59130452
2332145193,1,1,89630735
110636471,1,1,11874761
1623587348,1,1,130701444
4394862583,1,1,37461747
2884990684,3,2,4210105229
4243941716,1,1,4210097759
2904991839,1,1,16733864
2052317033,3,1,145608581
2105888313,2,1,1326498283
2257737397,2,1,4210119349
4385464400,1,1,24768866
2128603046,1,1,169521973
3215981885,32,1,4210115062
2092251660,1,1,109556086
2090402408,1,1,108290504
4389911235,2,1,2801280572
2782327741,1,1,106938459
2905433434,1,1,94509681
2906310965,6,1,4210092647
2010848525,1,1,1289243028
4200083083,1,1,168864056
1525140859,1,1,52099693
2076052136,1,1,127110123
2094019906,2,1,200475212
4399020540,2,1,219193219
2549284383,7,1,4210117424
2347215971,1,1,141649914
2951884317,3,1,4210165038
2557078820,3,1,4210147760
2329527656,3,1,203042511
2057962092,1,1,5124864
2070833957,6,1,4210110701
3130935285,2,1,17974374
3121620344,1,1,165779595
2503513730,1,1,102507086
3120286397,1,1,185261750
1624112415,21,1,4068193
2088420196,2,1,149213910
4310114312,6,1,1335321130
2065035226,2,1,165799507
3175746865,4,1,4210159433
2981111930,4,1,101202996
2100344045,1,1,86467917
4220813003,1,1,27837315
2179361594,1,1,197347611
2090756728,2,1,17974374
4390649392,1,1,1282105669
2011756788,4,1,887968799
4388400785,2,1,165733156
4376472283,1,1,47720641
623563312,1,1,157674565
2151122650,2,2,70640408
2129579985,4,1,19894307
4396706420,2,1,268303160
2920134712,7,1,116953780
4390138668,2,1,2801280572
2048089492,1,1,31746571
2030504250,1,1,142947616
4319793705,2,1,133229071
2305416852,2,1,4210133125
4248678884,1,1,66946132
2069969273,1,1,204983213
4399062648,1,1,142606810
2506643717,1,1,25399158
2308413715,1,1,4210088410
1981771148,1,1,2800398797
2099600752,1,1,255234318
2769696098,1,1,1333353642
3207030640,1,1,4210115256
3108730732,1,1,76835614
3164270009,3,1,4210165715
2021950845,3,1,1327163397
2999643712,1,1,145935303
4304775712,3,1,4210114577
2520228447,1,1,16391192
4390527546,2,1,98704320
2530273440,28,1,141596103
1963839395,2,1,125904092
1977553894,1,1,94234084
3111532307,2,1,8764889
2084711989,1,1,2802336062
2075784306,2,1,191879574
2091453139,1,2,4210087915
2596552165,3,1,4210108110
2795176317,11,1,1344073410
2303741238,2,1,2800939219
3042290685,2,1,129902397
3093263578,6,1,205349734
2885980507,1,1,9617848
4240657261,1,1,48076826
4288424193,1,1,4210093508
2121098569,13,1,368840534
4401075276,1,1,196934937
4285140202,4,1,4210126580
2996595458,1,1,165230279
4398702417,1,1,919571938
1992483458,2,1,2803046337
2144367957,1,1,4210114115
1967245676,1,1,73142707
2071793181,2,2,2802971700
4313296119,3,1,130701444
4291733921,1,1,1285985921
2092205140,4,1,2891076039
4226322386,3,1,4210123352
2170348479,2,1,101202996
4319588864,1,2,87216513
1983139160,1,1,165690674
2161930333,3,1,100930933
2464193577,2,1,79619799
2951191645,1,1,181233156
4206955853,1,1,3132561136
2137589070,3,1,4210167156
2019393587,3,1,19820366
2903937268,1,2,277688954
2126203025,2,1,52357470
2926454380,1,1,2785107011
2004687234,2,1,91807558
1989797065,4,1,154526488
2026239457,1,2,136199984
3133744531,2,1,82951845
2512925357,1,1,55143463
2463124021,1,1,2799589203
2086109084,1,1,201799495
1820271922,2,1,194604659
2085714348,2,1,127317711
1969990740,1,1,201537933
2100090715,2,1,28407311
1978069893,1,1,33213144
3139588702,1,1,11912373
2135410101,2,1,170486558
3012989414,1,2,4210152357
4321371398,1,1,103402955
4401820312,1,1,24185976
2375526832,1,1,41198531
4309886626,1,1,4210143087
3086006957,1,1,173304897
4401627004,1,1,109935558
3214649283,2,1,90267481
2909863785,1,1,4210139804
2996511348,4,1,157773358
4321843513,1,1,4210137186
2888421195,2,1,4210121742
2971954193,1,1,4210123049
2000737409,5,1,19820366
4311999505,12,1,154387261
4210745045,1,1,108526665
2289690937,3,3,4210137700
2509859589,3,1,152743029
2594922854,3,1,4210159340
4393744206,1,1,4210117220
4387160573,2,1,1334819555
3046439270,3,2,4210116917
4386498974,4,2,889458895
4399970256,3,2,91656880
2011537191,2,1,2799611809
3146412619,6,1,4210149382
3214057616,1,1,146655781
2745442353,3,1,118347636
3148160462,1,1,47508984
4401728859,2,1,27945538
2500695404,3,1,130769515
2983734369,1,1,20107917
2313158937,1,1,94658018
2007678166,1,1,121820613
2065947687,1,1,1315708478
2010832485,1,3,40542001
2068159542,1,1,8961855
2998217719,1,1,63601056
1980454714,4,1,79510175
2040926670,1,1,1314042554
4387842403,4,1,24185976
2562303328,1,2,79839527
2043457529,1,1,133999245
4399242092,1,1,130343225
2128715261,1,1,182083151
3037973456,1,1,95457486
4206756544,1,1,185443292
2963217034,2,1,114531698
3109388019,3,1,629287
2025023301,1,1,29770179
2612905852,1,1,136199984
1981425625,1,1,7947594
2093918690,2,1,76569877
2160364718,10,1,146655781
4291671972,1,1,4210117686
4391006088,9,1,200769079
2106706862,1,1,108290504
1998820373,1,1,195460627
2209385614,1,1,185443292
2793071675,1,1,4210161528
1986781311,1,1,904495901
4388912015,4,2,34931013
4322758476,11,2,82002896
1972015231,1,2,14746517
2521069194,2,1,235686326
2762664387,1,1,68891433
2323181344,1,1,184999862
2891380929,2,1,3019415892
4238173444,1,2,4210156660
2025145659,1,1,68891433
4384023256,1,1,89652312
4312924761,2,1,337778094
4396680434,2,1,200769079
3193620045,1,1,4210135034
2582740807,1,1,78577930
2461378309,2,1,4210089050
2039597199,1,1,4210092960
2122160264,6,1,114457229
3047592895,34,1,4210164485
2022039322,1,1,55952717
2076742047,1,1,1294671590
2032487666,2,1,40120149
2516840298,5,1,145311948
1968363598,2,1,4210165268
2068145211,1,1,187531555
4231830082,2,1,4210132581
2068381279,1,1,2610724
2804225234,1,1,33585257
3002741241,3,1,2801636713
2896011558,11,1,28046988
4386887261,3,1,100532134
2430094838,1,1,40677808
4299512664,1,1,161318765
2888133834,2,1,1323843004
4399933942,1,1,45205469
4313523247,3,1,1315513584
2045654138,2,1,15853019
2002983107,4,1,182534213
2149476575,3,1,158708052
4231337830,1,1,4210145894
4225339236,1,1,4210150206
1969014478,1,2,201448701
4391264940,3,1,182534213
1494384130,1,1,28290843
2952383255,4,1,200719446
3012439651,7,1,16391192
29052643,1,1,44260953
2015167583,2,1,2802519937
2047417504,3,2,3005327000
4205930950,1,1,3131708325
2987724037,3,1,200166805
2186986477,1,1,114972647
1018119869,1,1,118347636
2055951353,1,1,159176309
3125854968,5,1,1335269842
3006024262,1,1,4210096386
2758849888,2,1,5124864
4296827629,7,4,4210155927
4399113765,2,1,2801280572
4243704492,1,1,4210109400
4292018418,6,1,47720641
2356389689,1,1,31590910
3156346592,10,1,146620803
2020934606,1,1,11786554
3123764198,2,1,4210131207
2274446644,1,1,4210116516
4401112082,3,1,98559091
4391145861,2,1,2801622741
4384282988,2,1,4061448
2930605632,2,1,31746571
4387207290,6,1,27837315
4283815103,4,1,24927338
4396592887,3,1,2802464703
4245963907,1,1,1321649718
2011407801,1,1,21376657
4378349586,2,1,117965899
2353161556,1,1,76130692
2994731144,5,1,4210116576
2792394992,3,1,1292875679
3041278562,4,2,2799970807
3124575752,3,1,4210126779
2412510310,1,1,4210163693
1501840479,43,1,28407311
4247819620,2,1,12912129
4294607953,1,1,4210155030
3046871213,2,1,4210097172
2042427831,1,1,204250578
2994857539,1,1,17974374
2542584742,1,1,110525433
4394061715,7,2,47720641
4383700684,3,1,9360294
4319979157,1,2,177537411
2183685938,1,1,83399316
1990773385,2,1,42014448
4377220802,2,1,114090438
2135665336,81,1,175532246
2346825906,2,1,114090438
3048448561,2,1,1302404375
3123610587,2,1,4210142721
3035143450,15,1,1285119806
4229881761,1,1,1321649718
4291762699,1,1,27837315
2018157934,2,1,96673099
3099361836,3,1,40120149
1980508328,1,1,1330342723
2806773977,5,1,173911158
4399263368,1,1,290859477
1996626415,3,1,4210144482
2618726880,1,1,139024713
2111900955,3,2,2801843802
2009881098,1,1,74413500
2391147665,1,1,63371133
2123404918,1,1,114027177
2092643536,1,1,28022161
2391222507,1,1,4210099004
2473246245,3,2,4210152408
2923451285,1,2,921990950
2950549684,1,1,130194489
3164156340,1,1,4210094059
2325027851,1,2,27804330
4360925583,1,1,4210136658
4309070773,26,1,1325899441
1964887615,1,1,1327163397
2630863347,1,1,1298590031
4400188404,1,1,3131162304
144996379,1,1,75027704
4288042549,3,1,8165072
2311091999,1,1,4068193
580501853,3,1,69740276
4386994082,9,1,4210137180
4225412166,3,1,78757542
2620592228,1,1,1294671590
2038505317,1,1,4210126298
3014370738,1,1,2799698466
4283369816,1,1,200296433
2780087527,2,1,11923345
1972593583,1,1,4210161229
2890176988,2,1,4210101691
2169421201,1,1,75951250
4242454301,1,1,71052956
2737804642,3,1,42405503
3205939964,2,1,4210131882
3153234144,2,1,14588785
4309784007,1,1,4210108373
3190876039,1,1,149240348
2140302730,3,1,25399158
2521367671,1,1,96673099
1885135529,1,1,192513696
4281657247,4,1,151201029
3131554284,1,1,60053951
4281900249,33,2,4210136596
4283326093,2,1,121748325
2089140104,1,1,4210111738
2085855962,2,1,149704539
3093910172,2,1,16038530
1986387774,1,1,52158045
3024615584,1,2,4210117012
2141752045,1,1,107707843
2946229833,3,2,70640408
4255096029,8,1,69072986
2004999443,2,1,39565521
2954605579,1,1,177055848
2962679350,1,1,4210155391
2937924735,3,1,4210100172
1965251116,1,1,116953780
2140323439,1,1,1319689352
2695218492,1,1,89098413
2622015402,1,1,4210140695
4396915813,3,1,24354313
3122880272,1,1,126820664
2099443615,2,1,19820366
2622686679,6,1,9927081
3162203331,1,1,39147953
2042403215,1,1,141945490
1999466426,2,1,1318774259
4200245918,1,1,74885063
2399722987,1,1,200284239
2022043882,2,1,1321430492
4379932634,3,1,70900168
429798897,1,1,20089843
2611973547,22,1,1299303238
2029582325,2,3,4210091437
2127853161,11,5,4210086977
4385836851,3,1,67256668
2072518807,4,1,4210101192
331690573,1,1,36522303
2797352461,2,1,12754707
4297882235,1,1,1314696892
1996182733,1,1,859038795
4367400222,4,2,177725633
3036443896,3,1,48912391
2770816360,2,2,4210117042
2044675977,2,1,16391192
4379377496,2,2,4210141873
4382893166,4,1,145311948
4309355960,2,1,59433898
3127040532,1,1,2751430930
2052669963,1,1,4210166396
2564959179,1,1,91045830
2802874337,1,1,4210118583
4320003114,1,1,4210151108
2043022426,1,2,23732399
3048253494,1,1,4210151769
2044127959,3,1,146655781
3045608769,4,1,143397708
3013987689,2,1,157771985
4291164444,5,1,3019010403
2921645422,10,1,51209816
2110534291,3,1,4210124771
1988243312,1,1,4210115073
2896293544,3,1,19820366
4399490636,3,1,31784960
1975162038,1,1,111088046
2799346924,1,1,96673099
4235515476,6,3,2800004676
159523455,1,1,3019441195
2892028488,1,1,2799567373
2589793552,3,1,9360294
4312362994,1,1,203089679
2900885199,2,1,130929987
2105376199,2,1,7877124
4392661161,1,1,4210091895
2189825021,1,1,1282105669
4255142949,3,1,24943067
2090177933,1,2,4210117453
2124327942,2,1,136199984
2885941974,4,1,142606810
4398242883,1,1,4210096041
2965737823,3,1,39555362
3208443403,1,1,149899117
2316707244,1,1,131729948
2410753049,2,1,4210141868
2048737901,1,1,4577782
4391574606,4,1,2802476451
2162225517,1,1,54108979
2735570671,2,1,29078338
4255814193,4,1,200296433
2098019645,1,1,20089843
2792092219,18,1,4210099858
2967636889,2,2,2802934949
3166157208,5,1,4210137817
2063774858,1,1,4210125238
4394840128,1,1,194450716
1906645723,3,1,172675005
1883966348,3,1,4210151924
2038036256,3,1,130750295
2056444711,4,1,4210111149
4392516634,1,1,173963315
4302989831,1,1,4210150507
1979541009,1,1,150209017
2563409932,1,1,17145004
4388819352,2,1,1340755506
1994704415,1,1,125956826
2791691416,1,1,8961855
3213317935,1,1,69050122
2133245950,3,1,1298353152
2741797316,1,1,104588304
2066518657,2,1,5124864
3192438925,1,1,3130508606
3081622989,4,1,4210152506
4286432722,4,1,132950312
2052809850,2,1,20231570
1927316018,2,1,132053463
3093976307,2,1,145311948
2599839268,1,1,4210106570
3198646512,1,1,204831749
2016685082,1,1,392282
3034680718,3,1,200777214
4310059962,5,1,170201317
3132704693,2,1,145847075
3139001870,2,1,145311948
2987777334,1,1,4210138280
1575497438,1,1,1289437631
1678223351,5,1,169541294
2943262745,2,1,4210111179
2419524995,3,1,60858718
4291097220,1,1,887968799
145615947,1,1,4210155398
3102626747,2,1,183067930
2057870611,1,1,4210094934
4322762061,2,1,194450716
157107774,1,1,194604659
2006214741,1,1,2699952
2142535023,4,1,2801453606
4400664828,6,2,76130692
4321266966,1,1,4210150406
2048378835,2,1,1319063186
2078216201,9,1,126231945
1989306919,2,2,1294671590
1510740491,1,1,202697423
3139937399,1,1,4210109820
2921215805,2,1,84776176
2083145572,1,1,146655781
2907553590,1,1,154387261
2016426457,2,2,4210106477
3113102462,4,1,76245029
4205838349,7,1,4210141749
4385226603,1,1,246982481
2527816711,3,2,56590836
4235476571,1,2,20089843
2070653943,1,1,111966504
4390906201,2,1,1291425158
2807464639,1,2,21642278
2973582996,3,1,5343935
3171504061,3,1,2801053747
4394985567,1,1,4210126640
4245621334,4,1,2799557411
2018617986,2,1,165733156
2945444841,1,1,82880672
2919793037,1,1,64281891
4379472347,3,1,4210148332
4389372425,2,1,90610280
2061132014,1,1,4210125115
1889771508,1,1,4210093966
2024192341,3,1,130541836
2325987701,1,1,180857899
2770493964,4,1,4210086383
4248401066,1,1,4210156919
2607568258,1,1,1307613440
4311980933,2,1,29617571
3169881841,4,1,134542131
2581544972,3,3,204730241
2001536524,1,1,25254941
377211469,1,1,2799318839
3093348340,1,1,185163786
2349940887,1,1,111971639
4248226945,1,1,74319210
2417550394,1,1,4210164148
2280005607,6,1,104946051
3211254157,1,1,24185976
2805544908,1,1,84218800
2010384481,1,1,1925986
4220869369,1,1,874792244
3018108572,1,1,4210087306
3125785323,1,1,1310145890
2369868311,1,2,4210158190
4241178983,17,1,4210110652
2373646016,1,1,4210104252
2389828634,1,1,106994412
2333289062,1,1,15807432
2196309549,3,1,33849332
4317666418,5,2,4210127074
1556017054,1,1,197097402
4401834128,1,1,166182418
3003456262,1,1,70886390
1597776460,2,1,190734841
4234435109,2,1,204730241
1992131158,1,1,1282462722
2030559131,1,1,4210115072
2069433026,3,1,4210130498
2032093871,1,1,4210086903
4293700348,1,1,4210096899
4391993771,6,2,4210088961
3128624141,5,1,4210151528
2057976747,2,1,4101805
4394786559,3,1,91935597
4379460323,1,1,4210125470
3163613384,2,1,19820366
2156834076,4,1,196272386
2286045319,1,1,27483092
4389840076,2,1,142606810
2912312129,1,1,4210160255
2886940012,1,1,130343225
2074988677,2,2,4210114914
1975470724,1,1,161057412
2747409699,3,1,4210156019
3120890586,2,1,158842170
3032692802,1,1,2799773085
1984102567,1,1,192455969
2018091731,3,1,182534213
2555143230,3,1,4210110173
4361220755,34,1,78757542
2889906236,1,1,157485424
3038086547,7,1,4210120963
2113999158,1,1,2801112325
1973525716,1,1,97018004
3217042974,2,1,45683168
4294724141,2,1,4626487
2052468915,1,1,140172145
2128413030,6,2,76134821
2950377291,1,1,4210120964
3198963912,4,1,4432739
2132867937,2,1,4210133851
4400557943,1,3,44563897
1964145821,2,1,241749
2955658944,2,2,42014448
1990330298,2,1,142066694
1575332959,2,1,4210152146
4282916913,1,3,210557978
2416575223,1,1,138925566
3206521502,1,2,2801970007
4313887522,4,2,165779595
1494240086,1,1,110620307
2889269496,4,1,4210166360
4378966446,3,3,2279609970
2179395367,5,1,193775966
2124705466,2,1,197323543
2086131263,1,1,39470171
2966685229,1,1,145487455
4213217826,1,1,26489229
2765685564,1,2,4210144482
2103804275,2,1,86695891
3014642024,11,2,19820366
2045398330,1,1,1295121038
2033742306,3,1,134560555
4297927161,1,2,4210165448
3049234418,3,1,4210111818
4220806760,2,1,118564535
3092674981,2,1,4210156194
4380730550,6,2,75951250
4387610487,1,1,4210129904
2123880710,2,1,52325
2997520859,1,1,1287551835
2025627194,1,1,27357992
1975382948,3,1,4210164192
2002130430,1,1,45084792
4238837073,1,1,43968019
2765268378,8,1,4210113665
4392197877,1,1,24768866
2009171652,1,2,4210101510
4253435379,9,1,204465549
3103048101,1,1,33213144
4387320901,1,1,17974374
2912158250,2,1,168719708
2754026160,8,1,47508984
2798177009,3,5,869660684
2898090010,2,1,151201029
2071732861,2,1,45129253
2997492034,3,1,91041137
4251518763,1,1,4210086080
3197642465,3,1,98301867
2056074362,2,1,19820366
4223892393,1,2,4210139035
1734714218,1,1,8264552
148376989,1,1,79510175
4224909336,2,1,2800842121
3015358843,4,1,101202996
2049870494,1,1,25998863
4319337709,3,1,43406934
4393111120,2,1,879563668
3047220892,4,1,1292896151
2614282192,3,1,1294671590
2173885299,2,1,153718931
1983007164,2,1,52957644
4297173168,1,1,97429440
4319441930,2,1,79833322
2010964473,1,2,1294671590
2308664752,1,1,153230381
3158068890,2,1,230604491
3007194729,4,1,4210128919
2142009630,1,1,192341844
2963774053,1,2,4210154480
2040055142,1,1,161318765
2092474723,1,2,2801238018
4283210491,2,1,1340179700
4399415461,1,1,28166907
2254100578,1,1,63966007
4396967506,1,1,129604602
1967254051,1,1,50357001
3047581235,1,2,70368782
2316122698,1,1,170201317
2085853686,1,1,168864056
2048159564,1,1,78650965
3104250683,1,1,180923762
2411451235,1,3,78577930
2109347753,2,1,33003672
3181649515,2,2,2746051580
3193456889,4,1,181190671
2083930349,1,1,1343028186
2760910018,3,1,188730046
4253268340,1,1,103716689
4319433712,1,1,27837315
4390986503,1,1,4210110321
4310707511,2,1,1343551460
1969988673,1,1,2801227569
2105563324,1,1,130828816
2220750174,2,1,146824383
3217580651,1,1,24402780
2747868664,1,1,61893789
4399476024,1,1,4210142324
3160762264,1,1,1329727292
3005325340,1,1,200777214
3110099879,2,1,47251452
4311822513,2,1,1301411061
3216468556,5,2,4210164289
1976933155,1,1,40347166
3123014086,8,2,2799853436
4238564994,4,1,4210110517
4390819967,3,1,3129686679
3199142241,2,1,37802460
2332645275,1,1,4210096017
2068958335,4,1,204250578
1980392120,1,1,4210114911
4244043627,1,1,4210092814
2616642190,1,1,4210151406
3182869141,1,1,117965899
2021724768,1,1,78715868
2418306222,37,1,2800006345
2026534875,1,4,4210133362
2000166491,4,1,122146667
2066155966,1,1,116067653
2329848274,1,1,922474255
3005430458,3,2,4210120094
2114926473,1,1,8961855
2016962624,1,1,2802709434
1982682427,1,1,103890011
3127583143,1,1,13469542
3187683257,2,1,909854389
2796115956,1,1,25757504
4290989442,4,1,119203015
1989163065,1,1,72951846
2043243328,1,1,205783295
4375860223,2,1,2800920820
74668555,1,1,28046988
4399189606,3,1,133903919
2028255023,1,1,135768898
2613143369,1,1,11786554
2014560851,1,1,4210161735
1982999004,1,1,175051016
2321304554,1,1,153648349
3095366079,11,1,4210114623
2377739757,5,1,30558944
1973348560,1,1,1313323035
4238785642,4,1,1326427960
2952546200,2,1,100532134
1968463667,1,1,119454577
2911392518,7,1,254887060
2321618581,1,2,97018004
2087713514,2,1,4210159263
4206571704,1,1,37802460
2724360617,2,1,4210102407
2080499049,2,1,189158943
3187714202,2,1,134231150
2109194187,1,1,39804081
4362602816,5,1,96226040
2103157423,3,1,1297288678
2461437814,1,1,34077901
2334850953,1,1,141472210
3115577080,1,1,4210158691
4392973046,1,1,90329211
4312139250,2,1,2800849109
1967504864,1,1,916559398
1925412464,5,1,60138030
3184895714,1,1,47251452
1954046401,1,1,195460627
2019331718,4,1,157485424
3116076047,1,1,1338449461
1993351271,1,1,148099254
353073462,2,2,4210089410
3195886492,1,1,4210097978
2905611718,1,1,4210132437
2948703264,1,1,878213199
2905647635,2,1,200296433
2952890966,3,1,98301867
2940106887,4,1,165143802
2943671693,1,1,110603874
4394544020,2,1,4210141683
2151965637,1,1,75909800
4285655587,3,1,4210121976
1968900197,2,1,168719708
2358408199,1,1,10627620
2327313785,2,1,16391192
2075118792,4,1,1282927834
2914684736,1,1,147699246
2463415339,7,1,136199984
2405453948,1,1,71792333
1515414652,1,1,142947616
1991381926,2,1,110166357
2156120488,1,1,71052956
3093599510,1,1,104588304
2900547728,13,1,2801851002
2004173835,2,1,4210111777
2001956490,3,1,4210105738
2020194768,4,1,1294671590
2051950850,1,2,2801838318
4248841575,2,1,129902397
4300873532,3,1,2800567748
2323918094,1,2,74801974
3127199832,4,2,4210087691
4323307497,3,1,182377803
2000181991,1,1,79510175
2694116687,1,1,3412056
4280629063,19,1,193223587
2006786517,4,1,2801241159
1533768072,2,1,149218525
3015095212,3,1,114662689
2029526269,1,1,1328336097
123762032,1,1,153473198
4367054466,2,1,4210158522
2167929451,2,1,153976015
2024481042,1,1,204983213
4398231740,2,1,183067930
2039469786,9,1,185103710
2040600990,4,1,193775966
2802943157,2,1,4210086488
2169613160,1,1,91807558
2924269934,2,1,154425047
4297036852,1,2,4210146711
2414265958,1,2,2801228662
2040529512,2,1,185492890
2282106377,1,3,2738703131
2059326868,2,1,102913810
2807442712,2,1,19820366
2030946493,2,2,86467917
2765099759,3,1,98251732
3025701631,2,1,4210125099
2474318075,2,1,19820366
3205797621,1,1,194450716
4223948252,1,1,8087733
3041724623,1,1,129604602
2596502133,2,1,4210151645
4322719011,1,1,4210113621
2939847887,4,1,891860020
2045095608,1,1,863896202
3094760051,1,1,4210142260
1859194082,1,1,8961855
1967065459,1,1,1313323035
2957148326,1,1,72264486
2967980018,4,1,26120043
3001779674,1,1,4104125
1955346907,1,1,129902397
4382537296,1,1,238035932
4319033599,3,1,79571142
2157963703,1,2,24354313
2948099875,2,1,204824540
4378232139,2,1,4210133793
2120753368,2,1,2801261045
2171975157,4,2,4210104899
2119965858,1,2,2251586001
2008869751,3,1,158438070
1987019384,1,1,48912391
2089296399,5,1,4210091363
4366278022,3,1,24185976
2416481616,1,1,102882674
3198188945,2,1,4210142730
3201725196,1,1,210043505
4200566828,1,2,4210089761
2136501493,1,1,36373038
2648091247,2,1,173915773
1954530508,1,1,154425047
2884465342,1,1,193223587
2064187066,3,1,149213910
2052602647,1,1,4210093298
2924853877,1,1,4210101723
2414505127,1,2,71920554
3164573680,2,1,196274141
1972939493,1,1,138006243
4286824958,2,1,19008122
3200136511,1,1,141962983
2779212972,3,1,61722147
2621748448,1,1,99065089
4289205499,1,1,208626154
4387970716,2,2,4210111966
4313050152,5,1,4210115591
2083194433,1,1,150468666
772827274,3,1,204250578
4245174177,5,1,126231945
2122430929,1,1,4210091816
2011881705,2,1,110120368
2884317633,6,2,2799810450
1977946754,1,1,187986737
4320170165,13,1,1297363086
3191679484,1,1,82880672
4319836457,1,1,885383172
2515975886,3,2,65806277
4283788833,1,1,41458283
2914706561,2,1,4210147155
3038836509,7,1,196333967
2896329646,8,1,154526488
4293317943,2,1,48912391
4366769130,4,1,75867142
2562096161,1,1,4210097159
3083714653,2,1,317356780
4366163388,5,2,136199984
4378464691,1,1,170897317
4243146361,1,1,4210112217
1985890186,3,1,100532134
2154740589,1,1,223822909
4294933174,1,1,7882870
3085702697,4,1,146500386
2906464895,10,1,4210138993
2903832466,2,1,190752583
3201534836,1,1,4210128818
4317495931,1,1,145311948
2045144163,1,1,184693016
2332101591,1,2,317356780
3176700592,3,1,4210162663
2148079411,4,1,4210099110
1963548423,4,1,4210160788
4366465848,1,1,99065089
2288931747,3,1,1292875679
3166036842,2,1,2802835388
2333144789,3,1,74801974
2803835522,28,1,133731052
2077162519,1,3,4210093530
1984489317,1,1,2184545
2558231811,4,1,4432739
4400200220,10,2,98251732
2090989968,2,1,85230861
2331599935,1,1,100066346
2097342101,1,1,208333798
2104246554,227,1,63966007
2080926698,1,1,77920804
2045811819,1,1,52099693
955556517,2,1,2800006345
4327790029,1,1,119896790
2086862879,1,1,4210158893
2315831249,1,1,117841876
2897073493,1,1,102322142
2988699807,2,1,881427289
3135247207,2,1,97018004
2761602159,4,1,4210103117
2090156315,3,1,79620101
2001595095,2,1,41549804
2609353882,2,1,8078737
4399870485,3,3,8961855
2110416860,1,1,257179599
3004906541,2,1,304011483
152850651,1,1,149213910
1556682517,1,1,193662353
1977714832,4,1,4210109413
4389538032,2,1,4210125143
2009368752,1,1,131249849
2007795905,1,1,190082696
2924040408,1,1,876193797
4230717549,1,1,98285908
3114302763,1,1,40434647
3004930166,1,1,180670191
2531244520,1,1,48566637
2753647635,2,1,55707380
2054666966,2,1,129774422
2061050728,1,2,4210099069
4401831866,5,1,1334415907
2114804098,1,1,3018483916
2593596007,2,1,33213144
3194439252,3,1,204722609
2349720054,1,1,2250955327
2031832910,5,1,76134821
4398303519,3,1,2801851002
2481510692,4,1,2799360972
4387052737,4,1,889458895
2101436344,3,1,79576946
2969549431,1,1,4210095297
2348165139,1,1,199305430
1985894922,1,1,135140700
2149951642,2,1,118019719
4390815166,5,1,2802965805
3010710063,1,1,2251713219
2888090087,1,1,911458345
2295646255,2,1,235176910
2149742173,2,1,165339363
4309003329,1,1,185261750
2793637464,1,1,129604602
4327854219,1,1,4210124507
2800330983,1,1,40253897
4295414665,3,1,1340210623
3149024687,1,1,186579796
3046912708,1,2,4210155168
2332824790,3,1,4210099240
3210696999,6,1,2799885155
4366759281,2,1,131868736
2035396696,1,1,111979921
4301367262,2,1,68618741
1441362453,1,1,4210158500
3191763577,2,1,60559429
2116418074,1,1,98358874
2166052320,2,1,4210140974
3018064961,5,1,147962203
2102848614,1,1,68740497
2412150167,1,1,205349734
4362588681,3,1,165560825
2062961667,2,1,4210103470
3212418162,4,1,76835614
4401864098,7,2,76835614
3047990903,1,1,149313025
2800727940,1,1,4210089364
3093740566,2,1,134276161
2437979143,1,1,2801120601
2412427989,1,1,4210125225
2025466947,2,1,1289019353
2180928414,3,1,12859529
2789871412,1,1,37461747
1992713026,2,1,119025939
3046848735,2,1,114090438
1981205260,1,1,9617848
3006546310,1,1,1312996466
2777898853,2,1,4210090720
4399996203,1,1,80947539
4393034532,1,1,111950717
2096880772,1,1,193662353
