concept_id,umls_aui_seq,umls_aui
2909485332,18,A22939450
2909886172,3,A24175301
2908848679,3,A22930752
2909603797,1,A0117843
2910317400,1,A0153355
2909675724,18,A22731553
2908652662,4,A0067063
2908795679,8,A3023251
2908949392,2,A23177782
2910179961,2,A7566785
2909521713,13,A2954872
2910317154,6,A3047052
2910641076,2,A15584803
2910325170,3,A21412815
2908941940,4,A0769017
2909849945,4,A27868432
2910073209,1,A0187772
2911042773,4,A0416225
2908665234,6,A2931870
2910348395,4,A14065489
2909465803,2,A1252719
2910174986,4,A26636956
2910668435,3,A0668063
2911060469,1,A17001033
2911120302,20,A3880898
2909524538,14,A22807690
2908909779,1,A4719253
2908722627,3,A27911948
2909624804,2,A17992439
2909445474,2,A3052127
2910726518,9,A15564211
2910559741,11,A4755431
2909902731,18,A4758510
2909677699,2,A0402914
2910197546,8,A2873944
2909253567,14,A8482903
2910018961,18,A0649290
2909274023,3,A11569777
2911216061,6,A3704701
2909096027,1,A2212573
2909556870,1,A0111661
2909021529,1,A0862554
2910172056,3,A0489598
2910665519,1,A0318118
2908725733,2,A17600193
2911188655,1,A15834889
2908698914,9,A17979284
2909593344,4,A23466789
2908933376,7,A21145552
2909528626,4,A18670468
2909448170,6,A15419468
2909621830,9,A2929800
2910057982,7,A3580887
2909460087,12,A27063312
2908884792,6,A11577494
2910383387,2,A0070791
2909819767,9,A22836145
2910634771,6,A28399389
2910140627,2,A0858643
2908605944,4,A3043902
2910480946,4,A0392130
2908728060,1,A0934530
2908524427,6,A21144977
2910715184,5,A16978458
2910733956,12,A4787485
2910768427,3,A27187283
2908642939,16,A22933367
2910439992,4,A20675748
2910111155,2,A3774274
2909898526,4,A18629445
2908953049,3,A0455646
2909050532,23,A8437727
2908570505,2,A0667955
2909877630,6,A22824344
2910591924,3,A20286915
2909904977,1,A8257256
2909011058,7,A23026286
2911156200,7,A17678981
2909289247,2,A18633203
2908668323,3,A18613456
2910061293,4,A1183407
2909349619,4,A18434861
2909814698,3,A18611951
2909577894,2,A0075696
2908539429,5,A18045862
2908830777,1,A15442840
2908589492,1,A0111419
2908541515,24,A8437325
2910597771,1,A1095590
2908857472,3,A18046554
2909760446,7,A9333588
2910545032,4,A18693735
2909209853,5,A16788233
2910117706,3,A1240220
2911164937,3,A16977990
2909870366,3,A0662548
2910574371,20,A24245208
2909702823,3,A12059056
2910303479,2,A12810934
2910162734,4,A17790491
2911118192,2,A18579964
2909786974,1,A0100334
2909096915,4,A18625591
2910034267,3,A1387703
2910747057,2,A18627697
2909479827,7,A11960473
2910801743,5,A22875047
2910262544,6,A17788414
2908551600,1,A0415122
2911077047,5,A0091247
2911140283,3,A1539311
2909761261,10,A17965252
2910068711,7,A18637701
2909521713,5,A11974013
2911091503,4,A13651404
2909750939,3,A0415024
2909592510,8,A27928176
2910530303,8,A18573436
2909948008,4,A0316283
2909353277,4,A27136847
2910701733,18,A4717650
2910666622,1,A26621019
2910983607,10,A23865024
2908838009,6,A23014531
2908640109,5,A2655038
2909410694,5,A24839736
2910083013,2,A7636313
2910414618,10,A22959334
2910998592,3,A3139969
2909318785,1,A0410170
2910484890,2,A18598396
2910001868,1,A0551852
2909029650,14,A2875280
2909917878,6,A25709599
2910137039,3,A0283319
2909158248,18,A22722768
2910244804,11,A7559276
2910552941,1,A0896728
2910589926,1,A0135222
2911016594,1,A1393901
2909637497,4,A0412773
2910112519,3,A23862814
2909374376,1,A12794844
2909010401,5,A23881806
2910689142,2,A1385652
2910668435,19,A3003860
2908795282,1,A18641457
2908937092,2,A0005556
2910570736,6,A18682921
2909429682,3,A2662843
2910915821,3,A0456994
2910096961,1,A25769542
2910734998,1,A7665614
2909707902,4,A1392223
2909321672,13,A0266326
2910678351,5,A20909239
2908550248,12,A23892126
2911106879,4,A26583185
2910364697,3,A20254966
2909196371,2,A0984537
2910167010,3,A17969161
2909761450,2,A24674989
2908903598,4,A25708554
2908578266,5,A27377456
2911171335,5,A15452003
2909076160,2,A3373390
2909576783,3,A0452066
2909731388,4,A25705423
2911118192,1,A0947673
2910020066,1,A0064414
2910635913,3,A17928713
2910884260,3,A0482238
2909943900,2,A1569073
2910972258,1,A24367517
2909445476,12,A18021848
2909381827,3,A12019083
2908858289,6,A20074372
2908917430,1,A17003767
2910117706,6,A25736589
2910140794,4,A12935211
2909059315,1,A0056437
2910997768,11,A17181457
2909001638,1,A14060650
2908866784,3,A18575502
2910449918,2,A0651595
2909050532,11,A18631049
2909722292,4,A7758684
2908763164,1,A18680152
2909761261,4,A0394081
2910710179,1,A0468846
2910249166,6,A18570889
2910401862,5,A2954565
2910865725,3,A18670196
2909000736,3,A18631076
2910202354,5,A3651302
2910826258,14,A2884856
2908642939,5,A9334125
2911193642,1,A17122264
2909504400,4,A7101934
2909340425,2,A15594140
2908597597,2,A1560948
2910067010,1,A0036944
2910896220,15,A26604428
2911076395,3,A2933615
2908807203,2,A23041575
2910269628,8,A7658529
2909666625,3,A18597974
2909460087,5,A18609693
2911033702,1,A18609527
2909991657,8,A24675941
2911049907,2,A0460715
2909430059,4,A20253327
2908611220,5,A18647035
2910609880,18,A7589264
2910532367,10,A17976133
2908603675,2,A22797131
2908668323,2,A0471646
2909477668,2,A1603778
2908795448,21,A4387677
2909484069,2,A16761912
2910510515,10,A22949384
2909902731,13,A24251570
2909252273,10,A18046543
2910040365,9,A27168504
2910738821,2,A18691412
2910204064,15,A7996338
2909786458,1,A0092446
2908636690,7,A18611067
2910910449,7,A18574816
2910125355,3,A0416919
2909562073,1,A0130665
2910140794,11,A27062450
2909761261,13,A23928276
2908804808,4,A0490017
2908939727,1,A0246721
2910935011,9,A2978969
2909360922,3,A10765254
2908540146,1,A18696814
2910353488,3,A0101539
2909624804,3,A18669095
2908711114,1,A0245352
2909022844,1,A17345385
2909412390,2,A0088757
2909038510,8,A9337177
2908765736,13,A17908499
2910246740,3,A17850743
2909538045,1,A1059627
2910491791,4,A18556583
2910468371,8,A26484048
2910825823,1,A18619004
2909322583,1,A1811284
2911064607,5,A18360678
2908958731,1,A0954690
2909950241,4,A11574993
2908567754,7,A4710009
2909473155,4,A17928414
2909576783,2,A0015222
2908755955,8,A4776061
2909754754,2,A0400413
2909638485,14,A8256611
2909380268,2,A0388622
2909357949,1,A0188449
2909834198,7,A28523996
2909935303,11,A7655322
2910329180,6,A18578222
2910444461,7,A3127919
2910828645,4,A1092724
2909411929,10,A2873313
2909454230,1,A0452332
2909201322,1,A0981039
2909307559,7,A4868229
2908662513,9,A4708900
2909060799,4,A0395900
2909441150,6,A18607272
2909145159,7,A2998419
2909786974,7,A7560911
2910510515,5,A18511834
2909026278,1,A20829099
2910863697,2,A18622437
2908638955,3,A18612651
2909237780,2,A18615432
2909565028,2,A18677423
2910682862,2,A18685069
2909325608,10,A24665279
2909441150,2,A0800297
2910713002,2,A23123868
2911054707,1,A0005793
2910317908,19,A0427509
2909819602,2,A0241146
2910755090,4,A7569340
2909948108,1,A15408428
2909466502,9,A18637646
2909275681,11,A9334731
2909950241,5,A13817945
2910105707,2,A18641570
2910041202,8,A13733381
2908844728,8,A8365557
2910364697,4,A22863367
2909511222,6,A2886909
2909854075,5,A18558816
2909765735,2,A0433088
2908642939,12,A0440472
2908901283,2,A0064654
2908640109,2,A10791869
2910776193,2,A0582344
2910954651,19,A26596725
2908979688,6,A27382471
2910429286,2,A0530653
2910259375,5,A12677730
2909837681,12,A2949539
2910063291,1,A0880280
2910308651,2,A7639972
2909166674,2,A18026271
2909791273,12,A9343225
2908999040,9,A17034693
2911076395,2,A18690331
2910903248,1,A2719858
2909814698,5,A26465105
2908690268,2,A23879558
2910623885,6,A2937657
2910137039,8,A20127035
2911196330,1,A0037749
2910954651,20,A27067736
2909851247,8,A17852206
2911127645,3,A22943371
2910763122,3,A18022086
2909500757,5,A13655644
2910962006,8,A17975413
2909403385,9,A18665185
2909303214,2,A7563126
2908643374,1,A0029722
2911054320,11,A6917019
2908531242,2,A17825408
2910561923,10,A22851271
2909579474,2,A24370969
2909497934,4,A18619280
2908834131,20,A25701216
2910835418,4,A4841053
2910162734,7,A24373386
2908804498,21,A8342226
2910815390,3,A26647512
2910197546,5,A20161569
2909810479,1,A0132443
2908642939,18,A23021728
2909272587,1,A23897423
2910141127,3,A1643881
2909963953,1,A18575360
2909532979,1,A0944319
2909462804,1,A0115922
2910150201,1,A0940438
2909592991,3,A3649784
2910323407,2,A18453870
2911218954,4,A11959961
2909890400,2,A13607371
2908918508,1,A0112289
2910455596,6,A18646437
2910637783,3,A26635568
2909685333,1,A0056702
2910786564,1,A1063688
2909760446,6,A3070494
2908550172,2,A18693976
2910317908,6,A11979125
2910083286,1,A0037216
2908814852,2,A18064535
2910722220,3,A0490511
2909695770,1,A17954499
2909680690,7,A0482336
2910735644,3,A18570876
2909112448,3,A18593389
2910312965,2,A0093111
2908751872,4,A12793733
2908884792,18,A8437461
2908988524,4,A7873390
2909356555,6,A3181043
2910393698,10,A17901127
2909040729,15,A4387532
2909466502,14,A24252981
2911049295,3,A0593283
2910825823,2,A23944966
2909669253,3,A0466388
2910349174,10,A4795180
2910667942,2,A0009042
2909870366,2,A0002204
2910483185,4,A2228830
2909039623,1,A0108332
2908823819,8,A0402452
2908532627,2,A19051538
2909334127,8,A3077559
2909146933,5,A0116342
2910353488,8,A22875777
2910040839,10,A22855253
2909850280,1,A0116311
2911083296,11,A25693049
2909093167,2,A0273754
2911189735,5,A25717999
2910561336,3,A23866153
2910786564,5,A22967081
2909241879,9,A1201757
2909344506,3,A17992171
2909420578,8,A3044599
2909668393,2,A18063196
2908982287,1,A10771916
2910376424,2,A12808257
2910338131,3,A21230367
2909583634,1,A1385122
2910760841,4,A23914309
2910105144,5,A22723166
2910530303,11,A25742601
2908586218,2,A15834478
2909829705,11,A17979959
2911192292,23,A17877724
2909365576,2,A0730914
2910181907,9,A17954305
2909411463,3,A18561733
2910167010,1,A0805493
2909999665,4,A15375287
2908714237,1,A0103520
2910068830,4,A15569871
2909855758,7,A23866382
2908931166,3,A18590880
2909988403,6,A0044813
2909457774,1,A18587818
2909335986,4,A3054973
2908689187,6,A17898009
2909048046,11,A17952298
2910954651,1,A0797700
2908997079,11,A24828117
2910308651,1,A18664786
2910935648,1,A1257892
2910834742,1,A0001743
2908981932,4,A1393890
2908797038,4,A1386775
2911210598,6,A24378503
2910574371,6,A0007595
2910535624,15,A4711974
2910792892,5,A18428275
2910987101,1,A18645668
2910954651,23,A4795898
2910130992,4,A0685344
2909447574,11,A17908490
2908850654,1,A0641717
2910277799,1,A0046919
2910029113,7,A18014255
2909889181,14,A18678269
2909525131,9,A2866211
2909003316,8,A0469654
2910202170,4,A28462316
2909345572,13,A22905689
2909554025,6,A2897288
2910800646,6,A18626922
2909222840,7,A27873651
2911049907,8,A21142761
2910515805,9,A17864714
2909962599,6,A23868542
2909411929,7,A20062604
2909750939,1,A0061329
2908597597,1,A1560947
2910608164,1,A0108530
2909666625,2,A11973725
2910370804,3,A0244181
2911038130,10,A26627579
2910736867,3,A10758814
2909786974,4,A17975736
2909408332,7,A15546693
2910389531,9,A22909702
2909638485,13,A4387665
2910637210,1,A3634523
2909823619,5,A22998838
2909816296,1,A17323653
2910198813,12,A22722783
2910646857,17,A23016343
2909456546,7,A25695373
2910081258,5,A18666372
2910733956,14,A7576890
2911046722,4,A0436509
2908795178,4,A1394563
2910882448,3,A18629497
2910675164,19,A9334142
2909470241,1,A1890159
2909255381,2,A0818416
2910795874,8,A18558407
2910588993,6,A23871523
2910542480,4,A23867801
2910068711,9,A22837850
2909805974,5,A24673113
2911006876,1,A0034550
2908743524,5,A23871332
2911022346,6,A23035445
2909620868,8,A18617505
2911203908,1,A0248103
2909600360,5,A15397710
2908934157,7,A0652119
2908967332,16,A26670783
2910246740,5,A26663848
2908807203,3,A3786202
2910532367,18,A9424135
2909274461,2,A25706698
2908823819,11,A17813484
2910798071,3,A17945573
2909669253,1,A0466386
2909269795,1,A0682508
2908810772,7,A23870029
2909480419,2,A0430969
2908805171,2,A1609034
2911082436,4,A23030506
2910282157,6,A4835415
2909270721,2,A0679912
2910537785,4,A3028115
2910829485,3,A18649891
2909854075,1,A0247239
2910635417,5,A28471186
2908937092,16,A4343814
2910429286,12,A7873467
2910203904,1,A0078163
2908987861,3,A18602599
2908793570,1,A0541067
2910227796,3,A18622586
2908856696,5,A2961165
2909815200,1,A1284195
2908663871,1,A21144458
2910559741,8,A26635164
2910429360,9,A4753723
2910343542,3,A7597677
2910792892,3,A16978429
2909828192,8,A21208763
2909270558,7,A25697668
2910020395,2,A1047739
2909320318,1,A0361682
2910570736,8,A24179092
2910396414,19,A0594541
2911037189,1,A27193524
2909915070,4,A11572372
2911096038,14,A9440100
2910806127,9,A2941102
2911115442,5,A0443621
2910087773,1,A0441158
2909529769,7,A9459697
2909311127,4,A17967779
2909888759,6,A23873644
2910162304,2,A1567478
2909576312,12,A7746594
2908788973,9,A23862461
2910136248,1,A10813927
2910041202,1,A0099568
2909278008,4,A18668686
2909408332,11,A18047156
2910574371,17,A20153591
2909915070,15,A23962716
2910882047,1,A0107706
2910362683,4,A20719249
2909806565,7,A1302965
2910196583,13,A4739144
2909957015,1,A0409606
2910927766,9,A25773378
2910908493,1,A0317524
2909577894,5,A16762304
2909196371,7,A7558848
2909178817,7,A17800918
2909139353,9,A0436577
2909039839,10,A2950275
2910132601,6,A18601437
2909439513,5,A26972068
2910136558,4,A24375888
2909477551,2,A1831327
2908542902,1,A0548656
2910812615,10,A22988796
2910515783,9,A25690921
2911190787,5,A27171877
2910055489,1,A0037057
2909441150,9,A26637660
2909243696,1,A0780235
2909448170,7,A23972272
2909086917,13,A18679924
2909988403,13,A7569890
2909603225,1,A0052422
2910422012,2,A0818976
2909902731,4,A11981064
2909070644,2,A26636910
2909196371,6,A3151575
2910609880,7,A18541056
2910372187,2,A1606032
2908750889,1,A0066413
2909373784,2,A18556312
2909703345,3,A22920755
2910710802,3,A16763013
2908622408,2,A0422230
2910376424,4,A19021740
2910703761,2,A0731672
2908804498,15,A23006520
2910288237,15,A26663035
2910309083,2,A18611080
2909917878,5,A22923175
2910108565,4,A22927862
2910537785,6,A7969852
2910325231,2,A0318694
2910288779,3,A24363442
2909088125,3,A23365259
2909447574,10,A16945050
2910134620,1,A0340908
2909445474,3,A7657206
2909062942,1,A22796277
2908664823,2,A1001030
2909439922,2,A1308854
2910162734,9,A24809773
2910256814,4,A18691892
2909552727,3,A3189893
2910053781,11,A25736996
2910125345,3,A18685822
2911042016,4,A9424431
2910371903,1,A0361721
2911208848,1,A0949334
2910367586,5,A5013135
2910795097,5,A7585665
2908906697,1,A0046451
2910793863,3,A23872922
2909309622,19,A7567631
2909699246,3,A22907877
2909643359,2,A23868752
2910504111,5,A0545634
2910003425,7,A3318615
2911204943,1,A0656822
2910849039,7,A2927003
2909137797,1,A0026083
2909237780,4,A4825329
2910896220,4,A12929806
2909835829,1,A18645960
2909367411,4,A24333629
2909059896,8,A25684113
2909024080,2,A1306954
2909130949,2,A1882927
2909819602,6,A18627818
2908747647,2,A8422356
2909197731,4,A2689148
2910349174,8,A25728828
2910726518,14,A25736994
2911061479,6,A2936245
2909795905,6,A27915376
2909381827,1,A0455183
2910730351,1,A11937240
2908840091,8,A23978834
2909761498,1,A0053669
2910726518,11,A21144653
2910564767,8,A23974095
2910057982,1,A18671366
2909086917,11,A18004839
2910438640,1,A0014548
2909545319,1,A16768434
2910701733,3,A0244011
2909795905,5,A27822559
2909309622,16,A24679402
2910006882,5,A18597894
2911090574,4,A22674767
2910657230,3,A26642999
2910844273,3,A3553043
2910097266,1,A16984733
2910844663,10,A18924252
2910973916,1,A0656921
2910530303,10,A21027607
2909801847,11,A23928957
2910124714,1,A17473402
2908838009,8,A24681801
2908688231,1,A18559773
2910595225,1,A0989372
2908546038,4,A3000746
2910737674,1,A7651613
2910589225,6,A24166378
2908973413,3,A23930756
2910587157,4,A25707083
2910129229,12,A2933412
2911029443,1,A18663044
2909473155,2,A0120693
2909988403,12,A2880405
2910204064,1,A0124509
2910182219,1,A17692060
2909889181,2,A0204162
2908999040,3,A0836385
2909377838,7,A0451625
2910574371,24,A2874966
2911192292,7,A4777438
2908861033,1,A15567539
2910876138,1,A1047786
2908999040,17,A23963123
2909464295,2,A3643868
2910266460,1,A18688545
2911106216,3,A17877265
2910361470,1,A0429949
2910643260,1,A0644370
2908997079,4,A17127287
2911104324,3,A3033459
2908982287,5,A25743510
2909812603,1,A23925980
2910191037,1,A0118541
2910291275,1,A0127968
2908941940,6,A24380428
2910913117,4,A24098487
2909081213,17,A26647070
2909697302,4,A0422479
2908838615,9,A2884371
2909408332,14,A20048362
2908767450,9,A23975874
2911209605,13,A19032831
2909353472,6,A18665298
2909059896,5,A18573784
2909209853,6,A17392187
2908988524,1,A0406742
2910972258,6,A18580206
2910140258,4,A7572603
2908652662,11,A22822171
2910851616,8,A23432157
2910275740,5,A18609377
2908883878,6,A18039747
2911218186,3,A2035912
2908885563,2,A0378151
2910393698,1,A0030007
2908788411,3,A3072224
2910066949,2,A11931885
2910644744,3,A20228784
2910188402,2,A18700177
2909546586,5,A23942215
2910083013,1,A27105074
2909855057,15,A2890305
2910863401,1,A0067502
2908954928,12,A25728584
2910564767,5,A16792294
2911164631,3,A18656373
2910384157,1,A23974024
2910588904,3,A1195803
2910423619,1,A16755643
2909712316,1,A26585929
2910487530,1,A17933028
2909948008,9,A23026957
2909090456,3,A20850632
2910841116,4,A28389834
2910328161,1,A0198982
2909621830,2,A0410314
2909739256,6,A18683637
2910491791,6,A20888958
2908603675,3,A22813569
2908682107,1,A0896085
2909680690,14,A18629446
2910723583,3,A18578601
2910031628,1,A0013310
2908844906,10,A20144819
2909665077,7,A4778196
2909158248,17,A18629161
2910746656,8,A27789052
2910643260,3,A16860404
2910533495,5,A1309179
2910234982,4,A18609339
2909901341,4,A16777732
2908717642,1,A0133330
2909040729,7,A10761154
2908926650,2,A27415069
2910070530,7,A17981555
2910311954,2,A17925762
2910530332,1,A23941337
2908539429,10,A7570085
2908666080,2,A8412187
2911192292,6,A3011739
2910999556,4,A18555980
2910003292,11,A0008390
2910187823,5,A18693293
2908609012,1,A1650567
2909010401,2,A18588054
2909885224,8,A6839038
2910829485,5,A27370712
2911010140,7,A2944153
2909511254,1,A17953070
2908708501,4,A7585685
2910958997,2,A18564324
2910530303,2,A0544553
2909991657,10,A27937992
2909092086,4,A2873141
2910887555,1,A0440721
2909018248,2,A0411308
2910223938,9,A25736384
2910767764,6,A26596785
2910399511,8,A24386466
2908933175,3,A15355322
2910941237,3,A22861267
2910039621,5,A2876299
2909408332,2,A0600656
2909511158,6,A1396272
2910181907,17,A7585074
2909341243,2,A18586044
2909524538,12,A18434780
2910338131,9,A3140949
2911074991,2,A23628492
2909752691,9,A16790648
2909111407,12,A18004380
2911126560,2,A0360279
2909905348,3,A3025480
2910703761,16,A22943387
2909675155,2,A18557218
2908795567,5,A18442060
2910215949,1,A0411341
2908692415,4,A10760157
2909112397,19,A25694725
2910894616,8,A23979047
2910422012,3,A1397578
2910119661,3,A0445147
2908856526,3,A4344248
2910302845,1,A0393724
2909576783,12,A18622573
2909532165,16,A6932292
2909444961,4,A26513032
2909607560,1,A1303034
2910086692,1,A17463283
2909951594,14,A9334721
2910546076,2,A24364091
2910862319,5,A13733233
2910151845,3,A0707302
2910390209,9,A2971733
2909402796,2,A10760524
2909011841,3,A18045737
2908933131,21,A4743983
2909569812,3,A22805607
2909050532,21,A7561225
2908793570,4,A15246274
2909479827,6,A1099905
2911083071,4,A23901392
2909831804,3,A7561067
2908894505,1,A11625778
2908778918,6,A20991527
2908970061,6,A2783399
2911178952,3,A13996195
2909903884,1,A18582388
2909350188,9,A20681675
2909913674,4,A0476864
2908795567,3,A16370669
2908603972,9,A23928974
2910058786,2,A0000406
2909112397,17,A23863789
2908742493,6,A21145146
2910841116,2,A23893086
2911140283,14,A26461134
2910302589,6,A21191921
2909569812,4,A3187030
2910841116,3,A23918686
2910714744,1,A17040885
2909657761,4,A18617779
2910535624,5,A1538234
2908652662,14,A26595581
2909381827,2,A0455184
2909389717,9,A7669022
2910793863,5,A25699058
2909396630,1,A0075758
2910910449,9,A22955205
2910018596,3,A0316352
2911098311,1,A2108376
2910979460,3,A22901608
2908967332,20,A4357672
2910298800,2,A0096648
2910262544,11,A2960581
2908924797,12,A8340336
2910019179,4,A27376389
2908909779,2,A7635463
2910891466,2,A0422107
2910632749,5,A18611291
2908903051,3,A0401478
2909910413,2,A15555326
2909856885,1,A1307895
2908991464,4,A3024351
2909926780,3,A27135381
2911156200,4,A0464072
2909868925,1,A0387182
2908656328,5,A22730094
2909938374,1,A0709230
2909657761,1,A0587102
2909294634,1,A18686922
2910102301,10,A25694627
2910738562,7,A18673172
2910317154,2,A0748459
2909349619,7,A28891499
2911088228,3,A23879945
2910564767,3,A13013438
2910828645,5,A18428372
2908646376,2,A18127599
2909094123,8,A22953229
2909513299,2,A20257773
2910712290,4,A7559045
2910504111,7,A23370392
2910227669,2,A0247778
2909479827,13,A24363196
2909702823,1,A0101479
2908564152,3,A18572071
2909380268,6,A23861350
2910329180,14,A8351784
2910219414,6,A13650505
2909675724,11,A18002023
2909532165,10,A18605646
2910216633,6,A18668985
2910266924,1,A16994509
2908678251,1,A0042478
2909086917,6,A8437646
2909951594,12,A4709365
2910105144,2,A13734918
2910141127,2,A0319748
2911104624,5,A2988037
2909050532,22,A7573590
2910322942,3,A23419381
2909514840,2,A0414561
2911178952,12,A7589261
2910997768,19,A9333687
2910035481,4,A24680436
2909910311,3,A18575358
2908531242,6,A24359779
2909486431,5,A17994007
2910172056,2,A0489597
2909486431,4,A17330037
2908739490,10,A18660166
2909461552,6,A23969396
2908611220,9,A25700882
2909720056,2,A26621689
2908855457,2,A19032850
2909310144,4,A23975417
2910498315,5,A24327700
2910515064,8,A3062057
2910070530,14,A8437963
2911117829,3,A2923484
2911120302,7,A12058095
2911061479,5,A15410607
2909271431,3,A3114514
2911035656,2,A14246255
2909813644,1,A18675129
2910746656,12,A15989127
2910755853,5,A26664011
2910367425,4,A18063963
2909647318,1,A0044271
2909811801,9,A4367270
2910951933,2,A0423006
2910268463,3,A21231866
2910162304,3,A7657463
2910426306,2,A26625430
2909222840,5,A25731794
2909556870,16,A7573426
2910450144,7,A24267670
2911126560,7,A4366658
2910738562,8,A19021704
2910130992,2,A0685341
2910186627,1,A0433693
2908750889,2,A0420400
2910765934,4,A0404026
2909802241,4,A0092471
2908843251,7,A7573000
2909381827,8,A23956386
2910574371,11,A12015828
2909680690,5,A0426957
2909676883,2,A11973864
2910896220,19,A8438598
2908736082,4,A23866474
2910551752,3,A22863828
2910480946,15,A25717200
2909334127,5,A17898147
2910682862,3,A22727176
2910822663,2,A0394474
2911204943,3,A2998155
2909266285,1,A1294461
2911040393,12,A27407765
2909461552,3,A1393300
2909338845,3,A18624382
2909929058,12,A8363217
2908993608,5,A18655091
2911181187,2,A7562455
2910296942,2,A17989250
2908602593,5,A22891354
2910949272,2,A3320827
2910509766,1,A0484226
2909003316,1,A0005270
2909842389,2,A0471253
2908884048,3,A2034138
2909276006,2,A0341304
2911094336,2,A18575931
2910380887,7,A22895415
2909081213,8,A1393886
2910147798,10,A27369400
2909667141,3,A20673453
2910457203,2,A18569543
2908646376,4,A7635551
2908981932,3,A10336121
2909281104,1,A0412702
2910507520,7,A23896268
2909420578,4,A0743832
2910043486,5,A17705399
2909819602,11,A24672988
2911140283,11,A20284368
2908739490,16,A8256428
2910510515,7,A18691940
2909935085,8,A19655210
2910866203,5,A21143388
2910173204,1,A0361611
2910682862,1,A0076174
2910020066,20,A2932228
2910576296,10,A7658429
2911057145,1,A27380943
2911002200,13,A20244441
2910635913,7,A0128667
2909895380,1,A0710747
2908603972,3,A1412420
2908834131,14,A18064141
2910444862,2,A18600851
2908589492,5,A25745304
2909112397,15,A21143150
2910078708,16,A7577068
2910798071,1,A0110199
2908607901,3,A13379522
2910691218,1,A0422916
3013748606,13,A7649206
2908929812,2,A18582342
2909431760,4,A16987765
2909353472,3,A17901789
2908926047,2,A0360461
2909274023,14,A18743466
2908885201,2,A0392313
2909674901,1,A18603023
2911091166,10,A24100128
2908979412,4,A6994514
2910439810,13,A2879695
2909484069,8,A23964459
2910796831,1,A0130077
2910504111,4,A0545633
2909743731,2,A24121581
2910249166,1,A0435712
2910997768,13,A18597210
2909919671,5,A2992454
2910019179,1,A18451997
2910802351,3,A0000818
2910457203,6,A28461329
2909111407,13,A18623156
2909929115,5,A18649095
2910701733,14,A24384448
2909819767,11,A24383435
2909708642,9,A7760687
2909708642,6,A20941333
2910049883,2,A0428991
2908941940,5,A2369087
2909606595,8,A3378331
2908929680,3,A18668967
2910329180,13,A4734371
2910210001,1,A0024525
2910190370,4,A0433823
2910154007,3,A18555923
2910328414,2,A17441145
2910160540,5,A0010450
2909935085,6,A17971075
2910729011,14,A7751611
2909274023,18,A8482430
2908810772,1,A0063140
2910646857,5,A0443955
2909780792,4,A26630622
2909524538,11,A17840173
2908628106,8,A18687318
2911117829,1,A0390690
2909922595,3,A13821404
2908954928,10,A18560179
2910278254,1,A23898717
2908662513,3,A0004438
2909910311,4,A21145186
2909038510,6,A28880154
2909410314,17,A2930057
2909217002,10,A20161403
2910707947,2,A0452716
2908995860,2,A0778460
2910763122,2,A0063871
2909052318,5,A26614566
2908892503,5,A21077686
2910212199,2,A18600967
2909579892,1,A14065903
2909048046,10,A17928446
2909011054,1,A0986317
2910289471,1,A0542211
2909176747,4,A0404487
2910733768,5,A18683863
2909174199,1,A0427009
2909947724,4,A3736391
2908899526,10,A26623523
2910476448,6,A7568955
2911120302,1,A0120088
2909641344,3,A3219710
2909303320,1,A1945787
2910007386,1,A0063863
2910701995,4,A18627320
2909003316,9,A17850241
2909581452,9,A11567820
2909731388,3,A23952305
2910429286,5,A18590752
2908900992,5,A27813921
2910108565,2,A18681025
2909242854,8,A2874425
2911049907,16,A8352930
2908647359,11,A7560979
2910483185,2,A1120272
2910259375,13,A17980700
2911096038,7,A18687655
2910349174,9,A3069492
2908981932,2,A0098938
2911218186,5,A27377377
2910589926,7,A18629968
2909022844,3,A17990998
2910750677,1,A10775756
2911055534,14,A8364568
2910668435,20,A4775114
2909145159,3,A17921959
2910665457,2,A18600201
2909243047,1,A17461395
2911060280,2,A0640065
2909829705,4,A11574921
2910547607,4,A24367402
2909464037,5,A22813470
2910351856,7,A2936343
2909041472,1,A18698966
2910368630,5,A23972780
2910644744,5,A2948537
2909644182,1,A0291545
2909441351,4,A26606850
2910828845,2,A3209592
2908709693,2,A23871308
2910602540,7,A24081611
2910378429,4,A23356710
2908698914,12,A22727657
2908924572,3,A19051059
2911196830,3,A0421182
2910701733,9,A17860835
2909023644,1,A0291753
2908997079,2,A17020068
2911065790,4,A3109635
2910348395,10,A25698084
2909459036,10,A24667046
2910053146,1,A0420308
2911182112,5,A5018175
2910087749,5,A25700869
2909214062,4,A23869921
2909214062,3,A1962969
2910675164,18,A4714103
2909088314,1,A0881853
2910401862,2,A18642315
2909638373,3,A13009320
2909991657,2,A0747464
2910515805,3,A0470256
2910233157,1,A18646682
2908525259,5,A3314241
2910962159,16,A0587226
2908958731,2,A18639592
2909810673,2,A4360080
2909111407,14,A23925495
2910502555,4,A17922385
2909534802,4,A4810285
2908843251,4,A1396191
2910045404,1,A0090474
2908696374,2,A25719054
2910945917,1,A12833175
2911120302,2,A0120090
2909624804,5,A26663779
2908628106,11,A25695188
2908788973,8,A18615837
2909459036,1,A0385543
2908767450,3,A0006155
2909377838,12,A18649485
2910776680,3,A2368204
2909750939,11,A22832783
2910480946,9,A17777721
2909805974,2,A11955467
2909593222,1,A22900955
2910913117,3,A20886011
2910268463,2,A18562231
