work_id,sustainable_development_goal_seq,sustainable_development_goal_id,score
2111259244,2,10,0.44
2794281136,1,2,0.82
438435986,1,10,0.47
4285018440,1,11,0.79
4206662519,1,2,0.42
2595457630,1,10,0.51
2795881960,1,10,0.73
2590710732,1,5,0.45
2341272855,1,2,0.66
2171054738,1,11,0.86
1944376261,1,13,0.62
1981383226,1,16,0.75
1929887970,1,17,0.42
4397284236,1,11,0.44
1974067705,1,5,0.53
2250493512,1,4,0.43
4221157572,1,4,0.74
2018145637,1,9,0.49
203891206,1,15,0.72
1856232996,1,11,0.46
2904796442,1,7,0.9
2912678942,1,5,0.71
2330881991,1,14,0.56
3007569022,1,4,0.83
4320034027,1,3,0.62
1995568878,1,15,0.6
4252487212,1,2,0.51
4241071052,1,13,0.88
2955775580,1,4,0.84
4245800386,1,10,0.52
4213096459,1,6,0.45
210491426,1,4,0.68
3211316890,1,10,0.62
2413663853,1,3,0.81
3024675226,1,13,0.56
2030975968,1,3,0.71
3031870524,1,3,0.76
4288685649,1,2,0.5
2996981212,1,7,0.43
2113232545,1,4,0.47
2913134265,1,7,0.47
2410442798,1,17,0.42
2372127020,2,9,0.4
2098731920,1,3,0.89
617850247,1,8,0.48
3027543385,1,2,0.44
2261536134,1,10,0.69
2240531297,1,2,0.69
4296732623,1,4,0.83
2485331786,1,13,0.54
2415519699,1,2,0.72
2334511765,1,8,0.45
2038327243,1,10,0.5
4390542955,1,7,0.74
2070356054,1,3,0.51
2611030121,1,3,0.63
2799858233,1,16,0.67
1707349460,1,11,0.63
2964584615,1,5,0.43
2058491478,1,3,0.73
2194443059,1,16,0.75
4399713515,1,11,0.67
119816032,1,4,0.72
2279292805,1,8,0.62
4386597328,1,7,0.82
2184157144,1,2,0.45
2000612759,1,6,0.48
2060148749,1,1,0.52
1210257680,1,4,0.47
1565542721,1,10,0.47
2146641824,1,3,0.82
2092423234,1,9,0.44
927570995,1,16,0.4
28352498,1,3,0.49
2886776545,1,1,0.65
2972767188,1,9,0.46
2972674989,1,6,0.47
2110984848,1,6,0.6
2070840612,1,14,0.43
784952847,1,6,0.54
2169274644,1,9,0.65
4238312782,1,14,0.43
2017611723,1,14,0.89
1947739035,1,3,0.75
3127401056,1,4,0.79
2773179910,1,2,0.83
4388468240,1,8,0.46
3122184317,1,17,0.41
2565479738,1,10,0.44
4316081392,1,3,0.86
2231048300,1,6,0.6
4296468473,1,3,0.84
4313445742,1,3,0.61
999068466,1,8,0.48
1485169229,1,8,0.66
3003417215,1,1,0.46
2066923659,1,3,0.59
1998954983,1,2,0.58
4206586897,1,16,0.69
2739354378,1,17,0.53
650477350,1,8,0.47
2022087894,1,4,0.46
2346432792,1,3,0.74
3028518556,1,8,0.48
4287828170,1,2,0.57
2561128241,1,8,0.42
3083483877,1,2,0.6
1897632817,1,4,0.88
1521228827,1,10,0.82
2470822489,1,3,0.77
4220977859,1,14,0.67
4300434556,1,3,0.79
1611472572,1,7,0.6
2553300949,1,10,0.63
3022133146,1,10,0.63
1990651453,1,4,0.61
4395048615,1,3,0.8
2948760266,1,4,0.52
2777974089,1,14,0.54
2625718084,1,6,0.66
597469480,1,4,0.47
2557700717,1,5,0.42
2510440785,1,13,0.5
2286589633,1,9,0.58
2389439696,1,11,0.47
2425742279,1,2,0.4
2019637148,1,7,0.49
4385811754,1,9,0.4
100170186,1,2,0.63
3169846528,1,8,0.51
2115929967,1,4,0.81
601304891,1,7,0.47
3037996207,1,16,0.54
3151722234,1,14,0.84
2827557789,1,4,0.77
2996646574,1,3,0.81
4248420205,1,9,0.65
1983977853,1,7,0.43
2284734814,1,16,0.48
2124086059,1,6,0.52
4252666425,1,8,0.41
4298312212,1,4,0.41
1534840948,1,4,0.52
2918968234,1,13,0.59
1514929099,1,15,0.41
2482311316,1,4,0.75
2008617771,1,3,0.71
44362538,1,9,0.49
4237123786,1,2,0.75
2763988331,1,13,0.82
2572751428,1,4,0.74
2794023119,1,10,0.52
3215427148,1,2,0.64
4401483022,1,11,0.56
1995175528,1,2,0.51
2411842082,1,3,0.74
3206912211,1,3,0.67
2995112702,1,15,0.71
2398749566,1,3,0.51
2082384602,1,3,0.83
1558925204,1,10,0.42
2063946603,1,3,0.44
2048088016,1,14,0.88
4384470353,1,16,0.66
4230660060,1,4,0.76
3107536652,1,4,0.89
3138798601,1,7,0.66
3201035561,1,5,0.6
4312128724,1,11,0.73
2069632868,1,3,0.81
4310382247,1,10,0.84
4221134468,1,2,0.41
655887363,1,15,0.44
2295150791,1,4,0.63
395233852,1,10,0.49
1994578086,1,3,0.56
2887589599,1,15,0.43
2004741181,1,2,0.6
3022911762,1,16,0.52
2018561305,1,7,0.65
3150302498,1,7,0.62
4313593011,1,3,0.81
4293151717,1,2,0.8
4254166922,1,2,0.41
2347787455,1,9,0.44
4311975627,1,14,0.65
4398130852,1,6,0.76
182763054,1,4,0.44
4238397604,1,17,0.62
2073172741,1,11,0.66
2886170103,2,15,0.41
2363916175,1,4,0.71
2808459891,1,7,0.48
1977408040,1,3,0.41
4252316161,1,9,0.51
3117767146,1,5,0.65
3195848757,1,6,0.44
2116055030,1,15,0.58
4246357766,1,3,0.85
2166709444,1,3,0.64
2807976683,1,4,0.55
4318698837,1,3,0.71
4234402773,1,2,0.47
2336015886,1,9,0.43
2965771433,1,8,0.41
4238456162,1,13,0.57
4312076968,1,16,0.43
2809634561,1,7,0.7
2620466473,1,3,0.86
2742634891,1,6,0.5
4249251620,1,12,0.44
1519734197,1,3,0.83
2000176180,1,7,0.46
2043206084,1,3,0.71
4385482908,1,4,0.77
4376654138,1,11,0.73
3169903932,1,11,0.72
3158585960,1,3,0.62
4393218139,1,7,0.76
2009626621,1,17,0.5
2246971503,1,10,0.67
3183994117,1,7,0.68
2317568026,1,2,0.57
2735719728,1,10,0.43
2591510296,1,3,0.9
632332783,1,10,0.51
4386188504,1,2,0.81
580756549,1,2,0.49
3172177797,1,2,0.81
2915965456,1,10,0.64
2041982569,1,4,0.86
594012241,1,4,0.46
3042701099,1,8,0.5
273057633,1,14,0.89
2949298621,1,4,0.46
3173181370,1,13,0.42
2120327993,1,3,0.8
3029993842,1,3,0.6
3201130826,1,11,0.44
2357954881,1,3,0.77
2790293205,1,2,0.46
2395496252,1,2,0.75
4361023517,1,9,0.66
2005178253,1,7,0.81
349082363,1,10,0.82
3094386957,1,13,0.41
1978656608,1,15,0.67
1896599004,1,17,0.46
2047924045,1,6,0.55
2314775675,1,6,0.67
2599443431,1,15,0.54
2383774504,1,3,0.72
2121134853,1,2,0.49
2609995796,1,16,0.48
3164733183,1,3,0.87
2102140472,1,3,0.5
3129177446,1,3,0.79
2945895759,1,12,0.57
1548800369,1,1,0.76
4237702681,1,11,0.59
4294307608,1,16,0.78
3048570713,1,6,0.77
4280592614,1,15,0.41
1535093806,1,7,0.74
2552393611,1,10,0.65
2991740628,1,3,0.88
609668659,1,16,0.51
1965211360,1,3,0.62
2064560837,1,3,0.87
4320010711,1,14,0.85
1560007226,1,3,0.84
2025814938,1,4,0.45
2073589320,1,10,0.43
4232948201,1,3,0.63
236443486,1,10,0.52
3009028168,1,2,0.51
3192130264,1,17,0.41
355354001,1,14,0.46
2313596285,1,15,0.44
2052841199,1,7,0.91
3089496712,1,2,0.65
2791163404,1,16,0.43
2380977725,1,7,0.67
2969556019,1,4,0.56
2046830038,1,4,0.8
2037443871,1,3,0.82
1973511080,1,14,0.88
2078013940,1,15,0.55
2924819420,1,6,0.85
4200478236,1,16,0.7
3089242391,1,4,0.47
4241788268,1,10,0.51
2080089060,1,12,0.55
2575495146,1,6,0.45
4389304041,1,10,0.83
1958661347,1,1,0.42
167522231,1,15,0.5
2287559098,1,17,0.43
3090274512,1,2,0.74
4293004935,1,7,0.89
2016029104,1,7,0.71
2032482441,1,2,0.41
2085723420,1,1,0.52
4248907032,1,2,0.45
2767720449,1,16,0.78
4210531025,1,7,0.63
83415414,1,9,0.67
2068415922,1,2,0.59
3045473067,1,13,0.63
2104433356,1,7,0.55
2274945019,1,2,0.54
10294548,1,2,0.82
610103122,1,16,0.43
2345153437,1,10,0.52
2596656859,1,14,0.81
2158529639,1,3,0.79
3215644102,1,3,0.74
2375965185,1,7,0.89
3206525757,1,10,0.63
4239038606,1,4,0.76
4400599651,1,3,0.64
2964189434,1,10,0.48
1971255704,1,15,0.51
3037489725,1,3,0.57
1970931405,1,15,0.42
3103333348,1,13,0.42
3105280465,1,11,0.83
3108723246,1,3,0.72
2942797663,1,7,0.76
3093395800,1,13,0.42
2588381335,1,2,0.86
4206285029,1,4,0.51
2747546224,1,2,0.57
4240233398,1,4,0.63
4248660269,1,7,0.55
2397979611,1,5,0.62
2977176460,1,7,0.66
2161448793,1,14,0.88
4236155355,1,3,0.73
4378652953,1,11,0.75
1608913410,1,4,0.88
2077908026,1,2,0.7
3197698800,1,13,0.64
2770639082,1,4,0.58
4396663619,1,15,0.58
2007105263,1,2,0.6
4320039566,1,4,0.82
2055744230,1,3,0.84
2320600383,1,3,0.48
335851950,1,8,0.63
2960944771,1,3,0.66
2909009771,1,16,0.42
2184922609,1,9,0.64
3209606632,1,1,0.41
2079126546,1,2,0.55
4237288151,1,13,0.54
2106070785,1,3,0.51
2765491610,1,3,0.88
2025597095,1,8,0.52
2402425458,1,10,0.42
2060974477,1,8,0.71
1890970598,1,16,0.46
3193582118,1,8,0.53
4391955992,1,3,0.77
4233361015,1,16,0.75
2049759501,1,10,0.8
2332410445,1,6,0.71
2128840511,1,11,0.72
2894798481,1,10,0.81
4232722807,1,7,0.6
4206649817,1,2,0.5
2106996421,1,3,0.79
2027322134,1,3,0.83
2732609308,1,11,0.55
4252605524,1,9,0.54
2067611279,1,3,0.7
1996543572,1,13,0.59
1986890042,1,5,0.79
2314897310,1,11,0.46
1815949986,1,3,0.42
3185405046,1,16,0.49
2119349738,1,11,0.54
4316096371,1,15,0.78
186700190,1,3,0.61
2145336347,1,15,0.57
225517273,1,10,0.79
2559715360,1,4,0.65
2972985209,1,16,0.73
1571212368,1,10,0.59
2913235946,1,9,0.65
4383532591,1,7,0.55
2806847430,1,4,0.43
2147534201,1,14,0.87
3002099046,1,13,0.4
2941328542,1,6,0.85
4205308525,1,5,0.74
2032036922,1,4,0.86
1989232357,1,16,0.68
1570433171,1,2,0.74
1980447758,1,3,0.47
4256730571,1,11,0.8
1675276353,1,7,0.6
3123062994,1,17,0.5
2744683598,1,11,0.77
1661670887,1,7,0.57
3187397907,1,9,0.4
2469851443,1,15,0.5
4210688131,1,7,0.91
4378901549,1,6,0.68
3048411531,1,15,0.44
650084490,1,17,0.45
886692999,1,2,0.7
2164897517,1,2,0.44
4384823891,1,11,0.76
1591906621,1,10,0.51
2120048526,1,3,0.78
2010739004,1,3,0.64
3111365544,1,3,0.79
2962895969,1,8,0.48
615857133,1,5,0.59
2269343961,1,2,0.46
4235229118,1,3,0.4
2993818699,1,2,0.77
4280539049,1,3,0.74
1999553230,1,8,0.43
3200400914,1,16,0.59
611089027,1,4,0.59
3124081412,1,17,0.56
4255586109,1,1,0.78
4394695462,1,9,0.56
2128259005,1,11,0.53
1977793954,1,3,0.75
2973504001,1,16,0.7
2284018902,1,11,0.83
2003427729,1,7,0.47
2237831900,1,13,0.71
2970651605,1,1,0.75
2409123446,1,2,0.51
366799172,1,10,0.57
2047360409,1,1,0.66
2315812656,1,2,0.72
2896983145,1,2,0.65
4226214887,1,2,0.89
298352133,1,16,0.74
2761465329,1,15,0.68
2005898790,1,13,0.41
2903177513,1,4,0.48
1961873663,1,3,0.71
1964640856,1,3,0.79
2035684582,1,9,0.49
4214929992,1,11,0.83
4391623068,1,4,0.68
2187789789,1,2,0.42
4234474080,1,10,0.66
2032336117,1,10,0.54
2948398605,1,5,0.56
4241664450,1,16,0.45
2266017276,1,7,0.84
2350250026,1,16,0.8
2289861932,1,2,0.61
3045119565,1,6,0.72
4242215113,1,3,0.79
2475563051,1,11,0.57
2250714440,1,3,0.65
2949884978,1,16,0.68
3039630338,1,8,0.49
4233522349,1,16,0.51
4245391003,1,8,0.46
2044956718,1,13,0.67
2327166693,1,14,0.56
4309163819,1,15,0.71
1602677104,1,3,0.68
3206987272,1,15,0.54
4382239221,1,8,0.67
4236336455,1,6,0.45
2149952897,1,15,0.68
2075744926,1,2,0.68
149851950,1,10,0.47
2941876526,1,8,0.48
1966670480,1,14,0.42
4243090712,1,3,0.79
3210206501,1,16,0.78
2752920031,1,10,0.74
2472522092,1,3,0.59
2486618018,1,4,0.6
2069515877,1,14,0.88
2105464591,1,15,0.47
2026794341,1,8,0.41
159621299,1,10,0.54
1557732812,1,7,0.6
2433999912,1,2,0.54
2949269441,1,6,0.55
4323773349,1,3,0.67
4388529908,2,1,0.45
2254115542,1,14,0.63
2273649914,1,10,0.59
2891010943,1,7,0.81
608757576,1,3,0.68
3194605710,1,15,0.72
2014216256,1,2,0.43
2594446272,1,4,0.62
2668479599,1,2,0.45
94605491,1,2,0.73
404390284,1,16,0.47
4280642240,1,4,0.78
4396554085,1,3,0.42
2883827212,1,11,0.61
2087643740,1,2,0.6
2979961349,1,3,0.5
