work_id,sustainable_development_goal_seq,sustainable_development_goal_id,score
4241897803,1,4,0.64
1545723648,1,4,0.44
4388272467,1,17,0.59
2077253089,1,16,0.79
1505911207,1,8,0.44
4255299723,1,2,0.53
3184699645,1,10,0.43
2491352041,1,2,0.51
1020167255,1,8,0.63
1968203802,1,11,0.51
1997980095,1,9,0.64
3145601046,1,5,0.75
2402493743,1,3,0.82
3113247633,1,5,0.78
3021029452,1,17,0.45
1983344802,1,10,0.63
3046377121,1,4,0.44
100789361,1,7,0.8
2744919100,1,11,0.6
2040773138,1,7,0.81
3005186240,1,8,0.41
2179958671,1,15,0.45
2465225906,1,3,0.62
2781891752,1,2,0.8
2951430457,1,8,0.44
2011408578,1,3,0.65
3013948462,1,8,0.4
3013337912,1,4,0.63
4378945343,1,16,0.76
1997484426,1,3,0.81
2888672034,1,15,0.71
3164999248,1,3,0.86
2992579568,1,8,0.49
2768129000,1,14,0.79
3044731704,1,14,0.7
2054249826,1,6,0.48
2162272375,1,4,0.69
2079688489,1,15,0.73
2288083166,1,3,0.72
1574665085,1,5,0.56
2086865752,1,8,0.68
2509988543,1,8,0.45
2084428751,1,14,0.84
2008231475,1,2,0.87
2101946146,1,12,0.45
2270878391,1,6,0.44
1560035300,1,4,0.79
4250937783,1,2,0.49
4200404415,1,2,0.8
2491078690,1,3,0.41
1482871916,1,4,0.51
4247551450,1,11,0.67
2014042120,1,13,0.64
2748403611,1,7,0.86
1601512553,1,4,0.51
3206060383,1,4,0.66
2530759602,1,4,0.59
2525934549,1,10,0.62
2093602288,1,2,0.55
1932640189,1,16,0.51
2005238320,1,6,0.44
597429961,1,10,0.43
4362627664,1,3,0.77
2578487873,1,3,0.71
1991437192,1,3,0.72
2998664850,1,3,0.82
4362523875,1,14,0.8
2111892116,1,6,0.64
2063955675,1,14,0.47
4300169197,1,14,0.66
2944832709,1,9,0.41
1561616826,1,3,0.85
3142520277,1,2,0.66
3171201019,1,7,0.44
4225745696,1,15,0.69
3044104925,1,7,0.89
826163049,1,2,0.5
366296817,1,10,0.51
3189211235,1,3,0.86
2961267840,1,10,0.76
1535365584,1,4,0.63
422498808,1,11,0.49
3096915694,1,16,0.74
2767027017,1,15,0.52
4240332556,1,3,0.52
2121329668,1,14,0.88
2140010795,1,14,0.59
2986689784,1,5,0.45
1982526647,1,16,0.43
204998336,1,13,0.45
3200145741,1,7,0.64
2751742418,1,5,0.46
3100879603,1,4,0.89
2008339518,1,4,0.9
3199565687,1,15,0.52
3042530043,1,5,0.68
2389425064,1,3,0.66
2052279402,1,5,0.45
2515582600,1,10,0.41
2607178722,1,6,0.68
4400596637,1,3,0.66
2780478790,1,8,0.55
4232749532,1,11,0.78
2902786527,1,2,0.74
2980071878,1,8,0.48
4233633386,1,11,0.48
2004290495,1,3,0.59
2126327983,1,3,0.44
4213375777,1,15,0.51
2397613906,1,3,0.83
4388374017,1,8,0.48
2158988822,1,10,0.48
4220873123,1,3,0.87
246985820,1,6,0.72
2293726811,1,8,0.5
2144142125,1,13,0.55
2570447495,1,2,0.63
2247681277,1,10,0.4
4236704879,1,10,0.54
2530148341,1,16,0.55
3043849401,1,2,0.82
3080244323,1,9,0.4
4392170478,1,3,0.81
4401675519,1,2,0.76
4380357229,1,2,0.56
2578102189,1,4,0.71
2040829463,1,9,0.52
2394082379,1,4,0.77
2619506695,1,15,0.4
4243382730,1,15,0.73
3155194930,1,10,0.45
1552204222,1,4,0.46
2534999653,1,16,0.62
2559208464,1,3,0.83
2980365383,1,3,0.82
4226293383,1,3,0.88
345414224,1,2,0.52
1548937606,1,10,0.51
3111965485,1,4,0.52
2094186401,1,16,0.71
2741073167,1,14,0.8
180023871,1,6,0.47
2395151941,1,10,0.58
2257634476,1,2,0.62
4318270491,1,15,0.51
4388552188,1,10,0.51
4312308800,1,3,0.72
3148427468,1,3,0.48
583995058,1,4,0.43
2403546820,1,3,0.63
4234955753,1,10,0.53
2292737687,1,3,0.66
2972592340,1,9,0.48
2523853150,1,16,0.66
1984175527,1,10,0.5
24154173,1,8,0.54
2367234742,1,4,0.58
2216478573,1,10,0.64
2951581466,1,10,0.43
3127329260,1,8,0.73
4396599230,1,1,0.53
2356332206,1,6,0.8
2233317259,1,7,0.43
2974043423,1,13,0.45
3094693126,1,10,0.46
4323316839,1,3,0.81
2013917668,1,11,0.53
2940475651,1,3,0.66
2363369129,1,7,0.68
3170153153,1,10,0.42
2083639786,1,3,0.74
2608910848,1,11,0.77
2312936918,1,6,0.76
4239725731,1,2,0.66
2591214931,1,2,0.56
1906377315,1,4,0.45
3112475465,1,10,0.76
4249663080,1,4,0.56
2084165554,1,8,0.48
3210122536,1,13,0.41
4327932588,1,3,0.72
1973922417,1,2,0.54
2971301504,1,3,0.51
944293472,1,16,0.55
2022877219,1,3,0.81
981548424,1,4,0.69
2546333533,1,3,0.84
4307410119,1,13,0.44
2318129951,1,2,0.51
2036695412,1,5,0.67
391096997,1,13,0.41
3008101631,1,4,0.88
4236431590,1,16,0.55
4249551494,1,2,0.74
2612316873,1,2,0.59
2014034478,1,6,0.42
4388627018,1,11,0.76
4200221883,1,5,0.46
2441717390,1,5,0.52
4387404539,1,3,0.72
2112333526,1,6,0.51
2399488609,1,3,0.82
4205948336,1,3,0.74
2036595872,1,10,0.55
3093805800,1,8,0.42
3163646177,1,13,0.42
289520643,1,7,0.73
2797907547,1,16,0.59
646259732,1,9,0.47
3207336390,1,1,0.82
1629607646,1,9,0.51
105955883,1,8,0.49
2795716320,1,3,0.66
2085283476,1,14,0.77
653701047,1,11,0.79
3084000446,1,8,0.46
2955458402,1,8,0.49
1557399102,1,16,0.41
2955237913,1,3,0.86
2000376387,1,3,0.86
2415557265,1,4,0.47
2164247402,1,3,0.82
3201799746,1,8,0.69
139046492,1,11,0.51
2891355914,1,6,0.84
2605741540,1,3,0.81
1988493294,1,14,0.63
2323276016,1,7,0.79
2504273582,1,13,0.84
4232838078,1,4,0.88
2343602726,1,11,0.79
2996695640,1,12,0.49
2512005978,1,8,0.58
2085000105,1,6,0.83
3149227042,1,4,0.64
3212217712,1,11,0.8
2179326149,1,7,0.58
2953897315,1,3,0.81
3204181713,1,4,0.76
2021060953,1,6,0.65
3046780536,1,4,0.84
2412285652,1,3,0.62
2130630814,1,6,0.66
2495687457,1,3,0.6
3124336666,1,3,0.84
2203237833,1,3,0.88
4389452223,1,8,0.59
2789395913,1,6,0.56
2061948071,1,3,0.42
3189706312,1,14,0.91
3108114273,1,16,0.59
4248153455,1,7,0.59
2115232529,1,10,0.83
4229839844,1,15,0.77
2755657673,1,11,0.55
2783909326,1,2,0.68
2439514238,1,2,0.56
3104508044,1,10,0.82
2516824662,1,17,0.6
2149555832,1,3,0.79
2044373730,1,14,0.81
1995905757,1,7,0.71
4399722514,1,3,0.87
4400335891,1,5,0.47
2799807035,1,6,0.65
1965297142,1,10,0.4
3021704371,1,3,0.84
2253752956,1,10,0.64
2374858368,1,4,0.41
2508942982,1,11,0.76
2805468932,1,10,0.53
2395804019,1,2,0.49
253542988,1,10,0.48
2967461443,1,9,0.44
4231253048,1,8,0.65
2587168748,1,16,0.63
3048675958,1,2,0.48
2316805467,1,6,0.59
2977405766,1,11,0.66
2563015429,1,4,0.54
2565722479,1,1,0.53
3166820493,1,4,0.9
3107881536,1,9,0.64
103378288,1,8,0.45
2592745327,1,16,0.72
2622006856,1,3,0.82
2546741531,1,2,0.56
2324766343,1,3,0.82
4207017933,1,4,0.84
3195994417,1,9,0.4
4247186007,2,5,0.42
2778726251,1,4,0.89
252182361,1,15,0.4
2900195046,1,15,0.62
3087622518,1,13,0.86
386142113,1,10,0.47
4387534972,1,1,0.45
1561753334,1,2,0.57
3204391260,1,9,0.63
2040686601,1,16,0.75
4399530611,1,2,0.58
1794905361,1,17,0.54
2262898651,1,8,0.64
1454808617,1,4,0.87
2397639211,1,3,0.78
2593160618,1,10,0.43
2593261159,1,4,0.62
3149298283,1,3,0.68
2625478464,1,11,0.48
2918916256,1,7,0.78
4225576948,1,16,0.59
2414364625,1,3,0.86
2756138278,1,10,0.75
2954157917,1,5,0.41
2479427902,1,4,0.82
3138013179,1,3,0.69
2046147028,1,14,0.89
2277217325,1,4,0.4
2981198193,1,3,0.41
340420595,1,5,0.62
1467249778,1,2,0.77
2598625297,1,7,0.55
1991204205,1,3,0.7
1153700157,1,3,0.65
2054709531,1,2,0.4
1603546965,1,10,0.8
2230187348,1,9,0.41
806527520,1,14,0.81
2803922718,1,4,0.42
3161821708,1,4,0.86
2189830717,1,11,0.69
4308880895,1,3,0.81
2903636953,1,5,0.6
2313260217,1,3,0.76
4253249311,1,13,0.57
1974080823,1,7,0.9
2564946700,1,4,0.86
3163142390,2,12,0.41
3040491478,1,3,0.66
3213501624,1,13,0.54
1566757052,1,7,0.63
2166696539,1,7,0.47
2903993742,1,2,0.42
4320481212,1,7,0.72
4397354836,1,11,0.47
2166684369,1,6,0.75
2005646225,1,3,0.51
3124133979,1,16,0.73
2082716595,1,3,0.77
2607262892,1,16,0.49
2592689811,1,11,0.63
2390934075,1,13,0.43
2554692323,1,7,0.76
3123635137,1,4,0.83
3137089747,1,3,0.73
3091883379,1,2,0.7
2417933882,1,7,0.48
338291338,1,3,0.89
2168715671,1,3,0.68
2622900532,1,4,0.73
3202288079,1,14,0.6
4389295368,1,11,0.48
4385356963,1,2,0.47
2993961910,1,2,0.47
4401695108,1,6,0.46
2031149441,1,3,0.61
1581770506,1,14,0.4
2044793160,1,6,0.85
1923840716,1,9,0.42
2531762433,1,8,0.55
4310876107,1,6,0.65
3087338012,1,7,0.52
1981050658,1,4,0.86
620189675,1,5,0.59
1898703768,1,4,0.7
129363428,1,15,0.52
2082439458,1,3,0.88
4400479808,1,4,0.63
2516587166,1,11,0.65
2111249745,1,11,0.69
2098893753,1,7,0.6
3196361180,1,4,0.73
2745326855,1,2,0.57
2949062524,1,7,0.72
1974020844,1,3,0.76
2422817202,2,16,0.42
3207793313,1,10,0.75
3214777500,1,2,0.63
252393510,1,7,0.45
4386304544,1,10,0.6
3134299821,1,14,0.57
203708853,1,6,0.74
4283780135,1,6,0.62
2482064469,1,3,0.89
2362135167,1,3,0.5
2359310050,1,7,0.9
605455318,1,8,0.43
2783322796,1,6,0.7
2799999541,1,10,0.42
2150081896,1,4,0.74
2789914756,1,16,0.71
2256971493,1,11,0.62
2995498317,1,8,0.49
2492603745,1,2,0.58
2975690739,1,1,0.55
2060408364,1,2,0.72
4250135990,1,12,0.41
2049941498,1,10,0.64
4311696355,1,6,0.57
4387345766,1,16,0.78
2555112111,1,10,0.8
3099507330,1,8,0.57
2747768622,1,8,0.51
2911990225,1,3,0.86
106931118,1,11,0.58
2492737632,1,2,0.43
4387325451,1,5,0.68
2508695641,1,8,0.71
2919027992,1,3,0.44
3033596482,2,16,0.46
853056949,1,7,0.74
2180604838,1,12,0.44
4293362302,1,3,0.58
2018521814,1,3,0.61
1992987049,1,4,0.85
2517912689,1,10,0.83
3125105579,1,10,0.57
1985420646,1,14,0.89
1983738099,1,11,0.41
902289575,1,16,0.43
3083621197,1,13,0.47
2942618938,1,11,0.84
2971599005,1,3,0.7
2958710376,1,4,0.41
4205663664,1,11,0.58
2407656209,1,6,0.81
2257370181,1,16,0.49
2318465206,1,1,0.78
2899725699,1,10,0.55
2801230780,1,4,0.69
15134385,1,2,0.59
1986050650,1,6,0.55
3166120041,1,15,0.57
2563435648,1,8,0.52
2226325292,1,3,0.63
2318300280,1,14,0.71
4252683927,1,11,0.58
2051235734,1,6,0.63
4233751576,1,3,0.42
2009017371,1,3,0.77
2139951051,1,3,0.49
190953100,1,3,0.41
2888131251,1,3,0.77
2915513664,1,14,0.45
2357555230,1,4,0.56
2750281432,1,13,0.74
2202365615,1,3,0.78
848732883,1,16,0.83
4388825077,1,6,0.79
2419364082,1,3,0.67
2139474606,1,3,0.71
4388131546,1,9,0.6
926834443,1,7,0.51
2349353625,1,14,0.87
4385466155,1,15,0.72
3025014348,1,10,0.49
2953672655,1,14,0.66
3045859279,1,11,0.83
281778290,1,2,0.83
3001048086,1,10,0.57
2033942896,1,7,0.83
2186401615,1,6,0.78
4237500118,1,10,0.51
2993795346,1,8,0.76
2936374525,1,14,0.54
2989992321,1,5,0.68
588698994,1,3,0.4
3008867047,1,16,0.54
1804135159,1,16,0.7
3120933609,1,6,0.66
4253959098,1,2,0.63
290670047,1,14,0.9
2590101179,1,3,0.8
4206693254,1,15,0.77
2368370289,1,10,0.4
4224090885,1,9,0.49
2939241026,1,6,0.79
4280570761,1,11,0.4
2129663808,1,4,0.78
1930610780,1,17,0.57
4391856487,1,3,0.6
2402827352,1,14,0.59
4205522625,1,11,0.6
2606376034,1,2,0.83
2733320225,1,7,0.43
1537147802,1,3,0.59
2171859444,1,16,0.78
2418631926,1,3,0.71
3189750037,1,13,0.52
2017203419,1,9,0.41
2891110262,1,3,0.81
2338277711,1,11,0.66
2372071893,1,3,0.8
3111035945,1,8,0.43
4386879453,1,16,0.6
71369263,1,11,0.74
2273454461,1,3,0.44
129667959,1,14,0.82
2950641580,1,6,0.84
2921565788,1,16,0.8
3200481008,1,5,0.7
4230110846,1,8,0.43
1974688989,1,3,0.55
2115792569,1,1,0.65
2188148281,1,14,0.89
2606779485,1,8,0.51
2753570658,1,4,0.73
2501940566,1,10,0.4
1798834045,1,14,0.41
4388370970,1,8,0.54
2899172466,1,16,0.43
2908893602,1,14,0.87
3165550087,1,4,0.56
175374606,1,6,0.55
2804357263,1,8,0.57
3107026748,1,3,0.81
3005740605,1,3,0.77
4210814206,1,6,0.77
3184743781,1,3,0.46
2018680732,1,4,0.65
2408770142,1,2,0.82
2224451822,1,8,0.54
2041711287,1,7,0.9
1972703342,1,3,0.48
2943813536,1,16,0.44
2315685229,1,11,0.75
2736607797,1,3,0.55
2443907307,1,2,0.75
621496983,1,10,0.55
4388837152,1,5,0.64
2495036930,1,16,0.65
2495977759,1,3,0.42
2773648569,1,16,0.41
2328412353,1,10,0.5
4245202033,1,2,0.54
4200083592,1,9,0.6
1999680982,1,3,0.85
4220791576,1,6,0.79
4392088786,1,3,0.71
3217473814,1,2,0.41
3108729748,1,5,0.71
1782568788,1,8,0.49
2758348024,1,16,0.78
4285020304,1,8,0.54
2379360471,1,3,0.71
2340330766,1,6,0.49
2007407332,2,11,0.41
4233486568,1,10,0.46
3210118213,1,4,0.78
4394605141,1,10,0.52
2056984471,1,11,0.48
1981358796,1,4,0.59
182760220,1,3,0.87
4244891307,1,7,0.53
400832013,1,10,0.49
3049684246,1,2,0.65
2345984237,1,16,0.53
2105229409,1,4,0.51
1985159278,1,3,0.72
2944043766,1,10,0.61
2347020995,1,2,0.62
2919779076,1,11,0.8
2762892703,1,3,0.78
2071184478,1,6,0.65
2339820098,1,9,0.45
2331530827,1,8,0.73
2015329314,1,10,0.74
2773250318,1,14,0.9
2169361336,1,14,0.88
304232974,1,4,0.72
2015641526,1,3,0.51
1993440399,1,7,0.59
2566938753,1,10,0.68
3165491009,1,10,0.42
4383302623,1,3,0.8
4301430797,1,8,0.55
2801404485,1,4,0.55
2321315456,1,8,0.68
2022687326,1,10,0.7
2394362008,1,6,0.61
53674480,1,4,0.67
1988723875,1,3,0.67
65862634,1,5,0.79
2321402897,1,6,0.44
2058148583,1,8,0.42
2920853915,1,6,0.81
2792965377,1,16,0.58
2008346185,1,9,0.57
2732778130,1,4,0.83
2984887442,2,13,0.43
1980578041,1,2,0.52
4321485004,1,6,0.8
2087079045,1,3,0.78
4386082217,1,3,0.75
2129513697,1,15,0.53
4391426132,1,6,0.5
3151281774,1,3,0.47
3125600025,1,16,0.74
2075169753,1,3,0.87
2914507896,1,8,0.68
645256252,1,13,0.46
2188477787,1,4,0.76
2979031345,1,2,0.45
1985016028,1,5,0.46
1996607940,1,3,0.83
2060481441,1,17,0.53
2357830991,1,16,0.65
1973510923,1,3,0.82
3142106362,1,7,0.59
3023254465,1,2,0.65
2019309972,1,7,0.43
2112992392,1,7,0.84
2496329745,1,11,0.62
2436657630,1,2,0.5
2042820147,1,3,0.71
2897848201,1,3,0.52
2090878785,1,7,0.7
2735950652,1,3,0.82
2735512530,1,4,0.69
2151973939,1,14,0.86
3173366617,1,3,0.81
2017373001,1,2,0.51
3135137984,1,16,0.62
1526814933,1,11,0.57
4311300176,1,3,0.85
4387357226,1,3,0.85
3210042092,1,11,0.79
2363052872,1,16,0.78
2011569726,1,11,0.52
2402005534,1,3,0.86
1493989643,1,16,0.59
45160659,1,4,0.45
2300602347,1,3,0.85
4210327066,1,16,0.68
1998572109,1,9,0.43
2613683908,1,9,0.42
2792123733,1,14,0.88
3171978122,1,2,0.64
4285297749,1,15,0.58
2255285013,1,7,0.75
4251295887,1,4,0.43
4293204657,1,2,0.73
2937175159,1,7,0.5
1990191850,1,10,0.59
2423004157,1,2,0.44
3021794141,1,5,0.82
2396146764,1,2,0.62
2222745469,1,6,0.41
2316674051,1,6,0.74
2989594606,1,4,0.83
2080963952,1,17,0.49
2173785573,1,2,0.59
1918867294,1,2,0.57
2253489853,1,3,0.82
958022128,1,2,0.78
1997641994,1,3,0.87
2943431658,1,6,0.61
2942819191,1,16,0.54
2290344836,1,3,0.58
2950196326,1,10,0.63
3005240066,1,4,0.73
3094617423,1,4,0.84
2463649940,1,3,0.58
4230935202,1,16,0.5
2403687861,1,2,0.73
2986110229,1,2,0.69
2100677725,1,9,0.49
805372388,1,17,0.43
2067711386,1,3,0.74
3021149788,1,7,0.52
4385503426,1,11,0.48
2265751263,1,11,0.79
4293411515,1,10,0.45
3122072893,1,4,0.62
2043480927,1,7,0.49
3011589066,1,8,0.53
3004830481,1,11,0.5
4230568848,1,8,0.61
2904555691,1,8,0.52
201702534,1,8,0.67
2995370907,1,11,0.81
2484866622,1,8,0.43
2542285212,1,7,0.91
2022995259,1,3,0.48
2364339140,1,8,0.72
3183517738,1,3,0.74
2047734439,1,13,0.65
1512136531,1,16,0.5
4239266777,1,4,0.4
2209319725,1,11,0.62
1607697052,1,8,0.4
2996661417,1,14,0.72
3164488743,1,16,0.41
2141636797,1,3,0.43
4386893698,1,3,0.6
4388689165,1,3,0.75
3127782059,1,17,0.59
3212441442,1,4,0.41
835738264,1,3,0.78
4285200410,1,7,0.89
1971408312,1,7,0.59
2077580451,1,17,0.44
3197916209,1,2,0.69
2150486658,1,4,0.79
1978804866,1,4,0.51
4385806263,1,3,0.82
2980872216,1,3,0.83
4231116547,1,6,0.77
2103408447,1,10,0.79
2992914906,1,16,0.76
4312524579,1,10,0.53
2979587912,1,7,0.57
141633248,1,14,0.43
4252960062,1,2,0.66
3107867871,1,8,0.64
3191539559,1,14,0.81
2198972083,1,4,0.57
407332335,1,14,0.56
2009883598,1,3,0.54
2897587793,1,4,0.64
1811975583,1,8,0.41
1985953682,1,7,0.7
2246380408,1,16,0.56
2147080671,1,6,0.54
2278220411,1,2,0.44
3215430650,1,6,0.61
2980858548,2,10,0.42
2384369450,1,4,0.84
2391832454,1,9,0.44
2039011889,1,2,0.82
1519587437,1,10,0.47
1972120348,1,3,0.66
4400802382,1,12,0.44
4386094474,1,4,0.61
477376341,1,8,0.59
166870349,1,5,0.72
2082869189,1,7,0.78
2294115570,1,13,0.5
4206866155,1,14,0.79
2405804469,1,2,0.59
2323862846,1,3,0.76
477859418,1,3,0.48
2219738092,1,14,0.64
1846536908,1,9,0.43
2501503601,1,9,0.65
4210720931,1,8,0.63
25270771,1,10,0.45
2594099995,1,8,0.52
4313471623,1,3,0.87
4220664339,1,2,0.55
4399038914,1,8,0.52
2515009468,1,3,0.83
2189435593,1,8,0.72
2992519344,1,2,0.66
304831180,1,10,0.64
2487455093,1,5,0.77
2995963472,1,3,0.71
2373262033,1,6,0.68
4290755307,1,4,0.81
2548955909,1,13,0.85
82648897,1,8,0.48
4385202688,1,4,0.74
4361248010,1,3,0.47
3196685442,1,5,0.58
2401035547,1,8,0.47
4249165070,1,13,0.71
2078099759,1,6,0.52
2975957673,1,16,0.77
2059793220,1,3,0.81
2742857890,1,2,0.56
4309756661,1,1,0.67
2148594078,1,7,0.91
2766806430,1,3,0.88
2430493396,1,2,0.45
1973013162,1,2,0.82
2471479826,1,3,0.61
2097281734,1,14,0.88
2138858808,1,14,0.89
2333494394,1,5,0.57
4224210894,1,6,0.63
2332581219,1,10,0.84
2062737206,1,1,0.55
2278201128,1,13,0.79
2611687418,1,16,0.4
2009719464,1,7,0.71
2330384940,1,5,0.46
2591045952,1,3,0.87
4385075032,1,15,0.41
1990384512,1,15,0.55
4392376578,1,5,0.69
3163484306,1,11,0.81
4249896571,1,13,0.8
4246083040,1,6,0.41
3124708023,1,7,0.54
3206907541,1,7,0.53
4383102762,1,16,0.49
2907194925,1,2,0.78
2016736233,1,2,0.5
371300369,1,8,0.43
4251625525,1,10,0.49
2277748644,1,3,0.73
4244588702,1,4,0.64
2050867201,1,15,0.67
2373836956,1,7,0.71
2528884517,1,14,0.87
2355004156,1,3,0.66
2594388080,1,5,0.6
4384007674,1,10,0.49
2954178847,1,3,0.67
903116516,1,3,0.65
17005270,1,13,0.44
1976155232,1,16,0.42
2564214354,1,2,0.85
2385571630,1,7,0.41
4242591923,1,13,0.65
2412269248,1,3,0.65
4248585673,1,4,0.62
3207783948,1,11,0.66
2313287221,1,2,0.57
2759340414,1,4,0.59
3094167979,1,2,0.6
2036961648,1,3,0.86
2189447412,1,6,0.61
2110804098,1,6,0.72
2784313805,1,13,0.48
1592788563,1,9,0.45
3176654383,1,3,0.81
1747885763,1,3,0.81
4223889600,1,7,0.46
4224119837,1,3,0.77
4400583509,1,13,0.62
3165613071,1,8,0.47
2049981889,1,3,0.85
1977522942,1,9,0.57
2412430204,1,6,0.52
2080698695,1,6,0.42
4401966667,1,5,0.47
2249527413,1,10,0.68
2147040819,1,14,0.66
2104818656,1,16,0.57
4392569203,1,11,0.79
3189614200,1,5,0.49
2413934279,1,3,0.8
1687904927,1,17,0.51
4281746897,1,3,0.54
1990819950,1,16,0.7
2416811408,1,2,0.68
2376335793,1,5,0.61
2158975229,1,9,0.41
348354368,1,3,0.75
2994422510,1,13,0.59
971792604,1,10,0.52
2771224663,1,16,0.41
2414830369,1,2,0.53
4254294422,1,5,0.41
2980202986,1,9,0.47
2898922831,1,3,0.68
2884446134,1,4,0.49
4212787796,1,17,0.49
48761322,1,8,0.41
641380393,1,11,0.42
2428650653,1,2,0.62
2970431860,1,11,0.56
2951841416,1,11,0.55
982146126,1,8,0.51
2128896480,1,4,0.88
2086958278,1,3,0.67
2433588926,1,4,0.48
4206807829,1,4,0.82
2740108804,1,9,0.45
2049560164,1,6,0.67
2998875032,1,8,0.56
2570358173,1,4,0.42
4242279049,1,2,0.77
2418122584,1,3,0.65
3122968720,1,8,0.77
2563701201,1,3,0.48
2957271589,1,9,0.45
2322636231,1,10,0.64
4246054220,1,16,0.55
4312305437,1,8,0.61
2410289571,1,5,0.6
2108982892,1,16,0.62
2319720250,1,3,0.52
603155657,1,11,0.56
2124449863,1,4,0.47
4245944234,1,2,0.75
4241976981,1,4,0.44
4311340634,1,17,0.48
2217621871,1,5,0.66
1238810791,1,7,0.67
2023072608,1,8,0.69
2473055774,1,2,0.74
4200356706,1,3,0.81
2226803787,1,10,0.42
4389239652,1,10,0.54
2133472733,1,14,0.84
2902532691,1,11,0.55
2897294615,1,16,0.7
2989897440,1,3,0.53
105421512,1,3,0.81
2792733516,1,14,0.79
615763871,1,3,0.52
2609876470,1,3,0.72
2575499307,1,8,0.63
2137701576,1,3,0.43
4206107139,1,7,0.86
3010347284,1,3,0.61
4380185252,1,3,0.58
2397735887,1,13,0.72
2066459877,1,11,0.48
2113427476,1,15,0.46
2088245535,1,3,0.74
2678754800,1,5,0.65
2561159283,1,3,0.82
2992602912,1,2,0.82
4230368581,1,2,0.48
2183924865,1,2,0.79
4226237789,1,6,0.43
1570798209,1,3,0.59
3163095738,1,14,0.83
4388209234,2,14,0.48
4235261227,1,2,0.5
3185223415,1,16,0.76
45361351,1,16,0.62
36019002,1,5,0.51
2042580187,1,3,0.83
1976915037,1,4,0.7
4399369986,1,3,0.74
4236423690,1,2,0.68
3045160343,1,2,0.43
2064628393,1,7,0.86
843595021,1,16,0.42
2322112929,1,7,0.78
1970503111,1,2,0.56
1972078236,1,2,0.67
2081633895,1,14,0.42
2067199264,1,6,0.65
3105013596,2,12,0.4
3216580136,1,2,0.86
135038052,1,13,0.44
4242841890,1,4,0.78
3144627249,1,16,0.43
4247393075,1,8,0.59
1523489277,1,3,0.89
4230724694,1,8,0.59
1991378676,1,3,0.54
2015917468,1,14,0.82
1974050787,1,4,0.66
2369828307,1,3,0.76
2015485259,1,11,0.63
4367061447,1,2,0.44
2151016518,1,3,0.51
2285539254,1,2,0.53
3135327186,1,4,0.83
2178314095,1,3,0.68
1538483604,1,11,0.48
4249803031,1,7,0.8
2182181119,1,2,0.71
4286908839,1,3,0.52
2000934606,1,9,0.58
2184506259,1,3,0.84
182962149,1,11,0.76
4210588173,1,8,0.53
3127104885,1,3,0.85
4313171152,1,11,0.85
2078725254,1,6,0.81
2037396457,1,3,0.62
2970951320,1,2,0.61
4317658928,1,13,0.4
214719218,1,7,0.74
2017572939,1,7,0.62
2975085679,1,2,0.41
624745251,1,10,0.46
3124529252,1,8,0.75
4205435529,1,11,0.79
1656048814,1,2,0.83
2322972305,1,2,0.81
2374681097,1,7,0.89
4400411292,1,1,0.68
3091147830,1,3,0.7
2007772962,1,15,0.66
1977584496,1,6,0.82
1962977949,1,4,0.72
2497092228,1,5,0.76
1482755847,1,15,0.57
2008745958,1,3,0.8
4401709977,1,2,0.6
3016099579,1,7,0.81
2171624614,1,15,0.46
198274113,1,2,0.41
4242124889,1,6,0.51
2253035282,1,7,0.54
2123369526,1,3,0.78
1965460170,1,7,0.9
4210250248,1,2,0.45
4248718457,1,7,0.53
2154426864,1,3,0.73
2089280811,1,7,0.7
4285409492,1,16,0.42
2608344751,1,16,0.48
2056179656,1,3,0.88
1986365294,1,3,0.8
2778742352,1,3,0.78
2015138556,1,12,0.51
3003973878,1,8,0.45
656736599,1,4,0.86
3142870857,1,4,0.46
590129501,1,10,0.48
2471914636,1,6,0.61
2261463582,1,3,0.81
945303326,1,8,0.59
3135015635,1,6,0.68
2757994464,1,10,0.8
3147705752,1,14,0.78
4232672103,1,2,0.52
4220915985,1,14,0.58
4226136022,1,5,0.6
3016384409,1,13,0.46
2809496354,1,4,0.55
2888308268,1,4,0.59
4285793791,1,3,0.67
2570891323,1,3,0.79
1483900015,1,13,0.44
4251104232,1,3,0.86
654639695,1,10,0.41
2355297010,1,7,0.6
2547827878,1,7,0.58
2118047837,1,3,0.83
2400308661,1,2,0.4
318001061,1,2,0.51
585499735,1,5,0.75
4294233738,1,4,0.46
2763524658,1,11,0.75
2511359861,1,4,0.81
2416697650,1,3,0.82
362227769,1,15,0.47
2980434921,1,3,0.83
4302319175,1,7,0.46
1722281491,1,10,0.68
3212118736,1,7,0.85
615896364,1,11,0.55
370327502,1,10,0.45
2064294634,1,14,0.87
4234913489,1,3,0.58
197181064,1,3,0.67
3207117231,1,3,0.82
2023882615,1,3,0.67
2804141594,1,3,0.84
2528004771,1,9,0.54
2802329798,1,11,0.53
4381053128,1,14,0.82
2739406418,1,3,0.77
2513924565,1,1,0.5
4399375958,1,8,0.43
4210853098,1,16,0.49
931142152,1,4,0.45
2315767350,1,1,0.78
2050803227,1,7,0.65
1955775890,1,15,0.61
3124405764,1,16,0.59
4390829541,1,8,0.63
4251888689,1,10,0.51
4238880092,1,8,0.41
4250411215,1,5,0.45
108867099,2,10,0.41
596509522,1,2,0.87
2595528819,1,11,0.85
3031262259,1,3,0.45
2742670962,1,4,0.8
2189405419,1,3,0.69
