work_id,affiliation_seq,raw_affiliation_string_id
2063241570,1,127154328
4398144078,37,17245142
3039642521,1,63762838
3015777774,7,25133049
4391481018,5,92891119
2886771029,3,13113103
2930782914,1,9515623
1809671097,1,78235567
3082883505,1,25991531
2355187761,1,21227760
2316981726,1,42093912
4288018125,1,10712322
2016105118,1,8247052
2060399279,1,46629768
4395002968,5,5929069
4323569141,1,65354789
2048187517,1,36232976
4238458718,1,114901391
2995569621,1,77803572
3211647759,3,62800417
4309609034,10,55394467
4393991876,1,108679467
2291665229,1,6296232
2121164368,1,73859435
2786420685,1,8830577
1966403496,1,41173099
4313392122,1,52622445
2340128954,1,103504473
3194429054,11,24905568
2021217490,1,116905261
4297794876,1,72604909
4323858798,1,99769395
2060934617,3,98159023
4388018003,1,21616359
4284884358,1,73699291
3116199616,1,41791700
4200228454,3,23215737
3117847498,4,33379558
3088493579,3,122918141
151450335,2,37850657
4388340970,1,47625238
2100687177,3,14630307
2013007344,1,7641333
2605978232,3,80576031
4392902242,1,110343680
2022553962,4,56581721
1552433610,5,120123216
4390481726,1,129009892
4386076233,1,19999463
4224866230,3,68122962
4307408791,2,71749614
2977934950,1,108572827
2131161717,8,118917186
4320008435,4,119667678
4280488383,2,63796516
2284913194,1,11260511
2366758148,1,65668950
2119988554,1,51334085
2950293775,2,34152186
4210990708,17,46972290
2020977213,4,51845954
2006835368,1,108632788
2807769634,7,23329982
3127715253,1,83848136
2905189650,2,13482577
4399276126,1,24623553
1982376750,1,23310886
2107269452,3,80241858
1981102852,1,126615342
2793268619,2,62377420
3087879129,7,104206844
3157239883,5,125797848
2198221068,1,127347650
2791942767,1,100002375
2068324899,1,59704393
2982448349,3,116818071
4287448154,4,57120988
2009598671,2,11628826
4318478897,3,64788971
2949641401,1,39400694
3192463210,1,42869503
4400964948,1,96859868
4392288481,1,13243549
2089957806,1,77557196
2411652747,2,8302939
3030094793,3,129344851
2065089898,1,15278482
4390992730,1,73692181
4220698762,3,95557964
4294365680,2,46620612
4233577242,3,31963015
2400702018,1,16206294
2058001668,1,128979016
3201201043,1,10510071
4311279489,3,38781579
3204052034,2,56334883
2767893819,1,60618617
1607846248,5,90446177
2529157745,11,1985105
2558977447,2,48767465
2993479890,2,88486565
4246013970,1,106585515
959651629,1,51067213
1973494508,2,30303626
4312325239,1,39890915
2018763762,1,3949148
2730729764,1,36636216
4318962539,2,124237171
184726500,1,128478403
1662877645,1,9042520
2411296370,1,47302726
4283751625,1,21836445
2945666944,1,43760733
4362640653,4,42468769
4385955208,16,84851259
3204041316,1,80252060
3116016641,17,63703247
4385945094,2,88527361
1987416673,1,40784883
3081998835,1,73708284
2966823388,1,53617498
2108431862,1,56814981
3044639897,5,105074496
1833354554,1,73476858
1992515876,2,25130680
4398209771,2,23590843
1965733489,4,119295407
3087850458,2,39308652
2201523406,1,75375337
2562203853,2,126744366
4309930275,3,65049676
4285044995,2,129339950
1571932240,1,53819663
2381902445,1,36312808
1975923214,1,114235846
4320162792,2,94524588
2083540347,3,88169235
2000324417,1,60689527
2592281494,2,9768596
2395901315,1,12447295
2021916725,6,114610495
183343096,1,41695838
3156423060,2,73449923
2083480788,3,25427343
3212272578,1,54340277
3124738542,1,51045018
2991311292,3,37163146
2001349131,5,5569127
2049347568,1,70153801
3212843234,1,51970391
3131417767,6,19218022
3150559122,1,74530096
2893672723,2,120390477
2090325556,1,93028907
2063220064,2,51614405
3127159388,1,11120794
2024662909,1,66614574
2021595079,1,85067165
3000362554,2,72919395
1593233934,1,106713229
2823435410,1,13233296
4232768317,2,126111201
2514216804,1,75246340
3153855398,2,85974644
2321466033,1,69626668
1982981899,3,86898875
2006801162,1,69092853
2607025415,2,4436407
2025602950,3,82319349
2154683384,3,47531583
2618834904,32,74321473
1994401471,1,54345439
2911747746,3,40794590
2026405894,1,59314611
2065411908,1,100074040
4224935296,7,6964834
2034716894,2,23772822
4293055844,3,74025936
1547725378,1,54253975
1543030743,1,64857855
2111127578,2,89831998
1981163461,2,9863889
2059809784,2,110440883
2029062332,4,56695120
2301419704,3,7595465
2064646184,2,70782094
2804152053,5,74309302
4389160637,3,125157500
2056626097,1,55587397
3130137176,1,9783351
2056834324,1,113282217
2293101358,2,44415440
1774412465,1,60511560
2025148430,2,42078578
1980735690,1,46581762
4200215181,2,75976857
4250812831,11,118142018
2002442565,5,85001332
3014235942,3,71643906
4389829599,2,32015924
1529615245,1,75415067
2797449867,1,18852444
1815410631,2,1042025
2027267518,6,32788229
4205895659,1,61549608
4308294179,2,18097154
4389259584,1,75372398
2992001271,1,59045084
4250071960,1,19398986
3213354214,1,41446450
2952080104,1,36861577
2084069268,1,7087107
2109461703,2,50307160
3022595495,1,67469576
3203232342,4,37286855
2890325190,2,117278312
2058928265,3,70239839
4389127898,13,8328704
2765206141,1,124036092
4381803458,4,60387634
2125969492,3,104363809
3039995672,2,21842874
4383961416,2,108795612
2128793955,11,69284748
4392913608,1,109242971
3125343458,2,76840463
4318320698,1,101273001
2598856717,1,74625342
2971083713,7,39779882
2008629117,2,116895105
1967972737,2,26520507
2252414051,2,105127051
2277207483,1,73203866
4231491303,2,41881410
4396520531,7,128958798
2132388608,9,27163649
2754162505,2,53492971
2389917307,1,36908854
2123662606,1,92041209
4394006532,1,122854242
2989983419,1,7416954
904454345,1,12109450
4207019284,2,18967255
2092691555,4,5831056
2380583781,1,47913901
2397801711,1,30375756
1671153032,1,40765997
2111544045,1,57847415
4311490129,2,90817155
3094742166,3,126266834
3111245601,1,38628458
3167409484,6,22192359
4387429121,2,102335498
3091425182,4,121211815
2800347127,1,18157671
2377900786,1,53326317
2605742998,8,93093262
2310780756,3,7345465
4241782578,2,129374786
4317033234,1,41243259
1989687747,1,10317393
4237299502,1,19081853
2376767685,1,5370057
2895424344,1,75325990
3029650091,1,28616152
2360479262,1,771558
163339016,1,89823934
2808517829,6,118828763
2988967454,13,34659234
1998793192,4,7725508
2538400412,7,6657884
2111241057,1,93046360
4387096124,2,14726571
2998491590,3,28159334
2154422158,1,13410504
2014939857,2,48330417
2066783783,1,31718993
1983444776,2,119819580
2799777765,1,73669305
3084739968,1,124975999
2991857828,1,80521877
1538159657,10,92997142
2019333355,1,33454207
3201896133,3,8485453
2053545196,7,58978719
3096292690,1,34184035
4295882820,1,3940692
1989257974,3,17298837
4396650907,2,74636228
2510799585,1,36770793
3080487348,2,99984963
4205340588,1,7295048
2893197513,3,39238930
2498754173,1,117916760
2188583699,2,8352556
2094912156,1,11740185
2060716581,2,30742461
2203149211,3,39999360
3021261867,1,53627270
4401513692,1,74950232
4245017000,2,97235159
4224992958,1,30670610
1984920786,2,113638255
4285392946,2,39251343
2520972246,1,23542253
4396639518,2,122997027
2570663628,2,43221347
4251716009,1,113732940
2007765013,1,67120096
2947201190,2,20444284
2593421277,1,69614277
4382057423,3,75507305
3118805138,3,125824755
2086341658,1,19657577
3046927400,1,75225568
2026375252,1,42292452
3125431322,1,76374612
2939995239,3,19622240
4292463747,1,73690610
178955973,3,69796146
4283399493,1,56325148
2793791749,2,56361621
101756274,1,57213630
2100021637,1,43424137
2154370633,1,102410691
3209688443,2,123074383
303196804,2,8345966
3188013504,1,18334463
2088823277,3,64004529
4312632489,1,61397883
31620111,1,36652510
4323066900,6,87466217
4391643383,1,62465143
4200141039,1,73534060
2466205870,7,77567908
1993151646,1,103724865
2322735156,2,39339328
2017412385,1,42002476
2114199853,1,113420101
4313784222,1,125635267
4295047946,1,100967386
4398420996,1,90335932
1860585367,3,31941224
2566212284,1,77102995
87288190,1,127496716
3030946902,1,3046189
3048725111,2,117617329
3211448181,1,70128891
2982622699,1,55603653
2378136004,1,49804565
2235578116,6,16529256
2023989640,2,39171021
4220961064,1,60923551
2521628759,2,56932963
1480698058,1,74847462
3088917529,1,70702906
2291226476,2,67777482
2132552909,16,40088421
2121828895,2,27296591
1975624982,1,95111445
1949194972,1,73285505
3205552840,3,74204047
1810050795,1,116847967
2253148250,1,5778241
4232715354,1,48832256
1993802339,1,34461472
4280603811,3,56699031
4236601302,1,45066611
2252335683,1,1091882
2741574130,4,47549205
2981050656,2,73527355
2024080812,2,41007829
4295895135,1,20491759
2331163270,1,75986897
2433074234,3,101202836
2002388950,2,10248229
2169733234,2,103727767
3204175268,1,23968043
2973702636,2,5021811
2613777197,2,18911439
3197916740,3,95035443
1604861211,2,69571134
4385075250,1,74459895
2567213298,1,100916098
1517558752,1,121020925
1977034167,1,31903025
3086906476,1,78994825
2946213268,2,60818179
3091171575,1,51190725
3200003458,1,23255801
3121667237,2,46221985
1986480485,2,60482784
3147482328,1,65055099
4397002100,3,91357725
3157703872,5,74395164
2157589155,3,120948216
2297405074,1,69605630
2804624977,1,53966413
2008406946,3,23745445
4392735569,2,55976994
1530281203,2,43888459
3156761295,1,24960334
4307832817,1,76347063
2599374742,2,125650259
4379662145,8,126856996
1586017959,1,65818087
2500667097,1,62734488
1828145145,1,55558924
2086078289,3,3191091
2162826659,7,29593261
2493444730,1,75346841
2068281349,4,82231949
2602223652,1,4971794
1975641338,4,64911730
2382890189,1,49686191
2138476770,1,74889545
2942633465,1,11481418
2949351955,1,33763434
2156958982,1,33492450
2626324886,7,98952750
2314025648,1,116984175
1520049216,1,90332481
2468581049,3,44925839
2041790655,1,16028687
2074230881,1,107702347
2065411951,1,88813266
4318396653,1,59414902
4287943688,2,45518958
3135528471,2,50663390
1881091238,1,83241133
4206023691,1,90830393
4250935964,1,19958899
2056312459,1,7839779
2053505485,2,52163735
2051948646,3,49281883
3006388226,1,38046100
2155018537,2,106513602
2077497289,3,32643831
4200317427,1,60091129
1569769442,1,100072539
3003437076,1,17725375
2980403168,1,73278620
2053863973,2,9046339
2347216430,1,21229249
2040437559,3,46041435
1952158016,1,123978388
3119456222,1,60828456
1995724109,2,96776229
4393992656,6,74920215
1996598346,2,24673183
1744008111,1,74752328
2022594978,1,30158385
2547876355,2,76549051
3179216067,1,20308071
2361840394,1,8043916
1987584273,1,16205421
2924410466,4,13925840
2025707909,1,15125543
2381918205,1,63354385
3105294873,1,77230545
1983383920,1,68910127
4386383361,1,110034639
1950344403,1,73438859
4387296579,3,19953741
2765682195,2,14383363
2067059423,1,54079683
4210756765,1,124663412
3201586530,2,39235307
2413105398,1,26674229
4385365115,1,14348101
2329199108,2,14022502
4324290979,1,74816076
2903874791,3,8854997
2088559380,1,7279693
2105412507,3,39471941
571863238,1,74991410
2037607823,3,7588948
4224317448,1,113519511
4396227410,4,127483826
2944718740,4,49626603
4388080154,1,53283525
2023378952,1,11630602
2022730381,1,7069777
2526698367,2,18853215
2043324408,1,100955730
2805114625,5,3681696
1643607188,1,115024981
3138969606,1,51891271
2041303685,5,81394560
3136225431,1,45425828
2080440711,3,39255894
3132046437,1,73118598
2974919347,1,20772598
1987445432,1,29505099
2107834903,1,81959987
4379054130,1,100867280
4297609349,1,11789234
2322588575,1,74471543
2007026316,1,99931982
4386910180,2,17295455
2100847563,2,127131702
4311332665,2,2695294
4242553005,1,48571851
4297898877,4,45624615
2095933686,2,52654317
2006438540,1,58152183
2050178724,1,4842846
2955616495,4,6803878
4220962045,1,105051722
2026933180,1,425629
2920801018,1,122992626
2162528206,1,35151329
4391090423,2,69225413
1538537801,2,115908082
3160767794,3,93763022
2159519891,6,115323453
4320490680,1,126866053
2103716597,3,85022264
2070408230,1,49191385
3121019555,3,112206540
2420558821,1,58171083
4319216386,1,70021502
4323075559,5,31027197
2100594949,1,62450253
2067243772,2,29015695
4386241634,2,68533799
4394869755,3,19350115
1999834521,5,39322453
2106969410,1,98577257
2781762619,3,82124498
3201715041,1,128341032
2752426219,1,27156284
4304091599,1,65055850
3202630708,5,30756348
2072856727,1,42343437
3212109045,1,63058618
3095927313,3,71380367
1981553394,4,1547847
2080765282,1,73383123
2065221573,1,49673892
2043812712,1,19203923
4239839797,1,126162806
2760230731,3,59293386
4386349505,1,74571968
2237244151,1,73830312
3092391921,1,23006812
4388788069,3,48502209
2739087965,1,66805323
4396219913,11,115875550
2024935494,1,117283231
2010392337,1,106784416
2160239812,1,116461577
2626541471,2,41047219
2141746839,1,126138665
4400432316,3,120679547
3092127656,6,82310389
2933762479,2,35825980
4245033751,2,4528189
1981999606,1,33911420
2477633453,1,75445977
2044825802,1,57879382
4367673914,8,92070697
4393991828,4,13471227
2275174801,1,124524389
3184272927,2,56548688
2960378113,6,92349175
3030312786,2,78602115
4400397038,3,62962569
2136013965,2,955588
4298297680,1,75014767
2785343538,2,73919006
2091640020,1,12255905
3020815063,2,64065013
1969720998,1,115441433
4298053384,1,35773848
2022628553,1,64358433
2041507025,1,51334262
2033175351,2,42607236
4286461676,1,15432087
4296295833,5,40103358
2548321216,1,64439398
4211000095,2,37429287
2750256512,1,74393202
2973444824,1,74017637
2790583539,4,73528102
2080051189,2,118010110
2061957848,3,90151654
3124393389,1,49182362
2045257422,1,29491697
4253838273,1,12162129
2097485365,1,120629488
2973090222,2,123241282
2890816104,3,13415111
2992409376,6,35177271
2077134687,1,65770458
2011840549,2,80704992
2356145021,1,52982555
4394898797,1,97218031
2800428407,1,74389525
4312762611,1,76816230
2149207496,2,4245799
2084919170,1,76711007
3176247368,4,11633483
2997963168,4,38865893
1554930643,6,54618079
3190713495,1,31634407
4225379513,2,27136624
4385339053,1,55714550
2002303695,1,53401275
4205743601,4,75295454
2153948847,2,128835662
2535108416,1,111310004
2078567631,1,126719288
2229009271,1,69826541
2747915851,1,75800897
2743120600,2,40964103
4396684750,1,125932241
3170425924,2,43843975
2354613854,1,784698
2040754388,1,67721465
2023542,1,40846331
3011746747,1,74499227
2091557876,2,34774129
4367626377,2,8600913
3113571011,3,24399343
2587809317,1,69912465
2044605648,1,76709428
4387571998,2,101765329
2042947832,1,32756057
4360982768,9,20192801
2953692224,4,57366870
2494881749,1,60405304
1986123175,3,15992549
1993726129,1,15027831
2116418774,2,60831500
2158620194,4,32461163
2086209969,2,122642184
2038401835,2,57447684
2384638163,1,67781822
2791374615,7,84934898
2267821265,1,51612924
2470722970,3,57009083
4391644453,1,91330941
2144179246,1,76646670
2135117163,2,74080740
2971600186,1,43380830
4252292194,1,56561676
2784756123,3,101545301
3035152684,1,71378750
2043518566,1,28489239
2321335492,2,125920152
2139104899,3,7517585
2074202605,1,43136059
2002029019,2,114061934
2291485330,3,86673617
4221033337,2,50538756
2945951151,6,89271016
845070498,2,125464808
1613466291,1,124591505
4398485112,1,90193919
1997483766,1,24381865
2509963317,1,30314671
4387993897,6,35267858
2770303064,1,59426164
4241042080,1,17543574
4387948496,1,27956138
2989774532,3,73835581
186079127,2,46109489
2794222266,4,47766298
2938547214,22,114898538
2127190457,1,19939641
2097104221,1,97280806
2766708662,3,42055546
2078855623,1,74563206
2746803078,1,50129734
4221010847,3,49605865
3043963473,1,6372775
2509438383,1,102876825
4399980834,1,50655703
2084034892,3,81753504
4378952221,5,105793102
782554847,4,74726598
2083908054,1,10982412
3133932911,1,65015092
4251578057,1,52208895
4248411179,1,93227789
2013591907,2,64506663
2509909482,3,121789008
4380870983,1,61437835
4385893565,1,45619793
4389275118,3,109544377
4312477730,8,46058513
3191853063,4,55069132
4245412358,1,129508476
2333212869,2,12039799
3084131168,4,127007315
2474061866,7,17010423
1702524138,6,112021171
1676145627,1,127880593
1962860155,1,59361328
4231702891,1,75440577
3173137071,2,73957583
2242369640,3,114135714
1617241227,1,76822373
4386732642,3,40945175
2327239072,1,21464679
2516553534,2,41946365
2888638867,1,37837087
2131604435,4,78945746
2982375501,2,77164110
975201244,2,99238304
4386294145,9,7895296
2069996858,1,83764858
2143710843,1,54742327
3030976074,5,76839167
1976470450,1,105119619
4316369017,3,76120590
3140411350,1,60927037
1968021148,1,71510462
4392342024,6,75447532
4378776090,1,112882904
4289019996,1,70413265
2113099773,2,49652526
1534710661,1,115372791
2342729272,2,32354288
2020279179,1,126462623
4288450869,1,6279572
4233727785,1,12491494
4241909903,2,6434234
2792460808,1,59930138
2209252021,1,23306719
2330849371,1,70380156
1995220740,1,99923133
2146354304,1,69252043
2111347002,2,59358316
270050845,1,78548434
4210869809,3,107847195
1963597466,1,29493770
4387980021,4,82756092
4236933603,3,23993078
2164001693,2,25911371
4394124942,5,40969215
2129430730,5,35069559
3123874250,2,75464419
2597966902,1,116045805
2347435010,1,49509259
2275362350,1,38599955
2032621231,3,113374962
4388608343,1,98371732
4396864931,3,44347177
2617635102,1,88060008
4293079786,7,9400876
2171245500,1,18654082
2587872386,2,114742051
2741611916,1,47740326
2156341311,1,11365932
4212776311,2,74538849
3080909342,5,11984027
4385849926,1,79055266
4387432685,1,66811976
2901973809,3,95254394
1998927324,2,60655956
2058328150,1,105637915
4400367486,5,122925633
2593711381,1,124400214
2060913247,1,92214131
1983008083,2,104049672
3112904245,2,70126299
4398958882,1,90302734
