work_id,data_source_seq,data_source_id
4398319528,1,3
4232729763,1,2
4245077931,1,2
4237669402,1,2
4362514003,1,2
4236443115,1,2
4233278083,1,2
4242727326,1,2
4391978065,1,2
2163043416,1,2
4312083626,1,2
2969339475,1,2
2911915261,1,2
4396993585,1,2
2904598519,2,4
2806065782,1,2
4385001586,2,3
4244833550,1,2
1969091108,1,2
2032702496,2,5
4231110847,1,2
2031096878,1,2
2055542043,1,2
1987193171,2,5
2412323980,1,5
4253261914,1,2
4398954724,1,3
1967452134,1,2
2084906672,1,2
2004307638,1,2
2054388884,1,2
2072598602,1,2
2086021451,2,5
4249970398,1,2
2066887162,1,2
2119804172,1,2
4283833692,3,5
2049568268,1,2
2909547463,2,5
2088947916,2,5
4386637223,2,5
4298291371,1,2
4386874272,1,2
2019128460,2,5
2612394504,1,2
2064942273,2,5
2052857000,2,5
2320605831,1,2
1963805717,1,2
2089672779,1,2
4387893866,2,5
4233062212,1,2
2134625894,1,2
1992353983,1,2
2810235199,1,2
2069046085,1,2
2765637883,1,2
1548015450,1,2
4312320304,1,2
108646743,1,2
2913904998,1,2
3101882739,1,2
3192412674,2,4
2081724032,1,2
4233805923,1,2
2035178544,2,4
3046274621,1,2
4300161740,1,5
2414208820,1,5
1989647908,1,2
2283845658,1,2
4225271197,1,2
4223566411,1,2
4248467099,1,2
2093687840,2,5
2088447149,1,2
4253795716,1,2
4400936903,1,2
2040136195,1,2
4255693999,1,2
4213094287,1,2
4239749928,1,2
4242360470,1,2
4254637766,1,2
3108190730,2,4
2415001227,1,5
3145647012,1,2
2491490064,1,2
4206089029,1,2
2984025185,1,5
2994660818,1,2
4249129524,1,2
4231621384,1,2
4229549415,1,2
467352069,1,2
4200432543,1,2
4396521291,1,2
2892076215,1,2
2011050347,2,5
98934541,1,2
1964627879,1,2
4248421443,1,2
3004787283,1,2
4241044765,1,2
3165762755,1,2
2045570050,1,1
2105649124,1,2
3133834358,2,5
4235628766,1,2
2810441192,1,2
4212959909,1,2
2033578233,1,2
4394771942,2,5
2258474598,2,5
2041519459,2,5
4400441578,1,2
4230187834,1,2
2567018054,2,4
4243128565,1,2
2313039637,1,2
4379932219,2,5
4387818283,1,2
4241218181,1,2
3016363799,2,5
2032859162,1,2
4398259494,1,3
4236549213,1,2
4327841053,1,4
2170447047,2,5
3124760290,1,2
4382988309,1,2
4253623442,1,2
2009368258,1,2
2081642495,1,2
3168663334,2,4
4395317254,1,3
4391368841,1,2
2047072007,2,5
3012384869,1,2
2133182472,2,5
4250204598,1,2
3162297460,1,2
4291750262,1,2
113446322,1,2
4313532567,1,2
2086368662,1,2
2132806842,2,5
2171408143,1,2
2297167868,2,5
2910011269,2,4
3015255346,2,5
2765927210,1,2
4283646571,2,5
4397689553,1,3
2607446318,1,2
3155291955,1,2
4241406040,1,2
2119525476,2,5
4246647523,1,2
2905949220,1,2
2083774425,1,2
4386087133,1,2
2731589923,1,2
2056724477,2,5
4362633537,1,2
1607748731,1,2
2594147553,3,5
3020428425,1,2
2036608519,1,2
2334902510,1,2
4397789248,1,3
2220956568,2,4
2083755826,1,2
2015116931,1,2
2038175425,1,2
2415231395,2,5
2089096171,1,2
2915849308,1,2
4388001661,2,5
2091997608,1,2
3093249223,1,2
2028850351,2,5
2413392886,1,5
1997361109,1,2
2319031127,1,2
2215490361,1,2
2002169825,1,2
2498166975,1,2
602028305,1,2
4293573827,1,2
2569391832,1,2
2059900353,1,2
2905266107,1,2
4237552452,1,2
4235589793,1,2
4248607211,1,2
1998714190,1,2
4251326040,1,2
4237667602,1,2
2335205788,1,2
4394515453,1,3
2016398770,1,2
4296481118,3,5
4391870805,1,2
2975626166,1,2
2331139370,1,2
4301770357,1,2
4397811732,1,3
2524728979,1,2
3119560257,1,2
3173044019,1,2
4248591204,1,2
4250538699,1,2
4239519928,1,2
4231645558,1,2
4246172882,1,2
3091423551,1,5
2072278921,1,2
4248761825,1,2
3027150594,1,2
4384982447,1,2
4233211831,1,2
4249393520,1,2
4395135242,1,3
2006870409,1,2
4398995601,1,3
4391133437,1,2
2370208644,2,5
2278666946,1,2
2027757582,1,2
1983083839,1,2
2984454767,1,2
1971668858,1,2
2888289314,1,2
2936196018,1,2
4283721518,3,5
4252884187,1,2
1575116559,1,2
1428145121,1,2
4400056373,2,5
4379284083,1,2
1967546015,1,2
4389439671,1,2
2908668515,1,2
2124209863,1,2
2090891924,1,2
4236571727,1,2
4322753916,1,2
1595889548,1,5
2157161296,1,2
4256688308,1,2
4250347404,1,2
4365454429,1,2
2736445731,1,2
4237112322,1,2
2744794471,1,2
4220704203,1,2
4226385669,1,2
2058572540,1,2
2755729985,1,2
2095049883,1,2
3211665789,1,2
4293736741,1,2
4395669823,1,2
1946274000,1,2
4254285881,1,2
2491130886,1,2
106728348,1,2
2508903826,1,2
4251649387,1,2
3198073605,1,2
4231681105,1,2
2071391835,1,2
2328258356,1,2
4285772167,1,2
2737241248,1,1
3125428483,1,2
2153953620,1,2
2005476934,1,2
4313642067,1,2
4379421459,1,2
4394143858,1,3
2171817832,1,2
4397579649,1,3
2476487363,1,2
2009506078,1,2
2433156977,1,5
2475507035,1,2
1993482048,1,2
1974991288,1,2
4244520718,1,2
4247775542,1,2
2009295380,1,2
2619355523,2,5
3135075131,1,2
2771069190,1,2
2031567281,2,5
2054225928,1,2
4361001193,2,5
4378225922,1,2
4251445255,1,2
2980127195,1,2
4394686366,1,2
2050310009,1,2
2052061820,2,5
3154865445,2,5
4387724762,2,3
3133005141,1,2
4245217915,1,2
2059596218,1,2
4386597341,1,2
3123891053,1,2
2439403549,2,5
2895804671,1,2
2620680239,1,2
2885336132,1,2
4226264315,1,2
2119533807,1,2
2107735026,3,5
2228621685,1,2
2008031889,1,2
4241948485,1,2
2954679692,1,2
2081774480,2,5
2552201824,1,2
4396751577,1,2
2033129706,2,5
4251313249,1,2
4394363731,1,3
2065976844,1,2
1982153504,2,5
2301906593,1,2
4385452769,1,2
1978554406,1,2
2095167990,1,2
4303648725,2,3
2790934502,1,2
2519035353,1,2
2087908483,1,2
2154248216,2,5
4297448049,1,2
3109846806,1,2
118961386,1,2
2139845734,1,2
2107733362,3,3
1950600093,1,2
2076316796,1,2
3200510756,1,2
4220981725,1,2
4300977839,1,4
2023172116,1,2
1994149524,1,2
1964729388,1,2
2612819062,1,2
2001627315,1,2
4233007897,1,2
2783124597,1,2
4399402395,1,2
1974711923,1,2
2076143312,1,2
2071181685,1,2
4232671404,1,2
2025511962,1,2
2082895297,2,5
2086569922,1,2
3110743282,1,2
168930332,1,2
4211095275,1,2
2958770893,2,5
2932272396,2,5
2560736064,1,2
4397852740,1,3
2223988102,1,2
4205756797,1,2
2316928365,1,2
4283164180,1,2
2491334605,1,2
1987657194,1,2
2094804269,1,2
2136742952,1,2
2093471947,2,5
2028865801,1,2
4235034639,1,2
3007186749,2,4
1995260728,1,1
2328006273,1,2
4251733696,1,2
2038779066,1,2
2420608457,1,2
2156048079,1,2
4206950593,1,2
4242025636,1,2
4237202146,1,2
1988786919,1,2
2086917214,1,2
4239040785,1,2
2047540867,1,2
4395483593,1,2
2140408113,1,2
2746969562,1,2
4239463424,1,2
2049037596,1,2
4237179009,1,2
4232830110,1,2
1967945822,1,2
2155676509,2,5
2081249234,1,2
3098687463,3,3
1483262630,1,2
2082459303,2,5
2149899012,2,5
173274542,1,2
2907662585,1,2
4387695262,1,2
2313187562,1,2
2036584391,1,2
1974900186,1,2
4397684575,1,3
4248556819,1,2
2011818689,1,2
2774387600,1,2
4230283349,1,2
1930197382,1,3
1742571060,2,5
2073037237,2,5
2320973767,1,2
2416328091,2,5
1970084945,1,2
2119053212,1,2
4248916171,1,2
4385622495,1,2
2043238660,1,2
4256549454,1,2
2753750941,1,2
2532116104,1,2
2413737680,1,2
2334303325,1,2
4291406918,1,2
4236627623,1,2
4249821122,1,2
4232690828,1,2
4254040308,1,2
2130951561,1,2
1917720330,2,5
4388576853,1,2
4205930064,1,2
3196254260,1,2
4255068630,1,2
4237046556,1,2
2500053525,1,2
4245988064,1,2
2106113157,2,5
4253135806,1,2
1996185483,1,2
1980901540,1,2
3022202302,1,2
2032349527,2,5
4235308904,1,2
3132361304,1,2
1862486095,1,2
2552615942,2,5
2978446995,1,2
4291915782,1,2
2945768242,1,2
2595194730,1,2
3194214715,1,2
2092858011,1,2
2606536975,2,5
2964214015,1,2
1965135693,1,2
1990547036,1,2
4289202006,1,2
2019398845,1,2
2884721013,2,4
1871259022,1,2
1987357626,2,5
2957984924,1,2
3021351866,1,2
2055633405,1,2
2167261775,1,2
2592801462,2,5
2773985333,1,2
3118020174,1,2
4395640792,1,3
4230446348,1,2
4230612094,1,2
2102202541,2,5
2030268221,1,2
4235728775,1,2
4205692928,1,2
4253912126,1,2
2407491289,1,5
2265280310,1,2
3161541109,1,2
4389389932,1,2
2042669658,2,5
2482155038,1,2
2888121356,1,2
2887265337,1,2
3032620118,2,5
1964141018,1,2
2075744097,1,2
3214960298,1,2
4229556641,1,2
2433721016,2,5
2002224614,1,2
2795037955,3,5
1560663652,3,3
4238398071,1,2
3026538346,2,4
4236250261,1,2
2438813689,1,5
1966125701,1,2
4390586607,1,2
2415424877,1,5
1981286174,2,5
2011059888,2,5
192447792,1,2
3103453967,3,3
318243450,1,2
3197915849,1,2
2938694336,1,2
2012474437,1,2
3004293161,2,4
2784326896,1,2
4393949561,1,2
2011927965,1,2
2053328379,2,5
4390495292,1,2
1990944646,2,5
3105342533,2,2
4253111799,1,2
2008011265,1,2
1969071533,1,2
4242519618,2,5
4234431432,1,2
2076031279,1,2
2523163876,1,2
2109070118,1,2
1991909118,1,2
2473918632,1,5
3005973244,1,2
2007777470,1,2
2958691493,1,2
4298259893,1,2
1979702245,1,2
4390593857,1,2
1999398145,1,2
4238095687,1,2
3095522122,1,2
4244984178,1,2
3202869960,2,4
348974047,1,4
2035160427,1,2
1575738629,1,2
1971179535,1,2
4237605969,1,2
1971931771,1,2
2620914267,1,2
2888799111,1,2
4254391008,2,4
2011544162,1,2
3170209108,1,2
2324429149,1,2
4255018160,1,2
2948014124,1,2
2461151582,1,5
4251036845,1,2
2461356362,2,5
4398952863,1,3
4244643308,1,2
2055495813,3,3
4308391437,2,5
4213275168,1,2
3160775432,1,4
4395230600,1,3
3163705677,1,2
4280597705,1,2
2396669536,1,5
3207058645,1,2
2960759831,2,5
4293216068,1,2
4247601453,1,2
2401024365,1,5
2140000060,3,5
2037486730,1,2
2027463003,1,2
4295006407,3,3
4239523025,1,2
4312076008,1,2
2023855716,1,2
4293391589,1,1
2048104430,1,2
4232561564,1,2
4393505294,1,3
4254690214,2,4
4386171896,1,2
4250797875,1,2
4242249027,1,2
2147681516,1,2
1580674485,1,2
2089050760,1,2
1993058758,1,2
2370081241,1,2
4251123399,1,2
2095117885,1,2
2991978434,1,5
2945461409,1,2
2316067024,1,2
2095325707,1,2
2908178203,1,2
3128763037,1,2
4313060730,1,2
3044050142,1,2
2002810484,1,2
4226239252,2,3
1646665704,1,2
2506251988,1,2
2209062797,1,2
4233282781,1,2
3130512169,1,2
2891325384,2,2
2966824385,1,2
2015111237,1,2
13789886,1,5
2789271083,1,2
2435119471,1,5
3105301198,1,2
4241370866,1,2
2003802003,2,5
4237919419,1,2
2157771544,1,2
2518594627,1,2
4288762689,1,2
2139644956,1,2
4231278066,1,2
2739624303,1,2
4393325051,1,2
4290647470,1,2
4243747383,1,2
4291120696,1,2
4240692920,1,2
2039223844,2,5
4206513295,1,2
2792592421,1,2
1980766135,1,2
4248047227,1,2
4238100236,1,2
4390004601,1,2
4221059107,1,2
9579920,1,2
2527621566,1,2
4255795220,1,2
1829894147,1,2
3108987851,2,4
2922049119,1,2
3205284835,1,2
1969753684,1,2
3001582253,1,2
2739353184,1,2
2797504171,3,5
2112218396,1,2
4247351551,1,2
2924709536,1,5
4244369239,1,2
2045861433,1,2
2551193165,1,2
4312334470,1,2
1991257666,1,2
4396725928,1,2
4232010650,1,2
4320927784,2,5
2125527134,2,5
4387953285,2,5
1975890783,2,5
4387863009,1,2
3093199974,2,4
2162410091,1,2
4235575124,1,2
2969295206,2,5
2117979283,1,2
4233969122,1,2
4245989889,1,2
3032939068,1,2
4293081696,1,2
4237088690,1,2
2099834800,1,2
4390712469,1,2
1964700348,1,2
2293797505,1,2
4230627189,1,2
4390763748,1,2
4250744361,1,2
4282963334,1,2
2084482741,2,5
4388928392,1,4
2770682322,2,5
2066964469,2,5
2057465333,1,2
4394482829,1,3
4226022717,1,2
4395164598,1,3
113633525,1,5
2163213261,2,5
4386484190,2,5
3099417281,1,2
2075163992,2,5
3042810599,1,2
79390124,1,2
1838909952,2,5
2060348097,1,2
634226594,1,2
2051092229,1,2
1985563206,1,2
2437063706,1,5
4237712875,1,2
4239410915,1,2
2083905900,1,2
4298138866,1,1
2910340479,1,2
4241841046,1,2
4254566964,1,2
4239417270,1,2
4380345865,1,2
4248140901,1,2
4384789007,1,2
4387429416,1,2
2039300871,2,5
4398564215,1,3
3106142868,1,2
4236898974,1,2
2344985096,1,2
2800731261,2,5
2805437410,2,5
2068747254,1,2
2483650207,1,2
3045012207,1,2
3154734717,1,2
4377989529,1,2
4291017192,1,2
2419139862,1,5
2574349811,1,2
2418185553,2,5
2019738693,1,2
2464720841,1,2
4366421657,1,2
4396382977,1,3
1998861565,1,2
4252316425,1,2
1977204758,1,2
2099219832,2,5
3022045013,1,5
4243116170,1,2
4312358817,1,2
3101457035,1,2
2410553224,1,5
4298768959,1,1
2322256157,1,2
4254787126,1,2
2132162804,1,2
2111433874,1,2
1596677040,1,2
4381614059,1,2
2951040572,1,2
2057374841,1,2
2098692871,2,4
4243895124,1,2
4200567405,1,2
1994426228,1,2
4206157563,1,2
2051807216,1,2
1992962974,1,2
4380608295,1,2
2092951864,1,2
4286502894,1,2
4239471669,1,2
2020957244,1,2
3041426997,1,2
2026662184,1,2
2313844408,1,2
2021557310,1,2
2951613255,1,2
2013726977,2,5
3032581394,2,4
2411027273,1,2
2527839785,1,2
2592519276,1,2
1575474455,1,2
2500891058,1,2
2162685074,2,5
2944424751,1,2
3023997607,2,5
1975928161,2,5
2321282119,1,2
4251806975,1,2
4232967993,1,2
2977459822,1,2
2952756583,1,2
2770519647,1,2
2417853415,1,5
3198863175,1,2
2320180777,1,2
2037695276,2,5
2418259908,1,2
2008033409,1,2
2770334058,1,2
2061948607,1,2
4310744014,1,2
2072040613,1,2
1589047406,1,2
3135307102,1,2
2009815672,1,2
2032406490,1,2
2347150954,2,4
1987196048,1,2
1978288028,2,5
2771833561,1,2
4401295099,1,2
4396866936,1,2
1965632673,2,5
2591609903,1,2
2087083950,1,2
2927770829,1,2
4362456621,1,2
2891970513,1,2
4230473390,1,2
2264221593,1,2
2895497083,2,4
4390193084,1,2
4398914110,1,3
2565802541,1,2
4399461106,1,2
3021612570,2,5
2004296784,1,2
4238354920,1,2
2327933335,1,2
4206063948,1,2
4376868660,1,2
2166594733,1,2
2019132841,1,2
4251664278,1,2
4396900521,1,2
2399384730,1,5
4206909056,1,2
2914353843,2,4
2412777611,1,5
2085996689,1,2
4399289990,1,2
2506920270,1,2
4206139602,2,5
4238321690,1,2
2329557883,1,2
2080529299,1,2
4250905123,1,2
2030744972,2,2
2313067934,1,2
1539906951,1,2
1973954455,1,2
2096293169,1,2
2736989556,1,2
4252253425,1,2
4311402374,1,2
2246285992,1,5
4200393365,1,2
4382632405,1,2
2043312956,1,2
2164195851,1,2
2039919650,1,2
4397801676,1,3
2081817283,2,5
2414972440,1,5
2013268465,1,2
4395198713,1,3
1968289492,1,2
2765473953,1,2
4389458762,1,2
4234388843,1,2
2058459763,1,2
4321596808,2,5
4393290548,1,2
2036672876,1,2
2080511120,2,5
2413826506,1,2
2013383578,2,5
2029156891,1,2
2338778893,1,1
2031699412,1,2
626420005,1,2
2801662164,2,5
2761409862,1,2
4385835409,1,2
4231583637,1,2
2156270698,2,5
4312551980,1,2
2321887770,1,2
2220683370,1,2
4230364453,1,2
4288070333,1,2
2143716406,1,2
2037285620,1,2
2888757852,1,2
3121913381,2,5
3017285502,2,5
4296095582,2,4
2076435973,1,2
2048355405,1,2
2922184752,1,2
4254829944,1,2
2904533086,1,2
112436839,1,2
2030343261,1,2
2067152324,1,2
4235626705,1,2
4255396222,1,2
2070064629,1,2
4285367858,1,2
2616893597,1,2
2611546415,1,2
4229536423,1,2
2044953866,1,2
1930781592,1,2
4220904345,1,2
1996404473,1,2
4214539173,1,2
2045499091,1,2
4205533731,1,2
4388166737,1,2
4220664395,1,2
4298110469,2,2
2323573683,1,2
2467327565,1,2
4327504851,1,2
4291254876,1,5
2502386408,1,2
4390538906,2,5
1975717744,1,2
2975778618,1,2
2058684244,1,2
2962529081,1,2
3006032275,1,2
1978734386,3,3
2397038842,1,5
2441070376,1,5
4398720220,1,3
2979886085,1,5
4213344387,1,2
4383270242,1,2
2130994249,2,5
1572869323,1,2
2469117110,1,5
4241088229,1,2
4248613985,1,2
2313499073,1,2
4395512185,1,3
1993286098,2,5
2170958895,1,2
2037713271,2,5
4244562193,1,2
3200225076,1,2
1966760048,1,2
2889458517,1,2
1996818111,1,2
2732061510,1,2
4394830846,1,2
184153022,2,5
4312672387,1,2
118721937,1,2
2316058498,1,2
2042564163,1,2
2578200328,2,5
185492037,1,2
3042590728,1,2
2030446676,1,2
2883486138,1,3
2009969907,1,2
2013139431,1,2
2027349297,1,2
2023770578,2,5
2090005101,1,2
3144734253,1,2
2142459652,1,2
42598904,1,2
2120643678,2,5
2025067660,1,2
4238373136,1,2
4321259161,1,2
2088523577,1,2
1988094468,1,2
4383092591,1,2
2091718501,1,2
2029923029,1,2
1543309121,3,5
2008200758,1,2
2992766684,1,5
3181319568,2,5
2171930293,1,2
2509717062,2,5
4214910836,3,5
2090207213,1,2
2031805210,1,2
4240173952,1,2
4399828319,1,2
93788290,1,2
4246997217,1,2
3105603053,2,2
4212907124,1,2
2040422722,2,5
4205991940,1,2
2017263783,1,2
2034541575,1,1
2105946579,1,2
2128164014,1,2
4249820094,1,2
2160036639,2,5
2021387338,1,2
4249240485,1,2
4232832345,1,2
4392159477,1,2
4281989303,1,2
2021499668,1,2
4383616467,1,2
4297955279,1,2
4401326011,1,2
2345158243,1,2
3150411768,1,2
3010155904,2,5
2020987523,2,5
4285085231,2,5
3047430934,1,2
2606431055,1,2
1950005495,2,5
4388148694,1,2
1514989738,2,5
2120041726,1,2
3006286608,1,5
4230404836,1,2
3088637824,1,2
1980761704,1,2
2413681399,1,5
4255054991,1,2
2162693038,2,4
2504203280,1,2
3192586164,1,2
2003743061,1,2
4380674816,1,2
4256497471,1,2
2973092739,2,5
46783026,1,2
2534377105,1,2
4384215012,1,2
4362667425,1,2
3132171318,1,2
1932619527,1,2
4312141312,1,2
1998559004,1,2
2076438039,1,2
2417481832,1,5
1998967251,2,5
2068946377,1,2
2180723835,1,2
2416816924,1,5
2968069281,1,2
3151622729,1,2
4318225086,1,2
2958024695,1,2
4388078816,1,2
2007705769,1,2
1607481387,1,2
4312677337,1,2
4285156500,1,2
4391661674,1,2
624382724,2,5
4303427156,1,2
2417719725,1,5
4252079367,1,2
4236533623,1,2
4237599974,1,2
4394728773,1,2
2536152991,1,3
4232851180,1,2
2727650495,2,4
4397393712,1,3
3027535638,1,2
4398001064,1,3
2065917551,1,2
2090761776,1,2
4243737261,1,2
4392265579,1,2
2329584578,1,2
4381331739,1,2
2726517282,1,2
1997451136,1,2
4220740388,1,2
3111179446,1,2
2017279899,1,2
4253986891,1,2
2988367811,1,2
4382356148,1,2
4206920434,1,2
2122536541,1,2
4384207756,2,5
2327223040,1,2
2093522274,1,2
4246182512,1,2
2033183195,1,2
2789567768,1,2
4301366058,2,3
2113295738,1,2
3093418355,2,4
4377997168,1,2
2145969133,1,2
2071333997,1,2
4255570872,1,2
3198858521,2,4
3092259483,1,2
4313018556,1,2
2582581703,1,2
4252785406,1,2
2096496813,1,2
3200476389,1,2
2044213993,1,2
2797324135,1,2
4280555255,2,5
4310909883,1,2
4293197731,1,2
4256523140,1,2
3005624020,1,2
4250316199,1,2
3025598158,1,2
2401118444,1,5
4323906396,1,2
2074428747,2,5
2478678978,1,2
2463374412,1,5
2397550380,1,5
4243233278,1,2
2056861827,1,2
4239858757,1,2
4283587901,1,2
2010513727,1,2
4253542166,1,2
2014889690,2,5
2019769242,1,2
4364352817,1,2
4401801693,1,2
2060456682,1,2
2040773421,1,2
4386164244,1,2
2013791571,2,5
2973379169,1,2
4312437592,1,2
2279697732,1,2
2952499881,1,2
52237923,1,2
2035577010,2,5
2137662613,1,2
2159758862,1,2
2007075373,1,2
2924210042,2,5
4297875248,1,2
4234067702,1,2
4205456491,2,4
1975406617,2,5
3023226862,1,2
2170522474,1,2
4310957848,1,2
2964017000,1,2
2021839710,1,2
3046144243,1,2
2020591952,1,2
2330464681,1,2
4232174450,1,2
2009214859,2,5
2736349130,1,2
2085920030,1,2
2150264498,2,5
778780502,1,2
2013722908,1,2
1987538801,1,2
4390671577,1,2
4396921444,1,2
2617453033,1,2
4387945356,1,2
1949728204,1,2
2171084675,2,5
1997950522,1,2
2805245506,2,5
4239278093,1,2
4210687252,1,2
4230004426,1,2
2324663564,1,2
2612079910,1,2
2030885350,2,5
2144360939,1,2
2412973388,1,5
2918391740,2,5
2219210280,1,5
4240852776,1,2
2049853184,1,2
4233705744,1,2
2072327128,2,5
1973810534,1,2
2120097753,1,2
2099702516,2,5
4225391191,2,5
2077219926,1,2
35192252,1,2
2610717850,2,4
27421813,1,2
2903009281,1,2
2945873121,1,2
2093332822,1,2
2150249204,1,2
1782057824,1,2
2079103569,1,2
4232363189,1,2
4391600973,1,2
4253051751,1,2
4206914717,1,2
1577473775,1,2
1990279974,1,2
4400540598,1,2
139951942,1,2
4229525154,1,2
4233175893,1,2
2493507327,1,2
4392060722,1,2
1994490677,1,2
1785986686,1,2
4293413497,1,2
2339293856,1,2
1993969627,1,2
4312297544,1,2
4200294155,1,2
4206707502,1,2
2397062486,1,5
2331545003,1,2
2624951255,1,2
2016239739,2,5
4299740565,1,4
2276821577,2,5
2317224120,1,2
3100437890,2,2
4205485826,1,2
2090845117,1,2
2316162270,1,2
2139869195,1,2
