work_id,mesh_seq,mesh_descriptor_ui,mesh_qualifier_ui,is_major_topic
2118110610,1,D000342,Q000209,1
2418012570,11,D008875,,0
2402652265,1,D000230,Q000150,1
1986266648,25,D051901,,0
1451908951,19,D002779,,0
2038364560,8,D015780,,0
2333884632,19,D008807,,0
2059699559,12,D018737,,0
2946666061,3,D011169,Q000002,1
2266265745,2,D001241,Q000191,1
2415685610,14,D004044,Q000008,0
4315752854,3,D012359,,1
4303646615,5,D009693,,0
2079294158,17,D003072,Q000209,0
2755253212,22,D016482,,0
2409642734,17,D008196,,0
2536134499,5,D006801,,0
1983472205,1,D005075,,1
2128524861,5,D000704,,0
2100964723,12,D004777,,0
2066114348,16,D009607,,0
2050580048,3,D009287,Q000627,1
2153483201,2,D002340,Q000097,1
1991102295,14,D010958,,0
889921764,1,D002446,Q000150,1
3025760765,2,D005392,Q000379,1
2742954524,10,D000544,,0
2408153301,4,D006801,,0
2294587087,16,D066298,,0
2152068506,31,D016896,,0
2415397416,8,D001980,,0
2134900398,14,D013667,Q000008,0
2180478,9,D007839,,0
2403332815,11,D014019,,0
3014781923,3,D015227,Q000187,1
1484613809,17,D005909,,0
2412048748,35,D057285,,0
2022110576,26,D010243,,0
2010829754,6,D011451,Q000235,1
3010327895,2,D013405,Q000706,1
2890222799,5,D005260,,0
2411662904,11,D054843,,0
2400447954,3,D006801,,0
2030859959,16,D002295,Q000601,0
2416363681,22,D012104,,0
1582712036,12,D008297,,0
2802363502,7,D012878,Q000235,1
2016102624,13,D009584,,0
1571660769,11,D007278,Q000401,0
2106344050,6,D012867,Q000187,1
2036212062,34,D009842,Q000494,0
2007204474,1,D000927,Q000627,1
2037428579,20,D016666,,0
2405726538,5,D014335,Q000378,1
4246099991,17,D010743,Q000276,0
2062315290,1,D010473,Q000235,1
2035406222,11,D001840,Q000379,0
1539249565,18,D012333,,0
2045611185,2,D003577,Q000096,1
2412473015,7,D012306,,0
3030959380,29,D009281,Q000009,0
2063411295,7,D000368,,0
1767749381,13,D000704,,0
1984716095,20,D013213,,0
4220829071,7,D013788,,0
2000102917,6,D002675,,0
2028709635,9,D004311,,0
2396558634,12,D002443,,0
1512701088,25,D050560,,0
2327102354,23,D015163,Q000175,0
1998924767,7,D005260,,0
2113028865,13,D008605,Q000706,0
2125216100,27,D013539,,0
2215784560,19,D007986,Q000097,0
1851564764,24,D040281,,0
2418017087,10,D008960,,0
4210246630,5,D010641,,0
2059655090,9,D002942,,0
1980696589,12,D004827,Q000175,0
2097880716,8,D002294,,0
2401256633,6,D051379,,0
2583976468,2,D019742,Q000037,1
2421629220,7,D002478,,0
2413165755,18,D007964,,0
1976903338,9,D002250,,0
2977404659,9,D039481,Q000378,0
2002111435,21,D012530,Q000633,0
2343652732,8,D001834,Q000378,0
2032348699,7,D000368,,0
176449718,21,D006801,,0
2404876030,11,D005260,,0
2969440680,9,D008297,,0
4280491439,11,D012189,,0
2006863954,3,D011235,Q000502,1
2121831811,7,D007592,,0
4388870141,7,D060825,Q000209,0
2900100783,13,D002291,,0
2409698991,10,D008875,,0
1995747935,13,D012989,,0
2144434845,2,D002843,Q000648,1
2329270164,41,D011500,Q000494,0
1493980849,13,D015331,,0
2430307324,2,D020407,,1
4206527292,5,D002417,,0
2119687822,9,D001794,,0
2074301068,5,D017361,Q000502,1
2412337221,11,D014955,Q000033,0
138617889,10,D002675,,0
2084539330,24,D015994,,0
2011562782,34,D014831,,0
2005011413,2,D000077406,,1
2101165200,15,D018635,,0
2018551263,12,D008970,,0
2025899251,8,D005260,,0
2090922069,6,D004566,,0
2415444330,5,D046690,,0
2424658896,3,D013999,Q000627,1
2085205176,12,D015331,,0
2444529155,1,D050723,,1
2409277727,4,D000328,,0
2046235270,15,D018604,,0
2979331169,18,D015398,Q000502,0
2559709884,13,D008875,,0
2436517186,9,D039823,Q000737,0
4205919980,13,D007155,,0
2004490269,19,D008297,,0
2008270429,14,D007866,,0
2018994365,12,D011549,Q000378,0
1992338733,10,D000169,,0
1999962901,26,D017384,,0
2402310277,11,D014922,Q000453,0
2411358545,13,D010538,Q000209,0
1891777173,10,D008297,,0
2095854447,6,D000017,Q000378,0
1901986041,14,D007249,,0
2025547211,4,D008403,,0
2412041549,4,D000818,,0
2031724484,15,D008870,Q000648,0
4323920680,1,D003680,,1
1988973968,3,D013180,Q000503,1
2422757838,5,D013553,Q000473,1
2030197263,10,D015816,Q000378,0
2093852638,2,D000368,,0
1988665023,11,D017545,Q000382,0
2077877645,4,D013904,Q000378,1
1870620377,38,D000637,,0
2173141555,6,D004848,Q000503,0
1983575542,8,D006801,,0
1969623787,20,D004224,,0
3043145108,16,D018515,,0
4225790397,11,D037841,,0
2405412273,16,D008871,Q000737,0
2069143392,14,D006801,,0
2015476978,10,D010710,,0
2899503889,20,D007113,,0
2266082002,3,D003430,,0
2093079844,2,D001517,Q000469,1
2419568346,3,D003530,,1
2045929344,2,D018954,Q000627,1
3040306323,11,D000893,Q000302,0
2412921568,5,D003624,,0
2076261981,7,D018797,Q000235,0
1979773004,22,D051379,,0
4362635495,7,D014874,Q000737,0
2065700046,7,D009419,Q000235,1
1969283911,2,D012335,Q000235,1
2030585678,1,D000663,,1
2002209742,47,D018714,Q000379,0
2588099762,8,D005260,,0
2042695634,2,D006182,,1
1984679061,21,D014346,,0
2411471921,23,D012709,Q000032,0
2401951831,13,D052203,,0
2072881510,9,D003001,,0
1998609098,18,D010756,,0
2261114876,3,D000328,,0
1991780820,2,D001514,Q000009,1
2437554616,17,D007106,,0
2040269526,6,D049672,,0
4315929076,6,D000818,,0
2986584410,17,D010062,Q000379,0
2356776920,7,D003715,Q000635,0
2072348823,3,D000818,,0
3126328046,13,D013509,,0
4394759218,3,D003430,,0
2055850679,3,D007866,Q000098,1
2043716585,27,D015995,,0
2054660058,15,D058752,,0
2735136439,6,D016587,Q000494,0
2063953034,6,D015444,,0
1992320498,18,D006413,,0
2311213081,11,D004195,,0
2411720800,12,D006801,,0
122372066,10,D001780,,0
2171369894,27,D008264,Q000166,0
2161564166,7,D005602,,0
2970991849,7,D050723,Q000209,0
1491577351,6,D005260,,0
1965328208,6,D002176,,0
1529915889,2,D007962,,1
2400272089,4,D017743,,1
2409009033,6,D005260,,0
2911218486,30,D006969,,0
2414487892,9,D028681,,0
2796225404,17,D003937,,0
2005796301,4,D010911,Q000000981,1
2049521108,14,D004272,,0
2434960744,17,D005774,,0
258793005,9,D016022,,0
2029152561,12,D015897,,0
4123566,4,D011574,,1
2047077843,8,D000818,,0
2057634665,9,D029742,Q000235,0
2772616374,11,D018670,,0
1974192310,3,D012367,Q000378,1
2099753445,7,D014874,Q000737,1
2147588790,3,D012964,Q000378,1
2440415986,1,D001292,,1
2922430918,9,D005260,,0
1980697231,4,D006086,Q000209,1
2020268410,34,D011619,Q000009,0
2130975342,1,D054428,Q000494,1
2061209770,9,D009788,,0
4282973773,3,D055868,,0
2960385417,2,D003704,,1
2081776090,12,D006801,,0
2412066986,13,D008198,,0
2130992508,7,D006803,,0
2151254618,35,D052247,Q000378,0
2051215942,4,D007335,Q000494,1
2010595691,7,D001419,Q000378,0
4389801919,4,D000086382,Q000453,0
2013622728,33,D051195,Q000235,0
2440947144,9,D009500,,0
2100736686,19,D066298,,0
2114318154,8,D001943,,0
2066847148,8,D011665,Q000473,1
3090663234,2,D007474,,1
2169240883,17,D018571,,0
55598448,7,D002762,,0
2013263742,23,D011087,Q000175,0
2432486352,6,D014586,,0
2055723908,10,D004770,Q000235,0
202140824,13,D011239,Q000009,0
1978246241,9,D001847,Q000276,0
2089947626,13,D016967,Q000302,0
2161936501,2,D015276,,1
2408292629,3,D000328,,0
4391055753,1,D048868,Q000235,0
4388696142,4,D020407,,0
2162332541,21,D000949,Q000235,0
2949677140,9,D018360,,0
2059395211,2,D018929,Q000379,1
2912721804,11,D002418,,0
2143733734,16,D001921,Q000166,0
1997739080,3,D004562,,1
2272098003,5,D000223,,0
2072076906,15,D008863,,0
2417719842,3,D014388,Q000628,1
2129444774,2,D003448,,1
2093008963,12,D018749,Q000737,0
2442632376,15,D008969,,0
2013302721,13,D009361,,0
2137158408,18,D017353,,0
2407034969,21,D017208,,0
2051673499,12,D007211,,0
4313893351,11,D045164,Q000379,0
2439653174,12,D011568,,0
2000660619,20,D007166,Q000008,0
2622616651,25,D020778,,0
85014276,5,D000328,,0
182711855,25,D013921,,0
4214523889,5,D005506,,0
2067495100,20,D011108,,0
1965426752,21,D019936,,0
2914608196,4,D014646,Q000175,1
2465915086,11,D008334,Q000033,0
2460282667,5,D006309,,0
2003909875,17,D001562,Q000627,0
2071406723,12,D011135,Q000096,0
2076162925,3,D000368,,0
2404417832,8,D006801,,0
2002138591,16,D006801,,0
1970748996,16,D019305,,0
2810506596,23,D010817,,0
1521857018,16,D004268,,0
2147997288,21,D011943,,0
2401386203,1,D006042,Q000175,1
1438680585,2,D010100,Q000378,1
2061003039,23,D050725,,0
20305124,3,D003920,Q000178,1
3211930719,8,D000458,Q000378,0
1981310063,4,D005502,,1
2016889181,3,D012128,Q000628,1
2148243515,11,D010125,,0
2544521168,5,D006379,,0
3157300694,8,D006801,,0
2407835687,14,D049993,Q000494,0
1980190518,2,D030009,Q000737,1
2408832567,6,D001786,,0
2769957434,41,D065626,Q000517,0
2031347784,15,D013787,,0
3047208612,4,D006801,,0
2076226166,7,D007194,Q000453,0
2165817924,10,D009132,,0
4292143405,1,D002929,Q000633,1
2081209290,6,D002118,Q000378,0
3163516774,21,D012697,,0
2441311556,4,D002455,,0
2403377231,5,D013964,Q000601,1
2416092333,8,D008198,,0
2021191303,12,D009041,,0
2074244064,35,D009687,,0
3092334247,6,D000962,,0
2412526323,10,D013617,Q000628,0
2030649313,7,D002540,Q000502,0
98018416,4,D000368,,0
3025629463,10,D007571,,0
2417422587,1,D018501,Q000627,1
2132814719,19,D055172,,0
2401439133,14,D004983,,0
2110596627,9,D001434,,0
3008706786,8,D007889,Q000453,0
2036717770,8,D002470,Q000502,0
2051294838,15,D008297,,0
1552537924,16,D016133,,0
2036753483,5,D004247,Q000378,0
2170903814,53,D047888,Q000187,0
4393886851,4,D005260,,0
2094689491,5,D005260,,0
2399376481,4,D000367,,0
2411892675,6,D006801,,0
2577720852,23,D005158,Q000209,0
2089877734,10,D003593,Q000648,0
2412751274,18,D012720,,0
1588790565,14,D008297,,0
1997664932,10,D000595,,0
2460945394,26,D016577,,0
2286837728,6,D014507,,1
2612919986,12,D008875,,0
2071745441,17,D006801,,0
2557274378,1,D000070642,Q000097,1
2402556358,14,D008239,,0
2982606493,11,D006760,,0
165078276,3,D008880,Q000379,1
2094058386,3,D017955,,1
1872387875,12,D017063,,0
2419389445,6,D006801,,0
2124854582,4,D053124,Q000145,1
2884249699,21,D010713,Q000032,0
4300094994,4,D002277,Q000628,0
2342117606,1,D009369,Q000523,1
1976703528,8,D000818,,0
2992600084,7,D012809,Q000601,0
2411763954,11,D007044,,0
2905260846,9,D006493,Q000031,0
2899675538,22,D010730,,0
2170455127,23,D006937,,0
2048701262,14,D004847,Q000187,0
2067031565,11,D004285,,0
2060137299,17,D008197,,0
2603494809,9,D017173,,0
4390706820,8,D018520,Q000378,0
1971561543,11,D005260,,0
2413275719,13,D003572,Q000494,0
2908615179,24,D012189,,0
2991362936,2,D056804,,0
2439185236,12,D023201,,0
2086072819,4,D050397,Q000379,1
3041788140,15,D008297,,0
2030668296,6,D003695,,0
2107309247,11,D018579,,0
2029306979,18,D013274,Q000235,0
1966193088,5,D006801,,0
3203438237,10,D001943,,0
4214711184,9,D009389,,0
2080421046,13,D006801,,0
2138469365,13,D019204,Q000378,0
2753519246,7,D005260,,0
4241567255,10,D013927,Q000628,0
2006404625,10,D010084,,0
2416303380,7,D018529,Q000639,0
2963840461,5,D014865,,0
2034789357,12,D001523,,0
2889186063,18,D049268,,0
2095521671,14,D015151,,0
2015311102,9,D015144,,0
1983244428,22,D018570,,0
2520741755,13,D008279,Q000379,0
2267244342,21,D019172,Q000379,0
2946394274,10,D060825,,0
259162643,2,D004681,Q000209,1
2099771035,1,D003469,,1
2430447346,3,D005762,,1
1999778056,19,D011091,,0
2171707275,5,D058846,,0
2016051802,1,D001894,Q000032,1
2395813695,9,D009971,,0
2062592244,22,D006801,,0
2950578236,34,D059016,Q000187,0
2016921533,4,D002462,,0
2394674028,3,D012886,Q000293,1
2065786307,12,D000328,,0
2000705491,21,D009682,,0
2058567458,33,D010940,,0
1150626081,1,D003924,Q000517,1
2043799426,9,D015279,,0
1856081420,5,D000960,Q000627,1
1970069976,6,D005518,Q000523,1
2069391739,8,D004210,Q000379,0
2088358449,2,D002283,Q000473,1
1585202308,12,D007090,,0
2029661591,4,D001965,,0
2158168507,1,D018797,Q000378,1
2104440831,15,D013405,Q000639,0
4205722079,9,D014057,,0
2139230447,23,D017346,,0
2089996138,11,D006801,,0
2083470360,16,D005260,,0
2029775498,8,D012559,,1
4387756451,1,D059906,,1
2018751830,13,D006984,,0
2207692209,13,D010176,,0
2050857755,13,D012074,,0
2094197255,9,D011698,,0
2410359830,5,D012828,,1
2091931441,12,D002681,Q000453,0
2089585783,8,D003907,,0
2286866204,8,D003542,,0
1996054510,11,D050197,,0
2441667372,6,D014717,,0
2405074402,7,D049673,,0
2015800989,2,D006657,Q000032,1
2210802721,4,D010147,Q000379,1
1968082062,48,D017211,,0
2416149914,11,D000971,,0
1977821315,16,D020127,,0
2065889017,20,D006801,,0
2069838676,9,D005260,,0
2042895065,3,D006624,Q000378,1
2036402287,26,D009203,,0
2076035203,12,D008807,,0
3042584249,10,D001549,Q000008,0
2444341227,17,D007093,Q000378,0
1996670568,15,D013702,Q000502,0
2462811837,9,D000380,,0
89832320,5,D005260,,0
2085329116,1,D015706,,1
2132195012,6,D000740,Q000097,0
1998219127,4,D000328,,0
2899322096,7,D000369,,0
4281666148,1,D015658,,1
2409993178,5,D004730,Q000648,0
2900555844,15,D006801,,0
2017074079,11,D019008,Q000187,0
4226120127,10,D012892,Q000150,0
4306407736,6,D006528,Q000517,0
2019425183,18,D016193,,0
2416567596,7,D001008,,0
2012352784,22,D026422,Q000494,0
2150967559,7,D005786,Q000502,0
2119953304,22,D008822,,0
2443978791,5,D000818,,0
2397196779,5,D010939,Q000662,1
2023401235,16,D008991,,0
2045569944,9,D000069286,,0
2112484115,7,D013816,,0
12266816,8,D011786,,0
196969852,12,D001693,Q000502,0
2067309654,16,D009156,Q000378,0
2971112425,1,D063405,,1
3005277803,3,D006801,,0
2195149152,13,D018482,Q000473,0
2330746526,5,D006680,Q000235,1
1965593385,12,D011857,,0
2402512778,15,D051381,,0
2411989202,6,D009638,Q000494,0
2171058553,21,D012086,,0
3083501293,11,D058866,,0
2411440728,7,D000907,,0
2790617822,9,D008870,Q000648,0
1965383359,4,D001483,,0
2419389034,3,D004035,,1
1994905053,2,D017060,,1
2414758649,9,D010287,,0
2407046021,14,D009203,Q000628,0
2944895731,11,D004954,,0
23382737,3,D005195,,1
2056508657,20,D003865,Q000523,0
2059423557,38,D011388,,0
2018633753,7,D000161,,0
158134618,5,D002947,,0
2076075921,7,D002712,,0
2031314367,3,D017207,Q000033,1
2094516299,26,D014945,Q000235,0
2416184774,3,D000818,,0
2172081058,8,D003080,,0
1975232826,5,D013481,Q000378,1
1978423344,18,D012333,Q000032,0
3163087701,13,D060825,,0
2080777566,23,D034741,Q000235,0
2003135408,15,D008297,,0
2072019925,10,D003216,,0
3064748890,12,D015023,Q000453,0
2005366706,25,D009416,Q000502,0
4391913215,6,D000267,Q000517,0
2417970353,5,D003248,Q000209,0
3025441160,29,D007008,Q000175,0
1481510645,19,D016335,,0
2799734506,2,D003704,Q000451,1
2915290760,3,D040262,,1
2121158220,19,D011446,,0
2095423625,32,D009062,,0
2065753922,11,D011199,,0
2888187789,32,D010767,Q000031,0
2332483231,8,D015153,,0
2000829740,5,D000328,,0
2088046568,11,D007700,,0
2409105067,10,D012804,,0
2015701590,32,D014527,Q000097,0
2037256678,2,D001281,Q000150,1
2100880344,2,D010100,Q000097,1
133408172,11,D002648,,0
1999985193,17,D011725,,0
3096292165,3,D000073640,,0
2193377892,21,D015203,,0
3016510657,10,D016377,,0
2069435904,11,D014184,,0
2083470031,30,D020298,,0
2021171647,14,D017208,,0
2067029771,27,D008875,,0
2095388160,5,D004651,,0
2395840170,2,D007248,Q000235,1
2748462561,3,D007004,Q000008,1
1974175754,7,D002448,,0
2116369500,27,D020868,Q000187,0
2117321104,6,D010455,Q000378,1
2009886925,2,D011519,,1
2463909031,13,D007223,,0
2095313211,2,D005793,Q000502,1
2317717257,15,D000077216,,0
4289887054,7,D011091,Q000737,0
2945655423,10,D008288,Q000453,0
2401207152,9,D006679,Q000821,0
2001991689,13,D011506,Q000032,0
2129091691,7,D017028,,0
2123009247,1,D004265,Q000737,1
1966092089,3,D006859,Q000737,1
2026539771,18,D011328,Q000302,0
1984706820,18,D006339,Q000187,0
2070545167,36,D012189,,0
2054276844,17,D010802,,0
2398550363,12,D007866,Q000601,0
198624844,4,D000328,,0
2220931159,16,D010455,,0
2414452401,8,D012120,,0
2058968917,27,D006951,Q000150,0
2158519920,16,D007410,Q000139,0
2605641424,1,D000998,Q000138,1
2091677226,1,D000588,Q000627,1
2090141953,3,D012550,Q000235,1
2065042043,5,D002648,,0
1483968880,25,D007073,Q000032,0
2146612171,16,D012098,Q000187,0
1947444252,23,D007442,,0
2406761037,2,D009154,,1
2337014711,10,D005240,,0
155418567,20,D016343,,0
1997885565,8,D011863,,0
2114366849,9,D016728,,0
1975602999,8,D008297,,0
1493169433,12,D003001,,0
67848714,10,D002163,Q000453,0
2012359314,1,D002516,,1
2087687808,2,D014780,Q000302,1
1523784833,1,D007958,,1
2468370145,8,D007621,,0
2001755357,42,D007668,Q000378,0
2078191855,2,D002869,,1
3201268752,9,D058873,,0
2087434435,11,D001653,,0
2883370987,16,D053685,,0
2031318361,12,D008099,Q000033,0
2213990922,16,D008078,,0
2051360755,8,D015704,,0
2416300164,23,D010196,,0
2355780582,22,D002166,Q000008,0
181908216,4,D012878,Q000209,1
1995033602,2,D026901,Q000378,1
2009614501,6,D012313,Q000378,1
2934319577,15,D012559,,0
4396648046,9,D008297,,0
2413326327,18,D006515,Q000276,0
2408718280,1,D009200,,1
1988976667,1,D014432,,1
2767695000,3,D061214,,1
2156156989,15,D001424,,0
2066735854,10,D002658,,0
2411324341,1,D013651,Q000175,1
2064361455,21,D036301,,0
2050519709,21,D010198,,0
2118263937,12,D017723,Q000379,0
1980972652,3,D000818,,0
165440848,6,D000328,,0
86909152,2,D008279,Q000379,1
2474534178,19,D014851,,0
4205530672,2,D013094,,1
1651003006,5,D000058,,0
1909017013,5,D000368,,0
2028940434,6,D000740,,0
2125721859,12,D010100,,0
2024670940,2,D005809,,1
2133758008,11,D020641,,0
2402837653,8,D013038,,0
2121583756,14,D011441,Q000627,0
2467976931,12,D007231,,0
2415819547,22,D012079,,0
2005541841,6,D002648,,0
2046036157,3,D009132,Q000378,1
2219520058,28,D010397,Q000031,0
2060268700,10,D005260,,0
2026768080,8,D000536,,0
2050395468,15,D006863,,0
2725573653,1,D001943,Q000473,1
2047461103,2,D001290,,1
2143851462,21,D013737,,0
2399290924,5,D004827,,0
2425737380,10,D002463,Q000187,0
2064267514,23,D009044,,0
4310027395,4,D016678,,0
2398414273,5,D000900,Q000627,0
2411189120,3,D016030,,1
2065650877,12,D002135,Q000737,0
3168745664,12,D064792,,0
1969661818,16,D007231,,0
2751597476,22,D056945,,0
1998104226,1,D001283,Q000503,1
1986459070,17,D007231,,0
2064008243,21,D008297,,0
2807453838,20,D025542,Q000235,0
2406428565,16,D011627,,0
2409751915,22,D016896,,0
2085763229,15,D055815,,0
2151849424,22,D014774,Q000235,0
2743160957,18,D017052,Q000639,0
2003411126,9,D009683,,0
2418306904,7,D005910,,0
2411188747,14,D039481,,0
1737323150,17,D008944,Q000209,0
2056788637,25,D012307,,0
2884974424,5,D000831,,0
2037404192,3,D002531,Q000201,1
2046803507,2,D016679,,1
2410861850,11,D007318,,0
4387215259,5,D015444,,0
2620854896,7,D019409,,0
2168779850,13,D015233,,0
1994411126,7,D003201,,0
2944628679,12,D007902,,0
3193982890,1,D010036,,1
1968755106,9,D000242,,0
1965191978,21,D008875,,0
2084637723,18,D015870,Q000187,0
2150312265,6,D015120,Q000633,0
2332320370,35,D014443,,0
2158857874,1,D002869,,1
1979376638,10,D009856,Q000235,0
2024384693,8,D000818,,0
122743095,16,D011859,,0
2410805075,12,D000072339,,0
2418209622,3,D009726,Q000523,1
2091616609,5,D005260,,0
2598753262,4,D005260,,0
4243749032,19,D014635,Q000009,0
2415133400,8,D000369,,0
2793958917,6,D015444,,0
3036331299,6,D058873,,0
2024003539,5,D001011,,0
2110178731,14,D006801,,0
2141716958,22,D012150,,0
2022721955,24,D011134,Q000494,0
2122628709,1,D000255,Q000096,1
2417178054,4,D000367,,0
2056600594,1,D052918,Q000379,1
2412533253,15,D005755,,0
2898631328,9,D008875,,0
2136116249,23,D009474,,0
2326298187,14,D009092,,0
2564806342,14,D004730,Q000382,0
2024659266,15,D049109,Q000187,0
1982109491,27,D015800,,0
2146041504,3,D002169,Q000175,1
2141033298,24,D016853,,0
2081601959,10,D001294,,0
1979187694,4,D000293,,0
1979707883,10,D003430,,0
2013045230,11,D005260,,0
2408537502,2,D005476,Q000008,1
2160850533,19,D062789,,0
2071583980,3,D009132,Q000382,1
2596514431,13,D017302,,0
1974078141,11,D008856,,0
2965836296,15,D006321,Q000503,0
2125771178,12,D001828,,0
2337125676,7,D010456,Q000737,1
2401980825,2,D000779,Q000494,1
2039900376,5,D000328,,0
4297242574,4,D000090043,,0
1999795669,26,D011379,,0
2418714580,1,D002454,,1
2417651133,1,D003192,,1
1993655469,6,D002675,,0
2096978601,1,D001288,,1
2183002920,30,D012846,,0
3023920408,2,D002318,,0
2000205785,23,D011014,,0
1985611339,11,D007150,,0
2147596121,11,D012639,Q000254,0
2147060151,4,D008175,Q000556,1
23760291,1,D008010,Q000523,1
4392881572,4,D006779,,0
4321478436,5,D005260,,0
2125760866,31,D020133,,0
1983320917,26,D011994,Q000737,0
3017080205,9,D006224,,0
1993871827,6,D000831,,0
2989750735,8,D005602,,0
2056093510,18,D008674,Q000276,0
2468323790,9,D011183,,0
3010256455,9,D011247,,0
2409638215,13,D002463,Q000187,0
2416200027,4,D014481,,0
2225246099,10,D001565,,0
2106840769,9,D000818,,0
4297231520,1,D000072001,,1
2034879994,1,D002277,Q000201,1
3192655550,2,D004715,,1
2413011401,4,D003951,,0
1995411064,14,D005598,,0
4210439167,13,D009369,,0
2122223749,29,D013699,Q000000981,0
2411603390,4,D002684,,0
2418222123,7,D000328,,0
4200067700,2,D002213,Q000378,1
4387378162,3,D000088343,,1
2002789348,8,D011247,,0
2397668207,8,D011274,,0
3196709510,6,D032921,,0
2136754863,3,D005938,Q000494,1
2152692575,7,D000081,,0
1991973751,8,D006801,,0
2570509715,16,D007328,,0
4211084475,22,D004247,,0
2923747892,19,D007249,Q000378,0
2052505538,2,D055442,,1
2444264634,1,D013959,Q000175,1
2410421532,4,D000328,,0
2736966995,25,D010802,,0
3206330110,28,D019344,Q000009,0
2195798367,8,D002648,,0
2075064272,10,D006801,,0
2033178776,25,D008070,,0
1910168516,23,D053719,Q000379,0
2809360707,9,D000369,,0
2655245291,3,D059630,Q000166,1
2419065690,3,D001291,,0
1973544773,7,D000818,,0
3005206576,6,D006801,,0
2043640831,16,D006321,Q000196,0
2074680809,1,D001943,Q000378,1
2768446463,9,D006877,,0
1981296377,23,D010296,,0
2141231938,11,D015687,,0
2052325631,6,D014276,,1
2396313570,5,D011247,,1
2108934548,18,D013477,Q000166,0
1984420438,5,D018377,Q000494,1
2265732624,4,D002543,Q000209,1
2087829310,8,D006801,,0
2256083622,3,D000368,,0
1963771309,12,D009532,,0
2412440891,18,D015837,,0
4366438310,5,D006801,,0
2012471951,8,D004358,,1
161883251,6,D002478,,0
2088938749,15,D006352,,0
2067723895,24,D011919,,0
2145652787,2,D002502,Q000378,1
2041193723,11,D008089,,0
3025661258,6,D012307,,0
4386533540,2,D001185,,0
2064637404,26,D007986,Q000378,0
2014841910,3,D005277,Q000031,1
2127779718,8,D001783,,0
2087467993,4,D007107,Q000187,1
2029341282,26,D009124,,0
1798498395,15,D011073,Q000032,0
2077899745,15,D010974,,0
2552576838,21,D015179,,0
2070410534,24,D013714,Q000453,0
2002293277,10,D007758,,0
2946558580,2,D009999,Q000209,1
1874368752,6,D014132,Q000098,1
2954785814,17,D033661,Q000378,0
22164442,2,D008925,Q000494,1
2076188667,6,D012162,Q000601,1
2086222466,8,D007700,,0
2418192279,16,D011065,Q000235,0
4285044395,2,D007333,,1
1999234400,15,D001692,,0
2097616878,4,D009942,,1
2100323547,18,D006538,Q000737,0
2074640842,5,D000368,,0
2915928351,6,D005260,,0
2131934935,14,D004023,,0
3127690966,8,D011788,,0
2103189225,15,D005260,,0
2423201893,9,D000925,,0
2067957115,6,D019370,,0
2281655644,8,D008297,,0
64537187,9,D005260,,0
4212827099,15,D008875,,0
2292432325,2,D009765,Q000517,1
2330129605,5,D000328,,0
85944963,12,D017880,,0
3125831090,5,D000843,Q000601,0
1980712182,4,D010944,Q000235,1
1999305196,15,D003451,,0
2032690204,5,D013727,Q000706,1
197466324,21,D015494,,0
2050967798,18,D011485,,0
2137218896,3,D012727,,1
2123455369,7,D002908,Q000191,0
2070016166,2,D016487,,1
2006264406,9,D008297,,0
2102833176,5,D004285,,0
2410803903,3,D006973,Q000150,1
2025406141,15,D010555,Q000706,0
2090911256,7,D002295,Q000473,0
2163512482,6,D002170,,0
1964616046,6,D019380,,0
2472933931,10,D013274,,0
1964604925,11,D006801,,0
19380327,10,D008266,,0
2153207929,10,D017063,,0
1975447194,3,D016166,Q000737,1
2034231335,10,D002118,,0
2101779701,12,D002245,,0
2058833351,3,D009132,Q000378,1
2086321540,5,D050356,,1
2765243006,9,D012916,,0
2962668272,19,D018396,Q000097,0
138483648,12,D013329,,0
2582355280,13,D003324,,0
1984670261,3,D009475,Q000201,1
4245371821,8,D014665,,0
2152019581,22,D007202,,0
2131519080,6,D010053,,1
2088452585,2,D000860,,1
2609470603,19,D055815,,0
2003472096,7,D008049,,0
1586799290,10,D003517,Q000633,0
2396731367,14,D012135,,0
2316401659,23,D057139,Q000627,0
3009408537,16,D011237,,0
1997008329,16,D011868,Q000032,0
2024903695,20,D018696,,0
1528935057,7,D001646,,0
2002768865,20,D020935,Q000187,0
2767244088,3,D010290,Q000523,1
2314950020,1,D007688,,1
248124385,7,D000818,,0
2012284536,2,D005285,,1
2005319843,20,D007114,,0
1794771848,11,D008545,Q000188,0
2404619890,10,D006801,,0
3004529956,7,D000505,Q000503,0
2884193995,10,D004734,,0
1539023137,19,D008854,,0
1546694720,16,D009416,,0
2110330006,12,D018281,Q000401,0
2461453397,10,D014408,,0
2072568929,8,D003967,Q000382,0
2429497924,1,D007182,,1
2142130123,13,D005260,,0
2737695564,5,D005962,Q000097,1
2346675455,12,D008297,,0
2010695444,8,D002460,,0
2032890518,15,D005260,,0
2409994101,18,D009203,,0
2229361560,18,D014089,Q000379,0
2084409551,18,D007375,Q000378,0
2072738805,18,D004347,,0
2004865126,4,D001201,,0
2395901457,8,D000975,,0
2021388250,30,D009103,Q000188,0
4238483471,14,D006801,,0
1981181755,38,D012313,Q000378,0
2143633516,21,D014771,Q000648,0
2346729551,31,D014157,,0
4210525610,13,D014357,Q000737,0
2080502894,23,D005786,Q000235,0
2810583085,11,D002445,,0
2066189281,8,D006470,Q000175,0
2058168093,10,D020013,,0
2414581355,18,D005260,,0
2140913187,17,D013601,,0
2405385860,6,D004355,,0
