work_id,mesh_seq,mesh_descriptor_ui,mesh_qualifier_ui,is_major_topic
1990724321,19,D010510,Q000209,0
2252946231,8,D005060,,0
2109220973,5,D000368,,0
2133845068,38,D011446,,0
2405343196,1,D006749,Q000592,1
2435879678,9,D006330,,0
2898446237,16,D006801,,0
1991474001,19,D019030,,0
3090319703,4,D006801,,0
2072674625,18,D020925,Q000276,0
2411426037,3,D013924,Q000517,1
2041504187,16,D007371,,0
2409393643,24,D065692,,0
1971995495,1,D000978,Q000009,1
1968653842,28,D015044,,0
2126848629,28,D007275,,0
1996792431,17,D012878,,0
2286690000,4,D014925,,0
2409768275,9,D038524,,0
2400393235,4,D001794,,0
2408955208,11,D002986,,0
1965084592,11,D001992,Q000166,0
4237181714,1,D000971,Q000008,1
2023973927,12,D008297,,0
2398911531,29,D011552,,0
2123220848,7,D010940,,0
2062687445,5,D011183,Q000175,1
2395387050,38,D012762,,0
2046197352,7,D002477,,0
2415259657,9,D007231,,0
2098290520,10,D001794,,0
2038628070,7,D001921,Q000187,0
4394699829,2,D019645,,0
3005758868,7,D000293,,0
2174447939,14,D011183,Q000401,0
2315380140,11,D006391,,0
2903705355,6,D000818,,0
2013030445,14,D000960,,0
1981675388,23,D006801,,0
3020870478,8,D000596,Q000378,0
2025959536,5,D001996,,0
4309679319,2,D003702,Q000209,0
2164025103,2,D011956,Q000502,1
2123014691,1,D004310,Q000000981,1
2884679706,5,D006801,,0
2983028230,5,D040941,,1
2531686814,26,D008279,Q000706,0
2051737020,21,D017208,,0
2008855143,25,D004926,,0
2776943698,4,D065467,Q000379,1
4281561479,5,D006490,Q000737,0
2397855871,6,D000596,Q000032,0
2536966634,10,D009033,,0
2227811422,10,D002908,,0
2417845776,11,D003534,,0
2906853585,2,D015207,Q000453,1
2162219105,2,D006348,Q000295,1
2413756404,11,D000911,,0
93259050,10,D003928,Q000628,0
2397695168,10,D006801,,0
2118006821,5,D000368,,0
3087132653,7,D006377,,0
2541161948,5,D005350,Q000601,0
2067114333,22,D053631,,0
2052585677,14,D008593,,0
2021886845,5,D006801,,0
2340758923,23,D013194,,0
2792842642,4,D038441,,0
2418427025,12,D013552,,0
2985622665,37,D020950,,0
2094903398,1,D000383,Q000191,1
1515067317,17,D008175,,0
2157923481,5,D006801,,0
1574064714,2,D005227,Q000378,1
2146368421,14,D015498,,0
2088182530,4,D002138,,0
2997722890,11,D005260,,0
2131326991,12,D006801,,0
2030961920,13,D051381,,0
2070264861,11,D022124,,0
1964436662,11,D017180,Q000628,0
2053839949,6,D020013,,0
2048324683,8,D001850,Q000382,0
2948794487,22,D012307,,0
1506226496,23,D008875,,0
2903537745,19,D008297,,0
2270442770,21,D012509,Q000175,0
2090208884,8,D000900,Q000494,0
2120213269,8,D008297,,0
2022863970,13,D013449,,0
2756120355,2,D016922,Q000235,1
2395687555,13,D007075,,0
2157323543,20,D006969,,0
2073216836,21,D000516,Q000235,0
3126614321,20,D012216,Q000188,0
2421358943,4,D002017,,0
2938791993,10,D001921,Q000502,0
1594297729,18,D006801,,0
2228769203,4,D006801,,0
2019564869,16,D016654,,0
2108663974,20,D018076,Q000032,0
2106738364,17,D007223,,0
2742214638,5,D008962,,1
2000481468,9,D004252,Q000295,0
2912383364,4,D000818,,0
2077014435,23,D033921,Q000378,0
2038417362,9,D001483,,0
4241738684,12,D005531,Q000209,0
3129383932,1,D023281,,1
2015659654,3,D000595,,0
2977470329,12,D002470,Q000187,0
1549306811,26,D018977,,0
2041459920,18,D010146,Q000188,0
2616960423,15,D017079,,0
1988801854,13,D018506,,0
4388283045,10,D006620,Q000601,0
2168092685,19,D010902,Q000503,0
159107118,12,D049268,Q000379,0
4214490028,6,D004636,,0
2423784842,10,D009132,Q000502,0
2323111272,24,D013154,Q000276,0
2569193116,18,D007778,,0
1981339491,21,D009203,Q000139,0
2324379307,7,D013026,,1
2753973482,2,D011658,Q000209,1
2885317209,9,D015403,,0
3118735616,12,D006801,,0
2418427991,2,D002277,Q000175,1
2398871690,10,D006801,,0
2094533292,8,D002983,,0
4221072186,4,D001918,Q000379,0
2325670665,8,D006644,,0
2098611876,11,D008297,,0
2127642119,13,D042461,Q000378,0
2125879694,24,D015398,,0
1997778542,7,D003937,,0
2564883775,19,D009765,,0
2910139201,1,D000383,Q000379,1
4295420245,5,D006801,,0
2084513455,27,D012737,,0
4221028543,6,D005232,Q000378,0
2014561494,14,D016016,,0
2057834661,26,D010296,Q000601,0
2023944291,17,D013290,Q000601,0
2045987431,20,D011581,,0
2172048931,4,D001513,,0
272076544,9,D008099,,0
1998548869,7,D007124,,0
2127959731,8,D010856,,0
2036579853,14,D011433,,0
4308743069,9,D016216,,0
2095929279,8,D000293,,0
2028261883,15,D006716,Q000502,0
3186826328,29,D021381,,0
2042765500,11,D005434,,0
3028171416,16,D008124,,0
2188889070,6,D017398,,0
2118256435,16,D003110,Q000473,0
2005808255,10,D008297,,0
2043811867,2,D004353,Q000379,1
2088149517,4,D000818,,0
2165051896,18,D013874,Q000009,0
2071223882,5,D016060,Q000379,1
2090426442,3,D002477,Q000378,1
2180268213,16,D009369,Q000601,0
2063854865,4,D008279,,1
4290380926,25,D011810,Q000494,0
2409815377,6,D009142,,1
3108483544,8,D006801,,0
2344637063,5,D010549,,1
4387116325,3,D010920,Q000000981,0
2130465789,30,D014176,Q000187,0
2049461326,9,D010865,,0
161406937,6,D013292,,1
2049966996,11,D005260,,0
2094799434,3,D008113,Q000556,1
2030657818,13,D008605,,0
2077070989,3,D006239,,1
2963559354,16,D020869,Q000662,0
2257448090,7,D005260,,0
2061577287,15,D013093,,0
2076772212,4,D003198,Q000706,0
2302296940,14,D007552,,0
177858147,13,D005260,,0
2063330418,4,D043942,Q000737,1
2419908827,3,D008598,Q000150,1
2052646014,12,D018691,,0
119706011,10,D006801,,0
1586587860,32,D012513,Q000503,0
2406150449,1,D008058,Q000032,1
2095467998,15,D008892,Q000378,0
1965084627,2,D010165,Q000737,1
4200056638,7,D005347,,0
2436361195,9,D013745,,0
2001723434,11,D011256,,0
2084723401,3,D012164,,1
1595753167,10,D005260,,0
1972397541,29,D011550,,0
2044294344,9,D000230,Q000235,0
2051233681,2,D010165,Q000737,1
2034728908,1,D018737,Q000502,1
2409445445,8,D007617,,0
1963700603,3,D005260,,0
2520114044,1,D003657,,1
2428135609,10,D012595,,0
1995012899,2,D008173,Q000503,1
1976774734,28,D014363,,0
2945640279,16,D009305,Q000382,0
1966372198,8,D008408,,0
2991441561,6,D002851,,0
2042549287,6,D000328,,0
2287114143,20,D010957,Q000378,0
2163612020,4,D000886,,0
2026754914,13,D002540,,0
2560830110,5,D014057,,1
1984630972,14,D006801,,0
2427055620,8,D005944,,0
2574856486,23,D011295,,0
2130972695,22,D015040,Q000737,0
2413533984,19,D014131,,0
2419419778,7,D002294,,0
2150747025,14,D015534,Q000235,0
2161260540,14,D010802,,0
1964113175,5,D000818,,0
4309859701,5,D006801,,0
4388952094,8,D006352,Q000000981,0
2408791916,20,D017149,,0
2978184647,1,D000970,Q000494,1
2048355294,10,D005260,,0
4238415709,34,D020531,Q000503,0
2746479027,2,D003709,,1
159212093,9,D000935,,0
2398524838,35,D055105,,0
2770209019,21,D009364,,0
1993513356,10,D002418,Q000382,0
1997153675,4,D050417,Q000502,1
2045448712,10,D001011,Q000503,0
1825217901,13,D008305,,0
4250936205,17,D006801,,0
2461857387,14,D007362,,0
2331693826,1,D001022,Q000601,1
1997148372,3,D009364,Q000235,1
4309509650,7,D019807,Q000378,0
2475025403,2,D002309,,0
2158735309,3,D007858,,1
2055330445,24,D013314,,0
2970239982,9,D009035,,0
2016646975,20,D011869,,0
2415033167,8,D000818,,0
1646217211,54,D012097,Q000235,0
1230476320,15,D011247,,0
2011063592,27,D017207,,0
4394693656,8,D008881,Q000175,0
2156780099,7,D000921,Q000276,0
1998916445,4,D011956,Q000378,1
2169683656,43,D055672,,0
2065511115,4,D014357,Q000737,1
4293102801,2,D029721,,1
4300494717,7,D006801,,0
2130689737,21,D017469,Q000737,0
173769357,2,D000882,,1
1974206688,15,D010130,Q000494,0
4210418510,6,D005947,,0
2042414176,11,D006801,,0
2327320564,9,D009741,,0
2125214898,1,D001265,,1
2468050620,7,D012809,,0
2034538467,8,D002675,,0
2522829520,27,D010409,,0
2399030465,9,D003448,,0
1993177000,7,D015928,,0
2802610133,20,D016896,,0
2087290491,8,D006801,,0
1975920021,17,D010879,Q000494,0
2053073862,1,D019143,,1
2010840841,7,D006801,,0
2409893603,20,D015999,,0
4286716503,4,D000328,,0
2395045299,9,D011183,,1
4320035479,6,D005593,,0
2052490498,8,D020732,,0
1995294264,2,D000293,,0
4302366450,24,D013386,,0
2003332753,13,D006801,,0
2401011948,2,D007398,,1
2407904431,8,D001265,,0
2795525001,8,D001426,Q000235,0
1970769220,12,D008903,,0
2404513434,13,D007408,,0
2104844585,7,D006505,Q000150,0
2409938045,3,D014094,,1
2321423113,4,D014057,,1
2093798731,1,D014025,,1
2769387217,20,D008569,Q000523,0
2395633190,4,D016239,,0
2144715860,9,D006352,,0
2158913776,32,D007546,Q000008,0
2108749554,17,D012387,,0
2891780569,22,D009936,,0
2057723231,15,D016207,Q000378,0
3083885734,3,D009360,Q000378,1
2738608879,34,D011110,,0
2398227025,4,D047309,,1
2035715360,22,D038362,,0
2399182525,6,D000199,Q000235,0
1670598370,3,D007676,Q000453,1
2032758111,2,D000280,,0
2005181420,9,D001216,,0
2411755136,11,D008297,,0
1988610911,6,D002446,,0
2010362629,5,D002908,,0
2474843333,4,D000818,,0
2028731937,3,D004912,Q000166,1
2992364017,12,D007677,,0
2282145177,7,D003586,,0
2131711802,9,D001483,,0
2024163580,6,D000818,,0
2176568139,54,D020933,Q000187,0
2409152377,1,D006470,Q000150,1
4299575525,9,D005569,,0
2073993872,4,D002648,,0
1968287990,50,D017346,,0
1924632824,21,D013557,Q000453,0
2092632537,20,D051379,,0
2020355774,27,D017208,,0
2417713406,6,D013203,Q000382,1
2409299541,13,D005260,,0
2022207953,14,D007156,,0
2049139202,24,D013462,,0
1981009450,21,D008875,,0
2471628998,10,D009104,Q000503,0
1995264728,6,D000595,,0
2020305774,5,D000328,,0
4378188329,1,D001007,,1
2737907224,3,D009131,Q000378,1
1970468438,12,D004269,Q000378,0
2414324463,2,D000653,,0
2397477882,25,D011867,,0
2039411908,3,D049310,Q000235,1
2083481276,17,D008603,,0
2423097563,13,D007231,,0
2044700584,2,D011258,Q000662,1
2095918105,26,D007223,,0
181121864,7,D014815,,0
1872109662,7,D011467,,0
2059584805,3,D012568,Q000235,1
2067277648,10,D002116,,0
1997958196,2,D006736,Q000502,1
2058459998,34,D018714,,0
2414463887,9,D006801,,0
1984149150,2,D011788,,1
2233107340,3,D035683,Q000235,1
2061421687,7,D004195,,0
2161716668,8,D012189,,0
4399491338,9,D006801,,0
2047414793,17,D005968,,0
2076559665,14,D008076,,0
4368357856,9,D010290,,0
2405559391,5,D012741,,1
1975145454,8,D016062,,0
2773223246,13,D006348,,0
1973241152,15,D004273,,0
2312613666,20,D008875,,0
4300642460,4,D008404,,0
2171422496,24,D011471,Q000378,0
2337254048,18,D034421,,0
4317360499,5,D003094,Q000378,0
2047025719,4,D046915,Q000378,1
2133380086,4,D029968,Q000502,1
2001083435,7,D000818,,0
4353055783,7,D005347,,0
1678781830,23,D013347,Q000378,0
2395509910,1,D009402,Q000188,1
1972689607,24,D012983,Q000556,0
2532055552,4,D018482,Q000502,1
2047940479,15,D006600,,0
2049172052,25,D017072,Q000378,0
2063920764,12,D005385,Q000002,0
2104506156,16,D006624,Q000166,0
2069597985,15,D005456,,0
2755777262,3,D001728,Q000378,1
2407223194,3,D005769,Q000187,1
2106512824,10,D002675,,0
2003323692,12,D012680,,0
4238409962,4,D006801,,0
2167341105,7,D020295,,0
1981852092,29,D014868,,0
1995334186,5,D053833,,0
2139951131,16,D012995,,0
1488602229,6,D001706,,0
1979747055,4,D004305,,0
2004593577,13,D008168,Q000187,0
2136812622,6,D000199,,0
1976763720,4,D000595,,0
2077191518,10,D005260,,0
2060001788,2,D012720,,1
2118390046,18,D008099,,0
2904685106,3,D012923,,1
1969418622,21,D007348,,0
1974892591,11,D016229,,0
2071028124,9,D005260,,0
2124424618,3,D007408,Q000187,1
2947522830,4,D000328,,0
2269275158,20,D008099,,0
1983410150,17,D004435,,0
1763533364,12,D002358,Q000473,0
2599859080,3,D016601,Q000378,1
2155676103,2,D016952,Q000378,1
2161709159,5,D011409,,1
2065907478,3,D011559,Q000139,1
1894318503,12,D012964,,0
2409479348,5,D002137,,0
2415468194,3,D011803,,1
1933876466,18,D015870,,0
2410858173,5,D008607,,1
1986689806,10,D000818,,0
2008857963,5,D010636,Q000627,1
2126474635,1,D003126,Q000276,1
1981672513,11,D000971,Q000008,0
2058052532,4,D013227,,1
1987718229,10,D003430,,0
1970554113,2,D020929,Q000378,1
2410235856,11,D006801,,0
2101796552,35,D010673,Q000503,0
3046458114,16,D016634,,0
2055262731,2,D006349,Q000601,1
2141458020,9,D005347,Q000473,0
2465193373,15,D012190,,0
2012307114,17,D003891,,0
2270962676,12,D008875,,0
164843993,10,D001955,,0
2960739585,22,D012639,,0
1977877153,42,D010455,,0
2442392601,11,D008297,,0
2163527772,4,D015266,,0
1912844437,1,D016175,Q000166,1
2396498547,9,D008930,Q000378,0
2280585100,7,D001921,,0
2072712079,7,D001808,,0
4297312056,7,D001272,Q000032,0
1964227971,27,D009765,,0
924900939,22,D012909,,0
1968849614,2,D009419,,1
2036349411,9,D005542,,0
2067358754,20,D014970,,0
2436735346,16,D009313,,0
3041488244,7,D014376,Q000453,0
2403991586,19,D012051,,0
1971922636,5,D006801,,0
2325838954,5,D000959,,0
1987735368,1,D000970,Q000627,1
1917797132,5,D004867,,0
2995412026,4,D013154,Q000293,1
1988596133,13,D015683,,0
2584737196,26,D012042,,0
2160921653,12,D004305,,0
2092659868,6,D014666,Q000503,1
2288021444,11,D004412,Q000453,0
4254428190,3,D045730,,1
2414677669,12,D005072,,0
2411356085,5,D046508,,0
2004030786,1,D000927,Q000494,1
2031264629,4,D011597,Q000187,1
2090336517,7,D006801,,0
4399095216,7,D000067489,,0
2473068687,28,D018410,Q000401,0
2791326959,13,D015658,Q000453,0
3040074132,10,D003116,,0
2145867413,1,D003261,,1
1995321657,29,D002710,Q000494,0
2965476435,1,D003271,,1
2160021982,1,D002277,Q000139,1
2026803979,3,D014504,,1
2412451565,3,D005194,Q000458,1
2036161510,1,D019072,,1
2077849463,6,D000831,,0
2121228766,4,D004262,,0
2011660834,9,D006801,,0
1986689664,20,D008833,Q000473,0
1825339630,10,D005128,Q000601,0
2059345213,5,D000704,,0
2093070628,10,D006801,,0
4301418981,11,D056486,Q000209,0
2190454307,3,D006296,Q000592,1
3090718378,3,D000818,,0
2069528685,4,D049031,Q000235,1
2470350770,10,D002241,Q000032,0
4376638327,4,D006801,,0
2168044236,2,D000667,Q000652,1
1970080098,6,D019380,Q000493,0
2055999655,3,D000595,,0
123977164,16,D002263,,0
2326604218,6,D000208,,0
4301005671,1,D001782,,1
2064188523,24,D012760,,0
2045348132,8,D005260,,0
4309327106,6,D007514,,0
1965612285,13,D000242,,0
2409229387,4,D006801,,0
2013098758,16,D007700,,0
2094872180,35,D015053,Q000187,0
2045486346,7,D009784,,0
3019756788,4,D006526,,0
2168069646,12,D008297,,0
2411727085,9,D003546,Q000378,0
2411824909,10,D007813,,0
2026590792,14,D006935,Q000097,0
2746305700,4,D000328,,0
2165719370,9,D000906,Q000494,0
2902375318,5,D004646,,0
1829954519,2,D019920,,1
2020483344,16,D007328,Q000009,0
2079977452,13,D007855,Q000378,0
344032063,8,D002467,Q000032,0
1976251054,11,D002478,,0
2100660294,20,D008822,,0
2010397585,17,D004847,,0
2003535237,1,D001307,,1
2128319158,5,D010553,,1
2082478047,18,D012989,,0
2100217671,2,D002289,Q000188,1
2035227168,20,D006118,Q000494,0
1869689615,9,D006801,,0
1974861755,7,D015153,,0
2155499928,2,D002418,Q000276,1
2154131753,20,D012680,,0
2800712110,9,D014408,Q000235,0
1984386483,2,D006513,Q000097,1
2419391290,8,D000893,,0
1910411933,14,D010510,Q000209,0
2096097239,23,D034741,Q000235,0
3004699393,12,D010063,Q000254,0
2128932018,22,D012966,Q000494,0
1983267115,3,D012756,,1
4308345570,5,D007814,,0
4244988223,6,D000328,,0
1759721024,12,D007276,,0
2255860397,4,D010743,Q000276,1
2967492568,24,D009000,,0
1996655300,8,D000328,,0
1991088558,13,D002118,Q000652,0
3085410442,2,D003711,Q000000981,1
2464127907,1,D009728,Q000600,1
3037306278,29,D008930,Q000648,0
2793462980,16,D004783,,0
104534329,9,D018377,Q000502,0
2418408158,2,D006296,,1
2158542432,9,D005260,,0
1972081218,20,D006881,,0
1984184260,6,D011640,,1
2128508979,7,D002794,,0
1637090242,3,D000328,,0
2615862320,8,D062085,Q000235,1
2151413316,7,D000831,,0
1967709839,14,D020169,Q000378,0
2006122911,18,D010902,Q000473,0
2411788132,9,D005602,,0
2023983405,12,D011856,,0
2077594293,16,D005260,,0
2581577469,19,D009474,Q000166,0
2156087284,11,D002294,,0
2037863691,2,D000964,Q000494,1
1993203060,21,D012640,,0
2004119480,32,D055815,,0
2062229177,9,D004327,Q000502,0
1976623850,10,D005260,,0
2476203081,11,D000369,,0
2092511440,15,D006801,,0
3152992904,10,D011087,Q000235,0
2034192013,1,D016207,Q000235,1
2899985991,3,D008889,,1
3156512389,11,D014006,Q000175,0
4289732116,6,D061307,,0
2397330276,2,D003779,,1
1050721926,27,D055815,,0
2620518562,13,D006041,,0
2404630411,23,D016403,Q000235,0
2112226551,14,D008954,,0
1983841305,26,D018633,Q000150,0
2925039107,1,D000975,Q000378,1
2015499320,3,D001717,Q000382,1
2409290440,16,D008297,,0
2064649642,24,D012189,,0
2467238195,6,D015658,,0
2341925889,1,D000465,,1
4299735910,2,D007255,,1
3024823575,2,D003695,,1
2091395937,3,D007930,Q000378,1
2286347559,12,D010936,,0
1972533693,8,D011493,Q000037,1
2402723865,10,D008297,,0
2774918181,4,D001021,,0
2074300708,6,D012812,Q000600,1
2754354604,8,D013342,,0
2472236529,10,D066298,,0
1981740353,16,D008969,,0
2413929209,1,D012878,Q000532,1
1581763952,16,D008566,,0
2410421087,3,D050177,Q000453,1
4386935432,11,D012307,,0
2072360585,10,D024101,Q000235,0
3036425316,1,D000935,Q000494,1
2011526867,18,D006863,,0
2967293379,15,D006801,,0
2443113802,11,D008970,,0
2415554819,1,D006748,,1
2062509793,15,D008875,,0
2000304015,1,D001643,Q000737,1
2017872020,17,D007694,Q000145,0
2620603030,4,D000072081,Q000378,1
2792755155,17,D008279,,0
4385074671,7,D010290,Q000523,0
2399767919,9,D005260,,0
2030166892,6,D008297,,0
2142482470,13,D006801,,0
2023267951,8,D015415,Q000097,0
2097954818,22,D010454,,0
2090817317,1,D002481,Q000175,1
4226497342,2,D011506,,1
4200194370,6,D003065,Q000378,0
2082753923,8,D000307,,0
2023156153,17,D008297,,0
2116972999,20,D010359,Q000706,0
4226538838,7,D004750,,0
2036935111,5,D003430,,0
2257862671,25,D012893,,0
2011359181,11,D012643,,0
2038434389,18,D036341,,0
2043001454,6,D005260,,0
2333502057,5,D011722,Q000494,1
1599110853,11,D009169,,0
2082676754,30,D009852,Q000737,0
2011438680,27,D012859,Q000473,0
2413496230,1,D001500,Q000266,1
2030587026,8,D007497,,0
2090735915,15,D014882,,0
2077102031,9,D000328,,0
2085467560,17,D003955,Q000379,0
1493486107,7,D000818,,0
2415229511,2,D007940,Q000378,1
2077297230,3,D008113,Q000235,1
2018247759,4,D004542,,0
2551667506,24,D014600,,0
2101053720,5,D002473,,0
2001172737,16,D064847,,0
2002087155,13,D005260,,0
2024170221,6,D001483,,0
2418896033,13,D005260,,0
2021659985,10,D000818,,0
3010883978,19,D009765,,0
2221792669,2,D016377,Q000523,1
2114792171,2,D001008,Q000453,1
3037717654,1,D019548,,1
2087149340,15,D008228,,0
4379382344,2,D001921,Q000502,0
2416115115,3,D002921,Q000534,1
2750774323,11,D001932,,0
2065710823,17,D011453,,0
2118429291,20,D011817,,0
2421446382,9,D008023,Q000293,0
2424785031,2,D013524,Q000266,1
2037183582,14,D008297,,0
2431671098,1,D003184,Q000172,1
48097820,8,D012121,,0
2037005473,27,D012307,,0
2016748113,7,D000163,,0
2045127310,12,D003277,,0
2901635918,33,D008727,Q000627,0
2128689233,9,D019643,Q000009,0
2314738746,4,D062789,Q000009,1
2015358928,16,D007413,,0
1984774115,12,D006614,,0
1983673947,12,D009046,,0
2439030677,6,D006782,,0
1977377619,19,D002710,,0
2992791114,7,D000069059,,0
2021772999,15,D051034,,0
3012118115,11,D004032,Q000009,0
2407086014,10,D003131,,0
2398232260,40,D012955,,0
2066180106,8,D008297,,0
2416605047,13,D009852,,0
2111829727,18,D034421,,0
2051065332,7,D006585,,0
1494093937,10,D007073,,0
4299381099,12,D051381,,0
2171923953,18,D016896,,0
2170648990,3,D015514,Q000235,1
1997193076,9,D005260,,0
2326774950,14,D000975,,0
46805210,2,D011201,Q000821,1
3206604523,3,D006282,,0
1968472945,8,D004784,,0
2098644625,5,D002544,,0
1573909678,10,D003576,,1
1966762526,27,D013499,,0
2411156637,12,D011613,,0
2055192229,11,D002386,Q000145,0
2081813303,11,D016222,Q000008,0
2314452761,27,D008727,Q000008,0
2050089095,17,D015536,,0
2065973338,9,D005260,,0
2994509588,17,D008970,,0
1995686811,5,D000311,,0
4213275953,2,D060587,,1
2020787666,9,D006978,Q000503,0
2076837924,10,D013569,,0
1972936825,6,D023281,Q000266,0
2049148518,10,D018427,,0
2146412850,1,D015502,Q000706,1
2040111511,10,D006801,,0
1968597718,24,D013210,Q000302,0
4225109350,3,D002244,,0
2033916546,11,D003131,,0
3180274272,8,D008648,Q000254,0
2023819242,24,D008954,,0
203498955,3,D010208,Q000031,1
1976082308,7,D014116,,1
1991534717,8,D015126,,0
2417704496,6,D000818,,0
2019918425,11,D008297,,0
4317435923,1,D015706,,1
2016549659,5,D000328,,0
4302537202,10,D004392,Q000628,0
2064847480,30,D012307,,0
1975498927,12,D013816,,0
2412339128,4,D018529,,1
4376620301,4,D003479,,0
2568726812,9,D005431,,0
4247363503,17,D011693,Q000209,0
2007385175,10,D002772,,0
2344328976,6,D013172,,1
2134542471,18,D005260,,0
3208140181,37,D011725,Q000627,0
2056817064,20,D014018,,0
1987135695,2,D007258,Q000941,1
2021879444,28,D014443,,0
2115147514,6,D000369,,0
1982678793,5,D017448,Q000378,1
1996265669,4,D000838,,0
1974808999,15,D007371,Q000235,0
2472866158,27,D008297,,0
2495030019,10,D042461,,0
3150959973,21,D009440,Q000534,0
1966447519,4,D017209,,0
2472050063,17,D008593,Q000097,0
2075206035,14,D015870,Q000187,0
2084530099,3,D008165,,1
4311476464,9,D006801,,0
2161804348,10,D017589,,0
2434023078,7,D005071,Q000187,0
2995184059,14,D008403,,0
2411682835,1,D002315,Q000009,1
1978719755,41,D015398,Q000235,0
1974747505,4,D002478,,0
2416542828,8,D006801,,0
2408286985,1,D007083,Q000601,1
2767784675,9,D002465,,0
1998036752,15,D006229,,0
2017134420,5,D006801,,0
1981029634,5,D009206,Q000473,1
2773839524,10,D006801,,0
2089595306,7,D002460,,0
2410179858,12,D003276,Q000009,0
2472122987,7,D007592,,0
2042427730,8,D000383,,0
1984413372,14,D064987,,0
2168042862,8,D000818,,0
2140699060,21,D008875,,0
2179100710,18,D010880,,0
2044272126,7,D001708,Q000378,0
2001414606,13,D044767,Q000378,0
2011705900,12,D016528,,0
2008014693,11,D017207,,0
2557365612,15,D006801,,0
2942379705,26,D051381,,0
2023377362,5,D006412,,0
2166671323,17,D004311,,0
4290437730,4,D006801,,0
148340810,16,D008297,,0
2431225348,8,D005265,,0
2041456131,5,D005506,Q000032,0
2127321961,6,D000013,Q000453,0
2165196212,2,D019513,,1
2287312626,20,D014947,Q000453,0
2412956344,4,D000311,,0
1808018025,2,D020330,Q000188,1
4210969243,15,D011498,Q000032,0
1568636611,9,D003758,,0
2067355679,5,D006801,,0
2965321896,12,D065631,,0
2442412246,1,D000531,,1
2937499686,12,D015995,,0
2099477029,15,D013015,,0
2058216937,9,D006801,,0
2807683511,21,D039641,Q000378,0
2411628366,18,D007275,,0
2067286986,11,D005247,,0
2044013992,18,D007545,Q000494,0
2010178734,7,D001835,,0
117476330,17,D007267,,0
2064552615,9,D006801,,0
2003646448,19,D051381,,0
1560530751,14,D005260,,0
2779463443,4,D000544,,0
1974843798,12,D016896,,0
2084092856,9,D009709,,0
1980922321,17,D012333,Q000235,0
158302173,1,D006041,Q000378,1
2042176802,30,D008297,,0
2153035638,15,D008202,,0
1455163476,15,D008297,,0
2461475871,1,D001681,,1
1466427001,8,D033041,,0
2244116540,6,D003922,,0
1996891224,8,D006801,,0
4311773940,4,D000818,,0
2041629959,13,D001317,,0
4300617962,3,D006801,,0
2078271429,21,D007674,Q000175,0
2069300813,4,D001709,,0
2108856817,17,D013171,,0
4304593323,11,D014841,Q000737,0
4323807854,1,D006561,,1
2093802872,5,D006348,,0
2061945098,33,D020133,,0
2072131886,13,D012643,,0
3090817953,2,D001808,,1
1978802247,9,D006046,,0
1990535528,30,D003165,Q000235,0
2091949367,3,D004926,Q000201,1
3085220920,15,D003922,Q000188,0
2001853014,16,D009474,Q000473,0
2007270922,7,D007422,,1
2032167635,15,D009602,,0
2170327340,2,D005403,,1
2419941310,13,D014195,,0
2416642817,11,D002951,,0
2758163398,6,D015906,,0
2805613341,25,D009364,Q000209,0
2434901867,24,D010879,,0
1967757651,5,D018360,,0
3011787002,24,D014057,,0
4384161721,16,D016649,Q000517,0
2002036405,18,D009303,Q000473,0
2466818492,7,D008297,,0
2017010667,4,D011181,Q000379,1
2406078642,6,D012595,Q000628,1
2923133792,12,D005247,,0
1991921029,9,D005260,,0
323584328,16,D013489,,0
2472404112,18,D011795,,0
2737663110,19,D055815,,0
2139047389,16,D051381,,0
2086852197,15,D007807,,0
2036048816,3,D009173,Q000031,1
2065243419,3,D007107,Q000648,1
2003492537,12,D017102,,0
3121064285,7,D000715,,0
2072018852,5,D000818,,0
2434018603,5,D000818,,0
2067695895,7,D016022,,0
2001518439,27,D011890,,0
2011227213,5,D004867,,0
2040309932,14,D009415,,0
2080969984,4,D011328,Q000378,1
2418781174,2,D010818,,1
2463637590,1,D013502,Q000266,1
1973159296,7,D000328,,0
1999275344,3,D002756,Q000494,1
4378952394,6,D015331,,0
2085869848,5,D002118,,0
2963146102,25,D018384,,0
2040531986,18,D004750,Q000009,0
1975285326,18,D012293,,0
2091368421,10,D015590,,0
2905846303,16,D010342,,0
2018800747,5,D000818,,0
2064162003,17,D006801,,0
2029591017,9,D001794,Q000187,0
1965209725,39,D014463,,0
2469946272,4,D005260,,0
2100336527,16,D015742,,0
2161508058,31,D010010,Q000166,0
2969571327,4,D014859,Q000494,1
2085826319,16,D012449,,0
2203113534,2,D050071,Q000627,1
2123197303,7,D001921,Q000033,0
2012923213,3,D005249,,0
4205731594,13,D004040,Q000494,0
2397575810,3,D000208,,0
2405822159,10,D005500,,0
2331179136,13,D005740,,0
2130068011,6,D009441,,1
2895055045,1,D005492,Q000097,1
2767077898,14,D055664,Q000379,0
2613434829,20,D006996,Q000209,0
2086980232,13,D000970,Q000737,0
2122328959,11,D003300,,0
4231624963,16,D014057,,0
4292498350,3,D012237,,0
1983647672,11,D008297,,0
2027834694,13,D007090,Q000379,0
2163811881,1,D000891,Q000633,1
2604693432,8,D005227,,0
2016766292,11,D018380,Q000009,0
2048392988,2,D011188,,1
3004310110,20,D010959,Q000627,0
2103310654,8,D001426,Q000378,0
2141238361,3,D001926,,0
2045057541,7,D001927,,0
