author_id,institution_seq,institution_id
5067702083,3,129774422
5106691968,1,26072440
5034298159,1,21945476
5088329017,1,70451448
5007685527,4,2799752757
5081619452,5,4210113430
5046157482,2,199305430
5003162645,2,4210164495
5006543811,1,50928471
5095495572,3,4210144749
5022210111,1,4210089966
5018967203,2,4210143116
5091776637,1,4210149618
5089141337,2,153390918
5046030318,1,184843921
5001229539,1,47519274
5102473903,1,3017590076
5029941693,1,881766915
5104233058,2,4210142192
5053643808,1,4210127387
5028295624,2,35839044
5093935048,1,187494767
5103869196,1,204983213
5051220605,7,4210165307
5066809476,3,96036126
5014191363,1,102520234
5020197083,1,74801974
5033618596,1,6289922
5103848611,1,2800160768
5074359710,1,1294671590
5047840387,4,193353881
5018817361,3,64946176
5102999939,1,1289490764
5019939947,2,2613432
5019329605,1,21370196
5007083940,2,3124059619
5053339334,1,22433950
5102026804,1,2799360972
5060336447,1,4210110840
5065063572,1,88060688
5073987034,4,4210124653
5071828581,1,4210151386
5075532719,1,190082696
5036085703,5,4210105428
5069838733,1,4210117327
5078169063,1,4210114597
5035526407,8,4210127535
5062507629,4,4588055
5100724184,8,4210147332
5087826069,1,139264467
5022239790,6,91935597
5004296490,2,4210098843
5063488694,2,223822909
5103249335,1,4210158489
5032234054,1,62856769
5011404896,1,150807315
5062920151,1,203331390
5006063533,5,4210165024
5100429880,4,24185976
5053926204,1,2802753785
5021727842,1,145894827
5019166706,5,58048189
5026883968,1,4210115840
5050503973,3,21491767
5079034229,9,113940042
5099816213,1,4210163141
5052211939,5,4210157890
5012984751,4,92446798
5024662322,1,101202996
5018015629,6,4210153126
5011382294,1,4210097083
5092556746,1,92961808
5012591931,5,4210102273
5045150264,4,4210092646
5100814569,1,4210129701
5069994607,2,154526488
5056932061,6,17974374
5086835523,2,4210123276
5084123529,1,184834183
5052400862,1,4210101591
5029941855,1,27837315
5101933800,1,90610280
5044367095,2,4210126568
5040570104,2,4210114115
5027432209,2,161515732
5104426858,1,1282311441
5050427414,5,188760350
5003838951,8,149899117
5012943407,1,47508984
5066932348,2,4210132509
5081428716,10,1313313744
5035561139,2,201448701
5102953538,4,4210092944
5013770397,1,4210099028
5093978836,1,146161461
5060311371,1,4210163926
5043902163,1,4210118178
5051297338,2,4210087486
5002601654,3,4210162453
5102173217,6,48379061
5101666084,7,24185976
5063543866,6,8961855
5036615474,1,4210114085
5019120770,1,202697423
5049331533,1,4210138113
5094132797,1,169046204
5012102033,1,4210117453
5020648371,1,4210141175
5002154793,2,878213199
5047103076,2,4210097937
5020401012,1,4210094317
5004056776,2,51783024
5095520452,2,1289243028
5048291180,2,4210141763
5057404079,1,4210149920
5077666164,6,52158045
5071600343,1,4210139539
5027332861,2,78768387
5005417580,1,4210150796
5024487778,1,70886390
5090823360,1,4210087438
5074639691,1,183935753
5031735409,1,17974374
5095450829,6,4210117002
5024436592,4,183874917
5007986356,8,4210110459
5062384778,2,135140700
5093433800,1,165259314
5018401776,3,1331278255
5086472586,1,3130777500
5012556707,1,51882195
5086549160,2,152269853
5091801868,1,76569877
5094390370,2,4210103271
5047753771,1,4210112946
5028892238,1,29801172
5048647352,2,36258959
5094274005,1,134900695
5016586772,10,4210111998
5084447496,1,4210097196
5062652902,4,35510649
5084445153,1,135310074
5039915685,1,4210134014
5066586965,4,71495548
5066937751,4,79563041
5033025650,9,3129555431
5009119949,1,130438778
5043741804,1,2802789608
5003330318,1,4210143392
5100435879,5,158842170
5066149329,3,1306266525
5031946128,3,4210112882
5014361929,1,150229711
5029062812,2,4210146252
5061221222,1,87216513
5088990043,1,4210116076
5101450859,4,30809798
5082384867,2,4210152251
5051237839,4,200719446
5037818852,3,161127581
5061065587,1,148366613
5093258138,1,174183983
5066554848,1,181744264
5077965360,3,107613613
5051308921,8,139759216
5072095903,1,200183955
5026610998,1,204730241
5042814985,2,4210120169
5088005255,3,131249849
5078523865,1,29406707
5100688291,2,4210140515
5000121261,3,4210154208
5045514373,1,102322142
5066479377,8,3130945570
5063425818,1,4210110584
5030846762,1,4210090188
5048094003,1,80850581
5094819936,1,4210110951
5058289590,5,4210147322
5100999856,5,86987016
5010837461,2,4210111050
5027030492,3,77920804
5040041354,1,162827531
5055991236,1,1321296531
5008225573,4,4210092159
5030429607,2,164135366
5029620234,1,4210115956
5086450705,3,4210150290
5053333307,3,2801364070
5057739320,2,317356780
5061697748,6,4210158028
5084043073,1,4210160531
5008535295,3,139264467
5051664878,1,172675005
5020421905,3,1850255
5061270235,7,204823248
5004747443,1,52357470
5103466274,2,4210111779
5100360940,2,2801339556
5002009554,1,2800258182
5012165783,1,159176309
5067001235,1,117693200
5047401617,1,4210164839
5008029916,2,4210154540
5052287165,1,4210122635
5036621193,7,699696
5086318184,2,166722992
5057354544,1,179097149
5020703610,3,1294671590
5052210139,1,70640408
5028705372,1,4210122849
5059047060,4,2801047068
5078806458,7,157773358
5037778035,1,142823887
5075931129,3,3132238960
5005768508,1,4210096930
5017427231,1,151201029
5054874409,4,4210107839
5080013845,1,34809795
5063824049,3,4210136115
5062502633,1,46247651
5077417757,1,25254941
5100498456,1,4210101284
5059126551,2,22299242
5072629246,8,3018323443
5082581773,1,4210091012
5026303312,5,3125347698
5044835346,1,99065089
5021401669,9,25254941
5049836085,1,173212132
5004187499,1,197347611
5025559462,4,4210149283
5077562925,1,4210140695
5103156082,6,79576946
5012311017,1,40372098
5018279936,3,4210146711
5089516100,4,150729083
5014713865,3,4210114010
5017518363,3,146071755
5014386118,2,4210131203
5020168401,5,172901346
5024991373,2,40120149
5089180138,3,102322142
5031649650,1,1319689352
5070225899,1,879563668
5010828354,1,129192303
5009150117,2,12315562
5003803856,2,58956616
5033856442,3,4210144918
5011074621,1,4210091658
5017460616,2,4210087867
5050467889,1,104946051
5049049639,1,4164984
5006387347,2,3130997290
5102604678,1,4210137355
5006121426,2,2801986924
5085154933,1,145608581
5084743872,1,177909021
5002631638,1,1334287468
5044281864,1,63190737
5091536068,2,4210136836
5026237216,4,5728261
5009373020,1,126520041
5015338540,1,82040044
5077795869,4,100288624
5049447474,5,2801851002
5095726380,6,111236770
5073049773,3,4210156450
5042132785,3,4210136299
5060253621,1,4210159610
5023658687,1,71999127
5049137964,1,151746483
5086542167,1,32820368
5089195779,1,143397708
5008385581,9,1331310337
5070583353,2,4210147685
5101522103,1,86958956
5006192900,2,129801699
5002963819,7,40034438
5021180459,4,4210116728
5086918996,1,126520041
5065223399,1,205133468
5085179397,1,4210121101
5021085547,3,4210147586
5026617300,1,79223203
5105792169,1,2799535320
5102628750,1,4210162392
5083048657,1,4210091245
5043172311,10,179060312
5095828816,1,142651801
5100423480,2,4210132813
5023274579,2,63634437
5045023469,10,4210152154
5072380702,2,200332995
5047070923,7,193775966
5007251106,1,8078737
5063751470,4,177064439
5039375363,8,4210161501
5028770213,3,51235708
5103611919,2,88273585
5009703580,10,4210133745
5033551695,1,21881038
5101282752,4,102913810
5063280216,1,71999127
5062404091,10,192168892
5067599831,1,4210144946
5101459472,1,63739035
5071919543,5,4210110823
5101430403,3,108160477
5068362795,9,4210098460
5057272766,1,157725225
5072734989,7,202697423
5084641887,3,20089843
5091542452,9,4210149262
5046467157,1,83328450
5014766725,1,4210130203
5073251462,4,47508984
5016814762,1,4210145831
5035992298,1,263774594
5031996916,3,200777214
5000109716,1,4210117848
5091292487,1,76806599
5028051629,7,4210153915
5084713308,2,192619145
5036599495,1,4210140172
5068135602,8,117015748
5039545147,3,4210113288
5033399695,2,93860229
5074689150,3,4210145373
5060180163,1,4210152237
5103712035,1,4210113177
5003126339,1,180949307
5034140128,1,4210104452
5048552895,1,4210091812
5100885093,1,130828816
5016562135,1,889458895
5058076827,1,186143895
5101857937,1,15823474
5084079812,1,4210130507
5076557331,2,88273585
5019718449,6,97429440
5054998847,1,4210104666
5072033071,3,4210095193
5000054295,4,135598925
5027966299,1,33849332
5009251351,1,160354086
5015115996,10,16097986
5027903500,8,166337079
5080843725,1,141816643
5047278242,4,137479271
5022139226,1,44675526
5085635926,1,2948394018
5101064040,1,4210165038
5028626452,1,21945476
5008456351,2,4210115849
5105627122,1,269741311
5012929995,2,206105734
5069619158,1,84392919
5089414900,1,2801498763
5017679453,1,201850948
5072323942,1,2799752099
5001935696,1,17974374
5021290530,5,368840534
5042928706,1,4210093269
5024107352,1,4210111267
5028185603,1,4210091133
5010964383,10,189554337
5015438916,6,141945490
5041174135,4,4210092888
5063643675,9,5681781
5053176281,1,5124864
5100931299,4,21193070
5038034805,3,4210104824
5086710425,6,4210138940
5100998656,1,111236770
5005573558,7,4210131481
5074079482,4,4210130035
5030366515,1,4210131661
5079955133,5,4210107168
5100842304,2,4210161896
5078060043,1,41455075
5028975531,2,134820265
5076209377,2,200296433
5101098753,2,60134161
5087961515,2,123534392
5101801415,2,91732220
5013729741,7,4210121800
5040909435,1,2800463856
5023797729,4,4210108392
5049891749,1,4210126020
5022746559,1,150468666
5079329224,2,191208505
5029453226,2,3018163063
5039160704,2,4210161528
5000384135,1,4210086057
5033059813,2,67339987
5043751391,1,170230895
5028660043,1,111599522
5081650165,2,201969901
5009958330,1,879563668
5101815265,7,126633494
5102166243,1,17145004
5029593501,7,304011483
5067100054,4,96840727
5050231362,2,4210134249
5055237303,4,4210131968
5090284723,2,172917736
5062296467,1,255234318
5081135224,1,2801227569
5102658815,9,95457486
5006408524,9,4210156829
5104096992,7,2801769982
5019744098,1,4210156421
5048233794,1,137853757
5052858074,2,1334627681
5011146526,1,102345215
5054398682,1,204483917
5084066440,2,11855966
5066338632,1,5023651
5038031999,6,4210122487
5023637018,8,4210147155
5056613232,1,34809795
5035709346,3,197097402
5102893229,6,1286436219
5061300820,2,4210115367
5038567005,2,47720641
5082433323,6,4210165005
5076122244,2,4921948
5007197738,1,4210141353
5076262529,1,11892038
5090171800,6,2800285241
5055526086,6,121797337
5032770055,2,29406707
5090532828,6,4210133325
5012665796,4,896114043
5011863692,4,4210088668
5091664502,7,3133274271
5026661716,2,17974374
5079611698,5,219826191
5018115490,2,1293226324
5029504373,2,174025329
5054273037,1,4210100133
5054559810,2,205133468
5103160491,2,4210149102
5018568896,5,4210115928
5053109130,6,96048030
5084678429,1,1324925910
5036769040,2,103193709
5015729188,1,24027795
5092540196,1,252758333
5076738872,1,4210147594
5006372511,4,4210151517
5013223221,3,2799616883
5055659250,2,4210145392
5031421053,2,4210154129
5015816876,1,2800633300
5086828306,1,4210127427
5027050901,2,1292974536
5103413490,3,79576946
5101538948,8,59483232
5094350861,1,4210117220
5021122092,3,4210112595
5081769865,4,136199984
5087961312,2,1320320070
5083961743,2,4210160694
5066119741,1,20126385
5070726144,1,13591777
5036123101,1,4210101889
5082221363,1,106165777
5028399572,1,41047195
5008292165,5,183067930
5027154161,2,28420406
5026265397,1,4210122112
5038062757,5,78577930
5098680340,1,227306068
5064732797,9,887064364
5088015245,3,4210165038
5096147215,2,97750245
5091451900,1,4210133455
5086699645,2,4210107720
5017663395,7,72951846
5091638556,3,4210088000
5078544778,1,149313025
5094549682,3,4210162739
5086178238,1,4210116520
5008405915,1,4210153933
5100350708,5,68986083
5084736049,1,59270414
5102579493,1,4210166303
5076612452,1,8961855
5069941313,3,4210153103
5103697667,1,2802536167
5044649294,6,1344073410
5071311687,1,20577493
5027277378,5,4210092385
5038495019,1,4210131439
5033015217,10,204730241
5005982385,7,54459138
5054164785,6,152269853
5089665856,4,4210088263
5027653758,1,20382870
5030378689,1,4210137180
5006586882,1,4210113643
5021571345,1,167383011
5082717542,7,204465549
5070862357,1,4210115222
5040891897,1,880551032
5073462289,1,57053284
5078251154,1,4210167348
5060570462,10,36258959
5089482798,2,2801262096
5020722663,5,4210157240
5083129332,1,2800236184
5042799210,1,3130921879
5080405524,6,32389192
5074725114,2,4210128921
5067686053,1,4210151975
5103488323,2,2738703131
5008579897,2,4210117453
5028182490,1,2802833755
5074186150,5,222726646
5088996049,1,102335020
5066963859,1,4210157642
5061015908,2,4210103535
5032746852,3,4210158426
5067679064,2,4210150290
5043136908,1,192545095
5036950745,3,130126513
5089277206,1,102179633
5032677334,6,42237331
5027003258,3,140172145
5030696278,1,158934434
5083897733,4,5023651
5018855508,4,134820265
5089857822,2,4210165513
5100645824,8,204983213
5059581636,1,24603500
5071125117,2,103402955
5081839779,1,99065089
5058345993,7,4210154954
5054628016,1,4210101743
5029387542,1,83809506
5038049923,1,2801851002
5057996087,1,204465549
5101715017,1,99682543
5054187088,1,1287378978
5082505511,4,95023434
5046035599,2,5388228
5100654910,8,92039509
5026121883,3,4210087380
5081353606,9,4210099573
5006526150,1,1312857945
5101857822,3,55654194
5074230398,1,101202996
5101314900,4,4210148225
5059746637,2,94328231
5034027223,6,4210162103
5100563775,4,4210143356
5027107300,1,3923682
5080096641,1,337778094
5068895295,1,4210155724
5102694673,1,4210089536
5056426952,2,32574673
5078366960,10,4210153153
5096945492,1,91807558
5080046437,1,4210120219
5013580187,3,4210161003
5033292142,2,4210098178
5102569165,1,205237279
5102568310,3,180291457
5032646655,1,98301867
5013684813,1,193662353
5031281731,1,95674353
5102805523,5,80543232
5029445546,1,177969490
5021762123,5,161318765
5070531114,6,19820366
5101923123,3,189210763
5056042295,2,11039511
5077939614,1,164387090
5077726084,3,184942183
5070896227,1,79731167
5016412739,1,4210137223
5062728829,3,2801652441
5071913716,1,186335123
5102082248,1,919571938
5063144380,1,4210128919
5085418389,1,4210125843
5083565100,1,48018076
5030768344,3,78978612
5005103497,4,4210126913
5044102142,2,876193797
5022274617,1,79620101
5073372369,2,129604602
5095298071,1,4210113136
5004318764,3,4210130218
5040753982,3,4210090244
5093108033,1,2785107011
5038250771,5,204730241
5086605256,5,4210137748
5067691591,9,4210141911
5086500062,1,166934088
5030959105,2,27804330
5101449025,10,862669128
5070038414,2,4210144394
5101269127,5,47720641
5043570968,2,99364266
5094544365,5,4210136756
5062229745,6,121820613
5024847582,2,4210115097
5053428911,2,125934054
5082530561,2,56590836
5076509953,1,4210152032
5074229883,2,4210095787
5082524044,2,189590672
5019312530,1,142024983
5066799294,4,102322142
5025010109,5,4800084
5041284541,9,4210121012
5056290377,1,154338468
5008461274,1,205889620
5064275580,2,43406934
5063699044,3,4210123840
5058722330,2,197323543
5089082703,2,2802216851
5086431629,3,193531525
5040621720,4,19894307
5089261443,1,192513696
5088880923,1,4210103786
5015708846,2,4210088668
5042247779,2,83519826
5048552575,2,185261750
5038309889,9,1330254920
5002699807,7,4210100610
5087998271,1,49828101
5086378229,2,4210125546
5100529834,2,4210159152
5017549890,5,2802423016
5053737809,1,187651305
5007545587,1,79576946
5086637921,3,159385669
5037045363,1,51882195
5033784894,1,4210098428
5065529931,1,885392262
5078501659,4,40347166
5029719372,1,132769585
5031391671,1,173093425
5068037440,1,4210164148
5064696388,4,4210087487
5008592270,1,130442723
5059612824,1,88126159
5019281085,2,4210165985
5076310940,5,132157203
5027548235,6,121797337
5101534972,3,87445476
5033254068,1,2802304995
5106487260,1,4210095986
5104754394,2,4210117042
5069754496,2,4210149455
5016841848,2,4210135792
5090702182,1,22590746
5065936580,5,154851008
5022597318,1,4210156021
5101618343,5,4210101555
5105243111,1,1329621470
5060555442,2,91136226
5030400291,5,91136226
5083375412,1,27483092
5057050949,1,189285622
5041832995,1,186143895
5101611271,7,141596103
5070490155,4,162930524
5100741680,10,4210162087
5088999360,3,4210102230
5102899815,10,4210119234
5009434298,4,882656400
5095625179,1,4210108660
5034056629,1,4210098105
5070908950,7,62885914
5043236650,1,2802901496
5100727733,8,74837319
5027829020,2,83019370
5092620643,2,129235615
5061277583,1,150229711
5030152028,1,4210136482
5011516727,1,45084792
5014426469,1,211891151
5086333034,1,4210125017
5055440420,8,4210119869
5014469701,1,159948400
5045670536,2,4210095624
5086239182,1,124227911
5055075713,1,1294671590
5067782347,1,4210105456
5103562032,9,102197404
5081531856,1,4210145832
5051148712,1,67900169
5030421963,4,4210108695
5090251609,1,4210162049
5085239054,2,16391192
5036763175,7,2802999219
5070238465,2,149672521
5026919265,3,8692664
5065744695,5,145311948
5101494510,6,131249849
5101874543,2,2802220407
5095271200,1,129877168
5083928164,1,858936495
5097956022,2,3020668385
5058223155,7,4210124683
5024982031,2,161296585
5053341781,2,4210124990
5101155874,7,4210135981
5100353145,7,47689461
5042809952,5,211433327
5032912009,1,151201029
5079154214,2,4210148132
5045331500,2,33213144
5073365551,4,1333109800
5018074390,2,4210098257
5074080415,2,196699116
5036299282,5,4210161538
5055361803,1,104588304
5032933019,2,243754102
5089591300,1,4210153126
5036737231,1,151281966
5075100834,3,129902397
5037324975,4,156087764
5100460944,7,4210098460
5071609950,5,57206974
5100339873,2,4210089761
5032712698,9,1299218025
5100718170,10,31683504
5102281016,3,2800372957
5014216226,6,63135867
5011803140,1,60158472
5069493284,1,4210121355
5051709812,1,2799899409
5101945339,3,4210126592
5092016363,1,48714440
5061950385,4,74656192
5004326415,9,85384741
5018824547,1,200763008
5103058648,3,17145004
5025758034,1,4210128557
5054798393,1,1317197149
5062737868,1,138689650
5087019051,1,31784960
5036790869,5,141472210
5045158225,9,108290504
5086391740,2,4101805
5078030895,1,8961855
5054219325,5,1334536514
5029517298,6,206926436
5070866755,1,4210138667
5080744100,1,159082835
5007310395,3,183067930
5060100471,5,12093191
5105833927,5,392282
5053843419,6,4210130637
5021452175,2,4387152707
5057671830,3,19820366
5014533670,1,144889574
5042374286,1,4210090580
5033060077,2,1338006420
5033878651,1,28166907
5012385281,7,4210106569
5021915690,3,4210104462
5087152109,1,1282105669
5047451533,5,106959904
5036837962,1,44260953
5077793878,4,4210094062
5091627241,1,205133468
5056770609,2,1324220072
5056818704,9,118185606
5048101291,2,1850255
5103678220,3,84470341
5065844837,3,76248293
5098723600,1,2751430930
5055287824,1,4210163738
5016450790,1,4210166864
5050679549,3,1290900354
5071123276,1,183935753
5041497095,5,1321296531
5064532311,2,102134673
5017041430,3,4210132461
5064938251,8,205783295
5076344014,6,4210136497
5100978094,7,19820366
5025650071,8,154526488
5006496111,1,4210122924
5020006347,1,4210105529
5103550133,4,1281735042
5077431608,6,47508984
5101983192,3,2801051648
5050233130,2,4210140918
5082159127,3,133868755
5024963256,3,17747738
5005162160,4,1294671590
5087078707,1,4210136304
5105782261,1,130769515
5036634438,1,127908078
5103795577,7,4210104735
5100750982,5,1285764155
5010536629,7,79619799
5106415606,1,335101114
5039757295,1,4210104059
5068714880,1,162608824
5000864848,4,185163786
5089637003,5,130701444
5022133039,2,183533211
5020043300,2,35722693
5081243698,1,1318157472
5029795188,2,4210112727
5066663173,2,867280407
5001346501,1,1297760795
5100603828,5,354108
5089648259,3,114539943
5035015303,7,195731000
5063848228,2,2802300007
5085079915,1,87673952
5082447478,1,71422933
5046305390,1,32597200
5088017186,1,4210095529
5100533347,10,4210096146
5059766122,1,180662265
5103114415,8,927504317
5063869080,3,149461666
5028776351,2,168864056
5028155166,1,60158472
5008473679,2,71052956
5094458610,5,59433898
5007502163,1,119454577
5032466253,9,38260057
5009102443,1,123443094
5019346750,5,4210140958
5035807722,4,1283613182
5105618959,2,132091411
5022504638,1,16465266
5047942101,4,1322918889
5073354540,1,4210158352
5052239682,1,2800082484
5080100974,1,4210091658
5028979387,4,4210105228
5054391004,5,4210149021
5064921743,8,4210160447
5102948285,3,4210165038
5089728760,1,4210153259
5007114430,3,1850255
5085211366,2,4210132578
5017074784,2,123387679
5034112137,2,111483173
5062653094,2,53465836
5047041207,1,168635309
5068242328,1,3123529209
5020045956,8,138804964
5094316433,1,4210117220
5068775437,8,4210160846
5065837679,2,168900957
5059593798,1,96673099
5047132159,1,4210100787
5086702204,2,4210125406
5003483819,1,79238269
5045962666,10,4210110792
5038934979,2,24768866
5015766289,1,198091727
5029692583,1,4210112073
5063721416,9,4210120042
5021152334,5,4210116198
5046430047,1,170402219
5032958537,4,54459138
5074935355,1,4210086403
5093024009,1,34352273
5073550703,1,1307903636
5003027282,9,4210116088
5011406571,1,4210140664
5101326103,1,4210104532
5071218018,1,87653560
5066607052,1,1330342723
5032695843,2,98285908
5058985107,6,4210122543
5071710192,1,4210155144
5044990117,3,99464096
5074996192,2,4210107200
5080720777,1,4210162138
5016395921,1,2800249161
5087802737,1,98227222
5055094027,1,46000314
5069148245,3,4210110494
5070635860,5,162212782
5089216986,4,2802697821
5007051224,2,4210119369
5017212982,2,130238516
5024065239,6,4210166250
5101498816,6,191208505
5022956743,1,125852741
5042026065,1,4210101890
5053557051,1,45129253
5047665042,2,26092322
5088135971,2,4210163399
5015308865,4,188740104
5079421062,2,16733864
5059044361,5,180297670
5100556258,2,200296433
5083388123,1,3121512035
5011528117,2,4210106545
5035675869,1,4210106064
5074222092,2,184693016
5053225614,5,45129253
5066107896,2,55712492
5097774052,1,126467225
5049631826,2,148128674
5043878236,3,72816309
5032505330,3,102401767
5074535579,2,165733156
5024822104,2,4210161250
5075267599,1,185261750
5085818860,1,1292974536
5075713640,3,190861549
5101777509,8,185443292
5101912514,4,881766915
5018268436,1,2802707398
5092250838,1,4210149999
5045812227,1,4210124665
5038745674,1,2800965796
5094043675,1,4210142214
5102537941,1,96478251
5075179075,4,4210137355
5064677296,4,4210107840
5081017553,4,4923324
5043279802,1,2653708
5048474522,6,39555362
5084670632,9,168635309
5103564199,2,2803065977
5048411809,2,100066346
5055746073,2,131868736
5092545848,1,24027795
5089423676,1,191879574
5101082959,2,181903023
5075445620,7,4210116946
5047670007,1,4210090644
5066986708,7,157725225
5061432999,9,45294948
5083608719,2,2800865746
5055488679,3,129975664
5060082063,2,177909021
5093913490,1,4210094654
5103098381,1,189643551
5058013755,1,4210145998
5058111082,1,1285204247
5087144872,1,185852735
5058667486,1,111979921
5065239646,1,26092322
5101228295,4,4210087327
5016952242,9,178574317
5040140928,1,68106152
5049133231,2,4210125664
5087811468,6,4210089486
5003376305,2,40120149
5067156521,1,66867065
5040957628,1,2802907415
5085599789,1,110200422
5086680108,1,162282272
5073733514,2,75356249
5072487918,3,4210097870
5105021615,1,189909677
5057446768,4,97188460
5014833234,2,165735259
5072230318,1,1314665148
5076526313,3,165951966
5053809741,1,4210134548
5088446747,1,2802421035
5054388586,8,34931013
5020666769,2,4210166050
5101673270,8,24185976
5015692201,2,51235708
5102243862,5,4210087193
5015948984,3,122558511
5051100583,3,4210140884
5061943566,1,111236770
5026595433,3,145286018
5022576119,3,920381996
5102413942,2,2250650973
5073089068,3,204730241
5091749692,5,70745867
5075010902,4,4210124356
5066320110,1,1283280774
5100367445,1,183519381
5065557894,3,1333535994
5069481250,1,4210106257
5103282662,1,129634264
5033468198,1,913481162
5095274089,2,36788626
5058562932,1,129043915
5029707183,7,42405503
5094394705,1,4210133928
5032581934,6,4210163713
5000507792,1,4210115097
5085881234,2,4210121984
5073993957,1,202334528
5007742225,9,61623833
5053067336,5,4210142784
5103980084,2,4210136596
5081152452,9,118019719
5020625217,8,19268510
5100444087,4,4210115332
5045687982,2,166337079
5007502831,1,4210128802
5007057487,1,901861585
5083147568,2,35913352
5063236241,8,135987583
5028831213,1,8991828
5002961916,1,4210157248
5028994110,1,4210147944
5008219225,1,16337185
5052606171,6,268303160
5031490442,9,142108993
5067024268,5,1303153112
5066746770,2,4210131245
5001918914,1,41641357
5059210095,7,76957882
5029919565,2,204866599
5061928007,1,4210143795
5023315576,1,885392262
5101419968,2,139024713
5040123776,2,154130895
5071707290,7,4210100434
5079500938,2,1294671590
5007399043,5,4210124502
5103935814,1,12789410
5028585358,1,11886867
5005525947,1,4210114623
5024399197,3,12912129
5066234558,2,158248296
5068881187,1,4210113661
5071867905,4,19820366
5044094955,6,90183372
5073182123,2,4210127646
5053089623,3,4610292
5028749687,2,241749
5094095921,1,875944469
5093894036,1,9523339
5048505207,3,4210132010
5068029995,8,31575130
5042136064,4,4210136872
5086239617,9,4210095140
5072791288,7,4210152049
5010429554,1,4210098460
5023177209,6,2802742124
5064081010,1,76130692
5069097468,1,4210162753
5066508990,1,62921916
5075562125,3,185261750
5100460299,3,2802939634
5001970886,1,98466806
5049236808,1,91951123
5088696619,10,36258959
5040173595,1,39147953
5021387696,4,899635006
5020430538,2,4210155659
5075465940,10,114027177
5087723665,2,2802076678
5044432876,6,36788626
5064002670,1,192928004
5034473730,3,4210116466
5032726865,1,4210110517
5001052616,1,4210086428
5102002049,3,4210098426
5093129957,1,4210155549
5067256261,1,4210105683
5000902572,2,16263579
5006704245,6,5124864
5082528800,1,149910238
5042621563,2,4210117450
5100917326,3,55240360
5030601755,8,2800446032
5084016719,5,65029402
5010783525,1,80850581
5058679997,1,138876546
5076281346,4,4210156604
5035619773,10,899635006
5103559143,2,192455969
5103445117,2,165735259
5022607300,1,111381250
5100587254,1,198645480
5057413734,1,212195252
5069525579,3,4210096784
5079934507,2,337778094
5091908157,1,2799853436
5032911309,8,4210122487
5046041297,6,6026837
5100723844,2,47720641
5051327516,2,75929689
5043617253,2,65837984
5100645000,2,47689461
5091120780,7,4210115745
5049392955,6,132157203
5101099151,6,143593769
5031366248,3,4210132481
5002776458,2,96036126
5022640246,2,56067802
5100331852,3,4210143204
5085852756,7,205783295
5027309562,3,4210131007
5005957859,1,48076826
5102539073,1,187761245
5068986406,1,68956291
5028862808,2,200280692
5032781877,3,889804353
5049609699,6,114112103
5002968820,6,4210103604
5000791770,1,157725225
5007793549,1,79741316
5052870545,5,65806277
5022164745,1,8078737
5103353246,4,4210139293
5020057720,1,69552723
5001686112,3,39804081
5016028448,10,14748160
5043119623,1,1299022934
5075910777,10,4210115082
5041727820,1,152518017
5044357609,5,2802934949
5002825830,4,2799853436
5011631156,10,1320473756
5029324006,5,17866349
5003010760,1,4210118689
5025346186,2,191969501
5053322097,6,4210142467
5030585468,1,70571728
5049235701,7,4210106399
5000527859,4,118353179
5021550841,1,73417466
5039872635,4,4210149719
5059263557,7,3131441329
5053048841,4,40347166
5015695408,1,21160419
5096825527,1,4210110517
5025096445,1,203088144
5047829605,5,102322142
5103860673,3,4210124140
5066214123,1,2801841909
5055797259,1,201879955
5106708988,1,4210096842
5000544196,7,2802945493
5037046009,1,4210107754
5073889642,2,2799998900
5065099371,1,11923345
5053180565,1,189513530
5043888213,2,100005738
5053068497,2,82783531
5089055843,3,4210104974
5033632467,1,145311948
5037900121,5,4210158596
5004413006,8,2802849423
5068577906,1,181369854
5044142735,1,161127581
5035260832,1,88126159
5100530494,8,46529539
5081194592,1,183697816
5044659477,3,185443292
5073871712,10,2802239656
5037175416,1,155125381
5100374153,6,881766915
5050323150,4,2802964606
5078242083,1,26725883
5085445337,4,2801331674
5071128959,2,4210090579
5047344001,1,63190737
5032601095,3,4210113060
5007737960,4,75955062
5086518037,2,4210149247
5074688497,2,149594827
5041628249,2,157591606
5091766070,1,2799615058
5021593588,2,8408910
5067206113,1,3121799822
5032193845,1,180670191
5082663103,3,141945490
5057981374,5,4210165050
5064612972,1,1297460800
5002872383,6,4210137060
5087065365,1,33213144
5048938874,7,4210132395
5080753318,2,188760350
5087961345,5,2800315037
5039031284,4,79510175
5011221615,1,1330688353
5102945301,3,161318765
5074795989,6,25846049
5073244219,2,4210111966
5063717647,1,142822886
5066448813,3,4210144027
5057808849,3,121345201
5010700555,2,3132180716
5011021580,1,64351976
5078848492,1,39586589
5015471835,6,180669731
5012657381,2,4210130594
5038648582,1,4210091015
5035666434,4,4210120314
5100531529,3,79731167
5097539669,1,4210123854
5072155640,2,150229711
5008406096,4,70522481
5101072758,1,76903346
5085593848,5,200769079
5028056333,3,185848579
5003900353,1,114027177
5004610895,2,125839683
5047469205,4,200777214
5030919400,4,29607241
5078875221,1,16365422
5018697625,1,1294606314
5015771435,1,130238516
5035974291,1,129604602
5032022320,1,27837315
5081660465,2,4210101868
5024771523,1,31512782
5032876350,10,98496276
5052296749,1,59475050
5066883581,2,143804889
