author_id,institution_seq,institution_id
5028933208,1,158708052
5064191815,3,40413290
5042828084,1,174878644
5077914662,2,1303217353
5072144196,1,4322298
5001734186,1,8961855
5102648747,1,9842412
5022905287,3,63190737
5093556592,1,184840846
5103709469,2,204730241
5100845520,3,46000314
5031955067,1,4210150439
5094515999,4,4210106179
5087507934,6,4210139498
5068249765,6,4210160035
5005192138,1,12700597
5106223300,1,24185976
5037257427,1,188815454
5087266806,4,4210112595
5056848694,1,4210101563
5080408448,1,99977706
5050767530,2,4210150894
5045552372,4,161318765
5102340723,6,4210167311
5083862459,8,4210159183
5028078782,1,161046081
5088279423,1,151746483
5037427698,1,2800403580
5070681752,1,11855966
5086489072,6,76835614
5033260429,1,1334415907
5062246072,5,136199984
5005280785,1,56081889
5017861528,5,4210109381
5021847107,1,2799747612
5014956713,1,38706770
5080218907,5,113508548
5057239138,1,196608512
5085567722,1,86958956
5043772031,4,160523606
5035555605,1,1299303238
5076806044,1,4210121451
5021705470,1,121748325
5061309605,4,2802457231
5086951387,2,4210116020
5003694571,2,4210088164
5102925977,6,2802109968
5041610620,2,170201317
5067784356,6,4210165003
5018741713,1,160993911
5013097752,1,149313025
5029802394,5,83399316
5016871123,2,89098413
5029782982,6,881766915
5098964516,1,4210113473
5077149980,4,177725633
5012197435,4,205274468
5008172595,4,922845939
5000075831,1,1293612202
5084958393,1,50760025
5070502988,1,129708740
5018442985,1,98461037
5024494217,1,146416000
5002661515,7,4210127906
5071353718,3,4577782
5006609276,1,137902535
5039813540,1,4210116986
5082434012,1,4210109447
5084939214,1,156144747
5032979554,4,4210166860
5084351267,1,65674248
5059937691,2,4210127074
5082813627,10,1174212
5078806376,4,4210160695
5055910963,2,40034438
5076573611,1,79891267
5083803867,6,1290900354
5103391379,1,99908691
5083756637,7,4210107851
5069432040,5,4210087843
5085693746,2,201448701
5034278878,2,66752286
5000700297,8,124718575
5027810282,1,82040044
5048904018,3,4210148791
5031751761,5,136199984
5014564210,5,111088046
5027990998,1,227306068
5017784271,9,4210121491
5082191872,1,24354313
5049218034,2,51556381
5051177510,1,891191580
5081168404,1,161318765
5044519533,2,2961216182
5044768085,1,200166805
5027264955,1,40193446
5003055527,4,197347611
5088248070,1,882135406
5045003955,1,4210124779
5012805347,2,4210090744
5069403477,2,205783295
5079311364,1,4210151956
5100714813,1,4210156332
5029372961,10,4210134534
5100729119,4,4210140589
5086140501,2,4210125392
5016456320,1,1294606314
5013560655,1,83202590
5006180788,6,4210133672
5055069062,9,592451
5033005165,1,141945490
5012325914,3,2800596572
5088277199,2,11039511
5047523378,1,4210101178
5010373835,1,4210153090
5049475340,6,4210163289
5000140073,5,120158604
5005171590,2,23277345
5009677250,1,43369023
5090737105,2,183519381
5007780440,8,4210107600
5102133265,5,157638225
5084230124,6,60134161
5071758098,2,2801097182
5039119027,6,177064439
5028552108,1,2799810450
5054768445,1,38234673
5091159955,2,1283280774
5021999355,1,4210088792
5089541158,4,39063666
5059284918,4,143302722
5001207509,1,130186095
5018315929,2,79510175
5016152434,2,4210128615
5004467911,1,4210117649
5065663530,1,187531555
5022759698,3,4210128160
5093846878,1,7947594
5044224594,1,165737746
5010214196,1,217085601
5038184422,1,227486990
5067051112,4,1319328641
5102849253,4,166337079
5056863812,3,4210145084
5065328674,2,4210109447
5051780540,5,241749
5089743301,1,3130288327
5036316100,2,4210117042
5069867851,3,4210120096
5023101936,1,185071736
5042408409,5,4210140884
5045262338,1,180923762
5063949161,8,1314251682
5052242185,1,158708052
5055626741,1,2799392579
5056967687,1,31512782
5010091575,7,4210151647
5087273792,1,4210154083
5013778505,2,2800351701
5102422517,1,4210115422
5039676021,9,4210097767
5038013025,4,6002401
5100058739,1,114090438
5042797432,6,4210116167
5103383337,3,2800756798
5011561784,1,4210088705
5080490401,3,19820366
5105800097,1,134820265
5024989705,1,4210121742
5049970977,3,4210111835
5051041180,5,40120149
5016650191,1,2802827828
5034395117,3,124357947
5043213270,2,4210089864
5025002849,2,4210155178
5040705465,1,4210088912
5101295882,2,308837
5075691088,2,29617571
5062852680,7,142476485
5021433812,3,162714631
5101456295,2,4210086743
5039528029,1,4210135272
5041527798,1,151746483
5069926594,1,99065089
5039757834,1,27103197
5101698190,4,4210106122
5085900324,7,4210113354
5003991571,1,114531698
5103767567,1,162346809
5087127176,2,4210116144
5048836137,1,201448701
5079578886,1,2801112126
5053088505,2,204250578
5066846310,3,125830269
5044743833,1,4210131045
5026876538,1,4210120810
5098246565,1,204722609
5024158293,4,95023434
5015176261,1,4210134671
5021499481,10,4210089366
5048804053,1,130343225
5006205326,2,85430964
5040975014,5,59433898
5068520452,2,92961808
5088423564,1,4210120336
5062698405,1,1343871089
5089791746,10,4210133394
5025787159,1,4210110581
5063806607,1,877176835
5034448506,2,4210098734
5013349131,8,4210133928
5071143257,1,879563668
5101816412,2,46529539
5103701808,2,1308199089
5100399881,4,19820366
5035467273,2,4210110523
5007909708,2,151075929
5056646921,1,4210150796
5076040444,3,1340179700
5012489489,1,52669646
5089789031,1,4210100352
5101817121,9,141962983
5000266633,8,17937529
5051289584,1,283262890
5025290791,1,4210103044
5016149648,1,4210148385
5000343830,1,4210100203
5070209421,2,11855966
5050682179,1,2800857658
5103098609,2,56590836
5101404441,6,76569877
5031086010,1,54009628
5037102278,3,92156820
5015689271,3,70931966
5054647076,7,103320735
5048076117,3,141945490
5033248906,7,2799765569
5000946541,4,4210088728
5102865102,9,129708740
5041235344,1,4210155211
5060013296,1,4210125938
5046506044,3,1296725772
5094144846,1,4210121060
5035547631,9,44461941
5102258973,2,98358874
5063935371,2,2802300007
5052665383,1,2800535057
5101949495,1,32389192
5102483645,2,212119943
5105421659,3,4210133362
5063595357,1,102322142
5022685737,7,1317921629
5089958777,3,4210097403
5058401861,6,1306287861
5089454712,8,2801919071
5003929049,1,4210103627
5068122013,1,193524592
5094762989,9,141778976
5045799334,5,145311948
5011214262,1,145846420
5050382766,1,25399158
5079701816,5,4210110362
5030092975,2,135310074
5103104035,1,90259746
5047144229,5,4210145507
5052604164,5,58956616
5092721598,1,133743585
5066718170,1,135598925
5101748194,3,2802624667
5058069615,3,204483917
5031261031,2,4210097902
5070271933,2,874386039
5012142484,6,233209018
5035524335,1,4210144804
5074107420,5,53276908
5057370839,1,175691731
5050165216,1,45294948
5085550454,1,4210129730
5045194142,1,145673806
5002211310,1,4210145392
5101736269,6,19820366
5100725223,1,4210142748
5050390549,4,51077184
5075710457,1,1325675289
5067118351,4,4210126697
5049016427,4,4210091812
5092393688,3,4210117091
5000227290,1,4210130789
5003218800,2,4210124598
5039649524,1,4210088792
5029342216,2,155125353
5023806761,3,4210106879
5053281471,1,8692664
5101957153,5,3130874397
5078754338,1,153512688
5100676353,2,4210095370
5083558612,2,2802335433
5043239676,2,4210150884
5050684754,8,138622004
5006202377,4,165932596
5062161675,1,2799765569
5105375750,2,162827531
5063930643,2,4210091933
5009916982,2,4210151209
5100453026,1,90610280
5010115236,1,4068193
5101564842,3,165932596
5006664391,1,129858807
5027098794,1,2799786008
5002221770,8,94658018
5084299668,2,1292404956
5101509750,6,4210137298
5063936470,1,1280536761
5102058249,2,4210135039
5067077532,1,27837315
5018825470,1,1328723229
5031559901,3,2802166871
5062946183,1,4210136786
5077186297,3,4210145209
5097443852,1,4210090826
5079243236,2,38538140
5014848614,1,2738502077
5019549501,3,4210089761
5097037501,1,118564535
5018225322,1,4387154394
5064312583,2,4210123353
5046195801,6,79576946
5073021159,1,177725633
5009107960,2,4210116470
5003899656,1,164861460
5092110416,1,1297592001
5002392759,2,27837315
5101598090,8,4210116869
5076223578,3,58048189
5057889924,2,2800403580
5077639791,2,5996616
5042949869,7,91277730
5030079910,1,145608581
5002049921,1,80850581
5033624207,2,4210103823
5010278035,1,39804081
5099892588,3,4210117640
5089069255,2,10091056
5016880011,1,146122375
5072783110,7,223822909
5029628132,1,1315792047
5077144835,3,100532134
5030180713,1,4210123161
5031261004,4,4210087865
5038828252,4,45438204
5016404073,1,49185572
5023344499,4,4210114914
5101420027,5,50180762
5027978516,9,158842170
5019286681,10,47720641
5084430045,1,345918524
5033657601,3,1294671590
5040777973,6,4210157122
5085190039,9,153473198
5022524340,2,155744322
5086234232,7,3923682
5045695517,1,114493937
5035571506,6,4210149825
5023692843,7,157725225
5003713081,1,3019092743
5101178792,4,4210105197
5080639845,2,112197944
5038716994,1,33213144
5031315514,9,2800556163
5020803448,1,3132430671
5085336272,2,71267560
5042128464,2,55732556
5036769019,1,157638225
5000648147,7,128243007
5065654670,1,4210140622
5078936623,1,43579087
5040945858,2,4210090209
5026595470,5,2802086085
5051114959,1,184693016
5039899885,10,4210128565
5072957328,1,2800838154
5066889438,3,108192572
5073835004,2,80043
5008194008,10,31746571
5004936553,1,4210164273
5090380688,1,3131883934
5083679491,5,44260953
5100390720,1,80143920
5057306378,4,57053284
5069111302,2,4210143563
5014605477,1,86519309
5066322511,4,180857899
5069983638,2,28407311
5051486980,1,135310074
5084523298,9,4210098734
5042162757,2,119454577
5020285199,1,185203018
5031600322,2,1327163397
5042281800,1,95674353
5064030776,2,5023651
5024814932,1,189075073
5059527007,1,33849332
5048226070,1,1339895191
5041102359,1,142762351
5100367607,7,181877577
5086561286,5,131579929
5016197430,1,180048034
5065204170,1,4210107917
5036626991,1,224962290
5033072733,1,4210123325
5010672853,1,4210140695
5002724150,1,158842170
5024166696,8,4210120668
5015109786,1,4210161650
5076084159,1,4693666
5084739843,2,111088046
5073271493,1,1321296531
5048840129,3,4210116792
5030064414,1,29606459
5087881697,4,47251452
5018342060,1,4210140760
5027044244,1,21606457
5101071478,3,4210109808
5010168663,3,173911158
5026439164,6,27837315
5015598421,1,167383011
5051224779,2,2801112325
5005741702,7,157536573
5019333708,2,4210135803
5080275180,2,134168995
5097149515,1,4210151112
5075841029,6,1338006420
5058794863,1,3130501320
5092448168,1,130218214
5045536459,1,4210160144
5016720033,7,2799285576
5094873594,1,4210111187
5055679553,5,4210147789
5074280063,3,20942203
5027362804,5,4210097126
5001343597,1,335365548
5024371835,2,4210122510
5001036110,2,118564535
5021481723,5,51452335
5024529437,1,2800281165
5071354261,1,4210139372
5005155194,3,4210121405
5046025303,2,121748325
5080820864,2,4210112276
5101951229,3,21945476
5046027580,1,161318765
5051122776,4,4210099160
5025274228,3,4210090690
5074499265,5,1313323035
5069982727,1,1283280774
5020877446,1,4210122580
5076636919,1,165560825
5070255663,6,194450716
5046173887,2,4210114319
5101430330,9,4210139618
5029802945,5,183935753
5010774403,1,8977528
5091262121,1,240042149
5070945048,1,4210098357
5022998618,9,185443292
5038442301,3,28290843
5028911768,2,193662353
5014225112,5,204824540
5047052311,5,161103922
5039526503,1,114027177
5099247377,1,62916508
5100899314,3,4210149211
5053461573,2,1315085146
5100681349,1,139660479
5070152083,1,4210100789
5033148691,2,118086122
5066076288,3,45571689
5094143714,1,78545622
5098643522,1,27238560
5100178969,2,4210104059
5055478784,2,86519309
5104815903,1,98499257
5047248501,2,2738703131
5023443881,2,4210139016
5087207019,5,4210158999
5037958780,5,4210144918
5026523016,5,168673124
5085555833,2,86987016
5062869534,2,317356780
5049353447,2,5023651
5036703722,7,4210110767
5088663503,1,916559398
5073925923,1,34942010
5008804823,1,4210153755
5052010523,1,17301866
5063647118,1,129801699
5030484639,3,183874917
5091426058,1,55538621
5015694054,1,48430043
5079288338,2,4210107147
5065034159,1,172685059
5004083270,3,4210138171
5055075074,3,1327163397
5101269411,1,4210160222
5039025904,1,138689650
5056475873,4,98677209
5021683360,3,4210143253
5101138349,2,44892455
5106035931,1,255234318
5010853460,4,2800006345
5103393658,6,4210114143
5058255900,8,78577930
5100395333,8,42405503
5103269457,4,4210152528
5079126984,7,4210117042
5037755257,3,201448701
5027498749,2,1330063522
5074008055,2,16097986
5102696854,4,21193070
5016865064,7,19820366
5026882971,5,4210133069
5087993106,3,4210085940
5067092697,2,4210090154
5001120273,5,1330204332
5058747122,3,4210126298
5036898072,1,181343428
5059284105,10,1327237609
5039100116,6,1336856363
5090641526,4,45129253
5080492134,2,149218525
5101492872,4,2802939634
5086553193,1,188973947
5004290033,1,189590672
5090506220,7,1343551460
5051482233,1,4210142217
5085124484,1,4210160095
5075243978,1,2799841569
5034192629,3,1302918504
5044464715,1,145311948
5103702496,5,83558840
5100444785,8,19820366
5032668585,3,135310074
5078886951,1,4528857
5026412890,2,131249849
5017505785,1,1341135885
5010882844,6,4210164371
5022868396,1,196829312
5083786673,3,1312388573
5103059450,1,4210165606
5060871154,2,189268942
5026920321,1,878022262
5035625147,2,4210145392
5024050436,1,189996419
5032821860,9,4210095992
5052837220,5,4210149009
5016595053,1,192398990
5011400527,4,106785703
5040914318,5,127859547
5084226929,1,1320481043
5024881785,2,37696226
5003620840,1,122411786
5063586294,2,4210097923
5083196282,1,83328411
5065675280,3,7883018
5050638727,1,4210102695
5041008236,1,4210126033
5042177006,2,60134161
5013286330,1,4210123922
5078214199,9,4210118049
5063880607,7,136199984
5065823513,1,8659980
5011209308,3,56303344
5050738514,5,4210161262
5085288773,2,145311948
5079350852,1,4210110581
5089610120,3,22299242
5105901244,1,4210122420
5047223619,4,107982497
5091774962,4,113306721
5073939035,1,1295339012
5015566714,1,4210131959
5054238034,2,148366613
5064400988,1,4210114270
5016866888,9,4210164624
5004624296,1,205490536
5031801669,9,55302922
5045289768,1,4210094654
5087198349,3,2800386561
5100862443,4,102345215
5049662380,2,196551433
5028760779,1,4210087293
5081610547,1,52099693
5101837508,3,4210092112
5004727942,1,97018004
5018407946,4,4210102029
5085372019,1,4210133560
5047959159,2,169248161
5060527962,1,129604602
5100740356,2,2799449666
5084263598,2,181391015
5006238137,1,16097986
5077295607,7,4210096452
5014191190,1,118564535
5080515046,1,4210113348
5015501599,5,1325620243
5062103970,6,162720556
5098951081,1,40527276
5005111824,1,2799540639
5103017138,9,919571938
5100374493,2,4210089761
5000827306,1,21256249
5060144239,2,348769827
5004923912,1,4210108050
5076474432,1,111979921
5087431098,4,4210158567
5018608851,1,2802534033
5073062436,1,4210107284
5098114306,1,177567560
5023730699,1,17974374
5103958561,3,4210106122
5003503520,1,286207536
5057031238,2,219193219
5106089443,1,32971472
5059291649,1,180923762
5045612233,1,26120043
5073815375,3,4210128659
5083470677,8,4210119077
5009480658,4,32971472
5023268496,10,4210159453
5100444000,8,205016115
5072530757,1,4210104252
5066988680,2,1315778391
5022613070,3,118839592
5067882859,4,1292815773
5091512787,4,203088144
5026324285,5,890469752
5073063691,4,163770644
5094203654,1,4210106508
5055199748,1,168180000
5037847081,1,4210108598
5005712891,4,1312222531
5058555512,4,76130692
5103060492,1,19820366
5067418289,1,26840924
5074110212,1,4210114866
5100588574,1,4210090236
5076893026,3,268303160
5010129862,3,24768866
5033843633,7,78880903
5062714879,3,4210142124
5021144847,5,2800419323
5008740259,8,157485424
5070389308,4,4210109530
5071013732,1,901980530
5069793250,2,241749
5075755458,1,2801670068
5102813892,6,919571938
5052734327,1,189158943
5032972131,1,3123346794
5029738812,1,204983213
5104147816,1,146416000
5090318881,1,2799691083
5036251488,3,4210142152
5048879511,2,17974374
5079681402,5,1281833243
5090131829,1,204337017
5060431434,1,80143920
5076068639,1,205349734
5034725558,2,3132180716
5101581453,4,4210086432
5086559537,3,4210139319
5020042657,4,109289231
5036133034,1,4210091812
5008465274,8,4210143223
5049650868,9,4210158188
5047537575,2,156762387
5042594985,7,124357947
5086706895,1,879563668
5022348245,1,4210086410
5090320898,5,4210131109
5081382505,1,4210146010
5030188889,2,4210158294
5066573004,1,28290843
5062139602,1,145311948
5093126749,4,29607241
5089206037,1,44892455
5075173671,1,140942544
5060437906,6,4210160694
5102015491,5,181326427
5067625277,1,83683471
5100508153,1,76569877
5013015543,3,137459256
5038702392,1,83328450
5040808433,9,204824540
5057270939,2,4210103968
5084395830,5,138689650
5070895151,9,4210166329
5043499361,2,141461282
5101296427,2,38877650
5091350113,1,904495901
5070572833,6,4210125143
5056409938,2,1295499534
5074472129,2,881766915
5075113884,1,4210132331
5046858326,2,27804330
5064407309,2,204136569
5101111167,2,4210122330
5038849552,4,166073570
5104494882,1,135140700
5081456569,5,4210140129
5005716626,3,2801613365
5005930314,5,83909951
5015784281,7,4210120022
5061673879,10,119454577
5041777787,1,63966007
5088435273,1,2801671727
5040233344,3,4210091245
5009018000,9,2801112325
5046313208,1,125749732
5060956246,2,202028630
5030281455,1,167751958
5096043076,1,55732556
5106509590,4,277688954
5036897215,2,154347574
5057282185,3,2802934949
5061114956,2,4210118429
5003569823,2,114017466
5033937578,1,148366613
5024466086,3,4210091443
5092708616,3,2800920820
5068338705,2,19820366
5002242317,1,139322472
5043209176,1,56019348
5030714864,6,142974352
5072690763,1,119868032
5039205836,6,2802052328
5102456033,1,154130895
5097046315,1,152429107
5078332624,1,4210087739
5045456469,4,315704651
5084686367,6,138659443
5012649536,6,38260057
5104998595,1,4210089305
5063079542,10,154526488
5086672861,3,136199984
5017650475,1,4210101167
5036382464,7,4210096095
5057748645,3,157349981
5074969801,8,4210141130
5086758810,5,2801345734
5076029905,2,200769079
5055582538,6,4210140459
5101823586,5,73616290
5014341668,2,17877952
5041966888,1,20942203
5072237302,4,4210152306
5013370755,1,263512288
5007617491,2,99065089
5054426866,3,4210108448
5069572535,7,223532165
5089142036,2,44563897
5021960654,1,4210114139
5013237057,1,41156924
5003066608,1,82724352
5044834378,1,2801766832
5067344748,3,141596103
5091049892,5,4210104270
5010441487,4,130828816
5060024025,1,23925101
5019562715,5,4210156266
5014101302,2,4210159382
5009241967,6,4210152827
5074412020,3,203847022
5100427358,2,79576946
5001059831,6,47720641
5027546107,2,4210124847
5045102557,2,4210139498
5010876906,4,4210152743
5028934552,1,2802287669
5017328312,1,153718931
5007520281,4,2801341572
5052865587,1,4210106918
5102668498,2,76214153
5103003771,4,3018263800
5055517196,1,4210092871
5048692074,3,2799712389
5045832481,1,126520041
5103662355,1,4210147103
5004724414,3,4210147190
5083583654,3,177567560
5065930805,2,2801345345
5021632446,1,154570441
5066387162,2,4210089928
5015631476,4,4210167424
5047041666,1,4654613
5048389628,6,36399199
5058145644,3,4210133214
5095570862,2,1294126068
5001720962,1,43439940
5004449955,1,134635517
5000175441,3,2802258008
5039046746,1,19880235
5044752176,1,150229711
5083519207,1,114027177
5044025407,7,4210162951
5101686029,4,129604602
5086781585,1,27768575
5101752007,2,19820366
5024348576,1,26092322
5040407415,2,111467783
5051830658,4,4210106771
5094558615,2,4210125180
5047560682,1,59574800
5051259402,1,122140584
5038635997,4,4210124641
5042104771,1,16835326
5078061905,2,121847817
5101069927,3,4210092168
5088235751,1,201537933
5028055240,2,4210123216
5079085139,1,4210118921
5035315712,6,118501908
5080980747,10,4210131908
5068458857,1,4210118815
5090439083,1,78757542
5073824646,1,4210154864
5050059180,3,2802557943
5030520993,1,4210099477
5067195718,1,4210159645
5040421810,1,186771145
5070459984,2,4210160447
5089683383,3,4210132513
5087698013,2,150913223
5021526037,5,12469534
5002684218,2,88085062
5015207294,1,37461747
5066006743,1,4210093545
5063621256,1,1281400175
5094484952,3,63341726
5070779931,3,99041443
5012992537,9,4210137306
5063521440,2,7877124
5054389503,1,874609350
5042021797,2,3019308854
5043142331,5,135388327
5065590523,1,98358874
5084030080,1,89079967
5103472155,2,4210108839
5050708737,1,135598925
5105396706,1,145311948
5060348530,4,3923682
5012896237,1,4210154781
5017736730,2,210716285
5034641331,2,94948490
5071436641,3,196972281
5025736511,1,107720978
5008932081,6,64295750
5072017855,1,4210141180
5090337368,2,4210140052
5057384256,1,65674248
5081870476,2,4210160694
5027121261,1,66200439
5030134697,2,4210156008
5026153380,5,4210134548
5092511575,1,4210112728
5080302535,1,25041050
5100659526,4,149213910
5010897575,2,100887729
5065954713,1,27837315
5013668467,1,4210102764
5094306364,1,4210117220
5062048502,2,4210161795
5067720166,1,200359443
5069179484,7,4210157890
5036900719,4,4210139728
5058473401,1,55707380
5104423515,1,106118109
5094632133,4,1298353152
5031326799,1,148314036
5103741532,10,4210140537
5103192673,7,4210161623
5006764197,8,181391015
5016412977,2,54459138
5031690454,3,154864474
5056417936,3,4210106879
5101536688,7,4210161077
5100915780,5,4210159575
5088504865,2,4210119344
5074487817,3,87780372
5029674189,1,4210160347
5032260452,3,4210104059
5060356229,3,3129663072
5068269526,4,1291425158
5028221452,1,128956969
5023251026,5,91819753
5022751866,1,4210126694
5072931223,3,92039509
5090405408,1,1306862143
5024689694,1,180297670
5046321923,1,164936912
5100718894,7,150229711
5016790018,1,4210135034
5037652629,1,157338126
5031211273,4,1299528221
5055795728,2,4210094406
5000231402,1,45084792
5020470238,1,166337079
5047653509,7,109963156
5062861401,1,96845813
5101946691,4,4800084
5082593258,4,1296604144
5018605564,1,76134821
5030358302,1,8379220
5054969197,3,91656880
5047479450,6,4210165183
5003851947,2,176790772
5076425408,1,4210157166
5055908139,3,900890020
5061829069,6,4210165227
5044064413,5,16733864
5103962274,1,90671498
5066914476,2,165799507
5043262835,2,4210090124
5086753356,1,84524832
5019737698,1,59411706
5060204280,7,1305919966
5025017157,4,4210105538
5086662388,3,98227222
5021336478,3,16371252
5095255357,1,4210109586
5049092151,2,102335020
5040549807,5,1327163397
5070036258,1,121820613
5100591240,1,37461747
5090479285,8,4210108471
5017917479,1,184843921
5060772363,4,169108374
5024851242,1,119261591
5068183172,3,192619145
5064916866,2,4210138900
5068044490,1,4750791
5087342982,2,7877124
5037988386,1,4210140167
5049081436,1,4210107612
5030080357,3,4210141087
5091077082,4,1292966370
5005896360,1,4210124605
5014415346,1,4210123968
5055961043,1,2802573037
5051401626,3,4210155236
5041527677,6,911458345
5015238616,9,122411786
5091785715,8,16038530
5101617809,7,154341788
5028290579,1,201448701
5090589767,5,185852735
5006309858,1,57206974
5100689980,4,37461747
5014125359,8,4210144918
5047592409,1,100930933
5098257211,1,4210091565
5069123564,1,269199756
5007600763,7,4210160189
5087364578,1,32366509
5064260818,2,56475706
