work_id,author_seq,author_id,author_position_id,is_corresponding_author,raw_author_name_id
2913262798,1,5087861219,1,1,16442517
1548154751,1,5058347766,1,1,20958554
2605020095,1,5034942914,1,0,207664
4389655076,5,5062639267,3,0,5371552
2253361516,11,5021800720,3,0,24237722
2768163677,3,5087723928,3,1,11535852
4242668831,1,5104816039,1,1,99652360
2071336955,8,5044884171,2,0,19211844
2044558563,2,5006979287,2,0,6603652
3034015916,7,5015588434,2,0,36058096
2143876160,12,5078047816,2,0,53229577
616693173,4,5056971362,3,0,91102501
2910697936,8,5026622910,2,0,79588232
3141438504,7,5033735762,3,0,68694407
1589867908,1,5064637774,1,0,3336598
2337270321,5,5009077431,2,0,35430652
3121467529,1,5066747339,1,0,7794757
3212767833,3,5071026868,3,0,56379895
419123375,2,5089688924,3,0,90929217
2954614816,4,5014837610,2,0,4609111
4390212936,9,5093576879,3,0,96687324
621953142,4,5087868708,3,0,9533169
4401560549,7,5073606322,2,0,56896799
909701781,1,5027782443,1,0,87560058
3096685274,2,5100520685,3,0,38162760
2182615636,3,5000112231,3,0,65808976
76482763,1,5052056187,1,1,48419933
2990025516,6,5077672144,2,0,39179432
4319233935,1,5007607591,1,1,13418283
4393116785,1,5103008397,1,0,70871809
4389286081,8,5100694840,3,0,52939147
2046597721,7,5055453654,3,0,50357991
68389795,5,5007583341,3,0,42656669
4241140834,1,5053414606,1,0,59560466
1996674967,2,5059235525,2,0,28076834
2759432744,4,5051696720,2,0,39453381
2224092775,4,5017090522,3,0,80165970
3041730913,1,5072057635,1,1,38525422
2970910139,1,5070072886,1,0,53637278
2784293985,1,5074380618,1,0,51039693
2556735230,28,5002671741,2,0,33329768
2964058542,3,5027887380,3,0,44016943
1606464909,15,5014759209,2,0,69270071
3148604613,1,5050554939,1,1,82574131
2674843101,2,5059757984,2,0,74911817
2603775236,13,5073263620,3,0,26417106
1569755732,1,5068859459,1,1,52387883
2184199967,3,5080281313,3,0,30314799
3042475137,2,5068398568,2,0,91945605
4379177232,2,5021804779,2,0,73341809
2052424315,1,5030076194,1,0,5554059
1548626455,2,5041948708,2,0,3945814
2605592688,2,5004690975,3,0,92836912
394637996,6,5096360124,2,0,92033619
1972921753,3,5042745142,2,0,79445176
2580386320,1,5102923970,1,1,78553274
4321500656,3,5080190999,2,0,16902872
2041674831,4,5087455853,2,0,80138606
2612081687,1,5004365381,1,0,8050270
305340264,1,5105762401,1,0,37633514
2622748252,2,5074343991,2,0,50062379
571315746,8,5099836091,3,0,91011628
2175838188,5,5012209803,2,0,70312830
2015520562,3,5100874363,3,0,24579231
2171419189,7,5077570613,3,0,75714652
1563388481,6,5102349276,3,0,48741134
3106147120,1,5011797195,1,1,245334
2752373145,7,5045136192,2,0,37105150
3014082077,9,5091359426,3,0,36942775
4388430295,4,5016866376,3,0,14107368
2919954673,3,5058091514,2,1,81667997
2393836212,1,5066543792,1,0,90454978
4387161784,1,5071013021,1,0,50004409
1994223698,2,5021427054,3,0,25346064
4392821495,9,5041375643,2,0,7767846
2065789303,1,5046883847,1,1,50278087
2969008429,9,5100682303,3,1,24626880
2408463737,2,5088439009,3,0,2616606
2887698438,2,5070636618,2,0,26509170
2901604696,2,5084499545,2,0,29975015
4394850677,20,5006760806,2,0,18698109
2966115293,1,5076982294,1,1,22917945
1976825202,3,5086738502,3,0,37009434
2019770326,3,5079513976,2,0,10808619
3000058201,2,5003578545,3,0,16827644
1525422521,3,5104067937,2,0,49668025
2110531569,1,5012385003,1,0,39724112
2301278202,69,5076683787,2,0,67543789
4389495338,2,5102019344,2,0,102642229
1773823902,2,5057659138,2,0,30373794
3041828648,5,5028008938,2,0,40031007
358752424,3,5034686595,2,0,92183432
2057956187,3,5025158885,2,0,70927655
4389766747,6,5062324093,2,0,22930095
3092755795,4,5058679610,2,0,56347869
2171832625,7,5102992323,2,0,47154871
3166498565,2,5064192696,2,0,60580870
2599394262,4,5014912516,3,0,92985729
3111777298,1,5091107803,1,0,14541129
4319986510,3,5100375251,2,0,80373089
2002360172,1,5101197042,1,1,70597270
2995400899,6,5100720886,2,0,15132676
2778227858,43,5008481316,2,0,80648603
1997025086,4,5067687761,3,0,11699958
2789009639,1,5039950082,1,1,63311727
4362556208,24,5058328634,2,0,60625478
4390509591,6,5100372830,3,0,72827485
1512476620,1,5071477720,1,0,21527466
1486748151,2,5002258807,2,0,89076083
2756494118,1,5079370253,1,1,25987100
2087012975,1,5056777181,1,1,24383791
2949612204,1,5049478850,1,1,4621977
2563023051,2,5049287559,2,0,95970115
2615525481,3,5081832817,3,0,25379084
366722107,1,5038029774,1,1,92012096
4386305415,6,5047451983,3,0,61583659
1995172475,2,5001728444,2,0,62515213
4284688879,1,5101848278,1,1,44627037
1997431660,2,5076796402,2,0,65214300
2418945263,1,5011988654,1,1,14863708
4392113359,1,5089360037,1,0,4720284
2971276811,1,5078475660,1,1,51860818
4206629798,1,5058757756,1,1,64146033
1772393670,2,5042855345,2,0,78255459
2123388621,1,5007968843,1,1,52317568
2415003100,2,5036814712,2,0,3134362
1706970071,6,5067065808,3,0,72853519
1976251396,1,5072896677,1,1,70431524
4394909351,1,5045678583,1,0,16827869
966022703,1,5007792513,1,0,34277470
4309804073,2,5029875220,2,0,79313128
2039141855,8,5017820821,2,0,16471191
601196236,4,5008579008,2,0,88350539
4390477200,3,5006264557,2,0,70701825
1981317273,1,5017390907,1,0,8515424
2482837810,3,5050440239,2,0,91432644
3010966089,2,5024504448,2,0,29359613
3132499910,1,5040701845,1,1,16805190
4392924310,3,5093598014,3,0,22344394
2786909200,6,5062088708,2,0,72420774
1875500411,2,5044588214,2,0,50985522
2088303380,2,5076153489,2,0,15974255
4380714652,14,5037524370,2,0,78222536
117471777,1,5100624063,1,0,81516266
4386206721,4,5016457824,3,0,19739577
3215781587,1,5029230229,1,0,26322448
3036941343,1,5038722253,1,0,73738550
1999284432,3,5072471721,2,0,11132344
2915064826,2,5076365121,2,0,72348588
4242683491,16,5057168321,2,0,8992286
3047006952,1,5102920540,1,0,80617270
2087634104,1,5064290153,1,1,65619474
2018648187,4,5037807874,3,0,33035563
4214822349,3,5053453793,2,0,69186923
2298778987,5,5081576422,3,0,53858804
4396170376,1,9999999999,1,1,96596153
3023995571,2,5073703438,2,0,80519856
2741582868,6,5034101567,2,1,9296720
1977160250,1,5058569734,1,1,27138885
3117966455,1,5069172790,1,1,85797445
1968979507,1,5089068215,1,1,36160720
2413368801,1,5055918096,1,1,78699025
4380569691,3,5081802677,3,0,14021409
3019462745,2,5089319323,2,0,77932269
4393695689,12,5053777031,3,0,5368873
1966665029,4,5027099900,2,0,52529316
3090385927,5,5083177104,2,0,14153931
2005501378,1,5035569088,1,0,36904261
2014561129,5,5055635863,2,0,95925128
2118756160,2,5003436838,2,0,55528553
378396464,1,5074501117,1,1,91751863
3164115824,2,5060436770,3,0,17865213
2007818694,4,5065696344,2,0,61636551
1042869407,1,5064742302,1,1,90566166
1980880337,2,5073007437,2,0,80833865
3133593352,1,5045865974,1,1,64751396
2105970414,1,5049141460,1,1,32962354
4385470915,1,5031585787,1,0,7374175
4254145201,1,5021624791,1,1,24543248
1612385354,1,5067127693,1,1,50776088
2398384606,3,5009870298,2,0,59462131
2551930571,1,5100710762,1,0,23937309
2299763807,3,5086836527,2,0,38371219
3011732245,3,5046277496,2,0,47133806
3198961844,14,5030538658,2,0,2401273
2370012224,1,5102224354,1,1,64667690
2054118415,2,5020507080,3,0,46754741
2972818624,1,5084126830,1,0,52294593
4206105596,4,5100769709,2,0,23473298
2919721626,3,5101606101,3,0,5325643
2318986780,1,5055129470,1,1,68180207
4361199441,7,5007664579,2,0,16270544
4317721894,3,5069069641,3,0,16295359
3005472097,6,5066160213,3,0,1243257
2304998068,2,5003118936,2,0,87222729
4390239708,1,5050352382,1,1,37053406
4388406206,1,5093203949,1,1,7552605
4236091378,4,5043888538,2,0,34795425
4230337099,1,5056476386,1,1,11128268
2032484796,1,5084691556,1,0,66326394
2809615786,2,5075169534,2,0,83792334
4240806640,129,5033924828,2,0,49465155
2045420103,1,5033050763,1,0,58651399
2182236679,1,5009037969,1,0,49894260
4395026230,3,5095841868,2,0,40007072
4399892092,4,5079729168,3,0,65438987
2407116235,1,5000841833,1,1,9576967
4400887524,1,5088370475,1,1,41324243
1566555539,1,5074791367,1,0,24984308
4393682183,6,5051168683,3,0,67280619
2356919662,1,5057027723,1,1,83009141
2022911203,1,5070307436,1,1,889645
2030703050,4,5038682019,2,0,47565580
4318486683,1,5087523543,1,0,51455880
68132707,4,5106633670,2,0,79008657
2917337958,22,5104121143,2,0,40938199
2330566891,3,5008725705,2,0,75848547
2898084186,3,5103726965,3,0,29881953
3084961108,5,5019267206,2,0,39787741
592016726,2,5041854466,3,0,23369369
4307046625,1,5089404571,1,0,74794625
4221149135,957,5106544222,2,0,53854714
2093296704,2,5014797562,3,0,26748173
2196960303,8,5105516064,2,0,19396008
2610018681,1,5066010350,1,1,46878819
2082659767,3,5070394443,3,0,5231293
2256824463,392,5106498549,2,0,15719479
2004209800,1,5032378616,1,0,62608801
2163876217,3,5104169507,2,0,100965913
3125453027,1,5011527368,1,0,45511856
2808985093,2,5101188887,2,0,36064855
4245090951,2,5016398070,2,0,25285854
633895732,2,5010655423,2,0,61472682
1976445447,4,5009770380,2,0,25275529
4250089442,12,5006416160,2,0,1983735
2049938597,3,5037417065,2,0,1620918
183197616,2,5046151318,2,0,87982648
4383337081,2,5100668339,2,1,44654353
2084706013,1,5009469614,1,1,37011284
3154262929,14,5079707370,3,0,52278265
4284969817,2,5018395109,2,0,5704026
623676156,1,5007507588,1,1,93176761
3198494337,3,5079618195,2,0,88602930
1947518856,2,5030913902,2,0,87223723
2474400585,2,5068888885,2,0,32156098
645529644,4,5090240965,3,0,25048939
4318065932,2,5015482942,2,0,9415517
2327120879,2,5028805184,2,0,41405071
2413724202,1,5043828855,1,0,31432753
2963677013,1,5037127914,1,1,16837815
2898970649,3,5052504406,2,0,83767628
3116234761,1,5057876874,1,0,37846210
2963566548,3,5005626854,2,0,13320358
2983219353,1,5102403395,1,1,81661041
2290489555,3,5043350912,2,0,18356786
2988888634,1,5057218888,1,1,100116247
3188338449,3,5001746807,3,0,41203734
2619488318,4,5075222054,3,0,26229100
4366549111,1,5073041600,1,0,80512140
2961620092,2,5012248349,3,0,48809829
2486243278,1,5023589613,1,1,55782774
2398856986,1,5059387409,1,0,32250836
2891920787,3,5045615801,2,0,18631436
4396519394,7,5036235295,3,0,36919652
991250902,1,5088704369,1,0,3461291
4306734943,4,5087694600,2,0,46709875
2046750802,4,5027590604,2,0,14293881
326339174,2,5002082643,2,0,97067729
41920082,6,5040634450,2,0,86865069
2581925071,1,5031996829,1,1,61228423
3015838378,5,5071564762,2,0,63898086
3010984679,1,5003366266,1,1,12752792
2209657579,1,5004808605,1,1,92444140
4323844858,8,5072710505,2,0,5508263
3135511793,12,5026922999,3,0,1312070
633248808,2,5036233126,3,0,91752644
1984393517,2,5091581004,2,0,98030872
2148997783,1,5100426015,1,0,72921163
3015799034,2364,5019433788,2,0,59709218
1975635277,14,5064870023,2,0,22328870
4392694490,2,5094124987,2,0,46723293
2093083587,3,5056614857,2,0,38654497
15694716,1,5017699036,1,1,9371174
2460513233,1,5091698997,1,1,79204544
4323644477,1,5005205464,1,0,50982845
2263437455,8,5030312152,3,0,29362716
4397800192,2,5012340363,2,0,63450118
4366155358,7,5062661050,2,0,11248885
2033849494,2,5022746089,3,0,11371033
2413100750,4,5082254723,2,0,83371913
2888745831,1,5088500024,1,1,99359526
79810463,2,5011591333,2,0,39533416
2950339398,5,5069692075,3,0,9651154
3036785139,1,5102356865,1,1,78954082
3096189615,12,5073132159,2,0,44394574
2069556507,4,5011832288,3,0,33995019
4386957692,1,5027545972,1,1,34300089
4255480007,26,5007601301,2,0,71862948
4390116485,1,5058881771,1,1,98342516
3011216167,186,5030442551,2,0,12150087
4244080897,2,5010157145,2,0,54384787
4362236917,6,5086695872,3,0,34864807
4256502182,3,5087465892,2,0,62904396
2023022672,2,5075354875,3,0,60700849
2011927483,2,5002200925,2,0,79783561
2326394050,1,5028010668,1,1,36798012
2320558680,2,5001981429,3,0,61199766
2800140040,2,5083433475,3,0,29649297
2121206973,9,5061599706,2,0,1653087
2406999510,2,5083378895,2,0,4474901
1978045629,1,5038736049,1,1,16365705
2418203839,3,5061715038,2,0,50280038
1999767015,2,5013376927,3,0,1439288
2969819631,5,5075727221,2,0,58679360
3097544246,10,5047814535,2,0,81857683
2300613502,1,5007707543,1,1,72065889
1974176150,1,5009421201,1,1,72704092
2765192217,1,5035769326,1,1,60177990
4246239019,1,5057067671,1,1,52444298
2408861592,6,5006113410,3,0,59569291
3177895536,2,5090256662,2,0,44639511
3181258755,1,5020164487,1,1,60161175
4397165627,5,5070709205,2,0,19686274
1914336426,1,5062770727,1,1,7629509
2360890324,4,5067150047,2,0,62300902
2062116795,2,5072354679,3,0,61285096
45437792,2,5036399652,3,0,26617460
1513846615,4,5016990122,2,0,15480621
2008822469,1,5021482904,1,1,1195461
2331523906,4,5008498193,2,0,20809638
3048446799,5,5100600760,2,0,36258236
4391264368,2,5051169672,2,0,20608223
4226338697,3,5068476163,2,0,65344658
4394421399,6,5033031342,2,0,2765248
2748895270,3,5087039310,2,0,15121119
3025888291,5,5070299626,2,0,28599342
3030984583,4,5051380984,2,0,52996771
2783496968,2,5070934428,2,0,5404840
4238643000,4,5010489788,2,0,20894295
2006641709,2,5012836392,2,0,82136244
2465176237,1,5070246431,1,0,33674472
2903004055,1,5016161522,1,1,51038465
2959130487,1,5038348988,1,0,78293746
4231680706,1,5012755649,1,1,50960129
4366242354,1,5085703232,1,0,80559787
4388501418,1,5007883553,1,0,54373310
1012372410,2,5046276369,3,0,91278277
3005852294,6,5039790073,2,0,16169044
3084751613,1,5063387233,1,0,18563566
2291878332,3,5008180977,2,0,36542688
2971619061,4,5078752176,3,0,20662267
4312850083,3,5089431642,2,0,61711639
2121996003,4,5081093256,2,0,62993316
4294011730,4,5017443446,3,1,18426772
2002232306,2,5101943627,3,0,54483557
2043851825,2,5049824021,2,0,42749382
3040922619,1,5054761650,1,0,34437549
4310448259,3,5007623035,3,0,26160607
4299309091,1,5030151443,1,0,69336801
4401280029,11,5100429269,3,0,36115807
2766207212,1,5021172908,1,1,4451151
3129022443,3,5040806719,2,0,32073820
2260309098,2,5091195741,2,0,16553246
4390900043,1,5064724663,1,0,48189072
1606052868,9,5011863122,2,0,59908968
2982333658,7,5051183041,3,0,13835503
3090121555,1,5021191635,1,0,45781621
1149403680,1,5057593283,1,0,28980178
45740919,3,5022568981,2,0,46253036
2614685036,1,5007281800,1,1,35774349
2583192361,6,5048068822,2,0,40833561
1982656523,2,5071509023,3,0,66287136
932696032,6,5042212658,3,0,93556111
3148977415,1,5058249278,1,0,3511485
2788821198,1,5065087443,1,1,49155114
4390739897,4,5017402172,3,0,95178644
3030426719,5,5103185356,2,0,23148199
4213093664,1,5055220756,1,0,56339158
2584050296,2,5023764193,2,0,22692752
2149598524,1,5071691116,1,0,69697173
2787211098,2,5041210487,3,0,20060277
2019096671,1,5023952976,1,0,59066016
3008579745,1,5030161522,1,1,80281815
2002107594,5,5004350222,2,0,28302277
4390125176,3,5069699388,3,0,51515142
4295035973,2,5100398932,2,0,13420457
3125380542,5,5014084766,2,0,27175081
1835927057,1,5038760108,1,1,35334355
2560520427,2,5022167031,2,0,51380498
2781811158,4,5076181892,2,0,40358675
3116391544,2,5083735624,2,0,55606124
1950825261,2,5029153325,3,0,25043605
2134125753,9,5068301593,2,0,65960151
1995838454,1,5002502037,1,1,52232383
2353930373,4,5100940965,2,0,80496937
2921930897,2,5004517322,2,0,35406860
1987417304,9,5021225045,3,0,78783521
1930639917,7,5076476095,2,0,87083458
3049340099,7,5101997433,3,0,80511593
4213360089,8,5006318043,2,0,40356578
2100281735,3,5102001172,2,0,80241526
2460479902,4,5034285581,2,0,45486499
368976206,1,5088695309,1,0,87843495
2125794170,3,5102047933,2,0,69639261
1483769857,1,5066025450,1,0,65920989
4389704443,11,5058278504,2,0,43939936
2726595628,1,5088615321,1,1,26476640
308894451,1,5046755036,1,0,15543901
4310973885,3,5010346168,2,0,54454978
1976919579,3,5048871084,2,0,40970953
4292156905,1,5050239943,1,1,8932120
4386349478,1,5092728208,1,0,68922283
4205770623,1,5061132306,1,1,24529648
2991236728,1,5027157092,1,0,55144068
3199618091,4,5075169658,3,0,71225586
2417757794,5,5076436031,2,0,6603675
4237589173,1,5083384298,1,1,56395628
2498097405,1,5077681985,1,1,60517643
3016630409,6,5089328860,3,0,56650743
2149996944,4,5100644160,2,1,35652782
1195240827,3,5078059508,2,0,69663266
2624408619,3,5055104616,2,0,48618857
1942513923,3,5009193602,2,0,96383646
2343714236,2,5046856026,3,0,80831302
2161414568,4,5078535186,2,0,38651666
2917986897,1,5040338584,1,1,48733528
2296989457,1,5035366810,1,1,73279474
2052085749,1,5061449310,1,0,62497219
2799882138,2,5004732841,2,0,6193091
2620474920,1,5026960779,1,0,38454950
2414712409,2,5015290550,2,0,45049560
4362624992,4,5034513808,2,0,61421823
4393471348,1,5026647323,1,0,35653017
3197007295,4,5101558576,3,1,44528707
4226146026,3119,5081477803,2,0,14458421
1189652531,1,5006504096,1,1,21711032
2065847268,4,5069532075,3,0,72033427
1964363139,3,5100849334,2,0,55600763
4393334175,1,5040087944,1,0,69182518
3121131107,1,5078640139,1,0,63729178
3142044195,4,5039135972,3,0,24586629
918495771,1,5069762364,1,1,33433592
2898174104,2,5066525276,2,0,10850516
2050007581,2,5080241666,2,0,30159534
3207077652,2,5022255890,2,0,46792823
4250789545,1,5034861895,1,1,74461683
4393755022,9,5014560005,2,0,38429685
2972963546,4,5018054403,2,0,28877503
4397362612,10,5036779006,2,0,12650429
2005355670,4,5080100460,2,0,60532443
2156413684,1,5078662335,1,1,13890432
2598092301,2,5010043665,2,0,64000033
1534548248,6,5100750692,3,0,82003999
873321977,6,5100369593,2,0,79240536
2949646610,1,5084050650,1,0,31578546
4311750861,5,5014441546,3,0,20752873
2980012923,1,5018113870,1,0,5792092
2068098500,3,5053755959,3,0,39283088
4242316395,2,5053218056,2,0,8249368
4242188870,1,5010696946,1,1,37024681
2971981307,19,5026025165,2,0,5301726
2364423569,1,5101705176,1,1,80476185
2080458333,5,5091201226,3,0,78179602
2237445944,1,5047723622,1,0,87364818
4238012189,12,5046558567,2,0,81724575
2543238196,2252,5101683988,2,0,11194050
1558689902,1,5041618492,1,0,15271877
4238393252,2,5054706240,2,0,10014606
4249658973,2,5082709326,3,0,13131808
4389350435,2,5071429287,2,0,97794190
4323913965,5,5054847149,2,0,62342828
4390204110,1,5021753092,1,0,70080841
2518836981,1,5085177123,1,1,93079271
