funder_id,alternative_name_seq,alternative_name
4320321942,1,La Fondation Hasler
4320337232,5,NIHR ARC West
4320330591,1,SIMS
4320315323,9,Technologická agentura České
4320307215,1,CJF
4320332776,9,Unites States Department of Agriculture Farm Service Agency
4320311350,2,Life Science Research Foundation
4320310048,1,MLERF
4320327570,2,Iascach Intíre Éireann
4320327705,1,MoFo
4320334970,2,Department of Mechanical Engineering
4320312882,1,ISAS
4320330627,3,Industrie du bois Suisse
4320321777,1,FMNZ
4320308757,2,FAER
4320337118,3,Ministry-of-Education Key Laboratory for the Synthesis and Application of Organic Functional Molecules
4320337452,1,"Center for Law, Society and Culture, Indiana University – Bloomington"
4320317777,2,SCGC
4320324151,2,Selçuk University
4320308139,2,THC
4320310712,1,Canadian Poultry Research Council CPRC
4320323865,1,AFSOndine
4320312124,1,NHS Scotland
4320314861,1,AF
4320315820,2,Epicure
4320332317,4,Institute for Humane Studies at George Mason University
4320317893,3,CLF
4320307754,2,Always Dream Foundation
4320325786,1,Anglo Alpha Cement Ltd
4320334020,2,Graduate University of Science and Technology
4320338080,6,Fondo Social Europeo
4320319575,1,GFU
4320314344,10,Клеймс Конференс
4320322735,1,Ministry of Health of China
4320336565,1,Science and Technology Project of Shaanxi Province
4320326561,1,INCT-INEspaço
4320338446,6,"EU - Horizon Europe - Food, Bioeconomy, Natural Resources, Agriculture and Environment"
4320336020,1,National Key New Drug Creation and Manufacturing Program of Ministry of Science and Technology
4320332693,2,UT Cockrell School of Engineering
4320327480,1,CIAE
4320317041,1,"The Collaborative Research in Engineering, Science and Technology Centre"
4320326610,1,HES-SO
4320337746,3,Family & Youth Services Bureau
4320337740,1,ARC Centre of Excellence for Integrative Brain Function
4320318290,3,"Aileron Therapeutics, Inc."
4320327456,1,EPS
4320316440,2,The Peanut Foundation
4320312297,1,Icelandic Association of Midwives
4320331972,1,APPS
4320307409,2,"The Passano Foundation, Inc"
4320315183,3,The IMarEST
4320324456,1,The Alfred Benzon Foundation
4320323389,1,Uni Bielefeld
4320325391,2,Federal Ministry of Education and Science
4320334544,1,EACEA
4320329653,2,SKLPPC
4320332666,2,"COM, UNMC"
4320317410,2,中京大学
4320323064,2,北京绿化基金会
4320308977,3,Phi Beta Kappa
4320332394,1,M-CERSI
4320325672,1,Esdégé-Reigersdaal
4320319074,1,The Land Institute
4320316426,3,চট্টগ্রাম বিশ্ববিদ্যালয়
4320313759,2,TN Department of Transportation
4320310329,4,virginia.edu
4320335552,2,"Faculty of Medicine, Umeå University"
4320316461,2,UTP
4320315903,4,Fondazione Giorgio Cini Onlus
4320336687,2,"RECETOX, Faculty of Science, Masaryk University"
4320333476,15,Europeiska byrån för bedrägeribekämpning
4320337908,1,Woese Institute for Genomic Biology
4320316260,1,GFSD
4320326785,2,mfvm
4320319857,2,ICOFC
4320314864,8,BCBSMA Foundation
4320319556,2,National Collaborative for Gun Violence Research
4320331530,2,Continence Foundation
4320336602,2,Key Technology Projects in Yunnan Province
4320332099,2,Gesellschaft für Energie & Klimaschutz Schleswig-Holstein
4320313589,10,Coins for Alzheimer's Research Trust Fund
4320319828,3,Johnson & Johnson K.K. Medical Company
4320324885,1,NJIT
4320312930,7,Kappa Omicron Nu Incorporated
4320333803,1,University of Michigan Energy Institute
4320331536,3,Technical University of Opole
4320306627,1,Blue & You Foundation for a Healthier Arkansas
4320332654,7,Free Academy of the City of New York
4320333938,1,EDU
4320334270,3,Thayer School of Engineering
4320322258,1,Iwate Daigaku
4320335639,1,CASIA
4320314737,4,James F & Marion L Miller Foundation
4320334404,1,The Institute of Materials Science & Engineering
4320331633,1,Mohn-Westlake Foundation
4320307572,2,FWW
4320330333,1,Halmstad University
4320328327,3,EAFRD
4320318953,1,CONMED Corp.
4320328132,3,ZUT
4320329795,2,SWUFE
4320337543,2,UCLA Asian American Studies Center
4320321625,2,"Daiichi Sankyo Company, Limited"
4320338362,20,COOPERACIÓN INTERNACIONAL
4320334354,3,TIRI
4320333555,1,PCCRC
4320318671,1,Anera
4320330459,1,作物分子育种国家工程实验室
4320337775,2,"Center for Agriculture, Food and the Environment at the University of Massachusetts Amherst"
4320315222,2,The SIS
4320338183,1,Ningbo No.2 Hospital
4320336912,3,Topconsortia voor Kennis en Innovatie
4320318119,1,Hôpital Maisonneuve-Rosemont Foundation
4320335659,2,SKLMR
4320331731,1,IDE
4320322932,1,Manipal Academy of Higher Education
4320336908,2,"Department of Computer Science and Engineering, SNU"
4320328807,1,ACANPAN
4320337690,1,RED
4320329713,2,UFD
4320329924,2,怀化学院
4320312397,1,IASP
4320313990,2,Hassan II Agricultural and Veterinary Institute
4320338297,2,U.S. Army Telemedicine & Advanced Technology Research Center
4320306363,2,The Greenwall Foundation
4320335317,1,Senter Novem
4320332620,2,CiSTUP
4320312575,1,The California Endowment
4320317461,1,RRD
4320315778,4,The Strategic Innovation Fund
4320323350,4,Federal District Research Support Foundation
4320309300,1,Keren Koby Mandell Israel
4320311027,2,FIFS
4320337213,4,BRE
4320328026,1,KAKS
4320338168,2,Институт биологии развития им
4320319046,5,Laureate Education Inc
4320307780,2,Dow Chemical
4320331009,1,Ministry of Education and Vocational Training
4320311444,1,Pere Virgili Institute
4320332781,2,"United States Department of Agriculture, Foreign Agricultural Service"
4320312751,1,BRS
4320331380,1,Atlantic Healthcare Ltd
4320308518,1,WC
4320332050,3,Suomen tekoälykeskus
4320326318,2,"Vignan's Foundation for Science, Technology and Research University"
4320332217,8,U.S. Department of Education - Office of Postsecondary Education
4320323877,2,University of Gävle
4320319483,2,Solvay Group
4320328508,4,Higher Education Academy
4320334623,3,Toronto University
4320307468,2,"Stony Wold-Herbert Fund, Inc."
4320338308,2,"U.S. Army Tank Automotive Research, Development and Engineering Center"
4320306339,4,FOSTER FOUNDATION INC
4320308691,2,AZ/NASA Space Grant
4320321837,2,MEC
4320312282,1,AGÜV
4320332289,2,University of Southern California Sea Grant
4320309129,1,"Cystic Fibrosis Foundation Therapeutics, Inc."
4320310008,1,SGIM
4320330868,1,KGKF
4320315181,2,The Institute for Small Business and Entrepreneurship
4320329033,2,دانشگاه صنعتی شاهرود
4320336172,5,"NIMTE, CAS"
4320323544,3,Stichting Platform HPCN
4320329860,6,National S&T Mega-Projects
4320338415,4,The United States Army Medical Research and Development Command
4320315818,2,TCAG
4320311206,1,WGRF
4320332379,4,Lyndon B. Johnson Space Center
4320327033,1,SKLHSE
4320332325,9,Italian Academy
4320326412,2,Iraqi-Cultural-Attaché
4320336807,1,NSFC-General Technology Fundamental Research Joint Fund
4320321257,1,KNUE
4320328558,4,R & D Center “Biointech” Ltd.
4320317666,4,The Hague University
4320338455,3,InnoEnergy
4320336494,1,INSB
4320309762,6,CTC
4320335063,2,Forskningsrådet för Naturvetenskap och Teknik
4320325671,3,TU Dublin
4320318776,3,Zhejiang Provincial Communication Department
4320318855,5,ನ್ಯಾಷನಲ್ ಇನ್‌ಸ್ಟಿಟ್ಯೂಟ್ ಆಫ್ ಮೆಂಟಲ್ ಹೆಲ್ತ್ ಅಂಡ್ ನ್ಯೂರೋಸೈನ್ಸ್
4320336914,2,Wound Management Innovation Co-operative Research Centre
4320319487,2,Sanford J Grossman Charitable Tr
4320311453,2,Parkinson's NSW Inc
4320311548,2,Wenzhou Medical College
4320334417,1,Oregon Institute of Occupational Health Sciences
4320319172,2,The European Psychiatric Association
4320319802,3,Institute for Citizens & Scholars
4320332704,3,W. E. B. Du Bois Research Institute
4320330705,1,Dystonia
4320338042,4,UCSD HIV Neurobehavioral Research Center
4320336878,3,Institute of Economics of NAS of Belarus
4320328463,1,Das Deutsch-Israelische Zukunftsforum
4320330721,3,राष्ट्रीय कोशिका विज्ञान केंद्रा
4320333405,2,School of Public Health and Family Medicine
4320334253,2,RCI
4320318404,1,Tōsō Kabushiki-gaisha
4320321001,5,国家自然科学基金委员会
4320311194,4,DuchenneResearchFund
4320308859,4,El Premio Mundial de la Alimentación
4320311989,4,Universitas Oxoniensis
4320318363,2,Région Guadeloupe
4320332752,2,North American Philips Corp.
4320327577,3,Swiss Research Initiative in Systems Biology
4320331837,2,Eva Mayr Stihl Stiftung
4320320863,1,UCC
4320315483,1,American Studies Assn
4320326363,2,AJ Andersen and the Wife's Fund
4320311048,1,KIT Karlsruhe
4320308652,5,"New England Foundation for the Arts, Incorporated"
4320324646,1,NEF
4320320275,1,Exeter University
4320337788,1,AFIP
4320310800,1,MAPAQ
4320315174,1,The Chartered Society of Forensic Sciences
4320307225,5,CDF
4320332330,11,Lamont-Doherty Earth
4320338464,3,浙江省自然科学基金根据国
4320317399,1,KSTC
4320311013,1,Russian Humanitarian Science Foundation
4320309047,2,Advanced Photon Sciences LLC
4320324443,1,Technology Academy Finland
4320329480,2,UIN Syarif Hidayatullah Jakarta
4320331560,6,"The French National Research Institute for Agriculture, Food and Environment"
4320336078,2,"Departamento de Empresa y Conocimiento, Generalidad de Cataluña"
4320313074,2,Concordia College
4320327078,2,Taizhou Science and Technology Bureau
4320314980,3,Knott & Knott Foundation Inc
4320337743,7,"Office of Justice Programs, Office of Sex Offender Sentencing, Monitoring, Apprehending, Registering, and Tracking"
4320311089,5,NSA
4320329775,1,BAQIS
4320338460,1,Linda Crnic Institute for Down Syndrome
4320330645,2,GACC
4320337840,2,MCHRI
4320330200,1,State Ethnic Affairs Commission
4320308984,2,American Jewish Archives
4320310091,1,Partners HealthCare
4320318757,2,NERIST
4320322842,2,Hôpital Général Juif
4320336491,1,Cambridge School of Technology
4320337290,2,Griffith Institute for Tourism
4320333058,1,ROI
4320315381,2,"Zynerba Pharmaceuticals, Inc"
4320337278,2,Faculty of Science – Prince of Songkhla University
4320331723,4,Fremantle Hospital Medical Research Foundation
4320336900,1,CISMAC
4320338072,2,CIHR Institute of Health Services and Policy Research
4320335188,1,NTUH Clinical Trial Center
4320327862,2,Eurostat
4320335118,1,"Department of Cultural Heritage, University of Salento"
4320320937,1,SIWI
4320334732,1,Sydney University
4320338102,1,NCGC
4320326566,1,LDS
4320338357,7,SIS - Specific Programme 'Capacities': Science in Society
4320326725,4,"Ministry of Science, Further Education and Culture"
4320309810,2,VERUM - Foundation for Behaviour and Environment
4320318981,1,JHPFF
4320316366,4,Russian Plekhanov University of Economics
4320308563,2,NATPE Foundation
4320333160,2,YIBS
4320318132,1,Neurocritical Care Society Inc
4320333264,2,California State University Agricultural Research Institute
4320323374,3,Università del Piemonte Orientale “Amedeo Avogadro”
4320311064,1,Portsmouth and Gosport School of Science and Art
4320326247,1,SSL
4320337954,1,FonCyT
4320327558,1,网络系统与网络文化北京市重点实验室
4320308215,1,Oprah's Angel Network
4320338361,30,FP7 TRASPORTI
4320319053,1,The Bobolink Foundation
4320313274,1,The Royal Statistical Society
4320334694,26,"Užimtumas, socialiniai reikalai ir įtrauktis"
4320317121,2,Anti Doping Denmark
4320319335,1,The Weston Family Foundation
4320308361,1,Alexia Foundation for World Peace Inc.
4320338371,38,FP7 Programma specifico 'Capacità': Sostegno ai poli di ricerca regionali
4320315103,2,CARTA
4320313266,1,RMetS
4320306755,7,The Kosciuszko Foundation
4320330220,1,St. Boniface Hospital Foundation
4320320051,8,FONDAZIONE SINDROME DI WILLIAMS LTD
4320328233,1,ALW-NOW
4320338445,3,"Horizon Europe: Climate, energy & mobility"
4320331763,6,University Hospital of Nîmes
4320328083,1,FONACYT
4320337540,2,The Geology Foundation
4320318660,2,QNUN
4320316598,3,B K Kee Foundation
4320334128,1,Vagelos Institute
4320317051,1,The Board of Visitors
4320332524,8,UNC Chapel Hill
4320319396,2,TCCF
4320316423,3,IMCA
4320331895,1,ADIPEF
4320334587,2,Southeast CASC
4320317444,4,AVIC
4320317035,2,Korea University Medical Center
4320323372,2,National University Corporation Tottori University
4320335497,4,Health Department of Hunan Province
4320320596,1,RCNA
4320329354,2,平顶山科学技术局
4320319028,1,NHB
4320317723,1,ADC
4320319027,1,VHI
4320328810,1,Rafael del Pino Foundation
4320333361,3,"CHSI, USC"
4320333878,1,安徽省高等教育振兴计划
4320325608,2,IPB
4320327595,2,ABRASCO
4320337399,2,Integrative Organismal Systems
4320330181,2,南昌大学食品科学技术国家重点实验室
4320306951,1,Doug Flutie Jr Foundation for Autism Inc
4320317350,2,The NOAA Earth System Research Laboratories
4320308366,3,Univ. of Penn.
4320323089,1,"CIBER Bioingenieria, Biomateriales y Nanomedicina"
4320311118,17,FONDAZIONE DELLA SINDROME DI ALPORT
4320311751,2,University of Louisiana at Monroe
4320314607,2,Le gouvernement de l’Ontario
4320307220,2,CCFF
4320326321,2,IRME
4320319561,3,The MOFET Institute
4320327414,1,FCR
4320314372,4,FBQ
4320310691,1,Finovi
4320328644,3,Agency of National Hydrocarbon Colombia
4320336893,3,FFTC
4320314605,1,Astex Pharmaceuticals Inc.
4320330668,4,嘉兴市科学技术局
4320312749,1,ERS
4320334146,2,UW Friday Harbor Laboratories
4320333905,5,JHSON
4320321616,1,CPqD Foundation
4320334131,1,UVA Brain Institute
4320328936,2,"CAS Key Laboratory of Astronomical Optics and Technology, NAOC CAS"
4320322943,2,St. Antonius Hospital
4320312935,1,SFF
4320307243,3,"H.W. Durham Foundation, Inc."
4320306780,1,National MS Society
4320332654,5,ccny.cuny.edu
4320336956,2,College of Petroleum Engineering and Geosciences
4320313760,8,TNM
4320334484,8,OSU Ag Sciences
4320308803,5,"The Intercollegiate Studies Institute, Inc."
4320337040,7,Department of Medicine and Surgery
4320315474,1,CZI
4320330306,2,The PAU
4320337995,4,Innoverende Europa
4320334720,1,ABRS
4320326505,1,University of Konstanz
4320318905,2,UTPL
4320311898,1,AAG
4320315502,2,The Great Lakes Colleges Association
4320319519,1,Anthos Therapeutics Inc
4320312697,1,GET
4320310465,1,The Takeda Pharmaceutical Company Limited
4320333476,34,Euroopa Komisjon Euroopa Pettustevastane Amet
4320329611,6,PIG-PIB
4320338164,2,LPI RAS
4320328506,2,La Société indépendante d’exploitation du réseau d’électricité
4320315256,1,ASMI
4320333832,1,UI Carver College of Medicine
4320315898,1,Alberto Sordi Foundation
4320331440,1,Πανεπιστήμιο Δυτικής Αττικής
4320316010,2,Purdue Pharma L.P.
4320315805,3,The Andrew J. Semesco Foundation
4320334742,1,DSI
4320318614,4,Anhui Province Philosophy Social Science Foundation
4320311468,1,"Louis and Anne Abrons Foundation, Inc."
4320332247,9,University of Chicago Center for East Asian Studies
4320331257,5,l’Alliance
4320333506,3,College of Liberal Arts and Sciences at the University of Florida
4320318253,2,INRTU
4320333474,3,"EU's Asylum, Migration and Integration Fund"
4320309218,2,St. Louis County Health Department
4320310303,2,AFM
4320314055,1,Golden Key
4320323863,1,AIT
4320328397,1,Society of Anglicists in Higher Education
4320338469,5,浙江省重大科技专项
4320322805,1,University of Murcia
4320318479,1,Rudolf Geissendörfer Foundation
4320324613,1,University of Zagreb Medical School
4320319265,7,"Portuguese Institute of Sport and Youth, I.P."
4320316956,2,MND Research Australia
4320325215,1,TSU
4320329354,4,Science and Technology Bureau of Pingdingshan
4320328043,3,NIHR Imperial PSTRC
4320308080,4,NYS Office of Children and Family Services
4320317961,2,Sarawak Energy Berhad
4320328196,2,UNAB
4320313589,11,CART Fund
4320308956,5,Television Academy
4320319745,5,Y-mAbs
4320328178,2,BE-Basic
4320308835,2,John S. & James L. Knight Foundation
4320316632,3,CSI
4320336292,2,中国科学院声学研究所
4320322832,1,东京大学设
4320320719,3,Department of Science & Technology
4320330523,2,FFEM
4320327176,4,Kaohsiung Medical University Hospital
4320319946,1,U of A
4320337171,4,The Australian Marine Mammal Research Centre
4320337663,8,PRIORIDAD 'Liderazgo industrial'
4320337150,2,انستیتو مهندسی نفت
4320333457,1,Ministry of Economic Development and Trade at the Government of Alberta
4320319653,3,South Plains Foundation Inc
4320307236,1,THE DESMOID TUMOR RESEARCH FOUNDATION
4320314311,1,The Botstiber Institute for Austrian-American Studies
4320320569,1,NSW Health
4320325268,1,JBF
4320331911,1,FNQHF
4320323031,2,Austrian Research Promotion Agency
4320318701,1,Emanuel & Riane Gruss Charitable Foundation Inc
4320331814,1,The Aziz Foundation
4320338142,1,Doctoral Program Foundation of Institutions of High Education of China
4320319800,1,Scientific University of the South
4320328708,1,安徽省肿瘤医院
4320307779,1,Roche Holding AG
4320335987,1,"Scientific Research Foundation for Returned Scholars, Ministry of Education of China"
4320309748,2,VAC
4320310583,1,CCU
4320314384,4,Genetics Society of America Incorporated
4320322007,1,MOE
4320335497,3,Population and Family Planning Commission of Hunan Province
4320332670,3,California State University Fullerton
4320316241,1,USN
4320306743,4,The Henry J. Kaiser Family Foundation
4320333874,1,Bayer Vital GmbH
4320306272,1,Amon G Carter Foundation
4320306920,8,The Cooley's Anemia Foundation
4320316926,1,The Schultz Family Foundation
4320319266,3,G1 Therapeutics Inc.
4320310668,1,BG Group plc
4320325484,1,British Geriatrics Society Scotland
4320312492,1,VASA
4320319616,3,公益社団法人　石油学会
4320308709,4,NASA Nebraska Space Grant Consortium
4320332360,4,Office of Energy Efficiency & Renewable Energy
4320327182,3,Indian Institutes of Science Education & Research
4320332362,4,"U.S. Department of Energy, Office of Inspector General"
4320315321,4,UC CRCC
4320322322,3,KAU
4320328707,1,河北省交通运输厅
4320332784,21,USDA Food Safety
4320319523,4,The Physicians Foundation
4320333790,1,"Office of Faculty Development, TTUHSC El Paso"
4320313033,2,National Manuscript Conservation Trust
4320308579,4,The Harvard Univ. Center for Italian Renaissance Studies
4320323348,1,NEIL & NORMA HILL FOUNDATION
4320314199,1,KIAA
4320312143,5,"National Center for Supercomputing Applications, University Of Illinois"
4320312113,1,NCESR
4320326460,1,SFIAR
4320306589,4,Alex's Lemonade
4320331777,1,Beer and Health Foundation
4320329426,3,CEA
4320336903,1,Leicester BRC
4320332330,4,Lamont - Doherty Earth Observatory Columbia University
4320329055,1,Shandong Key Laboratory of Coastal Zone Environmental Process
4320309825,4,UKY
4320318840,1,Sinop University
4320318162,3,Dutch Ministry of Social Affairs and Employment
4320333796,1,NIBR
4320310205,1,Mucolipidosis Type IV (ML4) Foundation
4320337771,1,Taylor Family Institute for Innovative Psychiatric Research at Washington University School of Medicine
4320319754,3,Kankeiren
4320332605,4,USDA Agricultural Research Service
4320331627,1,LA FONDATION DES GUEULES CASSÉES
4320337673,1,SSLEEC
4320334041,2,"Institute on Aging, Upenn"
4320323036,1,UAEM
4320314236,2,EAFIT University
4320307299,1,The Graham and Carolyn Holloway Family Foundation
4320309182,1,UDOH
4320338135,5,"Andean Geothermal Center of Excellence, University of Chile"
4320326488,1,"Ministry of Employment, Enterprise and Innovation of the Government of Extremadura"
4320327108,1,Departmental Council of the Channel
4320338248,2,FOREST
4320309566,3,"The University of Nevada, Las Vegas"
4320311962,2,Ruskin University
4320332309,4,Mahindra Humanities Center at Harvard
4320318533,2,Multiple System Atrophy (MSA) Coalition
4320311880,7,Office of Environment & Heritage
4320328866,5,AUTONOMEN UMKREISES KHANTY-MANSIJSK - JUGRA
4320312548,1,ISAM
4320319150,3,日本プライマリ ケア連合学会
4320331472,1,FC
4320312278,1,Parkinsonstiftelsen
4320322374,1,SHNU
4320335910,1,CAGS
4320331930,3,Australian & New Zealand Head and Neck Society
4320330688,1,Malaysia Nuclear Agency
4320332493,5,SSOE
4320314729,1,"Eastern Savings Bank, CT"
4320330876,2,جامعة ذمار
4320332723,1,Munib and Angela Masri Institute
4320307509,3,American Academy for Jewish Research Inc
4320316277,2,Groningen University Fund
4320318959,2,Margie & Robert E. Petersen Foundation
4320317678,1,公益财团法人永旺环境财团
4320334050,1,Center for Advanced Materials for Energy and Environment
4320312851,2,"Pelvic, Obstetric & Gynaecological Physiotherapy"
4320327872,1,KWCS
4320325433,2,China Tobacco
4320330753,1,Akebia Therapeutics Inc.
4320318964,1,"New Harvest, Inc."
4320338326,1,WBAMC
4320306557,3,World Wildlife Fund Inc.
4320311821,2,ASM
4320324279,2,"Ministry of Science and Technology, Thailand"
4320315892,1,VNU-HUS
4320330312,2,Marqués de Valdecilla Foundation
4320316299,3,Lymph&Co Foundation
4320316529,2,Jaguar Cars
4320331329,4,The Canadian Association of Radiologists
4320326699,2,China Public Security Ministry
4320312587,1,MSU AgBioResearch
4320334027,1,School of Public Health
4320338352,22,POMYSŁY-ERBN
4320323199,1,Technical University of Liberec
4320321187,1,Kalbin Daehakgyo
4320307920,5,"Baxter Laboratories, Inc."
4320334409,6,The Elizabeth Blackwell Institute for Health Research
4320336244,1,新型功能高分子材料国家地方联合工程实验室
4320323501,1,"Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety"
4320308571,3,NCBiotech Center
4320311988,5,Oxford
4320317892,3,"GOG Foundation, Inc."
4320326139,1,Shiritsu Tetsugakukan
4320329995,2,SEMUMS
4320308655,5,Dart Center
4320316575,2,"Tanaka Memorial Foundation, Inc."
4320323177,1,DOEC
4320308150,6,MI Dept. of Agriculture & Rural Development
4320307689,1,PC-REF
4320319129,3,IDF
4320325256,2,Infocomm Media Development Authority
4320331036,2,IPICyT
4320334577,2,College of Education and Human Sciences at University of Nebraska-Lincoln
4320308141,1,BON
4320314871,6,"William Walter Caruth, Jr. fund"
4320315068,2,UT
4320327302,2,"Information and Communications Technology Ministry, Iran"
4320337305,1,FCT
4320318901,4,Universidad SEK Chile
4320306183,2,James S Mcdonnell Foundation
4320311499,2,Charlotte and Ernst Frauchiger-Reyher Foundation
4320329751,1,福建省立医院
4320306895,1,BRF
4320322777,1,The Dutch Cancer Society
4320337560,9,Univ of CO
4320308848,1,The Harry J. Lloyd Charitable Trust
4320322700,1,Information Technology Foundation for Education
4320310927,1,YTU
4320316359,1,SOI
4320319292,6,Virginia Innovation Partnership Corp.
4320332219,2,DOE's Office of Special Education and Rehabilitative Services
4320314748,3,FERF
4320314081,3,CCA
4320333699,2,Division of Carbohydrate Chemistry
4320319088,4,Carl von Ossietzky University Oldenburg
4320336132,4,University of British Columbia’s (UBC’s) Stewart Blusson Quantum Matter Institute (QMI)
4320320474,2,Epilepsy Society of Australia Limited
4320329009,2,جامعة نزوى
4320330142,1,ΕΜΠ
4320319265,9,Institute for Sport and Youth
4320321965,4,Nissan Jidōsha Kabushiki-gaisha
4320319343,1,MBC
4320319989,2,CLF
4320334296,5,BU CTSI
4320317949,1,Innovation in Cancer Informatics
4320309618,2,Ministry of Science and Technology of the Socialist Republic of Vietnam
4320336913,3,"Vice-Rector’s Office for Research and Extension, Industrial University of Santander"
4320336911,1,"School of Chinese Medicine, GDPU"
4320335173,1,OCIC
4320315871,2,CAS
4320330856,1,GMHBA Health Insurance Australia
4320307942,1,PTC
4320317265,2,"Forest Research Institute, Inc."
4320308797,5,UC Institute for Mexico and the United States
4320308404,5,The American Association of Physics Teachers
4320330706,5,Deenbandhu Chhotu Université Ram des sciences et de la technologie
4320306511,3,"Sioux Falls Area Community Foundation, Inc."
4320337125,2,IAUM
4320337809,4,USDA Forest Service Northern Research Station
4320319016,2,三菱化学株式会社
4320314412,1,Alpha Delta Kappa International
4320306977,1,ICA USA
4320330546,1,The Relander Foundation
4320337560,21,Buffaloes
4320306659,2,Concern Foundation Inc.
4320326055,2,UoC
4320311492,2,Sunshine Coast Health Foundation
4320333563,3,University of Pennsylvania Injury Science Center
4320336909,3,FKH
4320335629,2,Suzhou Institute of Nano-Tech and Nano-Bionics
4320337132,2,больницей Паик в Пусане
4320332308,4,Herbert D. Katz Center for Advanced Judaic Studies at the University of Pennsylvania
4320324038,1,Associazione Sarda per la Ricerca in Oncologia Ginecologica-ONLUS
4320321569,1,中国气象局
4320323801,1,"Fondazione Blanceflor Boncompagni Ludovisi, nata Bildt"
4320337034,3,MERC
4320333994,1,Faculté de Médecine et de Pharmacie de Rabat
4320334269,2,Center for Educational Transformation
4320314697,3,IUHF
4320332958,5,United States Defense Technology Security Administration
4320332108,2,APAEA
4320310842,1,Stryker Corporation
4320333468,4,Fisheries Agency
4320317437,1,Esteve
4320334715,1,Cancer Council New South Wales
4320326475,1,UP
4320328973,1,Fondazione Caligara
4320334031,2,The Hakai Institute
4320315445,1,"AATCC Foundation, Inc."
4320324363,3,Agrisus Foundation
4320338307,3,EAMC
4320332600,1,"University of North Carolina, Chapel Hill"
4320315536,1,Fondation de l'ENS
4320316785,1,"VMware, Inc"
4320316696,2,The National Institute of Agricultural Botany Trust
4320337297,7,中央研究院農業生物科技研究中心
4320338225,1,RAS MBG
4320317781,2,Guangdong Postdoctoral Science Foundation
4320331850,1,NSW Women
4320322430,1,NCKRF
4320321988,2,Department of the Environment
4320311516,1,Société Secours Amis des Sciences
4320332228,13,The Belfer Center for Science and International
4320337104,5,中国科学院上海微系统与信息技术研究所
4320335641,3,"Institute of High Energy Physics, CAS"
4320307335,3,Lyme Disease Association Inc
4320338272,5,IMM
4320319565,1,Fondation André Losch
4320327640,1,EHESP School of Public Health
4320311792,1,Paavo and Eila Salonen Foundation
4320308056,3,NJ Department of Environmental Protection
4320315994,1,Queensland Ambulance
4320330335,2,北京科技大学 北京市融合网络与泛在业务工程技术研究中心
4320331410,1,Sintetica SA
4320308477,3,NH Arts
4320314370,5,"The James Marston Fitch Charitable Foundation, Inc."
4320337808,28,Den Europæiske Hav- og Fiskerifond
4320328186,2,The Polish Society of Cardiology
4320310173,1,UMASS
4320310293,3,"Cummings Foundation, Inc."
4320318360,3,GCE Market Inc
4320315011,2,The Linda Hall Library
4320331950,1,PURC
4320319725,2,Maruho-Takagi Dermatology Promotion Foundation
4320325012,1,University of Wrocław
4320313934,2,National Institute for Research in Computer Science and Control (Inria)
4320327734,2,DSN
4320328978,3,Theater der Zeit GmbH
4320315515,5,Parkersburg Area Community Foundation Inc.
4320308987,3,American Parkinson Disease Association Inc
4320337366,6,Social and Economic Sciences
4320306292,2,The Community Foundation of Louisville
4320307107,1,Whirlpool
4320317169,3,Colombian Agricultural Research Corporation AGROSAVIA
4320337535,2,ODI
4320318002,1,Hospital East Limburg
4320314063,2,QIMR
4320328773,1,Yunnan Provincial Department of Transportation
4320333362,4,Yerkes National Primate Research Center
4320315825,3,The Royal Botanic Garden Edinburgh
4320316859,2,CYUT
4320311704,3,"University of St Mark & St John, Plymouth"
4320321140,3,alexu.edu.eg
4320311029,3,French Research Institute for Exploitation of the Sea
4320334007,1,Sean N. Parker Center for Allergy & Asthma Research
4320310584,1,UKAEA
4320311285,1,Fundação Grupo Boticário
4320319054,2,The Academy Of International Business
4320308440,1,APsaA
4320337525,5,AFMC
4320337791,1,AF Operational Test & Evaluation Center
4320330214,2,Key R & D project of Hunan Province of China
4320337703,2,Penn State Cancer Institute
4320334139,1,"Computer Mechanics Laboratory, UC Berkeley"
4320326845,1,尿液细胞分子诊断北京市重点实验室
4320311995,1,Magdalen Hall
4320326781,1,National School of Architecture of Lyon
4320335010,7,London Hospital Medical College
4320328841,1,生物多糖纤维成形与生态纺织国家重点实验室
4320314936,3,"The Society for Investigative Dermatology, Inc."
4320328474,2,DEFA Foundation
4320338477,8,H2020 Primauté dans le domaine des technologies génériques et industrielles - Matériaux avancés
4320327225,1,Guangdong Agriculture Department of China
4320332091,4,The Glenrose Rehabilitation Hospital Foundation
4320324906,2,Brazilian Space Agency
4320332660,4,College of William and Mary
4320331141,3,MCHF
4320335729,5,Interdepartmental Centre Giorgio Levi Cases for Energy Economics and Technology
4320332298,3,SHC
4320337392,7,ECCS
4320312334,4,Italian Association of Rett Syndrome
4320332539,2,Boston U
4320332322,3,"Rutgers University-Newark, Institute on Ethnicity, Culture, and the Modern Experience"
4320334762,2,HCA
4320318394,8,JIANGSU HENGRUI MEDICINE COMPANY LIMITED
4320333593,1,"National Coordination Office, National Science Foundation"
4320331706,4,GJUST
4320319994,2,Department of Health & Social Care
4320307787,1,Alcatel-Lucent USA Inc.
4320336420,1,Yrjö ja Kalle Väisälän Rahasto
