funder_id,alternative_name_seq,alternative_name
4320317194,2,Kenneth Norris Jr. Comprehensive Cancer Center
4320326048,1,Busan Metropolitan City Research Fund
4320317171,2,Foundation Vinetum
4320307505,1,AIMS Education Foundation
4320308011,1,Disney
4320336934,4,CENTRO DE INVESTIGACIÓN EN CIENCIA APLICADA Y TECNOLOGÍA AVANZADA DEL INSTITUTO POLITÉCNICO NACIONAL
4320332087,10,"National Institute of Technology, Delhi"
4320334429,1,BIC
4320309103,2,CityBridge
4320338272,6,Institute of Molecular Medicine
4320332850,1,Yale Institute of Sacred Music
4320313286,7,Defence R & D Canada
4320315449,1,"Tizona Therapeutics, Inc."
4320330651,1,地学核技术四川省重点实验室
4320330899,1,Cambridge Eye Trust's
4320331352,1,Centre of Excellence for Integrated Mineral and Energy Resource Analysis
4320313698,7,Edward J Mallinckrodt Jr Foundation
4320336994,3,The Catholic University of Korea Seoul St. Mary's Hospital
4320337189,5,IM
4320309763,1,Heart Foundation
4320319853,5,"Oman, Ministry of Higher Education, Research and Innovation"
4320331648,1,Gesellschaft für Anthropologie e.V.
4320324093,1,CRIEPI
4320327513,2,Human Resources and Social Security Bureau of Shenzhen City
4320307468,5,"The Stony Wold-Herbert Fund, Inc."
4320328633,4,JU Bremen
4320315845,1,Alphasense Ltd.
4320321197,1,Chongshin University and Seminar
4320316198,2,Bolzano Savings Bank Foundation
4320335744,2,"Health and Family Planning Commission, Guangxi Zhuang Autonomous Region"
4320310348,1,ERAU
4320316640,1,The Imagination Institute
4320328078,2,NÖ Forschung und Bildung
4320338365,25,FP7-JTI - 'Program szczegółowego „Współpraca”: wspólne inicjatyw technologiczne'
4320336800,1,The NIHR Exeter Clinical Research Facility
4320338185,1,Exciton Science
4320327145,2,Schweizerische Stiftung für Alkoholforschung
4320332066,2,"Salale University, Ethiopia"
4320307471,3,TTRF
4320337311,3,Solar Energy Research Institute of Singapore
4320319737,3,晶泰科技
4320334946,1,INCOIS
4320323960,1,NPST
4320333816,3,Bayer PLC
4320313412,7,McConnell Foundation
4320310368,1,Alder Hey Children's Hospital
4320312777,1,SFI
4320325936,1,"University Grants Commission, Nepal"
4320306443,1,NGS
4320307603,1,independentsector.org
4320309026,3,State of Wisconsin Department of Workforce Development
4320330534,1,Fundação ASTEF
4320333066,2,"Creative Work and Research Committee, Valpo"
4320321827,1,Geestelijke Gezondheidszorg Friesland
4320332041,2,The Henry and Berenice Kaufmann Foundation
4320308830,1,JHP
4320331764,1,GLNC
4320336945,4,Hindustan Petroleum Corporation Ltd.
4320308719,4,PA Space Grant Consortium
4320335586,8,Institute of Parasitology AS CR
4320331907,2,Australian Association of Stomal Therapy Nurses Inc.
4320317474,1,The South Carolina Telehealth Alliance
4320328315,3,"NSW Department of Planning, Industry, and Environment"
4320332375,2,NASA Jet Propulsion Lab
4320337970,5,UCLA MCH
4320315214,3,Archives & Records Association
4320324131,2,Delhi University
4320332491,2,Collegiate School
4320337377,3,Advanced Cyberinfrastructure
4320318991,3,Compass Therapeutics Inc
4320337141,3,IPSis
4320314347,1,CSA
4320333363,2,Laval University Institute of Cardiology and Pulmonology
4320319552,2,جامعة الشرق الأوسط الأمريكية
4320315820,5,Center for Kræftforskning
4320315594,1,"HemoSonics, LLC."
4320327643,1,Kazan University
4320311290,1,RSPCA
4320322956,1,JUFE
4320336199,1,DRPM
4320330231,2,Provincial Council of Gipuzkoa
4320308814,10,Center for Alternatives to Animal Testing
4320322865,1,NCNU
4320319403,6,Doctor Marnie Rose Foundation
4320337896,2,The Center for Equine Health
4320313277,1,The Society for the History of Natural History
4320332397,3,FordLibraryMuseum
4320309038,1,RWJF Center for Health Policy
4320337631,1,Army War College
4320334991,1,KUST
4320337427,10,UC Santa Barbara's Kavli Institute for Theoretical Physics
4320329397,5,Ministry of Defence (Argentina)
4320306542,3,"Walther Cancer Foundation, Inc."
4320320921,1,IRP
4320317185,3,Goethe-Institut e.V.
4320334342,1,孝感市自然科学基金
4320306420,2,Mathers Foundation
4320336961,5,Faculty of Veterinary Sciences : Mahasarakham University
4320336368,2,सीएसआईआर-केंद्रीय वैज्ञानिक उपकरण संगठन
4320309372,5,Gordon-Conwell Theological Seminary
4320332567,6,Normal School of Arizona
4320316940,2,UMF
4320332946,7,NSW Dept of Primary Industries
4320311481,3,CCF
4320315892,2,VNU University of Science
4320336187,1,"RMIC, UMT"
4320331790,1,Villa Joep Foundation
4320337876,1,ADL Initiative
4320314945,3,The Laura Jane Musser Fund
4320316763,6,FSA
4320337764,2,EU Health
4320334448,8,Viện Sinh thái và Tài nguyên sinh vật Việt Nam
4320332213,3,Charles Babbage Institute at the University of Minnesota
4320336888,7,CEM
4320329619,3,CARDiac Insufficiency Network
4320306861,2,The Walgreen Company
4320315545,1,NUHW
4320317699,1,UC
4320329055,2,山东省海岸带环境过程重点实验室
4320328729,2,China Railway Eryuan Engineering Group Co Ltd
4320335777,16,National Key Research and Development Program
4320312012,2,The European Society for Paediatric Endocrinology
4320306207,1,American Family Life Assurance Company of Columbus
4320308732,2,WYSpaceGrant
4320329581,1,CPES Trust
4320337288,10,台北市立万芳病院
4320310295,15,Fondation des sciences de l'autisme
4320334902,1,"Oxford Martin School, University of Oxford"
4320330718,4,One Nation Doctrine
4320323507,1,CMC
4320334741,1,BII
4320318802,3,Apollomics Inc
4320318756,3,University Medical Center Göttingen
4320331010,2,"Ministry of Agriculture, Fisheries and Food"
4320307270,1,FWC
4320329949,3,The Dodd-Walls Centre
4320331050,4,CNL_LNC
4320321528,5,Shanghai Jiao Tong University     (Shanghai)
4320306220,1,The American Association for the Advancement of Science
4320314552,1,ECA
4320316956,1,Motor Neurone Disease Research Australia Inc.
4320333815,6,DOST-Forest Products Research and Development Institute
4320332183,1,USGS
4320329877,4,Special Fund for Construction Project of Bagui Scholars
4320332785,15,National Agricultural Statistics Service (Dept. of Agriculture)
4320331431,1,Fondation Guillaume Gentil
4320316892,2,"UT-Battelle, LLC"
4320337162,1,CRN North West London
4320308911,4,"Sontag Foundation, Inc."
4320306621,5,"Belgian American Educational Foundation, Inc."
4320320449,2,Australia & Pacific Science Foundation
4320337287,3,한국수력원자력 중앙연구원
4320333833,1,Patient Care Services
4320321822,2,Stiftung Biäsch
4320309419,1,IREF
4320315735,3,ZOLL Medical
4320320618,1,LSBU
4320331301,1,The Hunter Family Foundation
4320338115,2,先端的低炭素化技術開発
4320321348,1,UNIST
4320308877,6,University of Kentucky Cardiovascular Research Center
4320316241,2,University of South-Eastern Norway
4320327276,1,Yunnan Department of Finance
4320307742,1,The Westchester Community Foundation
4320326640,2,CHU Sainte-Justine Centre hospitalier universitaire mère-enfant
4320332851,1,Bucksbaum Institute
4320318997,2,Quadrant Biosciences Inc
4320336969,1,Department of Genetics and Animal Breeding
4320306513,1,The W W Smith Charitable Trust
4320324856,1,SEU
4320334588,4,Vanderbilt Diabetes Research and Training Center
4320318973,2,राष्ट्रीय वायुमंडलीय अनुसंधान प्रयोगशाला
4320325792,1,Utrikesministeriet
4320321672,4,Else Kroener-Fresenius-Stiftung
4320330712,1,Yeditepe University
4320306621,3,Belgian American Educational Foundation Inc.
4320314915,3,The NAPNAP Foundation
4320337826,2,BRRC
4320326804,1,University of Lyon
4320333960,2,University of Michigan Comprehensive Depression Center
4320314238,1,ATI
4320335934,2,NIHR Moorfields Biomedical Research Centre
4320315835,1,The National Council for Behavioral Health
4320311022,1,UNIMORE
4320316947,1,The Rumsfeld Foundation
4320337774,2,College of Natural Sciences
4320338222,2,中国科学院中亚生态与环境研究中心
4320324261,5,HSE University
4320331180,2,UNALM
4320308673,1,Kennedy Center
4320317568,2,JSH
4320329896,1,National Numerical Windtunnel Grants
4320335586,5,"Parazitologický ústav, Biologické centrum AV ČR"
4320308689,3,NASA Alabama Space Grant Consortium
4320311494,3,THRF
4320308640,6,The Aaron Copland Fund for Music Inc
4320329370,1,"Department of Health, Government of Navarra"
4320337258,1,Институт углехимии и химического материаловедения Федерального исследовательского центра угля и углехимии СО РАН
4320331968,1,ACNN
4320326535,2,UML
4320324579,1,University of Rome Tor Vergata
4320308569,1,The Clay Mathematics Institute
4320316595,1,Lindhaga Foundation
4320306920,3,CAF
4320328015,2,West Light Foundation of CAS
4320330613,2,SLB
4320327638,1,"DG XII Science, Research and Development"
4320314475,1,Abraham J and Phyllis Katz foundation
4320335166,1,Anti-Drug Agency
4320337951,3,"University of California San Francisco, Weill Institute for Neurosciences"
4320308027,8,California DWR
4320326732,5,National Institute of Agricultural Research
4320322957,1,University of Münster
4320308735,4,MS/AL Sea Grant
4320333606,6,MolES Institute
4320306544,5,WKWF
4320329030,2,Centre Hospitalier Universitaire de Lille
4320308875,3,The Voice Foundation
4320329205,1,Banff International Research Station
4320308493,2,APGO
4320309700,1,The Foundation for Barnes-Jewish Hospital
4320322626,5,TÜBİTAK
4320338071,4,ISPP
4320322069,1,NECA
4320321089,2,Department of Industry and Science
4320314844,3,Massachusetts Foundation For Humanities & Public Policy Inc
4320320933,1,University of Groningen
4320322234,6,Metropolitana
4320320523,2,ACRRM
4320329048,3,"Fundación para la Innovación Agraria, MINISTERIO DE AGRICULTURA"
4320323242,2,International Center for Tropical Agriculture
4320334518,2,UW EarthLab
4320321786,4,交通部
4320311579,1,HSC
4320335866,3,Bureau of Soil and Water Conservation
4320337032,5,BDI
4320316537,3,MoHP
4320313918,3,NICRC
4320311580,1,CFIA
4320307349,2,MINNESOTA OVARIAN CANCER ALLIANCE INC
4320310189,3,Myer Foundation & Sidney Myer Fund's
4320328420,2,Spanish Society of Neonatology
4320321708,1,Dutch Diabetes Research Foundation
4320316091,8,China Coal Technology & Engineering Group Corporation
4320329717,2,CFE
4320328573,1,Fondazione Friuli
4320309352,4,Pennsylvania Western University Edinboro Campus
4320318930,5,Ochsner Foundation Hospital
4320312939,2,CICRA
4320323682,5,Fundação de Amparo à Pesquisa do Espírito Santo
4320319316,2,Andalusian Public Foundation Andalusian Studies Center
4320330593,4,Leibniz Institute for East and Southeast European Studies
4320311723,3,"University of Wales, Trinity Saint David"
4320311356,1,IBRA
4320331529,3,Sic Societa Italiana Cardiologia
4320337674,14,U.S. Department of Energy's (DOE's) Wind Energy Technologies Office
4320314593,7,-澳大利亞天文學會
4320333556,3,Office of Research & Economic Development
4320319855,1,사용후핵연료관리핵심기술개발사업단
4320320302,12,EP
4320332322,9,"Institute on Ethnicity, Culture, and the Modern Experience at Rutgers University"
4320311186,1,Giannini Foundation
4320337905,1,"Teaching and Learning Center, UNC Pembroke"
4320319105,1,جامعہ مجازی پاکستان
4320306204,7,The Robert E. Leet and Clara Guthrie Patterson Trust
4320308179,1,MSAC
4320338365,19,FP7 Iniciativas Tecnológicas Conjuntas
4320332684,3,"Center for Study of Law and Culture, Columbia University"
4320324693,1,Kyutech
4320328398,1,Fondation pour la Recherche en Psychomotricité et Maladie de Civilisation
4320324336,1,Federal University of Santa Maria
4320316504,1,GCSOM
4320326703,1,山东省财政厅
4320319117,6,Harry T Mangurian Jr Foundation Inc
4320307003,1,MCF
4320332175,7,есурсов и служб здравоохранения администрации
4320335729,7,Centre for Energy Economics and Technology Giorgio Levi Cases
4320307705,7,Robert Schalkenbach Foundation Inc.
4320325806,2,Sporten voor Sophia
4320318096,1,SAU
4320327269,1,Region Bourgogne-Franche-Comte
4320338335,11,European Research Council
4320322145,6,MEN
4320337665,9,H2020 Upowszechnianie Doskonałości i Zapewnianie Szerszego Uczestnictwa
4320308552,1,"START International, Inc."
4320324018,1,Ministry of National Education
4320331305,1,CFNL
4320306402,9,FMKF
4320319662,2,CLDF
4320334287,5,UF Clinical and Translational Science Institute
4320315361,5,N.H.R.F
4320336907,1,CREIM
4320328407,2,Koszalin University of Technology
4320308927,1,Patient Centered Outcomes Research Institute
4320316246,2,国立大学法人 京都工芸繊維大学
4320319511,1,The Anna and John J Sie Foundation
4320337334,4,IPPP
4320311350,1,LSRF
4320318373,1,Regional Natural Park of the Marais Poitevin
4320338178,1,CAS-KLSA
4320326435,2,Poznan University of Medical Sciences
4320315874,1,Otonomy Inc.
4320329732,2,French National Hunting and Wildlife Agency
4320329844,2,桂林市科学技术局
4320325169,1,Finnish Respiratory Society
4320311386,1,The Dyslexia Foundation
4320306582,1,The Abney Foundation
4320313716,2,CISC
4320328156,1,Deutsche Migräne- und Kopfschmerzgesellschaft
4320336477,3,First Clinical Medical College of Lanzhou University
4320319570,1,Barbara & Gerson Bakar Foundation
4320319501,1,公益財団法人フジシール財団
4320329651,1,FAI
4320313755,1,NIEA
4320328472,1,The German Association for British Studies
4320334619,2,UCalgary
4320331383,3,Intuitive (Canada)
4320315974,1,公益財団法人石橋由紀子記念基金
4320323411,5,A.P. Møller og Hustru Chastine Mc‑Kinney Møllers Fond
4320308815,2,The International Foundation for Sonography Education and Research
4320317987,2,Syndax Pharmaceuticals Inc
4320330868,2,嘉里集团郭氏基金会（香港）有限公司
4320310638,4,Universitas McGill
4320312530,2,THE ODNI
4320309751,2,French Association against Muscular Dystrophies
4320329201,2,Brisbane City
4320323743,3,GDF Suez SA
4320311064,7,Portsmouth Polytechnic
4320326687,1,Harbin Science and Technology Information Network
4320313956,1,STU
4320316120,1,Iziko
4320338232,4,"Valiev Institute of Physics and Technology of Russian Academy of Sciences, Yaroslavl Branch"
4320326263,1,Swedish Water & Wastewater Association
4320331908,2,Australasian Rehabilitation Nurses Association's
4320326494,1,BMBWF
4320314588,1,Casey Cardinia Foundation Ltd
4320316407,3,"Hamamatsu Pharma Research, Inc."
4320311752,1,FSU
4320316354,4,Università Cattaneo
4320330156,2,ITT Ropar
4320326241,1,Fuzhou General Hospital of Nanjing Military Command
4320318428,2,The Max Planck Institute for Software Systems
4320319665,2,USCRP
4320319643,4,Huadong Engineering Corporation Limited
4320313409,1,AEF
4320309817,1,Carl and Thecla Lamberg Foundation
4320322490,1,PWGSC
4320313241,4,augusta.edu
4320337668,8,LA SCIENCE AVEC ET POUR LA SOCIÉTÉ
4320326534,1,FUNAAB
4320334563,1,"NSF Directorate for Technology, Innovation and Partnerships"
4320333407,2,Rutgers Robert Wood Johnson Medical School
4320308533,12,Israel-U.S. Binational Industrial Research and Development Foundation
4320323637,1,Australian Research Council Centre of Excellence for Coherent X-Ray Science
4320335354,4,Rådet för Strategisk Forskning
4320318284,1,Chuck Noll Foundation
4320329386,3,FIRM Onlus
4320320815,2,The Kudos Science Trust
4320327673,1,SKLAA
4320314428,4,American Group Psychotherapy Association Inc.
4320317665,1,EPIC-XS
4320325715,3,INPRFM
4320328820,1,St George’s Healthcare NHS Trust
4320323555,1,German Heart Foundation
4320322423,2,Ministry of Water Resources of the People's Republic of China
4320319951,1,Conseil des Arts du Canada
4320315372,1,Osher Center
4320306186,2,"MetLife, Inc."
4320329652,2,Hubei Provincial Key Laboratory of Ferro and Piezoelectric Materials and Devices
4320337461,1,Western IPM Center
4320325124,1,CYTED
4320316054,2,PUC-MG
4320338368,12,Program szczegółowego 'Ludzie'
4320336938,1,中国科学院地球化学研究所
4320321158,1,Brazilian Society of Orthopedics and Traumatology
4320310239,1,Alberta Crop IndustryDevelopment Fund Ltd.
4320335503,2,"Department of Health, Generalitat de Catalunya"
4320314710,1,The Anschutz Foundation
4320327016,1,State Key Laboratory of Transient Physics
4320316578,1,人工知能研究振興財団
4320321957,1,Amtssygehuset i Herlev
4320307567,4,FARM Orthopedics
4320326369,1,Friedrich Wilhelm Frank and wife Angelina Frank's Memorial
4320311883,1,Colby University
4320336819,2,Hubei Province Funds for Distinguished Young Scholars
4320306788,1,NWMF
4320331763,3,CHU de Nîmes
4320316131,3,"Department of Education, Culture and Language Policy of the Basque Country"
4320312488,1,INS
4320320966,2,Usyd
4320322316,1,KAUMS
4320307415,1,"Brian Piccolo Cancer Research Fund, Inc."
4320320214,1,The Institute of Cancer Research
4320320402,1,MERIWA
4320307162,1,American Public Power Assoc
4320325223,1,AFE
4320337105,1,Key Laboratory of Spacecraft Design Optimization and Dynamic Simulation Technologies of Ministry of Education
4320331703,1,Ministry of Home Affairs
4320337399,6,NSF - Division of Integrative Organismal Systems
4320332613,1,The University of Maryland
4320337747,6,"Office of Child Care, Administration for Children and Families"
4320308542,2,BTFC
4320337857,6,MSU Entomology
4320314808,1,THE CHARLES E. KAUFMAN FOUNDATION
4320335309,1,"Fundação de Apoio ao Ensino, Pesquisa e Assistência"
4320323762,1,Helga and Peter Korning Foundation
4320313434,1,ICLR
4320321333,1,LTU
4320333450,2,U.S. Department of Energy's National Energy Technology Laboratory
4320333564,1,Pfizer Canada Inc.
4320333563,1,PISC
4320334588,5,VDRTC
4320306268,2,The California HealthCare Foundation
4320326232,1,TCVGH
4320321106,2,Ministry of Education of China
4320315891,1,JINA-CEE
4320326728,2,IAA
4320329232,1,江苏省环境科学研究院 环境工程重点实验室
4320319111,2,The Bee Foundation
4320325965,1,Alli Paasikivi Foundation
4320326410,1,TWMU
4320338284,6,ANL
4320331116,2,CWI
4320335010,2,QMUL
4320332397,5,Gerald R. Ford Presidential Library
4320323468,1,FEMH
4320314461,1,IUTOX
4320329043,4,RBINS
4320331720,2,BCR
4320335769,8,Graduate Innovation Program of Jiangsu Province
4320307735,1,UNLV
4320333006,1,Research & Education Foundation of the American Head & Neck Society
4320338353,28,FP7 Programme spécifique 'Coopération': Sécurité
4320307113,2,BoA
4320316010,1,Purdue Pharma Inc
4320337229,4,"Office of Research, Innovation & Commercialization"
4320332504,3,Uniformed Services University of Health Sciences
4320309482,1,Oklahoma State University–Stillwater
4320330773,1,四川省卫生健康委员会
4320315665,1,"Symbiomix Therapeutics, LLC"
4320312527,2,The Sidney Kimmel Foundation
4320310010,2,UGA
4320327381,2,The European Society of Clinical Pharmacy
4320310143,6,Joslin Diabetes Center Inc.
4320331643,2,Catalan Society of Pneumology
4320325316,4,"IMP, PAN"
4320324267,2,Ruđer Bošković Institute
4320333688,5,IUSS
4320325397,1,ARC Centre of Excellence for Electromaterials Science
4320331052,4,"Nuclear Materials Authority (NMA), Egypt"
4320307132,4,ALZHEIMERS DRUG DISCOVERY FOUNDATION
4320326004,1,MOMAF
4320308782,3,The Hertz Foundation
4320330026,1,Woolworths Group Limited
4320327220,2,SUT
4320322107,1,KHIDI
4320337996,1,Widening Participation and Strengthening of ERA
4320314850,2,The Brokell Foundation
4320308927,2,The Patient-Centered Outcomes Research Institute
4320337890,2,UCI School of Medicine
4320307511,4,American Academy of Otolaryngic Allergy/Foundation
4320311118,6,"Alport Syndrome Foundation, Inc."
4320335495,1,"Medical Faculty of Heidelberg, University of Heidelberg"
4320338073,3,El Fondo Nacional de Desarrollo Científico y Tecnológico
4320320923,3,ETHZ
4320314989,8,J.W. & H.M. Goodman Family Foundation
4320327844,1,MEF
4320313507,1,RUH Foundation
4320316163,1,Alex Mosley Charitable Trust
4320330703,1,Bror Hjerpstedt Foundation
4320313419,3,FCRR
4320338425,3,NOAA GLERL
4320332392,5,U.S. Department of Transportation Pipeline and Hazardous Materials Safety Administration
4320319443,3,GNSN Foundation
4320322921,2,Grands Défis Canada
4320336251,2,Key Laboratory of Smart Grid Technology and Equipment of Jiangsu Province
4320316097,1,Osprey Medical Inc.
4320330991,6,MSWA
4320307601,2,The Idaho Humanities Council
4320322975,1,DeIC
4320313594,9,LSNSW
4320314002,4,CHLA-ABSC
4320338048,11,Penn State Dept. of Energy and Mineral Engineering
4320320973,1,Swinburne Technical College
4320324056,2,Herbert and Inge Lampe Foundation
4320331519,6,VŠTE ČB
4320338023,1,Oregon Wine Research Institute at Oregon State University
4320315655,2,DDA
4320331386,2,Isabel Gemio Foundation
4320314158,1,Det fælles europæiske forskningssamarbejde Joint Programming in Neurodegenerative Diseases
4320306119,4,Department of Housing and Urban Development
4320320358,1,LST
4320312024,1,BDA
4320307666,3,The Nowitzki Foundation
4320337764,6,EU Health Programme
4320333851,1,Purdue University’s College of Agriculture
4320338431,3,NOAA Office of Coast Survey
4320312313,4,Swiss Neurological Society
4320338367,35,"NMP - Spezifisches Programm „Zusammenarbeit“: Nanowissenschaften, Nanotechnologien, Werkstoffe und neue Produktionstechnologien"
4320308716,1,Ohio Space Grant
4320332009,3,International Institute of Information Technology (IIIT) Hyderabad
4320306113,2,The U.S. Department of State
4320326870,1,"National Key Laboratory of Advanced Design and Manufacturing of Vehicle Body, Hunan University"
4320332179,2,OD
4320338372,25,FP7 Programa específico 'Cooperación': Energía
4320331561,5,GNU VIZR
4320327745,1,UNIBAS
4320309764,3,BBVA Foundation
4320316221,1,Luiss Guido Carli
4320328375,2,河南省人民政府
4320326276,2,"Research Institute of Economy, Trade and Industry, IAA"
4320329658,4,GCU Lahore
4320323974,1,Centre of the Region Haná for Biotechnological and Agricultural Research
4320314744,3,The Center for The Business of Govermnment
4320306481,2,PCF
4320308889,2,TIAA-CREF
4320314986,5,CIEE INC
4320322807,1,Ministry of Public Health
4320332432,3,VUSM
4320324718,1,BU
4320319257,3,SU
4320308533,6,Binational Industrial Research & Development Foundation
4320306111,5,US Department of Commerce
4320337866,10,Kansalaisten Eurooppa
4320320883,1,ANR
4320331478,2,ESI
4320335679,1,"State Key Laboratory for Environmental Criteria and Risk Assessment, CRAES"
4320336446,1,Powertech Labs Inc.
4320321195,1,Chongju National University of Education
4320329040,2,ศูนย์ความเป็นเลิศด้านเทคโนโลยีปิโตรเคมีและวัสดุ
4320322719,1,EIAR
4320308687,4,"CHDI Foundation, Inc."
4320338448,1,EIC Horizon Europe
4320312813,1,British Association for Behavioural & Cognitive Psychotherapies
4320308330,1,The Academy Of American Poets Inc
4320331331,3,CAMRT
4320338429,1,IOOS
4320322123,1,Adlerbertska Foundations
4320338359,20,FP7-SPACE - Spezifisches Programm „Zusammenarbeit“: Weltraum
4320334247,3,CBDA
4320317609,1,Department of Transportation of Henan Province
4320308074,1,New York State DOT
4320316621,1,Bates
4320337178,2,Cholangiocarcinoma Research Institute
4320329111,1,HEAD-Genuit Foundation
4320317136,1,深圳
4320306152,4,The Michael and Susan Dell Foundation
4320333928,1,The College of Natural Sciences
4320327954,1,NOVAKMED
4320334886,2,Zhōngguó Nóngyè Dàxué
4320323693,5,San Vicente Foundation University Hospital
4320318978,2,AArU
4320309656,4,West Virginia DOT
4320324244,1,CIRM
4320308416,1,American Federation of Labor–Congress of Industrial Organizations
4320316174,2,The Uchida Energy Science Promotion Foundation
4320311445,3,The PalAss
4320327210,3,FRCS
4320314004,1,Département de la Marne
4320331710,2,SRY
4320330391,3,Fundação de Amparo e Desenvolvimento da Pesquisa
4320318985,4,NBB
4320310169,1,UT Southwestern
4320309429,3,Johnson Controls International
4320314730,2,F I G H T M N D
4320317565,2,American STD Association
4320334440,1,University of Southern California Marshall School of Business
4320309091,1,CReSIS
4320337034,2,Marine Ecology Research Centre
4320319569,5,Macy Easom Cancer Research Fd.
4320334485,3,LCCC
4320338270,6,HEPS
4320321317,2,광주과학기술원
4320331302,3,Prairie Action Foundation Corporation
4320330107,2,EMBRAPII
4320334451,6,WI
4320324797,2,Swedish Rheumatism Association
4320333637,1,"Miller School of Medicine, University of Miami"
4320329862,2,The Natural Science Foundation of Tibet Autonomous Region
4320311169,2,CRS
4320329020,1,养与安全国家重点实验室举办国重学
4320326125,1,Merchant Kristian Kjær and wife Margrethe Kjær Foundation
4320312440,3,Montclair State College
4320334857,2,CSIC
4320317314,1,福建省科技计划
4320308552,3,START International
4320308295,4,Leukemia & Lymphoma Society Inc
4320306475,4,JANE BRADLEY PETTIT FOUNDATION INC
4320310609,3,Harvard Chan
4320306601,1,"AMERICAN KENNEL CLUB CANINE HEALTH FOUNDATION, INC"
4320328686,1,"National Cancer Institute of Naples, IRCCS G. Pascale Foundation"
4320308696,4,NASA GA Space Grant
4320337296,2,Mathematical Institute
4320331256,2,EADV
4320324957,1,MKU
4320337992,5,Center for Advanced Retinal and Ocular Therapeutics
4320310599,2,"BEBRF, INC."
4320338473,6,United States Navy's Atlantic Undersea Test and Evaluation Center
4320308150,3,Michigan Ag & Rural Dev
4320317168,2,SVA
4320330947,1,Screenrights
4320334452,1,Georgetown University Medical Center DEPARTMENT OF MEDICINE
4320321408,3,Ministry of Education of the Republic of Korea
4320321763,1,Forintek Canada
4320321185,1,BU
4320323963,1,CDHB
4320326775,1,Standortagentur Tirol Ltd.
4320315524,2,The State Historical Society of Missouri
4320310105,1,KBA
4320333905,8,The Johns Hopkins School of Nursing
4320332246,1,USC CIS
4320330875,2,The John Black Charitable Foundation
4320321547,4,China University of Petroleum
4320319198,3,Tokyo Gov
4320330519,2,ມະຫາວິທະຍາໄລແຫ່ງຊາດ
4320307779,5,"Roche Holding, Limited"
4320321759,1,Knowledge Foundation
4320330341,2,"Shanghai Key Laboratory of Gynecologic Oncology at Renji Hospital, SJTU"
4320309531,2,Sun Nuclear
4320308598,1,Coastal Community Foundation of South Carolina Inc.
4320311718,2,"Queen Margaret University, Edinburgh"
4320327428,1,SRUT
4320336862,5,University of Alberta Faculty of Medicine & Dentistry
4320318566,1,Science and Technology Bureau of Lishui
4320329909,3,UNJA
4320329193,2,شركة نفط الكويت
4320315777,4,CCRC
4320338211,1,清华-伯克利深圳学院 深圳盖姆石墨烯研究中心
4320336305,1,Key Laboratory of Ministry of Education on Safe Mining of Deep Metal Mines
4320308937,3,Western Sustainable Agriculture Research & Education
4320332027,15,Université Euro Méditerranéenne de Fès
4320324605,1,Mechanobiology Institute
4320323026,1,Aston
4320309370,1,Penn
4320309657,3,V. Kann Rasmussen Foundation Inc.
4320314941,2,VCF
4320318445,2,INPRA
4320309510,3,Medtronic Inc
4320338083,1,SKLEAC
4320327967,1,Medela AG
4320338226,6,"Programma Operativo Nazionale ""Ricerca e Competitività”"
4320306345,5,GS Fuller Foundation
4320334833,7,Keizai-sangyō-shō
4320334002,3,Caltech Computing + Mathematical Sciences
4320333603,1,Global Public Health
4320306096,4,Oficina de Suplementos Dietéticos
4320332165,3,US National Geospatial-Intelligence Agency
4320319650,4,TauRx Pharmaceuticals Ltd
4320307539,1,Boeing's GCC
4320307264,1,FCER
4320337258,4,Институт углехимии и химического материаловедения
4320333887,1,"Department of Obstetrics, Gynecology and Reproductive Sciences"
4320321805,1,Quebec Society for Emotionally Disturbed Children
4320316280,3,NFtK
4320306279,2,JCC
4320330050,2,Research Fab Microelectronics Germany
4320322942,3,The Chinese University of Hong Kong
4320325329,1,Deutsche Gesellschaft für Erziehungswissenschaft e.V.
4320333402,1,Gokongwei College of Engineering
4320330542,1,Proyecto Conjunto para el Ganso del Ártico
4320310538,1,The Education and Research Foundation for Nuclear Medicine and Molecular Imaging
4320324101,2,SCS
4320313905,1,PTT Group
4320314606,1,The Georgia Ornithological Society
4320314737,2,James F. & Marion L. Miller Foundation
4320312143,7,University of Illinois/NCSA
4320332383,6,CDFW
4320323170,1,DZNE
4320312041,3,"Health Research Board, Ireland"
4320315770,3,"National Multiple Sclerosis Society, Upper Midwest Chapter"
4320330953,2,PtJ
4320329396,1,SRA
4320308371,1,"The Abell Foundation, Inc."
4320333979,1,"Wyss Institute, Harvard University"
4320317723,2,"American Dystonia Society, Inc."
4320331129,2,Pontifical Catholic University of Rio de Janeiro
4320331696,2,MRC CNDD
4320314314,1,British Association for Sexual Health & HIV
4320319854,1,Sri Lanka Council for Agriculture Research Policy
4320334201,1,Center for Interdisciplinary Research on AIDS
4320322636,1,Wakayama kenritsu ika daigaku
4320332542,9,"NATIONAL PARK SERVICE, DEPARTMENT OF THE INTERIOR"
4320306373,3,Healthcare Foundation of New Jersey Inc
4320309078,4,NJ Department of Health
4320319654,4,George Stone Family Foundation
4320322248,1,academy.ac.il
4320329862,1,Natural Science Foundation of Tibet
4320337717,1,"ES-DRC, AECOM"
4320334954,2,Spanish Agency for International Development Cooperation
4320337224,2,NUPELIA
