institution_id,funder_seq,funder_id
22299242,3,4320334814
2184545,1,4320321845
4210140176,1,4320308576
206935292,1,4320324457
4210138080,1,4320320057
149218525,2,4320309937
185261750,6,4320334611
161346416,1,4320325565
4210157483,1,4320309344
92864154,1,4320311728
4210164656,1,4320328136
201448701,1,4320310094
4362561690,43,4320311274
4210113474,1,4320321270
4210116575,1,4320331074
4210124444,1,4320308262
3129555431,1,4320323215
4210122725,1,4320309718
4210105439,1,4320322435
4210099595,1,4320332757
1307091933,1,4320322844
4210128103,1,4320322075
4210162278,1,4320321386
74973139,2,4320332486
2801582665,1,4320306115
4362561690,50,4320313331
61174481,1,4320326037
4210156726,1,4320327259
108160477,1,4320325178
40347166,9,4320332851
2799394472,1,4320311211
4210087343,1,4320321158
181647926,1,4320310234
21370196,2,4320334800
4210131122,1,4320313751
88060688,1,4320322138
61702852,1,4320328294
92869138,1,4320323821
4210093017,1,4320314960
1327768469,2,4320320432
4210159271,1,4320334437
4210095493,1,4320313195
4210095932,1,4320307381
3045867236,1,4320308024
4210140827,1,4320316640
4210101918,1,4320313555
194059303,2,4320307106
4210097579,1,4320307013
4210121638,1,4320320466
125687163,2,4320332654
4210111475,1,4320312225
4210128482,1,4320336297
4210138588,1,4320320921
4210127216,1,4320322493
4210136630,1,4320320333
4210117311,1,4320324022
156965999,2,4320334855
4210089166,1,4320336865
4210108265,1,4320310066
149919469,1,4320310575
114017466,2,4320335193
68106152,1,4320323404
79576946,2,4320309370
66217453,1,4320309074
21370196,1,4320323894
16351329,1,4320324420
4210114776,1,4320333140
4210146401,1,4320306894
4210091794,3,4320337381
1321430492,1,4320310168
1327768469,6,4320334719
4210091556,1,4320306558
123127086,1,4320314896
4210150464,1,4320309897
43337087,1,4320324851
33286718,1,4320321668
40120149,5,4320311988
4210129111,1,4320306109
4210155300,1,4320320173
4210107353,1,4320307032
3141073880,1,4320317212
164928964,1,4320311647
4210102416,1,4320326650
4210167068,1,4320321937
4210098454,1,4320320112
121934306,1,4320310245
4210112618,1,4320320566
81605866,1,4320331494
2800107944,1,4320306606
6446798,1,4320317025
219193219,5,4320332461
2799611596,1,4320308065
36296616,1,4320327868
4210141545,1,4320332419
4210162329,1,4320307507
142393192,1,4320334361
184597095,1,4320327550
4210087849,1,4320317483
4210120484,1,4320306252
4210119124,1,4320325290
4210132952,1,4320306702
98910050,1,4320321693
2801079582,1,4320308360
1294586568,2,4320323968
91732220,1,4320324328
4210155213,1,4320324556
201384688,1,4320331552
4210150272,1,4320306277
4210143622,1,4320313399
4210141784,1,4320311473
36243813,2,4320334820
4210108082,1,4320335143
112991645,1,4320321650
4210155136,1,4320330067
4210123161,1,4320325393
3130377600,1,4320327592
4210087847,1,4320308798
4210124602,1,4320310733
181547552,5,4320332591
4210086911,1,4320309279
2802629803,2,4320335087
98540497,1,4320314048
4210109808,1,4320337367
4210156087,1,4320312118
4210135841,1,4320334219
57093077,3,4320334718
24943067,3,4320335184
4210144151,1,4320307118
15766328,1,4320325745
2800863004,1,4320332695
4210142785,1,4320308917
2800500745,2,4320322223
4210093661,1,4320311866
4210129070,1,4320306577
184843921,1,4320326691
24603500,3,4320312102
4210130348,1,4320317629
2800061829,1,4320331661
2799957102,1,4320320871
42237331,1,4320310728
2800909232,1,4320308134
4210148914,1,4320309946
4210132705,1,4320325592
1341025375,1,4320306593
4210140466,1,4320308552
1330876588,1,4320334979
4210094197,1,4320309559
231847692,1,4320331021
4210129495,1,4320320709
4210163788,1,4320325116
4210096094,1,4320311460
104946051,2,4320310128
4210127237,1,4320315425
80018011,1,4320313329
4210147892,1,4320330795
4210158799,1,4320330776
4210133534,1,4320329523
4210134984,1,4320323527
4210134811,1,4320322629
3970613,1,4320334069
4210106014,1,4320310544
1317776637,1,4320319598
4210161804,1,4320311478
113281461,1,4320311339
113254221,1,4320322860
201324441,1,4320324162
151808059,1,4320337869
58077936,1,4320323899
4210125001,1,4320306374
161217753,1,4320321335
4210115654,1,4320307031
164915025,1,4320322967
4210106385,1,4320312341
4210091279,1,4320325827
150468666,8,4320332554
4210141211,3,4320338283
129774422,1,4320321691
67063127,1,4320315663
142401562,1,4320322093
2801739420,1,4320311717
204722609,1,4320321832
2800920610,1,4320311665
4210089396,1,4320320007
1300393620,1,4320330628
4210107685,1,4320307984
4210096770,1,4320308685
4210142638,1,4320308675
4210138985,1,4320332291
4210125339,2,4320332813
4210111735,1,4320308829
4210123757,1,4320307601
2970213756,1,4320310100
4210139035,1,4320331726
4210113617,1,4320337387
4210090991,1,4320338030
72235472,1,4320322563
154490720,1,4320326811
1333370159,1,4320307777
4210108366,1,4320323069
3121602497,1,4320327622
126884977,1,4320327590
4210161567,1,4320320458
4210110862,1,4320311349
4210088425,1,4320313725
4210137319,1,4320309819
4210133531,1,4320312564
1303976077,1,4320334599
153975220,1,4320319084
4210093141,1,4320319277
4210155677,1,4320319400
2801413980,1,4320320541
4210103936,1,4320307422
2801880299,1,4320331005
4210148275,1,4320309749
4210106356,1,4320307007
56590836,1,4320320525
4210156703,1,4320317150
2799406666,1,4320321355
2799909505,1,4320338380
4210102255,2,4320323805
4210132101,1,4320310552
4210130282,1,4320308873
4210151048,1,4320331619
115592961,1,4320321410
4210108195,1,4320306370
4210159827,1,4320312087
4210110958,1,4320330904
17533244,1,4320312273
4210157060,1,4320307085
4210142005,1,4320330296
877176835,1,4320310963
185088104,1,4320316691
4210128205,1,4320324402
169521973,2,4320310262
4210138120,1,4320324529
4210101168,1,4320322187
121847817,3,4320332477
198423848,1,4320337382
4210086850,2,4320320836
4210098413,1,4320311609
2802464748,1,4320311678
223919290,1,4320308247
197347611,1,4320321373
4210142585,1,4320316844
186131212,1,4320307806
4210113919,1,4320323714
4210092683,1,4320310808
1300722092,1,4320310775
75421653,3,4320332846
4210144035,1,4320310579
4210135774,1,4320311252
113643904,1,4320317165
4210094587,1,4320307075
65625852,1,4320312441
4210089274,1,4320313158
67031392,1,4320310249
4210118014,1,4320307806
5336590,1,4320324870
40542001,1,4320321309
4210095687,1,4320310705
4210092374,1,4320329024
2799996034,1,4320319942
4210091463,1,4320313469
4210151159,1,4320312194
2898930276,2,4320324593
4210136594,1,4320324818
1334658003,1,4320319996
4210125863,1,4320310852
4210165288,1,4320322357
4210102581,1,4320312038
1310212576,1,4320315318
4210113848,1,4320321062
16269868,1,4320311294
4210159124,1,4320309774
99484792,2,4320311256
1341618623,2,4320332796
4210155336,2,4320310028
4362561690,62,4320317438
25998863,1,4320316815
161675122,1,4320317452
1302211766,1,4320311869
4210131156,1,4320321665
4210140065,2,4320323640
83925599,1,4320306534
4210136237,1,4320322408
6645349,1,4320324519
56090587,1,4320317881
172790451,1,4320329676
14243506,2,4320335095
4210102741,1,4320321947
136754270,1,4320318899
4210155695,1,4320307571
94509681,1,4320322958
4210122062,1,4320308767
2801156163,1,4320320575
4210108754,1,4320328328
4362561690,1,4320306105
110325482,1,4320310167
35926432,1,4320328667
4210156577,1,4320318103
2801857531,1,4320320774
4210146159,1,4320324576
4210087477,1,4320319884
4210138069,1,4320307282
4210103248,1,4320317808
151746803,1,4320323093
1312732213,2,4320308599
2802438652,1,4320320422
1315830910,1,4320318738
4210139498,1,4320332245
4210134212,1,4320311355
28019184,1,4320321192
4210125866,1,4320327964
165339363,2,4320334818
52357470,7,4320332703
196934937,1,4320324155
112536369,1,4320313608
4210131580,1,4320319867
141595442,1,4320324335
4210150831,1,4320322378
4210131276,1,4320324114
130343225,2,4320335085
144581915,1,4320326960
4210126959,1,4320319872
17974374,1,4320323338
4210150327,1,4320324597
51780484,1,4320322418
2801210312,1,4320308113
4210153113,1,4320337491
4210141560,1,4320309288
2802690564,1,4320315230
4210092092,1,4320311224
19820366,1,4320321133
4210095087,1,4320309971
4210118349,1,4320320073
1297591097,1,4320308334
4210097259,1,4320311035
102065260,1,4320313905
2818918891,1,4320323508
4210099280,1,4320311269
124246371,1,4320311743
4362561690,65,4320318253
1336096307,5,4320309132
3017888287,1,4320319320
84218800,3,4320312146
4210113586,1,4320322742
134315382,1,4320309337
4210119005,1,4320311968
4210133229,1,4320324283
4210117254,1,4320318875
3017401281,4,4320310353
131231118,2,4320334964
1321296531,1,4320332178
2800635117,1,4320319520
206926436,1,4320307342
2801269068,1,4320313269
4210119392,1,4320335624
184813773,1,4320332939
4210164386,1,4320324965
4210160051,1,4320311014
3017480383,1,4320328652
4210160057,1,4320319305
189460059,1,4320316263
2802325985,1,4320310947
4210139212,1,4320320559
4210133565,1,4320321827
114176345,1,4320328625
161593684,1,4320325669
4210159838,1,4320337575
4210090909,1,4320327119
4210143984,1,4320321628
198667473,1,4320321193
4210093674,1,4320313891
84524832,1,4320321120
4210159995,1,4320332299
2802753785,1,4320322950
4210128615,1,4320323156
918872813,1,4320317983
82994568,1,4320310505
4210119105,1,4320306922
2801085844,1,4320316142
1329765538,1,4320318328
2802669450,1,4320307405
68522396,1,4320324551
3004594783,1,4320320696
2801165522,2,4320323587
4210116048,1,4320338253
138690464,1,4320323307
4210107384,1,4320320688
4210090416,1,4320320475
3130588412,1,4320329483
200763008,1,4320311010
176838256,1,4320322882
141103825,1,4320328747
177492531,1,4320321315
107949126,1,4320309909
116268893,1,4320323595
4210091934,1,4320314363
153455119,1,4320322946
58048189,3,4320335057
4210135813,1,4320310393
2799685424,1,4320320002
4210155611,2,4320322423
4210117499,1,4320316966
4210136793,1,4320318558
70876197,1,4320323386
4210143290,1,4320307624
177097968,1,4320317073
4210165980,1,4320306816
2801233168,1,4320319933
16656306,1,4320315052
93131583,1,4320311858
40900486,1,4320321190
4210113795,1,4320328726
4210097451,1,4320320199
2948482138,2,4320321177
4210135706,1,4320324043
111149068,2,4320337619
83714178,1,4320328772
864816262,1,4320320748
179630473,1,4320317175
4210108483,1,4320310770
2898153667,2,4320311606
112281704,1,4320321108
62853816,1,4320325174
4210120854,1,4320306786
4210126977,1,4320324518
4210161528,1,4320313706
169572211,1,4320325186
4210101600,1,4320329143
4210111990,1,4320307051
72539421,1,4320317956
1323252656,1,4320330886
2800039218,1,4320319930
118136607,1,4320306351
4210095437,1,4320311685
4210090408,2,4320335252
4210088792,2,4320337635
4210166741,1,4320325472
5996616,1,4320313925
4210149032,1,4320310937
4210088556,1,4320328691
4210096903,1,4320337430
4210118053,1,4320320328
308837,1,4320322827
